"rownum","Id","AOFile","PreloadGroupsKeys","EffectCategory","i32_36","HASH32"
5119,"VilentaBeamFire","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/reflect_beam.ao",[],4,0,2930280349
5120,"CrimsonPriestRuneBlast2","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/rune_blast_02.ao",[],4,225,3884830496
5121,"CrimsonPriestRuneBlast3","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/rune_blast_03.ao",[],4,225,400483853
5122,"CrimsonPriestCloneEmerge","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/clone_emerge.ao",[],4,0,3516193960
5123,"DjinnTrackingSlamEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_gout.ao",[],4,0,1458922172
5124,"DjinnTrackingSlamSlamEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_gout_AoE.ao",[],4,450,791096780
5125,"CrimsonPriestRuneHitEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/player_hit_effect.ao",[],4,0,3934640491
5126,"CrimsonPriestDegenZone","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/blood_orb_aura.ao",[],4,200,3835941475
5127,"RitualRuneChaosGreen1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_chaos_green1.ao",[55],4,950,2084060237
5128,"RitualRuneGeneric1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_generic1.ao",[55],4,950,3101695528
5129,"RitualRuneGolden1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_golden1.ao",[55],4,950,2119031920
5130,"RitualRuneLightning1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_lightning1.ao",[55],4,950,76440209
5131,"RitualRuneNecromantic1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_necromantic1.ao",[55],4,950,1834563890
5132,"RitualRunePhysicalBlood1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_physical_blood1.ao",[55],4,950,2501053781
5133,"RitualRuneVaal1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_vaal1.ao",[55],4,950,721007796
5134,"RitualRuneGenericCharges1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_generic_charges1.ao",[55],4,950,3937075262
5135,"RitualRuneGenericMassive1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_rune_generic_massive1.ao",[55],4,950,3245734513
5136,"RitualShrineChaosGreen1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_green_chaos1.ao",[55],4,0,1008444214
5137,"RitualShrineGenericCharges","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_charges.ao",[55],4,0,1347955344
5138,"RitualShrineGenericEnergyShield","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_energy_shield.ao",[55],4,0,1714811810
5139,"RitualShrineGenericFortify","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_fortify.ao",[55],4,0,2169915932
5140,"RitualShrineGenericLife","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_life.ao",[55],4,0,2477609960
5141,"RitualShrineGenericMassive","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_massive.ao",[55],4,0,3507463001
5142,"RitualShrineGenericSpeed","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_generic_speed.ao",[55],4,0,3924941309
5143,"RitualShrineGolden1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_golden1.ao",[55],4,0,2174262778
5144,"RitualShrineLightning1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_lightning1.ao",[55],4,0,3770768640
5145,"RitualShrineNecromantic1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_necromantic1.ao",[55],4,0,478155128
5146,"RitualShrinePhysicalBlood1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_physical_blood1.ao",[55],4,0,2815590118
5147,"RitualShrineVaal1","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine_vaal1.ao",[55],4,0,2627356091
5148,"RitualShrineFire2","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_fire.ao",[55],4,0,1681847393
5149,"RitualShrineCold2","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_cold.ao",[55],4,0,2570855681
5150,"RitualShrineLightning2","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_lightning.ao",[55],4,0,1727482711
5151,"RitualShrinePhysicalBlood2","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_physical.ao",[55],4,0,76110752
5152,"RitualShrineChaosPurple2","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/ritual_shrine2_chaos.ao",[55],4,0,1198221958
5153,"WaterSphereTravelPulse","Metadata/Effects/Spells/hydro_catalyst/water_wave_travel.ao",[],4,300,1136256815
5154,"MirageArcherDetachedIndicatorStygian","Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/mirage_area.ao",[],4,225,2103682867
5155,"WaterSphereInterpolatedNova","Metadata/Effects/Spells/hydro_catalyst/infinite_nova.ao",[],4,1150,4130140783
5156,"ReaperWraithGhostNova","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/ghost_nova.ao",[],4,425,11077905
5157,"VampiricIconBeam","Metadata/Effects/Spells/vampiric_icon/jack_beam.ao",[],4,0,2712758784
5158,"SufferingSurge","Metadata/Effects/Microtransactions/Aura/warlord_suffering/surge.ao",[],4,0,78998165
5159,"SwampWarpStart","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_warp.ao",[],4,500,1170586061
5160,"SwampWarpEnd","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_warp_pool.ao",[],4,500,213689654
5161,"SwampWarpTeleportStart","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_warp_player.ao",[],4,0,3348108426
5162,"SwampWarpTeleportEnd","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_warp_player.ao",[],4,0,4088992636
5163,"SwampVineSlamImpact","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_vine_slap.ao",[],4,125,402060692
5164,"ReaperWraithCoffinExplosionSpawn","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_spawn.ao",[],4,150,3249986620
5165,"CounterBrutalCharge","Metadata/Effects/Spells/orbs/alternate/alt_red.ao",[],4,0,4091012443
5166,"CounterAfflictionCharge","Metadata/Effects/Spells/orbs/alternate/alt_green.ao",[],4,0,3920133387
5167,"CounterAbsorptionCharge","Metadata/Effects/Spells/orbs/alternate/alt_blue.ao",[],4,0,441645868
5168,"IceSaplingRitualBeam","Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ritual_active.ao",[],4,0,345163533
5169,"RitualDischargeBeamFire","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/fire_beam.ao",[],4,0,2927812636
5170,"RitualDischargeBeamCold","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/cold_beam.ao",[],4,0,3224353220
5171,"RitualDischargeBeamLightning","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/lightning_beam.ao",[],4,0,822827206
5172,"RitualTriggeredDischargeFire","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/fire_boom.ao",[],4,200,1543241322
5173,"RitualTriggeredDischargeCold","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/cold_boom.ao",[],4,200,2749269420
5174,"RitualTriggeredDischargeLightning","Metadata/Effects/Spells/monsters_effects/League_Ritual/charges_ritual/lightning_boom.ao",[],4,200,4261655225
5175,"SwampBehemothPodExplode","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_pod_explode.ao",[],4,75,2555057312
5176,"RitualAtziriSpearImpact","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/spear_impact.ao",[],4,125,2797675264
5177,"RitualBloodTotemWave","Metadata/Effects/Spells/monsters_effects/League_Ritual/blood_ritual/wave.ao",[],4,350,1103050302
5178,"SwampBehemothRockSmash","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_boulder_impact.ao",[],4,200,2906585485
5179,"WaterDjinnTeleportInAoE","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/teleport_in_AoE.ao",[],4,225,3359731111
5180,"WaterDjinnTeleportOutAoE","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/teleport_out_AoE.ao",[],4,225,674803868
5181,"MiserySurge","Metadata/Effects/Microtransactions/Aura/warlord_misery/surge.ao",[],4,0,74820057
5182,"RitualGrowBeam","Metadata/Effects/Spells/monsters_effects/League_Ritual/big_ritual/big_beam.ao",[],4,0,3053375407
5183,"RitualChaosGreenVines","Metadata/Effects/Spells/monsters_effects/League_Ritual/green_chaos_ritual/entrap_beam.ao",[],4,0,2298266401
5184,"BlueDragonSurge","Metadata/Effects/Microtransactions/Spells/auras/dragon/blue/surge.ao",[],4,0,1832620299
5185,"RedDragonSurge","Metadata/Effects/Microtransactions/Spells/auras/dragon/red/surge.ao",[],4,0,2320652882
5186,"CombinedDragonSurge","Metadata/Effects/Microtransactions/Spells/auras/dragon/combined/surge.ao",[],4,0,430908488
5187,"RitualLifeQuicksand","Metadata/Effects/Spells/monsters_effects/League_Ritual/life_ritual/blood_epk.ao",[],4,0,3113352312
5188,"MavenFBBOuterOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/Rotating_FBB/orb_outer_ring.ao",[],4,0,1569598252
5189,"MavenFBBOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/Rotating_FBB/orb.ao",[],4,0,3811230516
5190,"MavenFBBBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/Rotating_FBB/orb_beams.ao",[],4,0,1182336080
5191,"MavenMemoryReveal","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/memory_game/arena_platform/reveal_platform.ao",[],4,0,2100400319
5192,"MavenMemoryCircle","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/memory_game/dmg_circle/dmg_circle.ao",[],4,900,2240996495
5193,"MavenRectBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/rectangle_beam2/rectBeam.ao",[],4,1750,1921560815
5194,"MavenLargeProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectile2/big_projectile_impact.ao",[],4,200,513269200
5195,"MavenMapQuickGuardBlockEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Guarding.ao",[],4,0,1297496467
5196,"MavenMapSpaceVines","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/space_vines/entrap_beam.ao",[],4,0,4091905907
5197,"MavenMapHealBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/heal/beam/heal_beam.ao",[],4,0,938994320
5198,"MavenMapSpaceVinesAoE","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/space_vines/aoe_grd.ao",[],4,200,3487782781
5199,"MavenMapInfusedWeaponBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/infused_weapons/power_up_beam.ao",[],4,0,1927242774
5200,"MavenMapDamageReductionBeam","Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/charge_beam.ao",[],4,0,571867257
5201,"MavenMapSpaceWall","Metadata/Effects/Spells/Masters/Keema/fire_wall/firewall.ao",[],4,0,2108070120
5202,"MavenMapDebuffAura","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,0,3208181309
5203,"MavenMapSpeedZone","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,0,1510716496
5204,"MavenMapSpaceChargeBeam","Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/charge_beam.ao",[],4,0,3522989281
5205,"SeawitchLightningBeamStandalone","Metadata/Effects/Spells/monsters_effects/maps/lightning_bond/lightning_beam_standalone.ao",[],4,0,1111373230
5206,"SwampBehemothSwampSink","Metadata/Effects/misc/blank.ao",[],4,0,4142155748
5207,"ReaperWraithSlowingChainsBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/chains.ao",[],4,0,3869390043
5208,"ReaperWraithChainRune","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/chain_rune.ao",[],4,0,239538552
5209,"ThaumaturgistCorpseRainMarker","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/marker.ao",[],4,0,3801178136
5210,"ThaumaturgistCorpseImpact","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/corpse_impact.ao",[],4,200,2578092647
5211,"RaisedZombieCorpseImpact","Metadata/Effects/Spells/raisezombie_02/corpse_impact.ao",[],4,250,569628930
5212,"ThaumaturgistGrowBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/channel_beam.ao",[],4,0,3124087268
5213,"RitualLightningOrbBeam","Metadata/Effects/Spells/monsters_effects/League_Ritual/lightning_ritual/ao/beam.ao",[],4,0,2031719975
5214,"StandalonePhysBreachBossBoneBlast","Metadata/Effects/Spells/monsters_effects/Breach/Bone/Delayed_blast/delayedboneblaststandalone.ao",[],4,150,1810332977
5215,"RitualVesselFilledWithBlood","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/blood_vessel_filled.ao",[],4,0,1601161581
5216,"ThaumaturgyZombieExplode","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/zombie_explode.ao",[],4,180,497513059
5217,"MavenBossRushSpawnStart","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/monster_spawn_direction/spawnDirection.ao",[],4,0,2079619367
5218,"ReaperWraithCoffinNova","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_object_explode.ao",[],4,200,778876381
5219,"WaterSphereCombinedNova","Metadata/Effects/Spells/hydro_catalyst/combined_nova.ao",[],4,300,4223038233
5220,"ThaumaturgyVatMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/cauldron_impact.ao",[],4,75,1719230273
5221,"MavenMapGuardBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/guard_beam.ao",[],4,0,1329047341
5222,"RitualWeatherAttachmentCold1","Metadata/Effects/weather_attachments/League_Ritual/cold/weather_attachment.ao",[55],4,0,4005529110
5223,"RitualWeatherAttachmentFire1","Metadata/Effects/weather_attachments/League_Ritual/fire/weather_attachment.ao",[55],4,0,513916760
5224,"RitualWeatherAttachmentGeneric","Metadata/Effects/weather_attachments/League_Ritual/generic/weather_attachment.ao",[55],4,0,2257138496
5225,"RitualWeatherAttachmentGold","Metadata/Effects/weather_attachments/League_Ritual/gold/weather_attachment.ao",[55],4,0,1355748610
5226,"RitualWeatherAttachmentChaosGreen","Metadata/Effects/weather_attachments/League_Ritual/green/weather_attachment.ao",[55],4,0,842706855
5227,"RitualWeatherAttachmentLightning1","Metadata/Effects/weather_attachments/League_Ritual/lightning/weather_attachment.ao",[55],4,0,2057378629
5228,"RitualWeatherAttachmentNecro","Metadata/Effects/weather_attachments/League_Ritual/necro/weather_attachment.ao",[55],4,0,566581462
5229,"RitualWeatherAttachmentPhysical1","Metadata/Effects/weather_attachments/League_Ritual/phys_blood/weather_attachment.ao",[55],4,0,1107571766
5230,"RitualWeatherAttachmentChaosPurple1","Metadata/Effects/weather_attachments/League_Ritual/purple/weather_attachment.ao",[55],4,0,34285909
5231,"RitualWeatherAttachmentVaal","Metadata/Effects/weather_attachments/League_Ritual/vaal/weather_attachment.ao",[55],4,0,4042582109
5232,"RitualWeatherAttachmentCold2","Metadata/Effects/weather_attachments/League_Ritual/cold/weather_attachment2.ao",[55],4,0,3346798289
5233,"RitualWeatherAttachmentFire2","Metadata/Effects/weather_attachments/League_Ritual/fire/weather_attachment2.ao",[55],4,0,3492812497
5234,"RitualWeatherAttachmentLighnting2","Metadata/Effects/weather_attachments/League_Ritual/lightning/weather_attachment2.ao",[55],4,0,2156952172
5235,"RitualWeatherAttachmentPhysical2","Metadata/Effects/weather_attachments/League_Ritual/phys_blood/weather_attachment2.ao",[55],4,0,3455689541
5236,"RitualWeatherAttachmentChaosPurple2","Metadata/Effects/weather_attachments/League_Ritual/purple/weather_attachment2.ao",[55],4,0,4006607303
5237,"RitualChaosPulse","Metadata/Effects/Spells/monsters_effects/League_Ritual/chaos_ritual/ritual_chaos_nova.ao",[],4,200,3937002813
5238,"WaterDjinnTornadoBurst","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/onact_spinattack_01.ao",[],4,650,2628069877
5239,"NewShieldChargeShieldMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/shield_charge.ao",[],4,0,1023536845
5240,"NewShieldChargeGroundMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/shockwave_charge.ao",[],4,0,1158789989
5241,"NewShieldChargeMiseryImpact","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/impact_aoe.ao",[],4,600,2342967080
5242,"NewShieldChargeMiseryShieldImpact","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/shield_impact.ao",[],4,0,3051420877
5243,"NewShieldChargeMiseryFinalNova","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/circle_aoe.ao",[],4,173,2609540281
5244,"NewShieldChargeMiseryShieldOverride","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/skull.ao",[],4,0,3792187458
5245,"MavenCannonProjectileColdOnHit","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/cold_projectiles/on_hit.ao",[],4,0,3002558879
5246,"MavenFireProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/fire_projectiles/aoe_impact.ao",[],4,400,2108509326
5247,"MavenMassLaser","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/carpet_bomb_01/eyelaser.ao",[],4,0,490980915
5248,"MavenMassLaserAoE","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/carpet_bomb_01/eyelaser_aoe.ao",[],4,0,867205642
5249,"MavenSlamAoE","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/spellcast_aoe_01/aoe.ao",[],4,0,4235154319
5250,"MavenBrainPhaseBeam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/beam_down_phase/rig.ao",[],4,0,1750818097
5251,"MavenBrainExplosion","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/center_explosion/arena_explosion.ao",[],4,0,3204426545
5252,"NewShieldChargeKickupMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/kickup.ao",[],4,0,1074117357
5253,"MavenOrbInvisibleFire","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/chasing_void/debuff_void.ao",[],4,0,3490717585
5254,"MavenOrbVolatileExplosion","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/accelerating_volatiles/explode.ao",[],4,250,1226056854
5255,"DjinnVolatileSplat","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_gout_AoE_small.ao",[],4,450,2438760634
5256,"DjinnVolatileSplatMuted","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_gout_AoE_small_muted.ao",[],4,450,812618908
5257,"RitualEnergyShieldBeam","Metadata/Effects/Spells/monsters_effects/League_Ritual/es_ritual/es_beam.ao",[],4,0,4245061618
5258,"MavenBrainDecelerationExplode","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/explode.ao",[],4,150,1466375583
5259,"MavenBrainVolatileExplode","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/volatile_explode.ao",[],4,100,3168440150
5260,"MavenBrainVolatileExplodeEnraged","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/enraged_volatile_explode.ao",[],4,100,934132581
5261,"MavenBrainVoidzoneRipple","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/void_zone/void_zone_ripple.ao",[],4,0,2163690681
5262,"MavenVolatileEnrageShockwave","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/volatile_pulse/ao/rig.ao",[],4,950,2537512508
5263,"WaterSphereShockNovaLite","Metadata/Effects/Spells/hydro_catalyst/shock_nova_subtle.ao",[],4,300,413091732
5264,"WaterSphereIceNovaLite","Metadata/Effects/Spells/hydro_catalyst/ice_nova_subtle.ao",[],4,300,3337165588
5265,"WaterSphereCombinedNovaLite","Metadata/Effects/Spells/hydro_catalyst/combined_nova_subtle.ao",[],4,300,665294543
5266,"StygianSurgeNew","Metadata/Effects/Spells/surge/stygian_surge_01.ao",[],4,0,2181028613
5267,"MavenMapBeamOrb","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/beam_orbs/beam.ao",[],4,0,3121194448
5268,"MicrotransactionFrostVikingSurge","Metadata/Effects/Spells/surge/FrostVikingSurge/FrostVikingSurge.ao",[],4,0,4207692456
5269,"MavenBossSpawnAddEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/minion_phase/monster_fadein/monster_fadein.ao",[],4,0,982166688
5270,"SpikeSlamCrackVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/cracks_slam.ao",[],4,100,3745039485
5271,"SpikeSlamCrack2Verdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/cracks_slam2.ao",[],4,100,138858022
5272,"SpikeSlamCrack3Verdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/cracks_slam3.ao",[],4,100,1470937199
5273,"SpikeSlamCrackEmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/cracks_slam.ao",[],4,100,954139745
5274,"SpikeSlamCrack2EmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/cracks_slam2.ao",[],4,100,4025346646
5275,"SpikeSlamCrack3EmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/cracks_slam3.ao",[],4,100,3961454780
5276,"SpikeSlamExplosionVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/explosion.ao",[],4,300,1632854919
5277,"SpikeSlamExplosionEmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/explosion.ao",[],4,300,2178466691
5278,"SpikeSlamImpactVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/slam_impact.ao",[],4,0,4268751285
5279,"SpikeSlamImpactEmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/slam_impact.ao",[],4,0,4081505309
5280,"SpikeSlamSpike1Verdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/vine_01.ao",[],4,0,3636318310
5281,"SpikeSlamSpike2Verdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/vine_02.ao",[],4,0,1094933057
5282,"SpikeSlamSpike3Verdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/vine_03.ao",[],4,0,235924758
5283,"SpikeSlamSpike1EmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/vine_01.ao",[],4,0,2051627612
5284,"SpikeSlamSpike2EmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/vine_02.ao",[],4,0,3642727430
5285,"SpikeSlamSpike3EmpoweredVerdant","Metadata/Effects/Microtransactions/Spells/spike_slam/Verdant/Ao/Ao_fistofwar/vine_03.ao",[],4,0,3262262941
5286,"MavenOnHitEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/on_hit/ao/rig.ao",[],4,0,3906773375
5287,"MavenBrainOnHitEffect","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/on_hit/ao/rig.ao",[],4,0,2475719586
5288,"RitualLightningBallTelegraphBeam","Metadata/Effects/Spells/monsters_effects/League_Ritual/lightning_ritual/ao/beamtelegraph.ao",[],4,0,2275236380
5289,"UltimatumChallengeRangeIndicator","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/arena_limit.ao",[57],4,1090,998298361
5290,"UltimatumMonsterSpawnBeam","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/spawner_beam.ao",[57],4,0,58368838
5291,"UltimatumRuinIndicator","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/ruin_counter.ao",[57],4,0,2765522609
5292,"RainOfSporesArrowUpCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/spores_shootup.ao",[],4,0,2859842803
5293,"RainOfSporesArrowDownCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/spore_drop.ao",[],4,0,1994966392
5294,"RainOfSporesExplodeCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/spore_burst.ao",[],4,175,2195017751
5295,"ToxicRainProjectileCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/arrow.ao",[],4,0,3924596940
5296,"RainOfSporesVineBeamCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/vine_attach.ao",[],4,0,733473566
5297,"UltimatumGolemFireBeam","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/searing_bond.ao",[],4,0,2558214749
5298,"UltimatumGolemFireBeamRuin","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/searing_bond_ruin.ao",[],4,0,2109293875
5299,"UltimatumWraithIceBeam","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_wraith/ice_beam.ao",[],4,0,1314500619
