"rownum","Id","i32_8","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","string_20","string_20 (French)","string_20 (German)","string_20 (Japanese)","string_20 (Korean)","string_20 (Portuguese)","string_20 (Russian)","string_20 (Spanish)","string_20 (Thai)","string_20 (Traditional Chinese)","Description1","Description1 (French)","Description1 (German)","Description1 (Japanese)","Description1 (Korean)","Description1 (Portuguese)","Description1 (Russian)","Description1 (Spanish)","Description1 (Thai)","Description1 (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)","Type","Type (French)","Type (German)","Type (Japanese)","Type (Korean)","Type (Portuguese)","Type (Russian)","Type (Spanish)","Type (Thai)","Type (Traditional Chinese)","rid_60","rid_76","ShopTag","string_108","i32_116","i32_120","i32_124","i32_128","i32_132","bool_136","string_137","bool_145","bool_146","bool_147","string_148","string_148 (French)","string_148 (German)","string_148 (Japanese)","string_148 (Korean)","string_148 (Portuguese)","string_148 (Russian)","string_148 (Spanish)","string_148 (Thai)","string_148 (Traditional Chinese)","string_156","string_156 (French)","string_156 (German)","string_156 (Japanese)","string_156 (Korean)","string_156 (Portuguese)","string_156 (Russian)","string_156 (Spanish)","string_156 (Thai)","string_156 (Traditional Chinese)","string_164","string_164 (French)","string_164 (German)","string_164 (Japanese)","string_164 (Korean)","string_164 (Portuguese)","string_164 (Russian)","string_164 (Spanish)","string_164 (Thai)","string_164 (Traditional Chinese)","string_172","string_172 (French)","string_172 (German)","string_172 (Japanese)","string_172 (Korean)","string_172 (Portuguese)","string_172 (Russian)","string_172 (Spanish)","string_172 (Thai)","string_172 (Traditional Chinese)"
5131,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticStormborneHuntressBodyArmour",1180564091,"Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","Chaotic Stormborne Body Armour","","","","","","","","","","","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","Changes the appearance of any equipped body armour to the Chaotic Stormborne Body Armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Skin","Apparence d'armure","Körperrüstung-Skin","鎧スキン","갑옷 스킨","Visual de Peitoral","Внешний вид нательного доспеха","Aspecto para armadura","สกินเสื้อเกราะ","身體外觀","","",729,"",3,2,2,1,1,"","ChaoticStormborneBodyArmour","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5132,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrigidStormborneHuntressBackAttachment",265228773,"Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","Frigid Stormborne Back Attachment","","","","","","","","","","","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","Adds the Frigid Stormborne Back Attachment to any equipped body armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Attachment","Body Armour Attachment","Körperrüstungszusatz","鎧装飾品","갑옷 부착물","Adorno de Peitoral","Body Armour Attachment","Accesorio para armadura","แฟชั่นติดหลัง","Body Armour Attachment","","",729,"",3,2,2,1,1,"","FrigidStormborneBackAttachment","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5133,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalStormborneHuntressBackAttachment",-1658753435,"Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","Infernal Stormborne Back Attachment","","","","","","","","","","","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","Adds the Infernal Stormborne Back Attachment to any equipped body armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Attachment","Body Armour Attachment","Körperrüstungszusatz","鎧装飾品","갑옷 부착물","Adorno de Peitoral","Body Armour Attachment","Accesorio para armadura","แฟชั่นติดหลัง","Body Armour Attachment","","",729,"",3,2,2,1,1,"","InfernalStormborneBackAttachment","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5134,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionThunderousStormborneHuntressBackAttachment",-33426668,"Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","Thunderous Stormborne Back Attachment","","","","","","","","","","","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","Adds the Thunderous Stormborne Back Attachment to any equipped body armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Attachment","Body Armour Attachment","Körperrüstungszusatz","鎧装飾品","갑옷 부착물","Adorno de Peitoral","Body Armour Attachment","Accesorio para armadura","แฟชั่นติดหลัง","Body Armour Attachment","","",729,"",3,2,2,1,1,"","ThunderousStormborneBackAttachment","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5135,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticStormborneHuntressBackAttachment",1238370526,"Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","Chaotic Stormborne Back Attachment","","","","","","","","","","","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","Adds the Chaotic Stormborne Back Attachment to any equipped body armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Attachment","Body Armour Attachment","Körperrüstungszusatz","鎧装飾品","갑옷 부착물","Adorno de Peitoral","Body Armour Attachment","Accesorio para armadura","แฟชั่นติดหลัง","Body Armour Attachment","","",729,"",3,2,2,1,1,"","ChaoticStormborneBackAttachment","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5136,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormborneHuntressWeapon",1121048259,"Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","Stormborne Weapon Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Weapon Skin","Weapon Skin","Waffen-Skin","武器スキン","무기 스킨","Visual de Arma","Weapon Skin","Aspecto para arma","สกินอาวุธ","Weapon Skin","","",729,"",3,2,2,1,1,"","StormborneWeaponSkin","",1,"","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","Changes the appearance of any equipped Spear, Quarterstaff, Shield, Buckler, Bow or Quiver to the Stormborne Weapon Skin.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5137,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGiantCentipedeRareFinisherEffect",-1353097645,"Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","Giant Centipede Rare Finisher Effect","","","","","","","","","","","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","Adds the Giant Centipede Rare Finisher Effect to any weapon. It amplifies the deaths of Rare Monsters you kill.","","","","","","","","","","","","","","","","","","","","","Finisher Effect","Finisher Effect","Vollstreckereffekt","フィニッシャーエフェクト","마무리 이펙트","Efeito Finalizador","Эффект добивания","Efecto de remate","เอฟเฟคปลิดชีพ","終結特效","","",729,"",3,2,2,1,1,"","GiantCentipedeRareFinisherEffect","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5138,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarionettesRevengeHelmet",-2116365066,"Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","Fleshveil Marionette Helmet","","","","","","","","","","","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","Changes the appearance of any equipped helmet to the Fleshveil Marionette Helmet.","","","","","","","","","","","","","","","","","","","","","Helmet Skin","Helmet Skin","Helm-Skin","兜スキン","투구 스킨","Visual de Elmo","Внешний вид шлема","Aspecto para casco","สกินหมวก","頭部外觀","","",729,"",3,2,2,1,1,"","FleshveilMarionetteHelmet","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5139,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarionettesRevengeBoots",2042563573,"Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","Fleshveil Marionette Boots","","","","","","","","","","","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","Changes the appearance of any equipped boots to the Fleshveil Marionette Boots.","","","","","","","","","","","","","","","","","","","","","Boots Skin","Boots Skin","Stiefel-Skin","靴スキン","장화 스킨","Visual de Botas","Внешний вид обуви","Aspecto para botas","สกินรองเท้า","腳部外觀","","",729,"",3,2,2,1,1,"","FleshveilMarionetteBoots","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5140,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarionettesRevengeGloves",-1795038417,"Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","Fleshveil Marionette Gloves","","","","","","","","","","","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","Changes the appearance of any equipped gloves to the Fleshveil Marionette Gloves.","","","","","","","","","","","","","","","","","","","","","Gloves Skin","Gloves Skin","Handschuhe-Skin","手袋スキン","장갑 스킨","Visual de Luvas","Внешний вид перчаток","Aspecto para guantes","สกินถุงมือ","手部外觀","","",729,"",3,2,2,1,1,"","FleshveilMarionetteGloves","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5141,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarionettesRevengeBodyArmour",1589088060,"Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","Fleshveil Marionette Body Armour","","","","","","","","","","","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","Changes the appearance of any equipped body armour to the Fleshveil Marionette Body Armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Skin","Body Armour Skin","Körperrüstung-Skin","鎧スキン","갑옷 스킨","Visual de Peitoral","Внешний вид нательного доспеха","Aspecto para armadura","สกินเสื้อเกราะ","身體外觀","","",729,"",3,2,2,1,1,"","FleshveilMarionetteBodyArmour","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5142,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarionettesRevengeBackAttachment",239728027,"[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","[DNT] Marionette's Revenge Back Attachment","","","","","","","","","","","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","[DNT] Adds the Marionette's Revenge Back Attachment to any equipped body armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Attachment","Body Armour Attachment","Körperrüstungszusatz","鎧装飾品","갑옷 부착물","Adorno de Peitoral","Украшение нательного доспеха","Accesorio para armadura","แฟชั่นติดหลัง","背部附加","","","","",3,2,2,1,1,"","MarionettesRevengeBackAttachment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5143,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMarionettesRevengeCharacterSkin",366488523,"Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","Bronze Marionette Character Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Character Skin","Character Skin","Charaktereffekt","キャラクターエフェクト","캐릭터 이펙트","Efeito de Personagem","Эффект персонажа","Efecto para el personaje","เอฟเฟคตัวละคร","角色特效","","",729,"",3,2,2,1,1,"","BronzeMarionetteCharacterSkin","",1,"","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","Replaces the appearance of your character skin with the bronze marionette character skin.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5144,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPorcelainMarionettesRevengeHelmet",681273365,"Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","Porcelain Marionette Helmet","","","","","","","","","","","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","Changes the appearance of any equipped helmet to the Porcelain Marionette Helmet.","","","","","","","","","","","","","","","","","","","","","Helmet Skin","Helmet Skin","Helm-Skin","兜スキン","투구 스킨","Visual de Elmo","Внешний вид шлема","Aspecto para casco","สกินหมวก","頭部外觀","","",729,"",3,2,2,1,1,"","PorcelainMarionetteHelmet","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5145,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPorcelainMarionettesRevengeBoots",-96805135,"Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","Porcelain Marionette Boots","","","","","","","","","","","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","Changes the appearance of any equipped boots to the Porcelain Marionette Boots.","","","","","","","","","","","","","","","","","","","","","Boots Skin","Boots Skin","Stiefel-Skin","靴スキン","장화 스킨","Visual de Botas","Внешний вид обуви","Aspecto para botas","สกินรองเท้า","腳部外觀","","",729,"",3,2,2,1,1,"","PorcelainMarionetteBoots","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5146,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPorcelainMarionettesRevengeGloves",877797986,"Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","Porcelain Marionette Gloves","","","","","","","","","","","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","Changes the appearance of any equipped gloves to the Porcelain Marionette Gloves.","","","","","","","","","","","","","","","","","","","","","Gloves Skin","Gloves Skin","Handschuhe-Skin","手袋スキン","장갑 스킨","Visual de Luvas","Внешний вид перчаток","Aspecto para guantes","สกินถุงมือ","手部外觀","","",729,"",3,2,2,1,1,"","PorcelainMarionetteGloves","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5147,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPorcelainMarionettesRevengeBodyArmour",291004701,"Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","Porcelain Marionette Body Armour","","","","","","","","","","","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","Changes the appearance of any equipped body armour to the Porcelain Marionette Body Armour.","","","","","","","","","","","","","","","","","","","","","Body Armour Skin","Body Armour Skin","Körperrüstung-Skin","鎧スキン","갑옷 스킨","Visual de Peitoral","Внешний вид нательного доспеха","Aspecto para armadura","สกินเสื้อเกราะ","身體外觀","","",729,"",3,2,2,1,1,"","PorcelainMarionetteBodyArmour","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
