"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantics","bool_15","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool_33","HASH32","BelongsActiveSkillsKey","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag"
10866,"attack_and_cast_speed_+%_while_you_have_fortify","","","",1,"","","","","",767506524,[],"","","",1,[],[]
10867,"hide_mini_life_bar","","","",4,1,"","","",1,-1425979331,[],"","","","",[],[]
10868,"hide_buff_visuals",1,"","",4,1,"","","",1,-1300645240,[],"","","","",[],[]
10869,"ensnaring_arrow_debuff_effect_+%",1,"","",1,1,"","","",1,-528348527,"[""ensnaring_arrow"",""ensnaring_arrow_alt_x"",""ensnaring_arrow_alt_y""]","","","",1,[],[]
10870,"ensnaring_arrow_area_of_effect_+%",1,"","",1,1,"","","",1,-342875491,"[""ensnaring_arrow"",""ensnaring_arrow_alt_x"",""ensnaring_arrow_alt_y""]","","","",1,[],[]
10871,"burning_arrow_debuff_effect_+%",1,"","",1,1,"","","",1,48738870,"[""burning_arrow"",""burning_arrow_alt_x"",""burning_arrow_alt_y"",""vaal_burning_arrow""]","","","",1,[],[]
10872,"explosive_arrow_duration_+%",1,"","",1,1,"","","",1,1280410543,"[""explosive_arrow_old"",""explosive_arrow"",""explosive_arrow_alt_x"",""explosive_arrow_alt_y""]","","","",1,[],[]
10873,"map_adds_X_extra_synthesis_mods",1,1,"",3,1,"","","",1,-148306797,[],"","","",1,[],[]
10874,"map_adds_X_extra_synthesis_special_mods",1,1,"",3,1,"","","",1,-1766217943,[],"","","",1,[],[]
10875,"artillery_ballista_cross_strafe_pattern",1,"","",4,1,"","","",1,1395111011,[],"","","","",[],[]
10876,"skill_area_angle_+%",1,"","",1,"","","","",1,549207545,[],"","","",1,[],[]
10877,"ice_shot_area_angle_+%",1,"","",1,"","","","","",-1391900394,"[""ice_shot"",""ice_shot_alt_x"",""ice_shot_alt_y"",""vaal_ice_shot""]","","","",1,[],[]
10878,"ailment_threshold_pluspercent_final_for_map_boss","","","",1,"","","","","",-1502612327,[],"","","",1,[],[]
10879,"base_inflict_cold_exposure_on_hit_%_chance","","","",1,"","","","",1,1636587726,[],"","","",1,[],[]
10880,"base_inflict_lightning_exposure_on_hit_%_chance","","","",1,"","","","",1,335705410,[],"","","",1,[],[]
10881,"base_inflict_fire_exposure_on_hit_%_chance","","","",1,"","","","",1,-2021282619,[],"","","",1,[],[]
10882,"unique_voltaxic_rift_shock_as_though_damage_+%_final",1,"","",1,"","","","","",1675782626,[],"","","",1,[],[]
10883,"supported_fire_skill_gem_level_+","","","",3,"","","","","",-600937042,[],"","","",1,[],[]
10884,"gain_single_conflux_for_3_seconds_every_8_seconds",1,"","",3,"","","","","",-1212157141,[],"","","",1,[],[]
10885,"block_%_if_blocked_an_attack_recently","","","",1,"","","","","",34775374,[],"","","",1,[],[]
10886,"spell_block_%_if_blocked_a_spell_recently","","","",1,"","","","","",-77460890,[],"","","",1,[],[]
10887,"local_display_socketed_skills_fork","",1,"",4,"","","","","",-734420962,[],"","","","",[],[]
10888,"minimum_added_physical_damage_if_have_crit_recently","","","",3,"","","","","",-796075827,[],"","","",1,[],[]
10889,"maximum_added_physical_damage_if_have_crit_recently","","","",3,"","","","","",-759517979,[],"","","",1,[],[]
10890,"maximum_added_fire_damage_if_have_crit_recently","","","",3,"","","","","",953716430,[],"","","",1,[],[]
10891,"minimum_added_fire_damage_if_have_crit_recently","","","",3,"","","","","",-1938581639,[],"","","",1,[],[]
10892,"minimum_added_cold_damage_if_have_crit_recently","","","",3,"","","","","",1141235576,[],"","","",1,[],[]
10893,"maximum_added_cold_damage_if_have_crit_recently","","","",3,"","","","","",-640223295,[],"","","",1,[],[]
10894,"minimum_added_lightning_damage_if_have_crit_recently","","","",3,"","","","","",160880333,[],"","","",1,[],[]
10895,"maximum_added_lightning_damage_if_have_crit_recently","","","",3,"","","","","",-2070896261,[],"","","",1,[],[]
10896,"enemy_phys_reduction_%_penalty_vs_hit",1,"","",3,"","","","",1,-122584527,[],1,"","",1,[],[]
10897,"local_fire_penetration_%","",1,1,1,"","",10898,10899,"",-456240328,[],"","","",1,[],[]
10898,"main_hand_fire_penetration_%",1,"","",1,"","","","","",362184584,[],"","","",1,[],[]
10899,"off_hand_fire_penetration_%",1,"","",1,"","","","","",1971240778,[],"","","",1,[],[]
10900,"local_cold_penetration_%","",1,1,1,"","",10901,10902,"",-1742875088,[],"","","",1,[],[]
10901,"main_hand_cold_penetration_%",1,"","",1,"","","","","",1167747925,[],"","","",1,[],[]
10902,"off_hand_cold_penetration_%",1,"","",1,"","","","","",-285026357,[],"","","",1,[],[]
10903,"local_lightning_penetration_%","",1,1,1,"","",10904,10905,"",-1826806523,[],"","","",1,[],[]
10904,"main_hand_lightning_penetration_%",1,"","",1,"","","","","",-1164284632,[],"","","",1,[],[]
10905,"off_hand_lightning_penetration_%",1,"","",1,"","","","","",2116108288,[],"","","",1,[],[]
10906,"should_have_tailwind_from_stat",1,"","",4,"",1,"","","",-207519965,[],"","","","",[0],[]
10907,"tailwind_if_have_crit_recently",1,"","",4,1,"","","",1,1107292591,[],"","","","",[],[]
10908,"unique_voltaxic_rift_shock_maximum_magnitude_override",1,"","",4,"","","","","",-1350300486,[],"","","",1,[],[]
10909,"blight_path_piece_length_modifier_%","","","",1,"","","","","",-255335115,[],"","","",1,[],[]
10910,"minion_flask_charges_used_+%",1,"","",3,"","","","","",1530262153,[],"","","",1,[],[]
10911,"drop_additional_synthesis_map",1,"","",3,"","","","","",1549128604,[],"","","",1,[],[]
10912,"local_ring_nova_spells_area_of_effect_+%_final","",1,"",1,"","","","","",-1950279403,[],"","","",1,[],[]
10913,"left_ring_slot_nova_spells_area_of_effect_+%_final","","","",1,"","","","","",2017044429,[],"","","",1,[],[]
10914,"right_ring_slot_nova_spells_area_of_effect_+%_final","","","",1,"","","","","",817610002,[],"","","",1,[],[]
10915,"ring_3_slot_nova_spells_area_of_effect_+%_final","","","",1,"","","","","",-935078721,[],"","","",1,[],[]
10916,"support_barrage_trap_and_mine_throwing_time_+%_final_per_projectile_fired","","","",1,"","","","","",-696395516,[],"","","",1,[],[]
10917,"virtual_trap_and_mine_throwing_time_+%_final","","","",1,1,1,"","",1,917696326,[],"","","","",[1],[]
10918,"max_number_of_lightning_warp_markers","","","",3,"","","","","",380489025,[],"","","",1,[],[]
10919,"local_weapon_enemy_phys_reduction_%_penalty","","",1,1,"","",10920,10921,"",870969270,[],"","","",1,[],[]
10920,"main_hand_enemy_phys_reduction_%_penalty",1,"","",1,"","","","","",1959689294,[],"","","",1,[],[]
10921,"off_hand_enemy_phys_reduction_%_penalty",1,"","",1,"","","","","",-1916669496,[],"","","",1,[],[]
10922,"impale_phys_reduction_%_penalty",1,"","",1,"","","","",1,-1458273689,[],1,"","",1,[],[]
10923,"map_drop_influenced_items_type","","","",3,"","","","","",-558200387,[],"","","","",[],[]
10924,"melee_strike_skill_number_of_previous_locations_to_strike",1,"","",3,1,1,"","",1,-870210590,[],"","","","",[1],[]
10925,"flask_duration_on_minions_+%",1,"","",1,"","","","","",-1305782313,[],"","","",1,[],[]
10926,"local_display_trigger_level_x_reflection_skill_on_equip","",1,"",3,"","","","","",831506578,[],"","","","",[],[]
10927,"summoned_phantasms_grant_buff",1,"","",4,"","","","","",2109641582,[],"","","","",[],[]
10928,"phantasm_minimum_added_physical_damage_to_grant","","","",3,"","","","","",-1033318657,[],"","","",1,[],[]
10929,"phantasm_maximum_added_physical_damage_to_grant","","","",3,"","","","","",-92769483,[],"","","",1,[],[]
10930,"phantasm_grant_buff_minimum_added_physical_damage",1,"","",3,1,1,"","",1,1083496290,[],"","","","",[1],[]
10931,"phantasm_grant_buff_maximum_added_physical_damage",1,"","",3,1,1,"","",1,1051410813,[],"","","","",[1],[]
10932,"map_base_ground_fire_damage_to_deal_per_10_seconds",1,"","",3,"","","","","",-1726448256,[],"","","",1,[],[]
10933,"map_ground_ice_base_magnitude",1,"","",1,"","","","","",2066036695,[],"","","",1,[],[]
10934,"map_ground_lightning_base_magnitude",1,"","",1,"","","","","",-1250177530,[],"","","",1,[],[]
10935,"map_mod_effect_+%_for_non_unique_maps","","","",1,"","","","","",2059302496,[],"","","",1,[],[]
10936,"local_ring_attack_speed_+%_final","",1,"",1,"","","","","",-1697291142,[],"","","",1,[],[]
10937,"left_ring_slot_attack_speed_+%_final","","","",1,"","","","","",490653996,[],"","","",1,[],[]
10938,"right_ring_slot_attack_speed_+%_final","","","",1,"","","","","",2116652827,[],"","","",1,[],[]
10939,"ring_3_slot_attack_speed_+%_final","","","",1,"","","","","",-87038947,[],"","","",1,[],[]
10940,"map_crusader_influence_spawn_monster_from_crusader_group_on_death_non_unique_%","","","",1,"","","","","",1163059293,[],"","","",1,[],[]
10941,"local_jewel_variable_ring_radius_value",1,1,"",3,"","","","","",2019931607,[],"","","",1,[],[]
10942,"map_watchstone_monsters_life_+%_final","","","",1,"","","","","",-945119544,[],"","","",1,[],[]
10943,"map_watchstone_monsters_damage_+%_final","","","",1,"","","","","",-1778156018,[],"","","",1,[],[]
10944,"map_number_of_additional_prefixes","","","",3,"","","","","",-2101642470,[],"","","","",[],[]
10945,"map_number_of_additional_suffixes","","","",3,"","","","","",-1397749542,[],"","","","",[],[]
10946,"monster_life_+%_final_from_watchstone","","","",1,"","","","","",-1199419471,[],"","","",1,[],[]
10947,"monster_damage_+%_final_from_watchstone","","","",1,"","","","","",-397234143,[],"","","",1,[],[]
10948,"map_no_arrow_terrain_attachment_in_area",1,"","",4,1,"","","",1,146164141,[],"","","","",[],[]
10949,"map_watchstone_additional_packs_of_elder_monsters","","","",3,"","","","","",-1295581776,[],"","","",1,[],[]
10950,"map_watchstone_additional_packs_of_shaper_monsters","","","",3,"","","","","",-1058377117,[],"","","",1,[],[]
10951,"local_display_supported_by_level_x_awakened_added_fire_damage","",1,"",3,"","","","","",-454607564,[],"","","","",[],[]
10952,"local_display_supported_by_level_x_awakened_ancestral_call","",1,"",3,"","","","","",-1692399698,[],"","","","",[],[]
10953,"local_display_supported_by_level_x_awakened_brutality","",1,"",3,"","","","","",311434355,[],"","","","",[],[]
10954,"local_display_supported_by_level_x_awakened_burning_damage","",1,"",3,"","","","","",-898019956,[],"","","","",[],[]
10955,"local_display_supported_by_level_x_awakened_weapon_elemental_damage","",1,"",3,"","","","","",-218842255,[],"","","","",[],[]
10956,"local_display_supported_by_level_x_awakened_fire_penetration","",1,"",3,"","","","","",970520641,[],"","","","",[],[]
10957,"local_display_supported_by_level_x_awakened_generosity","",1,"",3,"","","","","",-439522448,[],"","","","",[],[]
10958,"local_display_supported_by_level_x_awakened_melee_physical_damage","",1,"",3,"","","","","",1223486704,[],"","","","",[],[]
10959,"local_display_supported_by_level_x_awakened_melee_splash","",1,"",3,"","","","","",218997316,[],"","","","",[],[]
10960,"local_display_supported_by_level_x_awakened_multistrike","",1,"",3,"","","","","",811863894,[],"","","","",[],[]
10961,"local_display_supported_by_level_x_awakened_added_cold_damage","",1,"",3,"","","","","",-312987243,[],"","","","",[],[]
10962,"local_display_supported_by_level_x_awakened_arrow_nova","",1,"",3,"","","","","",1577641102,[],"","","","",[],[]
10963,"local_display_supported_by_level_x_awakened_cast_on_crit","",1,"",3,"","","","","",-1367781978,[],"","","","",[],[]
10964,"local_display_supported_by_level_x_awakened_chain","",1,"",3,"","","","","",582472330,[],"","","","",[],[]
10965,"local_display_supported_by_level_x_awakened_cold_penetration","",1,"",3,"","","","","",1629481867,[],"","","","",[],[]
10966,"local_display_supported_by_level_x_awakened_deadly_ailments","",1,"",3,"","","","","",-878610651,[],"","","","",[],[]
10967,"local_display_supported_by_level_x_awakened_fork","",1,"",3,"","","","","",-914989465,[],"","","","",[],[]
10968,"local_display_supported_by_level_x_awakened_greater_multiple_projectiles","",1,"",3,"","","","","",967176332,[],"","","","",[],[]
10969,"local_display_supported_by_level_x_awakened_swift_affliction","",1,"",3,"","","","","",-1559639040,[],"","","","",[],[]
10970,"local_display_supported_by_level_x_awakened_void_manipulation","",1,"",3,"","","","","",-132763396,[],"","","","",[],[]
10971,"local_display_supported_by_level_x_awakened_vicious_projectiles","",1,"",3,"","","","","",-585886454,[],"","","","",[],[]
10972,"local_display_supported_by_level_x_awakened_added_chaos_damage","",1,"",3,"","","","","",1554132299,[],"","","","",[],[]
10973,"local_display_supported_by_level_x_awakened_added_lightning_damage","",1,"",3,"","","","","",1121585479,[],"","","","",[],[]
10974,"local_display_supported_by_level_x_awakened_blasphemy","",1,"",3,"","","","","",1547949959,[],"","","","",[],[]
10975,"local_display_supported_by_level_x_awakened_cast_while_channelling","",1,"",3,"","","","","",-624089132,[],"","","","",[],[]
10976,"local_display_supported_by_level_x_awakened_controlled_destruction","",1,"",3,"","","","","",-729605129,[],"","","","",[],[]
10977,"local_display_supported_by_level_x_awakened_curse_on_hit","",1,"",3,"","","","","",1064886864,[],"","","","",[],[]
10978,"local_display_supported_by_level_x_awakened_elemental_focus","",1,"",3,"","","","","",974656731,[],"","","","",[],[]
10979,"local_display_supported_by_level_x_awakened_increased_area_of_effect","",1,"",3,"","","","","",798641127,[],"","","","",[],[]
10980,"local_display_supported_by_level_x_awakened_lightning_penetration","",1,"",3,"","","","","",1330175785,[],"","","","",[],[]
10981,"local_display_supported_by_level_x_awakened_minion_damage","",1,"",3,"","","","","",1349347,[],"","","","",[],[]
10982,"local_display_supported_by_level_x_awakened_spell_cascade","",1,"",3,"","","","","",306899297,[],"","","","",[],[]
10983,"local_display_supported_by_level_x_awakened_spell_echo","",1,"",3,"","","","","",645845469,[],"","","","",[],[]
10984,"local_display_supported_by_level_x_awakened_unbound_ailments","",1,"",3,"","","","","",-1547770286,[],"","","","",[],[]
10985,"local_display_supported_by_level_x_awakened_unleash","",1,"",3,"","","","","",989388710,[],"","","","",[],[]
10986,"monster_additional_shaper_item_drop_chance_%",1,"","",3,"","","","","",-1949247061,[],"","","",1,[],[]
10987,"monster_additional_elder_item_drop_chance_%",1,"","",3,"","","","","",-1980197624,[],"","","",1,[],[]
10988,"skill_used_by_mirage_warrior_damage_+%_final",1,"","",1,1,"","","",1,339719266,[],"","","",1,[],[]
10989,"base_skill_used_by_mirage_warrior","","","",4,"","","","","",1393868830,[],"","","","",[],[]
10990,"number_of_equipped_shaper_or_elder_items",1,"","",3,"","","","",1,1364754303,[],"","","",1,[],[]
10991,"trap_repeat_count","","","",3,1,"","","",1,-1350444786,[],"","","",1,[],[]
10992,"monster_mortar_additional_speed_+%","","","",1,1,"","","",1,963237239,[],"","","",1,[],[]
10993,"arcane_cloak_cooldown_does_not_tick",1,"","",4,"","","","",1,1388246437,"[""arcane_cloak""]","","","","",[],[]
10994,"global_added_lightning_damage","","","",3,"","","","",1,850836935,[],"","","",1,[],[]
10995,"arcane_cloak_consume_%_of_mana","","","",1,"","","","",1,324865879,[],"","","",1,[],[]
10996,"arcane_cloak_gain_%_of_consumed_mana_as_lightning_damage","","","",1,"","","","",1,647202365,[],"","","",1,[],[]
10997,"arcane_cloak_damage_absorbed_%","","","",1,"","","","",1,-1322074446,[],"","","",1,[],[]
10998,"map_affliction_league","","","",4,"","","","","",1491321078,[],"","","","",[],[]
10999,"kinetic_wand_base_number_of_zig_zags","","","",3,"","","","","",-1518270595,[],"","","",1,[],[]
11000,"rune_paint_movement_speed_+%_final",1,"","",1,"","","","",1,-1327577579,[],"","","",1,[],[]
11001,"bladefall_blade_left_in_ground_for_every_X_volleys","","","",3,1,"","","",1,1793162800,[],"","","",1,[],[]
11002,"maximum_number_of_blades_left_in_ground","","","",3,1,"","","",1,-1016886742,[],"","","",1,[],[]
11003,"bloodwhirl_cooldown_does_not_tick",1,"","",4,"","","","",1,-1219231133,"[""blood_whirl""]","","","","",[],[]
11004,"combined_attack_elemental_damage_+%_final","","","",1,"",1,"","",1,-806461522,[],"","","","",[15],[]
11005,"chilling_areas_also_grant_lightning_damage_taken_+%","","","",1,"","","","","",1567549337,[],"","","",1,[],[]
11006,"chance_to_sap_%_vs_enemies_in_chilling_areas",1,"","",1,"","","","",1,-1489262151,[],"","","",1,[],[]
11007,"is_in_chilling_area","","","",4,"",1,"","","",1315786173,[],"","","","",[0],[]
11008,"rune_paint_max_rune_level","","","",3,1,"","","",1,-878022009,[],"","","",1,[],[]
11009,"rune_paint_damage_+%_final_per_rune_level","","","",1,"","","","","",-2064214505,[],"","","",1,[],[]
11010,"rune_paint_mana_spend_per_rune_upgrade","","","",3,"","","","","",540551250,[],"","","",1,[],[]
11011,"spellslinger_trigger_on_wand_attack_%","","","",1,"","","","",1,1581546245,[],"",1,"",1,[],[]
11012,"gain_%_of_base_wand_damage_as_added_spell_damage","","","",1,"","","","",1,-1428526090,[],"",1,"",1,[],[]
11013,"allow_2_active_banners",1,"","",4,"","","","","",-1698381407,[],"","","","",[],[]
11014,"banner_fortify_duration_+%",1,"","",1,"","","","","",1846603143,[],"","","",1,[],[]
11015,"banner_adrenaline_duration_+%","","","",1,"","","","","",401373614,[],"","","",1,[],[]
11016,"add_1_stage_to_banners_on_melee_hit_up_to_5_per_second","","","",4,"","","","","",1903466662,[],"","","","",[],[]
11017,"is_on_ground_arctic_breath","","","",4,"","","","","",-1526111923,[],"","","","",[],[]
11018,"map_vaal_vessel_item_drop_rarity_+%",1,"","",1,"","","","","",1372943400,[],"","","",1,[],[]
11019,"map_vaal_vessel_item_drop_quantity_+%",1,"","",1,"","","","","",-1693534161,[],"","","",1,[],[]
11020,"map_vaal_vessel_drop_X_sacrifice_fragments",1,"","",3,"","","","","",-237209152,[],"","","",1,[],[]
11021,"map_vaal_vessel_drop_X_mortal_fragments",1,"","",3,"","","","","",348582409,[],"","","",1,[],[]
11022,"map_vaal_vessel_drop_x_double_implicit_corrupted_uniques",1,"","",3,"","","","","",-1813845646,[],"","","",1,[],[]
11023,"map_vaal_vessel_drop_X_fossils",1,"","",3,"","","","","",307977710,[],"","","",1,[],[]
11024,"map_vaal_vessel_drop_X_prophecies",1,"","",3,"","","","","",-450115737,[],"","","",1,[],[]
11025,"map_vaal_vessel_drop_X_divination_cards",1,"","",3,"","","","","",-26442313,[],"","","",1,[],[]
11026,"map_vaal_vessel_drop_X_rare_temple_items",1,"","",3,"","","","","",-2117629838,[],"","","",1,[],[]
11027,"map_vaal_vessel_drop_X_vaal_orbs",1,"","",3,"","","","","",-1688415009,[],"","","",1,[],[]
11028,"map_vaal_vessel_drop_X_levelled_vaal_gems",1,"","",3,"","","","","",-1709946047,[],"","","",1,[],[]
11029,"scorch_on_critical_strike_with_fire_skills","","","",4,"","","","","",-2141535126,[],"","","","",[],[]
11030,"frostburn_on_critical_strike_with_cold_skills","","","",4,"","","","","",-98685641,[],"","","","",[],[]
11031,"sap_on_critical_strike_with_lightning_skills","","","",4,"","","","","",-1330467650,[],2,"","","",[],[]
11032,"hollow_palm_technique_melee_skill_attack_speed_+%_final_from_keystone","","","",1,"",1,"","","",-2087512483,[],"","","","",[0],[]
11033,"hollow_palm_technique_melee_skill_attack_minimum_added_physical_damage","","","",3,"",1,"","","",1666274446,[],"","","","",[0],[]
11034,"hollow_palm_technique_melee_skill_attack_maximum_added_physical_damage","","","",3,"",1,"","","",1057998288,[],"","","","",[0],[]
11035,"unarmed_counts_as_dual_wielding",1,"","",4,1,1,"","",1,-1920904444,[],"","","","",[0],[]
11036,"cannot_use_shield_gloves_or_quiver",1,"","",4,"","","","",1,-1261467217,[],"","","","",[],[]
11037,"cannot_trigger_guard_skills",1,"","",4,"","","","",1,-574872805,[],"","","","",[],[]
11038,"physical_damage_reduction_+%_while_affected_by_non_vaal_guard_skill","","","",1,"",1,"","","",1508352289,[],"","","","",[0],[]
11039,"virtual_never_ignite",1,"","",4,"",1,"","",1,-1596155280,[],"","","","",[20],[]
11040,"virtual_never_shock",1,"","",4,"",1,"","",1,-106273229,[],"","","","",[20],[]
11041,"rune_paint_area_of_effect_+%_final_per_rune_level","","","",1,1,"","","",1,-991068396,[],"","","",1,[],[]
11042,"keystone_herald_buff_effect_+%_final_on_you",1,"","",1,"",1,"","",1,397672517,[],"","","","",[0],[]
11043,"keystone_herald_hit_damage_+%_final",1,"","",1,"",1,"","",1,-1771930450,[],"","","","",[0],[]
11044,"skill_is_herald_skill",1,"","",4,"","","","","",117568950,[],"","","","",[],[]
11045,"scorch_on_critical_strike","","","",4,"",1,"","",1,1512579605,[],"","","","",[20],[]
11046,"frostburn_on_critical_strike","","","",4,"",1,"","",1,1623860577,[],"","","","",[20],[]
11047,"sap_on_critical_strike","","","",4,"",1,"","",1,453872103,[],"","","","",[20],[]
11048,"minions_damage_cannot_be_reflected",1,"","",4,"","","","","",1172193450,[],"","","","",[],[]
11049,"physical_reflect_damage_taken_and_minion_physical_reflect_damage_taken_+%",1,"","",1,"","","","","",1067168962,[],"","","",1,[],[]
11050,"elemental_reflect_damage_taken_and_minion_elemental_reflect_damage_taken_+%",1,"","",1,"","","","","",1893884321,[],"","","",1,[],[]
11051,"your_auras_are_disabled",1,"","",4,"",1,"","",1,-1207647229,[],"","","","",[0],[]
11052,"keystone_barbed_tips",1,"","",4,"","","","","",2134468955,[],"","","","",[],[]
11053,"can_only_have_one_herald",1,"","",4,"",1,"","","",-888391729,[],"","","","",[0],[]
11054,"reflect_damage_taken_and_minion_reflect_damage_taken_+%",1,"","",1,"","","","","",-1368066497,[],"","","",1,[],[]
11055,"local_jewel_expansion_passive_node_index","",1,"",3,"","","","","",1480323797,[],"","","","",[],[]
11056,"local_jewel_expansion_passive_node_count","",1,"",3,"","","","","",-927367806,[],"","","",1,[],[]
11057,"local_jewel_expansion_jewels_count","",1,"",3,"","","","","",-1645412675,[],"","","",1,[],[]
11058,"local_jewel_expansion_jewels_count_override","",1,"",3,"","","","","",1855756235,[],"","","",1,[],[]
11059,"local_unique_jewel_grants_x_empty_passives","",1,"",3,"","","","","",157814389,[],"","","",1,[],[]
11060,"local_jewel_expansion_keystone_disciple_of_kitava","",1,"",3,"","","","","",472530157,[],"","","",1,[],[]
11061,"local_jewel_expansion_+5%_small_node_effect_count","",1,"",3,"","","","","",-1031799894,[],"","","",1,[],[]
11062,"local_jewel_expansion_+5%_notable_node_effect_count","",1,"",3,"","","","","",1971451449,[],"","","",1,[],[]
11063,"local_jewel_expansion_notable_node_effect_count","",1,"",3,"","","","","",609368617,[],"","","",1,[],[]
11064,"local_jewel_expansion_node_effect_+%","",1,"",1,"","","","","",1500481107,[],"","","",1,[],[]
11065,"local_jewel_expansion_notable_adds_node_effect_+%","",1,"",1,"","","","","",1737767468,[],"","","",1,[],[]
11066,"teleport_additional_distance_between_self_and_target","","","",3,1,"","","",1,-1557672120,[],"","","",1,[],[]
11067,"additional_1_projectile","","","",4,"","","","","",-158476863,[],"","","","",[],[]
11068,"blast_rain_single_additional_projectile",1,"","",4,"","","","","",1741628112,"[""blast_rain"",""blast_rain_alt_x"",""blast_rain_alt_y""]","","","","",[],[]
11069,"grasping_vine_count",1,"","",3,"","","","","",2060076830,[],"","","",1,[],[]
11070,"chance_to_deal_double_damage_%_per_grasping_vine","","","",1,"","","","","",1534025495,[],"","","",1,[],[]
11071,"damage_taken_+%_final_per_grasping_vine","","","",1,"","","","","",72692979,[],"","","",1,[],[]
11072,"attack_minimum_added_physical_damage_for_ethereal_blades",1,"","",3,"","","","",1,2124313194,[],"","","",1,[],[]
11073,"attack_maximum_added_physical_damage_for_ethereal_blades",1,"","",3,"","","","",1,-131490088,[],"","","",1,[],[]
11074,"volatile_dead_max_cores_allowed","","","",3,1,"","","",1,-1265057194,[],"","","",1,[],[]
11075,"skill_aura_not_applied_on_caster",1,"","",4,"","","","","",-1530523595,[],"","","","",[],[]
11076,"skill_is_banner_skill",1,"","",4,"","","","","",86435218,[],"","","","",[],[]
11077,"critical_strike_chance_+%_per_stackable_unique_jewel","","","",1,"","","","","",1157175093,[],"","","",1,[],[]
11078,"ethereal_knives_blade_left_in_ground_for_every_X_projectiles",1,"","",3,1,"","","",1,1921536684,[],"","","",1,[],[]
11079,"number_of_grasping_vines_to_gain_every_second_while_stationary",1,"","",3,"","","","","",-1528532872,[],"","","",1,[],[]
11080,"snipe_max_stacks","","","",3,1,"","","",1,880743302,[],"","","",1,[],[]
11081,"snipe_triggered_skill_damage_+%_final","","","",1,"","","","",1,-208135381,[],"","","",1,[],[]
11082,"snipe_triggered_skill_hit_damage_+%_final_per_stage","","","",1,"","","","",1,2140855918,[],"","","",1,[],[]
11083,"skill_triggered_by_snipe",1,"","",4,1,"","","",1,-842888123,[],"",1,"","",[],[]
11084,"snipe_triggered_skill_hit_damage_+%_final_per_stage_conditional",1,"","",1,"","","","","",-1683366974,[],"","","",1,[],[]
11085,"global_armour_rating_+%_applies_to_critical_multiplier_at_x_ratio","","","",3,"","","","","",554377324,[],"","","",1,[],[]
11086,"global_evasion_rating_+%_applies_to_critical_chance_at_x_ratio","","","",3,"","","","","",1115128937,[],"","","",1,[],[]
11087,"spell_suppression_chance_%_while_channelling","","","",1,1,"","","",1,1835482077,[],11,"","",1,[],[]
11088,"local_display_grant_level_x_snipe_skill","",1,"",3,"","","","","",1527799263,[],"","","","",[],[]
11089,"affliction_boss_death_zone_movement_speed_+%_final","","","",1,"","","","",1,1109366330,[],"","","",1,[],[]
11090,"local_jewel_+%_effect_per_passive_between_jewel_and_class_start","",1,"",1,"","","","","",-397269929,[],"","","",1,[],[]
11091,"local_jewel_display_number_of_allocated_passives_between_jewel_and_class_start","",1,"",3,"","","","","",-1078925590,[],"","","","",[],[]
11092,"affliction_monster_debuff_life_recovery_rate_+%_on_hit","","","",1,1,"","","",1,-228535746,[],"","","",1,[],[]
11093,"affliction_monster_debuff_energy_shield_recovery_rate_+%_on_hit","","","",1,1,"","","",1,1470839845,[],"","","",1,[],[]
11094,"affliction_monster_debuff_action_speed_+%_on_hit","","","",1,1,"","","",1,1757228842,[],"","","",1,[],[]
11095,"affliction_monster_debuff_damage_taken_+%_on_hit","","","",1,1,"","","",1,160096791,[],"","","",1,[],[]
11096,"affliction_monster_debuff_flask_effect_+%_on_hit","","","",1,1,"","","",1,185649920,[],"","","",1,[],[]
11097,"affliction_monster_debuff_flask_charges_gained_+%_on_hit","","","",1,1,"","","",1,-2097967596,[],"","","",1,[],[]
11098,"is_in_affliction_fog",1,"","",4,1,"","","",1,-612688531,[],"","","","",[],[]
11099,"monster_is_in_affliction_fog",1,"","",4,1,"","","",1,-307364778,[],"","","","",[],[]
11100,"purity_of_fire_aura_effect_+%",1,"","",1,"","","","","",-1723558833,"[""purity_of_fire"",""vaal_impurity_of_fire""]",18,"","",1,[],[]
11101,"purity_of_ice_aura_effect_+%",1,"","",1,"","","","","",2013298919,"[""purity_of_ice"",""vaal_impurity_of_ice""]",18,"","",1,[],[]
11102,"purity_of_lightning_aura_effect_+%",1,"","",1,"","","","","",-1959863045,"[""purity_of_lightning"",""vaal_impurity_of_lightning""]",18,"","",1,[],[]
11103,"purity_of_elements_aura_effect_+%",1,"","",1,"","","","","",-1945333544,"[""purity_of_elements""]",18,"","",1,[],[]
11104,"enemies_explode_on_death_by_attack_for_10%_life_as_physical_damage",1,"","",1,"","","","","",31198604,[],18,"","",1,[],[]
11105,"warcries_have_minimum_10_power","","","",4,1,"","","",1,1762368283,[],18,"","","",[],[]
11106,"enemies_taunted_by_your_warcries_are_unnerved","","","",4,"","","","","",-1571454501,[],1,"","","",[],[]
11107,"enemies_taunted_by_your_warcies_are_intimidated","","","",4,"","","","","",1463765894,[],1,"","","",[],[]
11108,"melee_critical_strike_chance_+%_if_warcried_recently","","","",1,"","","","","",-255299035,[],4,"","",1,[],[]
