"rownum","Id","i32_8","WorldAreasKeys","MinCount","MaxCount","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool_60","[i32]_61","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","i32_133","PackFormation","i32_153","bool_157","[string]_158","bool_174","bool_175","bool_176","bool_177","[string]_178","NecropolisPack"
1902,"breach-uber-lightning-map1",0,[1090],7,9,100,1,[5368],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1903,"breach-uber-lightning-map2",0,[1090],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1904,"breach-uber-lightning-map3",0,[1090],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1905,"breach-uber-physical-map1",0,[1086],7,9,100,1,[5380],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1906,"breach-uber-physical-map2",0,[1086],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1907,"breach-uber-physical-map3",0,[1086],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1908,"breach-uber-chaos-map1",0,[1087],7,9,100,1,[5354],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1909,"breach-uber-chaos-map2",0,[1087],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1910,"breach-uber-chaos-map3",0,[1087],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1911,"breach-fire-standalone",0,[0],7,9,100,1,[5338],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],486
1912,"breach-cold-standalone",0,[0],7,9,100,1,[5361],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],487
1913,"breach-lightning-standalone",0,[0],7,9,100,1,[5367],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],488
1914,"breach-physical-standalone",0,[0],7,9,100,1,[5379],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],489
1915,"breach-chaos-standalone",0,[0],7,9,100,1,[5353],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],490
1916,"legion-karui-melee-standalone",0,[0],4,6,100,1,[7689],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],526
1917,"legion-karui-ranged-standalone",0,[0],4,6,100,1,[7692],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],526
1918,"legion-eternal-melee-standalone",0,[0],4,6,100,1,[7710],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],527
1919,"legion-eternal-ranged-standalone",0,[0],4,6,100,1,[7713],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],527
1920,"legion-maraketh-melee-standalone",0,[0],4,6,100,1,[7740],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],528
1921,"legion-maraketh-ranged-standalone",0,[0],3,5,100,1,[7743],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],528
1922,"legion-templar-melee-standalone",0,[0],4,6,100,1,[7773],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],529
1923,"legion-templar-ranged-standalone",0,[0],3,5,100,1,[7770],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],529
1924,"legion-vaal-melee-standalone",0,[0],4,6,100,1,[7806],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],530
1925,"legion-vaal-ranged-standalone",0,[0],3,5,100,1,[7803],"",[1],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],530
1926,"p2-crossroads-traps",0,[104],2,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1927,"rampage-leaguestone",0,[0],10,14,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1928,"mudflats-karui",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1929,"parasite-bandits",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1930,"harbinger-tigers1",0,"[1092,1093,1094,1258,1259,1260]",3,6,50,1,"[5887,5888,5889,5890,5891]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1931,"harbinger-cannibals1",0,"[1092,1093,1094,1258,1259,1260]",4,8,50,1,"[2875,5887,5888,5889,5890,5891]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1932,"harbinger-cannibals2",0,"[1092,1093,1094,1258,1259,1260]",4,8,50,1,"[5887,5888,5889,5890,5891]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1933,"harbinger-shieldcrab1",0,"[1092,1093,1094,1258,1259,1260]",5,9,50,1,"[5887,5888,5889,5890,5891]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1934,"harbinger-crabs1",0,"[1092,1093,1094,1258,1259,1260]",6,10,50,1,"[5887,5888,5889,5890,5891]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1935,"harbinger-tigers2",0,[1261],3,6,50,1,"[5893,5894,5895,5896,5897]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1936,"harbinger-cannibals3",0,[1261],4,8,50,1,"[2875,5893,5894,5895,5896,5897]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1937,"harbinger-cannibals4",0,[1261],4,8,50,1,"[5893,5894,5895,5896,5897]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1938,"harbinger-shieldcrab2",0,[1261],5,9,50,1,"[5893,5894,5895,5896,5897]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1939,"harbinger-crabs2",0,[1261],6,10,50,1,"[5893,5894,5895,5896,5897]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1940,"abyss_skeletons",3,[0],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1941,"abyss_chasm1",4,[0],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1942,"machinarium_vaal1",0,[1131],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1943,"machinarium_vaal2",0,[1131],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1944,"machinarium_vaal3",0,[1131],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1945,"machinarium_vaal4",0,[1131],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1946,"shaperinfluence-golems1",0,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1947,"shaperinfluence-golems2",2,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1948,"shaperinfluence-golems3",2,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1949,"shaperinfluence-golems4",2,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1950,"shaperinfluence-citystalkers1",0,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1951,"shaperinfluence-citystalkers2",0,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1952,"chaos-spacecitystalkers1",0,[168],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1953,"shaperinfluence-bosspack1",0,[0],5,8,100,1,[2110],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1954,"shaperinfluence-bosspack2",0,[0],5,8,100,1,[2111],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1955,"zanaatlasquest5elderpack",1,[0],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1956,"laboratory-ambushpack1",0,[0],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1957,"laboratory-ambushpack2",0,[0],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1958,"elderinfluence-portal1",0,[0],5,8,100,1,[6462],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1959,"elderinfluence-portal2",4,[0],5,8,100,1,[6463],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1960,"elderinfluence-portal3",3,[0],5,8,100,1,[6464],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1961,"elderinfluence-tentacleminion1",1,[0],5,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1962,"Master_TH_Shipgraveyard-entrypack",0,[1525],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1963,"Master_TH_Shipgraveyard-piratepack1",0,[1525],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1964,"bestiary_hellion",1,[0],4,6,0,0,[],"",[0],[],"[92,57,102,96]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1965,"bestiary_rhoa",1,[0],4,6,0,0,[],"",[0],[],"[90,92,57,113]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1966,"bestiary_tiger",1,[0],4,6,0,0,[],"",[0],[],"[96,57,102,100,108]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1967,"bestiary_hellion2",1,[0],4,6,0,0,[],"",[0],[],"[67,57,102,114,115]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1968,"bestiary_lynx",1,[0],4,6,0,0,[],"",[0],[],"[67,57,111,98]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1969,"bestiary_chieftain",1,[0],4,6,0,0,[],"",[0],[],"[96,57,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1970,"bestiary_monkey",1,[0],4,6,0,0,[],"",[0],[],"[96,57,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1971,"bestiary_goatmen",1,[0],4,6,0,0,[],"",[0],[],"[92,57,67,96]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1972,"bestiary_wolf",1,[0],4,6,0,0,[],"",[0],[],"[67,95,57,94]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1973,"bestiary_hound",1,[0],4,6,0,0,[],"",[0],[],"[111,57,102,108,112]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1974,"bestiary_pitbull",1,[0],4,6,0,0,[],"",[0],[],"[111,57,94,105]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1975,"bestiary_beast",1,[0],4,6,0,0,[],"",[0],[],"[95,57,99,96,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1976,"bestiary_ursa",1,[0],4,6,0,0,[],"",[0],[],"[96,95,57,104]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1977,"bestiary_bull",1,[0],4,6,0,0,[],"",[0],[],"[67,57,105,113]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1978,"bestiary_spiker",1,[0],4,6,0,0,[],"",[0],[],"[113,57,115,114]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1979,"bestiary_kiweth",1,[0],4,6,0,0,[],"",[0],[],"[113,92,111,57,114]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1980,"bestiary_vulture",1,[0],4,6,0,0,[],"",[0],[],"[93,109,57,98]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1981,"bestiary_rhex",1,[0],4,6,0,0,[],"",[0],[],"[67,103,57,92]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1982,"bestiary_forestsnake",1,[0],4,6,0,0,[],"",[0],[],"[96,57,97,100,110]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1983,"bestiary_sandsnake",1,[0],4,6,0,0,[],"",[0],[],"[67,104,57,103,105]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1984,"bestiary_iguana",1,[0],4,6,0,0,[],"",[0],[],"[67,104,57,103,105,115]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1985,"bestiary_carrionqueen",1,[0],4,6,0,0,[],"",[0],[],"[103,104,105,57,92]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1986,"bestiary_sandleaper",1,[0],4,6,0,0,[],"",[0],[],"[109,111,57,103]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1987,"bestiary_devourer",1,[0],4,6,0,0,[],"",[0],[],"[96,57,101,98,107,110]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1988,"bestiary_plaguespider",1,[0],4,6,0,0,[],"",[0],[],"[95,110,57,107,101]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1989,"bestiary_platedspider",1,[0],4,6,0,0,[],"",[0],[],"[95,93,57,107,101]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1990,"bestiary_spider",1,[0],4,6,0,0,[],"",[0],[],"[96,57,101,107,98]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1991,"bestiary_scorpion",1,[0],4,6,0,0,[],"",[0],[],"[104,67,57,92,113]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1992,"bestiary_parasiticsquid",1,[0],4,6,0,0,[],"",[0],[],"[95,93,57,110,114]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1993,"bestiary_sirenspawn",1,[0],4,6,0,0,[],"",[0],[],"[95,90,109,57,112,108]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1994,"bestiary_squid",1,[0],4,6,0,0,[],"",[0],[],"[95,93,99,112,57,108]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1995,"bestiary_sandspitter",1,[0],4,6,0,0,[],"",[0],[],"[57,90,92,95,110]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1996,"bestiary_shieldcrab",1,[0],4,6,0,0,[],"",[0],[],"[57,90,92,95,110]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1997,"bestiary_crab",1,[0],4,6,0,0,[],"",[0],[],"[97,96,57]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1998,"bestiary_crab2",1,[0],4,6,0,0,[],"",[0],[],"[90,64,103,57,111]",0,100,[],0,"",0,"",[],1,"","",1,[],""
1999,"bestiary_frog",1,[0],4,6,0,0,[],"",[0],[],"[110,112,57,105,108]",0,100,[],0,"",0,"",[],1,"","",1,[],""
2000,"bestiary_gemfrog",1,[0],4,6,0,0,[],"",[0],[],"[108,57,114,115]",0,100,[],0,"",0,"",[],1,"","",1,[],""
2001,"bestiary_tigerboss",1,[0],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
2002,"bestiary_rhexboss",1,[0],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
2003,"bestiary_scorpionboss",1,[0],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
2004,"bestiary_crabboss",1,[0],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
2005,"bestiary_purgehound",1,[0],4,6,0,0,[],"",[0],[],"[57,103,104,105,93]",0,100,[],0,"",0,"",[],1,"","",1,[],""
2006,"bestiary_harvest_beast_red",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2007,"bestiary_harvest_hellion_red",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2008,"bestiary_harvest_bramblehulk_red",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2009,"bestiary_harvest_squid_green",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2010,"bestiary_harvest_vultureparasite_green",1,[0],5,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2011,"bestiary_harvest_platedscorpion_green",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2012,"bestiary_harvest_rhex_blue",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2013,"bestiary_harvest_nessacrab_blue",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2014,"bestiary_harvest_goatman_blue",1,[0],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2015,"tigerboss-spiritworld",0,[1318],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2016,"birdboss-snakepacks",0,[1321],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2017,"birdboss-avianpacks",0,[1321],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2018,"birdboss-chimeralpacks",0,[1321],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2019,"birdboss-rhexpacks",0,[1321],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2020,"BestiaryLeague_CrabBoss-miscpack",0,[1319],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2021,"royale_beach1",0,[1394],3,5,0,0,[],"",[1],"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2022,"royale_beach2",0,[1394],3,5,0,0,[],"",[1],"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2023,"royale_beach3",0,[1394],3,5,0,0,[],"",[1],"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2024,"royale_plains1",0,[1394],4,8,0,0,[],"",[1],"[""RoyalePlains""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2025,"royale_desert1",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleDesert""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2026,"royale_desert2",1,[1394],4,8,0,0,[],"",[1],"[""RoyaleDesert""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2027,"royale_iceberg1",1,[1394],4,8,0,0,[],"",[1],"[""RoyaleIceberg""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2028,"royale_iceberg2",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleIceberg""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2029,"royale_boiling1",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleBoilingLake""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2030,"royale_boiling2",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleBoilingLake""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2031,"royale_swamp1",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleSwamp""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2032,"royale_swamp2",0,[1394],4,8,0,0,[],"",[1],"[""RoyaleSwamp""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2033,"royale_forest1",1,[1394],6,9,0,0,[],"",[1],"[""RoyaleForest""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2034,"royale_city1",0,[1394],3,8,0,0,[],"",[1],"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2035,"royale_city2",0,[1394],5,9,0,0,[],"",[1],"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2036,"royale_city3",0,[1394],7,13,0,0,[],"",[1],"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2037,"incursion-temple-fire1",1,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2038,"incursion-temple-lightning1",1,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2039,"incursion-temple-blood1",1,"[304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2040,"incursion-temple-construct1",1,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2041,"incursion-temple-snake1",0,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2042,"incursion-temple-snake2",0,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2043,"incursion-temple-fragment1",0,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2044,"incursion-temple-gemmonsters1",0,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2045,"incursion-temple-monkeys1",1,"[300,301,302,303,304,305,306]",8,12,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2046,"incursion-temple-wraiths1",1,"[300,301,302,303,304,305,306]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2047,"incursion-temple-map-fire1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2048,"incursion-temple-map-lightning1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2049,"incursion-temple-map-blood1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2050,"incursion-temple-map-chaos1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2051,"incursion-temple-map-construct1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2052,"incursion-temple-map-snake1",0,"[307,308,309]",5,8,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2053,"incursion-temple-map-snake2",0,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2054,"incursion-temple-map-fragment1",0,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2055,"incursion-temple-map-gemmonsters1",0,"[307,308,309]",5,8,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2056,"incursion-temple-map-monkeys1",1,"[307,308,309]",8,12,0,0,[],"",[1],"[""ForestFloor""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2057,"incursion-temple-map-wraiths1",1,"[307,308,309]",5,8,0,0,[],"",[1],"[""IncursionFloorOld""]",[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2058,"incursion-temple-map-minions1",1,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,1,[],1,"","",1,[],""
2059,"delve-amplifier-pack",0,[0],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2060,"delve-skeleton-pack",0,[0],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2061,"delve-essence-pack",0,[0],8,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2062,"delve-azurite-weta-pack",2,[0],3,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2063,"delve-azurite-spider-pack",2,[0],3,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2064,"delve-azurite-monkey-pack",0,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2065,"delve-azurite-bat-pack",0,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2066,"delve-rhoa-pack",1,[0],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2067,"delve-rhoa-pack2",2,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2068,"delve-wolf-pack",1,[0],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2069,"delve-furyhound-pack",0,[0],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2070,"delve-mossmonster-pack",0,[0],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2071,"delve-crab-pack",1,[0],5,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2072,"delve-hellion-pack",0,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2073,"delve-ghostpirate-pack",1,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2074,"delve-cavedweller",1,[0],3,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2075,"delve-bat",1,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2076,"delve-monkey",1,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2077,"delve-qiongqi",1,[0],2,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2078,"delve-weta",1,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2079,"delve-spider",1,[0],4,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2080,"delve-skeleton-fire",0,[0],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2081,"delve-skeleton-phys",0,[0],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2082,"delve-skeleton-cold",0,[0],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2083,"betrayal-siegepack1",2,[0],5,8,25,1,[7431],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2084,"betrayal-siegepack2",1,[0],5,10,25,1,[7431],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2085,"betrayal-siegepack3",0,[0],6,10,25,1,[7431],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2086,"betrayal-cartguard1",1,[0],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2087,"betrayal-cartguard2",0,[0],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
2088,"einhar-beast1",0,[0],3,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
