"rownum","Id","Accuracy","IsPlayerMinion","Armour","Evasion","EnergyShield","DamageSpread","Resistances","AltLife1","AltLife2","BaseDamageIgnoresAttackSpeed"
1785,"BreachHalfSkeletonRangedChaos",100,"",0,50,0,20,8,"","",1
1786,"BreachHalfSkeletonRangedChaosMap",100,"",0,50,0,20,8,"","",1
1787,"BreachHalfSkeletonRangedChaosMapSpectre",100,"",0,50,0,20,8,"","",1
1788,"BreachHalfSkeletonRangedChaosAvatar",100,"",0,50,0,20,8,"","",1
1789,"BreachHalfSkeletonRangedChaosSpawner",100,"",0,50,0,20,8,"","",1
1790,"AvariusCasticus",100,"",100,0,100,20,39,"","",""
1791,"AvariusCasticusMap",100,"",100,0,100,20,35,"","",""
1792,"AvariusCasticusWickerman",100,"",100,0,100,20,39,"","",""
1793,"AvariusCasticusWickermanMap",100,"",100,0,100,20,35,"","",""
1794,"AvariusCasticusWickermanGauntlet",100,"",100,0,100,20,39,"","",""
1795,"AvariusCasticusDivine",100,"",100,0,100,20,39,"","",""
1796,"AvariusCasticusDivineMap",100,"",100,0,100,20,35,"","",""
1797,"BruteTower",100,"",100,0,0,20,39,"","",""
1798,"BruteTowerMap",100,"",100,0,0,20,35,"","",""
1799,"BruteTowerMapSentinel",100,"",100,0,0,20,35,"","",""
1800,"ShavronneTower",100,"",0,0,100,20,39,"","",""
1801,"ShavronneTowerMap",100,"",0,0,100,20,35,"","",""
1802,"ShavronneTowerMapUber",100,"",0,0,100,20,36,"","",""
1803,"BrineKing",100,"",75,20,0,20,39,"","",""
1804,"BrineKingMap",100,"",75,20,0,5,35,"","",""
1805,"BrineKingMinion",100,"",50,50,0,20,0,"","",""
1806,"BrineKingMinionBleached",100,"",50,50,0,20,2,"","",""
1807,"Vendigo",100,"",0,50,0,20,19,"","",1
1808,"Vendigo2",100,"",0,50,0,20,19,"","",1
1809,"VendigoBoss",100,"",0,50,0,20,27,"","",1
1810,"VendigoAbyss",100,"",0,50,0,20,2,"",1,1
1811,"VendigoAbyssDelve",100,"",0,50,0,20,2,"",1,1
1812,"VendigoAbyssLarge",100,"",0,50,0,20,37,1,"",1
1813,"VendigoAbyssLargeClone",100,"",0,50,0,20,37,1,"",1
1814,"BlackguardJaegerMelee",100,"",25,10,0,20,2,"","",1
1815,"BlackguardJaegerRanged",100,"",25,20,0,20,2,"","",1
1816,"BlackguardJaegerZombie",100,"",25,0,0,20,2,"","",1
1817,"KitavaDemon",100,"",50,40,0,20,24,"","",""
1818,"KitavaDemonPlaguewing",100,"",50,40,0,20,24,"","",""
1819,"KitavaDemonPlaguewingMap",100,"",50,40,0,20,35,"","",""
1820,"KitavaDemonPlaguewingMapAtlasUber",100,"",50,40,0,20,35,"","",""
1821,"KitavaDemonMinion",100,"",50,40,0,20,24,"","",""
1822,"CageSpider",100,"",75,0,0,20,11,"","",""
1823,"CageSpider2",100,"",75,0,0,20,11,"","",""
1824,"CageSpider2AtlasUber",100,"",75,0,0,20,11,"","",""
1825,"CageSpiderSpectre",100,"",75,0,0,20,11,"","",""
1826,"CageSpider2Spectre",100,"",75,0,0,20,11,"","",""
1827,"DoedreSewers",100,"",0,0,100,20,39,"","",""
1828,"DoedreSewersMap",100,"",0,0,100,20,35,"","",""
1829,"DoedreSewersMapUber",100,"",0,0,100,20,36,"","",""
1830,"OriathanCitizen",100,"",0,0,0,20,10,"","",""
1831,"OriathanCitizenFast",100,"",0,0,0,20,10,"","",""
1832,"OriathanCitizenBoss",100,"",0,0,0,20,27,"","",""
1833,"IndoctrinatedConvert",100,"",0,50,0,20,13,"","",""
1834,"BlackguardTorturer",100,"",0,50,0,20,10,"","",""
1835,"BlackguardTorturerAtlasUber",100,"",0,50,0,20,10,"","",""
1836,"Figurehead",100,"",50,0,50,20,2,"","",""
1837,"FigureheadChestBoss",100,"",50,0,50,20,32,"","",""
1838,"CorpseWheel",100,"",25,0,50,20,20,"","",""
1839,"CorpseWheelBoss",100,"",25,0,50,20,28,"","",""
1840,"CorpseWheelBossLake",100,"",25,0,50,20,38,"","",""
1841,"Mauler",100,"",25,30,0,20,8,"","",""
1842,"MaulerBoss",100,"",25,30,0,20,8,"","",""
1843,"HolyFireElemental",100,"",25,0,25,20,18,"","",""
1844,"HolyFireElementalAtlasUber",100,"",25,0,25,20,18,"","",""
1845,"HolyFireElementalSolaris",100,"",25,0,25,20,18,"","",""
1846,"HolyFireElementalSolaris2",100,"",25,0,25,20,18,"","",""
1847,"HolyFireElementalSolarisChampion",100,"",25,0,25,20,18,"","",""
1848,"HolyFireElementalAvarius",100,"",25,0,25,20,17,"","",""
1849,"TemplarJudge",100,"",0,0,25,20,11,"","",""
1850,"TemplarJudgeCultist",100,"",0,0,25,20,11,"","",""
1851,"TemplarJudgeAvarius",100,"",50,0,50,20,9,"","",""
1852,"AbsolutionTemplarJudge",100,1,0,0,50,20,42,"","",""
1853,"AbsolutionTemplarJudgeZana",100,1,0,0,50,20,42,"","",""
1854,"AbsolutionTemplarJudgeVaal",100,1,0,0,50,20,42,"","",""
1855,"AbsolutionTemplarJudgeVaalZana",100,1,0,0,50,20,42,"","",""
1856,"OriathBlackguard",100,"",75,30,0,20,17,"","",""
1857,"OriathBlackguard2",100,"",75,10,0,20,17,"","",""
1858,"Lunaris",100,"",0,100,0,20,39,"","",""
1859,"LunarisMap",100,"",0,100,0,20,35,"","",""
1860,"LunarisUniqueMap",100,"",0,100,0,20,35,"","",""
1861,"LunarisCelestialForm",100,"",0,0,0,20,39,"","",""
1862,"LunarisCelestialFormUniqueMap",100,"",0,0,0,20,35,"","",""
1863,"LunarisGuard",100,"",75,50,25,20,39,"","",""
1864,"LunarisGuardMap",100,"",75,50,25,20,35,"","",""
1865,"LunarisGuardUniqueMap",100,"",75,50,25,20,35,"","",""
1866,"Solaris",100,"",100,0,0,20,39,"","",""
1867,"SolarisMap",100,"",100,0,0,20,35,"","",""
1868,"SolarisUniqueMap",100,"",100,0,0,20,35,"","",""
1869,"SolarisCelestialForm",100,"",0,0,0,20,39,"","",""
1870,"SolarisCelestialFormUniqueMap",100,"",0,0,0,20,35,"","",""
1871,"SolarisGuard",100,"",75,0,25,20,39,"","",""
1872,"SolarisGuardMap",100,"",75,0,25,20,35,"","",""
1873,"SolarisGuardUniqueMap",100,"",75,0,25,20,35,"","",""
1874,"Maligaro2",100,"",0,35,35,20,39,"","",""
1875,"Maligaro2Map",100,"",0,35,35,20,35,"","",""
1876,"SpiderBossMaligaro",100,"",50,0,50,20,39,"","",""
1877,"SpiderBossMaligaroMap",100,"",50,0,50,20,35,"","",""
1878,"FourLeggedDemonMaligaro",100,"",25,20,0,20,39,"","",1
1879,"FourLeggedDemonMaligaroMap",100,"",25,20,0,20,35,"","",1
1880,"RalakeshGreust",100,"",0,25,0,20,39,"","",""
1881,"RalakeshGreustMap",100,"",0,25,0,20,35,"","",""
1882,"RalakeshOak",100,"",0,25,0,20,39,"","",""
1883,"RalakeshAlira",100,"",0,0,100,20,39,"","",""
1884,"RalakeshKraityn",120,"",25,50,0,20,39,"","",""
1885,"Arakaali",100,"",50,0,0,20,39,"","",""
1886,"ArakaaliStandalone",100,"",50,0,0,20,39,"","",""
1887,"ArakaaliMap",100,"",50,0,0,20,35,"","",""
1888,"ArakaaliMapStandalone",100,"",50,0,0,20,35,"","",""
1889,"Kitava",100,"",0,0,0,5,39,"","",""
1890,"KitavaMap",100,"",0,0,0,5,35,"","",""
1891,"KitavaMapStandalone",100,"",0,0,0,5,35,"","",""
1892,"KitavaFinal",100,"",0,0,0,5,39,"","",""
1893,"KitavaFinalStandalone",100,"",0,0,0,5,39,"","",""
1894,"KitavaFinalMap",100,"",0,0,0,5,35,"","",""
1895,"KitavaFinalMapStandalone",100,"",0,0,0,5,35,"","",""
1896,"KitavaHeart",100,"",0,0,0,0,39,"","",""
1897,"KitavaHeartMap",100,"",0,0,0,0,35,"","",""
1898,"KitavaHeartFinal",100,"",0,0,0,0,39,"","",""
1899,"KitavaHeartFinalMap",100,"",0,0,0,0,35,"","",""
1900,"KitavaHeartMapSupporter",100,"",0,0,0,0,35,"","",""
1901,"SinKitava",100,"",0,0,0,0,"","","",""
1902,"InnocenceKitava",100,"",0,0,0,0,"","","",""
1903,"BlacksmithGolem",100,"",100,0,0,20,26,"","",""
1904,"BlacksmithGolemMap",100,"",100,0,0,20,35,"","",""
1905,"BlacksmithGolemMapAtlasUber",100,"",100,0,0,20,35,"","",""
1906,"TukohamaTotem",100,"",0,0,0,20,40,"","",""
1907,"LeagueAvatarNormal",100,"",0,0,0,0,0,"","",""
1908,"LeagueAvatarStrong",100,"",0,0,0,0,0,"","",""
1909,"HarbingerTotem",100,"",100,0,0,0,0,"","",""
1910,"HarbingerTotemUber",100,"",100,0,0,0,0,"","",""
1911,"HarbingerTotemScarab",100,"",100,0,0,0,0,"","",""
1912,"KaruiSlave",100,"",0,0,0,20,0,"","",""
1913,"KaruiElder1",100,"",0,0,0,20,26,"","",""
1914,"KaruiElder1AtlasUber",100,"",0,0,0,20,26,"","",""
1915,"KaruiElderBossLake",100,"",0,0,0,20,38,"","",""
1916,"KaruiElderMapBoss",100,"",0,0,0,20,35,"","",""
1917,"KaruiElderMapBoss2",100,"",0,0,0,20,35,"","",""
1918,"OriathCivilianMale",100,"",0,0,0,20,0,"","",""
1919,"OriathCivilianFemale",100,"",0,0,0,20,0,"","",""
1920,"OriathCivilianFemaleGhost",100,"",0,0,40,20,0,"","",""
1921,"OriathCivilianMaleGhost",100,"",0,0,40,20,0,"","",""
1922,"OriathCivilianMaleGhostRanged",100,"",0,0,40,20,0,"","",""
1923,"KitavaCultist",100,"",25,40,0,20,11,"","",""
1924,"KitavaCultistSpear",100,"",25,40,0,20,11,"","",""
1925,"KitavaCultistAtlasUber",100,"",25,40,0,20,11,"","",""
1926,"KitavaCultistSpearAtlasUber",100,"",25,40,0,20,11,"","",""
1927,"KitavaCultistEvent",100,"",25,40,0,20,11,"","",""
1928,"KitavaCultistSpearEvent",100,"",25,40,0,20,11,"","",""
1929,"KitavaCultistSpearBoss",100,"",25,40,0,20,11,"","",""
1930,"WarHero1",100,"",0,20,0,20,10,"","",""
1931,"WarHeroAllFlame",100,"",0,20,0,20,10,"","",""
1932,"WarHero1AtlasUber",100,"",0,20,0,20,10,"","",""
1933,"WarHero1AtlasUber1",100,"",0,20,0,20,10,"","",""
1934,"WarHeroDuelistBoss",100,"",0,20,0,20,27,"","",""
1935,"WarHero2",100,"",0,20,0,20,11,"","",""
1936,"WarHero3",100,"",0,20,0,20,9,"","",""
1937,"EnlightenedScion",100,"",0,0,0,20,9,"","",""
1938,"EnlightenedScionIncinerate",100,"",0,0,50,20,9,"","",""
1939,"EnlightenedDuelist",100,"",0,0,50,20,9,"","",""
1940,"NessaCrab",100,"",100,0,0,20,27,"","",""
1941,"NessaCrabDeepwater",100,"",100,0,0,20,27,"","",""
1942,"NessaCrabAtlasUber",100,"",100,0,0,20,27,"","",""
1943,"NessaCrabMob",100,"",100,0,0,20,9,"","",""
1944,"Abberath",100,"",0,0,0,20,39,"","",""
1945,"AbberathMap",100,"",0,0,0,20,35,"","",""
1946,"Banshee",100,"",0,25,25,20,2,"","",""
1947,"BansheeMapBoss",100,"",0,25,25,20,35,"","",""
1948,"DespairBear",100,"",0,5,0,20,39,"","",""
1949,"DespairBearMap",100,"",0,5,0,20,35,"","",""
1950,"SpectralPauper",100,"",0,20,40,20,2,"","",""
1951,"VaalSideAreaBossConvert",100,"",0,50,0,20,38,"","",""
1952,"VaalSideAreaBossBlackguardScout",100,"",25,50,0,20,38,"","",""
1953,"KitavaMinionBoss1",100,"",100,33,33,20,24,"","",""
1954,"KitavaMinionBoss2",100,"",100,33,33,20,24,"","",""
1955,"KitavaGuardian",100,"",100,33,0,20,24,"","",""
1956,"VaalSideAreaBossVendigo",100,"",0,50,0,20,38,"","",1
1957,"VaalSideAreaBossBlessedSister",100,"",0,50,0,20,38,"","",""
1958,"VaalSideAreaBossReligiousTemplar",100,"",75,50,0,20,38,"","",""
1959,"VaalSideAreaBossPurgeHound",100,"",0,50,0,20,38,"","",""
1960,"VaalSideAreaBossBlackguardTorturer",100,"",0,50,0,20,38,"","",""
1961,"VaalSideAreaBossBanshee",100,"",0,50,0,20,38,"","",""
1962,"VaalSideAreaBossHolyFireElemental",100,"",25,50,0,20,38,"","",""
1963,"SpiderlingEggSpawner",100,"",0,0,0,20,8,"","",""
1964,"FireFox",100,"",0,0,0,0,0,"","",""
1965,"SkeletonCannon",100,"",25,25,0,20,20,"","",""
1966,"SkeletonCannonAtlasUber",100,"",25,25,0,20,20,"","",""
1967,"SkeletonCannonSupporter",100,"",25,25,0,20,20,"","",""
1968,"HectorTitucius",100,"",100,25,0,20,34,"","",""
1969,"HectorTituciusMapBoss",100,"",100,25,0,20,35,"","",""
1970,"MarakethBird",100,"",0,50,0,20,3,"","",""
1971,"MarakethBirdDelve",100,"",0,50,0,20,3,"","",""
1972,"MarakethBirdSpiritBossMinion",100,"",0,50,0,20,3,"","",""
1973,"MarakethBirdSmallFast",100,"",0,50,0,20,3,"","",""
1974,"MarakethBirdSmallFastDelve",100,"",0,50,0,20,3,"","",""
1975,"MarakethBirdArmoured",100,"",50,25,0,20,20,"","",""
1976,"Garukhan",100,"",0,100,0,20,39,"","",""
1977,"GarukhanMap",100,"",0,100,0,20,35,"","",""
1978,"Kira",100,"",0,0,0,20,39,"","",""
1979,"KiraMap",100,"",0,0,0,20,35,"","",""
1980,"KiraMapDesert",100,"",0,0,0,20,35,"","",""
1981,"GarukhanMinionSmall",100,"",50,50,0,20,8,"","",""
1982,"GarukhanMinionDelve",100,"",50,50,0,20,8,"",1,""
1983,"GarukhanMinionLarge",100,"",100,0,0,20,24,"","",""
1984,"GarukhanMinionLargeDelve",100,"",100,0,0,20,24,"",1,""
1985,"GarukhanMinionSmallEvent",100,"",50,50,0,20,8,"","",""
1986,"SandWarrior",100,"",50,50,0,20,8,"","",""
1987,"GarukhanMinionLargeEvent",100,"",100,0,0,20,8,"","",""
1988,"RaisedMummyEvent",100,"",0,0,0,40,8,"","",""
1989,"Scorpion",100,"",50,0,0,20,5,"","",""
1990,"ScorpionLarge",100,"",50,0,0,20,5,"","",""
1991,"ScorpionLargeBoss",100,"",50,0,0,20,35,"","",""
1992,"DoedreSoul",100,"",0,0,100,20,39,"","",""
1993,"DoedreSoulMap",100,"",0,0,100,20,35,"","",""
1994,"DoedreSoulMapUber",100,"",0,0,100,20,36,"","",""
1995,"ShavronneSoul",100,"",0,0,35,20,39,"","",""
1996,"ShavronneSoulMap",100,"",0,0,35,20,35,"","",""
1997,"ShavronneSoulMapUber",100,"",0,0,35,20,36,"","",""
1998,"MaligaroSoul",100,"",0,50,50,20,39,"","",""
1999,"MaligaroSoulMap",100,"",0,50,50,20,35,"","",""
2000,"MaligaroSoulMapUber",100,"",0,50,50,20,36,"","",""
2001,"MaligaroSoulClone",100,"",0,50,50,20,39,"","",""
2002,"MaligaroSoulCloneMap",100,"",0,50,50,20,35,"","",""
2003,"UnholyTrio",100,"",0,0,0,20,39,"","",""
2004,"UnholyTrioMap",100,"",0,0,0,20,35,"","",""
2005,"UnholyTrioMapUber",100,"",0,50,100,20,36,"","",""
2006,"UnholyTrioMapUberStandalone",100,"",0,50,100,20,36,"","",""
2007,"BoneStalker",100,"",0,25,0,20,20,"","",""
2008,"GeneralAdus",100,"",100,0,0,20,39,"","",""
2009,"GeneralAdusGauntlet",100,"",100,0,0,20,39,"","",""
2010,"GeneralAdusMap",100,"",100,0,0,20,35,"","",""
2011,"GeneralAdusMapAtlasUber",100,"",100,0,0,20,35,"","",""
2012,"DoedreStonePillar",100,"",0,0,0,0,39,"","",""
2013,"DoedreStonePillarUber",100,"",0,0,0,0,39,"","",""
2014,"Lynx",100,"",0,100,0,20,2,"","",""
2015,"LightningOrb",100,"",0,0,200,20,8,"","",""
2016,"LightningOrbLakeBoss",100,"",0,0,200,20,38,"","",""
2017,"LightningTentacles",100,"",0,0,200,20,8,"","",""
2018,"TentacleFiend",100,"",0,0,200,20,24,"","",""
2019,"TentacleFiendElder",100,"",0,0,200,20,24,"","",""
2020,"MarakethRider",100,"",50,50,0,20,8,"","",""
2021,"MarakethRiderSpear",100,"",50,50,0,20,8,"","",""
2022,"HarbingerPortal",100,"",0,0,0,20,39,"","",""
2023,"HarbingerPortalDelve",100,"",0,0,0,20,39,"","",""
2024,"HarbingerTiger",100,"",0,50,0,20,1,"","",""
2025,"Shakari",100,"",50,100,0,20,39,"","",""
2026,"ShakariMap",100,"",50,100,0,20,35,"","",""
2027,"ReliquaryMonster",100,"",0,0,75,0,6,"","",""
2028,"ReliquaryMonsterEmerge",100,"",0,0,75,0,6,"","",""
2029,"ReliquaryMonsterBoss",100,"",0,0,75,0,6,"","",""
2030,"CauldronSpawner",100,"",0,0,0,0,0,"","",""
2031,"Droolmaw",100,"",50,0,0,20,34,"","",""
2032,"DroolmawBossLake",100,"",50,0,0,20,38,"","",""
2033,"SkeletonMeleeBlackAbyss",100,"",15,0,0,30,3,"",1,""
2034,"FlamebearerAbyss",100,"",0,0,0,20,1,"",1,1
2035,"ParasiticSquidAbyss",100,"",0,50,50,20,2,"",1,""
2036,"ParasiticSquidDelve",100,"",0,50,50,20,2,"",1,""
2037,"MineBatAbyss",100,"",0,20,0,20,3,"",1,1
2038,"MineBatAbyssDelve",100,"",0,20,0,20,3,"",1,1
2039,"MineBatDelve",100,"",0,20,0,20,3,"",1,1
2040,"SkeletonCannonAbyss",100,"",25,25,0,20,37,1,"",""
2041,"BoneStalkerAbyss",100,"",75,25,0,20,37,1,"",""
2042,"AbyssLichBoss2",100,"",100,0,20,20,35,"","",""
2043,"AbyssLichBoss",100,"",100,0,20,20,35,"","",""
2044,"AbyssLichBoss3",100,"",100,0,20,20,35,"","",""
2045,"AbyssLichBoss1Map",100,"",100,0,20,20,36,"","",""
2046,"AbyssLichBoss2Map",100,"",100,0,20,20,36,"","",""
2047,"AbyssLichBoss3Map",100,"",100,0,20,20,36,"","",""
2048,"ElderGuardian1",100,"",75,33,33,20,36,"","",""
2049,"ElderGuardian2",100,"",0,33,33,20,36,"","",""
2050,"ElderGuardian3",100,"",100,33,33,20,36,"","",""
2051,"ElderGuardian3Clone",100,"",100,33,33,20,36,"","",""
2052,"ElderGuardian4",100,"",75,33,33,20,36,"","",""
2053,"PurifierBossSanctum",100,"",100,33,33,20,35,"","",""
2054,"PurifierBossSanctumAtlasUber",100,"",100,33,33,20,35,"","",""
2055,"TheElder",100,"",0,33,2000,20,36,"","",""
2056,"TheElderUnstable",100,"",0,33,2000,20,36,"","",""
2057,"TheElderUber",100,"",0,33,2000,20,36,"","",""
2058,"HuhuGrubStationary",100,"",50,0,0,0,19,"",1,""
2059,"HuhuGrubStationaryDelve",100,"",50,0,0,0,19,"",1,""
2060,"HuhuGrubMobile",100,"",0,50,0,0,2,"",1,""
2061,"TentaclePortal",100,"",0,0,0,20,48,"","",""
2062,"TentaclePortalElder",100,"",0,0,0,20,37,"","",""
2063,"ElderTentacleMinionLarge",100,"",0,0,50,20,37,"","",""
2064,"ElderTentacleMinionLargeDeepcaller",100,1,0,0,250,20,37,"","",""
2065,"ElderTentacleMinionLargeSpores",100,"",0,0,50,20,37,"","",""
2066,"ElderTentacleMinionLargeSporesUber",100,"",0,0,50,20,37,"","",""
2067,"ElderTentacleMinionSmall",100,"",0,0,25,20,8,"","",""
2068,"ElderTentacleMinionLargeInfluence",100,"",0,0,50,20,37,"","",""
2069,"ElderTentacleMinionSmallInfluence",100,"",0,0,25,20,8,"","",""
2070,"RhoaSpiritBestiaryBoss",100,"",25,0,0,20,2,1,"",""
2071,"MarakethBirdBestiary",100,"",0,50,0,20,49,1,"",""
2072,"MarakethBirdBestiaryMinion",100,"",0,50,0,20,3,"",1,""
2073,"MarakethBirdBestiaryMinion2",100,"",0,50,0,20,3,"",1,""
2074,"MarakethBirdBestiarySpiritBoss",100,"",0,50,0,20,35,1,"",""
2075,"RhoaBestiary",100,"",25,0,0,20,49,1,"",""
2076,"RhoaBestiaryMinion",100,"",25,0,0,20,2,"",1,""
2077,"RhoaBestiaryMinion2",100,"",25,0,0,20,2,"",1,""
2078,"VultureBestiary",100,"",0,0,0,20,49,1,"",""
2079,"VultureBestiaryMinion",100,"",0,0,0,20,7,"",1,""
2080,"VultureBestiaryMinion2",100,"",0,0,0,20,7,"",1,""
2081,"KiwethBestiary",100,"",0,20,50,20,49,1,"",""
2082,"KiwethBestiaryMinion",100,"",0,20,50,20,2,"",1,""
2083,"KiwethBestiaryMinion2",100,"",0,20,50,20,2,"",1,""
2084,"KiwethBestiarySpiritBoss",100,"",0,20,50,20,35,"","",""
2085,"Snake1Bestiary",100,"",0,15,0,20,49,1,"",1
2086,"Snake1BestiaryMinion",100,"",0,15,0,20,5,"",1,1
2087,"Snake1BestiaryMinion2",100,"",0,15,0,20,5,"",1,1
2088,"SnakeBestiarySpiritBoss",100,"",0,15,0,20,35,"","",1
2089,"SnakeBestiarySpiritBossClone",100,"",0,15,0,20,35,"","",1
2090,"Snake2Bestiary",100,"",0,15,0,20,49,1,"",1
2091,"Snake2BestiaryMinion",100,"",0,15,0,20,5,"",1,1
2092,"Snake2BestiaryMinion2",100,"",0,15,0,20,5,"",1,1
2093,"IguanaBestiary",100,"",0,20,50,20,49,1,"",1
2094,"IguanaBestiaryMinion",100,"",0,20,50,20,22,"",1,1
2095,"IguanaBestiaryMinion2",100,"",0,20,50,20,22,"",1,1
2096,"ChimeraBestiarySpiritBoss",100,"",0,20,50,20,35,"","",""
2097,"HellionBestiary",100,"",0,25,0,20,49,1,"",""
2098,"HellionBestiaryMinion",100,"",0,25,0,20,1,"",1,""
2099,"HellionBestiaryMinion2",100,"",0,25,0,20,1,"",1,""
2100,"LynxBestiary",100,"",0,75,0,20,49,1,"",""
2101,"LynxBestiaryBossMinion",100,"",0,75,0,20,39,1,"",""
2102,"LynxBestiaryMinion",100,"",0,75,0,20,2,"",1,""
2103,"LynxBestiaryMinion2",100,"",0,75,0,20,2,"",1,""
2104,"TigerBestiary",100,"",0,50,0,20,49,1,"",""
2105,"TigerBestiaryStandalone",100,"",0,50,0,20,49,1,"",""
2106,"TigerBestiaryBossMinion",100,"",0,50,0,20,39,1,"",""
2107,"TigerBestiaryMinion",100,"",0,50,0,20,1,"",1,""
2108,"TigerBestiaryMinionStandalone",100,"",0,50,0,20,1,"",1,""
2109,"TigerBestiaryMinion2",100,"",0,50,0,20,1,"",1,""
2110,"TigerBestiarySpiritBoss",100,"",0,50,0,20,35,"","",""
2111,"WolfBestiary",100,"",0,10,0,20,49,1,"",""
2112,"WolfBestiaryBossMinion",100,"",0,10,0,20,39,1,"",""
2113,"WolfBestiaryMinion",100,"",0,10,0,20,2,"",1,""
2114,"WolfBestiaryMinion2",100,"",0,10,0,20,2,"",1,""
2115,"NessaCrabSpiritBoss",100,"",100,50,0,20,35,"","",""
2116,"InsectSpawnerBestiary",100,"",0,0,0,20,49,1,"",1
2117,"InsectSpawnerBestiaryMinion",100,"",0,0,0,20,0,"",1,1
2118,"InsectSpawnerBestiaryMinion2",100,"",0,0,0,20,0,"",1,1
2119,"SandLeaperBestiary",100,"",0,50,0,20,49,1,"",1
2120,"SandLeaperBestiaryMinion",100,"",0,50,0,20,3,"",1,1
2121,"SandLeaperBestiaryMinion2",100,"",0,50,0,20,3,"",1,1
2122,"RootSpiderBestiary",100,"",0,0,0,20,49,1,"",1
2123,"RootSpiderBestiaryMinion",100,"",0,0,0,20,19,"",1,1
2124,"RootSpiderBestiaryMinion2",100,"",0,0,0,20,19,"",1,1
2125,"RootSpiderBestiarySpiritBoss",100,"",0,0,0,20,35,"","",1
2126,"ScorpionBestiary",100,"",50,0,0,20,49,1,"",""
2127,"ScorpionBestiaryMinion",100,"",50,0,0,20,5,"",1,""
2128,"ScorpionBestiaryMinion2",100,"",50,0,0,20,5,"",1,""
2129,"ScorpionBestiarySpiritBoss",100,"",0,0,0,20,35,"","",""
2130,"SpiderPlagueBestiary",100,"",0,0,0,20,49,1,"",""
2131,"SpiderPlagueBestiaryMinion",100,"",0,0,0,20,12,"",1,""
2132,"SpiderPlagueBestiaryMinion2",100,"",0,0,0,20,12,"",1,""
2133,"SpiderPlatedBestiary",100,"",0,0,0,20,49,1,"",""
2134,"SpiderPlatedBestiaryMinion",100,"",0,0,0,20,14,"",1,""
2135,"SpiderPlatedBestiaryMinion2",100,"",0,0,0,20,14,"",1,""
2136,"SpiderPlatedBestiarySpiritBoss",100,"",0,0,0,20,35,1,"",""
2137,"Spider5Bestiary",100,"",0,0,0,20,49,1,"",""
2138,"Spider5BestiaryMinion",100,"",0,0,0,20,11,"",1,""
2139,"Spider5BestiaryMinion2",100,"",0,0,0,20,11,"",1,""
2140,"SpikerBestiary",100,"",25,15,0,20,49,1,"",1
2141,"SpikerBestiaryBossMinion",100,"",25,15,0,20,39,1,"",1
2142,"SpikerBestiaryMinion",100,"",25,15,0,20,2,"",1,1
2143,"SpikerBestiaryMinion2",100,"",25,15,0,20,2,"",1,1
2144,"BullBestiary",100,"",0,0,0,20,49,1,"",1
2145,"BullBestiaryMinion",100,"",0,0,0,20,2,"",1,1
2146,"BullBestiaryMinion2",100,"",0,0,0,20,2,"",1,1
2147,"BeastBestiary",100,"",0,0,0,20,49,1,"",""
2148,"BeastBestiaryBossMinion",100,"",0,0,0,20,39,1,"",""
2149,"BeastBestiaryMinion",100,"",0,0,0,20,0,"",1,""
2150,"BeastBestiaryMinion2",100,"",0,0,0,20,0,"",1,""
2151,"DropBearBestiary",100,"",0,50,0,20,49,1,"",1
2152,"DropBearBestiaryMinion",100,"",0,50,0,20,1,"",1,1
2153,"DropBearBestiaryMinion2",100,"",0,50,0,20,1,"",1,1
2154,"ChieftainBestiary",100,"",20,0,0,20,18,"","",""
2155,"BloodChieftainBestiary",100,"",0,0,0,20,49,1,"",""
2156,"BloodChieftainBestiaryBossMinion",100,"",0,0,0,20,39,1,"",""
2157,"BloodChieftainBestiaryMinion",100,"",0,0,0,20,18,"",1,""
2158,"BloodChieftainBestiaryMinion2",100,"",0,0,0,20,18,"",1,""
2159,"BloodMonkeyBestiary",100,"",0,15,0,20,49,1,"",""
2160,"BloodMonkeyBestiaryMinion",100,"",0,15,0,20,1,"",1,""
2161,"BloodMonkeyBestiaryMinion2",100,"",0,15,0,20,1,"",1,""
2162,"GoatmanBestiary",100,"",0,5,0,20,49,1,"",""
2163,"GoatmanBestiaryMinion",100,"",0,5,0,20,1,"",1,""
2164,"GoatmanBestiaryMinion2",100,"",0,5,0,20,1,"",1,""
2165,"HoundBestiary",100,"",0,10,0,20,49,1,"",1
2166,"HoundBestiaryMinion",100,"",0,10,0,20,1,"",1,1
2167,"HoundBestiaryMinion2",100,"",0,10,0,20,1,"",1,1
2168,"PitbullBestiary",100,"",25,60,0,20,49,1,"",1
2169,"PitbullBestiaryMinion",100,"",25,60,0,20,1,"",1,1
2170,"PitbullBestiaryMinion2",100,"",25,60,0,20,1,"",1,1
2171,"PurgeHoundBestiary",100,"",0,50,0,20,49,"","",""
2172,"PurgeHoundBestiaryMinion",100,"",0,50,0,20,17,"","",""
2173,"PurgeHoundBestiaryMinion2",100,"",0,50,0,20,17,"","",""
2174,"SandSpitterBestiary",100,"",0,0,0,20,49,1,"",1
2175,"SandSpitterBestiaryMinion",100,"",0,0,0,20,3,"",1,1
2176,"SandSpitterBestiaryMinion2",100,"",0,0,0,20,3,"",1,1
2177,"ShieldCrabBestiary",100,"",25,0,0,20,49,1,"",1
2178,"ShieldCrabBestiaryMinion",100,"",25,0,0,20,1,"",1,1
2179,"ShieldCrabBestiaryMinion2",100,"",25,0,0,20,1,"",1,1
