"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456","string_456 (French)","string_456 (German)","string_456 (Japanese)","string_456 (Korean)","string_456 (Portuguese)","string_456 (Russian)","string_456 (Spanish)","string_456 (Thai)","string_456 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","Achievement","MultiPartAchievement","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","AilmentThreshold","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777","MonsterCategory"
6372,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3Standalone_",2050,40,3,6,10,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3Standalone","[4134,4686,12657,23584,33057,23347]",1,"","",100,3,6,2,1,0,"[752,804,806,775,777,774,71,48,797,764,765,32,118,820,826]",200,[],135,135,0,700,200,"[402,5147,6486,6487,6488,6489,6490,6491,795,4409,4410,4411,351,356,9048,9070,9071,7893,796,9320,9008,9072,9073]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.ais",[],"",1,"The Constrictor","Le Constricteur","Der Unterdrücker","コンストリクター","위압자","O Compressor","Угнетатель","El Constrictor","ผู้บีบรัด","異界．干擾",150,1200,900,[13410],[13410],"",9,9,"",0,[],[7475],[],"",1,6,100,0,0,100,41611,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6373,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3StandaloneScarab",2050,40,3,6,10,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3Standalone","[4134,4686,12657,23584,33057,23347]",1,"","",100,3,6,2,1,0,"[752,804,806,775,777,774,71,48,797,764,765,32,118,820,826]",200,[],135,135,0,700,200,"[402,5147,6486,6487,6488,6489,6490,6491,795,4409,4410,4411,351,356,9048,9070,9071,7893,796,9320,9008,9072,9073]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.ais",[],"",1,"The Constrictor","Le Constricteur","Der Unterdrücker","コンストリクター","위압자","O Constritor","Угнетатель","El constrictor","ผู้บีบรัด","異界．干擾",150,1200,900,[13410],[13410],"",9,9,"",0,[],[7475],[],"",1,6,100,0,0,100,29813,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6374,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3Clone",2051,40,3,6,10,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian3Clone","[4686,6883,4229,23347]",1,"","",100,3,6,2,1,0,"[752,804,806,775,777,774,71,48,829,797,764,765,118,820]",200,[],135,135,700,500,0,[402],"Metadata/Monsters/Standard.ais",[],"",1,"The Constrictor","Le Constricteur","Der Unterdrücker","コンストリクター","위압자","O Compressor","Угнетатель","El Constrictor","ผู้บีบรัด","異界．干擾",150,300,1320,[13409],[13409],"",9,9,"",0,[],"[7475,37629]",[],"",1,6,100,0,0,100,55363,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6375,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4_",2052,40,3,6,14,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4","[4134,4686,23584,33057,23347]",1,"","",100,3,6,3,1,0,"[821,34,905,752,804,806,775,780,774,71,48,797,764,825,765,32,118]",200,[],135,135,700,500,0,"[470,8998,9002,9006,9013,9014,9016,9018,9021,6194,6195,7900,9007,7903,8352]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ais","[13607,6436]","",1,"The Purifier","Le Purificateur","Der Läuterer","ピュアリファイヤー","정화자","O Purificador","Искупитель","El Purificador","ผู้ชำระล้าง","異界．淨化",150,1200,1545,[13411],[13411],"",12,12,"",0,"[10272,9067,9262]",[7475],[],"",1,6,100,0,0,100,9881,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6376,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4_Standalone",2052,40,3,6,14,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4Standalone","[4134,4686,23584,33057,23347]",1,"","",100,3,6,3,1,0,"[821,34,752,804,806,775,780,774,71,48,797,764,765,32,118,826]",200,[],135,135,700,500,0,"[470,8998,9002,9006,9013,9014,9016,9018,9021,6194,6195,7900,9007,7903]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ais","[13607,6436]","",1,"The Purifier","Le Purificateur","Der Läuterer","ピュアリファイヤー","정화자","O Purificador","Искупитель","El Purificador","ผู้ชำระล้าง","異界．淨化",150,1200,1545,[13411],[13411],"",12,12,"",0,[],[7475],[],"",1,6,100,0,0,100,10781,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6377,"Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4_StandaloneScarab",2052,40,3,6,14,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4Standalone","[4134,4686,23584,33057,23347]",1,"","",100,3,6,3,1,0,"[821,34,752,804,806,775,780,774,71,48,797,764,765,32,118,826]",200,[],135,135,700,500,0,"[470,8998,9002,9006,9013,9014,9016,9018,9021,6194,6195,7900,9007,7903]","Metadata/Monsters/AtlasBosses/TheElder/ElderGuardian4.ais","[13607,6436]","",1,"The Purifier","Le Purificateur","Der Läuterer","ピュアリファイヤー","정화자","O Purificador","Искупитель","El Purificador","ผู้ชำระล้าง","異界．淨化",150,1200,1545,[13411],[13411],"",12,12,"",0,[],[7475],[],"",1,6,100,0,0,100,28512,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6378,"Metadata/Monsters/AtlasBosses/TheElder/TheElder",2055,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElder","[4134,4686,7228,13789,6714,23584,32440,33058]",1,"","",100,4,6,6,1,0,"[34,767,928,752,804,806,71,48,791,797,764,29,765,32,118,824]",400,[],135,135,250,250,250,"[402,9051,9055,9059,9344,9323,9324,9325,9326,9327,9054]","Metadata/Monsters/AtlasBosses/TheElder/TheElder.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,1860,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,30154,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"",1,"",0
6379,"Metadata/Monsters/AtlasBosses/TheElder/TheElderStandalone_",2055,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElderStandalone","[4134,4686,7228,13789,6714,23584,32440,33058,4121]",1,"","",100,4,6,6,1,0,"[34,767,752,804,806,71,48,791,797,764,29,765,32,118,826]",400,[],135,135,250,250,250,"[402,9052,9055,9060,9344,9323,9324,9325,9326,9327,3567]","Metadata/Monsters/AtlasBosses/TheElder/TheElder.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,1860,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,12557,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6380,"Metadata/Monsters/AtlasBosses/TheElder/TheElderStandaloneMirage_",2055,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElderStandalone","[4134,4686,7228,13789,6714,23584,32440,33058,4121]",1,"","",100,4,6,6,1,0,"[34,767,752,804,806,71,48,791,797,764,29,765,32,118,826]",400,[],135,135,250,250,250,"[402,9052,9055,9060,9344,9323,9324,9325,9326,9327,3567]","Metadata/Monsters/AtlasBosses/TheElder/TheElder.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","尊師",200,1860,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,4004,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6381,"Metadata/Monsters/AtlasBosses/TheElder/TheElderGauntlet",2055,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/Gauntlet/TheElderGauntlet","[4134,4686,7228,13789,6714,23584,32440,33058,4121]",1,"","",100,4,6,6,1,0,"[34,767,928,752,804,806,71,48,791,797,764,29,765,32,118,824]",400,[],135,135,250,250,250,"[402,9051,9055,9059,9344,9323,9324,9325,9326,9327,9054]","Metadata/Monsters/AtlasBosses/TheElder/TheElder.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,1860,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,40907,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"",1,"",0
6382,"Metadata/Monsters/AtlasBosses/TheElder/TheElderGauntletWaveController",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderGauntletWaveController",[],1,"","",100,1,3,6,9,0,"[34,792,814,791,765,801]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Daímôn","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,64149,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6383,"Metadata/Monsters/AtlasBosses/TheElder/TheElderUnstable",2056,0,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElderUnstable.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElderUnstable","[4134,4686,7228,13789,6714,13385,8842,23584,32440,33058]",1,"","",100,4,3,6,1,0,"[928,752,806,71,48,163,791,797,830,29,118]",400,[],135,135,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,940,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,499,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",0
6384,"Metadata/Monsters/AtlasBosses/TheElder/TheElderUber",2057,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElderUber.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElderUber","[4134,4686,7228,13789,6714,23584,32440,33063]",1,"","",100,4,6,6,1,0,"[34,767,928,752,1034,804,806,71,48,791,797,764,29,765,32,118,1009,824]",400,[],135,135,700,500,0,"[402,9053,9055,9059,9344,9323,9324,9325,9326,9327,7898]","Metadata/Monsters/AtlasBosses/TheElder/TheElderUber.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,1648,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,63008,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"",1,"",0
6385,"Metadata/Monsters/AtlasBosses/TheElder/TheElderUberGauntlet",2057,40,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheElder/TheElderUber.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/TheElder.ao""]","Metadata/Monsters/AtlasBosses/TheElder/TheElderUber","[4134,4686,7228,13789,6714,23584,32440,33063,4121]",1,"","",100,4,6,6,1,0,"[34,767,928,752,1034,804,806,71,48,791,797,764,29,765,32,118,1009,824]",400,[],135,135,700,500,0,"[402,9053,9055,9059,9344,9323,9324,9325,9326,9327,7898]","Metadata/Monsters/AtlasBosses/TheElder/TheElderUber.ais",[],"",1,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",200,1648,1875,[],[],"","","","",0,[1175],[7475],[],"",1,6,100,0,0,100,31981,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasBosses/TheElder/Gauntlet/UberElderInheritGauntlet""]",0,0,0,0,0,"",1,"",0
6386,"Metadata/Monsters/Daemon/DaemonElderUnstablePhase",1155,8,3,6,6,"[""Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemon.act""]","[""Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemon.ao""]","Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemon",[],1,"","",100,1,6,6,9,0,"[34,792,814,818,791,765,801]",100,[],135,135,700,500,0,"[9064,9065,2982,2983,2984,2985,2986,2987,2988,2989,2990,2991,2992,2993,2994,2995,2996,2997,2998,2999,3000,3001]","Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemon.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,18860,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6387,"Metadata/Monsters/Daemon/DaemonElderUnstableSlammerJammer",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ElderUnstableDaemons",[],1,"","",100,1,6,6,9,0,"[792,814,818,791,765,801]",100,[],135,135,700,500,0,[9056],"Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemonSlammerJammer.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,22163,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6388,"Metadata/Monsters/Daemon/DaemonElderUnstableTentacleProjectiles",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/ElderDaemon.act""]","[""Metadata/Monsters/Daemon/ElderDaemon.ao""]","Metadata/Monsters/Daemon/ElderUnstableDaemons",[],1,"","",100,1,6,6,9,0,"[34,767,792,814,818,791,801]",100,[],135,135,700,500,0,[9328],"Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemonTentacleProjectiles.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,18174,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6389,"Metadata/Monsters/Daemon/DaemonElderUnstableDoomCircles",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ElderUnstableDaemons",[],1,"","",100,1,6,6,9,0,"[34,792,814,818,791,765,801]",100,[],135,135,700,500,0,[9061],"Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemonDoomCircles.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,57731,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6390,"Metadata/Monsters/Daemon/DaemonElderUnstableDoomCirclesSmall",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ElderUnstableDaemons",[],1,"","",100,1,6,6,9,0,"[34,792,814,818,791,765,801]",100,[],135,135,700,500,0,[9062],"Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemonDoomCircles.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,56175,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6391,"Metadata/Monsters/Daemon/DaemonElderUnstableMortarBarrage",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ElderUnstableDaemons",[],1,"","",100,1,6,6,9,0,"[34,792,814,818,791,765,801]",100,[],135,135,700,500,0,[6384],"Metadata/Monsters/AtlasBosses/TheElder/ElderUnstableDaemonMortarBarrage.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1796,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6392,"Metadata/Monsters/Daemon/DaemonElderHellfireBarrage",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,6,6,9,0,"[34,792,766,814,818,791,801]",100,[],105,105,700,500,0,"[6131,6132]","Metadata/Monsters/Daemon/ElderDaemonHellfireBarrage.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,30992,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6393,"Metadata/Monsters/Daemon/DaemonElderCorpseEruption",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/DaemonElderCorpseEruption",[],1,"","",100,1,6,6,9,0,"[34,792,766,814,818,791,801]",100,[],105,105,700,500,0,"[8800,5674]","Metadata/Monsters/Daemon/ElderDaemonCorpseEruption.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,47601,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6394,"Metadata/Monsters/Daemon/DaemonElderSulphurGeysers",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,9,6,9,0,"[34,792,766,814,818,791,801]",100,[],105,105,700,500,0,[3777],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,43133,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6395,"Metadata/Monsters/Daemon/DaemonElderReefGeysers",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,9,6,9,0,"[34,767,792,814,818,791,801]",100,[],105,105,700,500,0,[3778],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28527,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6396,"Metadata/Monsters/Daemon/DaemonElderFlamethrower_",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/DaemonFlamethrowerCircle.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/DaemonFlamethrowerCircle",[],1,"","",100,1,9,6,9,0,"[34,792,766,814,818,791,801]",100,[],105,105,700,500,0,[8726],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,52642,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6397,"Metadata/Monsters/Daemon/DaemonElderSpecialBeamCannon",1161,8,0,6,6,"[""Metadata/Monsters/Daemon/DaemonSpecialBeam.act""]","[""Metadata/Monsters/Daemon/DaemonSpecialBeam.ao""]","Metadata/Monsters/Daemon/DaemonElderSpecialBeamCannon",[],1,"","",100,1,6,6,9,0,"[34,792,766,814,818,791,801]",100,[],105,105,700,500,0,[8461],"Metadata/Monsters/Daemon/ElderSpecialBeamCannon.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,54369,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
6398,"Metadata/Monsters/Daemon/DaemonElderMoveDaemonElegant",1155,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,9,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,"[8565,8566]","Metadata/Monsters/NoAi.ais",[],"",10,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,46196,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",""
