"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
152,"155",[],0,1,3,0,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,4,"[""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemon"",""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemonUBER""]","triggerer.IfState( primed,  == 1, (){ triggerer.SetStateTo( detonate, 1 ); }, (){} );","","","","",0,1,1,[],0,"",0,"",0,0,0
153,"156",[],990,2,2,150,0,1,2,6,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/BreachBossHandMage/SpiderMines""]","triggerer.SetStateTo( boom, 1 );","","","","",0,1,1,[],33,"",360,"",0,0,0
154,"157",[7863],200,1,2,45,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,2,"",1,[],"this.Call( ApplyDeathExplodeBuff, triggerer);","","","","",5,1,1,[],33,"",0,"",0,0,0
155,"158",[],0,1,3,0,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,1,"[""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemon"",""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemonUBER""]","triggerer.SetStateTo( anger_dormant, 2 );","","","","",0,1,1,[],0,"",0,"",0,0,0
156,"159",[],0,2,2,30,0,1,4,2,0,1,[],"",2,0,2,0,0,"","","",2,"",5,3,"",1,[],"triggerer.HinderForDuration( this, 2, -50 );","","","","",0,1,1,[],0,"",90,"",0,0,0
157,"160",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,1,1,[],"triggerer.HinderForDuration( this, 8, -50 ); triggerer.AddBuff( frozen, 4, -100 );","","","","",0,1,1,[],0,"",0,"",0,0,0
158,"161",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,1,"[""Metadata/Monsters/Breach/NPC/ChayulaFarmerWild""]","triggerer.CallOnClient( HealAilith ); triggerer.DispatchRulesetEvent( 'brequel_heal_npc 6' );","","","","",0,1,1,[],0,"",0,"",0,0,0
159,"162",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,1,"[""Metadata/Monsters/Breach/NPC/ChayulaFarmerWild""]","triggerer.IfState( shielded, 1, (){ CancelStateTimer( shieldend ); StartStateTimer( shieldend, 10.0 ); }, (){ SetStateTo( shielded, 1 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
160,"163",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","If( VariableExists( chayula_skill_user ), ()\r\n\t\t{\r\n\t\t\ttarget.SpawnAttachedMonster( \""Metadata/Monsters/Breach/ChayulaSkills/ChayulaEnhancedFlameAuraInvisibleFire_\"", <root>, P, false, normal, false );\r\n\t\t} );","",2,"",5,3,1,1,[],"","","","","",0,1,1,[],0,"",0,"",0,0,0
161,"164",[7945],150,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/MiscellaneousObjects/Brequel/BrequelBlocker""]","triggerer.SetStateTo( destroyed, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
162,"165",[7945],150,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","DispatchRulesetEvent( \""brequel_enhance_monsters\"" );",1,2,"",1,4,1,4,"[""Metadata/MiscellaneousObjects/Brequel/BrequelBlocker""]","triggerer.SetStateTo( destroyed, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
163,"166",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueAbyssTwo/SerpentClanCaster/AbyssTwoSerpentClanCrystal""]","triggerer.SetStateTo( ready, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
164,"167",[],0,3,2,0,30,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/AbyssTwoLeague/AbyssPinnacleBossTotem"",""Metadata/Monsters/AbyssTwoLeague/AbyssLichBossTotem""]","triggerer.AddBuff( abyss_pinnacle_totem_charged, infinite );","","","","",0,1,1,[],0,"",0,"",0,0,0
165,"168",[],0,1,4,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueAbyssTwo/CorpseStrider/AbyssTwoCorpseStriderCrystalBlade""]","triggerer.SetStateTo( detonate, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
166,"169",[],0,3,4,65,20,1,4,2,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueDeepwater/CrabMiniboss/DeepwaterCrabMinibossLightningOrb""]","triggerer.SetStateTo( active, 2 );","","","","",0,1,1,[],0,"",0,"",0,0,0
