"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
1945,1,"Eclipse","[690,0]","[1000,0]",4272750529,"Eclipse","<if:MS>{ de l'éclipse}<elif:FS>{ de l'éclipse}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'éclipse}<elif:FP>{ de l'éclipse}<elif:NP>{NONEXISTENT}","Eklipse-","日食の","월식의","Eclipse","<if:MS>{Затмевающий}<elif:FS>{Затмевающая}<elif:NS>{Затмевающее}<elif:MP>{Затмевающие}<elif:FP>{Затмевающие}<elif:NP>{Затмевающие}","<if:MS>{ de eclipse}<elif:FS>{ de eclipse}<elif:MP>{ de eclipse}<elif:FP>{ de eclipse}","Eclipse","日蝕","","","","","","","","","",""
1946,1,"Eldritch","[690,0]","[1000,0]",3935459097,"Eldritch","<if:MS>{ surnaturel}<elif:FS>{ surnaturelles}<elif:NS>{NONEXISTENT}<elif:MP>{ surnaturels}<elif:FP>{ surnaturelles}<elif:NP>{NONEXISTENT}","<if:MS>{Unheimlicher }<elif:FS>{Unheimliche }<elif:NS>{Unheimliches }<elif:MP>{Unheimliche }<elif:FP>{Unheimliche }<elif:NP>{Unheimliche }","異界からの","섬뜩한","<if:MS>{Ancião}<elif:FS>{Anciã}<elif:NS>{Ancião}<elif:MP>{Anciãos}<elif:FP>{Anciãs}<elif:NP>{Anciãos}","<if:MS>{Мистический}<elif:FS>{Мистическая}<elif:NS>{Мистическое}<elif:MP>{Мистические}<elif:FP>{Мистические}<elif:NP>{Мистические}","<if:MS>{ espeluznante}<elif:FS>{ espeluznante}<elif:MP>{ espeluznantes}<elif:FP>{ espeluznantes}","Eldritch","異像","","","","","","","","","",""
1947,1,"Empyrian","[3,2,26,21,8,7,0]","[0,0,0,0,0,0,0]",538953479,"Empyrian","<if:MS>{ empyrien}<elif:FS>{ empyrienne}<elif:NS>{NONEXISTENT}<elif:MP>{ empyriens}<elif:FP>{ empyriennes}<elif:NP>{NONEXISTENT}","<if:MS>{Himmlischer }<elif:FS>{Himmlische }<elif:NS>{Himmlisches }<elif:MP>{Himmlische }<elif:FP>{Himmlische }<elif:NP>{Himmlische }","天界の","최고천의","<if:MS>{ Empiriano}<elif:FS>{ Empiriana}<elif:NS>{ Empiriano}<elif:MP>{ Empirianos}<elif:FP>{ Empirianas}<elif:NP>{ Empirianos}","<if:MS>{Неземной}<elif:FS>{Неземная}<elif:NS>{Неземное}<elif:MP>{Неземные}<elif:FP>{Неземные}<elif:NP>{Неземные}","<if:MS>{ empíreo}<elif:FS>{ empíreo}<elif:MP>{ empíreos}<elif:FP>{ empíreos}","Empyrian","寰宇","","","","","","","","","",""
1948,1,"Empyrean","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,960,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1025728402,"Empyrean","<if:MS>{ empyréen}<elif:FS>{ empyréenne}<elif:NS>{NONEXISTENT}<elif:MP>{ empyréens}<elif:FP>{ empyréennes}<elif:NP>{NONEXISTENT}","<if:MS>{Himmlischer }<elif:FS>{Himmlische }<elif:NS>{Himmlisches }<elif:MP>{Himmlische }<elif:FP>{Himmlische }<elif:NP>{Himmlische }","崇高な","천공인","<if:MS>{ Empírico}<elif:FS>{ Empírica}<elif:NS>{ Empírico}<elif:MP>{ Empíricos}<elif:FP>{ Empíricas}<elif:NP>{ Empíricos}","<if:MS>{Неземной}<elif:FS>{Неземная}<elif:NS>{Неземное}<elif:MP>{Неземные}<elif:FP>{Неземные}<elif:NP>{Неземные}","<if:MS>{ de empirista}<elif:FS>{ de empirista}<elif:MP>{ de empirista}<elif:FP>{ de empirista}","Empyrean","蒼空","","","","","","","","","",""
1949,1,"Entropy","[1194,690,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2941364918,"Entropy","<if:MS>{ entropique}<elif:FS>{ entropique}<elif:NS>{NONEXISTENT}<elif:MP>{ entropiques}<elif:FP>{ entropiques}<elif:NP>{NONEXISTENT}","Entropie-","混沌の","엔트로피"," da Entropia","<if:MS>{Энтропический}<elif:FS>{Энтропическая}<elif:NS>{Энтропическое}<elif:MP>{Энтропические}<elif:FP>{Энтропические}<elif:NP>{Энтропические}","<if:MS>{ de entropía}<elif:FS>{ de entropía}<elif:MP>{ de entropía}<elif:FP>{ de entropía}","Entropy","亂世","","","","","","","","","",""
1950,1,"Eternity","[690,0]","[1000,0]",1684937291,"Eternity","<if:MS>{ de l'éternité}<elif:FS>{ de l'éternité}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'éternité}<elif:FP>{ de l'éternité}<elif:NP>{NONEXISTENT}","<if:MS>{Endloser }<elif:FS>{Endlose }<elif:NS>{Endloses }<elif:MP>{Endlose }<elif:FP>{Endlose }<elif:NP>{Endlose }","永遠からの","영원의","Eternidade","<if:MS>{Вечный}<elif:FS>{Вечная}<elif:NS>{Вечное}<elif:MP>{Вечные}<elif:FP>{Вечные}<elif:NP>{Вечные}","<if:MS>{ de eternidad}<elif:FS>{ de eternidad}<elif:MP>{ de eternidad}<elif:FP>{ de eternidad}","Eternity","永恆","","","","","","","","","",""
1951,1,"Fate","[690,80,644,3,2,655,625,664,656,645,643,26,21,8,7,655,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1013055060,"Fate","<if:MS>{ du destin}<elif:FS>{ du destin}<elif:NS>{NONEXISTENT}<elif:MP>{ du destin}<elif:FP>{ du destin}<elif:NP>{NONEXISTENT}","Schicksals-","運命の","운명의"," da Sina","<if:MS>{Благой}<elif:FS>{Благая}<elif:NS>{Благое}<elif:MP>{Благие}<elif:FP>{Благие}<elif:NP>{Благие}","<if:MS>{ de destino}<elif:FS>{ de destino}<elif:MP>{ de destino}<elif:FP>{ de destino}","Fate","命運","","","","","","","","","",""
1952,1,"Foe","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",752101102,"Foe","<if:MS>{ ennemi}<elif:FS>{ ennemie}<elif:NS>{NONEXISTENT}<elif:MP>{ ennemis}<elif:FP>{ ennemies}<elif:NP>{NONEXISTENT}","Widersacher-","敵対する","적의","<if:MS>{ Oponente}<elif:FS>{ Oponente}<elif:NS>{ Oponente}<elif:MP>{ Oponentes}<elif:FP>{ Oponentes}<elif:NP>{ Oponentes}","<if:MS>{Вражеский}<elif:FS>{Вражеская}<elif:NS>{Вражеское}<elif:MP>{Вражеские}<elif:FP>{Вражеские}<elif:NP>{Вражеские}","<if:MS>{ del enemigo}<elif:FS>{ del enemigo}<elif:MP>{ del enemigo}<elif:FP>{ del enemigo}","Foe","宿敵","","","","","","","","","",""
1953,1,"Gale","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2105233802,"Gale","<if:MS>{ venteux}<elif:FS>{ venteuse}<elif:NS>{NONEXISTENT}<elif:MP>{ venteux}<elif:FP>{ venteuses}<elif:NP>{NONEXISTENT}","Hagel-","強風の","강풍의"," da Ventania","<if:MS>{Ветреный}<elif:FS>{Ветреная}<elif:NS>{Ветреное}<elif:MP>{Ветреные}<elif:FP>{Ветреные}<elif:NP>{Ветреные}","<if:MS>{ de vendaval}<elif:FS>{ de vendaval}<elif:MP>{ de vendaval}<elif:FP>{ de vendaval}","Gale","勁風","","","","","","","","","",""
1954,1,"Ghoul","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3325519131,"Ghoul","<if:MS>{ de la goule}<elif:FS>{ de la goule}<elif:NS>{NONEXISTENT}<elif:MP>{ de la goule}<elif:FP>{ de la goule}<elif:NP>{NONEXISTENT}","<if:MS>{Ghul-}<elif:FS>{Ghul-}<elif:NS>{Ghul-}<elif:MP>{Ghul-}<elif:FP>{Ghul-}<elif:NP>{Ghoul-}","悪鬼の","구울의"," do Carniçal","<if:MS>{Вампирский}<elif:FS>{Вампирская}<elif:NS>{Вампирское}<elif:MP>{Вампирские}<elif:FP>{Вампирские}<elif:NP>{Вампирские}","<if:MS>{ de necrófago}<elif:FS>{ de necrófago}<elif:MP>{ de necrófago}<elif:FP>{ de necrófago}","Ghoul","活屍","","","","","","","","","",""
1955,1,"Gloom","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",20329566,"Gloom","<if:MS>{ obscur}<elif:FS>{ obscure}<elif:NS>{NONEXISTENT}<elif:MP>{ obscurs}<elif:FP>{ obscures}<elif:NP>{NONEXISTENT}","Trübsinns-","憂鬱な","침울한"," da Melancolia","<if:MS>{Унылый}<elif:FS>{Унылая}<elif:NS>{Унылое}<elif:MP>{Унылые}<elif:FP>{Унылые}<elif:NP>{Унылые}","<if:MS>{ de penumbra}<elif:FS>{ de penumbra}<elif:MP>{ de penumbra}<elif:FP>{ de penumbra}","Gloom","昏暗","","","","","","","","","",""
1956,1,"Glyph","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",825793522,"Glyph","<if:MS>{ glyphique}<elif:FS>{ glyphique}<elif:NS>{NONEXISTENT}<elif:MP>{ glyphiques}<elif:FP>{ glyphiques}<elif:NP>{NONEXISTENT}","Glyphen-","抽象化した","상형 문자의"," do Glifo","<if:MS>{Символический}<elif:FS>{Символическая}<elif:NS>{Символическое}<elif:MP>{Символические}<elif:FP>{Символические}<elif:NP>{Символические}","<if:MS>{ de glifo}<elif:FS>{ de glifo}<elif:MP>{ de glifo}<elif:FP>{ de glifo}","Glyph","符紋","","","","","","","","","",""
1957,1,"Golem","[644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1086327218,"Golem","<if:MS>{ du golem}<elif:FS>{ du golem}<elif:NS>{NONEXISTENT}<elif:MP>{ du golem}<elif:FP>{ du golem}<elif:NP>{NONEXISTENT}","Golem-","ゴーレムの","골렘"," do Golem","<if:MS>{Громадный}<elif:FS>{Громадная}<elif:NS>{Громадное}<elif:MP>{Громадные}<elif:FP>{Громадные}<elif:NP>{Громадные}","<if:MS>{ de gólem}<elif:FS>{ de gólem}<elif:MP>{ de gólem}<elif:FP>{ de gólem}","Golem","魔像","","","","","","","","","",""
1958,1,"Havoc","[690,80,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1986979652,"Havoc","<if:MS>{ dévastateur}<elif:FS>{ dévastatrice}<elif:NS>{NONEXISTENT}<elif:MP>{ dévastateurs}<elif:FP>{ dévastatrices}<elif:NP>{NONEXISTENT}","Wirrnis-","大騒ぎの","혼란스러운"," da Devastação","<if:MS>{Разрушительный}<elif:FS>{Разрушительная}<elif:NS>{Разрушительное}<elif:MP>{Разрушительные}<elif:FP>{Разрушительные}<elif:NP>{Разрушительные}","<if:MS>{ de estragos}<elif:FS>{ de estragos}<elif:MP>{ de estragos}<elif:FP>{ de estragos}","Havoc","禍害","","","","","","","","","",""
1959,1,"Honour","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2061538386,"Honour","<if:MS>{ de l'honneur}<elif:FS>{ de l'honneur}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'honneur}<elif:FP>{ de l'honneur}<elif:NP>{NONEXISTENT}","Ehren-","高潔な","명예의"," da Honra","<if:MS>{Почётный}<elif:FS>{Почётная}<elif:NS>{Почётное}<elif:MP>{Почётные}<elif:FP>{Почётные}<elif:NP>{Почётные}","<if:MS>{ de honor}<elif:FS>{ de honor}<elif:MP>{ de honor}<elif:FP>{ de honor}","Honour","榮耀","","","","","","","","","",""
1960,1,"Hypnotic","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",217839953,"Hypnotic","<if:MS>{ hypnotique}<elif:FS>{ hypnotique}<elif:NS>{NONEXISTENT}<elif:MP>{ hypnotiques}<elif:FP>{ hypnotiques}<elif:NP>{NONEXISTENT}","<if:MS>{Hypnotischer }<elif:FS>{Hypnotische }<elif:NS>{Hypnotisches }<elif:MP>{Hypnotische }<elif:FP>{Hypnotische }<elif:NP>{Hypnotische }","催眠の","최면의","<if:MS>{ Hipnótico}<elif:FS>{ Hipnótica}<elif:NS>{ Hipnótico}<elif:MP>{ Hipnóticos}<elif:FP>{ Hipnóticas}<elif:NP>{ Hipnóticos}","<if:MS>{Гипнотический}<elif:FS>{Гипнотическая}<elif:NS>{Гипнотическое}<elif:MP>{Гипнотические}<elif:FP>{Гипнотические}<elif:NP>{Гипнотические}","<if:MS>{ hipnótico}<elif:FS>{ hipnótica}<elif:MP>{ hipnóticos}<elif:FP>{ hipnóticas}","Hypnotic","迷途","","","","","","","","","",""
1961,1,"Invasion","[26,4,0]","[1000,1000,0]",3476969337,"Invasion","<if:MS>{ invasif}<elif:FS>{ invasive}<elif:NS>{NONEXISTENT}<elif:MP>{ invasifs}<elif:FP>{ invasives}<elif:NP>{NONEXISTENT}","Invasions-","侵略する","침략"," da Invasão","<if:MS>{Завоевательный}<elif:FS>{Завоевательная}<elif:NS>{Завоевательное}<elif:MP>{Завоевательные}<elif:FP>{Завоевательные}<elif:NP>{Завоевательные}","<if:MS>{ de invasión}<elif:FS>{ de invasión}<elif:MP>{ de invasión}<elif:FP>{ de invasión}","Invasion","侵略","","","","","","","","","",""
1962,1,"Infinity","[690,0]","[1000,0]",3976334771,"Infinity","<if:MS>{ de l'infini}<elif:FS>{ de l'infini}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'infini}<elif:FP>{ de l'infini}<elif:NP>{NONEXISTENT}","<if:MS>{Grenzenloser }<elif:FS>{Grenzenlose }<elif:NS>{Grenzenloses }<elif:MP>{Grenzenlose }<elif:FP>{Grenzenlose }<elif:NP>{Grenzenlose }","無限からの","무한의","Infinito","<if:MS>{Бесконечный}<elif:FS>{Бесконечная}<elif:NS>{Бесконечное}<elif:MP>{Бесконечные}<elif:FP>{Бесконечные}<elif:NP>{Бесконечные}","<if:MS>{ de infinidad}<elif:FS>{ de infinidad}<elif:MP>{ de infinidad}<elif:FP>{ de infinidad}","Infinity","無限","","","","","","","","","",""
1963,1,"Kraken","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2824074395,"Kraken","<if:MS>{ du Kraken}<elif:FS>{ du Kraken}<elif:NS>{NONEXISTENT}<elif:MP>{ du Kraken}<elif:FP>{ du Kraken}<elif:NP>{NONEXISTENT}","Kraken-","クラーケンの","크라켄의"," do Kraken","<if:MS>{Чудовищный}<elif:FS>{Чудовищная}<elif:NS>{Чудовищное}<elif:MP>{Чудовищные}<elif:FP>{Чудовищные}<elif:NP>{Чудовищные}","<if:MS>{ de kraken}<elif:FS>{ de kraken}<elif:MP>{ de kraken}<elif:FP>{ de kraken}","Kraken","海怪","","","","","","","","","",""
1964,1,"Loath","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3183749562,"Loath","<if:MS>{ abject}<elif:FS>{ abjecte}<elif:NS>{NONEXISTENT}<elif:MP>{ abjects}<elif:FP>{ abjectes}<elif:NP>{NONEXISTENT}","<if:MS>{Abstoßender }<elif:FS>{Abstoßende }<elif:NS>{Abstoßendes }<elif:MP>{Abstoßende }<elif:FP>{Abstoßende }<elif:NP>{Abstoßende }","嫌悪する","혐오스러운","<if:MS>{ Adverso}<elif:FS>{ Adversa}<elif:NS>{ Adverso}<elif:MP>{ Adversos}<elif:FP>{ Adversas}<elif:NP>{ Adversos}","<if:MS>{Нежелающий}<elif:FS>{Нежелающая}<elif:NS>{Нежелающее}<elif:MP>{Нежелающие}<elif:FP>{Нежелающие}<elif:NP>{Нежелающие}","<if:MS>{ de desprecio}<elif:FS>{ de desprecio}<elif:MP>{ de desprecio}<elif:FP>{ de desprecio}","Loath","惡行","","","","","","","","","",""
1965,1,"Maelstrom","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1449275374,"Maelström","<if:MS>{ du maelström}<elif:FS>{ du maelström}<elif:NS>{NONEXISTENT}<elif:MP>{ du maelström}<elif:FP>{ du maelström}<elif:NP>{NONEXISTENT}","Mahlstrom-","大渦の","마엘스트롬"," do Vórtice","<if:MS>{Крутящий}<elif:FS>{Крутящая}<elif:NS>{Крутящее}<elif:MP>{Крутящие}<elif:FP>{Крутящие}<elif:NP>{Крутящие}","<if:MS>{ de la vorágine}<elif:FS>{ de la vorágine}<elif:MP>{ de la vorágine}<elif:FP>{ de la vorágine}","Maelström","魔暴","","","","","","","","","",""
1966,1,"Mind","[644,3,2,655,625,664,656,645,643,26,21,8,7,1308,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",178328507,"Mind","<if:MS>{ spirituel}<elif:FS>{ spirituelle}<elif:NS>{NONEXISTENT}<elif:MP>{ spirituels}<elif:FP>{ spirituelles}<elif:NP>{NONEXISTENT}","Animus-","精神の","마음의"," da Mente","<if:MS>{Разумный}<elif:FS>{Разумная}<elif:NS>{Разумное}<elif:MP>{Разумные}<elif:FP>{Разумные}<elif:NP>{Разумные}","<if:MS>{ de la mente}<elif:FS>{ de la mente}<elif:MP>{ de la mente}<elif:FP>{ de la mente}","Mind","心靈","","","","","","","","","",""
1967,1,"Miracle","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,655,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2856633478,"Miracle","<if:MS>{ miraculeux}<elif:FS>{ miraculeuse}<elif:NS>{NONEXISTENT}<elif:MP>{ miraculeux}<elif:FP>{ miraculeuses}<elif:NP>{NONEXISTENT}","Wunder-","奇跡の","기적의"," do Milagre","<if:MS>{Чудесный}<elif:FS>{Чудесная}<elif:NS>{Чудесное}<elif:MP>{Чудесные}<elif:FP>{Чудесные}<elif:NP>{Чудесные}","<if:MS>{ de milagro}<elif:FS>{ de milagro}<elif:MP>{ de milagro}<elif:FP>{ de milagro}","Miracle","奇蹟","","","","","","","","","",""
1968,1,"Nemesis","[4,26,0]","[1000,1000,0]",2899267823,"Nemesis","<if:MS>{ rival}<elif:FS>{ rivale}<elif:NS>{NONEXISTENT}<elif:MP>{ rivaux}<elif:FP>{ rivales}<elif:NP>{NONEXISTENT}","Nemesis-","宿敵の","천벌"," do Nêmesis","<if:MS>{Карающий}<elif:FS>{Карающая}<elif:NS>{Карающее}<elif:MP>{Карающие}<elif:FP>{Карающие}<elif:NP>{Карающие}","<if:MS>{ de némesis}<elif:FS>{ de némesis}<elif:MP>{ de némesis}<elif:FP>{ de némesis}","Nemesis","怨懟","","","","","","","","","",""
1969,1,"Nova","[690,0]","[1000,0]",4266704696,"Nova","<if:MS>{ astral}<elif:FS>{ astrale}<elif:NS>{NONEXISTENT}<elif:MP>{ astraux}<elif:FP>{ astrales}<elif:NP>{NONEXISTENT}","Nova-","新しき","초신성의","Nova","<if:MS>{Кольцевой}<elif:FS>{Кольцевая}<elif:NS>{Кольцевое}<elif:MP>{Кольцевые}<elif:FP>{Кольцевые}<elif:NP>{Кольцевые}","<if:MS>{ de nova}<elif:FS>{ de nova}<elif:MP>{ de nova}<elif:FP>{ de nova}","Nova","新星","","","","","","","","","",""
1970,1,"Oblivion","[1194,690,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",4123963858,"Oblivion","<if:MS>{ de l'oubli}<elif:FS>{ de l'oubli}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'oubli}<elif:FP>{ de l'oubli}<elif:NP>{NONEXISTENT}","Vergessens-","忘却の","망각"," do Esquecimento","<if:MS>{Беспамятный}<elif:FS>{Беспамятная}<elif:NS>{Беспамятное}<elif:MP>{Беспамятные}<elif:FP>{Беспамятные}<elif:NP>{Беспамятные}","<if:MS>{ de olvido}<elif:FS>{ de olvido}<elif:MP>{ de olvido}<elif:FP>{ de olvido}","Oblivion","遺忘","","","","","","","","","",""
1971,1,"Onslaught","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2378619577,"Onslaught","<if:MS>{ de l'assaut}<elif:FS>{ de l'assaut}<elif:NS>{NONEXISTENT}<elif:MP>{ de l'assaut}<elif:FP>{ de l'assaut}<elif:NP>{NONEXISTENT}","Ansturm-","猛撃する","맹공","<if:MS>{ Arremetido}<elif:FS>{ Arremetida}<elif:NS>{ Arremetido}<elif:MP>{ Arremetidos}<elif:FP>{ Arremetidas}<elif:NP>{ Arremetidos}","<if:MS>{Штурмовой}<elif:FS>{Штурмовая}<elif:NS>{Штурмовое}<elif:MP>{Штурмовые}<elif:FP>{Штурмовые}<elif:NP>{Штурмовые}","<if:MS>{ de arremetida}<elif:FS>{ de arremetida}<elif:MP>{ de arremetida}<elif:FP>{ de arremetida}","Onslaught","猛攻","","","","","","","","","",""
1972,1,"Pandemonium","[1194,690,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,57,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",3545796880,"Pandemonium","<if:MS>{ pandémoniaque}<elif:FS>{ pandémoniaque}<elif:NS>{NONEXISTENT}<elif:MP>{ pandémoniaques}<elif:FP>{ pandémoniaques}<elif:NP>{NONEXISTENT}","Tumult-","地獄の","혼란 유발의"," do Pandemônio","<if:MS>{Дьявольский}<elif:FS>{Дьявольская}<elif:NS>{Дьявольское}<elif:MP>{Дьявольские}<elif:FP>{Дьявольские}<elif:NP>{Дьявольские}","<if:MS>{ de pandemonio}<elif:FS>{ de pandemonio}<elif:MP>{ de pandemonio}<elif:FP>{ de pandemonio}","Pandemonium","魔域","","","","","","","","","",""
1973,1,"Paradox","[690,0]","[1000,0]",2084823266,"Paradox","<if:MS>{ du paradoxe}<elif:FS>{ du paradoxe}<elif:NS>{NONEXISTENT}<elif:MP>{ du paradoxe}<elif:FP>{ du paradoxe}<elif:NP>{NONEXISTENT}","Paradox-","矛盾する","역설의","Paradóxo","<if:MS>{Парадоксальный}<elif:FS>{Парадоксальная}<elif:NS>{Парадоксальное}<elif:MP>{Парадоксальные}<elif:FP>{Парадоксальные}<elif:NP>{Парадоксальные}","<if:MS>{ de paradoja}<elif:FS>{ de paradoja}<elif:MP>{ de paradoja}<elif:FP>{ de paradoja}","Paradox","矛盾","","","","","","","","","",""
1974,1,"Phoenix","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",556520558,"Phoenix","<if:MS>{ du phénix}<elif:FS>{ du phénix}<elif:NS>{NONEXISTENT}<elif:MP>{ du phénix}<elif:FP>{ du phénix}<elif:NP>{NONEXISTENT}","Phönix-","不死鳥の","불사조"," da Fênix","<if:MS>{Фениксовый}<elif:FS>{Фениксовая}<elif:NS>{Фениксовое}<elif:MP>{Фениксовые}<elif:FP>{Фениксовые}<elif:NP>{Фениксовые}","<if:MS>{ de fénix}<elif:FS>{ de fénix}<elif:MP>{ de fénix}<elif:FP>{ de fénix}","Phoenix","鳳鳴","","","","","","","","","",""
1975,1,"Plague","[1194,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2742301397,"Plague","<if:MS>{ pestiféré}<elif:FS>{ pestiférée}<elif:NS>{NONEXISTENT}<elif:MP>{ pestiférés}<elif:FP>{ pestiférées}<elif:NP>{NONEXISTENT}","Seuchen-","災いを生む","역병","da Infestação","<if:MS>{Чумной}<elif:FS>{Чумная}<elif:NS>{Чумное}<elif:MP>{Чумные}<elif:FP>{Чумные}<elif:NP>{Чумные}","<if:MS>{ de plaga}<elif:FS>{ de plaga}<elif:MP>{ de plaga}<elif:FP>{ de plaga}","Plague","疫源","","","","","","","","","",""
1976,1,"Rage","[80,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2820917600,"Rage","<if:MS>{ enragé}<elif:FS>{ enragée}<elif:NS>{NONEXISTENT}<elif:MP>{ enragés}<elif:FP>{ enragées}<elif:NP>{NONEXISTENT}","Zornes-","激怒する","격노"," da Gana","<if:MS>{Яростный}<elif:FS>{Яростная}<elif:NS>{Яростное}<elif:MP>{Яростные}<elif:FP>{Яростные}<elif:NP>{Яростные}","<if:MS>{ de furia}<elif:FS>{ de furia}<elif:MP>{ de furia}<elif:FP>{ de furia}","Rage","怒火","","","","","","","","","",""
1977,1,"Rapture","[1194,690,134,679,644,3,2,655,625,664,656,645,643,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1760342659,"Rapture","<if:MS>{ du ravissement}<elif:FS>{ du ravissement}<elif:NS>{NONEXISTENT}<elif:MP>{ du ravissement}<elif:FP>{ du ravissement}<elif:NP>{NONEXISTENT}","Entrückungs-","狂喜の","휴거"," do Arrebatamento","<if:MS>{Восторженный}<elif:FS>{Восторженная}<elif:NS>{Восторженное}<elif:MP>{Восторженные}<elif:FP>{Восторженные}<elif:NP>{Восторженные}","<if:MS>{ de arrebato}<elif:FS>{ de arrebato}<elif:MP>{ de arrebato}<elif:FP>{ de arrebato}","Rapture","狂喜","","","","","","","","","",""
