"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
455,"ColdMasterySupport","",5756,"Supports [Cold] skills, granting them an additional level.","","[16,1]","",3,[],[],"","",[],-1
456,"LightningMasterySupport","",5757,"Supports [Lightning] skills, granting them an additional level.","","[16,2]","",3,[],[],"","",[],-1
457,"ChaosMasterySupport","",5758,"Supports [Chaos] skills, granting them an additional level.","","[16,3]","",3,[],[],"","",[],-1
458,"PhysicalMasterySupport","",5759,"Supports [Physical] skills, granting them an additional level.","","[16,30]","",3,[],[],"","",[],-1
459,"MinionMasterySupport","",5760,"Supports [Minion] skills, granting them an additional level.","","[16,8]","",3,[],[],"","",[],-1
460,"ShockchainArrow","",323,"","","[10,24,13,14,5,2,18,52]","",3,[],[],"","",[],-1
461,"VaultingImpact","",324,"","","[10,11,24,13,14,7,35,31]","",3,[],[],"","",[],-1
462,"StormWave","",325,"","","[10,11,24,13,14,7,2]","",3,[],[],"","",[],-1
463,"MantraOfDestruction","",326,"","","[10,11,24,48,3,15,57]","",3,[],[],"","",[],-1
464,"SwiftAfflictionSupport","",507,"Supports any skill that deals damage, causing it to deal more damage over time but have a shorter duration.","","[16,15]","",3,[],[],"","",[],-1
465,"IntenseAgonySupport","",508,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] damage over time, causing them to have a shorter duration but deal substantially more damage over time with [Debuff|Debuffs] inflicted against enemies on full life.","","[16,4,15]","",3,[],[],"","",[],-1
466,"DrainedAilmentSupport","",509,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] damage over time, causing them to consume [Ailments] on enemies it applies damage over time [Debuff|Debuffs] to in order to deal substantially more damage over time.","","[16,4]","",3,[],[],"","",[],-1
467,"ChaoticFreezeSupport","",510,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] [Chaos] damage over time. Enemies taking damage over time from [Debuff|Debuffs] caused by supported skills will suffer [Freeze] build up from [Chaos] damage [HitDamage|Hits] from any source. Does not Support Skills used by [Minion|Minions].","","[16,4,3]","",3,[],[],"","",[],-1
468,"HinderSupport","",511,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] [Chaos] damage over time, causing damage over time they inflict to also [Hinder] enemies. Does not Support Skills used by [Minion|Minions].","","[16,4,3]","",3,[],[],"","",[],-1
469,"FusilladeSupport","",512,"[DNT-UNUSED] Supports [Bow] [Attack|Attacks] you use yourself. Supported [Attack|Attacks] fire multiple projectiles into the air, ","","[6,16,13,5]","",3,[],[],"","",[],-1
470,"ComboFinisherSupport","",513,"Supports [Melee|Melee] [Attack|Attacks] you use yourself. Supported Skills cannot be used until enough [Combo|Combo] has been built up, but deal massively more damage. Cannot support skills which already [Combo|Combo], or [Trigger|Triggered] Skills.","","[16,13,7,32,57]","",3,[],[],"","",[],-1
471,"EncumberanceSupport","",514,"Supports any skill, causing inflicted [Slow|Slows] to be more powerful.","","[16,4]","",3,[],[],"","",[],-1
472,"PrecisionSupport","",515,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased [Accuracy|Accuracy] while the Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
473,"ClaritySupport","",516,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased Mana Regeneration while the Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
474,"VitalitySupport","",517,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain Life Regeneration while the Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
475,"HerbalismSupport","",518,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased Life recovery from [Flask|Flasks] while the Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
476,"CannibalismSupport","",519,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to recover Life on kill while the Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
477,"CorpsewadeCorpseCloud","",5767,"","","[24,4,14,0,3,15]","",3,[],[],"","",[],-1
478,"SoulbreakerSupport","",520,"Supports skills you use yourself, causing them to trigger a [Chaos|Chaos] Damage nova when breaking Enemy [EnergyShield|Energy Shield].","","[16,24,14,3]","",3,[],[5769],"","",[],-1
479,"RuptureSupport","",521,"Supports skills that [HitDamage|Hit] Enemies. Supported skills [Aggravate|Aggravate] [Bleeding|Bleeding] on [HitDamage|Hitting] [HeavyStun|Heavily Stunned] Enemies.","","[16,30]","",3,[],[],"","",[],-1
480,"CullingStrikeSupport","",522,"Supports [Attack|Attack] Skills, causing them to [CullingStrike|Cull] [Rarity|Rare and Unique] Enemies on [HitDamage|Hit].","","[16,13]","",3,[],[],"","",[],-1
481,"SpellCascadeSupport","",523,"Supports [Spell|Spells] that affect an area around you or a target location, causing those [Spell|Spells] to also target additional areas on either side of the target area, along a randomly chosen axis. Cannot support [Channelling] skills or [Remote] skills.","",[16],"",3,[],[],"","",[],-1
482,"ArmourBreakSupport","",524,"Supports Skills that [HitDamage|Hit] Enemies, causing those [HitDamage|Hits] to [ArmourBreak|Break Armour] based on a portion of [Physical|Physical Damage] dealt.","","[16,30]","",3,[],[],"","",[],-1
483,"FarCombatSupport","",525,"Supports [Attack|Attacks], causing them to deal more damage from farther away.","","[16,13]","",3,[],[],"","",[],-1
484,"DazingSupport","",526,"Supports [Attack|Attacks], causing them to build up [Daze|Daze] based on a portion of [Physical|Physical] Damage dealt.","","[16,13,30]","",3,[],[],"","",[],-1
485,"DazedBreakSupport","",527,"Supports [Attack|Attacks], causing them to [Daze|Daze] Enemies when they fully [ArmourBreak|Break Armour].","","[16,13]","",3,[],[],"","",[],-1
486,"DazingCrySupport","",528,"Supports [Warcry|Warcries], causing them to [Daze|Daze] Enemies on use.","","[16,26]","",3,[],[],"","",[],-1
487,"CursedGroundSupport","",529,"Supports [Curse] Skills. Supported [Curse] Skills no longer have an activation delay, instead creating areas which [Curse] Enemies so long as they are within them.","",[16],"",3,[],[],"","",[],-1
488,"WeaponElementalDamageSupport","",530,"Supports [Attack|Attacks] that use a weapon, causing them to deal more weapon [ElementalDamage|Elemental damage].","","[16,13]","",3,[],[],"","",[],-1
489,"CooldownReductionSupport","",531,"Supports skills with Cooldowns, increasing the rate at which those [CooldownRecovery|Cooldowns Recover].","",[16],"",3,[],[],"","",[],-1
490,"AscendancyElementalExpression","",5775,"","","[24,4,14,5,25,2,1,0,18]","",3,[],[],"","",[],-1
491,"IceShot","",5777,"","","[10,24,13,5,1]","",3,[],[],"","",[],-1
492,"WarBanner","",335,"","","[9,10,24,34,48,49,14,12,15]","",3,[],[328],1,1,"[1,0]",-1
493,"DefianceBanner","",336,"","","[9,10,24,34,48,49,14,12,15]","",3,[],[329],1,1,"[1,0]",-1
494,"DreadBanner","",337,"","","[9,10,24,34,48,49,14,12,15]","",3,[],[330],1,1,"[1,0]",-1
495,"FreezingMark","",5778,"","","[10,11,24,4,13,14,36,1,15,33]","",3,[],[5779],"","",[],1
496,"VoltaicMark","",5780,"","","[10,24,4,13,14,36,2,15,33]","",3,[],[5781],"","",[],-1
497,"AscendancyUnboundAvatar","",5782,"","","[24,48,2,1,0,15,57]","",3,[],[],"","",[],-1
498,"HandOfChayula","",331,"","","[10,11,24,13,14,7,32,3,42]","",3,[],[332],"",1,[],-1
499,"FreezingWord","",333,"","","[24,13,14,1,33]","",3,[],[334],"","",[],-1
500,"AscendancySummonInfernalHound","",133,"","","[24,8,58,49,0]","",3,[],[],"","",[],-1
501,"AscendancyEncasedInJade","",5789,"","","[24,4,48,30,15]","",3,[],[],"","",[],-1
502,"TemporalRift","",5784,"","","[24,4,48,49]","",3,[],[],1,"",[],-1
503,"TimeFreeze","",5785,"","","[24,4,14,15]","",3,[],[],"","",[],-1
504,"TimeSnap","",5783,"","","[24,4]","",3,[],[],"","",[],-1
505,"DemonForm","",5787,"","","[24,44,48,49]","",3,[],[],1,"",[],-1
506,"SorceryWard","",5744,"","","[24,4,48,49,2,1,0]","",3,[],[],1,"",[],-1
507,"TimeOfNeed","",338,"","","[9,24,48,49,15]","",3,[],[],1,"",[],-1
508,"ElementalInvocation","",245,"","","[10,11,24,48,49,25,2,1,0,42]","",3,[],"[246,706]",1,1,[],-1
509,"Attrition","",339,"","","[9,10,24,48,49]","",3,[],[],1,"",[],-1
510,"ElementalConflux","",340,"","","[11,24,48,49,2,1,0,15]","",3,[],[],1,"",[],-1
511,"IntoTheBreach","",5791,"","","[24,48,49,55]","",3,[],[],1,"",[],-1
512,"AncestralSpriits","",5790,"","","[24,8,25,15]","",3,[],[],"","",[],-1
513,"RitualSacrifice","",5875,"","","[24,48,15]","",3,[],[],"","",[],-1
514,"EmergencyReload","",341,"","","[9,10,24,48,15]","",3,[],[],"","",[],-1
515,"BloodFountainSupport","",532,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Blood, creating an [Aura] which grants Life regeneration.","","[16,19]","",3,[],[],"","",[],-1
516,"ManaFountainSupport","",533,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Mana, creating an [Aura] which grants Mana regeneration.","","[16,19]","",3,[],[],"","",[],-1
517,"RageFountainSupport","",534,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Rage, creating an [Aura] which grants [Rage] over time, as well as preventing [Rage] loss.","","[16,19]","",3,[],[],"","",[],-1
518,"AftershockChanceSupport","",544,"Supports [Slam|Slams] you use yourself, giving them a chance to create an [Aftershock].","","[16,13,7,35]","",3,[],[],"","",[],-1
519,"ClusterGrenade","",342,"","","[9,10,24,13,14,5,53,0]","",3,[],[343],"","",[],-1
520,"LightningCloneRetaliation","",345,"","","[24,4,5]","",3,[],[],"","",[],-1
521,"TornadoShot","",346,"","","[10,24,13,14,5,30,15]","",3,[],[],"","",[],-1
522,"BlinkSandPlayer","",348,"","","[24,4,31]","",3,[],[],"",1,[],-1
523,"ChargeInfusion","",349,"","","[10,11,24,48,49]","",3,[],[],1,"",[],-1
524,"HolyDescentSupport","",535,"Supports Skills that leap into the air, causing them to create [ConsecratedGround|Consecrated Ground] when you land","","[16,14,15]","",3,[],[],"","",[],-1
525,"BurningRunesSupport","",536,"Supports any Skill which creates [RunicInscription|Runic Inscriptions] when Cast, causing those [RunicInscription|Runic Inscriptions] to trigger Burning Inscription when they expire. Burning Inscription is a [Spell] which creates [IgnitedGround|Ignited Ground] based off of your Maximum Mana.","Burning Inscription","[16,24,14,25,0]","",3,[],[358],"","",[],-1
526,"ShardScavenger","",350,"","","[9,10,24,48,49,30,2,1,0]","",3,[],[],1,"",[],-1
527,"DoubleBarrelSupport","",537,"Supports [Crossbow] [Ammunition] Skills, causing them to load an extra bolt at the cost of reload speed.","",[16],"",3,[],[],"","",[],-1
528,"AutoReloadSupport","",538,"Supports [Crossbow] [Ammunition] Skills, causing them to automatically reload when they [HeavyStun|Heavy Stun] an enemy.","",[16],"",3,[],[],"","",[],-1
529,"AmmoConservationSupport","",539,"Supports [Crossbow] [Ammunition] Skills, granting a chance to not consume a Bolt when firing.","",[16],"",3,[],[],"","",[],-1
530,"NimbleReloadSupport","",540,"Supports [Crossbow] [Ammunition] Skills, causing them to Reload bolts significantly faster.","",[16],"",3,[],[],"","",[],-1
531,"FreshClipSupport","",541,"Supports [Crossbow] Skills, granting them more damage for each bolt reloaded by that Skill in the last 6 seconds.","",[16],"",3,[],[],"","",[],-1
532,"SacrificialLambSupport","",542,"Supports skills which create [Minion|Minions], causing your skills which can target [Minion|Minions] to prioritise targeting [Minion|Minions] from the Supported Skill.","","[16,8]","",3,[],[],"","",[],-1
533,"OverwhelmingPresence","",351,"","","[9,24,48,49,12]","",3,[],[],1,"",[],-1
534,"AlchemistsBoon","",352,"","","[10,24,48,49,12]","",3,[],[],1,"",[],-1
535,"ReapersInvocation","",354,"","","[10,11,24,48,49,25,42]","",3,[],"[355,706]",1,1,[],-1
536,"Sacrifice","",356,"","","[11,24,8,48,49]","",3,[],[],1,"",[],-1
537,"Archmage","",357,"","","[11,24,48,49,2]","",3,[],[],1,"",[],-1
538,"MagneticSalvo","",359,"","","[10,24,13,14,5,2]","",3,[],[],"","",[],-1
539,"FreezingSalvo","",360,"","","[10,24,13,14,5,1,56]","",3,[],[],"","",[],-1
540,"TriggeredGasCloud","",361,"","","[24,14,15]","",3,[],[],"","",[],-1
541,"TriggeredDetonation","",362,"","","[24,14]","",3,[],[],"","",[],-1
542,"Berserk","",363,"","","[9,24,48,49]","",3,[],[],1,"",[],-1
543,"HeraldOfPlague","",364,"","","[10,24,48,49,3,29]","",3,[],[],1,"",[],-1
544,"HeraldOfBlood","",365,"","","[48,9,10,24,13,49,14,30,29,52]","",3,[],[],1,"",[],-1
545,"WitheringPresence","",366,"","","[11,24,48,49,12,3,15]","",3,[],[],1,"",[],-1
546,"CombatFrenzy","",367,"","","[10,24,48,49]","",3,[],[],1,"",[],-1
547,"CastOnBlock","",368,"","","[48,9,11,24,49,25,42]","",3,[],"[369,706]",1,1,[],-1
548,"GatheringStorm","",370,"","","[10,11,24,13,14,7,2,15,28,31]","",3,[],[],"","",[],-1
549,"UpheavalSupport","",543,"Supports [Melee] [Attack|Attacks] which create fissures in the ground, causing them to create additional fissures at the cost of damage and attack speed.","","[16,13,7]","",3,[],[],"","",[],-1
550,"GroundEffectDurationSupport","",545,"Supports Skills that create Ground Surfaces, causing those surfaces to last longer.","","[16,15]","",3,[],[],"","",[],-1
551,"TerrainChainSupport","",546,"Supports any Skill which creates [Projectile|Projectiles], giving those [Projectile|Projectiles] a chance to [Chain] when impacting terrain.","","[16,5]","",3,[],[],"","",[],-1
552,"TotemPlacementSpeedSupport","",547,"Supports Skills which place [Totem|Totems], causing those skills to place [Totem|Totems] much more quickly.","","[16,19]","",3,[],[],"","",[],-1
553,"LongFuseSupport","",548,"Supports Skills which fire [Grenade|Grenades], causing those [Grenade|Grenades] to have much higher [DetonationTime|Detonation Time] and damage.","","[16,53]","",3,[],[],"","",[],-1
554,"PayloadSupport","",549,"Supports Skills which fire [Grenade|Grenades], giving fired [Grenade|Grenades] a chance to activate again, but lengthening their cooldowns.","","[16,53]","",3,[],[],"","",[],-1
555,"StripAwaySupport","",550,"Supports Skills which apply [Exposure] to Enemies, increasing the effect of applied [Exposure].","","[16,4]","",3,[],[],"","",[],-1
556,"IronwoodSupport","",551,"Supports Skills which create [Totem|Totems]. [Totem|Totems] created by Supported Skills have additional [ElementalDamage|Elemental] [Resistances].","","[16,19]","",3,[],[],"","",[],-1
557,"ConsideredCastingSupport","",552,"Supports [Spell] Skills that [HitDamage|Hit] Enemies and you cast yourself, boosting Damage at the cost of Cast Speed.","","[16,4]","",3,[],[],"","",[],-1
558,"WildshardsSupport","",553,"Supports [Spell] Skills that fire [Projectile|Projectiles]. Supported Skills have a chance to fire many additional [Projectile|Projectiles] in a circle.","","[16,4,5]","",3,[],[],"","",[],-1
559,"IcicleSupport","",554,"Supports any Skill which creates [IceCrystals|Ice Crystals], causing them to be created with lower Life.","",[16],"",3,[],[],"","",[],-1
560,"GlacierSupport","",555,"Supports any Skill which creates [IceCrystals|Ice Crystals], causing them to be created with higher Life.","",[16],"",3,[],[],"","",[],-1
561,"HeftSupport","",556,"Supports Skills which deal Damage, increasing the maximum [Physical] Damage of their [HitDamage|Hits].","","[16,30]","",3,[],[],"","",[],-1
562,"TempestuousTempoSupport","",557,"Supports Skills which deal Damage, raising [ElementalDamage|Elemental Damage] dealt for each Skill used [Recently] of a different [ElementalDamage|Elemental] type. Cannot support [Minion] Skills.","",[16],"",3,[],[],"","",[],-1
563,"ExtractionSupport","",558,"Supports [Spell] Skills which cause [HitDamage|Damaging Hits]. Using supported [Spell|Spells] will cause you to [Sacrifice] a portion of your Life on use, gaining extra [Chaos] Damage in exchange. Does not support [Persistent] Skills, [Minion] Skills, or [Trigger|Triggered] Skills.","","[16,4]","",3,[],[],"","",[],-1
564,"AstralProjectionSupport","",559,"Supports [Nova] Skills, causing those Skills to take place at the targeted location when used instead of around you.","",[16],"",3,[],[],"","",[],-1
565,"PracticedComboSupport","",560,"Supports [Strike] Skills. Supported Skills have a chance to build additional [Combo] on [HitDamage|Hit]. Cannot support Skills used by [Minion|Minions].","","[16,13,7,32]","",3,[],[],"","",[],-1
566,"LeverageSupport","",561,"Supports Skills which [HitDamage|Hit] Enemies. Supported Skills gain increased [Critical|chance to Critically Hit] against [Immobilised] Enemies.","",[16],"",3,[],[],"","",[],-1
567,"CulminationSupport","",562,"Supports [Melee] [Attack] Skills. Supported Skills gain [Combo] when you successfully [Strike] Enemies with other [Melee] [Attack|Attacks]. Supported Skills reset their [Combo] on use, dealing more Damage the higher [Combo] you had on use. Cannot support skills which already gain [Combo]. Cannot Support Skills used by [Minion|Minions].","","[16,13,7,57]","",3,[],[],"","",[],-1
568,"PotentialSupport","",563,"Supports Skills that you use yourself. Supported Skills will consume a [Charges|Power Charge] on use if possible, and will be much more likely to [Critical|Critically Hit] if they do. Supported Skills cannot generate [Charges|Power Charges].","",[16],"",3,[],[],"","",[],-1
569,"ExpanseSupport","",564,"Supports any Skill that you use yourself, granting it significantly higher Area of Effect but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","","[16,14]","",3,[],[],"","",[],-1
570,"ExciseSupport","",565,"Supports any damaging Skill that you use yourself, granting it significantly higher chance to [Critical|Critically Hit], but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
571,"ExecrateSupport","",566,"Supports any damaging Skill that you use yourself, granting it significantly higher chance to inflict [Ailments] on hit, but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
572,"EnergyRetentionSupport","",567,"Supports [Meta] Skills. Supported Skills gain a chance to partially Refund a portion of [Energy] cost when [Trigger|Triggering] or [Invoke|Invoking] other Skills.","","[16,25]","",3,[],[],"","",[],-1
573,"FerocitySupport","",568,"Supports Skills that you use yourself. Supported Skills will consume a [Charges|Frenzy Charge] on use if possible, and will gain significant [SkillSpeed|Skill Speed] if they do. Supported Skills cannot generate [Charges|Frenzy Charges].","",[16],"",3,[],[],"","",[],-1
574,"AblationSupport","",569,"Supports [Offering] Skills. Supported Skills [Sacrifice] a portion of your life on use, but deal much more damage and have more powerful [Buff|Buffs] in return.","",[16],"",3,[],[],"","",[],-1
575,"DanseMacabreSupport","",570,"Supports [Offering] Skills. Supported Skills have increased [Buff] effect and deal more damage, but will target an additional skeletal [Minion] when cast. If there is not an additional skeletal [Minion] to target, no damage or [Buff] effect will be granted.","",[16],"",3,[],[],"","",[],-1
576,"CapacitorSupport","",571,"Supports Invocation Skills which [Trigger] other Skills. Supported Skills have significantly higher Maximum [Energy].","",[16],"",3,[],[],"","",[],-1
577,"ImpetusSupport","",572,"Supports [Meta] Skills. Supported Skills generate [Energy] significantly faster.","",[16],"",3,[],[],"","",[],-1
578,"DissipateSupport","",573,"Supports Skills which create [Remnant|Remnants]. Created [Remnant|Remnants] are more powerful, but vanish quickly.","","[16,55]","",3,[],[],"","",[],-1
579,"FlukeSupport","",574,"Supports Skills which [Trigger] other Skills. Skills [Trigger|Triggered] by Supported Skills have their Damage randomly raised or lowered when [Trigger|Triggered], as well as recovering a random amount of their cost when [Trigger|Triggered].","","[16,25]","",3,[],[],"","",[],-1
580,"ZenithSupport","",575,"Supports [Spell] Skills. Supported Skills deal more damage while you are above 90% of your Maximum Mana. Does not Support Skills used by [Minion|Minions].","","[16,4]","",3,[],[],"","",[],-1
581,"BiddingSupport","",576,"Supports [Minion] Skills. Supported [Minion|Minions] deal significantly more damage with their Command Skills.","","[16,54,8]","",3,[],[],"","",[],-1
582,"CommandmentSupport","",577,"Supports [Minion|Minions] which have [Command] Skills. Supported [Minion|Minions] have massively increased cooldown recovery speed for [Command] Skills they use, but deal no damage with non-[Command] Skills.","","[16,54,8]","",3,[],[],"","",[],-1
583,"FlowSupport","",578,"Supports Skills which require [Combo] to use. Supported Skills lose their [Combo] stacks after a longer delay spent not gaining any [Combo].","",[16],"",3,[],[],"","",[],-1
584,"AdhereSupport","",579,"Supports [Grenade] Skills. [Grenade|Grenades] from Supported Skills do not bounce, instead halting movement where they intially land, but doing lower damage when they detonate.","","[16,53]","",3,[],[],"","",[],-1
585,"RetaliateSupport","",580,"Supports [Melee] [Attack] Skills you use yourself. Supported Skills gain much more damage the closer you are to being [HeavyStunPlayer|Heavily Stunned].","","[16,13,7]","",3,[],[],"","",[],-1
586,"TremorsSupport","",581,"Supports [Slam] Skills you use yourself. Supported Skills gain multiple independent chances to cause [Aftershock|Aftershocks], but deal less Damage.","","[16,13,7,35]","",3,[],[],"","",[],-1
587,"SalvoSupport","",582,"Supports [Attack] Skills you use yourself which fire [Projectile|Projectiles]. Supported Skills accumulate Seals over time, and consume them when used. For each Seal consumed, the [Attack] will fire additional [Projectile|Projectiles]. [Projectile|Projectiles] from Supported Skills are fired in random directions. Cannot Support Skills which require [Combo], have a Cooldown or already gain Seals.","","[16,13,5]","",3,[],[],"","",[],-1
588,"CadenceSupport","",583,"Supports [Attack|Attacks] you use yourself. Supported Skills gain more [Attack] speed each time you use them, but will become unusable if used too frequently in a short time frame.","","[16,13]","",3,[],[],"","",[],-1
589,"VoltSupport","",584,"Supports [Projectile] [Attack] Skills you use yourself. Supported Skills gain Voltaic Charge as you move, up to a maximum. When used, Supported Skills expend that Charge to gain extra [Lightning] Damage and [Chain].","","[16,13,5,2,18]","",3,[],[],"","",[],-1
590,"BoneShrapnelSupport","",585,"Supports Skills which [HitDamage|Hit] Enemies. Supported Skills trigger Bone Shrapnel explosions when killing [Pinned] Enemies.","Bone Shrapnel Explosion","[16,24,14,25,30]","",3,[],[704],"","",[],-1
591,"AlignmentSupport","",586,"Supports [Bow] [Attack|Attacks]. Supported Skills indicate one of four directions, changing indicated direction when an [Attack] with Supported Skill matches that direction. [Attack|Attacks] from Supported Skills which match the indicated direction deal much more Damage. Cannot Support [Channelling|Channelled] Skills.","","[16,13,5]","",3,[],[],"","",[],-1
592,"DerangeSupport","",587,"Supports Skills which you use yourself which can deal damage. Supported Skills gain an [EnergyShield|Energy Shield] cost equal to your [Intelligence], while also dealing more non-[DamagingAilments|Ailment] Damage over time based off of your [Intelligence]. Cannot support [Channelling] Skills.","",[16],"",3,[],[],"","",[],-1
593,"LingeringPresenceSupport","",588,"Supports Skills which apply to [Allies] or Enemies within your [Presence], causing effects applied in your [Presence] to linger.","",[16],"",3,[],[],"","",[],-1
594,"ChargedShotsSupport","",589,"Supports [Bow] [Attack|Attacks]. Every third shot with Supported Skills restores a portion of it's Mana cost and [Gain|Gains] Damage as extra [Lightning] Damage.","","[16,13,5]","",3,[],[],"","",[],-1
595,"ProfanitySupport","",590,"Supports Skills you use yourself. Supported Skills consume a [Corpse] on use, dealing more [Chaos] Damage if they do. Cannot support [Trigger|Triggered] Skills or [Reservation] Skills.","","[16,3]","",3,[],[],"","",[],-1
596,"BurgeonSupport","",591,"Supports [Channelling] Skills you use yourself, causing them to deal more damage the longer they have been [Channelling|Channelled].","","[16,28]","",3,[],[],"","",[],-1
597,"SteadfastSupport","",592,"Supports [Channelling] Skills you use yourself, granting you increased [AilmentThreshold|Ailment Threshold] while [Channelling] them.","","[16,28]","",3,[],[],"","",[],-1
598,"FlamepierceSupport","",593,"Supports Skills which can fire [Projectile|Projectiles]. Initial [Projectile|Projectile] created by Supported Skills will always [Pierce] [Ignite|Ignited] Enemies, but Supported Skills cannot inflict [Ignite] themselves.","","[16,5,0]","",3,[],[],"","",[],-1
599,"FreezeForkSupport","",594,"Supports Skills which can fire [Projectile|Projectiles]. [Projectile|Projectiles] from Supported Skills always [Fork] when the initial [Projectile] [HitDamage|Hits] [Frozen] Enemies, but Supported Skills cannot build up [Freeze] themselves.","","[16,5,1]","",3,[],[],"","",[],-1
600,"StormchainSupport","",595,"Supports [Projectile] Skills and Skills which can [Chain]. Supported Skills always [Chain] when initially [HitDamage|Hitting] a [Shock|Shocked] Enemy, but cannot themselves inflict [Shock]. Does not support Skills which cannot [Chain].","","[16,5,2,18]","",3,[],[],"","",[],-1
601,"VerglasSupport","",596,"Supports Skills you use yourself which can [HitDamage|Hit] Enemies. Supported Skills [Gain] a percentage of their Damage as [Cold] Damage when you destroy [IceCrystals|Ice Crystals].","","[16,1]","",3,[],[],"","",[],-1
602,"EmbitterSupport","",597,"Supports Skills which can Damage Enemies with [HitDamage|Hits], causing all sources of Damage [Gain|Gained] to instead be treated as Damage [Gain|Gained] as extra [Cold] for Supported Skills.","","[16,1]","",3,[],[],"","",[],-1
603,"BattershoutSupport","",598,"Supports [Warcry] Skills. Supported Skills [Consume] [ArmourBreak|Fully Broken Armour] to trigger [Physical] Damage explosions on Enemies within their range but cannot themselves [ArmourBreak|Break Armour]. ","","[16,24,26,14,25,30,52]","",3,[],[599],"","",[],-1
604,"NadirSupport","",600,"Supports Skills which gain Stages or Seals. Supported Skills have lower Maximum Stage or Seal count, but have a Minimum Stage or Seal count they cannot fall below.","","[16,56]","",3,[],[],"","",[],-1
605,"AbidingHexSupport","",601,"Supports [Curse] Skills you cast yourself. Supported Skills will consume [Charges|Power Charges] on use, gaining significant [Curse] duration if they do.","","[16,17]","",3,[],[],"","",[],-1
606,"RustedSpikesSupport","",602,"Supports Skills which deal Damage with [HitDamage|Hits]. When Supported Skills [Pinned|Pin] an Enemy, they also [Aggravate] [Bleeding] on that Enemy.","",[16],"",3,[],[],"","",[],-1
607,"CrazedMinionsSupport","",603,"Supports [Minion] Skills which summon [Reviving] [Minion|Minions]. Supported [Minion|Minions] deal significantly more Damage if they have [Reviving|Revived] [Recently].","","[16,8,49]","",3,[],[],"","",[],-1
608,"SpectralVolleySupport","",604,"Supports [Bow] or [Spear] [Projectile] [Attack|Attacks] you use yourself. Supported Skills deal lower damage initially, but generate Spectral Projectiles, which deal more damage when they fire. Spectral Projectiles linger and will fire a short duration after no new Spectral Projectiles have been created. Cannot support [Channelling] Skills, Leaping skills, or skills which rain [Projectile|Projectiles] from above.","","[16,13,5]","",3,[],[],"","",[],-1
609,"RallySupport","",605,"Supports [Slam] or [Strike] Skills. Supported Skills [Consume] all [Charges|Endurance Charge] on use, causing you to restore a percentage of your maximum Life for each [Charges|Charge] [Consume|Consumed].","","[16,13,7,32,35]","",3,[],[],"","",[],-1
610,"HoarfrostSupport","",606,"Supports Skills which create [IceCrystals|Ice Crystals]. Supported Skills create chilling areas which deal [Cold] Damage over time instead of creating [IceCrystals|Ice Crystals].","","[16,24,4,14,1,15]","",3,[],[387],"","",[],-1
611,"Icewalker","",353,"","","[10,11,24,48,49]","",3,[],[],1,"",[],-1
612,"DeathmarchSupport","",607,"Supports Skills which create [Persistent] [Minion|Minions]. Supported [Minion|Minions] will restore Life to nearby [Allies|Allied] [Minion|Minions] on death, as well as removing [Ailments] from those [Minion|Minions].","","[16,8,49]","",3,[],[],"","",[],-1
613,"FrosthungerSupport","",608,"[DNT-UNUSED] Supports Skills which cause Damaging [HitDamage|Hits]. Supported Skills reduce [Freeze|Freeze Buildup] on targets they hit instead of building it up, substantially debuffing the target after consuming enough [Freeze|Freeze Buildup].","",[16],"",3,[],[],"","",[],-1
614,"AcrimonySupport","",609,"Supports Skills which can Damage Enemies. Enemies affected by Damage over time from Supported Skills which was not caused by a [DamagingAilments|Damaging Ailment] have reduced Life regeneration rate. Only the strongest instance of this [Debuff] will apply. Does not Support Skills used by [Minion|Minions].","",[16],"",3,[],[],"","",[],-1
615,"ConcoctSupport","",610,"Supports Skills you use yourself which Damage enemies with [HitDamage|Hits]. Supported Skills consume a percentage of your maximum Life [Flask] charges, inflicting more powerful [Bleeding] based on Life [Flask] charges consumed.","",[16],"",3,[],[],"","",[],-1
