"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
3292,"EASHeistThugTrapperDetonateBomb","",[],[],[],1,0.055,0,[],""
3293,"EASHeistScienceUnarmedGasTime","","[6905,6906,6907]",[],[],1,0.055,0,[],""
3294,"EAAHeistRobotStormcallerSlam","",[1113],[],[],1,0.055,0,[],""
3295,"EASHeistScienceRedCanisterCarpetBomb","",[],[],[],1,0.055,0,[],""
3296,"EASHeistRobotDroneDashBack","","[6906,6907]",[],[],1,0.055,0,[],""
3297,"EASHeistRobotDroneDashLeft","","[6906,6907]",[],[],1,0.055,0,[],""
3298,"EASHeistRobotDroneDashRight","","[6906,6907]",[],[],1,0.055,0,[],""
3299,"EASHeistRobotPyreBeamSweep","","[6906,6907]",[],[],1,0.055,0,[],""
3300,"EASHeistRobotAutomatonTripleShot","",[],[649],[-50],1,0.055,0,[],""
3301,"EASHeistRobotSkitterbotEmerge","",[],[],[],1,0.055,0,[],""
3302,"EASHeistUndeadAtFormationMarker","",[],[],[],1,0.055,0,[],""
3303,"EASSwampBehemothBarrage","",[],[],[],1,0.055,0,[],""
3304,"EASSwampBehemothBackup","","[6906,6907]",[],[],1,0.055,0,[],""
3305,"EASFungusBehemothBackup","",[],[],[],1,0.055,0,[],""
3306,"EASSwampBehemothTreeThrow","","[6906,6907]",[],[],1,0.055,0,[],""
3307,"EASTrialMasterBossElementalMortar","",[],[],[],1,0.055,0,[],""
3308,"EAATrialMasterSummonSpear","",[11881],[1228],[50],1,0.055,0,[],""
3309,"EAAExpeditionVoranaCyclone","","[6906,6907,1113]",[1228],[40],1,0.055,0,[],""
3310,"EAAEssenceHorrorReaperCyclone","","[6906,6907,1113]",[17524],[40],1,0.055,0,[],""
3311,"EAAExpeditionVoranaDualStrike","",[1113],[1228],[50],1,0.055,0,[],""
3312,"EAAEssenceHorrorReaperaDualStrike","",[1113],[17524],[50],1,0.055,0,[],""
3313,"EAAExpeditionMedvedComboAttack","","[11881,6906,6907]",[1228],[20],1,0.055,0,[],""
3314,"EAAExpeditionMedvedSpiderGeyser","","[11881,6906,6907]",[1228],[50],1,0.055,0,[],""
3315,"EAAVoranaComboAttack","","[6906,6907,1113]",[1228],[3],1,0.055,0,[],""
3316,"EASVoranaTeleport","","[6905,6906,6907]",[],[],1,0.055,0,[],""
3317,"EASEssenceHorrorReaperTeleport","","[6905,6906,6907]",[],[],1,0.055,0,[],""
3318,"EASVoranaTeleportFast","","[6905,6906,6907]",[649],[1000],1,0.055,0,[],""
3319,"EASVoranaStormSubmerge","",[],[649],[1000],1,0.055,0,[],""
3320,"EASVoranaStormEmerge","",[],[649],[1000],1,0.055,0,[],""
3321,"PaleHulkTentacleGrab","","[11881,6905,6906,6907]",[],[],1,0.055,0,[],""
3322,"EASArchnemesisCreateClones","",[],[],[],1,0.055,0,[],""
3323,"EASArchnemesisObeliskCast","",[11881],[],[],1,0.055,0,[],""
3324,"EASArchnemesisHexPoleSpawnCurseZones","",[],[],[],1,0.055,0,[],""
3325,"EASArchnemesisHexPoleSpawnTeleport","",[11881],[],[],1,0.055,0,[],""
3326,"EASArchnemesisVoodooPoleCreateDoll","",[11881],[],[],1,0.055,0,[],""
3327,"EASArchnemesisChargeGeneration","",[],[],[],1,0.055,0,[],""
3328,"EASArchnemesisChargeGenerationMagic","",[],[],[],1,0.055,0,[],""
3329,"EASArchnemesisRejuvenatingChargeUp","",[],[],[],1,0.055,0,[],""
3330,"EASArchnemesisVoodooPoleTeleport","",[11881],[],[],1,0.055,0,[],""
3331,"EASArchnemesisHexPoleSpawnerCurseZone","",[],[],[],1,0.055,0,[],""
3332,"EAASanctumRinSnipe","","[6906,6907]",[1911],[-25],1,0.1,0,[],""
3333,"EAASanctumDanaiSweep","",[],[],[],1,0.1,0,[],""
3334,"EAASanctumSpinningSlam","","[6906,6907,11881]","[1911,1228]","[-25,15]",1,0.1,0,[],""
3335,"EASSanctumGargoyleFlameBreath","","[6906,6907,11881]",[649],[-40],1,0.1,0,[],""
3336,"EASManorGargoyleFlameBreath","","[6906,6907,11881]",[649],[-40],1,0.055,0,[],""
3337,"EASAncestralBoarCorpseFeed","",[11881],[649],[-95],1,0.055,0,[],""
3338,"EASAncestralBattlehornAllyRevive","",[11881],[649],[-90],1,0.055,0,[],""
3339,"EAAAncestralHulkSlam","",[11881],[649],[-40],1,0.055,0,[],""
3340,"EASJungleMonkeyTaunt","",[11881],[],[],1,0.055,0,[],""
3341,"EASCannibalThrowSpear","",[11881],[],[],1,0.055,0,[],""
3342,"EASSwarmHostDroneSpawn","","[11881,12817]",[],[],1,0.055,0,[],""
3343,"EAAQuadrillaThrow","",[11881],[],[],1,0.055,0,[],""
3344,"EASSavageWeaponFire","",[11881],[649],[-85],1,0.055,0,[],""
3345,"EAABlackJawTripleSlam","","[11881,6905,6906,6907]",[17524],[30],1,0.055,0,[],""
3346,"EAABlackJaw2TripleSlam","","[11881,6905,6906,6907]",[17524],[30],1,0.055,0,[],""
3347,"EASBlackJawFireBreathLacerate","","[11881,6907,6906,16858,16859]",[17524],[50],1,0.055,0,[],""
3348,"EASBlackJaw2FireBreathLacerate","","[11881,6907,6906,16858,16859]",[17524],[50],1,0.055,0,[],""
3349,"EASBlackJawFireBreathSpin","",[11881],[17524],[20],1,0.055,0,[],""
3350,"EASBlackJaw2FireBreathSpin","",[11881],[17524],[20],1,0.055,0,[],""
3351,"EASBlackJawFireBreathR","",[11881],[649],[-50],1,0.055,0,[],""
3352,"EASBlackJaw2FireBreathR","",[11881],[649],[-50],1,0.055,0,[],""
3353,"EASBlackJawFireBreathL","",[11881],[649],[-50],1,0.055,0,[],""
3354,"EASBlackJaw2FireBreathL","",[11881],[649],[-50],1,0.055,0,[],""
3355,"EAAQuadrillaBossCleaveLeft","","[605,18634,18621]","[17524,2641]","[4,150]",1,0.055,0,[],""
3356,"EAAQuadrillaBossCleaveRight","","[605,18634,18621]","[17524,2641]","[4,150]",1,0.055,0,[],""
3357,"EAAQuadrillaBossSpin","","[605,18634,18621]","[17524,2641]","[16,150]",1,0.055,0,[],""
3358,"EAAQuadrillaBossSlam","","[605,18634,18621]","[17524,2641]","[8,150]",1,0.055,0,[],""
3359,"EASTigerChimeralDodgeLeft","",[11881],[],[],1,0.055,0,[],""
3360,"EASTigerChimeralDodgeRight","",[11881],[],[],1,0.055,0,[],""
3361,"EASProwlingShadeNova","",[11881],[],[],1,0.055,0,[],""
3362,"EASUndeadVaalGuardRoar","",[11881],[],[],1,0.055,0,[],""
3363,"EASPatrolEndTurn","","[11881,1919,983]",[],[],1,0.055,0,[],""
3364,"EASSkitterbotTurnAround","","[11881,12817,18169,1919,983]",[],[],1,0.055,0,[],""
3365,"EASSnakeLadyChargedBreath","",[11881],[],[],1,0.055,0,[],""
3366,"EASSnakeLadyChargedBite","",[11881],[],[],1,0.055,0,[],""
3367,"EASSnakeLadyLifeEqualiser","",[11881],[],[],1,0.055,0,[],""
3368,"EASSnakeSuitUp","",[11881],[],[],1,0.055,0,[],""
3369,"EASSnakeRetreat","",[11881],[],[],1,0.055,0,[],""
3370,"EASSpiderMonkeyEmerge1","",[11881],[210],[-20],1,0.055,0,[],""
3371,"EASSpiderMonkeyEmerge2","",[11881],[210],[-20],1,0.055,0,[],""
3372,"EASSpiderMonkeyEmerge3","",[11881],[210],[-20],1,0.055,0,[],""
3373,"EASSpiderMonkeyEmerge4","",[11881],[210],[-20],1,0.055,0,[],""
3374,"EASSpiderMonkeyEmerge5","",[11881],[210],[-20],1,0.055,0,[],""
3375,"EASIgnagdukFirewall","",[11881],[],[],1,0.055,0,[],""
3376,"EAAVaalGuardClawRollLeft","","[2899,1113]",[1228],[70],1,0.055,0,[],""
3377,"EAAVaalGuardClawRollRight","","[2899,1113]",[1228],[70],1,0.055,0,[],""
3378,"EAAVaalGoliathLivingDestabiliser","",[],[],[],1,0.055,0,[],""
3379,"EAAViperSkill1","",[11881],[1228],[70],1,0.055,0,[],""
3380,"EAAViperSkill2","",[11881],[1228],[70],1,0.055,0,[],""
3381,"EASViperSkill5","",[11881],[1228],[70],1,0.055,0,[],""
3382,"EASViperLegionnaireTeleport","",[11881],[649],[-30],1,0.055,0,[],""
3383,"EASViperLegionnaireShieldTurnLeft","",[],[],[],1,0.055,0,[],""
3384,"EASViperLegionnaireShieldTurnRight","",[],[],[],1,0.055,0,[],""
3385,"EASSavageBeastMasterMark","",[],[],[],1,0.055,0,[],""
3386,"EASFishJump","",[11881],[],[],1,0.055,0,[],""
3387,"EASBloodBatherFlameEnrage","",[],[],[],1,0.055,0,[],""
3388,"EASVaalShapeshifterShapeshift","",[11881],[],[],1,0.055,0,[],""
3389,"EASArchitectofTimeGeneric","",[11881],[649],[-35],1,0.055,0,[],""
3390,"EASVaalBloodPriestBodySwap","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3391,"EAABloodPriestessBloodSlash","",[11881],[1228],[30],1,0.055,0,[],""
3392,"EAABloodPriestessCloneStrike","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3393,"EASVaalBloodPriestessBodySwap","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3394,"EASVaalBloodPriestLifeDrain","",[11881],[],[],1,0.055,0,[],""
3395,"EASCauldronCroneVomit","",[11881],[649],[-70],1,0.055,0,[],""
3396,"EASBootyBlasterSoulRelease","",[11881],[649],[-55],1,0.055,0,[],""
3397,"EASCaptainRothSoulMortar","",[11881],[649],[-30],1,0.055,0,[],""
3398,"EASCaptainRothCannonBarrage","",[11881],"[649,2624]","[-30,33]",1,0.055,0,[],""
3399,"EASDoryaniHumanBossCrystalTraps","","[11881,18585]","[18578,18639]","[-100,-100]",1,0.055,0,[],""
3400,"EASMutantBird180Left","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3401,"EASMutantBird180Right","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3402,"EASMutantBird90Left","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3403,"EASMutantBird90Right","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3404,"EASMutantBirdSummonDog","","[11881,1919,983]",[],[],1,0.055,0,[],""
3405,"EASMutantBirdSummonDogFirst","","[11881,1919,983]",[],[],1,0.055,0,[],""
3406,"EASRhinoElephantTurn","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3407,"EASGreatWhiteOneDive","",[12817],[],[],1,0.055,0,[],""
3408,"EASHunkerSpikes","",[11881],[649],[-78],1,0.055,0,[],""
3409,"EASGoblinGiantBossMultiSlam","",[11881],[649],[-70],1,0.055,0,[],""
3410,"EASGoblinGiantBossMultiStomp","",[11881],[649],[-80],1,0.055,0,[],""
3411,"EASGoblinGiantBossEatSulphite","",[11881],[649],[-80],1,0.055,0,[],""
3412,"EASGoblinGiantBossSulphiteVomit","",[11881],[649],[-60],1,0.055,0,[],""
3413,"EASNecromancerRevive","",[11881],[649],[-40],1,0.055,0,[],""
3414,"EASLeftTurn90","","[11881,12817]",[],[],1,0.055,0,[],""
3415,"EASLeftTurn180","","[11881,12817]",[],[],1,0.055,0,[],""
3416,"EASRightTurn90","","[11881,12817]",[],[],1,0.055,0,[],""
3417,"EASRightTurn180","","[11881,12817]",[],[],1,0.055,0,[],""
3418,"EASGoblinGiantStomp","","[11881,12817]",[],[],1,0.055,0,[],""
3419,"EASSirenBossWaveSmash","",[11881],[649],[-40],1,0.055,0,[],""
3420,"EASSirenBossGeyserChase","",[11881],[],[],1,0.055,0,[],""
3421,"EASKaruiSoulCasterMinionProjectile","",[11881],[],[],1,0.055,0,[],""
3422,"EASSudokuTotemDoEverything","","[11881,12817]",[],[],1,0.055,0,[],""
3423,"EASMedicineWomanSummon","",[11881],[649],[-50],1,0.055,0,[],""
3424,"EASMedicineWomanHeal","",[11881],[],[],1,0.055,0,[],""
3425,"EASParasiteHostCommandProtect","",[],[],[],1,0.055,0,[],""
3426,"EASBloodFeverBloaterPustuleSpread","",[11881],[649],[-50],1,0.055,0,[],""
3427,"EASBloodFeverBloaterRightrousFlier","",[11881],[],[],1,0.055,0,[],""
3428,"EASKaruiHornSlam","",[11881],[649],[-50],1,0.055,0,[],""
3429,"EASTwilightGuardBossAxeToss","",[11881],[],[],1,0.055,0,[],""
3430,"EASTwilightGuardBossBoulderToss","",[11881],[],[],1,0.055,0,[],""
3431,"EASTwilightOfficerWarCryCold","",[11881],[],[],1,0.055,0,[],""
3432,"EASTwilightOfficerFrozenLegion","",[11881],[],[],1,0.055,0,[],""
3433,"EAATwilightKaruiVolcanicSlam","",[11881],[1228],[30],1,0.055,0,[],""
3434,"EASIceHoundBreathStart","",[11881],[],[],1,0.055,0,[],""
3435,"EASIceHoundBreathEnd","",[11881],[],[],1,0.055,0,[],""
3436,"EASIceHoundBreathEndLeft","",[11881],[],[],1,0.055,0,[],""
3437,"EASIceHoundBreathEndRight","",[11881],[],[],1,0.055,0,[],""
3438,"EASRootedStartSpores","",[11881],[649],[-30],1,0.055,0,[],""
3439,"EASCarnivorousPlantPath","",[11881],[],[],1,0.055,0,[],""
3440,"EASFallenGodSplitLeft","",[11881],[],[],1,0.055,0,[],""
3441,"EASFallenGodSplitRight","",[11881],[],[],1,0.055,0,[],""
3442,"EASPerennialKingBeaconToss","",[11881],[649],[-35],1,0.055,0,[],""
3443,"EASCocoonLightingCharge","",[11881],[],[],1,0.055,0,[],""
3444,"EASImperialGraveyardKnightFireSwordSlam","",[11881],[],[],1,0.055,0,[],""
3445,"EASImperialGraveyardKnightLightningSwordCleave","",[11881],[],[],1,0.055,0,[],""
3446,"EASImperialGraveyardKnightPhysSwordFlicker","",[11881],[],[],1,0.055,0,[],""
3447,"EASImperialGraveyardKnightFireSwordDegen","",[11881],[],[],1,0.055,0,[],""
3448,"EASImperialGraveyardKnightMinionSwordSummon","",[11881],[],[],1,0.055,0,[],""
3449,"EASCocoonSporeRelease","",[11881],[649],[-60],1,0.055,0,[],""
3450,"EASBirdFishermanBirdRelease","",[11881],[],[],1,0.055,0,[],""
3451,"EASVaalBossStatueLaserCrisCross","","[11881,983]",[649],[-60],1,0.055,0,[],""
3452,"EASGemlingArcherBossSurroundSnipe","",[11881],[],[],1,0.055,0,[],""
3453,"EASGemlingArcherBossAlleyOfDeathSnipe","",[11881],[],[],1,0.055,0,[],""
3454,"EASPrisonerBossBloodTendrils","",[11881],[],[],1,0.055,0,[],""
3455,"EASPrisonerBossSpearGroundslamMega","",[11881],[],[],1,0.055,0,[],""
3456,"EASIncenseCasterBurst","",[11881],[649],[-50],1,0.055,0,[],""
3457,"EASForsakenSonDoubleLacerate","",[11881],[649],[-50],1,0.055,0,[],""
3458,"EASForsakenSonDoubleSlam","",[11881],[649],[-55],1,0.055,0,[],""
3459,"EASGladiatorPitbullSandToss","",[11881],[649],[-60],1,0.055,0,[],""
3460,"EASBirdBeakSpiral","","[11881,983]",[],[],1,0.055,0,[],""
3461,"EASBirdStorm","",[11881],[],[],1,0.055,0,[],""
3462,"EASMutantBirdSpit","",[11881],[],[],1,0.055,0,[],""
3463,"EAAMutantBirdFaceSmash","",[11881],[],[],1,0.055,0,[],""
3464,"EASPrisonerBossShot","","[11881,12817,6906,6905]",[],[],1,0.055,0,[],""
3465,"EAAMutantBirdPeckVomit","",[11881],[],[],1,0.055,0,[],""
3466,"EASVaalStatueBossSnakeBarrage","","[11881,983]",[649],[-60],1,0.055,0,[],""
3467,"EASVaalStatueBossSnakeBarrageBwd","","[11881,983]",[649],[-60],1,0.055,0,[],""
3468,"EASGoblinArenaBeastCombo","","[11881,6906,6907]",[649],[-83],1,0.055,0,[],""
3469,"EASMagmaHarpyFireToss","",[11881],[649],[-50],1,0.055,0,[],""
3470,"EASIgnagdukBogWitchDrift","",[11881],[],[],1,0.055,0,[],""
3471,"EASVaalStatueBossComboLaser","","[11881,983]",[],[],1,0.055,0,[],""
3472,"EASVaalStatueBossDoubleJab","","[11881,983]",[649],[-80],1,0.055,0,[],""
3473,"EASGoblinDrummerEarthquake","",[11881],[649],[-90],1,0.055,0,[],""
3474,"EAAVolcanicGolemPulse","","[11881,6905]",[1228],[12],1,0.055,0,[],""
3475,"EASPrisonerBossIceGroundPound","",[11881],[],[],1,0.055,0,[],""
3476,"EASPrisonerBossTripleIceSlam","",[11881],[649],[-83],1,0.055,0,[],""
3477,"EASCaptainRothMinionCannonBarrage","",[11881],[],[],1,0.055,0,[],""
3478,"EASMutantBirdDogSadnessTime","","[11881,1919,983]",[649],[-75],1,0.055,0,[],""
3479,"EASPaleCrawlerExplode","",[11881],[649],[-85],1,0.055,0,[],""
3480,"EASGladiatorHornBlow","",[11881],[649],[-60],1,0.055,0,[],""
3481,"EASCrawlerFireGrenades","","[11881,12817,18169,1919,983]",[],[],1,0.055,0,[],""
3482,"EASArenaBeastBossFissureSlams","","[11881,6906,6907]",[],[],1,0.055,0,[],""
3483,"EASBaronBossHowlFogFade","","[11881,6906,6907]",[],[],1,0.055,0,[],""
3484,"EASFallenGodBlasphamy","",[11881],[],[],1,0.055,0,[],""
3485,"EASFallenGodMinibossMinionModification","",[11881],[649],[100],1,0.055,0,[],""
3486,"EAAFountainStatueBossCombo","",[11881],[1228],[40],1,0.055,0,[],""
3487,"EAAExecratusBlackPrinceLacerate","",[11881],[1228],[45],1,0.055,0,[],""
3488,"EASAlvaMachinariumInspect","",[11881],[],[],1,0.055,0,[],""
3489,"EAARatKingSlamForward","",[11881],[],[],1,0.055,0,[],""
3490,"EAARatKingSlamTail","",[11881],[],[],1,0.055,0,[],""
3491,"EASMidwifeSummonBabies1","",[11881],[],[],1,0.055,0,[],""
3492,"EASMidwifeSummonBabies2","",[11881],[],[],1,0.055,0,[],""
3493,"EASDwarvenPipeBossRadialSmoke","",[11881],[],[],1,0.055,0,[],""
3494,"EASDwarvenPipeBossBigSmokeCloud","",[11881],[],[],1,0.055,0,[],""
3495,"EASDwarvenPipeBossSummonMiniboss","",[11881],[],[],1,0.055,0,[],""
3496,"EASDwarvenPipeBossSummonMinions","",[11881],[],[],1,0.055,0,[],""
3497,"EASDwarvenPipeBossSummonSmokeClones","",[11881],[],[],1,0.055,0,[],""
3498,"EAAMidwifeBossScissorCombo1","",[11881],[],[],1,0.055,0,[],""
3499,"EAAMidwifeBossDualWieldCombo1","",[11881],[],[],1,0.055,0,[],""
3500,"EAAMidwifeBossDualWieldCombo2","",[11881],[],[],1,0.055,0,[],""
3501,"EASCreepyHagTeleport","",[11881],[649],[-10],1,0.055,0,[],""
3502,"EASCyclopsBossBallThrow","",[11881],[],[],1,0.055,0,[],""
3503,"EAASlumsFilfthMonsterDoubleSlam","",[11881],[1228],[12],1,0.055,0,[],""
3504,"EAASlumsFilfthMonsterRollSlam","",[11881],[1228],[61],1,0.055,0,[],""
3505,"EAASlumsFilfthMonsterOverheadSlam","",[11881],[1228],[10],1,0.055,0,[],""
3506,"EASBabyBossVomit","",[11881],[],[],1,0.055,0,[],""
3507,"EASFallenGodBossGigaSlam","",[11881],[649],[-50],1,0.055,0,[],""
3508,"EASCerberusDash","",[11881],[],[],1,0.055,0,[],""
3509,"EASBaronBossHumanTransformToCorruptWolf","",[11881],[],[],1,0.055,0,[],""
3510,"EASBaronWolfLeapMid","",[11881],[17524],[40],1,0.055,0,[],""
3511,"EASBaronWolfLeapLong","",[11881],[17524],[80],1,0.055,0,[],""
3512,"EASBaronWolfLeapLong2","",[11881],[17524],[80],1,0.055,0,[],""
3513,"EASVultureRegugitatorCorpseConsume","",[11881],[649],[-90],1,0.055,0,[],""
3514,"EASSkeletalReaperSubmerge","",[11881],[],[],1,0.055,0,[],""
3515,"EASRudjaFlamethrowerLeft","",[11881],[649],[-40],1,0.055,0,[],""
3516,"EASRudjaFlamethrowerRight","",[11881],[649],[-40],1,0.055,0,[],""
3517,"EASExecutionerChangeTo2h","",[11881],[],[],1,0.055,0,[],""
3518,"EAAExecutionerSummonTaunt","",[11881],[],[],1,0.055,0,[],""
3519,"EASExecutionerGuillotineDrop","",[11881],[],[],1,0.055,0,[],""
3520,"EASBaronMinerCorpseToss","","[11881,12817]",[],[],1,0.055,0,[],""
3521,"EASTitanBossLaserBeamRoof","","[12817,11881]",[649],[200],1,0.055,0,[],""
3522,"EASAbsoluteCartnage","",[11881],[],[],1,0.055,0,[],""
3523,"EASTitanFissueSlam","","[12817,11881]",[649],[200],1,0.055,0,[],""
3524,"EASTitanBossWalkRight","",[11881],[],[],1,0.055,0,[],""
3525,"EASTitanBossWalkLeft","",[11881],[],[],1,0.055,0,[],""
3526,"EASInfectedMercArenaTaunt","",[11881],[],[],1,0.055,0,[],""
3527,"EAABaronWolfBloodBallDash","",[11881],[17524],[60],1,0.055,0,[],""
3528,"EAABaronWolfBloodTeleSlam","",[11881],[17524],[60],1,0.055,0,[],""
3529,"EASBaronWolfWerewolfSummon","",[11881],[],[],1,0.055,0,[],""
3530,"EASExectionerReturnTo1h","",[],[],[],1,0.055,0,[],""
3531,"EASAsalaGateCrankPush","","[11881,6905]",[649],[-95],1,0.055,0,[],""
3532,"EAAExecutionerLeapSlam","","[11881,6905]",[],[],1,0.055,0,[],""
3533,"EAACountsGuardRangedBarrage","",[11881],[17524],[50],1,0.055,0,[],""
3534,"EAABaronHumanLacerateSlam","",[11881],[17524],[60],1,0.055,0,[],""
3535,"EASCountEnforcerPullFail","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3536,"EASTitanBossMultiStabRight","","[11881,12817]",[],[],1,0.055,0,[],""
3537,"EASTitanBossHammerFistLeft","","[11881,12817]",[],[],1,0.055,0,[],""
3538,"EASTitanBossHammerFistMid","","[11881,12817]",[],[],1,0.055,0,[],""
3539,"EASTitanBossHammerFistRight","","[11881,12817]",[],[],1,0.055,0,[],""
3540,"EASTitanSweepEndToIdle","","[854,855,11881,4430,6708,12817]",[17524],[100],1,0.055,0,[],""
3541,"EASTitanSweepEndToSlam","","[854,855,11881,4430,6708,12817]",[17524],[100],1,0.055,0,[],""
3542,"EAABaronCorruptWolfBloodTeleSlam","",[11881],[17524],[60],1,0.055,0,[],""
3543,"EASBaronCorruptWolfMoonbeams","",[11881],[],[],1,0.055,0,[],""
3544,"EASBaronCorruptWolfMoonbeamsRed","",[11881],[],[],1,0.055,0,[],""
3545,"EASRudjaFlameSpin","",[],[],[],1,0.055,0,[],""
3546,"EASDrudgeMinerCartJump","",[11881],[],[],1,0.055,0,[],""
3547,"EASMarakethMatriarchMurderMove","",[],[],[],1,0.055,0,[],""
3548,"EASForgeMasterReset","",[11881],[649],[15],1,0.055,0,[],""
3549,"EASForgeBossBrandExplosion","",[11881],"[649,18228]","[-15,25]",12,0.1,0.0175,[],""
3550,"EASVolcanicFissure","",[11881],[17524],[30],1,0.055,0,[],""
3551,"EASDoryaniHumanBossUberFlameblast","","[11881,18585]",[],[],1,0.055,0,[],""
3552,"EASDoryaniHumanBossMultiLightningZap","","[11881,18585]","[18578,18639]","[-50,-25]",1,0.055,0,[],""
3553,"EASGiantSnakeBossFlameBreathStart","","[11881,12817]",[],[],1,0.055,0,[],""
3554,"EASGiantSnakeBossFlameBreathLeftStart","","[11881,12817]",[],[],1,0.055,0,[],""
3555,"EASGiantSnakeBossFlameBreathRightStart","","[11881,12817]",[],[],1,0.055,0,[],""
3556,"EASGiantSnakeBossFlameBreathLeftEnd180","","[11881,12817]",[],[],1,0.055,0,[],""
3557,"EASGiantSnakeBossFlameBreathLeftEnd270","","[11881,12817]",[],[],1,0.055,0,[],""
3558,"EASGiantSnakeBossFlameBreathLeftEnd360","","[11881,12817]",[],[],1,0.055,0,[],""
3559,"EASGiantSnakeBossFlameBreathRightEnd180","","[11881,12817]",[],[],1,0.055,0,[],""
3560,"EASGiantSnakeBossFlameBreathRightEnd270","","[11881,12817]",[],[],1,0.055,0,[],""
3561,"EASGiantSnakeBossFlameBreathRightEnd360","","[11881,12817]",[],[],1,0.055,0,[],""
3562,"EASViperNapuatziCrissCrossCascade","",[11881],[],[],1,0.055,0,[],""
3563,"EASGiantSnakeBossVomit","","[11881,12817]",[],[],1,0.055,0,[],""
3564,"EASAlvaMachinariumLeaveThroughPortal","",[],[],[],1,0.055,0,[],""
3565,"EASQueenOfFilthDoubleSlam","",[11881],"[17524,2900]","[65,30]",1,0.055,0,[],""
3566,"EASAzmeriCarnivorousPlantScreechVines","",[11881],[],[],1,0.055,0,[],""
3567,"EASGiantSnakeBossBasicSlamFront","","[11881,12817]",[],[],1,0.055,0,[],""
3568,"EASGiantSnakeBossBasicSlamLeft90","","[11881,12817]",[],[],1,0.055,0,[],""
3569,"EASGiantSnakeBossBasicSlamRight90","","[11881,12817]",[],[],1,0.055,0,[],""
3570,"EAAPerennialKingGlassSwordFence","",[11881],[17524],[30],1,0.055,0,[],""
3571,"EASBaronBossHumanShapeshiftFromWolf","",[],[],[],1,0.055,0,[],""
3572,"EASGiantSnakeBossFlameBlastTrap","","[11881,12817]",[],[],1,0.055,0,[],""
3573,"EASFungusBehemothTeleport","",[11881],[649],[50],1,0.055,0,[],""
3574,"EASViperNapuatziProjectileBarrage","",[11881],[649],[-40],1,0.055,0,[],""
3575,"EASViperNapuatziSnakeRelease","",[11881],[649],[-70],1,0.055,0,[],""
3576,"EAAGiantSnakeBossMultiSlam","",[11881],[],[],1,0.055,0,[],""
3577,"EASCarnivorousPlantBossHammerSlam","",[11881],[],[],1,0.055,0,[],""
3578,"EASTitanBossLaserTargetBackRight","",[11881],[],[],1,0.055,0,[],""
3579,"EASTitanBossLaserTargetBackLeft","",[11881],[],[],1,0.055,0,[],""
3580,"EASOldForestPlantVolatiles","",[11881],[649],[-30],1,0.055,0,[],""
3581,"EASGiantSnakeBossBasicSlamLeft90Near","","[11881,12817]",[],[],1,0.055,0,[],""
3582,"EASGiantSnakeBossBasicSlamRight90Near","","[11881,12817]",[],[],1,0.055,0,[],""
3583,"EASGiantSnakeBossBasicSlamFrontNear","","[11881,12817]",[],[],1,0.055,0,[],""
3584,"EASSummonScarabs","",[11881],[649],[-40],1,0.055,0,[],""
3585,"EAABalbalaDaggerSummonMultiThrow","",[11881],[17524],[50],1,0.055,0,[],""
3586,"EAABalbalaCombo","",[11881],[17524],[20],1,0.055,0,[],""
3587,"EASPerennialKingOrbitTornado","",[11881],[],[],1,0.055,0,[],""
3588,"EAARudjaEnragedAttacks","",[11881],[],[],1,0.055,0,[],""
3589,"EAABalbalaMultiStab","",[11881],[],[],1,0.055,0,[],""
3590,"EASVaalHumanoidSkitterMine","",[11881],[],[],1,0.055,0,[],""
3591,"EASChimeraWetlandsBossDragonBreath","",[11881],[],[],1,0.055,0,[],""
3592,"EAAChaosGodOwlBossDashShort","","[11881,19094]",[],[],1,0.055,0,[],""
3593,"EAAChaosGodOwlBossDashMid","","[11881,19094]",[],[],1,0.055,0,[],""
3594,"EAAChaosGodOwlBossDashLong","","[11881,19094]",[],[],1,0.055,0,[],""
3595,"EAAChaosGodOwlBossDiveBomb","","[11881,19094]",[],[],1,0.055,0,[],""
3596,"EASTwilightOverlordBoulderSummon","",[11881],[],[],1,0.055,0,[],""
3597,"EASSunWorshipperSummonNeutronStar","",[11881],[],[],1,0.055,0,[],""
3598,"EASSunWorshipperSummonOrbitSun","",[11881],[],[],1,0.055,0,[],""
3599,"EASSunWorshipperDodgeForwards","","[11881,19094]",[],[],1,0.055,0,[],""
3600,"EASSunWorshipperDodgeBackwards","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3601,"EASSunWorshipperDodgeLeft","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3602,"EASSunWorshipperDodgeRight","","[11881,12817,19094]",[],[],1,0.055,0,[],""
