"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType","IsEssenceOnlyModifier"
5021,"MapShockedGroundDescent2",46420,930,1,1042,1979,1043,1045,6,"",3,[347],0,0,1,1,20,20,14,14,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1896268882,[],0,[],3,""
5022,"MapNoMonsters",43188,992,1,1049,1052,"","",6,"",3,[354],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3414450992,[],0,[],3,""
5023,"MapHexproof",52517,1713,1,1042,4505,"","",6,"Hexproof",3,[926],18,18,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3274313231,[],0,[],3,""
5024,"MapMonsterLightningDamageUniqueMap2",42570,837,1,1042,1033,1037,"",6,"",3,[321],40,60,0,0,50,50,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,311]",1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,"","",2788753523,[],0,[],3,""
5025,"MapDesecratedGround",22535,933,1,1042,2261,1043,1045,6,"of Desecration",3,[347],11,11,10000,10000,20,20,14,14,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3296828550,[],0,[],3,""
5026,"MapDesecratedGroundPathOfEndurance",43521,933,1,1042,2261,1043,1045,6,"",3,[347],0,0,10000,10000,20,20,14,14,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",364036019,[],0,[],3,""
5027,"MapDesecratedGroundUniqueMap9",28283,933,1,1042,2261,1043,1045,6,"",3,[347],0,0,25000,25000,20,20,10,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",433158058,[],0,[],3,""
5028,"MapPoisoning",10935,995,1,1042,2263,"","",6,"of Venom",3,[357],16,16,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3361071842,[],0,[],3,""
5029,"MapPoisonPathOfEndurance",40387,995,1,1042,2263,"","",6,"",3,[357],0,0,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",456820473,[],0,[],3,""
5030,"MapDropNoItemsUniqueMap11",9711,999,1,2356,"","","",6,"",3,[1164],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3548116628,[],0,[],3,""
5031,"MapDisplayInhabitedByWildBeastsUniqueMap11",51698,1000,1,2354,"","","",6,"",3,[1165],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1972747367,[],0,[],3,""
5032,"MapBeyondLeagueRolled",17049,2194,1,1042,2300,11545,"",6,"Otherworldly",3,[1221],10,10,13,13,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3362622196,[],0,[],3,""
5033,"CorruptedSideAreaLife",45415,815,1,1042,993,"","",6,"Fecund",3,[319],10,10,10,15,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,"","",4033888535,[],0,[],3,""
5034,"CorruptedSideAreaReducedRegen",39252,906,1,1042,5109,"","",6,"of Smothering",3,[342],15,15,-20,-20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[575,607,316,317]",1,0,0,-20,-20,0,0,0,0,0,0,0,0,0,0,0,0,"","",753776057,[],0,[],3,""
5035,"CorruptedSideAreaMultipleProjectiles",42748,861,1,1042,1000,"","",6,"Splitting",3,[332],10,10,2,2,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"","",3344196008,[],0,[],3,""
5036,"CorruptedSideAreaAreaOfEffect",43088,865,1,1042,3144,"","",6,"NAME",3,[333],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1552020689,[],0,[],3,""
5037,"CorruptedSideAreaCriticalStrikesAndDamage",22852,869,1,1042,3149,3150,"",6,"NAME",3,[334],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2156911051,[],0,[],3,""
5038,"CorruptedSideAreaFireResistance",57394,800,1,1042,988,"","",6,"Incombustible",3,[312],10,10,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,580]",1,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,"","",1051975297,[],0,[],3,""
5039,"CorruptedSideAreaLightningResistance",46605,804,1,1042,990,"","",6,"Grounded",3,[314],10,10,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,580]",1,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,"","",341746259,[],0,[],3,""
5040,"CorruptedSideAreaColdResistance",24461,802,1,1042,989,"","",6,"Molten",3,[313],10,10,30,30,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,580]",1,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,"","",3824335999,[],0,[],3,""
5041,"CorruptedSideAreaPhysicalResistance",49201,806,1,1042,991,"","",6,"Armoured",3,[315],10,10,20,20,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[313],1,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,"","",2319796852,[],0,[],3,""
5042,"CorruptedSideAreaDamage",58335,819,1,1042,994,"","",6,"Savage",3,[320],15,15,10,15,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[579],1,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,"","",1508293177,[],0,[],3,""
5043,"CorruptedSideAreaFireDamage",47479,823,1,1042,1031,1035,"",6,"Burning",3,[321],12,12,0,0,35,35,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,309]",1,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,"","",37927733,[],0,[],3,""
5044,"CorruptedSideAreaColdDamage",64908,830,1,1042,1032,1036,"",6,"Freezing",3,[321],12,12,0,0,35,35,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,310]",1,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,"","",203092374,[],0,[],3,""
5045,"CorruptedSideAreaLightningDamage",52724,837,1,1042,1033,1037,"",6,"Shocking",3,[321],12,12,0,0,35,35,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,311]",1,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,"","",2770364628,[],0,[],3,""
5046,"CorruptedSideAreaFast",36385,845,1,1042,995,996,997,6,"Fleet",3,[326],15,15,10,15,10,15,10,15,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]",1,0,0,10,15,10,15,10,15,0,0,0,0,0,0,0,0,"","",3541065009,[],0,[],3,""
5047,"CorruptedSideAreaFrenzyCharges",13277,849,1,1042,1040,"","",6,"of Frenzy",3,[327],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1688426366,[],0,[],3,""
5048,"CorruptedSideAreaPowerCharges",47309,853,1,1042,2005,"","",6,"of Power",3,[329],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",38255242,[],0,[],3,""
5049,"CorruptedSideAreaEnduranceCharges",57215,851,1,1042,2006,"","",6,"of Endurance",3,[328],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[578],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1529578580,[],0,[],3,""
5050,"CorruptedSideAreaPhysicalReflect",43778,855,1,1042,998,"","",6,"Punishing",3,[330],12,12,10,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313]",1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"","",1459027444,[],0,[],3,""
5051,"CorruptedSideAreaElementalReflect",49730,858,1,1042,999,"","",6,"Mirrored",3,[331],12,12,10,10,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318]",1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"","",143641293,[],0,[],3,""
5052,"CorruptedSideAreaDangerousBoss",24621,782,1,1042,986,987,"",6,"Overlord's",3,[307],12,12,15,15,10,10,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]",1,0,0,15,15,10,10,0,0,0,0,0,0,0,0,0,0,"","",2337860469,[],0,[],3,""
5053,"CorruptedSideAreaPoisoning",28654,995,1,1042,2263,"","",6,"of Venom",3,[357],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583]",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",2399265007,[],0,[],3,""
5054,"CorruptedSideAreaCannotBeStunned",40835,810,1,1042,992,"","",6,"Unwavering",3,[317],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",3033213768,[],0,[],3,""
5055,"CorruptedSideAreaHexproof_",41566,1713,1,1042,4505,"","",6,"Hexproof",3,[926],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",2836466511,[],0,[],3,""
5056,"CorruptedSideAreaTotems",57396,725,1,1042,1020,"","",6,"Ceremonial",3,[301],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",3258130951,[],0,[],3,""
5057,"CorruptedSideAreaMaximumResists",44296,916,1,1042,1013,"","",6,"of Exposure",3,[345],18,18,-12,-8,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]",1,0,0,-12,-8,0,0,0,0,0,0,0,0,0,0,0,0,"","",928619089,[],0,[],3,""
5058,"CorruptedSideAreaElementalEquilibrium",51633,912,1,1042,1011,"","",6,"of Balance",3,[344],10,10,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318]",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",1973337135,[],0,[],3,""
5059,"CorruptedSideAreaFracturing",7938,1760,1,1042,2063,"","",6,"of Fracturing",3,[959],15,15,2,2,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",68,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2511375026,[],0,[],3,""
5060,"MapCorruptedSideAreaLife____",28418,818,69,1042,4982,8859,993,6,"Fecund",3,[319],10,10,1,3,1,1,30,39,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316,322]",1,0,0,1,3,1,1,30,39,0,0,0,0,0,0,0,0,"","",240935262,[],0,[],3,""
5061,"MapCorruptedSideAreaReducedRegen_",53482,909,69,1042,4982,8859,5109,6,"of Smothering",3,[342],15,15,1,3,2,2,-40,-40,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[575,607,316,317,322]",1,0,0,1,3,2,2,-40,-40,0,0,0,0,0,0,0,0,"","",1510640352,[],0,[],3,""
5062,"MapCorruptedSideAreaMultipleProjectiles",1815,864,69,1042,4982,8859,1000,6,"Splitting",3,[332],10,10,1,3,1,1,2,2,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,3,1,1,2,2,0,0,0,0,0,0,0,0,"","",1011694426,[],0,[],3,""
5063,"MapCorruptedSideAreaAreaOfEffect_",16383,868,69,1042,4982,8859,3144,6,"Giant",3,[333],12,12,1,3,1,1,70,70,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],1,0,0,1,3,1,1,70,70,0,0,0,0,0,0,0,0,"","",2747505724,[],0,[],3,""
5064,"MapCorruptedSideAreaCriticalStrikesAndDamage_",30025,872,69,1042,4982,8859,3149,6,"Deadly",3,[334],18,18,1,3,2,2,260,300,[],[],[],[],[],"",[],[],36,40,3150,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572,322]",1,0,0,1,3,2,2,260,300,36,40,0,0,0,0,0,0,"","",1749753090,[],0,[],3,""
5065,"MapCorruptedSideAreaPhysicalResistance_",25744,809,69,1042,4982,8859,991,6,"Armoured",3,[315],10,10,1,3,1,1,30,30,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[313],1,0,0,1,3,1,1,30,30,0,0,0,0,0,0,0,0,"","",2382621331,[],0,[],3,""
5066,"MapCorruptedSideAreaDamage",17198,822,69,1042,4982,8859,994,6,"Savage",3,[320],15,15,1,3,1,1,20,24,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,322]",1,0,0,1,3,1,1,20,24,0,0,0,0,0,0,0,0,"","",3782910548,[],0,[],3,""
5067,"MapCorruptedSideAreaFireDamage",10568,829,69,1042,4982,8859,1031,6,"Burning",3,[321],12,12,1,3,1,1,0,0,[],[],[],[],[],"",[],[],70,89,1035,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,309,322]",1,0,0,1,3,1,1,0,0,70,89,0,0,0,0,0,0,"","",3299798502,[],0,[],3,""
5068,"MapCorruptedSideAreaColdDamage",15328,836,69,1042,4982,8859,1032,6,"Freezing",3,[321],12,12,1,3,1,1,0,0,[],[],[],[],[],"",[],[],70,89,1036,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,310,322]",1,0,0,1,3,1,1,0,0,70,89,0,0,0,0,0,0,"","",3528321453,[],0,[],3,""
5069,"MapCorruptedSideAreaLightningDamage_",16449,843,69,1042,4982,8859,1033,6,"Shocking",3,[321],12,12,1,3,1,1,0,0,[],[],[],[],[],"",[],[],70,89,1037,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,605,579,313,318,311,322]",1,0,0,1,3,1,1,0,0,70,89,0,0,0,0,0,0,"","",1941255156,[],0,[],3,""
5070,"MapCorruptedSideAreaFast",39935,848,69,1042,4982,8859,995,6,"Fleet",3,[326],15,15,1,3,2,2,20,25,[],[],[],[],[],"",[],[],25,35,996,[],[],[],[],[],25,35,997,100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324,322]",1,0,0,1,3,2,2,20,25,25,35,25,35,0,0,0,0,"","",982753644,[],0,[],3,""
5071,"MapCorruptedSideAreaDangerousBoss",24162,789,69,1042,4982,8859,986,6,"Overlord's",3,[307],12,12,1,3,1,1,30,30,[],[],[],[],[],"",[],[],20,20,987,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]",1,0,0,1,3,1,1,30,30,20,20,0,0,0,0,0,0,"","",51141998,[],0,[],3,""
5072,"MapCorruptedSideAreaPoisoning_",19184,998,69,1042,4982,8859,2263,6,"of Venom",3,[357],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,583,322]",1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",2669663727,[],0,[],3,""
5073,"MapCorruptedSideAreaCannotBeStunned",757,813,69,1042,4982,8859,992,6,"Unwavering",3,[317],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",2422968990,[],0,[],3,""
5074,"MapCorruptedSideAreaHexproof_",18000,1716,69,1042,4982,8859,4505,6,"Hexproof",3,[926],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,322,587]",1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",579822815,[],0,[],3,""
5075,"MapCorruptedSideAreaTotems",57500,729,69,1042,4982,8859,1020,6,"Ceremonial",3,[301],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",3962440882,[],0,[],3,""
5076,"MapCorruptedSideAreaMaximumResists",43478,919,69,1042,4982,8859,1013,6,"of Exposure",3,[345],18,18,1,3,2,2,-12,-8,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580,322]",1,0,0,1,3,2,2,-12,-8,0,0,0,0,0,0,0,0,"","",3438110011,[],0,[],3,""
5077,"MapCorruptedSideAreaAllResistances",18206,957,69,1042,4982,8859,5093,6,"Resistant",3,[373],12,12,1,3,1,1,20,20,[],[],[],[],[],"",[],[],30,30,5134,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]",1,0,0,1,3,1,1,20,20,30,30,0,0,0,0,0,0,"","",3468331428,[],0,[],3,""
5078,"MapCorruptedSideAreaTwoBosses",64225,781,69,1042,4982,8859,985,6,"Twinned",3,[306],15,15,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",4069591152,[],0,[],3,""
5079,"MapCorruptedSideAreaElementalEquilibrium___",47901,915,69,1042,4982,8859,1011,6,"of Balance",3,[344],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,322]",1,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,"","",98287302,[],0,[],3,""
5080,"MapCorruptedSideAreaBloodlinesMod_",7736,1992,69,1042,4982,8859,2444,6,"of Bloodlines",3,[1086],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],20,30,1028,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],1,0,0,1,3,1,1,1,1,20,30,0,0,0,0,0,0,"","",1915448339,[],0,[],3,""
5081,"MapCorruptedSideAreaNemesisMod",55916,1988,69,1042,4982,8859,1856,6,"Antagonist's",3,[1085],10,10,1,3,1,1,1,1,[],[],[],[],[],"",[],[],20,30,1029,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],1,0,0,1,3,1,1,1,1,20,30,0,0,0,0,0,0,"","",35510385,[],0,[],3,""
5082,"MapCorruptedSideAreaAlwaysIgnites",65215,955,69,1042,4982,8859,5092,6,"Conflagrating",3,[365],15,15,1,3,2,2,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,583]",1,0,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,"","",656660892,[],0,[],3,""
5083,"MapCorruptedSideAreaCurseElementalWeakness",56294,879,69,1042,4982,8859,1004,6,"of Elemental Weakness",3,[335],15,15,1,3,1,1,10,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]",1,0,0,1,3,1,1,10,10,0,0,0,0,0,0,0,0,"","",4078381297,[],0,[],3,""
5084,"MapCorruptedSideAreaVulnerability",7075,885,69,1042,4982,8859,1001,6,"of Vulnerability",3,[335],15,15,1,3,1,1,10,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]",1,0,0,1,3,1,1,10,10,0,0,0,0,0,0,0,0,"","",1722121478,[],0,[],3,""
5085,"MapCorruptedSideAreaCurseEnfeeblement",40904,891,69,1042,4982,8859,1003,6,"of Enfeeblement",3,[335],15,15,1,3,1,1,10,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]",1,0,0,1,3,1,1,10,10,0,0,0,0,0,0,0,0,"","",3205570777,[],0,[],3,""
5086,"MapCorruptedSideAreaCurseTemporalChains",64712,897,69,1042,4982,8859,1005,6,"of Temporal Chains",3,[335],15,15,1,3,1,1,10,10,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]",1,0,0,1,3,1,1,10,10,0,0,0,0,0,0,0,0,"","",2543217502,[],0,[],3,""
5087,"MapCorruptedSideAreaItemsDropCorrupted",62698,6275,69,1042,4982,8859,"",6,"of Corruption",3,[3136],10,10,25,40,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,25,40,1,1,0,0,0,0,0,0,0,0,0,0,"","",365682977,[],0,[],3,""
5088,"MapCorruptedSideAreaAdditionalVaalPacks",16989,6276,69,1042,4982,8859,"",6,"Packed",3,[3438],10,10,1,3,4,7,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,3,4,7,0,0,0,0,0,0,0,0,0,0,"","",435575723,[],0,[],3,""
5089,"MapCorruptedSideAreaDesecratedGround",15049,936,69,1042,4982,8859,2261,6,"of Desecration",3,[347],15,15,1,3,1,1,12000,12000,[],[],[],[],[],"",[],[],24,24,1043,[],[],[],[],[],16,16,1045,100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]",1,0,0,1,3,1,1,12000,12000,24,24,16,16,0,0,0,0,"","",2216083167,[],0,[],3,""
5090,"MapCorruptedSideAreaVesselDropBuff",54013,971,69,1042,4982,8859,10293,6,"of Bounty",3,[3624],10,10,1,3,1,1,1000,2000,[],[],[],[],[],"",[],[],200,400,10294,[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[322],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1391820808,[],0,[],3,""
