"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
1410,"hinder_aura","",1,"","",[10886],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","HinderAura","","","","",7,"","",0,[],"","",[],"",[],[],[10886],[],"","","","","",[],"",[],[],1,[]
1411,"corpse_sink","",1,"","",[],"",11,"","","","",29,0,1,"",18,"",1,1,"",0,"","CorpseSink","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1412,"orion_beam_bomb_slow","You take 10% increased Damage and are 6% slower for each stack.","","","Corruption of the Awakener","[466,10899]",1,4,1,"","",1,29,1259,1,"",2,"",1,1,"",8,"","","","","","",7,"","",0,[],"","",[155],1,[],[],"[466,10899]",[],"","","","","",[0],"",[],[],1,[]
1413,"vomit_chunk_stew","You are slowed for each stack of this Debuff.","","","Explosive Retch",[338],"",4,1,"","","",29,1260,1,"",2,"",1,1,"",5,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
1414,"spellslinger","You will trigger spells when you fire wand projectiles.","",1,"Spellslinger",[],1,1,"","","","",29,1261,1,"",1,"",1,1,"",0,"","","","","","",1,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1415,"have_crit_with_herald_recently","",1,"","",[10941],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[10941],[],"","","","","",[],"",[],[],1,[]
1416,"increased_enemy_elemental_damage_taken_from_item","You take increased Elemental Damage.","","","Elemental Damage Taken Increase",[3379],1,3,"","","","",29,966,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3379],[],"","","","","",[],"",[],[],1,[]
1417,"rune_paint_hidden_teleport_cooldown","",1,"","",[],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1418,"keystone_reactionary_physical_damage_reduction","",1,"","",[1039],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1039],[],"","","","","",[],"",[],[],1,[]
1419,"keystone_reactionary_plus_elemental_max_resist","",1,"","","[135,952]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[135,952]",[],"","","","","",[],"",[],[],1,[]
1420,"keystone_reactionary_track_guard_skill_ended_recently","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","KeystoneReactionaryTrackGuardSkill","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1421,"keystone_reactionary_damage_taken_pluspercent","",1,"","",[11051],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11051],[],"","","","","",[],"",[],[],1,[]
1422,"glorious_madness","You're going gloriously mad. You will be repeatedly touched in random ways.","","","Glorious Madness","[11039,11040]",1,3,"","","","",29,1236,1,"",18,"",1,1,"",0,"","GloriousMadness","","","","",7,"",1,0,[],"","",[],"",[],[],"[11039,11040]",[],"","","","","",[],"",[],[],1,[]
1423,"lightning_volatile_slow","You have 30% less action speed.","","","Electrifying Gaze",[10899],1,3,"","","",1,29,1276,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[10899],[],"","","","","",[],"",[],[],1,[]
1424,"herald_of_agony_max_virulence_hidden","",1,"","",[10842],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[10842],[],"","","","","",[],"",[],[],1,[]
1425,"elemental_warding_buff_fated","You are unaffected by Curses","",1,"Elemental Warding",[7010],1,3,"","","","",29,1341,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[7010],[],"","","","","",[],"",[],[],1,[]
1426,"rallying_cry_new_weapon_damage_added","A portion of your ally's weapon damage is being added to you","","","Rallied","[30,45,52,59,66,31,46,53,60,67]",1,3,"","","",1,29,1346,1,"",1,"",1,1,"",0,"","RemoveOnOwnerWeaponSwap","","","","",7,"","",0,[],"","",[],"",[],[],"[30,45,52,59,66,31,46,53,60,67]",[],"","","","","",[],"",[],[],1,[]
1427,"infernal_cry","You will explode if you die with this debuff.","","","Infernal Cry",[],1,3,"","","",1,29,1336,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1428,"enduring_cry_endurance_charge_benefits","You have extra physical damage reduction and elemental resistance for each endurance charge you have.","","","Enduring Cry","[136,434]",1,3,"","","","",29,423,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[17218],"[136,434]",[],"","","","","",[],"",[],[],1,[]
1429,"rage_regeneration","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","RageRegeneration","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1430,"have_changed_stance_recently","",1,"","",[11201],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11201],[],"","","","","",[],"",[],[],1,[]
1431,"seismic_cry","You can stun enemies more easily.","","","Seismic Cry",[102],1,3,"","","","",29,1321,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[17218],[102],[],"","","","","",[],"",[],[],1,[]
1432,"ancestral_cry","You have bonus melee range and armour.","","","Ancestral Cry",[],1,2,"","","","",29,1322,1,"",1,"",1,1,"",0,"","AncestralCryVisuals","","","","",7,"","",0,[],"","",[],"",[],[17218],[],[],"","","","","",[],"",[],[],1,[]
1433,"brand_detonate_buff","","","","[UNUSED] Brand Detonate Buff",[11058],"",3,"","","","",29,973,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11058],[],"","","","","",[],"",[],[],1,[]
1434,"magma_sigil","You are Branded. and will gain energy over time. When the brand is removed, the energy will explode.","","","Penance Brand","[466,17243]",1,1,1,"","",1,29,1354,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","",2,"","",0,[],"","",[],"",[],[],"[466,17243]",[],"","","","","",[],"",[],[],1,[]
1435,"immolation_sigil","You are Branded.","","","Wintertide Brand","[466,17243]",1,1,1,"","",1,29,1355,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","",2,"","",0,[],"","",[],"",[],[],"[466,17243]",[],"","","","","",[],"",[],[],1,[]
1436,"trigger_sigil","You are Branded.","","","Arcanist Brand","[466,17243]",1,1,1,"","",1,29,1356,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","",2,"","",0,[],"","",[],"",[],[],"[466,17243]",[],"","","","","",[],"",[],[],1,[]
1437,"immolation_brand_burn","You are taking cold damage over time from a Wintertide Brand.","","","Wintertide",[1968],1,1,"","","",1,29,1344,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
1438,"magma_pustule","You have been energised by a Penance Brand.","","","Penance",[],"",4,1,"",11231,"",29,1326,1,"",2,"",1,1,"",0,"","PenanceBrandCharge","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1439,"immolation_brand_burn_secondary","You are taking cold damage over time from being near an ending Wintertide Brand effect.","","","Wintertide's End",[1968],1,3,"","","",1,29,1345,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
1440,"ancestral_slam_big_hit_counter","",1,"","",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1441,"fragile_regrowth","You regenerate life based on how much Fragile Regrowth you have.","","","Fragile Regrowth",[],1,4,1,11258,11259,1,29,1335,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1442,"fragile_regrowth_generation","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","FragileRegrowthGeneration","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1443,"unique_boots_shocked_ground_while_moving","",1,"","",[],1,3,"","","","",29,0,1,"",18,"","","","",0,"","AilmentGroundWhileMoving","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1444,"unique_boots_ignited_ground_while_moving","",1,"","",[],1,3,"","","","",29,0,1,"",18,"","","","",0,"","AilmentGroundWhileMoving","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1445,"lightning_resistance_override","",1,"","","[11271,11272]",1,3,"","","","",29,0,"","",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[11271,11272]",[],"","","","","",[],"",[],[],1,[]
1446,"instant_warcry_skill_delay","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1447,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","","","Spectral Pack","[30,31]",1,1,"","","","",29,1361,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[30,31]",[],"","","","","",[],"",[],[],1,[]
1448,"chaos_resistance","",1,"","",[144],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[144],[],"","","","","",[],"",[],[],1,[]
1449,"have_cast_dash_recently","",1,"","",[11339],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11339],[],"","","","","",[],"",[],[],1,[]
1450,"harvest_crab_screech_buff","","","","","[1895,171,24]",1,2,"","","","",29,1337,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1895,171,24]",[],"","","","","",[],"",[],[],1,[]
1451,"harvest_crab_screech_debuff","You take increased Cold Damage.","","","Frigid Roar",[3500],1,2,"","","","",29,1338,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3500],[],"","","","","",[],"",[],[],1,[]
1452,"replenishing_presence_passive_aura","",1,"","",[439],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
1453,"harvest_plague_spider_slow","You are slowed.","","","Noxious Fumes",[338],1,2,"","","","",29,1339,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
1454,"harvest_hulk_enrage","",1,"","","[423,728,70,210]","",1,"","","","",29,1342,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[423,728,70,210]",[],"","","","","",[],"",[],[],1,[]
1455,"generic_buff_aura_not_removed_on_death","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericBuffAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1456,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","","","Profane Ground","[11396,8571,7231]",1,3,"","","","",29,214,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","",7,"","",0,[],"","",[],"",[],[],"[11396,8571,7231]",[],"","","","","",[],"",[],[4],1,[]
1457,"profane_ground_debuff","You are much more likely to be Critically Hit and your resistances are lowered","","","Profane Flame","[8571,7231]",1,3,"","","","",29,214,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[8571,7231]",[],"","","","","",[],"",[],[4],1,[]
1458,"dynamo_mana_recovery","",1,"","",[551],1,1,"","","","",29,0,1,1,18,"",1,"","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[551],[],"","","","","",[],"",[],[],1,[]
1459,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","","","Alchemist's Genius","[11438,449]",1,3,"","","",1,29,1353,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[11438,449]",[],"","","","","",[],"",[],[],1,[]
1460,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","","","Shrill Screech","[3463,199,11487]",1,4,1,"","","",29,1347,1,"",2,"",1,1,"",20,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3463,199,11487]",[],"","","","","",[],"",[],[],1,[]
1461,"have_been_ignited_recently","",1,"","",[],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[11465],"","","","","",[],"",[],[],1,[]
1462,"have_been_shocked_recently","",1,"","",[11466],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11466],[],"","","","","",[],"",[],[],1,[]
1463,"warcry_physical_damage_reduction_rating_percent","",1,"","",[111],"",3,"","","","",29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[111],[],"","","","","",[],"",[],[],1,[]
1464,"winter_brand_stacks","",1,"","",[],1,4,"","","","",29,1349,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1465,"display_num_empowered_attacks","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1466,"harvest_beast_roar_debuff","You are slowed.","","","Bestial Roar",[338],1,2,"","","","",29,1350,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
1467,"keystone_impale_cannot_be_impaled","You cannot be impaled again, and Call of Steel cannot remove impale debuffs from you.","","","The Impaled",[11406],"",3,"","","","",29,1351,1,"",1,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[12955],[11406],[],"","","","","",[],"",[],[],1,[]
1468,"harvest_rhex_screech_debuff","You take increased Lightning Damage.","","","Thunderous Roar",[3501],1,2,"","","","",29,1352,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3501],[],"","","","","",[],"",[],[],1,[]
1469,"debilitate","Debuff [Slow|Slows] movement speed and inflicts less damage dealt","","","Debilitate","[11502,11503]",1,3,"","","","",29,1357,1,"",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],"[11502,11503]",[],"","",1,"","",[],"",[],[3],3,[]
1470,"explode_on_death_dealing_chaos_damage","",1,"","",[11507],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11507],[],"","","","","",[],"",[],[],1,[]
1471,"cannot_be_stunned_after_stun_finished","",1,"","",[712],1,2,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[712],[],"","","","","",[],"",[],[],1,[]
1472,"maximum_life_cannot_be_zero_temporarily","",1,1,"",[11532],1,3,"","","",1,29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11532],[],"","","","","",[],"",[],[],1,[]
1473,"hindered_enemy_life_regeneration_rate","",1,"","",[2357],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2357],[],"","","","","",[],"",[],[],1,[]
1474,"exposed_enemy_elemental_status_duration","",1,"","",[608],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[608],[],"","","","","",[],"",[],[],1,[]
1475,"maimed_enemy_damage_taken_over_time","",1,"","",[531],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[531],[],"","","","","",[],"",[],[],1,[]
1476,"taunted_enemy_less_area_damage","",1,"","",[11605],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11605],[],"","","","","",[],"",[],[],1,[]
1477,"withered_enemy_all_resistances","",1,"","",[7231],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[7231],[],"","","","","",[],"",[],[],1,[]
1478,"blinded_enemy_crit_chance","",1,"","",[543],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[543],[],"","","","","",[],"",[],[],1,[]
1479,"intimidated_enemy_self_stun_duration","",1,"","",[4451],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4451],[],"","","","","",[],"",[],[],1,[]
1480,"unnerved_enemy_self_spell_crit_chance","",1,"","",[11610],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11610],[],"","","","","",[],"",[],[],1,[]
1481,"berserker_more_empowered_attack_damage","Your Exerted Attacks deal more Attack Damage.","","","War Bringer",[11613],1,2,"","","",1,29,1359,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11613],[],"","","","","",[],"",[],[],1,[]
1482,"have_lost_endurance_charge_in_past_8_seconds","",1,"","",[11643],"",9,"","","","",29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11643],[],"","","","","",[],"",[],[],1,[]
1483,"crown_of_thorns_ground","You are taking Physical and Fire Damage over time","","","Sacred Ashes","[346,1966]",1,3,"","","","",29,1360,1,"",2,"",1,1,"",0,"","AddBuffWhileInAura","","","","",7,"","",0,[],"","",[101],"",[],[],"[346,1966]",[],"","","","","",[0],"",[],[4],1,[]
1484,"crushed","",1,"","Crushed",[1039],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1039],[],"","","","","",[],"",[],[],1,[]
1485,"harvest_boss_push_immunity","",1,"","","[712,983,2614]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[712,983,2614]",[],"","","","","",[],"",[],[],1,[]
1486,"add_buff_while_in_aura","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","AddBuffWhileInAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1487,"crown_of_thorns_stacking","You have reduced physical damage reduction and maximum resistances.","","","Sacred Suffering","[1039,951]","",1,"","","","",29,1362,1,1,2,"",1,1,"",10,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1039,951]",[],"","","","","",[],"",[],[],1,[]
1488,"oshabi_blue_aura","You take increased damage from Oshabi's Primal skills","","","Primal Malady",[11684],1,3,1,"","","",29,1364,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11684],[],"","","","","",[],"",[],[],1,[]
1489,"oshabi_green_aura","You take increased damage from Oshabi's Vivid skills","","","Vivid Malady",[11685],1,3,1,"","","",29,1365,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11685],[],"","","","","",[],"",[],[],1,[]
1490,"oshabi_red_aura","You take increased damage from Oshabi's Wild skills","","","Wild Malady",[11686],1,3,1,"","","",29,1366,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[11686],[],"","","","","",[],"",[],[],1,[]
1491,"blackhole_damage_taken","",1,"","",[466],"",3,"","","","",29,1384,1,"",2,"",1,1,"",0,"","BlackHoleApplyHinderBuff","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
1492,"frostglobe_absorb_damage","The Frost Shield will take some damage for you.","","","Frost Shield",[],"",3,"","","","",29,1386,1,"",18,"",1,1,"",0,"","FrostGlobeAbsorbDamage","","","","",7,"","",0,[],"","",[],"","[11696,11709]",[],"[11696,11709]",[],"","","","","",[],"",[],[],1,[]
1493,"steel_skill_ammo_buff","Steel Shards are consumed by some attack skills.","","","Steel Shard",[],"",3,1,"",11697,"",29,1387,1,"",18,"",1,1,"",10,"","SteelSkillAmmoBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1494,"circle_of_power_buff","You are standing in a Sigil of Power","","","Sigil of Power","[207,11715]","",3,1,"","","",29,1389,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[207,11715]",[],"","","","","",[],"",[],[],1,[]
1495,"frostglobe_chill_enemies","",1,"","Frost Shield",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","CorpseShockChillAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[13166],"","","","","",[],"",[],[],1,[]
1496,"warlords_mark_rage_regeneration","",1,"","",[11717],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[11717],[],"","","","","",[],"",[],[],1,[]
1497,"firewall_debuff","You are taking Fire Damage while inside a Flame Wall.",1,"","Flame Wall",[],1,1,"","","",1,29,0,"","",2,"","","","",0,"","FirewallDegenBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1498,"mark_tracker","",1,"","",[],1,2,"","","","",29,0,1,"",18,"","","","",0,"","MarkTrackerBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1499,"curse_zone_aura","",1,"","",[],"",1,"","","","",29,0,"","",18,"","","","",0,1,"CurseZoneAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1500,"have_gained_power_charge_recently","",1,"","",[],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[11757],"","","","","",[],"",[],[],1,[]
1501,"heist_disguised","",1,"","",[3095],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3095],[],"","","","","",[],"",[],[],1,[]
1502,"frostglobe_degen_owner","",1,"","",[11763],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[4887],[11763],[],"","","","","",[],"",[],[],1,[]
1503,"frostglobe_crit_owner","",1,"","",[6683],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[6683],[],"","","","","",[],"",[],[],1,[]
1504,"corpse_walk_display_buff","While you are moving, you spawn corpses beneath you each second.","","","Corpse Walk",[],"",3,"","","","",29,1403,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1505,"area_of_effect_on_mana_spent","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","AreaOfEffectOnManaSpent","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1506,"area_of_effect_pluspercent_unique","You have increased Area of Effect.","","","Replica Kalisa's Grace",[423],"",3,"","","","",29,1404,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[423],[],"","","","","",[],"",[],[],1,[]
1507,"unique_flask_eldritch_battery","You have Eldritch Battery, allowing you to spend Energy Shield for Costs of Skills.","","","Eldritch Battery","[5068,9066]",1,3,"","","",1,29,1407,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[5068,9066]",[],"","","","","",[],"",[],[],1,[]
1508,"death_wish","",1,"","","[70,210,171]",1,2,"","","","",29,1405,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],"[11808,1847,5628]","[70,210,171]",[],"","","","","",[],"",[],[],1,[]
1509,"heist_military_shield_wall_aura","Allies take less Damage","","","",[466],1,3,"","","","",29,1406,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
1510,"death_wish_display_stages","A number of your minions are affected by Death Wish.","","","Death Wish",[],1,4,1,"","","",29,1408,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1511,"heist_drone_breath","",1,"","Unrighteous Fire",[1966],"",3,"","","","",29,0,"","",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
1512,"heist_npc_dodge_the_hazards","",1,"","","[451,451]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[14663],"[451,451]",[],"","","","","",[],"",[],[],1,[]
1513,"heist_robot_crucible_buff","","","","","[466,24]","",3,"","","","",29,1416,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,24]",[],"","","","","",[],"",[],[],1,[]
1514,"trigger_hidden_blade","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","TriggerModGrantedEffectsAtInterval","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1515,"curse_charges_on_hit","",1,"","","[11911,11910,11909]","",1,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[11911,11910,11909]",[],"","","","","",[],"",[],[],1,[]
1516,"steel_charge","You have additional chance to Block Projectile Attack Damage.","","","Steel Ward",[1071],1,1,1,"","",1,29,1417,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1071],[],"","","","","",[],"",[],[],1,[]
1517,"heist_robot_skitterbot_buff","","","","",[24],"",3,"","","","",29,1418,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
1518,"skeleton_warriors_have_triple_damage","",1,"","","[12346,12347]",1,2,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[12346,12347]",[],"","","","","",[],"",[],[],1,[]
1519,"wither_hinder_chaos_damage_dealt","",1,"","",[63],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[63],[],"","","","","",[],"",[],[],1,[]
1520,"summoned_minion_damage_immunity","",1,"","",[],1,9,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[134],[],[],"","","","","",[],"",[],[],1,[]
1521,"plague_bearer_movement_speed","",1,"","",[171],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
