"rownum","Id","Base_ENVFile","Corrupted_ENVFile","rid","rid","[rid]","EnvironmentTransitionsKey","PreloadGroup"
567,"EndGameKaomAbyss_boss","Metadata/EnvironmentSettings/EndGameKaomAbyss_boss.env","","","",[],"",""
568,"EndGameKaomAbyss_outside_silent","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env","","","",[],"",""
569,"EndGameKaomAbyss_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
570,"EndGameLavaFissure","Metadata/EnvironmentSettings/EndGameLavaFissure.env","","","",[],"",""
571,"EndGameLavaFissure_synthesis","Metadata/EnvironmentSettings/EndGameLavaFissure_synthesis.env","","","",[],"",""
572,"EndGamePit","Metadata/EnvironmentSettings/EndGamePit.env","","","",[],"",""
573,"EndGamePits_unique_outside","Metadata/EnvironmentSettings/EndGamePits_Unique_Outside.env","","","",[],"",""
574,"EndGamePits_unique_inside","Metadata/EnvironmentSettings/EndGamePits_Unique_Inside.env","","","",[],"",""
575,"EndGameColosseum_outside","Metadata/EnvironmentSettings/EndGameColosseum_Outside.env","","","",[],"",""
576,"EndGameColosseum_synthesis","Metadata/EnvironmentSettings/EndGameColosseum_synthesis.env","","","",[],"",""
577,"EndGameColosseum_outside_silent","Metadata/EnvironmentSettings/EndGameColosseum_OutsideSilent.env","","","",[],"",""
578,"EndGameColosseum_boss","Metadata/EnvironmentSettings/EndGameColosseum_Boss.env","","","",[],"",""
579,"EndGameColosseum_boss_silent","Metadata/EnvironmentSettings/boss_silent.env","","","",[],"",""
580,"EndGameColosseum_mumble","Metadata/EnvironmentSettings/EndGameColosseum_BossMumble.env","","","",[],"",""
581,"EndGameVillageRuins","Metadata/EnvironmentSettings/EndGameVillageRuins.env","","","",[],"",""
582,"EndGameWolf","Metadata/EnvironmentSettings/EndGameWolf.env","","","",[],"",""
583,"EndGameHallowedGrounds","Metadata/EnvironmentSettings/EndGameHallowedGrounds.env","","","",[],"",""
584,"EndGameHighGardens","Metadata/EnvironmentSettings/EndGameHighGardens.env","","","",[],"",""
585,"EndGameHighGardens_boss","Metadata/EnvironmentSettings/EndGameHighGardens_boss.env","","","",[],"",""
586,"EndGameHighGardens_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
587,"EndGameMineralPools","Metadata/EnvironmentSettings/EndGameMineralPools.env","","","",[],"",""
588,"EndGameScriptorium1","Metadata/EnvironmentSettings/EndGameScriptorium.env","","","",[],"",""
589,"EndGameScriptorium2","Metadata/EnvironmentSettings/EndGameScriptorium2.env","","","",[],"",""
590,"EndGameEstuary","Metadata/EnvironmentSettings/EndGameEstuary.env","","","",[],"",""
591,"EndGameArmory","Metadata/EnvironmentSettings/EndGameArmory.env","","","",[],"",""
592,"EndGameSulphurWastes","Metadata/EnvironmentSettings/EndGameSulphurWastes.env","","","",[],"",""
593,"EndGameMarshes","Metadata/EnvironmentSettings/EndGameMarshes.env","","","",[],"",""
594,"EndGameBarrows","Metadata/EnvironmentSettings/EndGameBarrows.env","","","",[],"",""
595,"EndGameBarrows2","Metadata/EnvironmentSettings/EndGameBarrows2.env","","","",[],"",""
596,"EndGameTower","Metadata/EnvironmentSettings/EndGameTower1.env","","","",[],"",""
597,"EndGameTower2","Metadata/EnvironmentSettings/EndGameTower2.env","","","",[],"",""
598,"EndGameBurialChambers1","Metadata/EnvironmentSettings/EndGameBurialChambers1.env","","","",[],"",""
599,"EndGameBurialChambers2","Metadata/EnvironmentSettings/EndGameBurialChambers2.env","","","",[],"",""
600,"EndGameBurialChambers2_boss","Metadata/EnvironmentSettings/EndGameBurialChambers2_boss.env","","","",[],"",""
601,"EndGameInnerTemple","Metadata/EnvironmentSettings/EndGameInnerTemple.env","","","",[],"",""
602,"EndGameVault","Metadata/EnvironmentSettings/EndGameVault.env","","","",[],"",""
603,"EndGameLighthouse","Metadata/EnvironmentSettings/EndGameLighthouse.env","","","",[],"",""
604,"EndGameMountainCity","Metadata/EnvironmentSettings/EndGameMountainCity.env","","","",[],"",""
605,"EndGameFactory","Metadata/EnvironmentSettings/EndGameFactory1.env","","","",[],"",""
606,"EndGameFactoryBoss","Metadata/EnvironmentSettings/EndGameFactoryBoss.env","","","",[],"",""
607,"EndGameArachnidTomb","Metadata/EnvironmentSettings/EndGameArachnidTomb.env","","","",[],"",""
608,"EndGameArachnidTombBasement","Metadata/EnvironmentSettings/EndGameArachnidTombBasement.env","","","",[],"",""
609,"EndGameRacecourse","Metadata/EnvironmentSettings/EndGameRacecourse.env","","","",[],"",""
610,"EndGameMesa","Metadata/EnvironmentSettings/EndGameMesa.env","","","",[],"",""
611,"EndGameMesa_synthesis","Metadata/EnvironmentSettings/EndGameMesa_synthesis.env","","","",[],"",""
612,"EndGameBeach","Metadata/EnvironmentSettings/EndGameBeach.env","","","",[],"",""
613,"EndGameBeach_synthesis","Metadata/EnvironmentSettings/EndGameBeach_synthesis.env","","","",[],"",""
614,"PetFlats","Metadata/EnvironmentSettings/PetFlats.env","","","",[],"",""
615,"EndGameMine1","Metadata/EnvironmentSettings/EndGameMineExcavation.env","","","",[],"",""
616,"EndGameMine1_synthesis","Metadata/EnvironmentSettings/EndGameMineExcavation_synthesis.env","","","",[],"",""
617,"EndGameMine2","Metadata/EnvironmentSettings/EndGameMineQuarry.env","","","",[],"",""
618,"EndGameMine2_indoor","Metadata/EnvironmentSettings/EndGameMineQuarry_Inside.env","","","",[],"",""
619,"EndGameRamparts","Metadata/EnvironmentSettings/EndGameRamparts.env","","","",[],"",""
620,"EndGameRamparts_Boss","Metadata/EnvironmentSettings/EndGameRamparts_Boss.env","","","",[],"",""
621,"EndGameBreachBossRoomPhysical","Metadata/EnvironmentSettings/EndGameBreachBoss1.env","","","",[],"",""
622,"EndGameBreachBossRoomChaos","Metadata/EnvironmentSettings/EndGameBreachBoss2.env","","","",[],"",""
623,"EndGameBreachBossRoomFire","Metadata/EnvironmentSettings/EndGameBreachBoss3.env","","","",[],"",""
624,"EndGameBreachBossRoomCold","Metadata/EnvironmentSettings/EndGameBreachBoss4.env","","","",[],"",""
625,"EndGameBreachBossRoomLightning","Metadata/EnvironmentSettings/EndGameBreachBoss5.env","","","",[],"",""
626,"EndGameBreachBossEvent","Metadata/EnvironmentSettings/EndGameBreachBossEventOverride.env","","","",[],"",""
627,"EndGameBreachBossPhysical","Metadata/EnvironmentSettings/EndGameBreachBossPhysical.env","","","",[],"",""
628,"EndGameBreachBossChaos","Metadata/EnvironmentSettings/EndGameBreachBossChaos.env","","","",[],"",""
629,"EndGameBreachBossFire","Metadata/EnvironmentSettings/EndGameBreachBossFire.env","","","",[],"",""
630,"EndGameBreachBossCold","Metadata/EnvironmentSettings/EndGameBreachBossCold.env","","","",[],"",""
631,"EndGameBreachBossLightning","Metadata/EnvironmentSettings/EndGameBreachBossLightning.env","","","",[],"",""
632,"EndGameHarbinger","Metadata/EnvironmentSettings/EndGameHarbinger.env","","","",[],"",""
633,"EndGameHarbingerBoss","Metadata/EnvironmentSettings/EndGameHarbingerBoss.env","","","",[],"",""
634,"EndGameCorpseTrench1","Metadata/EnvironmentSettings/EndgameCorpseTrench1.env","","","",[],"",""
635,"EndGameCorpseTrench2","Metadata/EnvironmentSettings/EndGameCorpseTrench_KitavaArena.env","","","",[],"",""
636,"EndGameSummit1","Metadata/EnvironmentSettings/EndGameSummit1.env","","","",[],"",""
637,"EndGameSummit_boss","Metadata/EnvironmentSettings/EndGameSummit1.env","","","",[],"",""
638,"EndGameSummit_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
639,"EndGameSunkenCity1","Metadata/EnvironmentSettings/EndGameSunkenCity1.env","","","",[],"",""
640,"EndGameSunkenCity_boss","Metadata/EnvironmentSettings/EndGameSunkenCity_boss.env","","","",[],"",""
641,"EndGameSunkenCity_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
642,"EndGameTribunal","Metadata/EnvironmentSettings/MapTribunal1.env","","","",[],"",""
643,"EndGameTribunalBoss","Metadata/EnvironmentSettings/MapTribunal2.env","","","",[],"",""
644,"EndGameSchism","Metadata/EnvironmentSettings/EndGameSchismSolaris.env","Metadata/EnvironmentSettings/EndGameSchismLunaris.env","","",[],0,""
645,"EndGameSchismLunaris","Metadata/EnvironmentSettings/EndGameSchismLunaris.env","","","",[],"",""
646,"EndGameSchismSolaris","Metadata/EnvironmentSettings/EndGameSchismSolaris.env","","","",[],"",""
647,"EndGameCarcass1","Metadata/EnvironmentSettings/EndGameCarcass_Zone1.env","","","",[],"",""
648,"EndGameCarcass2","Metadata/EnvironmentSettings/EndGameCarcass_Zone2.env","","","",[],"",""
649,"EndGameCarcass3","Metadata/EnvironmentSettings/EndGameCarcass_Zone3.env","","","",[],"",""
650,"EndGameCopse","Metadata/EnvironmentSettings/EndGameCopse.env","","","",[],"",""
651,"EndGameAlleyways","Metadata/EnvironmentSettings/EndGameAlleyways.env","","","",[],"",""
652,"EndGameCorrosion1","Metadata/EnvironmentSettings/EndGameCorrosion1.env","","","",[],"",""
653,"EndGamePen1","Metadata/EnvironmentSettings/EndGamePen1.env","","","",[],"",""
654,"EndGameBelfry","Metadata/EnvironmentSettings/EndGameBellfry.env","","","",[],"",""
655,"EndGameBelfry_boss","Metadata/EnvironmentSettings/EndGameBelfryBoss.env","","","",[],"",""
656,"EndGameMachinarium","Metadata/EnvironmentSettings/EndGameMachinarium.env","","","",[],"",""
657,"EndGamePillars","Metadata/EnvironmentSettings/EndGamePillars.env","","","",[],"",""
658,"EndGameBaths","Metadata/EnvironmentSettings/EndGameBaths.env","","","",[],"",""
659,"EndGameBaths_synthesis","Metadata/EnvironmentSettings/EndGameBaths_synthesis.env","","","",[],"",""
660,"EndGameBasilica","Metadata/EnvironmentSettings/EndGameBasilica.env","","","",[],"",""
661,"EndGameBasilica_boss","Metadata/EnvironmentSettings/EndGameBasilica_boss.env","","","",[],"",""
662,"EndGameCitySquare","Metadata/EnvironmentSettings/EndGameCitySquare.env","","","",[],"",""
663,"EndGameCourthouse","Metadata/EnvironmentSettings/EndGameCourthouse.env","","","",[],"",""
664,"EndGameDefiledCathedral","Metadata/EnvironmentSettings/EndGameDefiledCathedral.env","","","",[],"",""
665,"EndGameDefiledCathedral_boss","Metadata/EnvironmentSettings/EndGameDefiledCathedral_boss.env","","","",[],"",""
666,"EndGameDig","Metadata/EnvironmentSettings/EndGameDig.env","","","",[],"",""
667,"EndGameIceberg","Metadata/EnvironmentSettings/EndGameIceberg.env","","","",[],"",""
668,"EndGameIceberg_synthesis","Metadata/EnvironmentSettings/EndGameIceberg_synthesis.env","","","",[],"",""
669,"EndGameLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env","","","",[],"",""
670,"EndGameLookout","Metadata/EnvironmentSettings/EndGameLookout.env","","","",[],"",""
671,"EndGameSanctuary","Metadata/EnvironmentSettings/EndGameSanctuary.env","","","",[],"",""
672,"EndGameSanctuary_synthesis","Metadata/EnvironmentSettings/EndGameSanctuary_synthesis.env","","","",[],"",""
673,"EndGameSanctuaryBoss","Metadata/EnvironmentSettings/EndGameSanctuaryBoss.env","","","",[],"",""
674,"EndGameSepulchre","Metadata/EnvironmentSettings/EndGameSepulchre.env","","","",[],"",""
675,"EndGameSepulchre_synthesis","Metadata/EnvironmentSettings/EndGameSepulchre_synthesis.env","","","",[],"",""
676,"EndGameSepulchre_doedre","Metadata/EnvironmentSettings/EndGameSepluchre_doedre.env","","","",[],"",""
677,"EndGameHaunt","Metadata/EnvironmentSettings/EndGameHaunt.env","","","",[],"",""
678,"EndGameHaunt_synthesis","Metadata/EnvironmentSettings/EndGameHaunt_synthesis.env","","","",[],"",""
679,"EndGameHauntBoss","Metadata/EnvironmentSettings/EndGameHauntBoss.env","","","",[],"",""
680,"EndGameMausoleum","Metadata/EnvironmentSettings/EndGameMausoleum.env","","","",[],"",""
681,"EndGameGlacier_Cave","Metadata/EnvironmentSettings/EndGameGlacier_Cave.env","","","",[],"",""
682,"EndGameGlacier_Cave_synthesis","Metadata/EnvironmentSettings/EndGameGlacier_Cave_synthesis.env","","","",[],"",""
683,"EndGameGlacier_Mountain","Metadata/EnvironmentSettings/EndGameGlacier_Mountain.env","","","",[],"",""
684,"EndGameCage","Metadata/EnvironmentSettings/EndGameCage.env","","","",[],"",""
685,"EndGameCage_synthesis","Metadata/EnvironmentSettings/EndGameCage_synthesis.env","","","",[],"",""
686,"EndGamePark","Metadata/EnvironmentSettings/EndGamePark.env","","","",[],"",""
687,"EndGamePark_synthesis","Metadata/EnvironmentSettings/EndGamePark_synthesis.env","","","",[],"",""
688,"EndGameBoulevard","Metadata/EnvironmentSettings/EndGameBoulevard.env","","","",[],"",""
689,"EndGameBoulevard_synthesis","Metadata/EnvironmentSettings/EndGameBoulevard_synthesis.env","","","",[],"",""
690,"EndGameMoonTemple","Metadata/EnvironmentSettings/EndGameMoonTemple.env","","","",[],"",""
691,"EndGameMoonTemple_synthesis","Metadata/EnvironmentSettings/EndGameMoonTemple_synthesis.env","","","",[],"",""
692,"EndGameWrackandRuin","Metadata/EnvironmentSettings/EndGameWrackandRuin_1.env","","","",[],"",""
693,"EndGameDrySea","Metadata/EnvironmentSettings/EndGameDrySea.env","","","",[],"",""
694,"EndGameSteppes","Metadata/EnvironmentSettings/EndGameSteppes.env","","","",[],"",""
695,"EndGameBrambleFall1","Metadata/EnvironmentSettings/EndGameBrambleFall1.env","","","",[],"",""
696,"EndGameBrambleFall2","Metadata/EnvironmentSettings/EndGameBrambleFall2.env","","","",[],"",""
697,"EndGameBrambleFall3","Metadata/EnvironmentSettings/EndGameBrambleFall3.env","","","",[],"",""
698,"EndGameStagnation","Metadata/EnvironmentSettings/EndGameStagnation.env","","","",[],"",""
699,"EndGameStagnationBoss","Metadata/EnvironmentSettings/EndGameStagnationBoss.env","","","",[],"",""
700,"EndGameStagnationBoss_silent","Metadata/EnvironmentSettings/boss_stopmusic.env","","","",[],"",""
701,"EndGameFrozenCabins","Metadata/EnvironmentSettings/EndGameFrozenCabins.env","","","",[],"",""
702,"EndGameFrozenCabinsBossInactive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossInactive.env","","","",[],"",""
703,"EndGameFrozenCabinsBossActive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossActive.env","","","",[],"",""
704,"EndGameHarbingerPrison","Metadata/EnvironmentSettings/EndGameHarbingerPrison.env","","","",[],"",""
705,"EndGameBurn1","Metadata/EnvironmentSettings/EndGameBurn1.env","","","",[],"",""
706,"EndGameBurn1Boss","Metadata/EnvironmentSettings/EndGameBurn1Boss.env","","","",[],"",""
707,"EndGameCrimsonTownship","Metadata/EnvironmentSettings/EndGameCrimsonTownship.env","","","",[],"",""
708,"EndGameCrimsonTownshipBoss","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss.env","","","",[],"",""
709,"EndGameCrimsonTownshipBoss2","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss2.env","","","",[],"",""
710,"EndGameForkingRiverLower","Metadata/EnvironmentSettings/EndGameForkingRiverLower.env","","","",[],"",""
711,"EndGameForkingRiverUpper","Metadata/EnvironmentSettings/EndGameForkingRiverUpper.env","","","",[],"",""
712,"EndGameForkingRiverArena","Metadata/EnvironmentSettings/EndGameForkingRiverArena.env","","","",[],"",""
713,"EndGameForkingRiverBossActive","Metadata/EnvironmentSettings/EndGameForkingRiverBossActive.env","","","",[],"",""
714,"EndGameThaumaturgy","Metadata/EnvironmentSettings/EndGameThaumatugy.env","","","",[],"",""
715,"EndGameThaumaturgyBoss","Metadata/EnvironmentSettings/EndGameThaumatugyBoss.env","","","",[],"",""
716,"EndGameColdRiver","Metadata/EnvironmentSettings/EndGameColdRiver.env","","","",[],"",""
717,"EndGameColdRiverDay","Metadata/EnvironmentSettings/EndGameColdRiverDay.env","","","",[],"",""
718,"EndGameColdRiverLunaris","Metadata/EnvironmentSettings/EndGameColdRiver_Lunaris.env","","","",[],"",""
719,"EndGameColdRiverSolaris","Metadata/EnvironmentSettings/EndGameColdRiver_Solaris.env","","","",[],"",""
720,"EndGameForbiddenWoods","Metadata/EnvironmentSettings/EndGameForbiddenWoods.env","","","",[],"",""
721,"EndGameForbiddenWoodsBoss","Metadata/EnvironmentSettings/EndGameForbiddenWoodsBoss.env","","","",[],"",""
722,"EndGameSilo","Metadata/EnvironmentSettings/EndGameSilo.env","","","",[],"",""
723,"EndGameSiloBoss","Metadata/EnvironmentSettings/EndGameSiloBoss.env","","","",[],"",""
724,"EndGameBeachLanding","Metadata/EnvironmentSettings/EndGameBeachLanding.env","","","",[],"",""
725,"EndGameElder_Desert","Metadata/EnvironmentSettings/EndGameElder_Desert.env","","","",[],"",""
726,"EndGameElder_Volcano","Metadata/EnvironmentSettings/EndGameElder_Volcano.env","","","",[],"",""
727,"EndGameElder_Sulphur","Metadata/EnvironmentSettings/EndGameElder_Sulphur.env","","","",[],"",""
728,"EndGameElder_Reliquary","Metadata/EnvironmentSettings/EndGameElder_Reliquary.env","","","",[],"",""
729,"EndGameElder_Temple","Metadata/EnvironmentSettings/EndGameElder_Temple.env","","","",[],"",""
730,"EndGameElder_Elegant","Metadata/EnvironmentSettings/EndGameElder_Elegant.env","","","",[],"",""
731,"EndGameElder_Sceptre","Metadata/EnvironmentSettings/EndGameElder_Sceptre.env","","","",[],"",""
732,"EndGameElder_Tower","Metadata/EnvironmentSettings/EndGameElder_Tower.env","","","",[],"",""
733,"EndGameElder_Refinery","Metadata/EnvironmentSettings/EndGameElder_Refinery.env","","","",[],"",""
734,"EndGameElder_Reef","Metadata/EnvironmentSettings/EndGameElder_Reef.env","","","",[],"",""
735,"EndGameElder_River","Metadata/EnvironmentSettings/EndGameElder_River.env","","","",[],"",""
736,"EndGameElder_Garden","Metadata/EnvironmentSettings/EndGameElder_Garden.env","","","",[],"",""
737,"EndGameElderArena","Metadata/EnvironmentSettings/EndGameElderArena.env","","","",[],"",""
738,"EndGameElderArenaEntrance","Metadata/EnvironmentSettings/EndGameElderArena_Entrance.env","","","",[],"",""
739,"EndGamePrimordialBoss1","Metadata/EnvironmentSettings/EndGamePrimordialBoss1.env","","","",[],"",""
740,"EndGamePrimordialBoss2","Metadata/EnvironmentSettings/EndGamePrimordialBoss2.env","","","",[],"",""
741,"EndGamePrimordialBoss3","Metadata/EnvironmentSettings/EndGamePrimordialBoss3.env","","","",[],"",""
742,"EndGamePrimordialBoss4","Metadata/EnvironmentSettings/EndGamePrimordialBoss4.env","","","",[],"",""
743,"ClassicLeagueTreasury","Metadata/EnvironmentSettings/ClassicLeagueTreasury.env","","","",[],"",""
744,"VaalTreasury","Metadata/EnvironmentSettings/SideInca1.env","","","",[],"",""
745,"ClassicLeagueReliquary_Cosmic","Metadata/EnvironmentSettings/ClassicLeagueReliquary_Cosmic.env","","","",[],"",""
746,"Menagerie_Hub","Metadata/EnvironmentSettings/MenagerieHub.env","","","",[],"",""
747,"Menagerie_Hub_Battle","Metadata/EnvironmentSettings/MenagerieHub.env","","","",[],"",""
748,"Menagerie_Mammals","Metadata/EnvironmentSettings/MenagerieMammals.env","","","",[],"",""
749,"Menagerie_BirdsReptiles","Metadata/EnvironmentSettings/MenagerieBirdsReptiles.env","","","",[],"",""
750,"Menagerie_InsectsArachnids","Metadata/EnvironmentSettings/MenagerieInsectsArachnids.env","","","",[],"",""
751,"Menagerie_WaterCreatures","Metadata/EnvironmentSettings/MenagerieWaterCreatures.env","","","",[],"",""
752,"IncursionTemplePast","Metadata/EnvironmentSettings/IncursionTemplePast.env","","","",[],"",""
753,"IncursionTemplePresent","Metadata/EnvironmentSettings/IncursionOutdoorPresent.env","Metadata/EnvironmentSettings/IncursionTemplePresent.env","","",[],0,""
754,"IncursionTempleBoss","Metadata/EnvironmentSettings/IncursionTempleBoss.env","","","",[],"",""
755,"IncursionTempleIndoors","Metadata/EnvironmentSettings/IncursionTemplePresent.env","","","",[],"",""
756,"DelveMine","Metadata/EnvironmentSettings/Delve_Mine.env","","","",[],"",""
757,"DelveHub","Metadata/EnvironmentSettings/Delve_Hub.env","","","",[],"",""
758,"DelveBossVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal.env","","","",[],"",""
759,"DelveBossVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal_Darkness.env","","","",[],"",""
760,"DelveBossLich","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich.env","","","",[],"",""
761,"DelveBossLichDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich_Darknes.env","","","",[],"",""
762,"DelveBossProtoVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal.env","","","",[],"",""
763,"DelveBossProtoVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal_Darkness.env","","","",[],"",""
764,"BetrayalLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env","","","",[],"",""
765,"BetrayalSafeHouseGraveyard","Metadata/EnvironmentSettings/BetrayalSafeHouseGraveyard.env","","","",[],"",""
766,"BetrayalSafeHouseShore","Metadata/EnvironmentSettings/BetrayalSafeHouseShore.env","","","",[],"",""
767,"BetrayalSafeHouseChurch","Metadata/EnvironmentSettings/BetrayalSafeHouseChurch.env","","","",[],"",""
768,"BetrayalSafeHouseDesert","Metadata/EnvironmentSettings/BetrayalSafeHouseDesert.env","","","",[],"",""
769,"BetrayalSafeHouseSlums","Metadata/EnvironmentSettings/BetrayalSafeHouseLaboratory.env","","","",[],"",""
770,"BetrayalFortCave","Metadata/EnvironmentSettings/LeagueBetrayal_FortCave.env","","","",[],"",""
771,"BetrayalMastermindVault","Metadata/EnvironmentSettings/BetrayalMastermindVault.env","","","",[],"",""
772,"BetrayalMastermindHideout","Metadata/EnvironmentSettings/BetrayalMastermindHideout.env","","","",[],"",""
773,"BetrayalMastermindArena","Metadata/EnvironmentSettings/BetrayalMastermindArena.env","","","",[],"",""
774,"BetrayalMastermindArenaBlack","Metadata/EnvironmentSettings/BetrayalMastermindArenaBlack.env","","","",[],"",""
775,"BetrayalStoryVault","Metadata/EnvironmentSettings/BetrayalStoryVault.env","","","",[],"",""
776,"SynthesisHub","Metadata/EnvironmentSettings/LeagueGenesisHub.env","","","",[],"",""
777,"SynthesisArena","Metadata/EnvironmentSettings/LeagueGenesisArena.env","","","",[],"",""
778,"SynthesisGuardianArena1","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian1.env","","","",[],"",""
779,"SynthesisGuardianArena2","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian2.env","","","",[],"",""
780,"SynthesisGuardianArena3","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian3.env","","","",[],"",""
781,"SynthesisGuardianArena4","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian4.env","","","",[],"",""
782,"SynthesisTippingPoint","Metadata/EnvironmentSettings/LeagueGenesisTippingPoint.env","","","",[],"",""
783,"SynthesisMain","Metadata/EnvironmentSettings/SynthesisMain.env","","","",[],"",""
784,"MetamorphosisHub","Metadata/EnvironmentSettings/MetamorphosisHub.env","","","",[],"",""
785,"DescentForestBright","Metadata/EnvironmentSettings/DescentForestBright.env","","","",[],"",""
786,"DescentForestDark","Metadata/EnvironmentSettings/DescentForestDark.env","","","",[],"",""
787,"DescentFellshrine","Metadata/EnvironmentSettings/DescentFellshrine.env","","","",[],"",""
788,"DescentChurch1","Metadata/EnvironmentSettings/DescentChurch1.env","","","",[],"",""
789,"DescentChurch2","Metadata/EnvironmentSettings/DescentChurch2.env","","","",[],"",""
790,"DescentChurch3","Metadata/EnvironmentSettings/DescentChurch3.env","","","",[],"",""
791,"DescentCave1","Metadata/EnvironmentSettings/DescentCave1.env","","","",[],"",""
792,"DescentCave2","Metadata/EnvironmentSettings/DescentCave2.env","","","",[],"",""
793,"DescentCave3","Metadata/EnvironmentSettings/DescentCave3.env","","","",[],"",""
794,"DescentInca1","Metadata/EnvironmentSettings/DescentInca1.env","","","",[],"",""
795,"DescentInca2","Metadata/EnvironmentSettings/DescentInca2.env","","","",[],"",""
796,"DescentInca3","Metadata/EnvironmentSettings/DescentInca3.env","","","",[],"",""
797,"DescentTemple1","Metadata/EnvironmentSettings/DescentTemple1.env","","","",[],"",""
798,"DescentTemple2","Metadata/EnvironmentSettings/DescentTemple2.env","","","",[],"",""
799,"DescentTemple3","Metadata/EnvironmentSettings/DescentTemple3.env","","","",[],"",""
800,"Descent2Outdoor","Metadata/EnvironmentSettings/Descent2_outdoor.env","","","",[],"",""
801,"Descent2Scepter1","Metadata/EnvironmentSettings/Descent2_scepter1.env","","","",[],"",""
802,"Descent2Scepter2","Metadata/EnvironmentSettings/Descent2_scepter2.env","","","",[],"",""
803,"Descent2ScepterBoss","Metadata/EnvironmentSettings/Descent2_scepterboss.env","","","",[],"",""
804,"Descent2Scepter3","Metadata/EnvironmentSettings/Descent2_scepter3.env","","","",[],"",""
805,"Descent2Prison1","Metadata/EnvironmentSettings/Descent2_prison1.env","","","",[],"",""
806,"Descent2Prison2","Metadata/EnvironmentSettings/Descent2_prison2.env","","","",[],"",""
807,"Descent2Prison2b","Metadata/EnvironmentSettings/Descent2_prison2.env","","","",[],"",""
808,"Descent2Prison3","Metadata/EnvironmentSettings/Descent2_prison3.env","","","",[],"",""
809,"Descent2Prison3b","Metadata/EnvironmentSettings/Descent2_prison3.env","","","",[],"",""
810,"Descent2PrisonBoss","Metadata/EnvironmentSettings/Descent2_prisonboss.env","","","",[],"",""
811,"Descent2Church1","Metadata/EnvironmentSettings/Descent2_church1.env","","","",[],"",""
812,"Descent2Church1b","Metadata/EnvironmentSettings/Descent2_church1.env","","","",[],"",""
813,"Descent2Church2","Metadata/EnvironmentSettings/Descent2_church2.env","","","",[],"",""
814,"Descent2Church2b","Metadata/EnvironmentSettings/Descent2_church2.env","","","",[],"",""
815,"Descent2Church3","Metadata/EnvironmentSettings/Descent2_church3.env","","","",[],"",""
816,"Descent2Church3b","Metadata/EnvironmentSettings/Descent2_church3.env","","","",[],"",""
817,"Descent2Church3c","Metadata/EnvironmentSettings/Descent2_church3.env","","","",[],"",""
818,"Descent2ChurchBoss","Metadata/EnvironmentSettings/Descent2_churchboss.env","","","",[],"",""
819,"Descent2ChurchBossb","Metadata/EnvironmentSettings/Descent2_churchboss.env","","","",[],"",""
820,"Descent2Sins1","Metadata/EnvironmentSettings/Descent2_sins1.env","","","",[],"",""
821,"Descent2Sins2","Metadata/EnvironmentSettings/Descent2_sins2.env","","","",[],"",""
822,"Descent2Sins3","Metadata/EnvironmentSettings/Descent2_sins3.env","","","",[],"",""
823,"Descent2SinsBoss","Metadata/EnvironmentSettings/Descent2_sinsboss.env","","","",[],"",""
824,"Descent2Side1","Metadata/EnvironmentSettings/Descent2_side1.env","","","",[],"",""
825,"Descent2Side2","Metadata/EnvironmentSettings/Descent2_side2.env","","","",[],"",""
826,"Descent2Side3","Metadata/EnvironmentSettings/Descent2_side3.env","","","",[],"",""
827,"EndGameGardens","Metadata/EnvironmentSettings/EndGameGardens.env","","","",[],"",""
828,"EndGameLibrary","Metadata/EnvironmentSettings/EndGameLibrary.env","","","",[],"",""
829,"EndGameLibrary_synthesis","Metadata/EnvironmentSettings/EndGameLibrary_synthesis.env","","","",[],"",""
830,"EndGameLibrary2","Metadata/EnvironmentSettings/EndGameLibrary2.env","","","",[],"",""
831,"EndGameLibrary2_synthesis","Metadata/EnvironmentSettings/EndGameLibrary2_synthesis.env","","","",[],"",""
832,"EndGameLibraryUnique","Metadata/EnvironmentSettings/EndGameLibraryUnique.env","","","",[],"",""
833,"EndGameScepter1_inside","Metadata/EnvironmentSettings/EndGameScepter1_inside.env","","","",[],"",""
