"rownum","QuestKey","i32","QuestStates","[i32]","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","MapPinsKeys1","i32","MapPinsTexts (English)","MapPinsTexts (French)","MapPinsTexts (German)","MapPinsTexts (Japanese)","MapPinsTexts (Korean)","MapPinsTexts (Portuguese)","MapPinsTexts (Russian)","MapPinsTexts (Spanish)","MapPinsTexts (Thai)","MapPinsTexts (Traditional Chinese)","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)"
1044,100,6,[1787],[],"You have found Kitava at his Feeding Trough. Destroy him once and for all.","Vous avez trouvé Kitava aux abords de son Auge. Éliminez-le une bonne fois pour toutes.","Ihr habt Kitava an seinem Futtertrog gefunden. Tötet ihn ein und für alle Mal.","餌場でキタヴァを見つけた。倒して全てに終止符を打とう。","키타바의 먹이통에서 키타바를 발견했습니다. 이번에야말로 영원히 키타바를 처치하십시오.","Innocence usou seus poderes para destruir os Chifres de Kitava e concedê-lo acesso aos Canais. Encontre-se com ele no Chifres na Praça de Oriath Devastada.","Вы нашли Китаву в его кормушке. Уничтожьте его раз и навсегда.","Has encontrado a Kitava en su Comedero. Destrúyelo de una vez por todas.","คุณ​ได้​พบ​คิทาวา​ใน​สายส่ง​อาหาร​แล้ว ทำลาย​เขา​ให้​สิ้น​ซาก","你在破沿血道發現奇塔弗。消滅他以絕後患。","","Kill Kitava","Tuez Kitava","Tötet Kitava","キタヴァを倒せ","키타바를 처치하십시오","Encontre-se com Innocence nos Chifres de Kitava","Убейте Китаву","Mata a Kitava","สังหารคิทาวา","殺了奇塔弗",[135],0,"[""Kill Kitava""]","[""Tuez Kitava.""]","[""Tötet Kitava.""]","[""キタヴァを倒せ""]","[""키타바 처치하기""]","[""Encontre-se com Innocence nos Chifres de Kitava""]","[""Убейте Китаву""]","[""Mata a Kitava""]","[""สังหารคิทาวา""]","[""殺了奇塔弗""]",[135],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1045,100,7,[1664],[],"You have found Kitava at his Feeding Trough. Talk to Sin to begin the final battle.","Vous avez trouvé Kitava aux abords de son Auge. Parlez à Péché pour préparer le combat final.","Ihr habt Kitava im Futtertrog gefunden. Sprecht mit Sin, um mit dem finalen Kampf zu beginnen.","餌場でキタヴァを見つけた。シンに話しかけて、最後の戦いを始めよう。","키타바의 먹이통에서 키타바를 발견했습니다. 마지막 전투에 돌입하기 위해 씬과 대화하십시오.바를 처치하십시오.","Você encontrou Kitava em seu Comedouro. Fale com Sin para iniciar a batalha final.","Вы нашли Китаву в его кормушке. Поговорите с Грехом, чтобы начать финальную битву.","Has encontrado a Kitava en su Comedero. Habla con Pecado para comenzar la batalla final.","คุณได้พบคิทาวาในสายส่งอาหารแล้ว พูด​คุย​กับ​ซิน​เพื่อ​เริ่ม​ศึก​สุดท้าย","你在破沿血道發現奇塔弗。與罪交談開始最終之戰。","","Talk to Sin","Parlez à Péché","Sprecht mit Sin","シンに話しかけろ","씬과 대화하기","Fale com Sin","Поговорите с Грехом","Habla con Pecado","พูด​คุย​กับซิน","與罪交談",[135],0,"[""Talk to Sin""]","[""Parlez à Péché.""]","[""Sprecht mit Sin.""]","[""シンに話しかけろ""]","[""씬과 대화하기""]","[""Fale com Sin""]","[""Поговорите с Грехом""]","[""Habla con Pecado""]","[""พูด​คุย​กับซิน""]","[""與罪交談""]",[135],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1046,100,8,[1665],[],"Innocence has used his power to destroy Kitava's Horns and grant you access to the Canals. Search them for Kitava and destroy him once and for all.","Innocence s'est servi de son pouvoir pour détruire les Cornes de Kitava. Explorez les Canaux afin de trouver Kitava et l'anéantir une fois pour toutes.","Innocence hat seine Kräfte benutzt, um Kitavas Hörner zu zerstören und Euch Zugang zu den Kanälen zu verschaffen. Durchsucht sie nach Kitava und zerstört ihn ein für alle Mal.","イノセンスが己の力を使いキタヴァの角を破壊し、運河への道を切り開いた。キタヴァを探して倒し、全てに終止符を打とう。","이노센스가 자신의 힘으로 키타바의 뿔을 파괴하여 운하로 들어가는 길을 열었습니다. 운하를 수색하여 키타바를 찾아내 이번에야말로 영원히 키타바를 처치하십시오.","Innocence usou seus poderes para destruir os Chifres de Kitava e concedê-lo acesso aos Canais. Investigue-os em busca de Kitava e destrua-o de uma vez por todas.","Невинность уничтожил рога Китавы и открыл проход в Каналы. Отыщите там Китаву и убейте его раз и навсегда.","Inocencia ha usado su poder para destruir los Cuernos de Kitava y darte acceso a los Canales. Busca a Kitava allí y destrúyelo de una vez por todas.","อินโนเซน​ได้​ใช้​พลัง​ของ​เขา​ทำลาย​เขา​ของ​คิทาวา​และ​เปิด​ทาง​ให้​คุณ​เข้า​คู​น้ำ​แล้ว ตามหา​คิทาวา​ในนั้น​แล้ว​ทำลาย​เขา​ให้​สิ้น​ซาก","善使用它的力量摧毀奇塔弗的犄角，你現在可以進入陰屍河道。搜尋奇塔弗並消滅他以絕後患。","","Kill Kitava","Tuez Kitava","Tötet Kitava","キタヴァを倒せ","키타바처치하기","Mate Kitava","Убейте Китаву","Mata a Kitava","สังหารคิทาวา","殺了奇塔弗",[135],0,"[""Kill Kitava""]","[""Tuez Kitava.""]","[""Tötet Kitava.""]","[""キタヴァを倒せ""]","[""키타바 처치하기""]","[""Mate Kitava""]","[""Убейте Китаву""]","[""Mata a Kitava""]","[""สังหาร​คิทาวา""]","[""殺了奇塔弗""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1047,100,9,[1667],[],"Innocence will use his power to destroy Kitava's Horns and grant you access to the Canals. Meet him at the Horns in the Ravaged Oriath Square.","Innocence pourra se servir de son pouvoir afin de détruire les Cornes de Kitava qui obstruent l'accès aux Canaux. Retrouvez-le sur la Place ravagée, près des Cornes.","Innocence wird mit seinen Kräften Kitavas Hörner zerstören und Euch Zugang zu den Kanälen verschaffen. Trefft ihn bei den Hörnern auf dem verwüsteten Stadtplatz.","イノセンスが己の力を使いキタヴァの角を破壊し、運河への道を切り開いてくれるはずだ。荒廃したオリアス広場にある角でイノセンスと落ち合おう。","이노센스가 자신의 힘으로 키타바의 뿔을 파괴하여 운하 안으로의 길을 열 것입니다. 파괴된 오리아스 광장의 뿔 앞에서 이노센스와 만나십시오.","Innocence usou seus poderes para destruir os Chifres de Kitava e concedê-lo acesso aos Canais. Encontre-se com ele no Chifres na Praça de Oriath Devastada.","Невинность уничтожит рога Китавы и откроет проход в Каналы. Отправляйтесь к рогам на Разорённой площади Ориата.","Inocencia usará su poder para destruir los Cuernos de Kitava y otorgarte acceso a los Canales. Reúnete con él en los Cuernos en la Plaza Devastada de Oriath.","อินโนเซน​จะ​ใช้​พลัง​ของ​เขา​ทำลาย​เขา​ของ​คิทาวา​และ​เปิด​ทาง​ให้​คุณ​เข้า​คู​น้ำ ไป​พบ​กับ​เขา​ที่​เขา​ใน​จัตุรัส​โอริอาท​วินาศ","善使用它的力量摧毀奇塔弗的犄角，你現在可以進入陰屍河道。在摧殘大廣場的犄角與善碰面。","","Meet Innocence at Kitava's Horns","Retrouvez Innocence près des Cornes de Kitava","Trefft Innocence bei Kitavas Hörnern","キタヴァの角でイノセンスと落ち合え","키타바의 뿔 앞에서 이노센스를 만나십시오","Encontre-se com Innocence nos Chifres de Kitava","Поговорите с Невинностью у рогов Китавы","Reúnete con Inocencia en los Cuernos de Kitava","ไปพบ​กับ​อินโนเซน​ที่​เขา​ของ​คิทาวา","與善在奇塔弗的犄角碰面",[135],0,"[""Meet Innocence at Kitava's Horns""]","[""Retrouvez Innocence près des Cornes de Kitava.""]","[""Trefft Innocence bei Kitavas Hörnern.""]","[""キタヴァの角でイノセンスと落ち合え""]","[""파괴된 광장에 있는 키타바의 뿔 앞에서 이노센스 만나기""]","[""Encontre-se com Innocence nos Chifres de Kitava""]","[""Поговорите с Невинностью у рогов Китавы""]","[""Reúnete con Inocencia en los Cuernos de Kitava""]","[""ไปพบ​กับ​อินโนเซน​ที่​เขา​ของ​คิทาวา""]","[""與善在奇塔弗的犄角碰面""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1048,100,10,[1654],[],"Bannon has used the Staff of Avarius and sacrificed himself to resurrect Innocence. Talk to him to learn how to reach Kitava.","Bannon s'est servi du Bâton d'Avarius et s'est sacrifié afin de ressuciter Innocence. Parlez-lui afin de savoir comment arriver jusqu'à Kitava.","Bannon hat den Stab von Avarius benutzt und sich selbst geopfert, um Innocence wiederauferstehen zu lassen. Sprecht ihn an, um mehr über Kitavas Aufenthaltsort zu erfahren.","バノンがアヴェリアスの杖を使い、自己を犠牲にしてイノセンスを召喚した。彼に話しかけてキタヴァの元へ辿り着く方法を聞こう。","배넌이 아배리우스의 지팡이를 사용해 자신을 희생하여 이노센스를 부활시켰습니다. 이노센스와 대화하여 키타바에게 닿을 방도를 알아내십시오.","Bannon usou o Cajado de Avarius e se sacrificou para ressuscitar Innocence. Fale com ele para aprender como encontrar Kitava.","Воспользовавшись посохом Авария, Бэннон пожертвовал собой и возродил Невинность. Поговорите с божеством, чтобы узнать, как добраться до Китавы.","Bannon ha usado el Báculo de Avarius y se ha sacrificado para resucitar a Inocencia. Habla con él para saber cómo llegar hasta Kitava.","แบนนอนได้ใช้ไม้พลองแห่งอาวาริอุสสังเวยตัวเองเพื่อชุบชีวิตอินโนเซนขึ้นมาใหม่แล้ว พูด​คุย​กับ​เขา​เพื่อ​หาวิธีเข้าถึงตัวคิทาวา","班恩使用伊爾莉斯之杖犧牲自己拯救善。與他對話以了解如何找到奇塔弗。","","","","","","","","","","","",[129],0,"[""Talk to Innocence""]","[""Parlez à Innocence.""]","[""Sprecht mit Innocence.""]","[""イノセンスに話しかけろ""]","[""이노센스와 대화하기""]","[""Fale com Innocence""]","[""Поговорите с Невинностью""]","[""Habla con Inocencia""]","[""พูด​คุย​กับอินโนเซน""]","[""與善交談""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1049,100,11,[1666],[],"Kitava's Horns block the way to the Canals where Kitava feeds. Find a way to break past them.","Les Cornes de Kitava obstruent l'accès aux Canaux où Kitava se nourrit. Trouvez un moyen de les détruire.","Kitavas Hörner blockieren den Weg zu den Kanälen, wo Kitava speist. Findet einen Weg, die Hörner zu überwinden.","キタヴァの角が、キタヴァの餌場である運河への道を塞いでいる。破壊して先に進む方法を見つけよう。","키타바의 뿔이 키타바가 허기를 채우는 운하로의 길을 가로막고 있습니다. 뿔을 뚫고 지나갈 방법을 찾으십시오. (죽음과 부활 퀘스트 완료 시 다음단계가 진행됩니다.)","Os Chifres de Kitava bloqueiam o caminho para os Canais onde o Kitava se alimenta. Encontre uma maneira de atravessá-los.","Рога Китавы перекрывают проход к Каналам. Придумайте, как пробиться сквозь рога.","Los Cuernos de Kitava están bloqueando la entrada a los Canales donde Kitava se alimenta. Encuentra una forma de abtirte paso a través de ellos.","เขา​ของ​คิทาวา​ปิด​กั้น​เส้น​ทาง​ไป​ยัง​คู​น้ำ ซึ่ง​เป็น​สถาน​ที่​สวา​ปาม​ของ​คิทาวา หา​วิธี​ฝ่า​เขา​เหล่า​นั้น","奇塔弗的犄角阻擋前往陰屍河道的路。找到方法破壞它。","","Find a way to destroy Kitava's Horns","Trouvez un moyen de détruire les Cornes de Kitava","Findet einen Weg, Kitavas Hörner zu zerstören","キタヴァの角を破壊する方法を見つけろ","키타바의 뿔을 파괴할 방법을 찾으십시오","Encontre uma maneira para destruir os Chifres de Kitava","Найдите способ уничтожить рога Китавы","Encuentra un modo de destruir los Cuernos de Kitava","ค้นหา​วิธี​ทำลาย​เขาของคิทาวา","找到摧毀奇塔弗的犄角的方法",[],0,"[""Find a way to destroy Kitava's Horns""]","[""Trouvez un moyen de détruire les Cornes de Kitava.""]","[""Findet einen Weg Kitavas Hörner zu zerstören.""]","[""キタヴァの角を破壊する方法を見つけろ""]","[""키타바의 뿔을 파괴할 방법 찾기""]","[""Encontre uma maneira de destruir os Chifres de Kitava""]","[""Найдите способ уничтожить рога Китавы""]","[""Encuentra un modo de destruir los Cuernos de Kitava""]","[""ค้นหา​วิธี​ทำลาย​เขาของคิทาวา""]","[""找到摧毀奇塔弗的犄角的方法""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1050,101,0,[1668],[],"You have delivered Atziri's Elixir of Allure to Weylam. He has rewarded you with {0}.","Quête terminée — Vous avez apporté le Philtre d'envoûtement à Weylam, qui vous a remis {0} en récompense.","Ihr habt Atziris Trank der Verlockung zu Weylam gebracht. Er hat Euch dafür belohnt mit: {0}.","アトジリの魅惑の秘薬をウェイラムに届けた。報酬として{0}を受け取った。","웨일럼에게 앗지리의 매혹의 영액을 전하고 보상으로 {0}을(를) 받았습니다.","Você entregou o Elixir da Sedução da Atziri ao Weylam. Ele lhe recompensou com {0}.","Вы отнесли Вейламу эликсир соблазна Атзири и получили в награду {0}.","Has entregado el Elixir de Atracción de Atziri a Weylam. Él te ha recompensado con {0}.","คุณ​ได้​ส่ง​น้ำยา​ปลุก​เสน่ห์​ของ​อัถสิริ​ให้​กับ​เวย์แลม​และ​รับ​รางวัล​จาก​เขา​เป็น {0} ไป​แล้ว","你已經將催情劑交給威廉。收到威廉的獎勵 {0}。",1,"Quest Complete","Quête terminée","Quest abgeschlossen","クエスト完了","퀘스트 완료","Missão Completa","Задание выполнено","Misión completa","ภารกิจ​เสร็จสิ้น","任務完成",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
1051,101,1,[1669],[],"You have delivered Atziri's Elixir of Allure to Weylam. He has rewarded you with a Book of Skill. Use it to gain {0}.","Quête terminée — Vous avez apporté le Philtre d'envoûtement à Weylam, qui vous a remis un Livre de passif en récompense. Servez-vous pour obtenir {0}.","Ihr habt Atziris Trank der Verlockung zu Weylam gebracht. Er hat Euch dafür mit einem Buch der Fertigkeiten belohnt. Bei Benutzung erhaltet Ihr: {0}.","アトジリの魅惑の秘薬をウェイラムに届けた。報酬としてスキルの書を受け取った。使用して{0}を得よう。","웨일럼에게 앗지리의 매혹의 영액을 전하고 보상으로 기술의 서를 받았습니다. 기술의 서를 사용하여 {0}을(를) 받으십시오.","Você entregou o Elixir da Sedução da Atziri ao Weylam. Ele lhe recompensou com um Livro de Habilidade. Use-o para ganhar {0}.","Вы отнесли Вейламу эликсир соблазна Атзири и получили в награду книгу умений. Используйте её, чтобы получить {0}.","Has entregado el Elixir de Atracción de Atziri a Weylam. Él te ha recompensado con un Libro de Habilidades. Úsalo para ganar {0}.","คุณ​ได้​ส่ง​น้ำยา​ปลุก​เสน่ห์​ของ​อัถสิริ​ให้​กับ​เวย์แลม​และ​รับ​รางวัล​จาก​เขา​เป็น​คัมภีร์​บังเกิด​สกิล​เล่ม​หนึ่ง​ไป​แล้ว ใช้​มัน​เพื่อ​รับ {0}","你已經將催情劑交給威廉。收到威廉的獎勵一本天賦之書，使用它以獲得 {0}。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],0,"",216,236,246,106,114,212,196,218,214,100
1052,101,2,[1671],[],"You have delivered Atziri's Elixir of Allure to Weylam. Talk to him for a reward.","Vous avez apporté le Philtre d'envoûtement à Weylam. Parlez-lui afin d'obtenir votre récompense.","Ihr habt Atziris Trank der Verlockung zu Weylam gebracht. Sprecht ihn auf Eure Belohnung an.","アトジリの魅惑の秘薬をウェイラムに届けた。彼に話しかけて報酬を受け取ろう。","웨일럼에게 앗지리의 매혹의 영액을 전했습니다. 웨일럼과 대화해 보상을 받으십시오.","Você entregou o Elixir da Sedução da Atziri ao Weylam. Fale com ele para receber uma recompensa.","Вы отнесли Вейламу эликсир соблазна Атзири. Поговорите с ним о награде.","Has entregado el Elixir de Atracción de Atziri a Weylam. Habla con él para recibir una recompensa.","คุณ​ได้​ส่ง​น้ำยา​ปลุก​เสน่ห์​ของ​อัถสิริ​ให้​กับ​เวย์แลม​ไป​แล้ว พูดคุยกับเขาเพื่อรับรางวัล","你已經將催情劑交給威廉。與他對話以獲得獎勵。","","","","","","","","","","","",[129],0,"[""Talk to Weylam for your reward""]","[""Parlez à Weylam pour obtenir votre récompense.""]","[""Sprecht Weylam auf Eure Belohnung an.""]","[""ウェイラムに話しかけて報酬を受け取れ""]","[""웨일럼과 대화하기""]","[""Fale com Weylam para receber sua recompensa""]","[""Поговорите с Вейламом о награде""]","[""Habla con Weylam para recibir tu recompensa""]","[""พูดคุย​กับเวย์แลมเพื่อ​รับ​รางวัล​ของ​คุณ""]","[""與威廉交談以獲得獎勵""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1053,101,3,[1672],[],"You have found Atziri's Elixir of Allure. Deliver it to Weylam at the docks for a reward.","Vous avez trouvé le Philtre d'envoûtement d'Atziri. Apportez-le à Weylam sur les docks pour obtenir votre récompense.","Ihr habt Atziris Trank der Verlockung gefunden. Bringt es zu Weylam bei den Docks für eine Belohnung.","アトジリの魅惑の秘薬を見つけた。船着場にいるウェイラムに届けて報酬を受け取ろう。","앗지리의 매혹의 영액을 발견했습니다. 항구에 있는 웨일럼에게 매혹의 영액을 전하십시오.","Você encontrou o Elixir da Sedução. Entregue-o para o Weylam nas docas para receber uma recompensa.","Вы нашли эликсир соблазна Атзири. Отнесите его Вейламу в доки Ориата, чтобы получить награду.","Has encontrado el Elixir de Atracción de Atziri. Entrégaselo a Weylam en las dársenas para recibir una recompensa.","คุณ​ได้​พบ​น้ำยา​ปลุก​เสน่ห์​ของ​อัถสิริ​แล้ว ส่ง​มัน​ให้​กับ​เวย์แลม​ที่​ท่าเรือ​เพื่อ​รับ​รางวัล","你已經將催情劑交給威廉。將它交給在港口的威廉。","","Deliver the Elixir of Allure to Weylam","Apportez le Philtre d'envoûtement à Weylam","Übergebt den Trank der Verlockung an Weylam","魅惑の秘薬をウェイラムに届けろ","웨일럼에게 매혹의 영액을 전하십시오","Entregue o Elixir da Sedução ao Weylam","Отнесите Вейламу эликсир соблазна Атзири","Entrega el Elixir de Atracción a Weylam","ส่งน้ำยาปลุกเสน่ห์ให้​กับ​เวย์แลม","將催情劑交給威廉",[129],0,"[""Deliver the Elixir of Allure to Weylam""]","[""Apportez le Philtre d'envoûtement à Weylam.""]","[""Übergebt den Trank der Verlockung an Weylam.""]","[""魅惑の秘薬をウェイラムに届けろ""]","[""웨일럼에게 매혹의 영액 전달하기""]","[""Entregue o Elixir da Sedução ao Weylam""]","[""Отнесите эликсир соблазна Вейламу""]","[""Entrega el Elixir de Atracción a Weylam""]","[""ส่งน้ำยาปลุกเสน่ห์ให้​กับ​เวย์แลม""]","[""將催情劑交給威廉""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1054,101,4,"[1673,0]",[],"Weylam has asked you to search the Ossuary for the Elixir of Allure that once belonged to Queen Atziri.","Weylam vous a demandé d'explorer l'Ossuaire à la recherche du Philtre d'envoûtement qui appartenait autrefois à la Reine Atziri.","Weylam bittet Euch darum, im Ossuarium nach dem Trank der Verlockung zu suchen, der einst Atziri gehörte.","ウェイラムから、女王アトジリが所有していた魅惑の秘薬を納骨堂で探すよう依頼された。","웨일럼이 납골당 내부 뼈 구덩이를 수색하여 앗지리 여왕이 갖고 있었던 매혹의 영액을 찾아달라고 부탁했습니다.","Weylam lhe pediu para investigar o Ossuário em busca do Elixir da Sedução que já pertenceu à Rainha Atziri.","Вейлам попросил вас отыскать в Костнице эликсир соблазна, когда-то принадлежавший царице Атзири.","Weylam te ha pedido que registres el Osario en busca del Elixir de Atracción que alguna vez perteneció a la Reina Atziri.","เวย์แลม​ได้​ขอ​ให้​คุณ​ค้นหา​น้ำยา​ปลุก​เสน่ห์​ภายใน​​สถาน​เก็บ​กระดูก น้ำยา​นี้​เคย​เป็น​ของ​ราชินีอัถสิริ​มา​ก่อน","威廉請由你在屍骨骸坑搜索曾經是阿茲里女王擁有的催情劑。","","Find the Elixir of Allure","Trouvez le Philtre d'envoûtement","Findet den Trank der Verlockung","魅惑の秘薬を見つけろ","매혹의 영액을 찾으십시오","Encontre o Elixir da Sedução","Найдите эликсир соблазна","Encuentra el Elixir de Atracción","ค้นหา​น้ำยาปลุกเสน่ห์","找到催情劑",[138],0,"[""Find the Elixir of Allure""]","[""Trouvez le Philtre d'envoûtement.""]","[""Findet den Trank der Verlockung.""]","[""魅惑の秘薬を見つけろ""]","[""매혹의 영액 찾기""]","[""Encontre o Elixir da Sedução""]","[""Найдите эликсир соблазна в Костнице""]","[""Encuentra el Elixir de Atracción""]","[""ค้นหา​น้ำยาปลุกเสน่ห์""]","[""找到催情劑""]",[138],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1055,101,5,[1673],[],"Weylam has asked you to search the Ossuary for the Elixir of Allure that once belonged to Queen Atziri.","Weylam vous a demandé d'explorer l'Ossuaire à la recherche du Philtre d'envoûtement qui appartenait autrefois à la Reine Atziri.","Weylam bittet Euch darum, im Ossuarium nach dem Trank der Verlockung zu suchen, der einst Atziri gehörte.","ウェイラムから、女王アトジリが所有していた魅惑の秘薬を納骨堂で探すよう依頼された。","웨일럼이 납골당 내부 뼈 구덩이를 수색하여 앗지리 여왕이 갖고 있었던 매혹의 영액을 찾아달라고 부탁했습니다.","Weylam lhe pediu para investigar o Ossuário em busca do Elixir da Sedução que já pertenceu à Rainha Atziri.","Вейлам попросил вас отыскать в Костнице эликсир соблазна, когда-то принадлежавший царице Атзири.","Weylam te ha pedido que registres el Osario en busca del Elixir de Atracción que alguna vez perteneció a la Reina Atziri.","เวย์แลม​ได้​ขอ​ให้​คุณ​ค้นหา​น้ำยา​ปลุก​เสน่ห์​ภายใน​​สถาน​เก็บ​กระดูก น้ำยา​นี้​เคย​เป็น​ของ​ราชินีอัถสิริ​มา​ก่อน","威廉請由你在屍骨骸坑搜索曾經是阿茲里女王擁有的催情劑。","","Find the Elixir of Allure","Trouvez le Philtre d'envoûtement","Findet den Trank der Verlockung","魅惑の秘薬を見つけろ","매혹의 영액을 찾으십시오","Encontre o Elixir da Sedução","Найдите эликсир соблазна","Encuentra el Elixir de Atracción","ค้นหา​น้ำยาปลุกเสน่ห์","找到催情劑",[138],0,"[""Find the Elixir of Allure in the Ossuary""]","[""Trouvez le Philtre d'envoûtement dans l'Ossuaire.""]","[""Findet den Trank der Verlockung im Ossuarium.""]","[""魅惑の秘薬を納骨堂で見つけろ""]","[""납골당에서 매혹의 영액 찾기""]","[""Encontre o Elixir da Sedução no Ossuário""]","[""Найдите эликсир соблазна в Костнице""]","[""Encuentra el Elixir de Atracción en el Osario""]","[""ค้นหา​น้ำยาปลุกเสน่ห์​ใน​สถานเก็บกระดูก""]","[""在屍骨骸坑找到催情劑""]",[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1056,102,0,[1680],[],"Quest Complete - You have delivered the Teardrop, a legendary map to Tsoatha, to Lilly. She has rewarded you.","Quête terminée — Vous avez donné à Lilly la Larme, une carte légendaire qui mène à Tsoatha. Lilly vous a remis une récompense.","Quest abgeschlossen: Ihr habt die Träne, eine legendäre Karte nach Tsoatha, zu Lilly gebracht. Sie hat Euch dafür belohnt.","クエスト完了－伝説のツォアーサへの地図・涙の雫をリリィへ届け、報酬を受け取った。","퀘스트 완료 - 소아사로의 전설적인 지도인 눈물방울을 릴리에게 전하고 보상을 받았습니다.","Missão Completa - Você entregou a Lágrima, um mapa lendário para Tsoatha, à Lilly. Ela lhe recompensou com {0}.","Задание выполнено: Вы отнесли Лилии Слезу, легендарную карту до Тсоаты, и она вас наградила.","Misión Completa - Le has entregado la Lágrima, un mapa legendario hacia Tsoatha, a Lilly. Ella te ha recompensado.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​ส่ง​หยาด​น้ำตา ซึ่ง​เป็น​แผนที่​ใน​ตำ​นาน​สู่​ซัวธา​ให้​กับ​ลิลลี่​และ​รับ​รางวัล​จาก​เธอ​ไป​แล้ว","任務完成 - 你已經將傳說的特索塔地圖淚珠交給莉莉。收到莉莉的獎勵。",1,"","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
1057,102,1,[1676],[],"Quest Complete - You have delivered the Teardrop, a legendary map to Tsoatha, to Lilly. Talk to her for a reward.","Quête terminée — Vous avez donné à Lilly la Larme, une carte légendaire qui mène à Tsoatha. Parlez-lui pour obtenir votre récompense.","Quest abgeschlossen: Ihr habt die Träne, eine legendäre Karte nach Tsoatha, zu Lilly gebracht. Sprecht sie auf Eure Belohnung an.","クエスト完了－伝説のツォアーサへの地図・涙の雫をリリィへ届けた。彼女に話しかけて報酬を受け取ろう。","퀘스트 완료 - 소아사로의 전설적인 지도인 눈물방울을 릴리에게 전했습니다. 릴리와 대화해 보상을 받으십시오.","Missão Completa - Você entregou a Lágrima, um mapa lendário para Tsoatha, à Lilly. Ela lhe recompensou com um Livro de Habilidade. Use-o para ganhar {0}.","Задание выполнено: Вы отнесли Лилии Слезу, легендарную карту до Тсоаты. Поговорите с ней о награде.","Misión Completa - Le has entregado la Lágrima, un mapa legendario hacia Tsoatha, a Lilly. Habla con ella para recibir una recompensa.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​ส่ง​หยาด​น้ำตา ซึ่ง​เป็น​แผนที่​ใน​ตำ​นาน​สู่​ซัวธา​ให้​กับ​ลิลลี่​แล้ว พูด​คุย​กับ​เธอ​เพื่อ​รับ​รางวัล","任務完成 - 你已經將傳說的特索塔地圖淚珠交給莉莉。與莉莉對話以獲得獎勵。","","Quest Complete","Quête terminée","Quest abgeschlossen","クエスト完了","퀘스트 완료","Missão Completa","Задание выполнено","Misión completa","ภารกิจ​เสร็จสิ้น","任務完成",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
