"rownum","Id","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","BestiaryRecipeComponentKeys","Notes (English)","Notes (French)","Notes (German)","Notes (Japanese)","Notes (Korean)","Notes (Portuguese)","Notes (Russian)","Notes (Spanish)","Notes (Thai)","Notes (Traditional Chinese)","Category","bool","Achievements","bool","i32","i32","i32","FlaskMod"
99,"EinharMasterCraft15HardMode","Primal Skull Talisman","un Talisman de Crâne primaire","Urschädel-Talisman","原始の頭蓋骨のタリスマン","원시 해골 부적","Talismã do Crânio Primitivo","Талисман первочерепа","Talismán de calavera primitiva","Primal Skull Talisman","皇骨魔符",[18],"","","","","","","","","","",16,"",[],1,0,1,2,""
100,"EinharMasterCraft16HardMode","Hexclaw Talisman","un Talisman de Malégriffe","Hexerklaue-Talisman","呪いの爪のタリスマン","사술발톱 부적","Talismã da Garra Amaldiçoada","Талисман ведьмокогтя","Talismán de garras de maleficio","Hexclaw Talisman","幻爪魔符",[23],"","","","","","","","","","",16,"",[],1,0,1,2,""
101,"EinharMasterCraft17HardMode","Fangjaw Talisman","un Talisman Mâchecrocs","Reißzahnkiefer-Talisman","牙顎のタリスマン","송곳니턱 부적","Talismã da Mandíbula DentadaTalismã da Mandíbula Dentada","Талисман клыкастика","Talismán de fauces de colmillos","Fangjaw Talisman","齒鯊魔符",[19],"","","","","","","","","","",16,"",[],1,0,1,2,""
102,"EinharMasterCraft18HardMode","Wereclaw Talisman","un Talisman de Griffe-garou","Werklaue-Talisman","人狼爪のタリスマン","변신자발톱 부적","Talismã da Garra do Licantropo","Талисман когтистого оборотня","Talismán de zarpas","Wereclaw Talisman","亡爪魔符",[21],"","","","","","","","","","",16,"",[],1,0,1,2,""
103,"EinharMasterCraft19HardMode","Monkey Twins Talisman","un Talisman des Jumeaux simiesques","Affenzwilling-Talisman","双猿のタリスマン","쌍둥이 원숭이 부적","Talismã dos Gêmeos Macacos","Талисман близнецов-обезьян","Talismán de monos gemelos","Monkey Twins Talisman","雙猴魔符",[13],"","","","","","","","","","",16,"",[],1,0,1,2,""
104,"EinharMasterCraft20HardMode","Three Hands Talisman","un Talisman des Trois mains","Klauentrio-Talisman","三つ手のタリスマン","세 개의 손 부적","Talismã das Três Mãos","Талисман трёх рук","Talismán de tres manos","Three Hands Talisman","三手魔符",[22],"","","","","","","","","","",16,"",[],1,0,1,2,""
105,"EinharMasterCraft21HardMode","Longtooth Talisman","un Talisman Longuedents","Langzahn-Talisman","長い歯のタリスマン","긴 이빨 부적","Talismã do Dente Longo","Талисман длиннозуба","Talismán de diente largo","Longtooth Talisman","長牙魔符",[12],"","","","","","","","","","",16,"",[],1,0,1,2,""
106,"EinharMasterCraft22HardMode","Rotfeather Talisman","un Talisman de la Plume putride","Faulfeder-Talisman","腐羽のタリスマン","썩은 깃털 부적","Talismã da Pena Apodrecida","Талисман перогнильца","Talismán de pluma podrida","Rotfeather Talisman","死羽魔符",[8],"","","","","","","","","","",16,"",[],1,0,1,2,""
107,"EinharMasterCraft23HardMode","Three Rat Talisman","un Talisman des Trois rats","Rattentrio-Talisman","三匹のネズミのタリスマン","세 마리 쥐 부적","Talismã dos Três Ratos","Талисман трёх крыс","Talismán de tres ratas","Three Rat Talisman","三鼠魔符",[9],"","","","","","","","","","",16,"",[],1,0,1,2,""
108,"EinharMasterCraft24HardMode","Avian Twins Talisman (Fire)","un Talisman des Jumeaux rapaces (feu)","Vogelzwilling-Talisman (Feuer)","双鳥のタリスマン（火）","쌍둥이 새 부적 (화염)","Talismã das Aves Gêmeas (Fogo)","Талисман пернатых близнецов (огонь)","Talismán de aves gemelas (fuego)","Avian Twins Talisman (ไฟ)","雙子魔符 (火焰)",[24],"","","","","","","","","","",16,"",[],1,0,1,2,""
109,"EinharMasterCraft25HardMode","Avian Twins Talisman (Lightning)","un Talisman des Jumeaux rapaces (foudre)","Vogelzwilling-Talisman (Blitz)","双鳥のタリスマン（雷）","쌍둥이 새 부적 (번개)","Talismã das Aves Gêmeas (Raio)","Талисман пернатых близнецов (молния)","Talismán de aves gemelas (rayo)","Avian Twins Talisman (สายฟ้า)","雙子魔符 (閃電)",[15],"","","","","","","","","","",16,"",[],1,0,1,2,""
110,"EinharMasterCraft26HardMode","Avian Twins Talisman (Cold)","un Talisman des Jumeaux rapaces (froid)","Vogelzwilling-Talisman (Kälte)","双鳥のタリスマン（冷気）","쌍둥이 새 부적 (냉기)","Talismã das Aves Gêmeas (Gelo)","Талисман пернатых близнецов (холод)","Talismán de aves gemelas (hielo)","Avian Twins Talisman (น้ำแข็ง)","雙子魔符 (冰冷)",[2],"","","","","","","","","","",16,"",[],1,0,1,2,""
111,"EinharMasterCraft27HardMode","Monkey Paw Talisman (Power)","un Talisman de la Patte simiesque (pouvoir)","Affenpfote-Talisman (Energie)","猿の手のタリスマン（パワー）","원숭이 발 부적 (권능)","Talismã da Pata de Macaco (Poder)","Талисман обезьяньей лапки (энергия)","Talismán de pata de mono (poder)","Monkey Paw Talisman (Power)","雙子魔符 (暴擊)",[3],"","","","","","","","","","",16,"",[],1,0,1,2,""
112,"EinharMasterCraft28HardMode","Monkey Paw Talisman (Frenzy)","un Talisman de la Patte simiesque (frénésie)","Affenpfote-Talisman (Raserei) ","猿の手のタリスマン（フレンジー）","원숭이 발 부적 (격분)","Talismã da Pata de Macaco (Frenesi)","Талисман обезьяньей лапки (ярость)","Talismán de pata de mono (frenesí)","Monkey Paw Talisman (Frenzy)","雙子魔符 (狂怒)",[7],"","","","","","","","","","",16,"",[],1,0,1,2,""
113,"EinharMasterCraft29HardMode","Monkey Paw Talisman (Endurance)","un Talisman de la Patte simiesque (endurance)","Affenpfote-Talisman (Widerstand) ","猿の手のタリスマン（エンデュランス）","원숭이 발 부적 (인내)","Talismã da Pata de Macaco (Tolerância)","Талисман обезьяньей лапки (выносливость)","Talismán de pata de mono (aguante)","Monkey Paw Talisman (Endurance)","雙子魔符 (耐力)",[35],"","","","","","","","","","",16,"",[],1,0,1,2,""
114,"EinharMasterCraft30HardMode","A Stack of 5 Random Currency","un Ensemble de 5 Objets monétaires au hasard","Ein 5er-Stapel zufälliger Währung","ランダムなカレンシー5個","무작위 화폐 5개 중첩","Uma Pilha de 5 Moedas Aleatórias","Стопки из 5 единиц случайной валюты","Una pila de 5 objetos monetarios aleatorios","เงินตราแบบสุ่ม 5 ชิ้น","隨機 1 個堆疊 5 個的通貨",[20],"","","","","","","","","","",0,"",[],"",0,1,2,""
115,"EinharMasterCraft31HardMode","Of a Magic Item","d'un Objet magique","eines magischen Gegenstands","マジックアイテム","마법 아이템","De um Item Mágico","Волшебного предмета","De un objeto mágico","ของไอเทมเมจิก","的魔法物品",[36],"","","","","","","","","","",4,"",[],"",0,1,2,""
116,"EinharMasterCraft32HardMode","To have 30% Quality","et lui donner 30% de Qualité","um ihn mit 30% Qualität auszustatten","品質30%を付与","30% 퀄리티를 가짐","Para ter 30% de Qualidade","Чтобы получить 30% качества","tenga un 30% de calidad","ให้มีค่าคุณภาพ 30%","變成 30% 品質",[28],"Only works on armour and weapons","Ne fonctionne que sur les armes et les pièces d'armure","Funktioniert nur mit Rüstungen und Waffen","武器または防具にのみ適用可能","방어구 또는 무기에만 적용","Só funciona em armaduras e armas","Работает только на доспехах и оружии","Solo funciona en armaduras y armas","เฉพาะเกราะและอาวุธเท่านั้น","只能使用於護甲和武器",5,"",[],"",0,1,2,""
117,"EinharMasterCraft33HardMode","Into Another Random Unique Item","en un autre Objet unique au hasard","in einen anderen zufälligen einzigartigen Gegenstand","他のユニークアイテムに変換","다른 무작위 고유 아이템으로","Em Outro Item Único Aleatório","В другой случайный уникальный предмет","en otro objeto único aleatorio","เป็นไอเทมยูนิคแบบสุ่ม","變成其他隨機傳奇物品",[27],"","","","","","","","","","",9,"",[],"",0,1,2,""
118,"EinharMasterCraft34HardMode","Double Corrupt a Map","la double Corruption d'une Carte","Verderbt eine Karte doppelt","マップをダブルコラプト","지도 이중 타락","Corrompe Duplamente um Mapa","Дважды оскверняет карту","Corrompe un mapa doblemente","ใส่มลทินคู่ให้กับ แผนที่","雙重汙染地圖","[28,27]","","","","","","","","","","",5,"",[],"",0,2,2,""
119,"EinharMasterCraft35HardMode","to Farrul's Den","la Tanière de Farrul","zu Farruls Höhle","ファルウルの巣穴","페룰의 굴","Até o Covil de Farrul","в берлогу Фаррул","a la Guarida de Farrul","ไปยัง ถ้ำสัตว์ของฟาร์รุล","到費爾羅的巢窟",[0],"","","","","","","","","","",12,"",[],"",0,1,2,""
120,"EinharMasterCraft36HardMode","to Saqawal's Roost","le Perchoir de Saqawal","zu Saqawals Schlafplatz","サカワルのねぐら","사카왈의 보금자리","Até o Puleiro de Saqawal","в гнездо Сакаваля","al Nido de Saqawal","ไปยัง คอนของซาคาวาล","到斯卡沃的棲地",[17],"","","","","","","","","","",12,"",[],"",0,1,2,""
121,"EinharMasterCraft37HardMode","to Fenumus' Lair","l'Antre de Fénumus","zu Fenumus Versteck","フィヌムスの巣","페누무스의 소굴","Até o Covil de Fenumus","в логово Фенумы","a la Madriguera de Fenumus","ไปยัง ถ้ำมืดของเฟนูมัส","到菲恩絲的獸穴",[25],"","","","","","","","","","",12,"",[],"",0,1,2,""
122,"EinharMasterCraft38HardMode","to Craiceann's Cove","la Crique de Craïcéann","zu Craiceanns Bucht","クレイシアンの入り江","크라칸의 만","Até a Alcova de Craiceann","в грот Краценна","a la Caleta de Craiceann","ไปยัง ถ้ำริมน้ำของเครเชียนน์","到奎爾珊的澳口",[34],"","","","","","","","","","",12,"",[],"",0,1,2,""
123,"EinharMasterCraft39HardMode","Aspect of the Cat skill","l'aptitude Aspect du Félin","Fertigkeit 'Aspekt der Katze'","猫のアスペクト","고양이의 위상 스킬","Habilidade Aspecto do Gato","умение Дух кошки","Habilidad Aspecto del gato","สกิล จิตวิญญาณแมว","傲貓祝福技能",[107],"","","","","","","","","","",13,"",[],1,0,1,2,""
124,"EinharMasterCraft40HardMode","Aspect of the Avian skill","l'aptitude Aspect du Rapace","Fertigkeit 'Aspekt des Vogels'","鳥のアスペクト","새의 위상 스킬","Habilidade Aspecto da Ave","умение Дух птицы","Habilidad Aspecto del ave","สกิล จิตวิญญาณนก","飛羽祝福技能",[108],"","","","","","","","","","",13,"",[],1,0,1,2,""
125,"EinharMasterCraft41HardMode","Aspect of the Spider skill","l'aptitude Aspect de l'Araignée","Fertigkeit 'Aspekt der Spinne'","蜘蛛のアスペクト","거미의 위상 스킬","Habilidade Aspecto da Aranha","умение Дух паука","Habilidad Aspecto de la araña","สกิล จิตวิญญาณแมงมุม","毒蛛祝福技能",[109],"","","","","","","","","","",13,"",[],1,0,1,2,""
126,"EinharMasterCraft42HardMode","Aspect of the Crab skill","l'aptitude Aspect du Crabe","Fertigkeit 'Aspekt des Krebses'","蟹のアスペクト","게의 위상 스킬","Habilidade Aspecto do Caranguejo","умение Дух краба","Habilidad Aspecto del cangrejo","สกิล จิตวิญญาณปู","蟹將祝福技能",[110],"","","","","","","","","","",13,"",[],1,0,1,2,""
