"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","SkillGem"
259,"EnduringCryMtx","Enduring Cry","Cri d'endurance","Widerstandsschrei","エンデュアリングクライ","인내의 함성","Clamor Fortalecedor","Клич стойкости","Grito de aguante","Enduring Cry","堅決戰吼","",8,[6005]
260,"RallyingCryMtx","Rallying Cry","Cri de ralliement","Schlachtruf","ラリイングクライ","집결의 함성","Clamor Agrupador","Клич сплочения","Grito inspirador","Rallying Cry","激勵戰吼","",8,[6266]
261,"AbyssalCryMtx","Abyssal Cry","Cri abyssal","Höllischer Schrei","インファーナルクライ","심연의 함성","Clamor Abissal","Клич преисподней","Grito abisal","Abyssal Cry","深淵戰吼","",8,[6267]
262,"IntimidatingCryMtx","Intimidating Cry","Cri d'intimidation","Einschüchternder Schrei","インティミデーティングクライ","위협의 함성","Clamor Intimidador","Устрашающий клич","Grito intimidatorio","Intimidating Cry","威嚇戰吼","",8,[6478]
263,"GeneralsCryMtx","General's Cry","Cri du Général","Schrei des Generals","ジェネラルズクライ","장군의 함성","Clamor do General","Клич полководца","Grito del general","General's Cry","將軍戰吼","",8,[6483]
264,"AncestralCryMtx","Ancestral Cry","Cri ancestral","Schrei der Ahnen","アンセストラルクライ","선대의 함성","Clamor Ancestral","Клич предков","Grito ancestral","Ancestral Cry","先祖戰吼","",8,[6479]
265,"SeismicCryMtx","Seismic Cry","Cri sismique","Seismischer Schrei","サイズミッククライ","지진 함성","Clamor Sísmico","Сейсмический клич","Grito sísmico","Seismic Cry","裂地戰吼","",8,[6268]
266,"TectonicSlamMtx","Tectonic Slam","Fracas tectonique","Tektonischer Hieb","テクトニックスラム","지층 강타","Impacto Tectônico","Тектонический удар","Embate tectónico","Tectonic Slam","破體之擊","",8,[6337]
267,"FistOfWarMtx","Fist of War","Poing de guerre","Faust des Krieges","フィストオブウォー","전쟁의 주먹","Punho da Guerra","Кулак войны","Puño de guerra","Fist of War","拳霸","",8,[6476]
268,"IceCrashMtx","Ice Crash","Fracas de glace","Eishieb","アイスクラッシュ","얼음 충격","Pancada Glacial","Ледяное сокрушение","Choque de hielo","Ice Crash","寒冰衝擊","",8,[6265]
269,"LancingSteelMtx","Lancing Steel","Acier transperçant","Stechender Stahl","ランシングスティール","강철 관통","Aço Perfurante","Пронзающая сталь","Acero empalador","Lancing Steel","鋼之突刺","",8,[6366]
270,"ShatteringSteelMtx","Shattering Steel","Acier fendant","Zerschmetternder Stahl","シャタリングスティール","강철 파편","Aço Estraçalhador","Дробящая сталь","Acero devastador","Shattering Steel","鋼之碎擊","",8,[6370]
271,"DetonateDeadMtx","Detonate Dead","Explosion cadavérique","Leichenexplosion","デトネートデッド","시체 폭발","Detonar Morto","Подрыв трупа","Detonar muertos","Detonate Dead","屍體爆破","",8,[6015]
272,"VaalDetonateDeadMtx","Vaal Detonate Dead","Explosion cadavérique vaal","Vaal-Leichenexplosion","ヴァールデトネートデッド","바알 시체 폭발","Detonar Morto Vaal","Подрыв трупа ваал","Detonar muertos vaal","Vaal Detonate Dead","瓦爾．屍體爆破","",8,[6216]
273,"VoidSphereMtx","Void Sphere","Sphère du Néant","Sphäre der Leere","ヴォイドスフィア","공허 구체","Esfera do Vácuo","Сфера пустоты","Esfera de vacío","Void Sphere","虛無玉","",8,[6487]
274,"SmiteMtx","Smite","Châtiment","Zerschmettern","スマイト","징벌","Castigo","Кара","Aniquilación","Smite","雷鳴重擊","",8,[6358]
275,"EarthshatterMtx","Earthshatter","Pieux telluriques","Erdspalter","アースシャッター","지면 분쇄","Destroçador","Разлом земли","Foco sísmico","Earthshatter","碎地重擊","",8,[6482]
276,"ConsecratedPathMtx","Consecrated Path","Chemin consacré","Geweihter Pfad","コンセクレイテッドパス","축성의 진격","Caminho Sagrado","Освящённый путь","Camino consagrado","Consecrated Path","奉獻地面","",8,[6357]
277,"CracklingLanceMtx","Crackling Lance","Épieu crépitant","Blitzlanze","クラックリングランス","치직대는 창","Lâmina Crepitante","Искрящееся копьё","Lanza electrizante","Crackling Lance","碎雷電閃","",8,[6488]
278,"BodyswapMtx","Bodyswap","Substitution corporelle","Reinkarnation","ボディスワップ","신체 전환","Troca de Corpos","Обмен телами","Intercambio de cuerpos","Bodyswap","屍術傳送","",8,[6335]
279,"FlameWallMtx","Flame Wall","Mur de flammes","Feuerwall","フレイムウォール","화염 벽","Parede Flamejante","Стена пламени","Muro de fuego","Flame Wall","烈焰之牆","",8,[6492]
280,"EnsnaringArrowMtx","Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","Ensnaring Arrow","誘捕箭矢","",8,[6425]
281,"SigilOfPowerMtx","Sigil of Power","Sceau de pouvoir","Rune der Macht","シギルオブパワー","힘의 부적","Emblema do Poder","Печать силы","Runa de poder","Sigil of Power","咒符之力","",8,[6491]
282,"SteelskinMtx","Steelskin","Peau d'acier","Stahlhaut","スティールスキン","강철피부","Pele de Aço","Стальная кожа","Piel de acero","Steelskin","鋼筋鐵骨","",8,[6386]
283,"PunctureMtx","Puncture","Saignée","Durchstoßen","パンクチャー","관통상","Punctura","Надрез","Punción","Puncture","放血","",8,[6105]
284,"WaveOfConvictionMtx","Wave of Conviction","Vague de condamnation","Welle der Verurteilung","ウェーブオブコンヴィクション","신념의 파도","Onda de Convicção","Волна осуждение","Ola de condena","Wave of Conviction","信念浪湧","",8,[6379]
285,"BoneOfferingMtx","Bone Offering","Offrande d'os","Knochenopfer","ボーンオファリング","뼈 공물","Oferenda de Ossos","Подношение костей","Ofrenda de hueso","Bone Offering","骸骨奉獻","",8,[6201]
286,"SpiritOfferingMtx","Spirit Offering","Offrande spirituelle","Seelenopfer","スピリットオファリング","영혼 공물","Oferenda de Espírito","Подношение духа","Ofrenda del espíritu","Spirit Offering","靈魂奉獻","",8,[6202]
287,"FleshOfferingMtx","Flesh Offering","Offrande de chair","Fleischopfer","フレッシュオファリング","살점 공물","Oferenda de Carne","Подношение плоти","Ofrenda de carne","Flesh Offering","血肉奉獻","",8,[6200]
288,"FrenzyMtx","Frenzy","Frénésie","Raserei","フレンジー","격분","Frenesi","Бешенство","Frenesí","Frenzy","狂怒","",8,[6012]
289,"WitheringStepMtx","Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","Withering Step","凋零之步","",8,[6409]
290,"IceShotMtx","Ice Shot","Tir de glace","Eisgeschoss","アイスショット","얼음 화살","Tiro Gélido","Ледяной выстрел","Disparo de hielo","Ice Shot","冰霜射擊","",8,[6021]
291,"DefianceBannerMtx","Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","Defiance Banner","反抗之旗","",8,[6510]
292,"PenanceBrandMtx","Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","Penance Brand","贖罪烙印","",8,[6480]
293,"ArcanistBrandMtx","Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa do Arcanista","Клеймо чаротворца","Marca del arcanista","Arcanist Brand","奧術烙印","",8,[6477]
294,"WintertideBrandMtx","Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de Ola invernal","Wintertide Brand","冬潮烙印","",8,[6481]
295,"ArmageddonBrandMtx","Armageddon Brand","Symbole de l'apocalypse","Zeichen des Untergangs","アルマゲドンブランド","종말의 낙인","Runa do Armagedom","Клеймо Армагеддона","Marca de armagedón","Armageddon Brand","末日烙印","",8,[6372]
296,"SmokeMineMtx","Smoke Mine","Mine fumigène","Rauchmine","スモークマイン","연막 지뢰","Mina de Fumaça","Дымовая мина","Mina de humo","Smoke Mine","煙霧地雷","",8,[6172]
297,"ArcaneCloakMtx","Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインクローク","비전의 망토","Manto Arcano","Чародейский покров","Manto arcano","Arcane Cloak","秘能披風","",8,[6468]
298,"PlagueBearerMtx","Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Infestador","Носитель чумы","Portador de plaga","Plague Bearer","病疫之難","",8,[6410]
299,"ChainHookMtx","Chain Hook","Grappin","Kettenhaken","チェーンフック","사슬 갈고리","Corrente com Gancho","Цепной крюк","Gancho de cadena","Chain Hook","奪魂勾索","",8,[6395]
300,"BloodOfferingMtx","Blood Offering","Offrande de sang","Blutopfer","ブラッドオファリング","피의 공물","Oferenda de Sangue","Подношение крови","Ofrenda de sangre","Blood Offering","鮮血奉獻","",8,[6525]
301,"EarthbreakerMtx","Earthbreaker","Brise-terre","Erdbrecher","地砕き","대지 분쇄자","Devastador","Камнелом","Rompesuelos","Earthbreaker","地破","",8,[6515]
302,"BurningArrowMtx","Burning Arrow","Flèche incendiaire","Brennender Pfeil","バーニングアロー","불타는 화살","Flecha Ardente","Горящая стрела","Flecha ardiente","Burning Arrow","燃燒箭矢","",8,[6117]
303,"VaalBurningArrowMtx","Vaal Burning Arrow","Flèche incendiaire vaal","Vaal-Brennender Pfeil","ヴァールバーニングアロー","바알 불타는 화살","Flecha Ardente Vaal","Горящая стрела ваал","Flecha ardiente vaal","Vaal Burning Arrow","瓦爾．燃燒箭矢","",8,[6208]
304,"ExsanguinateMtx","Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","Exsanguinate","抽血","",8,[6503]
305,"HydrosphereMtx","Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidrosfera","Гидросфера","Hidroesfera","Hydrosphere","水弒界","",8,[6497]
306,"LightningStrikeMtx","Lightning Strike","Frappe foudroyante","Blitzschlag","ライトニングストライク","번개 타격","Golpe Relampejante","Удар молнии","Golpe de rayo","Lightning Strike","閃電打擊","",8,[6101]
307,"VaalLightningStrikeMtx","Vaal Lightning Strike","Frappe foudroyante vaal","Vaal-Blitzschlag","ヴァールライトニングストライク","바알 번개 타격","Golpe Relampejante Vaal","Удар молнии ваал","Golpe de rayo vaal","Vaal Lightning Strike","瓦爾．閃電打擊","",8,[6221]
308,"InfernalBlowMtx","Infernal Blow","Coup infernal","Höllenschlag","インファーナルブロウ","지옥불 맹타","Golpe Infernal","Удар преисподней","Golpe infernal","Infernal Blow","煉獄之擊","",8,[6058]
309,"SweepMtx","Sweep","Balayage","Rundumschlag","スウィープ","휩쓸기","Arrastão","Круговой взмах","Barrido","Sweep","橫掃","",8,[6000]
310,"VaalSweepMtx","Vaal Sweep","Balayage vaal","Vaal-Rundumschlag","ヴァールスウィープ","바알 휩쓸기","Arrastão Vaal","Круговой взмах ваал","Barrido vaal","Vaal Sweep","瓦爾．橫掃","",8,[6235]
311,"DualStrikeMtx","Dual Strike","Frappes simultanées","Zweifachschlag","デュアルストライク","쌍수 타격","Golpe Duplo","Парный удар","Golpe dual","Dual Strike","雙持打擊","",8,[6010]
312,"EyeOfWinterMtx","Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","Eye of Winter","凜冬之眼","",8,[6529]
313,"SpectralHelixMtx","Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","Spectral Helix","靈體旋武","",8,[6513]
314,"EnergyBladeMtx","Energy Blade","Lame d'énergie","Energieklinge","エナジーブレード","에너지 칼날","Lâmina de Energia","Клинок энергии","Filo de energía","Energy Blade","能量之刃","",8,[6534]
315,"TornadoMtx","Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","Tornado","龍捲風射擊","",8,[6533]
316,"ForbiddenRiteMtx","ForbiddenRite","Rite interdit","Verbotener Ritus","フォビドゥンライト","금단의 의식","Ritual Proibido","Запретный ритуал","Ritual prohibido","ForbiddenRite","禁忌儀式","",8,[6518]
317,"ShockwaveSupportMtx","Shockwave","Onde de choc","Schockwelle","ショックウェーブ","충격파","Onda de Choque","Ударная волна","Onda sísmica","Shockwave","衝擊波","",8,[6398]
318,"CastWhenDamageTakenMtx","Cast when Damage Taken","Déclenchement par seuil de Dégâts subis","Zaubern bei erlittenem Schaden","被ダメージ時キャスト","피격 시 시전","Conjurar ao Sofrer Dano","Сотворение чар при получении урона","Lanzar al recibir daño","Cast when Damage Taken","受傷時施放","",8,[6179]
319,"PoisonousConcoctionMtx","Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Mistura Envenenada","Ядовитая смесь","Sustancia venenosa","Poisonous Concoction","毒藥","",8,[6530]
320,"CorruptingFeverMtx","Corrupting Fever","Fièvre corruptrice","Verderbendes Fieber","コラプティングフィーバー","타락한 열병","Febre Corrompedora","Разлагающая лихорадка","Fiebre corruptora","Corrupting Fever","腐化潮","",8,[6504]
321,"SeismicTrapMtx","Seismic Trap","Piège sismique","Seismische Falle","サイズミックトラップ","지진 덫","Armadilha Sísmica","Сейсмическая ловушка","Trampa sísmica","Seismic Trap","地裂陷阱","",8,[6350]
322,"FireTrapMtx","Fire Trap","Piège incendiaire","Brandfalle","ファイヤートラップ","화염 덫","Armadilha Flamejante","Огненная ловушка","Trampa de fuego","Fire Trap","火焰陷阱","",8,[6135]
323,"BoneshatterMtx","Boneshatter","Brise-os","Knochenbrecher","ボーンシャッター","뼈 박살","Destroçador","Дробление костей","Destrozahuesos","Boneshatter","碎骨","",8,[6526]
324,"EnvyMtx","Envy","Convoitise","Neid","エンビー","선망","Inveja","Зависть","Envidia","Envy","忌妒","",8,[6500]
325,"DeathAuraMtx","Death Aura","Aura de mort","Todesaura","デスオーラ","죽음의 오라","Aura da Morte","Аура смерти","Aura de muerte","Death Aura","死亡光環","",8,[6499]
326,"GluttonyOfElementsMtx","Gluttony Of Elements","Gloutonnerie des éléments","Elementvöllerei","元素の飽食","원소의 폭식","Gula dos Elementos","Жажда стихий","Gula de elementos","Gluttony Of Elements","元素之癒","",8,[6501]
327,"BlindingAuraMtx","Blinding Aura","Aura aveuglante","Blendaura","盲目オーラ","실명의 오라","Aura Cegante","Слепящая аура","Aura cegadora","Blinding Aura","致盲光環","",8,[6502]
328,"GalvanicFieldMtx","Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","Galvanic Field","電光領域","",8,[6702]
329,"AlchemistsMarkMtx","Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","Alchemist's Mark","煉金術士印記","",8,[6703]
330,"LightningConduitMtx","Lightning Conduit","Foudroiement","Blitzleitung","ライトニングコンジット","번개 도관","Condutor de Eletricidade","Проводник молнии","Conducto de rayo","Lightning Conduit","導雷","",8,[6701]
331,"LightningTendrilsMtx","Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молнии","Centellas","Lightning Tendrils","電能釋放","",8,[6251]
332,"CobraLashMtx","Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","Cobra Lash","毒蛇鞭笞","",8,[6407]
333,"VenomGyreMtx","Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイル","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","Venom Gyre","猛毒迴旋","",8,[6420]
334,"VolleyMtx","Volley","Volée","Projektilsalve","斉射","사격 공세","Rajada","Залп","Salva","Volley","齊射","",8,[6339]
335,"GreaterVolleyMtx","Greater Volley","Volée majeure","Größere Projektilsalve","斉射（大）","상위 사격 공세","Grande Rajada","Большой залп","Salva superior","Greater Volley","高階齊射","",8,[6028]
336,"ReapMtx","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","Reap","收割","",8,[6506]
337,"RageVortexMtx","Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","Rage Vortex","盛怒漩渦","",8,[6512]
338,"CreepingFrostMtx","Creeping Frost","Givre dévorant","Schleichender Frost","クリーピングフロスト","엄습하는 서리","Geada Rastejante","Ползучий мороз","Escarcha acechante","Creeping Frost","霜寒滲透","",8,[6020]
339,"Theme","Theme","Thème","Thema","テーマ","테마","Tema","Тематика","Temática","ธีม","主題","","",[]
340,"InfernalTheme","Infernal","Infernal","Höllisch","地獄","지옥불","Infernal","Адские","Infernal","Infernal","煉獄之擊","",339,[]
341,"NecroticTheme","Necrotic","Nécrotique","Nekrotisch","ネクロティック","괴사","Necrótico","Некротические","Necrótico","Necrotic","亡者之息","",339,[]
342,"BreachTheme","Breach","Breach","Breach","ブリーチ","균열","Breach","Разлом","Breach","Breach","裂痕","",339,[]
343,"LegacyTheme","Legacy","Legacy","Legacy","レガシー","유산","Legado","Наследие","Legado","Legacy","不朽","",339,[]
344,"GoreTheme","Gore","Gore","Blut","血塗れ","선혈","Sanguinolento","Кровавые","Sangriento","Gore","鮮血","",339,[]
345,"GhostflameTheme","Ghostflame","Spectreflamme","Geisterflamme","鬼火","유령불꽃","Fantasmagórico","Призрачное пламя","Llamas fantasmales","Ghostflame","青焰","",339,[]
346,"GloomTheme","Gloom","Lugubre","Finsternis","グルーム","순흑","Sombrio","Мгла","Penumbra","Gloom","隱忍","",339,[]
347,"DragonTheme","Dragon","Dragon","Drache","ドラゴン","용","Dracônico","Дракон","Dragón","Dragon","龍","",339,[]
348,"DemonicTheme","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔","",339,[]
349,"DeicideTheme","Deicide","Déicide","Gottesmörder","神殺し","신살자","Deicide","Богоубийца","Deicidio","Deicide","命運主宰","",339,[]
350,"ArcticTheme","Arctic","Arctique","Arktische Rüstung","極寒","한기","Ártico","Северные","Ártico","Arctic","極地","",339,[]
351,"ArcaneTheme","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","Arcane","秘術","",339,[]
352,"SteampunkTheme","Steam-Powered","Thermique","Dampfbetrieben","蒸気機関","증기 동력","A Vapor","Паровые","Steampunk","Steam-Powered","蒸氣太坦","",339,[]
353,"VampiricTheme","Vampiric","Vampirique","Vampirisch","吸血鬼","흡혈귀","Vampírico","Вампирские","Vampírico","Vampiric","嗜血凶兆","",339,[]
354,"VerdantTheme","Verdant","Verdoyant","Grünend","新緑","신록","Verdejante","Зелёные","Verde","Verdant","自然之力","",339,[]
355,"SeraphTheme","Seraph","Séraphin","Seraph","セラフ","고위 천사","Serafim","Серафим","Serafín","Seraph","神使","",339,[]
356,"ProphecyTheme","Prophecy","Prophecy","Prophecy","プロフェシー","예언","Prophecy","Пророчество","Prophecy","Prophecy","預言","",339,[]
357,"ConsumableTheme","Consumable","Consommable","Verbrauchbar","消耗品","소모품","Consumível","Расходуемое","Consumible","Consumable","消耗品","",339,[]
358,"EbonyTheme","Ebony","Ébène","Ebenholzfarben","黒檀","칠흑","Ébano","Эбеновые","Ébano","Ebony","漆黑之影","",339,[]
359,"RadiantTheme","Radiant","Radieux","Strahlend","光輝","찬란한","Radiante","Светящиеся","Radiante","Radiant","光采聖記","",339,[]
360,"LightningTheme","Lightning","Foudre","Blitz","雷","번개","Relampejante","Молнии","Relámpago","Lightning","雷霆","",339,[]
361,"AcidTheme","Acid","Acide","Ätzend","酸","산성","Ácido","Кислотные","Ácido","Acid","蝕骨強酸","",339,[]
362,"CrimsonTheme","Crimson","Pourpre","Blutrot","真紅","진홍색","Carmesím","Багровые","Carmesí","Crimson","緋紅","",339,[]
363,"CelestialTheme","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","絢麗眾星","",339,[]
364,"GoldenTheme","Golden","Doré","Golden","黄金","황금","Dourado","Золотые","Dorado","Golden","黃金","",339,[]
365,"PurpleTheme","Purple","Violet","Violett","紫","보라색","Púrpura","Фиолетовые","Morado","Purple","紫諱","",339,[]
366,"EmeraldTheme","Emerald","Émeraude","Smaragdgrün","エメラルド","에메랄드","Esmeralda","Изумрудные","Esmeralda","Emerald","翠綠碧雲","",339,[]
367,"DanceTheme","Dance","Danse","Tanz","踊り","춤","Dança","Танцы","Baile","Dance","舞蹈","",339,[]
368,"AnimalTheme","Animal","Animal","Tiere","動物","동물","Animal","Звериные","Animal","Animal","動物","",339,[]
369,"TribalTheme","Tribal","Tribal","Indigen","部族","부족","Tribal","Племенные","Tribal","Tribal","部落","",339,[]
370,"ChallengeRewardsTheme","Challenge Rewards","Récompenses de défis","Herausforderungsbelohnungen","チャレンジ報酬","도전과제 보상","Recompensas de Desafios","Награды за испытания","Recompensas de desafíos","ของรางวัลภารกิจท้าทาย","挑戰獎勵","",339,[]
371,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","Packs de mécène (bêta fermée)","Geschlossene-Beta-Unterstützerpakete","クローズドベータサポーターパック","클로즈드 베타 서포터 팩","Pacotes de Apoiador do Beta Fechado","Наборы закрытой беты","Paquetes de colaborador de la beta cerrada","แพ็คสนับสนุนโคลสเบต้า","封測","",339,[]
372,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","Packs de mécène (bêta ouverte)","Offene-Beta-Unterstützerpakete","オープンベータサポーターパック","오픈 베타 서포터 팩","Pacotes de Apoiador do Beta Aberto","Наборы открытой беты","Paquetes de colaborador de la beta abierta","แพ็คสนับสนุนโอเพ่นเบต้า","公測","",339,[]
373,"ReleaseSupporterPacksTheme","Release Supporter Packs","Packs de mécène (sortie du jeu)","Release-Unterstützerpakete","リリースサポーターパック","출시 서포터 팩","Pacotes de Apoiador de Lançamento","Наборы выхода игры","Paquetes de colaborador de lanzamiento","แพ็คสนับสนุนออกเกม","發布","",339,[]
374,"ForsakenMastersTheme","Forsaken Masters","Maîtres réprouvés","Forsaken Masters","見捨てられたマスター","버림받은 대가들","Mestres Esquecidos","Отверженные мастера","Maestros errantes","Forsaken Masters","被遺忘的大師","",339,[]
375,"AwakeningTheme","Awakening","Awakening","Awakening","アウェイクニング","각성","Awakening","Пробуждение","Despertar","Awakening","大覺醒","",339,[]
376,"AscendancyTheme","Ascendancy","Ascendancy","Ascendancy","アセンダンシー","전직","Ascendancy","Восхождение","Ascendencia","Ascendancy","昇華試煉","",339,[]
377,"AtlasTheme","Atlas","Atlas","Atlas","アトラス","아틀라스","Atlas","Атлас","Atlas","Atlas","輿圖","",339,[]
378,"FallofOriathTheme","Fall of Oriath","Fall of Oriath","Fall von Oriath","オリアスの堕落","오리아스의 몰락","Queda de Oriath","Падение Ориата","Caída de Oriath","Fall of Oriath","奧瑞亞的殞落","",339,[]
379,"MiscellaneousTheme","Miscellaneous","Divers","Sonstige","その他","기타","Genéricos","Разное","Misceláneo","อื่นๆ","其它","",339,[]
380,"UltimateChaosTheme","Ultimate Chaos","Chaos ultime","Ultimatives Chaos","混沌の極み","극한의 혼돈","Caos Supremo","Безграничный хаос","Caos definitivo","Ultimate Chaos","最終混沌","",339,[]
381,"PureLightTheme","Pure Light","Lumière pure","Reines Licht","純粋な光","순수한 빛","Luz Pura","Чистый свет","Pura luz","Pure Light","淨光","",339,[]
382,"HarbingerTheme","Harbinger","Harbinger","Harbinger","ハービンジャー","선구자","Harbinger","Предвестник","Harbinger","Harbinger","神諭","",339,[]
383,"PitchBlackTheme","Pitch Black","Nuit noire","Pechschwarz","漆黒","새까만","Escuridão","Кромешная тьма","Completamente negro","Pitch Black","漆桃霸主","",339,[]
384,"WastelandWarriorTheme","Wasteland Warrior","Guerrier des Terres désolées","Ödlandkrieger","荒れ地の戦士","황무지 전사","Guerreiro do Deserto","Воин пустоши","Guerrero del páramo","Wasteland Warrior","荒野勇士","",339,[]
385,"DesertTheme","Desert","Désert","Wüste","砂漠","사막","Deserto","Пустыня","Desértico","Desert","沙漠","",339,[]
386,"ExecutionerTheme","Executioner","Bourreau","Henker","処刑人","사형 집행자","Executor","Палач","Ejecutor","Executioner","血腥屠夫","",339,[]
387,"FireTheme","Fire","Feu","Feuer","火","화염","Fogo","Огненные","Fuego","Fire","火","",339,[]
388,"IceTheme","Ice","Glace","Eis","氷","얼음","Gelo","Ледяные","Hielo","Ice","冰","",339,[]
389,"PolarTheme","Polar","Polaire","Polar","ポーラー","극빙","Polarizado","Полярные","Polar","Polar","極光","",339,[]
390,"LichTheme","Lich","Liche","Lich","リッチ","리치","Lich","Лич","Liche","Lich","巫妖","",339,[]
391,"FireAndIceTheme","Fire and Ice","Feu et Glace","Feuer und Eis","火と氷","화염 및 얼음","Fogo e Gelo","Огонь и лёд","Hielo y fuego","Fire and Ice","冰與火","",339,[]
392,"AbyssTheme","Abyss","Abyss","Abyss","アビス","심연","Abyss","Бездна","Abyss","Abyss","深淵戰吼","",339,[]
393,"HalloweenTheme","Halloween","Halloween","Halloween","ハロウィン","핼러윈","Halloween","Хэллоуин","Halloween","Halloween","萬聖節","",339,[]
394,"CultistTheme","Cultist","Sectateur","Kultist","崇拝者","광신자","Cultista","Культист","Cultista","Cultist","教徒","",339,[]
395,"WarlockTheme","Warlock","Démoniste","Hexenmeister","ウォーロック","마법사","Mago","Чернокнижник","Brujo","Warlock","咒言術士","",339,[]
396,"PirateTheme","Pirate","Pirate","Pirat","海賊","해적","Pirata","Пиратские","Pirata","Pirate","海盜","",339,[]
397,"AtlasWarTheme","War for the Atlas","War for the Atlas","Krieg um den Atlas","ウォー・フォー・アトラス","아틀라스의 격전","Guerra pelo Atlas","Война за Атлас","Guerra por el Atlas","War for the Atlas","烽火輿圖","",339,[]
398,"NatureTheme","Nature","Nature","Natur","自然","자연","Natureza","Природные","Naturaleza","Nature","自然","",339,[]
399,"GothicTheme","Gothic","Gothique","Gothic","ゴシック","고딕","Gótico","Готические","Gótico","Gothic","歌德","",339,[]
400,"SinAndInnocenceTheme","Sin and Innocence","Péché et Innocence","Sin und Innocence","シンとイノセンス","씬과 이노센스","Pecado e Inocência","Грех и Невинность","Inocencia y Pecado","Sin and Innocence","罪與善","",339,[]
401,"BestiaryTheme","Bestiary","Bestiary","Bestiary","ベスティアリー","야수 도감","Bestiário","Бестиарий","Bestiario","Bestiary","獸獵寓言","",339,[]
402,"StygianTheme","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","",339,[]
403,"ManticoreTheme","Manticore","Manticore","Mantikor","マンティコア","맨티코어","Mantícora","Мантикора","Mantícora","Manticore","獅身幻獸","",339,[]
404,"SeawitchTheme","Seawitch","Sorcière des mers","Seehexe","シーウィッチ","바다 마녀","Bruxa do Mar","Морская ведьма","Bruja marina","Seawitch","魅影海巫","",339,[]
405,"PhantasmalTheme","Phantasmal","Fantomatique","Geisterhaft","幻影","환영","Fantasmal","Призрачные","Fantasmal","Phantasmal","幻影","",339,[]
406,"FallenAngelTheme","Fallen Angel","Ange déchu","Gefallener Engel","堕天使","타락 천사","Anjo caído","Падший ангел","Ángel caído","Fallen Angel","墮落天使","",339,[]
407,"MalachaiTheme","Malachai","Malachai","Malachai","マラカイ","말라카이","Malachai","Малахай","Malachai","Malachai","瑪拉凱","",339,[]
408,"CrystalTheme","Crystal","Cristal","Kristall","結晶","수정","Cristal","Кристальные","Cristal","Crystal","水晶","",339,[]
