"rownum","Quest","Order","FlagsPresent","FlagsMissing","Text","bool","Message","MapPinsKeys1","i32","string","rid","[rid]","bool","[i32]","[rid]","i32","rid","row","[rid]"
265,26,40,[3840],[],"Your way is blocked by a massive stone door. The operating mechanism requires a small Soul Core. Find one in the vicinity.","","Search for a small Soul Core",[230],0,"Search Jiquani's Machinarium for a small Soul Core to open the Door",230,[],"",[],[],11,"",228,[2645]
266,26,41,[3842],[],"You have discovered another stone altar. Ask Alva for advice about how to activate it.","","Ask Alva for advice",[230],0,"Ask Alva for advice",230,[],"",[],[],11,"",228,[]
267,26,42,[3841],[],"You have discovered another stone altar. Summon Alva for advice about how to activate it.","","Ask Alva for advice",[230],0,"Summon Alva to ask her for advice",230,[],"",[],[],11,"",228,[]
268,26,43,[3753],[],"You have found an ancient Vaal facility. Search within for a large Soul Core.","","Search for a large Soul Core",[230],0,"Search the Machinarium for a large Soul Core",230,[],"",[],[],11,"",228,[2651]
269,26,44,[4825],[],"You have defeated the Machinarium's guardian chimera. Enter the facility.","","Enter Jiquani's Machinarium",[230],0,"Enter Jiquani's Machinarium",223,[],"",[],[],11,"",228,[]
270,26,45,[3760],[],"A massive beast seems to be guarding the entrance to the Machinarium. Defeat it.","","Defeat Xyclucian, the Chimera",[223],0,"Defeat Xyclucian, the Chimera",223,[],"",[],[],11,"",228,[]
271,26,46,[3752],[],"Servi has told you the tale of a ruin where a large Soul Core might be found. Search for the Machinarium within the Chimeral Wetlands.","","Search for the Machinarium",[223],0,"Traverse the Chimeral Wetlands in search of the ancient Machinarium",223,[],"",[],[],11,"",228,[2651]
272,26,47,[3837],[],"Servi has told you the tale of a ruin where a large Soul Core might be found. Find the Chimeral Wetlands, and cross it in search of the Machinarium.","","Find the Chimeral Wetlands",[202],0,"Explore Infested Barrens in search of the Chimeral Wetlands",202,[],"",[],[],11,"",228,[2651]
273,26,48,[3834],[],"The stone altar in Infested Barrens requires a large Soul Core for power. Ask Servi if she or her tribe know where one might be found.","","Talk to Servi",[201],0,"Ask Servi for more information about Soul Cores","",[],"",[],[],11,"",228,[2651]
274,26,49,[3855],[],"You have discovered a stone altar that seems to be a control mechanism for a canal. Summon Alva to ask her for advice on this ancient mechanism.","","Ask Alva for advice",[202],0,"Summon Alva to ask her for advice",202,[],"",[],[],11,"",228,[]
275,26,50,[3642],[],"Ancient ruined canals lead into the jungle. Follow them in search of The Matlan Waterways.","","Follow the canals",[202],0,"Follow the canals in search of The Matlan Waterways",202,[],"",[],[],11,"",228,[]
276,26,51,[3750],[],"Somewhere in the region are canals that could potentially be used to lower the water and reveal the city. Find The Matlan Waterways.","","Search for The Matlan Waterways",[210],0,"Explore beyond the Jungle Ruins in search of The Matlan Waterways",210,[],"",[],[],11,"",228,[]
277,26,52,[3823],[],"Somewhere in the region are canals that could potentially be used to lower the water and reveal the city. Find The Matlan Waterways.","","Search for The Matlan Waterways",[210],0,"Enter the Jungle Ruins to search for The Matlan Waterways","",[],"",[],[],11,"",228,[]
278,26,53,"[3771,3818]",[3857],"The Sunken City of Utzaal appears to live up to its name. Ask the Hooded One about potentially lowering the water to reveal the city.","","Talk to the Hooded One",[201],0,"Ask the Hooded One about lowering the water level",201,[],"",[],[],11,"",228,[]
279,26,54,[3857],"[3771,3818]","The Sunken City of Utzaal appears to live up to its name. Ask the Hooded One about potentially lowering the water to reveal the city.","","Talk to the Hooded One",[201],0,"Ask the Hooded One about lowering the water level",201,[],"",[],[],11,"",228,[]
280,26,55,[3641],[],"You have found a group of treasure hunters already camped on a ziggurat in the middle of a lake. Explore their camp to find out more.","","Explore Ziggurat Encampment",[201],0,"Meet the treasure hunters",201,[],"",[],[],11,"",228,[]
281,26,56,[3643],[],"Only one seat of Vaal civilisation remains unlooted: the Sunken City of Utzaal. Explore the Sandswept Marsh in search of its most prominent Ziggurat.","","Find the Ziggurat",[201],0,"Cross the Sandswept Marsh in search of a Ziggurat",194,[],"",[],[],11,"",228,[]
282,26,57,[3640],[],"Speak to the Hooded One about what do to next.","","Speak to the Hooded One",[194],0,"Speak to the Hooded One about what to do next",194,[],"",[],[],11,"",228,[]
283,27,0,[4849],[],"Quest Complete - You have captured the foremost Vaal expert on the Beast and have been given a Waystone as a reward.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
284,27,1,[4848],[],"Take a Waystone reward from Doryani in The Ziggurat Refuge.","","Take a Waystone from Doryani",[556],0,"Take a Waystone from Doryani","",[],"",[],[],11,"",228,[]
285,27,2,[4949],[],"Speak to Doryani.","","Speak to Doryani",[556],0,"Speak to Doryani","",[],"",[],[],11,"",228,[]
286,27,3,[3808],[],"Speak to Alva about what just happened.","","Speak to Alva about what happened",[556],0,"Speak to Alva about what happened","",[],"",[],[],11,"",228,[]
287,29,0,[2814],[],"Quest Complete - You have found a venom vial in the The Venom Crypts and Servi has rewarded you.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
288,29,1,[3782],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
289,29,2,[4685],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
290,29,3,[4687],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
291,29,4,[2805],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
292,29,5,[2806],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
293,29,6,[2807],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[201],0,"Consume the Venom Draught","",[],"",[],[],11,"",228,[]
294,29,7,[3905],[],"Take a Venom Draught from Servi.","","Take a Venom Draught",[201],0,"Take a Venom Draught","",[],"",[],[],11,"",228,[]
295,29,8,[3901],[],"Return to Servi and ask her about the venom vial you found.","","Talk to Servi",[201],0,"Talk to Servi","",[],"",[],[],11,"",228,[2644]
296,29,9,[3900],[],"Pick up the Corpse-snake Venom you found in The Venom Crypts.","","Take the Corpse-snake Venom",[217],0,"Take the Corpse-snake Venom",217,[],"",[],[],11,"",228,[2644]
297,29,10,[3898],[],"You have discovered a corpse in The Venom Crypts. Search it.","","Search the Corpse",[217],0,"Search the Corpse",217,[],"",[],[],11,"",228,[]
298,29,11,[3751],[],"Servi may find uses for materials found in The Venom Crypts. Explore it in search of something useful.","","Explore The Venom Crypts",[217],0,"Explore The Venom Crypts",217,[],"",[],[],11,"",228,[]
299,29,12,[3832],[],"Servi has told you about the Azakh-Kul. Search for the source of their poison.","","Find the source of the Azakh-Kul poison",[],0,"Find the source of the Azakh-Kul poison","",[],"",[],[],11,"",228,[]
300,31,0,[3778],[],"Quest Complete - You have slain Ignagduk, the Bog Witch and have been rewarded with a Flask.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
301,31,1,[3787],[],"Take the Reward from Servi.","","Take the Reward",[201],0,"Take the Reward from Servi","",[],"",[],[],11,"",228,[]
302,31,2,[3786],[],"You have slain Ignagduk, the Bog Witch and freed the spirits of the children she stole. Talk to Servi and tell her the good news.","","Talk to Servi",[201],0,"Return to town and talk to Servi","",[],"",[],[],11,"",228,[2654]
303,31,3,[3776],[],"Ignagduk's Ghastly Spear would serve well as proof that you've killed her. Pick it up.","","Pick up Ignagduk's Ghastly Spear",[240],0,"Pick up Ignagduk's Ghastly Spear",240,[],"",[],[],11,"",228,[2654]
304,31,4,[3775],[],"You have found Ignagduk, the Bog Witch. Slay her and free the spirits of the children she has stolen.","","Kill Ignagduk",[240],0,"Kill Ignagduk",240,[],"",[],[],11,"",228,[]
305,31,5,[3846],[],"Servi has asked you to slay Ignagduk, the Bog Witch and free the spirits of her tribe's stolen children.","","Hunt down Ignagduk",[240],0,"Find Ignagduk in the Carver village and slay her",240,[],"",[],[],11,"",228,[]
306,31,6,[4273],[],"Speak to Servi and ask her for advice.","","Talk to Servi",[240],0,"Speak to Servi for advice about the Carver",240,[],"",[],[],11,"",228,[]
307,31,7,[3773],[],"You have found the village of the Carver. Summon Servi and ask her for advice.","","Summon Servi",[240],0,"Summon Servi for advice about the Carver",240,[],"",[],[],11,"",228,[]
308,30,0,[4677],[],"Quest Complete - You have delivered The Hammer of Kamasa to Oswald and have been rewarded with an Uncut Skill Gem, Gold and access to the Reforging Bench.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
309,30,1,[4676],[],"The Hammer of Kamasa could be of interest to Oswald. Bring it back to him in Ziggurat Encampment.","","Bring The Hammer of Kamasa to Oswald in Ziggurat Encampment",[201],0,"Bring The Hammer of Kamasa to Oswald in Ziggurat Encampment","",[],"",[],[],11,"",228,[2656]
310,30,2,[4675],[],"Goldcrush has dropped a Hammer. This could be of interest to Oswald. Pick it up and bring it back to Oswald in Ziggurat Encampment.","","Pick up The Hammer of Kamasa",[244],0,"Pick up The Hammer of Kamasa",244,[],"",[],[],11,"",228,[2656]
311,30,3,[4674],[],"You have encountered the forgemaster, Mektul. Defeat him.","","Defeat Mektul, the Forgemaster",[244],0,"Defeat Mektul, the Forgemaster",244,[],"",[],[],11,"",228,[]
312,30,4,[3769],[],"You have entered The Molten Vault. Clear it out in search of riches.","","Clear out The Molten Vault",[244],0,"Clear out The Molten Vault",244,[],"",[],[],11,"",228,[]
313,30,5,[4673],[],"Oswald wants you to enter The Molten Vault and clear it out, looking for riches while you do so.","","Enter The Molten Vault",[244],0,"Enter The Molten Vault",243,[],"",[],[],11,"",228,[]
314,30,6,[4672],[],"Speak to Oswald about the monkey statues.","","Speak to Oswald",[243],0,"Speak to Oswald",243,[],"",[],[],11,"",228,[]
315,30,7,"[4815,4671]",[],"You have spotted the monkey statues that Oswald spoke about just ahead. Summon Oswald and give him the news.","","Summon Oswald",[243],0,"Summon Oswald and speak to him about the monkey statues you have spotted",243,[],"",[],[],11,"",228,[]
316,30,8,[4815],[],"You have spotted some monkey statues just ahead. Summon Oswald and speak to him for more information.","","Summon Oswald",[243],0,"Summon Oswald and speak to him about the monkey statues you have spotted",243,[],"",[],[],11,"",228,[]
317,30,9,[4671],[],"Oswald has told you to keep a look out for buildings with Monkey statues on them. Search for The Molten Vault.","","Search for The Molten Vault",[243],0,"Search for The Molten Vault","",[],"",[],[],11,"",228,[]
318,32,0,[4188],[],"[DNT] Quest Complete - You have met Alva, Rog and Makoru. You are now familiar with how to come and go from Kingsmarch at your will.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
319,32,1,[4187],[],"Makoru can take you wherever you'd like to go. Pick an island and set sail.","","Set Sail",[],0,"Talk to Makoru to set sail","",[],"",[],[],11,"",228,[]
320,32,2,[3962],[],"Speak to Makoru to hire her ship.","","Talk to Makoru",[],0,"Talk to Makoru about hiring a ship","",[],"",[],[],11,"",228,[]
321,32,3,[3965],[],"Alva has advised that you speak to Rog to sell your artefacts and hire a ship. Speak to Rog.","","Talk to Rog",[],0,"Talk to Rog about hiring a ship","",[],"",[],[],11,"",228,[]
322,32,4,[3861],[],"You have arrived in Kingsmarch. Talk to Alva about selling your artefacts and hiring a ship.","","Talk to Alva",[],0,"Talk to Alva","",[],"",[],[],11,"",228,[]
323,33,0,[4847],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
324,33,1,[4846],[],"","","",[],0,"Survive until the Timer Expires","",[],"",[],[],11,"",228,[]
325,34,0,[4854],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
326,34,1,[4853],[],"","","",[],0,"Defeat the Ritual Casters to Close the Portals","",[],"",[],[],11,"",228,[]
327,35,0,[2647],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
328,35,1,[2646],[],"","","",[],0,"Disable the Crystals before time runs out","",[],"",[],[],11,"",228,[]
329,37,0,[4857],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
330,37,1,[4856],[],"","","",[],0,"Find and Defeat all the Rare Monsters","",[],"",[],[],11,"",228,[]
331,36,0,[2651],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
332,36,1,[2650],[],"","","",[],0,"Defeat all Enemies","",[],"",[],[],11,"",228,[]
333,38,0,[2649],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
334,38,1,[2648],[],"","","",[],0,"Find the Exit","",[],"",[],[],11,"",228,[]
335,40,0,[2656],[],"",1,"The Exit has Opened",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
336,40,1,[2655],[],"","","",[],0,"Defeat the Floor Boss","",[],"",[],[],11,"",228,[]
337,39,0,[2653],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,456,228,[]
338,39,1,[2652],[],"","","",[],0,"Defeat the Boss","",[],"",[],[],11,"",228,[]
339,41,0,[2719],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],11,"",228,[]
340,41,1,[2755],[],"","","Trial Failed from too much Ruin",[],0,"Leave through the Exit","",[],"",[],[],11,"",228,[]
341,41,2,[2800],[],"","","Trial Ended from taking Rewards Early",[],0,"Portal out to Exit","",[],"",[],[],11,"",228,[]
342,41,3,[2718],[],"","","",[],0,"Proceed to the Next Room","",[],"",[],[],11,"",228,[]
343,41,4,[2720],[],"","","",[],0,"Defeat the Boss","",[],"",[],[],11,"",228,[]
344,41,5,[2744],[],"","","",[],0,"Survive until the Timer Expires","",[],"",[],[],11,"",228,[]
345,41,6,[2745],[],"","","",[],0,"Collect all the Soul Cores","",[],"",[],[],11,"",228,[]
346,41,7,[2746],[],"","","",[],0,"Escort the Statue","",[],"",[],[],11,"",228,[]
347,41,8,[2747],[],"","","",[],0,"Sacrifice Monsters to the Altar by slaying them in the Blood Circles","",[],"",[],[],11,"",228,[]
348,41,9,[2748],[],"","","",[],0,"Destroy the Idols","",[],"",[],[],11,"",228,[]
349,41,10,[2717],[],"","","",[],0,"Defeat all the Monsters","",[],"",[],[],11,"",228,[]
350,41,11,[2716],[],"","","",[],0,"Enter the Challenge Area","",[],"",[],[],11,"",228,[]
351,41,12,[2715],[],"","","",[],0,"Choose a Modifier","",[],"",[],[],11,"",228,[]
352,42,0,[2691],[],"Quest Complete - You have completed the Trialmaster's Challenges and have earned 2 Ascendancy Points.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
353,42,1,[2164],[],"Enter The Trial of Chaos and complete the Trialmaster's Challenges.","","Complete the Trialmaster's Challenges",[],0,"Complete the Trialmaster's Challenges","",[],"",[],[],11,"",228,[]
354,42,2,"[4980,4978]",[],"Place the Inscribed Ultimatum in the Temple Offering to undertake the Trialmaster's Challenges.","","Place the Inscribed Ultimatum in the Temple Offering",[],0,"Place the Inscribed Ultimatum in the Temple Offering","",[],"",[],[],11,"",228,[3008]
355,42,3,"[3770,4978]",[],"You've found the Temple of Chaos. Find a use for the Inscribed Ultimatum.","","Find a use for the Inscribed Ultimatum",[],0,"Find a use for the Inscribed Ultimatum","",[],"",[],[],11,"",228,[3008]
356,42,4,[4978],[],"Bring the Inscribed Ultimatum to the Temple of Chaos to participate in a Trial of Chaos.","","Travel to the Temple of Chaos",[223],0,"Travel to the Temple of Chaos",223,[],"",[],[],11,"",228,[3008]
357,43,0,[],[],"Quest Complete - You have aided Doryani in his quest to cleanse areas of Corruption but there may be more required of you yet.",1,"Quest Complete",[],0,"","",[],"",[4041],[],11,"",228,[]
358,43,1,[],[],"Complete Tier 15 Maps ({0}/{1}).","","Complete Tier 15 Maps",[],0,"Complete Tier 15 Maps ({0}/{1})","",[],"",[4040],[],10,"",228,[]
359,43,2,[],[],"Complete Tier 14 Maps ({0}/{1}).","","Complete Tier 14 Maps",[],0,"Complete Tier 14 Maps ({0}/{1})","",[],"",[4039],[],10,"",228,[]
360,43,3,[],[],"Complete Tier 13 Maps ({0}/{1}).","","Complete Tier 13 Maps",[],0,"Complete Tier 13 Maps ({0}/{1})","",[],"",[4038],[],10,"",228,[]
361,43,4,[],[],"Complete Tier 12 Maps ({0}/{1}).","","Complete Tier 12 Maps",[],0,"Complete Tier 12 Maps ({0}/{1})","",[],"",[4037],[],10,"",228,[]
362,43,5,[],[],"Complete Tier 11 Maps ({0}/{1}).","","Complete Tier 11 Maps",[],0,"Complete Tier 11 Maps ({0}/{1})","",[],"",[4036],[],10,"",228,[]
363,43,6,[],[],"Complete Tier 10 Maps ({0}/{1}).","","Complete Tier 10 Maps",[],0,"Complete Tier 10 Maps ({0}/{1})","",[],"",[4035],[],10,"",228,[]
364,43,7,[],[],"Complete Tier 9 Maps ({0}/{1}).","","Complete Tier 9 Maps",[],0,"Complete Tier 9 Maps ({0}/{1})","",[],"",[4034],[],10,"",228,[]
365,43,8,[],[],"Complete Tier 8 Maps ({0}/{1}).","","Complete Tier 8 Maps",[],0,"Complete Tier 8 Maps ({0}/{1})","",[],"",[4033],[],10,"",228,[]
366,43,9,[],[],"Complete Tier 7 Maps ({0}/{1}).","","Complete Tier 7 Maps",[],0,"Complete Tier 7 Maps ({0}/{1})","",[],"",[4032],[],10,"",228,[]
367,43,10,[],[],"Complete Tier 6 Maps ({0}/{1}).","","Complete Tier 6 Maps",[],0,"Complete Tier 6 Maps ({0}/{1})","",[],"",[4031],[],10,"",228,[]
368,43,11,[],[],"Complete Tier 5 Maps ({0}/{1}).","","Complete Tier 5 Maps",[],0,"Complete Tier 5 Maps ({0}/{1})","",[],"",[4030],[],10,"",228,[]
369,43,12,[],[],"Complete Tier 4 Maps ({0}/{1}).","","Complete Tier 4 Maps",[],0,"Complete Tier 4 Maps ({0}/{1})","",[],"",[4029],[],10,"",228,[]
370,43,13,[],[],"Complete Tier 3 Maps ({0}/{1}).","","Complete Tier 3 Maps",[],0,"Complete Tier 3 Maps ({0}/{1})","",[],"",[4028],[],10,"",228,[]
371,43,14,[],[],"Complete Tier 2 Maps ({0}/{1}).","","Complete Tier 2 Maps",[],0,"Complete Tier 2 Maps ({0}/{1})","",[],"",[4027],[],10,"",228,[]
372,43,15,[],[],"Complete Tier 1 Maps ({0}/{1}).","","Complete Tier 1 Maps",[],0,"Complete Tier 1 Maps ({0}/{1})","",[],"",[4025],[],10,"",228,[]
373,44,0,[],[],"Quest Complete - You have killed the Arbiter of Ash.","","Quest Complete",[],0,"","",[],"",[4089],[],11,"",228,[]
374,44,1,[],[],"Defeat the Arbiter of Ash.","","Defeat the Arbiter of Ash",[],0,"Defeat the Arbiter of Ash","",[],"",[4090],[],11,"",228,[]
375,44,2,[],[],"You have unlocked the door. Enter the Arena and explore the Burning Monolith further.","","Enter the Arena",[],0,"Enter the Arena","",[],"",[4091],[],11,"",228,[]
376,44,3,[],[],"You have found a locked door that seems to require multiple Crisis Fragments. Find them and bring them back to the door.","","Obtain three Crisis Fragments to open the locked door",[],0,"Obtain three Crisis Fragments to open the locked door","",[],"",[4075],[],11,"",228,"[3004,3005,3006]"
377,44,4,[],[],"Explore The Burning Monolith.","","Explore The Burning Monolith",[],0,"Explore The Burning Monolith","",[],"",[4073],[],11,"",228,[]
378,44,5,[],[],"Doryani has told you about the mysterious fortress. Seek out the Burning Monolith and investigate it.","","Investigate the Burning Monolith",[],0,"Investigate the Burning Monolith","",[],"",[4074],[],11,"",228,[]
379,44,6,[],[],"Speak to Doryani about what you can see in the distance.","","Speak to Doryani about what you can see in the distance",[],0,"Speak to Doryani about what you can see in the distance","",[],"",[4072],[],11,"",228,[]
380,44,7,[],[],"Speak to Doryani.","","Speak to Doryani",[],0,"Speak to Doryani","",[],"",[4071],[],11,"",228,[]
381,45,0,[],[],"Quest Complete - You have defeated Count Geonor and have received his Key.",1,"Quest Complete",[],0,"","",[],"",[4086],[],11,"",228,[]
382,45,1,[],[],"Defeat Count Geonor.","","Defeat Count Geonor",[],0,"Defeat Count Geonor","",[],"",[4083],[],11,"",228,[]
383,45,2,[],[],"Search the Iron Citadel for Count Geonor.","","Search the Iron Citadel for Count Geonor",[],0,"Search the Iron Citadel for Count Geonor","",[],"",[4080],[],11,"",228,[]
384,45,3,[],[],"Travel to the Iron Citadel and seek out Count Geonor.","","Travel to the Iron Citadel",[],0,"Travel to the Iron Citadel","",[],"",[4075],[],11,"",228,[]
385,46,0,[],[],"Quest Complete - You have defeated the Perennial King and have received his Key.",1,"Quest Complete",[],0,"","",[],"",[4087],[],11,"",228,[]
386,46,1,[],[],"Defeat The Perennial King.","","Defeat The Perennial King",[],0,"Defeat The Perennial King","",[],"",[4085],[],11,"",228,[]
387,46,2,[],[],"Search the Copper Citadel for the Perennial King.","","Search the Copper Citadel for the Perennial King",[],0,"Search the Copper Citadel for the Perennial King","",[],"",[4081],[],11,"",228,[]
388,46,3,[],[],"Travel to the Copper Citadel and seek out The Perennial King.","","Travel to the Copper Citadel",[],0,"Travel to the Copper Citadel","",[],"",[4075],[],11,"",228,[]
389,47,0,[],[],"Quest Complete - You have defeated Doryani, Royal Thaumaturge and have received his Key.",1,"Quest Complete",[],0,"","",[],"",[4088],[],11,"",228,[]
390,47,1,[],[],"Defeat Doryani, Royal Thaumaturge.","","Defeat Doryani, Royal Thaumaturge",[],0,"Defeat Doryani, Royal Thaumaturge","",[],"",[4084],[],11,"",228,[]
391,47,2,[],[],"Search the Stone Citadel for Doryani.","","Search the Stone Citadel for Doryani",[],0,"Search the Stone Citadel for Doryani","",[],"",[4082],[],11,"",228,[]
392,47,3,[],[],"Travel to the Stone Citadel and seek out Doryani.","","Travel to the Stone Citadel",[],0,"Travel to the Stone Citadel","",[],"",[4075],[],11,"",228,[]
393,48,0,[2812],[],"",1,"",[],0,"","",[],"",[],[],11,"",228,[]
394,48,1,[2811],[],"Investigate the object that fell.","","Investigate the object that fell",[],0,"Investigate the object that fell","",[],"",[],[],11,"",228,[]
