"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","rid","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","[rid]","i32","[rid]","bool","rid","bool","bool","rid","bool","rid","i32"
2767,"lightning36","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds","[19991,19990]",50,50,0,0,-2129201055,2,0,0,-2127298560,2,16777216,"","","","","","",[],0,-2127298560,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2768,"lightning37","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[19769],50,0,0,0,-2124534470,2,0,0,-2122186752,2,16777216,"","","","","","",[],0,-2122186752,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2769,"lightning38__","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[19696],25,0,0,0,-2119163823,2,0,0,-2116943872,2,16777216,"","","","","","",[],0,-2116943872,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2770,"lightning39","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds","[56,10949]",14,8,0,0,-2113129046,2,0,0,-2110914560,2,16777216,"","","","","","",[],0,-2110914560,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2771,"lightning40","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[10462],30,0,0,0,-2108156345,2,0,0,-2105933824,2,16777216,"","","","","","",[],0,-2105933824,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2772,"lightning41","Art/2DArt/SkillIcons/passives/Storm Weaver.dds","[18133,18258]",5,30,0,0,-2095804801,2,0,0,-2092957696,2,16777216,"","","","","","",[],0,-2092957696,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2773,"lightning42","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[18258],15,0,0,0,-498167894,1,0,0,-2090205184,2,0,"","","","","","",[],0,-2090205184,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2774,"lightning43","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[18258],15,0,0,0,-498191747,1,0,0,-2087452672,2,0,"","","","","","",[],0,-2087452672,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2775,"lightning44","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds","[124,3417]",6,10,0,0,2119045874,2,0,0,-2083651584,2,0,"","","","","","",[],0,-2083651584,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2776,"lightning45","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds","[10919,3417]",25,20,0,0,-2079826732,2,0,0,-2077097984,2,16777216,"","","","","","",[],0,-2077097984,2,0,0,"","",771751936,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2777,"lightning46","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],10,0,0,0,2035860454,2,0,0,-2074345472,2,0,"","","","","","",[],0,-2074345472,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2778,"lightning47","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],10,0,0,0,2035826705,2,0,0,-2071592960,2,0,"","","","","","",[],0,-2071592960,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2779,"lightning48","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds","[124,3417]",6,10,0,0,2119076527,2,0,0,-2067791872,2,0,"","","","","","",[],0,-2067791872,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2780,"lightning49","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],10,0,0,0,2035854794,2,0,0,-2065039360,2,0,"","","","","","",[],0,-2065039360,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2781,"lightning50","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],10,0,0,0,2035847417,2,0,0,-2062286848,2,0,"","","","","","",[],0,-2062286848,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2782,"chaos1","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,209]",5,5,0,0,-2052416461,2,0,0,-2048917504,2,0,"","","","","","",[],0,-2048917504,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2783,"chaos2","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,209]",5,5,0,0,-2052437535,2,0,0,-2045771776,2,0,"","","","","","",[],0,-2045771776,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2784,"chaos3","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043662257,2,0,0,-2041839616,2,0,"","","","","","",[],0,-2041839616,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2785,"chaos4","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034342661,2,0,0,-2032140288,2,0,"","","","","","",[],0,-2032140288,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2786,"chaos5","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043653842,2,0,0,-2030043136,2,0,"","","","","","",[],0,-2030043136,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2787,"chaos6","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034315817,2,0,0,-2027945984,2,0,"","","","","","",[],0,-2027945984,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2788,"chaos7","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043631625,2,0,0,-2025848832,2,0,"","","","","","",[],0,-2025848832,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2789,"chaos8","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034311282,2,0,0,-2023751680,2,0,"","","","","","",[],0,-2023751680,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2790,"chaos9","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043669699,2,0,0,-2021654528,2,0,"","","","","","",[],0,-2021654528,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2791,"chaos10","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043654845,2,0,0,-2019426304,2,0,"","","","","","",[],0,-2019426304,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2792,"chaos11","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043610733,2,0,0,-2017198080,2,0,"","","","","","",[],0,-2017198080,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2793,"chaos12","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,209]",5,5,0,0,-2052444029,2,0,0,-2013921280,2,0,"","","","","","",[],0,-2013921280,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2794,"chaos13","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043673766,2,0,0,-2011693056,2,0,"","","","","","",[],0,-2011693056,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2795,"chaos14","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043616237,2,0,0,-2009464832,2,0,"","","","","","",[],0,-2009464832,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2796,"chaos15","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043622170,2,0,0,-2007236608,2,0,"","","","","","",[],0,-2007236608,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2797,"chaos16","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043638266,2,0,0,-2005008384,2,0,"","","","","","",[],0,-2005008384,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2798,"chaos17","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043628020,2,0,0,-2002780160,2,0,"","","","","","",[],0,-2002780160,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2799,"chaos18_","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043655512,2,0,0,-2000420864,2,0,"","","","","","",[],0,-2000420864,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2800,"chaos19","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],11,0,0,0,-2043616602,2,0,0,-1998192640,2,0,"","","","","","",[],0,-1998192640,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2801,"chaos20_","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043616900,2,0,0,-1995833344,2,0,"","","","","","",[],0,-1995833344,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2802,"chaos21","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043619741,2,0,0,-1993605120,2,0,"","","","","","",[],0,-1993605120,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2803,"chaos22","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[11359],10,0,0,0,-1991341516,2,0,0,-1989148672,2,0,"","","","","","",[],0,-1989148672,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2804,"chaos23","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043614849,2,0,0,-1986920448,2,0,"","","","","","",[],0,-1986920448,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2805,"chaos24","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043647739,2,0,0,-1984692224,2,0,"","","","","","",[],0,-1984692224,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2806,"chaos25","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],11,0,0,0,-2043669438,2,0,0,-1982464000,2,0,"","","","","","",[],0,-1982464000,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2807,"chaos26","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],11,0,0,0,-2043667824,2,0,0,-1980235776,2,0,"","","","","","",[],0,-1980235776,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2808,"chaos27","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],11,0,0,0,-2043642186,2,0,0,-1978007552,2,0,"","","","","","",[],0,-1978007552,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2809,"chaos28","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],7,0,0,0,-2043609320,2,0,0,-1975779328,2,0,"","","","","","",[],0,-1975779328,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2810,"chaos29","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[11359],10,0,0,0,-1991350134,2,0,0,-1973551104,2,0,"","","","","","",[],0,-1973551104,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2811,"chaos30","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[18134],11,0,0,0,-1971267731,2,0,0,-1969750016,2,16777216,"","","","","","",[],0,-1969750016,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2812,"chaos31","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[10106],1,0,0,0,-1967458718,2,0,0,-1965686784,2,16777216,"","","","","","",[],0,-1965686784,2,0,0,"","",234881024,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2813,"chaos32","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[3218,63,144,1173,171]",7,29,-13,-23,-1959229783,2,0,0,-1956773888,2,16777216,"","","","","","",[],0,-1956773888,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2814,"chaos33_","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,14275]",53,3,0,0,-1953313825,2,0,0,-1951399936,2,16777216,"","","","","","",[],0,-1951399936,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2815,"chaos34__","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,1960]",29,10,0,0,-1947858854,2,0,0,-1944977408,2,16777216,"","","","","","",[],0,-1944977408,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2816,"chaos35","Art/2DArt/SkillIcons/WitchBoneStorm.dds","[19395,26,560]",30,25,10,0,-1940591894,2,0,0,-1938948096,2,16777216,"","","","","","",[],0,-1938948096,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2817,"chaos36","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,4247]",29,-3,0,0,-1935667804,2,0,0,-1934884864,2,16777216,"","","","","","",[],0,-1934884864,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2818,"chaos37","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,209]",23,15,0,0,-1931552001,2,0,0,-1929248768,2,16777216,"","","","","","",[],0,-1929248768,2,0,0,"","",234881024,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2819,"chaos38","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[11359,19763]",20,8,0,0,-1925927595,2,0,0,-1924268032,2,16777216,"","","","","","",[],0,-1924268032,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2820,"chaos39","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[],0,0,0,0,-1923035698,2,0,0,-1920335872,2,16777216,"","","","","","",[],0,-1920335872,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2821,"chaos40","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[],0,0,0,0,-1923086091,2,0,0,-1919156224,2,16777216,"","","","","","",[],0,-1919156224,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2822,"chaos_witch1","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],10,0,0,0,-2043633739,2,0,0,-1916272640,2,0,"","","","","","",[],0,-1916272640,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2823,"chaos_witch2","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],10,0,0,0,-2043623604,2,0,0,-1913389056,2,0,"","","","","","",[],0,-1913389056,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2824,"chaos_witch3","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],10,0,0,0,-2043637681,2,0,0,-1910505472,2,0,"","","","","","",[],0,-1910505472,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2825,"chaos_witch4","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds","[63,209]",18,15,0,0,-1906562371,2,0,0,-1905393664,2,16777216,"","","","","","",[],0,-1905393664,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2826,"physical1","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds","[26,541]",8,5,0,0,-1894775233,2,0,0,-1889927168,2,0,"","","","","","",[],0,-1889927168,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2827,"physical2","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds","[26,541]",8,5,0,0,-1894741659,2,0,0,-1886388224,2,0,"","","","","","",[],0,-1886388224,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2828,"physical3","Art/2DArt/SkillIcons/passives/stun2h.dds",[19817],15,0,0,0,-1878376819,2,0,0,-1876557824,2,0,"","","","","","",[],0,-1876557824,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2829,"physical4","Art/2DArt/SkillIcons/passives/stun2h.dds",[19817],15,0,0,0,-1878376692,2,0,0,-1874067456,2,0,"","","","","","",[],0,-1874067456,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2830,"physical5","Art/2DArt/SkillIcons/passives/PhysicalDamageNode.dds",[26],10,0,0,0,-1871545802,2,0,0,-1870266368,2,0,"","","","","","",[],0,-1870266368,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2831,"physical6","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034355661,2,0,0,-1867776000,2,0,"","","","","","",[],0,-1867776000,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2832,"physical7","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[19076],5,0,0,0,-1865228077,2,0,0,-1863450624,2,0,"","","","","","",[],0,-1863450624,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2833,"physical8","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[19076],5,0,0,0,-1865232659,2,0,0,-1860960256,2,0,"","","","","","",[],0,-1860960256,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2834,"physical9","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034330904,2,0,0,-1858469888,2,0,"","","","","","",[],0,-1858469888,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2835,"physical10","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034310510,2,0,0,-1855848448,2,0,"","","","","","",[],0,-1855848448,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2836,"physical11","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[438],2,0,0,0,-1853171433,2,0,0,-1849032704,2,0,"","","","","","",[],0,-1849032704,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2837,"physical12","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[438],2,0,0,0,-1853181922,2,0,0,-1846411264,2,0,"","","","","","",[],0,-1846411264,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2838,"physical13","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034333992,2,0,0,-1843789824,2,0,"","","","","","",[],0,-1843789824,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2839,"physical14","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[26],10,0,0,0,-2034335767,2,0,0,-1841168384,2,0,"","","","","","",[],0,-1841168384,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2840,"physical15","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[543],10,0,0,0,-1838525699,2,0,0,-1835532288,2,0,"","","","","","",[],0,-1835532288,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2841,"physical16","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[19076],5,0,0,0,-1865225391,2,0,0,-1832910848,2,0,"","","","","","",[],0,-1832910848,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2842,"physical17","Art/2DArt/SkillIcons/WitchBoneStorm.dds","[543,5737]",10,15,0,0,-1829183654,2,0,0,-1822556160,2,0,"","","","","","",[],0,-1822556160,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2843,"physical18","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[543],10,0,0,0,-1838485765,2,0,0,-1819934720,2,0,"","","","","","",[],0,-1819934720,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
2844,"physical19","Art/2DArt/SkillIcons/WitchBoneStorm.dds",[19076],5,0,0,0,-1865245356,2,0,0,-1817313280,2,0,"","","","","","",[],0,-1817313280,2,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
