"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
13272,"self_lightning_damage_on_skill_use_%_mana_spent_on_cost","","","",1,"","","","","",1,202698010,[],"","","",1,[],[],""
13273,"non_damaging_ailments_reflected_to_self","","","",4,"","","","","",1,1752663710,[],"","","",1,[],[],""
13274,"chill_reflected_to_self","","","",4,"","",1,"","","",-659221651,[],"","","",1,[],[],""
13275,"sap_reflected_to_self","","","",4,"","",1,"","","",-1210456125,[],"","","",1,[],[],""
13276,"frostburn_reflected_to_self","","","",4,"","",1,"","","",1731020880,[],"","","",1,[],[],""
13277,"scorch_reflected_to_self","","","",4,"","",1,"","","",-2142527404,[],"","","",1,[],[],""
13278,"attack_minimum_added_chaos_damage_with_claws","","","",3,"","","","","",1,1454448689,[],"","","",1,[],[],""
13279,"attack_maximum_added_chaos_damage_with_claws","","","",3,"","","","","",1,1309521221,[],"","","",1,[],[],""
13280,"attack_minimum_added_chaos_damage_with_daggers","","","",3,"","","","","",1,1257912696,[],"","","",1,[],[],""
13281,"attack_maximum_added_chaos_damage_with_daggers","","","",3,"","","","","",1,-419905499,[],"","","",1,[],[],""
13282,"attack_minimum_added_chaos_damage_with_bows","","","",3,"","","","","",1,689838537,[],"","","",1,[],[],""
13283,"attack_maximum_added_chaos_damage_with_bows","","","",3,"","","","","",1,644884665,[],"","","",1,[],[],""
13284,"current_blood_scythe_charges","","","",3,"","","","","",1,-443842004,[],"","","",1,[],[],""
13285,"blood_scythe_damage_+%_final_per_charge","","","",1,"","","","","",1,-181025212,[],"","","",1,[],[],""
13286,"blood_scythe_cost_+%_final_per_charge","","","",1,"","","","","",1,1317005106,[],"","","",1,[],[],""
13287,"lose_blood_scythe_charge_on_kill","","","",4,"","","","","",1,1436605363,[],"","","",1,[],[],""
13288,"skill_cannot_gain_repeat_bonuses","","","",4,"",1,"","","",1,580379418,[],"","","",1,[],[],""
13289,"deal_no_non_physical_damage","","","",4,"","","","","",1,1028313274,[],18,"","","",[],[],""
13290,"incursion_map_contains_additional_packs_of_fire_monsters","","","",3,"","","","","",1,-1655893074,[],"","","",1,[],[],""
13291,"incursion_map_contains_additional_packs_of_lightning_monsters","","","",3,"","","","","",1,-353308965,[],"","","",1,[],[],""
13292,"incursion_map_contains_additional_packs_of_minion_monsters","","","",3,"","","","","",1,-369361816,[],"","","",1,[],[],""
13293,"map_incursion_boss_chance_to_drop_fire_item_%","","","",1,"","","","","",1,-1485310337,[],"","","",1,[],[],""
13294,"map_incursion_boss_chance_to_drop_lightning_item_%","","","",1,"","","","","",1,-438787163,[],"","","",1,[],[],""
13295,"map_incursion_boss_chance_to_drop_minion_item_%","","","",1,"","","","","",1,-1261774097,[],"","","",1,[],[],""
13296,"map_incursion_boss_chance_to_drop_healing_item_%","","","",1,"","","","","",1,1455178651,[],"","","",1,[],[],""
13297,"support_blood_thirst_damage_+%_final","","","",1,"","","","","",1,-1979636853,[],"","","",1,[],[],""
13298,"map_blighted_map_encounter_duration_-_sec","","","",3,"","","","","",1,827092014,[],"","","",1,[],[],""
13299,"local_display_socketed_gems_supported_by_level_x_bloodthirst","",1,"",3,"","","","","",1,1922115194,[],"","","","",[],[],""
13300,"local_display_socketed_gems_supported_by_level_x_fragility","",1,"",3,"","","","","",1,-644602475,[],"","","","",[],[],""
13301,"local_display_socketed_gems_supported_by_level_x_lifetap","",1,"",3,"","","","","",1,1037711201,[],"","","","",[],[],""
13302,"bleed_art_variation","","","",3,"","","","","",1,-545135728,[],"","","",1,[],[],""
13303,"base_mana_cost_%","","","",1,"","","","","",1,-539387072,[],"",1,"",1,[],[],""
13304,"base_life_cost","","","",3,"","","","","",1,-503539093,[],"",1,"",1,[],[],""
13305,"base_life_cost_%","","","",1,"","","","","",1,1828158512,[],"",1,"",1,[],[],""
13306,"total_base_life_cost","","","",3,"","",1,"","","",502267565,[],"","","",1,[1],[],""
13307,"life_cost",1,"","",3,"","",1,"","",1,1762999875,[],"","","",1,[1],[],""
13308,"total_base_life_reservation","","","",3,"","",1,"","","",83585228,[],"","","",1,[1],[],""
13309,"life_reservation",1,"","",3,"","",1,"","",1,-337739379,[],"","","",1,[1],[],""
13310,"base_life_reservation","","","",3,"","","","","",1,-443599453,[],"",1,"",1,[],[],""
13311,"base_life_reservation_permyriad","","","",7,"","","","","",1,-269044062,[],"",1,"",1,[],[],""
13312,"base_mana_reservation_permyriad","","","",7,"","","","","",1,-831369572,[],"",1,"",1,[],[],""
13313,"total_base_mana_reservation_permyriad","","","",7,"","",1,"","","",341244644,[],"","","",1,[1],[],""
13314,"total_base_life_reservation_permyriad","","","",7,"","",1,"","","",509430334,[],"","","",1,[1],[],""
13315,"mana_reservation_permyriad",1,"","",7,"","",1,"","",1,1087889024,[],"","","",1,[1],[],""
13316,"life_reservation_permyriad",1,"","",7,"","",1,"","",1,-1451324392,[],"","","",1,[1],[],""
13317,"base_cost_+%","","","",1,"","","","","",1,-1305215522,[],18,"","",1,[],[],""
13318,"base_life_cost_+%","","","",1,"","","","","",1,-2072635477,[],7,"","",1,[],[],""
13319,"base_reservation_+%","","","",1,"","","","","",1,1110698069,[],18,"","",1,[],[],""
13320,"base_life_reservation_+%","","","",1,"","","","","",1,-582879920,[],"","","",1,[],[],""
13321,"reservation_+%","","","",1,"","",1,"","","",-2029325342,[],"","","",1,[1],[],""
13322,"life_reservation_+%","","","",1,"","",1,"","","",-2075121465,[],"","","",1,[1],[],""
13323,"cost_+%","","","",1,"","",1,"","","",462726624,[],"","","",1,[1],[],""
13324,"life_cost_+%","","","",1,"","",1,"","","",-819399079,[],"","","",1,[1],[],""
13325,"life_reservation_+%_final","","","",1,"","",1,"","","",-677602354,[],"","","",1,[1],[],""
13326,"reservation_+%_final","","","",1,"","",1,"","","",346614668,[],"","","",1,[1],[],""
13327,"mana_reservation_+%_final","","","",1,"","",1,"","","",-2101015146,[],"","","",1,[1],[],""
13328,"mana_cost_+%_final","","","",1,"","",1,"","","",-2120892930,[],"","","",1,[1],[],""
13329,"life_cost_+%_final","","","",1,"","",1,"","","",1323746503,[],"","","",1,[1],[],""
13330,"cost_+%_final","","","",1,"","",1,"","","",1994939533,[],"","","",1,[1],[],""
13331,"skill_cost_life_instead_of_mana","","","",4,"","",1,"","","",2113571546,[],"","","",1,[1],[],""
13332,"skill_reserve_life_instead_of_mana","","","",4,"","",1,"","","",-1586838327,[],"","","",1,[1],[],""
13333,"base_skill_cost_life_instead_of_mana","","","",4,"","","","","",1,297316832,[],"","","",1,[],[],""
13334,"base_skill_reserve_life_instead_of_mana","","","",4,"","","","","",1,-1263366988,[],"","","",1,[],[],""
13335,"base_skill_gain_life_cost_%_of_mana_cost_while_not_on_low_life","","","",1,"","","","","",1,-667316620,[],"","","",1,[],[],""
13336,"skill_grants_life_cost_%_mana_cost_while_not_on_low_life","","","",1,"",1,"","","",1,-214292315,[],"","","",1,[],[],""
13337,"skill_no_life_reservation","","","",4,"","",1,"","","",1411683292,[],"","","",1,[1],[],""
13338,"base_skill_no_life_reservation","","","",4,"","","","","",1,-1823573571,[],"","","",1,[],[],""
13339,"skill_no_reservation","","","",4,"","",1,"","","",80654238,[],"","","",1,[1],[],""
13340,"base_skill_no_reservation","","","",4,"","","","","",1,-1385895316,[],"","","",1,[],[],""
13341,"base_rage_cost","","","",3,"","","","","",1,1005610887,[],"",1,"",1,[],[],""
13342,"rage_cost","","","",3,"",1,1,"","",1,-1790605409,[],"","","",1,[1],[],""
13343,"total_base_rage_cost","","","",3,"","",1,"","","",-1816987658,[],"","","",1,[1],[],""
13344,"skill_usable_with_insufficient_mana","","","",4,"",1,1,"","",1,-1116009659,[],"","","",1,[1],[],""
13345,"skill_no_cost_or_reservation","","","",4,"","","","","",1,-1016022120,[],"",1,"",1,[],[],""
13346,"unveiled_mod_effect_+%","",1,"",1,"","","","","",1,-85631248,[],"","","","",[],[],""
13347,"no_cost","","","",4,"","","","","",1,-733194209,[],"","","",1,[],[],""
13348,"virtual_no_mana_cost","","","",4,"","",1,"","","",-1452880579,[],"","","",1,[1],[],""
13349,"virtual_no_life_cost","","","",4,"","",1,"","","",-1809991585,[],"","","",1,[1],[],""
13350,"virtual_skill_total_life_cost_+","","","",3,"","",1,"","","",811026614,[],"","","",1,[1],[],""
13351,"skill_life_cost_+","","","",3,"","","","","",1,-1570174313,[],"","","",1,[],[],""
13352,"skill_life_cost_+_with_channelling_skills","","","",3,"","","","","",1,-349908949,[],"","","",1,[],[],""
13353,"skill_life_cost_+_with_non_channelling_skills","","","",3,"","","","","",1,985185028,[],"","","",1,[],[],""
13354,"melee_attack_life_cost_+","","","",3,"","","","","",1,1910229598,[],"","","",1,[],[],""
13355,"base_no_life_cost","","","",4,"","","","","",1,-241579030,[],"",1,"",1,[],[],""
13356,"triggered_skills_ignore_cost","","","",4,"",1,"","","",1,1180527248,[],"",1,"",1,[],[],""
13357,"damage_+%_if_skill_costs_life","","","",1,"","","","","",1,-1012762425,[],1,"","",1,[],[],""
13358,"mortal_conviction_mana_reservation_+%_final","","","",1,"","","","","",1,903351761,[],"","","",1,[],[],""
13359,"keystone_everlasting_sacrifice","","","",4,"","","","","",1,-11665806,[],"","","","",[],[],""
13360,"base_skill_gain_life_cost_%_of_mana_cost","","","",1,"","","","","",1,-541236947,[],"",1,"",1,[],[],""
13361,"map_incursion_boss_chance_to_drop_trap_vial_%","","","",1,"","","","","",1,1719095515,[],"","","",1,[],[],""
13362,"map_incursion_boss_chance_to_drop_healing_vial_%","","","",1,"","","","","",1,193581573,[],"","","",1,[],[],""
13363,"map_incursion_boss_chance_to_drop_poison_vial_%","","","",1,"","","","","",1,399128857,[],"","","",1,[],[],""
13364,"map_incursion_boss_chance_to_drop_lightning_vial_%","","","",1,"","","","","",1,-1437238304,[],"","","",1,[],[],""
13365,"map_incursion_boss_chance_to_drop_fire_vial_%","","","",1,"","","","","",1,-2045008431,[],"","","",1,[],[],""
13366,"map_incursion_boss_chance_to_drop_minion_vial_%","","","",1,"","","","","",1,1879174372,[],"","","",1,[],[],""
13367,"map_incursion_boss_chance_to_drop_flask_vial_%","","","",1,"","","","","",1,1421376068,[],"","","",1,[],[],""
13368,"map_incursion_boss_chance_to_drop_jewel_vial_%","","","",1,"","","","","",1,1806225556,[],"","","",1,[],[],""
13369,"map_incursion_boss_chance_to_drop_amulet_vial_%","","","",1,"","","","","",1,-1422105515,[],"","","",1,[],[],""
13370,"map_blight_chests_repeat_drops_count","","","",3,"","","","","",1,1711512978,[],"","","",1,[],[],""
13371,"map_blight_lane_additional_chests","","","",3,"","","","","",1,880753074,[],"","","",1,[],[],""
13372,"skill_gains_cost_from_reservation","","","",4,"","",1,"","","",173719445,[],"","","",1,[1],[],""
13373,"zero_chaos_resistance","","","",4,"","","","","",1,-653917895,[],"","","",1,[],[],""
13374,"minimum_frenzy_power_endurance_charges","","","",3,"","","","","",1,473925330,[],"","","",1,[],[],""
13375,"map_area_contains_rituals","","","",4,"","","","","",1,-1560363069,[],"","","",1,[],[],""
13376,"map_area_ritual_additional_chance_%","","","",1,"","","","","",1,-628368321,[],"","","",1,[],[],""
13377,"map_ritual_tribute_+%","","","",1,"","","","","",1,-1483973748,[],"","","",1,[],[],""
13378,"map_ritual_additional_reward_rerolls","","","",3,"","","","","",1,-592327862,[],"","","",1,[],[],""
13379,"map_ritual_uber_rune_type_weighting_+%","","","",1,"","","","","",1,-121923062,[],"","","",1,[],[],""
13380,"skill_gains_reservation_from_cost","","","",4,"","",1,"","","",-1341115677,[],"","","",1,[1],[],""
13381,"remote_mined_by_support","","","",4,"","","","","",1,647763626,[],"",1,"",1,[],[],""
13382,"map_area_rogue_exiles_soul_eater_%_chance","","","",1,"","","","","",1,2016912917,[],"","","",1,[],[],""
13383,"map_harbingers_%_chance_to_be_replaced_as_atlas_boss","","","",3,"","","","","",1,969865733,[],"","","",1,[],[],""
13384,"map_metamorph_itemised_boss_min_rewards","","","",3,"","","","","",1,702764503,[],"","","",1,[],[],""
13385,"map_metamorph_itemised_boss_more_difficult","","","",4,"","","","","",1,1589996861,[],"","","",1,[],[],""
13386,"local_display_nearby_enemies_have_malediction","",1,"",4,"","","","","",1,506864884,[],"","","","",[],[],""
13387,"local_display_nearby_enemies_are_crushed","",1,"",4,"","","","","",1,-13625166,[],"","","","",[],[],""
13388,"support_lifetap_damage_+%_final_while_buffed","","","",1,"","","","","",1,1077497255,[],"",1,"",1,[],[],""
13389,"support_lifetap_spent_life_threshold","","","",3,"","","","","",1,370150200,[],"",1,"",1,[],[],""
13390,"has_lifetap_buff","","","",4,"","","","","",1,1243832715,[],"","","",1,[],[],""
13391,"base_vaal_skill_souls_per_use","","","",3,"","","","","",1,-1617978447,[],"","","",1,[],[],""
13392,"virtual_vaal_skill_require_no_souls_per_use","","","",4,"",1,1,"","",1,548786000,[],"","","",1,[1],[],""
13393,"vaal_attack_rage_cost_instead_of_souls_per_use",1,"","",4,"","","","","",1,1836908357,[],"","","",1,[],[],""
13394,"monster_allies_cannot_take_damage_pulse_owner","","","",4,"","","","","",1,-519714182,[],"","","",1,[],[],""
13395,"support_base_lifetap_buff_duration","","","",3,"","","","","",1,948880456,[],"",1,"",1,[],[],""
13396,"support_lifetap_buff_duration","","","",3,"","",1,"","",1,1944845931,[],"",1,"",1,[],[],""
13397,"you_count_as_full_life_while_affected_by_vulnerability","","","",4,"","","","","",1,1227795122,[],"","","","",[],[],""
13398,"virtual_on_full_life",1,"","",4,"",1,1,"","",1,-292454532,[],"","","","",[0],[],""
13399,"local_hits_with_this_weapon_freeze_as_though_damage_+%_final","",1,1,1,"","","",13400,13401,1,139971252,[],"","","",1,[],[],""
13400,"freeze_as_though_damage_+%_final_with_main_hand","","","",1,"","","","","",1,1370455806,[],"","","",1,[],[],1
13401,"freeze_as_though_damage_+%_final_with_off_hand","","","",1,"","","","","",1,-1652659980,[],"","","",1,[],[],1
13402,"local_hits_with_this_weapon_shock_as_though_damage_+%_final","",1,1,1,"","","",13403,13404,1,428845889,[],"","","",1,[],[],""
13403,"shock_as_though_damage_+%_final_with_main_hand","","","",1,"","","","","",1,-1780725164,[],"","","",1,[],[],1
13404,"shock_as_though_damage_+%_final_with_off_hand","","","",1,"","","","","",1,524814414,[],"","","",1,[],[],1
13405,"local_ignite_effect_+%_final_with_this_weapon","",1,1,1,"","","",13406,13407,1,2127357492,[],"","","",1,[],[],""
13406,"ignite_effect_+%_final_with_main_hand_from_weapon","","","",1,"","","","","",1,-117954615,[],"","","",1,[],[],1
13407,"ignite_effect_+%_final_with_off_hand_from_weapon","","","",1,"","","","","",1,1836330508,[],"","","",1,[],[],1
13408,"gain_maximum_power_charges_on_vaal_skill_use","","","",4,"","","","","",1,688769234,[],"","","",1,[],[],""
13409,"chance_to_throw_4_additional_traps_%","","","",1,"",1,"","","",1,-835588315,[],"","","",1,[],[],""
13410,"extra_critical_rolls_while_on_low_life","","","",3,"","","","","",1,-324042074,[],"","","",1,[],[],""
13411,"cruelty_damage_over_time_+%_final","","","",1,"","","","","",1,2073590777,[],"","","",1,[],[],""
13412,"support_cruelty_hit_damage_+%_final","","","",1,"","","","","",1,730461889,[],"","","",1,[],[],""
13413,"supported_by_cruelty","","","",4,"","","","","",1,-1994757320,[],"",1,"",1,[],[],""
13414,"local_no_energy_shield","",1,"",4,"","","","","",1,145914234,[],"","","","",[],[],""
13415,"mana_regeneration_rate_+%_while_shocked","","","",1,"","","","","",1,1473513799,[],"","","",1,[],[],""
13416,"essence_hysteria_boots_damage_+%_final_while_on_low_life","","","",1,"","","","","",1,-1854827994,[],"","","",1,[],[],""
13417,"local_display_socketed_gems_damage_+%_final_while_on_low_life","",1,"",1,"","","","","",1,-812857846,[],"","","",1,[],[],""
13418,"local_display_grants_skill_blood_sacrament_level","",1,"",3,"","","","","",1,576788842,[],"","","","",[],[],""
13419,"immune_to_corrupted_blood",1,"","",4,"","","","","",1,223427199,[],"","","",1,[],[],""
13420,"keystone_shepherd_of_souls","","","",4,"","","","","",1,1712323548,[],"","","",1,[],[],""
13421,"gain_frenzy_power_endurance_charges_on_vaal_skill_use","","","",4,"","","","","",1,1485902420,[],"","","",1,[],[],""
13422,"ultimatum_skill_area_of_effect_+%_final","","","",1,"","","","","",1,-2126573228,[],"","","",1,[],[],""
13423,"ultimatum_projectile_speed_+%_final","","","",1,"","","","","",1,1244793621,[],"","","",1,[],[],""
13424,"ultimatum_cooldown_speed_+%_final",1,"","",1,"","","","","",1,1854716698,[],"","","",1,[],[],""
13425,"local_display_grants_level_X_queens_demand_skill","",1,"",3,"","","","","",1,-1364804822,[],"","","",1,[],[],""
13426,"maximum_blood_scythe_charges",1,"","",3,"","","","","",1,1681979912,[],"","","",1,[],[],""
13427,"flameblast_hundred_times_radius_+_per_1%_life_reserved","","","",3,"",1,"","","",1,1272472703,[],"","","",1,[],[],""
13428,"flameblast_hit_damage_+%_final_per_10_life_reserved","","","",1,"","","","","",1,743156364,[],"","","",1,[],[],""
13429,"queens_demand_effect","","","",4,"","","","","",1,-427166540,[],"","","",1,[],[],""
13430,"map_spawn_many_exiles_chance_%","","","",1,"","","","","",1,-879229930,[],"","","",1,[],[],""
13431,"map_spawn_many_exiles_num","","","",3,"","","","","",1,1538285287,[],"","","",1,[],[],""
13432,"local_weapon_trigger_socketed_spell_on_skill_use_display_cooldown_ms","",1,1,3,"","","",13433,13434,1,1269465679,[],"","","","",[],[],""
13433,"main_hand_trigger_socketed_spell_on_skill_use","","","",4,"","","","","",1,-1094310013,[],"","","",1,[],[],1
13434,"off_hand_trigger_socketed_spell_on_skill_use","","","",4,"","","","","",1,-1275492528,[],"","","",1,[],[],1
13435,"ultimatum_is_near_altar","","","",4,"","","","","",1,895651633,[],"","","",1,[],[],""
13436,"ultimatum_damage_taken_+%_final_from_enemies_not_near_altar","","","",1,"","","","","",1,-276709110,[],"","","",1,[],[],""
13437,"map_ritual_rewards_reroll_cost_+%_final","","","",1,"","","","","",1,1310382595,[],"","","",1,[],[],""
13438,"map_ritual_encounter_count_is_four","","","",4,"","","","","",1,1848328303,[],"","","","",[],[],""
13439,"maximum_life_+%_and_fire_resistance_-%","","","",1,"","","","","",1,1495797869,[],"","","",1,[],[],""
13440,"maximum_mana_+%_and_cold_resistance_-%","","","",1,"","","","","",1,163148515,[],"","","",1,[],[],""
13441,"maximum_energy_shield_+%_and_lightning_resistance_-%","","","",1,"","","","","",1,1508496223,[],"","","",1,[],[],""
13442,"vaal_skill_soul_refund_chance_%","","","",1,"","","","","",1,-695386331,[],"","","",1,[],[],""
13443,"arrow_chains_+","","","",3,"",1,"","","",1,1354069915,[],"","","",1,[],[],""
13444,"arrows_fork","","","",4,"",1,"","","",1,884504926,[],"","","",1,[],[],""
13445,"physical_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","","",1,-1032983040,[],"","","",1,[],[],""
13446,"fire_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","","",1,236846281,[],1,"","",1,[],[],""
13447,"chaos_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","","",1,-936782510,[],"","","",1,[],[],""
13448,"damage_over_time_multiplier_+_with_attacks","","","",3,"","","","","",1,1646091280,[],"","","",1,[],[],""
13449,"virtual_arrows_fork","","","",4,"","",1,"","","",850873250,[],"","","",1,[1],[],""
13450,"gain_defiance_when_lose_life_to_hit_once_per_x_ms","","","",3,"","","","","",1,-1257634240,[],"","","",1,[],[],""
13451,"defiance","","","",3,"","","","","",1,-54501665,[],"","","",1,[],[],""
13452,"armour_+%_per_defiance","","","",1,"","","","","",1,641009852,[],"","","",1,[],[],""
13453,"lose_all_defiance_and_take_max_life_as_damage_on_reaching_x_defiance","","","",3,"","","","","",1,1362414827,[],"","","",1,[],[],""
13454,"cannot_gain_defiance_from_hit_life_loss","","","",4,"","","","","",1,572131685,[],"","","",1,[],[],""
13455,"combined_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",178890414,[],"","","",1,[0],[],""
13456,"combined_physical_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",577382077,[],"","","",1,[0],[],""
13457,"combined_fire_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",-1827275382,[],"","","",1,[0],[],""
13458,"combined_cold_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",-1579902880,[],"","","",1,[0],[],""
13459,"combined_lightning_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",2047552007,[],"","","",1,[0],[],""
13460,"combined_chaos_damage_taken_over_time_+permyriad_final","","","",1,"","",1,"","","",1338923757,[],"","","",1,[0],[],""
13461,"explode_enemies_for_10%_life_as_physical_on_kill_chance_%","","","",1,"","","","","",1,1666164791,[],6,"","",1,[],[],""
13462,"skill_area_of_effect_+%_per_power_charge_up_to_50%","","","",1,"","","","","",1,-1974423899,[],18,"","",1,[],[],""
13463,"stance_skill_reservation_+%","","","",1,"","","","","",1,90149412,[],18,"","",1,[],[],""
13464,"gain_fortify_on_melee_hit_ms","","","",3,"","","","","",1,1947786567,[],"","","",1,[],[],""
13465,"virtual_unaffected_by_ignite",1,"","",4,"","",1,"","","",-1767645117,[],"","","",1,[0],[],""
13466,"virtual_unaffected_by_shock",1,"","",4,"","",1,"","","",543485121,[],"","","",1,[0],[],""
13467,"support_base_cruelty_duration_ms","","","",3,"","","","","",1,1926120247,[],"","","",1,[],[],""
13468,"support_cruelty_duration_ms","","","",3,"","",1,"","",1,-241535990,[],"","","",1,[1],[],""
13469,"cruelty_duration_+%","","","",1,"","","","","",1,-220449789,[],"","","",1,[],[],""
13470,"harbinger_base_currency_shard_stack_tenths_to_drop_best_of_3_outcomes",1,"","",3,"","","","","",1,-1160915320,[],"","","",1,[],[],""
13471,"exsanguinate_damage_+%",1,"","",1,"","","","","",1,961359983,"[""exsanguinate""]","","","",1,[],[],""
13472,"exsanguinate_duration_+%",1,"","",1,"","","","","",1,-1182020524,"[""exsanguinate""]","","","",1,[],[],""
13473,"bloodreap_damage_+%",1,"","",1,"","","","","",1,2058668346,"[""reap"",""vaal_reap""]","","","",1,[],[],""
13474,"bloodreap_skill_area_of_effect_+%",1,"","",1,"","","","","",1,2073087569,"[""reap"",""vaal_reap""]","","","",1,[],[],""
13475,"corrupting_fever_damage_+%",1,"","",1,"","","","","",1,1581985702,"[""corrupting_fever""]","","","",1,[],[],""
13476,"corrupting_fever_duration_+%",1,"","",1,"","","","","",1,2103740877,"[""corrupting_fever""]","","","",1,[],[],""
13477,"petrified_blood_reservation_+%",1,"","",1,"","","","","",1,-1962032011,"[""petrified_blood""]","","","",1,[],[],""
13478,"cannot_gain_rage","","","",4,"","",1,"","","",2032294623,[],"","","",1,[0],[],""
13479,"cannot_gain_rage_during_soul_gain_prevention","","","",4,"","","","","",1,-85190070,[],"","","",1,[],[],""
13480,"chest_item_rarity_+%_final_from_mod","","","",1,"","","","","",1,1802095052,[],"","","",1,[],[],""
13481,"map_spawn_x_additional_heist_smugglers_caches","","","",3,"","","","","",1,-699522314,[],"","","",1,[],[],""
13482,"rogue_trader_map_rogue_exile_maximum_life_+%_final","","","",1,"","","","","",1,-47732048,[],"","","",1,[],[],""
13483,"maximum_life_+%_final_from_rogue_trader","","","",1,"","","","","",1,-772654427,[],"","","",1,[],[],""
13484,"map_additional_maximum_all_elemental_resistances_%_per_sulphite_vein_mined","","","",1,"","","","","",1,-216259167,[],"","","",1,[],[],""
13485,"trialmaster_tether_movement_speed_+%_final","","","",1,"","","","","",1,-922423062,[],"","","",1,[],[],""
13486,"corrupting_fever_apply_additional_corrupted_blood_%","","","",1,"","","","","",1,448717109,[],"","","",1,[],[],""
13487,"cannot_damage_ultimatum_altar","","","",4,"","","","","",1,119862010,[],"","","",1,[],[],""
13488,"reap_life_%_granted_on_death_with_debuff","","","",3,"","","","","",1,-165058856,[],"","","",1,[],[],""
13489,"base_rage_cost_+%","","","",1,"","","","","",1,-752557943,[],"","","",1,[],[],""
13490,"exsanguinate_additional_chain_chance_%",1,"","",1,"","","","","",1,-1036312981,"[""exsanguinate""]","","","",1,[],[],""
13491,"vaal_skill_exertable","","","",4,"",1,"","","",1,-1194533026,[],"","","",1,[],[],""
13492,"quality_display_lifetap_is_gem","","","",4,"","","","","",1,1471489276,[],"","","",1,[],[],""
13493,"quality_display_exsanguinate_beam_targets_is_gem","","","",4,"","","","","",1,-1325414089,[],"","","",1,[],[],""
13494,"show_blood_charge_info","","","",4,"","",1,"","",1,-2071797718,[],"","","",1,[],[],""
13495,"ultimatum_monster_life_+%_final","","","",1,"","","","","",1,1324522136,[],"","","",1,[],[],""
13496,"ultimatum_monster_damage_+%_final","","","",1,"","","","","",1,568895344,[],"","","",1,[],[],""
13497,"remove_corrupted_blood_when_you_use_a_flask","","","",4,"","","","","",1,-619229461,[],"","","",1,[],[],""
13498,"ultimatum_enraged_ape_damage_taken_+%_final","","","",1,"","","","","",1,1083441262,[],"","","",1,[],[],""
13499,"darkness_damage_bypass_energy_shield_%","","","",1,"","",1,"","","",-208460310,[],"","","",1,[0],[],""
13500,"darkness_damage_taken_per_minute_towards_mana_bypassing_es","","","",3,"","",1,"","","",-1100334998,[],"","","",1,[],[],""
13501,"darkness_damage_taken_per_minute_towards_life_bypassing_es","","","",3,"","",1,"","","",866009976,[],"","","",1,[],[],""
13502,"darkness_damage_taken_per_minute_bypassing_es","","","",3,"","",1,"","","",1312692081,[],"","","",1,[],[],""
13503,"darkness_damage_taken_per_minute_damaging_es","","","",3,"","",1,"","","",1836035022,[],"","","",1,[],[],""
13504,"tencent_jingwei_set_bonus",1,"","",3,"","","","","",1,-1372885118,[],"","","",1,[],[],""
13505,"tencent_jingwei_set_weapon_skin",1,"","",3,"","","","","",1,1989062742,[],"","","",1,[],[],""
13506,"tencent_jingwei_set_weapon_effect",1,"","",3,"","","","","",1,2145721543,[],"","","",1,[],[],""
13507,"skill_cannot_chain_from_enemies",1,"","",4,"",1,"","","",1,604156421,[],"","","",1,[],[],""
13508,"terrain_debug_data","","","",3,"","","","","",1,-1833771049,[],"","","","",[],[],""
13509,"local_level_requirement_override","",1,"",3,"","","","","",1,1892975174,[],"","","",1,[],[],""
13510,"royale_monster_flask_drop_chance_permyriad",1,"","",7,"","","","","",1,-268054162,[],"","","",1,[],[],""
13511,"royale_monster_weapon_drop_chance_permyriad",1,"","",7,"","","","","",1,2040744462,[],"","","",1,[],[],""
13512,"royale_monster_armour_drop_chance_permyriad",1,"","",7,"","","","","",1,1525307424,[],"","","",1,[],[],""
13513,"royale_monster_skill_gem_drop_chance_permyriad",1,"","",7,"","","","","",1,-1555478795,[],"","","",1,[],[],""
13514,"royale_monster_support_gem_drop_chance_permyriad",1,"","",7,"","","","","",1,-1840048972,[],"","","",1,[],[],""
13515,"royale_monster_unique_drop_chance_permyriad",1,"","",7,"","","","","",1,-130055380,[],"","","",1,[],[],""
13516,"royale_monster_currency_drop_chance_permyriad",1,"","",7,"","","","","",1,-1014954478,[],"","","",1,[],[],""
13517,"armour_evasion_banner_stage_count","","","",3,"","","","","",1,1011247720,[],"","","",1,[],[],""
13518,"armour_evasion_banner_critical_strike_chance_+%","","","",1,"","","","","",1,-1772662107,[],"","","",1,[],[],""
13519,"maximum_number_of_summoned_doubles",1,"","",3,"","","","","",1,-927622757,[],"","","",1,[],[],""
13520,"predict_totem_maximum_energy_shield","","","",3,"","",1,"","",1,1005639584,[],"","","",1,[1],[],""
13521,"skill_user_maximum_energy_shield","","","",3,"","",1,"","","",-1102098055,[],"","","",1,[1],[],""
