"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
901,"Metadata/Monsters/Anchorite/AnchoriteFlathead",433,8,2,4,7,"[""Metadata/Monsters/Anchorite/AnchoriteFlatHead/AnchoriteFlathead.act""]","[""Metadata/Monsters/Anchorite/AnchoriteFlatHead/AnchoriteFlatHead.ao""]","Metadata/Monsters/Anchorite/AnchoriteFlatHead/AnchoriteFlathead",[],1,"","",100,2,6,2,0,0,0,1,0,"[1022,48,713,31,29,714,118,752]",95,[],105,105,700,500,0,"[3566,3567,3568,578,642,3555,3556]","Metadata/Monsters/Anchorite/AnchoriteFlatHead/AnchoriteFlathead.ais","[5080,5213]","",0,"Flathead Clubber",95,95,1620,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,1342229852,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3154116608,3154116608,-1140850688,2081,-33554432,-16843010,-16843010,-16843010,3372154622,3154116608,-1140850688,2081,167772160,1342177280,0,532924,0,"",1,"",-5,5,0,"",0,"","",1,0,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],283,3,95,1028443341,0,1,0,""
902,"Metadata/Monsters/Anchorite/AnchoriteMother",434,12,3,5,16,"[""Metadata/Monsters/Anchorite/AnchoriteMother/AnchoriteMother.act""]","[""Metadata/Monsters/Anchorite/AnchoriteMother/AnchoriteMother.ao""]","Metadata/Monsters/Anchorite/AnchoriteMother/AnchoriteMother",[],1,"","",130,2,6,1,0,0,0,1,0,"[1021,48,30,118,752]",130,[],105,105,700,500,0,"[578,5154,4016,4207,4017,3752,3557]","Metadata/Monsters/Anchorite/AnchoriteMother/AnchoriteMother.ais",[],"",0,"Pyromushroom Cultivator",130,130,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,1342179529,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,369098752,369098752,369098752,2085,-33554432,-16843010,-16843010,-16843010,1593769726,369098752,369098752,2085,167772160,1342177280,0,533782,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],283,5,115,1028443341,0,1,0,""
903,"Metadata/Monsters/BaneSapling/BaneSapling",436,16,2,5,12,"[""Metadata/Monsters/BaneSapling/BaneSapling.act""]","[""Metadata/Monsters/BaneSapling/BaneSapling.ao""]","Metadata/Monsters/BaneSapling/BaneSapling",[],1,"","",100,2,6,14,0,0,0,1,0,"[723,724,1034,75,1091,1089,31,29,714,32,752]",125,[],105,105,700,500,0,"[1454,1064,3987,1939,5289]","Metadata/Monsters/BaneSapling/BaneSapling.ais","[5080,12412]","stance2",5,"Bane Sapling",125,125,1755,[],[],"","","","",0,[],[],[],1,1,3,37,0,0,37,1342242400,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3489660928,3489660928,-805306368,2087,-33554432,-16843010,-16843010,-16843010,3372154622,3489660928,-805306368,2087,0,1342177280,0,534480,0,"",1,"",-5,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],288,4,113,1028443341,0,1,0,""
904,"Metadata/Monsters/CrawChimera/CrawChimera",437,36,3,6,15,"[""Metadata/Monsters/CrawChimera/CrawChimera.act""]","[""Metadata/Monsters/CrawChimera/CrawChimera.ao""]","Metadata/Monsters/CrawChimera/CrawChimera",[],1,"","",100,3,6,4,0,0,0,1,0,"[704,1024,49,754,31,118]",165,[],105,105,700,500,0,[578],"Metadata/Monsters/CrawChimera/CrawChimera.ais",[],"",0,"Iridescent Chimera",248,289,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342190658,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3858759680,3858759680,-436207616,2089,-33554432,-16843010,-16843010,-16843010,3372154622,3858759680,-436207616,2089,167772160,1342177280,0,535014,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",0,194,1028443341,0,1,0,""
905,"Metadata/Monsters/ArmadilloDemon/ArmadilloDemon",438,23,5,8,19,"[""Metadata/Monsters/ArmadilloDemon/ArmadilloDemon.act""]","[""Metadata/Monsters/ArmadilloDemon/ArmadilloDemon.ao""]","Metadata/Monsters/ArmadilloDemon/ArmadilloDemon",[],1,"","",100,2,6,14,0,0,0,1,0,"[72,1034,49,713,30,31,714,118,753]",200,[],105,105,700,500,0,"[578,4293,1941]","Metadata/Monsters/ArmadilloDemon/ArmadilloDemon.ais",[],"",0,"Antlion Charger",200,200,1170,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342209298,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1979711488,1979711488,1979711488,2092,-33554432,-16843010,-16843010,-16843010,3372154622,1979711488,1979711488,2092,167772160,1342177280,0,535670,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,8,150,1028443341,0,1,0,""
906,"Metadata/Monsters/Ghouls/Eel-podCrawler",439,44,3,3,7,"[""Metadata/Monsters/Ghouls/EelPodCrawler.act""]","[""Metadata/Monsters/Ghouls/EelPodCrawler.ao""]","Metadata/Monsters/Ghouls/EelPodCrawler",[],1,"","",100,2,6,5,0,0,0,1,0,"[56,755,48,31,118,1025]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Ghouls/EelPodCrawler.ais",[],"",0,"Eelback Crawler",100,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342201153,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3221225472,3221225472,-1073741824,2094,-33554432,-16843010,-16843010,-16843010,3372154622,3221225472,-1073741824,2094,167772160,1342177280,0,536256,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],283,0,100,1028443341,0,1,0,""
907,"Metadata/Monsters/StormPriestess/StormPriestess__",440,32,3,5,14,"[""Metadata/Monsters/StormPriestess/StormPriestess.act""]","[""Metadata/Monsters/StormPriestess/StormPriestess.ao""]","Metadata/Monsters/StormPriestess/StormPriestess",[],1,"","",100,3,6,0,0,0,0,1,0,"[1020,48,754,29,118]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/StormPriestess/StormPriestess.ais",[],"",0,"[DNT] Storm Priestess",100,100,1500,[],[],"","","","",0,[],[],[],1,1,4,134,0,0,134,1342184477,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1644167168,1644167168,1644167168,2097,-33554432,-16843010,-16843010,-16843010,2432630526,1644167168,1644167168,2097,167772160,1342177280,0,536930,0,"",1,"",-10,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
908,"Metadata/Monsters/Doryani/WingedVessel/WingedVesselDoryanisDream",441,32,3,5,14,"[""Metadata/Monsters/Doryani/WingedVessel/WingedVesselDoryani.act""]","[""Metadata/Monsters/Doryani/WingedVessel/DoryanisVessels_WingedVessel.ao""]","Metadata/Monsters/Doryani/WingedVessel/WingedVesselDoryani",[],1,"","",100,2,6,5,0,0,0,1,0,"[74,56,754,118,1025]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/WingedVessel/WingedVesselDoryani.ais",[],"",0,"[DNT] WingedVesselDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342230004,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2483027968,2483027968,-1811939328,2100,-33554432,-16843010,-16843010,-16843010,754908926,2483027968,-1811939328,2100,167772160,1342177280,0,537748,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
909,"Metadata/Monsters/Doryani/Watcher/WatcherDoryanisDream",442,35,3,5,23,"[""Metadata/Monsters/Doryani/Watcher/WatcherDoryani.act""]","[""Metadata/Monsters/Doryani/Watcher/DoryanisWatcher.ao""]","Metadata/Monsters/Doryani/Watcher/WatcherDoryani",[],1,"","",100,2,6,5,0,0,0,1,0,"[74,56,754,118,1025]",100,[],0,105,700,500,0,"[578,5188,3774,2366]","Metadata/Monsters/Doryani/Watcher/WatcherDoryani.ais",[],"",0,"[DNT] WatcherDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342213387,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,2013265920,2013265920,2103,-33554432,-16843010,-16843010,-16843010,2432630526,2013265920,2013265920,2103,0,1342177280,0,538488,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
910,"Metadata/Monsters/Doryani/SummonerVessel/SummonerVesselDoryanisDream",443,32,3,5,14,"[""Metadata/Monsters/Doryani/SummonerVessel/SummonerVesselDoryani.act""]","[""Metadata/Monsters/Doryani/SummonerVessel/DoryanisVessels_Summoner.ao""]","Metadata/Monsters/Doryani/SummonerVessel/SummonerVesselDoryani",[],1,"","",100,2,6,5,0,0,0,1,0,"[74,56,754,118,1025]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/SummonerVessel/SummonerVesselDoryani.ais",[],"",0,"[DNT] SummonerVesselDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342184897,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3388997632,3388997632,-905969664,2106,-33554432,-16843010,-16843010,-16843010,754908926,3388997632,-905969664,2106,167772160,1342177280,0,539338,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
911,"Metadata/Monsters/Doryani/SocketedHead/SocketedHeadDoryanisDream_",444,37,3,5,14,"[""Metadata/Monsters/Doryani/SocketedHead/SocketedHeadDoryani.act""]","[""Metadata/Monsters/Doryani/SocketedHead/DoryanisVessels_SocketedHead.ao""]","Metadata/Monsters/Doryani/SocketedHead/SocketedHeadDoryani",[],1,"","",115,2,6,5,0,0,0,1,0,"[74,56,754,118,1025]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/SocketedHead/SocketedHeadDoryani.ais",[],"",0,"[DNT] SocketedHeadDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342231007,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4261412864,4261412864,-33554432,2109,-33554432,-16843010,-16843010,-16843010,754908926,4261412864,-33554432,2109,167772160,1342177280,0,540158,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
912,"Metadata/Monsters/Doryani/HeadBomb/HeadBombDoryanisDream",445,32,3,5,14,"[""Metadata/Monsters/Doryani/HeadBomb/HeadBombDoryani.act""]","[""Metadata/Monsters/Doryani/HeadBomb/HeadBomb.ao""]","Metadata/Monsters/Doryani/HeadBomb/HeadBombDoryani",[],1,"","",100,2,6,5,0,0,0,1,0,"[74,56,754,118,1025]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/HeadBomb/HeadBombDoryani.ais",[],"",0,"[DNT] HeadBombDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342200527,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3087007744,3087007744,-1207959552,2112,-33554432,-16843010,-16843010,-16843010,754908926,3087007744,-1207959552,2112,167772160,1342177280,0,540856,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
913,"Metadata/Monsters/Doryani/Colossus/ColossusDoryanisDream",446,32,3,5,14,"[""Metadata/Monsters/Doryani/Colossus/ColossusDoryani.act""]","[""Metadata/Monsters/Doryani/Colossus/DoryaniColossus.ao""]","Metadata/Monsters/Doryani/Colossus/ColossusDoryani",[],1,"","",100,2,6,8,0,0,0,1,0,"[1028,74,56,754,118]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/Colossus/ColossusDoryani.ais",[],"",0,"[DNT] ColossusDoryani",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342229580,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2147483648,2147483648,-2147483648,2115,-33554432,-16843010,-16843010,-16843010,754908926,2147483648,-2147483648,2115,167772160,1342177280,0,541568,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
914,"Metadata/Monsters/Doryani/FloatingSeedpod/FloatingSeedpodDoryanisDream",447,64,3,5,14,"[""Metadata/Monsters/Doryani/FloatingSeedpod/FloatingSeedpodDoryaniDream.act""]","[""Metadata/Monsters/Doryani/FloatingSeedpod/FloatingSeedpod.ao""]","Metadata/Monsters/Doryani/FloatingSeedpod/FloatingSeedpodDoryaniDream",[],1,"","",200,2,6,5,0,0,0,1,0,"[74,56,118,1025,756]",100,[],105,105,700,500,0,"[578,881]","Metadata/Monsters/Doryani/FloatingSeedpod/FloatingSeedpodDoryaniDream.ais",[],"",0,"[DNT] FloatingSeedpodDoryaniDream",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342201119,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,201326592,201326592,2119,-33554432,-16843010,-16843010,-16843010,754908926,201326592,201326592,2119,167772160,1342177280,0,542476,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
915,"Metadata/Monsters/Doryani/DoryaniGuardian/DoryaniGuardianDoryanisDream",448,38,3,5,14,"[""Metadata/Monsters/Doryani/DoryaniGuardian/DoryaniGuardianDoryanisDream.act""]","[""Metadata/Monsters/Doryani/DoryaniGuardian/DoryaniGuardian.ao""]","Metadata/Monsters/Doryani/DoryaniGuardian/DoryaniGuardianDoryanisDream",[],1,"","",120,2,6,8,0,0,0,1,0,"[1028,74,56,755,118]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/Doryani/DoryaniGuardian/DoryaniGuardianDoryanisDream.ais",[],"",0,"[DNT] DoryaniGuardianDoryanisDream",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342214853,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,0,0,2122,-33554432,-16843010,-16843010,-16843010,754908926,0,0,2122,167772160,1342177280,0,543232,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
916,"Metadata/Monsters/ChawMongrel/ChawMongrel",449,11,2,4,12,"[""Metadata/Monsters/ChawMongrel/ChawMongrel.act""]","[""Metadata/Monsters/ChawMongrel/ChawMongrel.ao""]","Metadata/Monsters/ChawMongrel/ChawMongrel",[],1,"","",100,2,6,14,0,0,0,1,0,"[72,1034,713,31,714,118,752]",100,[],105,105,700,500,0,[578],"Metadata/Monsters/ChawMongrel/ChawMongrel.ais","[5080,5209]","stance1",0,"Chaw Mongrel",100,100,990,[],[],"","","","",0,[],[8778],[],"",1,6,135,0,0,135,1342186037,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,1241513984,1241513984,2124,-33554432,-16843010,-16843010,-16843010,3372154622,1241513984,1241513984,2124,167772160,1342177280,0,543818,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
917,"Metadata/Monsters/ChawMongrel/ChawMongrelLeash",450,48,2,4,12,"[""Metadata/Monsters/ChawMongrel/ChawMongrelLeash.act""]","[""Metadata/Monsters/ChawMongrel/ChawMongrel.ao""]","Metadata/Monsters/ChawMongrel/ChawMongrel",[],1,"","",100,2,6,14,0,0,0,1,0,"[72,1034,755,713,31,714,118]",100,[],150,150,700,500,0,"[578,4508]","Metadata/Monsters/ChawMongrel/ChawMongrelLeash.ais","[5080,5080,5259,5259]","stance2",0,"Chaw Mongrel",100,100,990,[],[],"","","","",0,[],[8778],[],"",1,6,135,0,0,135,1342182240,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1778384896,1778384896,1778384896,2126,-33554432,-16843010,-16843010,-16843010,3372154622,1778384896,1778384896,2126,0,1342177280,0,544362,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
918,"Metadata/Monsters/ChawMongrel/ChawMongrelLeashBoss",450,48,2,4,12,"[""Metadata/Monsters/ChawMongrel/ChawMongrelLeash.act""]","[""Metadata/Monsters/ChawMongrel/ChawMongrel.ao""]","Metadata/Monsters/ChawMongrel/ChawMongrelBoss",[],1,"","",100,2,6,14,0,0,0,1,0,"[72,1034,755,713,31,714,118]",100,[],150,150,700,500,0,"[578,4508]","Metadata/Monsters/ChawMongrel/ChawMongrelLeash.ais","[5080,5080,5259,5259]","stance5",0,"Chaw Mongrel",100,100,990,[],[],"","","","",0,[],[8778],[],"",1,6,135,0,0,135,1342180978,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,536870912,536870912,536870912,2128,-33554432,-16843010,-16843010,-16843010,3372154622,536870912,536870912,2128,0,1342177280,0,544800,0,"",1,"",-10,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,1,0,"",1,1,"",[],"",4,100,1028443341,0,1,0,""
919,"Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleJaguar_",4,11,2,4,7,"[""Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.act""]","[""Metadata/Monsters/Skeletons/BoneRabble/Jaguar/BoneRabbleJaguar.ao""]","Metadata/Monsters/Skeletons/BoneRabble/BoneRabble","[5292,12389]",1,"","",100,2,6,9,0,0,0,8,0,"[713,1088,714,51,1029,73,752]",100,[],70,105,700,500,0,[578],"Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.ais",[],"",3,"Vaal Skeletal Warrior",100,100,1500,[15173],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,1342232922,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,1241513984,1241513984,2131,-33554432,-16843010,-16843010,-16843010,1593769726,1241513984,1241513984,2131,167772160,1342177280,0,545610,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-7,7,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],287,4,100,1028443341,0,1,0,""
920,"Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleSquire",4,11,2,4,7,"[""Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.act""]","[""Metadata/Monsters/Skeletons/BoneRabble/Squire/BoneRabbleSquire.ao""]","Metadata/Monsters/Skeletons/BoneRabble/BoneRabble","[5292,10409]",1,"","",100,2,6,10,0,0,0,8,0,"[1030,713,1088,1087,714,51,73,752]",100,[],70,105,700,500,0,[578],"Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.ais",[],"stance3",3,"Vaal Skeletal Squire",100,100,1500,[15172],[],"",11,26,"",0,[],[],[],"",1,6,135,0,0,135,1342238323,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1040187392,1040187392,1040187392,2133,-33554432,-16843010,-16843010,-16843010,1593769726,1040187392,1040187392,2133,167772160,1342177280,0,546110,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-7,7,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],287,4,100,1028443341,0,1,0,""
921,"Metadata/Monsters/Skeletons/BoneRabble/BoneRabblePriest",9,11,2,4,55,"[""Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.act""]","[""Metadata/Monsters/Skeletons/BoneRabble/Priest/BoneRabblePriest.ao""]","Metadata/Monsters/Skeletons/BoneRabble/BoneRabble",[5292],1,"","",100,2,6,12,0,0,0,8,0,"[723,724,34,717,1088,30,29,51,1032,73,752]",100,[],70,105,700,500,0,[1457],"Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.ais",[],"stance2",3,"Vaal Skeletal Priest",100,100,1500,[15175],[],"",32,"","",0,[],[],[],"",1,6,135,0,0,135,1342185867,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1375731712,1375731712,1375731712,2135,-33554432,-16843010,-16843010,-16843010,1593769726,1375731712,1375731712,2135,167772160,1342177280,0,546642,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-7,7,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],287,4,100,1028443341,0,1,0,""
922,"Metadata/Monsters/Skeletons/BoneRabble/BoneRabbleEagle",7,11,2,6,55,"[""Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.act""]","[""Metadata/Monsters/Skeletons/BoneRabble/Eagle/BoneRabbleEagle.ao""]","Metadata/Monsters/Skeletons/BoneRabble/BoneRabble",[5292],1,"","",100,2,6,6,0,0,0,8,0,"[723,1026,715,1088,32,51,73,752]",100,[],70,105,700,500,0,"[649,5116]","Metadata/Monsters/Skeletons/BoneRabble/BoneRabble.ais",[],"stance4",3,"Vaal Skeletal Archer",110,100,1500,[9339],[15174],"",13,"","",0,[],[],[],"",1,6,135,0,0,135,1342191642,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,1342177280,1342177280,2137,-33554432,-16843010,-16843010,-16843010,1593769726,1342177280,1342177280,2137,167772160,1342177280,0,547152,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-7,7,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],287,4,100,1028443341,0,1,0,""
923,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer1",451,8,2,5,10,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer1.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_01/ZombieTreasureHunter_01.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer",[],1,"","",100,2,6,1,0,0,0,8,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,"[578,1564]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5156]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342228766,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4093640704,4093640704,-201326592,2140,-33554432,-16843010,-16843010,-16843010,754908926,4093640704,-201326592,2140,167772160,1342177280,0,548084,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
924,"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer2",451,8,2,5,8,"[""Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer2.act""]","[""Metadata/Monsters/ZombieTreasureHunters/ZombieTreasureHunter_02/ZombieTreasureHunter_02.ao""]","Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer",[],1,"","",100,2,6,1,0,0,0,8,0,"[1021,48,713,30,31,714,51,73,752]",100,[],105,105,700,500,0,[581],"Metadata/Monsters/ZombieTreasureHunters/IllFatedExplorer.ais","[5080,5156]","",9,"Ill-fated Explorer",120,100,1755,[],[],"",9,"","",0,[],[],[],1,1,6,135,0,0,135,1342230319,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1879048192,1879048192,1879048192,2143,-33554432,-16843010,-16843010,-16843010,754908926,1879048192,1879048192,2143,167772160,1342177280,0,548720,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],281,4,100,1032134328,0,1,0,""
