"rownum","Id","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
4963,"MapMonstersMaximumLifeAddedEnergyShieldMapWorldsExpedition",374612618,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969736192,0,0,0,393216,-551550976,8,196608,65536,0,-516816896,8,851968,851968,524288,524288,327680,327680,655360,1245184,0,0,3779198976,4849664,0,0,0,-515768320,8,0,0,3779198976,-515768320,8,4849664,0,0,0,-515768320,8,0,0,-515768320,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3779198976,3779198976,3779198976,4849664,0,0,0,-515768320,8,0,0,-33554432,-16843010,-16843010,-16843010,1140784894,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,10,19,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1496677312,[],"",0,0,1107296256,2273,50331648,0,""
4964,"MapMonstersMaximumLifeAddedEnergyShield1MapWorldsExpedition_",374635436,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969736192,0,0,0,393216,-551550976,8,196608,65536,0,-507641856,8,851968,851968,524288,524288,327680,327680,1310720,1900544,0,0,3788374016,4849664,0,0,0,-506593280,8,0,0,3788374016,-506593280,8,4849664,0,0,0,-506593280,8,0,0,-506593280,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3788374016,3788374016,3788374016,4849664,0,0,0,-506593280,8,0,0,-33554432,-16843010,-16843010,-16843010,1224670974,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,20,29,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1516446160,[],"",0,0,-838860800,2273,50331648,0,""
4965,"MapMonstersMaximumLifeAddedEnergyShield2MapWorldsExpedition",374622802,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969736192,0,0,0,393216,-551550976,8,196608,65536,0,-498597888,8,851968,851968,524288,524288,327680,327680,1966080,2555904,0,0,3797417984,4849664,0,0,0,-497549312,8,0,0,3797417984,-497549312,8,4849664,0,0,0,-497549312,8,0,0,-497549312,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3797417984,3797417984,3797417984,4849664,0,0,0,-497549312,8,0,0,-33554432,-16843010,-16843010,-16843010,1308557054,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,30,39,0,0,0,0,0,0,0,0,"",-16843010,-16843010,562457556,[],"",0,0,1476395008,2274,50331648,0,""
4966,"MapMonstersMaximumLifeAddedEnergyShield3MapWorldsExpedition__",374651410,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969736192,0,0,0,393216,-551550976,8,196608,65536,0,-489291776,8,851968,851968,524288,524288,327680,327680,2621440,3211264,0,0,3806724096,4849664,0,0,0,-488243200,8,0,0,3806724096,-488243200,8,4849664,0,0,0,-488243200,8,0,0,-488243200,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3806724096,3806724096,3806724096,4849664,0,0,0,-488243200,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,40,49,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1326380316,[],"",0,0,-436207616,2274,50331648,0,""
4967,"MapBossPossessedMapWorlds",374720568,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969801728,0,0,0,393216,-484704256,8,196608,65536,0,-483131392,8,1048576,1048576,589824,589824,393216,393216,65536,65536,0,0,3812884480,4849664,0,0,0,-482082816,8,0,0,3812884480,-482082816,8,4849664,0,0,0,-482082816,8,0,0,-482082816,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3812884480,3812884480,3812884480,4849664,0,0,0,-482082816,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-208323667,[],"",0,0,1140850688,2275,50331648,0,""
4968,"MapMonstersBlindOnHitMapWorlds",374757405,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969867264,0,0,0,393216,1174405120,3,196608,65536,0,-477888512,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3818127360,4849664,0,0,0,-476839936,8,0,0,3818127360,-476839936,8,4849664,0,0,0,-476839936,8,0,0,-476839936,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3818127360,3818127360,3818127360,4849664,0,0,0,-476839936,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1728462619,[],"",0,0,-1811939328,2275,50331648,0,""
4969,"MapMonstersBlindOnHitMapWorldsMaven__",374743729,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969867264,0,0,0,393216,1174405120,3,196608,65536,0,-471728128,8,655360,655360,393216,393216,0,0,6553600,6553600,0,0,3824287744,4849664,0,0,0,-470679552,8,0,0,3824287744,-470679552,8,4849664,0,0,0,-470679552,8,0,0,-470679552,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3824287744,3824287744,3824287744,4849664,0,0,0,-470679552,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1222470252,[],"",0,0,-234881024,2275,50331648,0,""
4970,"MapMonstersBlindOnHitMapWorldsExpedition__",374773390,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969867264,0,0,0,393216,1174405120,3,196608,65536,0,-464912384,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3831103488,4849664,0,0,0,-463863808,8,0,0,3831103488,-463863808,8,4849664,0,0,0,-463863808,8,0,0,-463863808,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3831103488,3831103488,3831103488,4849664,0,0,0,-463863808,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,653570170,[],"",0,0,1509949440,2276,50331648,0,""
4971,"MapMonstersMaimOnHitMapWorlds",374864632,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722141184,0,0,0,393216,-459800576,8,196608,65536,0,-458227712,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3837788160,4849664,0,0,0,-457179136,8,0,0,3837788160,-457179136,8,4849664,0,0,0,-457179136,8,0,0,-457179136,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3837788160,3837788160,3837788160,4849664,0,0,0,-457179136,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1514053831,[],"",0,0,-1073741824,2276,50331648,0,""
4972,"MapMonstersMaimOnHitMapWorldsMaven__",374843109,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722141184,0,0,0,393216,-459800576,8,196608,65536,0,-452198400,8,655360,655360,393216,393216,0,0,6553600,6553600,0,0,3843817472,4849664,0,0,0,-451149824,8,0,0,3843817472,-451149824,8,4849664,0,0,0,-451149824,8,0,0,-451149824,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3843817472,3843817472,3843817472,4849664,0,0,0,-451149824,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,107389059,[],"",0,0,469762048,2277,50331648,0,""
4973,"MapMonstersMaimOnHitMapWorldsExpedition_",374858488,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722141184,0,0,0,393216,-459800576,8,196608,65536,0,-445644800,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3850371072,4849664,0,0,0,-444596224,8,0,0,3850371072,-444596224,8,4849664,0,0,0,-444596224,8,0,0,-444596224,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3850371072,3850371072,3850371072,4849664,0,0,0,-444596224,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-663995756,[],"",0,0,-2147483648,2277,50331648,0,""
4974,"MapMonstersHinderOnHitMapWorlds",374926552,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722206720,0,0,0,393216,-1870266368,2,196608,65536,0,-440270848,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3855745024,4849664,0,0,0,-439222272,8,0,0,3855745024,-439222272,8,4849664,0,0,0,-439222272,8,0,0,-439222272,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3855745024,3855745024,3855745024,4849664,0,0,0,-439222272,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,236511936,[],"",0,0,-771751936,2277,50331648,0,""
4975,"MapMonstersHinderOnHitMapWorldsMaven",374912663,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722206720,0,0,0,393216,-1870266368,2,196608,65536,0,-434241536,8,655360,655360,393216,393216,0,0,6553600,6553600,0,0,3861774336,4849664,0,0,0,-433192960,8,0,0,3861774336,-433192960,8,4849664,0,0,0,-433192960,8,0,0,-433192960,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3861774336,3861774336,3861774336,4849664,0,0,0,-433192960,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2084948691,[],"",0,0,771751936,2278,50331648,0,""
4976,"MapMonstersHinderOnHitMapWorldsExpedition",374876922,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,722206720,0,0,0,393216,-1870266368,2,196608,65536,0,-427556864,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3868459008,4849664,0,0,0,-426508288,8,0,0,3868459008,-426508288,8,4849664,0,0,0,-426508288,8,0,0,-426508288,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3868459008,3868459008,3868459008,4849664,0,0,0,-426508288,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2105956221,[],"",0,0,-1811939328,2278,50331648,0,""
4977,"MapMonstersStealChargesOnHitMapWorlds",374954634,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,311230464,0,0,0,393216,1522794496,6,196608,65536,0,-421396480,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3874619392,4849664,0,0,0,-420347904,8,0,0,3874619392,-420347904,8,4849664,0,0,0,-420347904,8,0,0,-420347904,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3874619392,3874619392,3874619392,4849664,0,0,0,-420347904,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1345325754,[],"",0,0,-234881024,2278,50331648,0,""
4978,"MapMonstersStealChargesOnHitMapWorldsMaven__",374957411,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,311230464,0,0,0,393216,1522794496,6,196608,65536,0,-414318592,8,655360,655360,393216,393216,0,0,6553600,6553600,0,0,3881697280,4849664,0,0,0,-413270016,8,0,0,3881697280,-413270016,8,4849664,0,0,0,-413270016,8,0,0,-413270016,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3881697280,3881697280,3881697280,4849664,0,0,0,-413270016,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2084378975,[],"",0,0,1577058304,2279,50331648,0,""
4979,"MapMonstersStealChargesOnHitMapWorldsExpedition",374973253,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,311230464,0,0,0,393216,1522794496,6,196608,65536,0,-406847488,8,655360,655360,393216,393216,262144,262144,6553600,6553600,0,0,3889168384,4849664,0,0,0,-405798912,8,0,0,3889168384,-405798912,8,4849664,0,0,0,-405798912,8,0,0,-405798912,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3889168384,3889168384,3889168384,4849664,0,0,0,-405798912,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-883988470,[],"",0,0,-805306368,2279,50331648,0,""
4980,"MapConsecratedGroundMapWorlds",375030924,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-399507456,8,655360,655360,393216,393216,262144,262144,11796480,11796480,0,0,3896508416,4849664,0,0,0,-398458880,8,0,0,3896508416,-398458880,8,4849664,0,0,0,-398458880,8,0,0,-398458880,8,1310720,1310720,65863680,0,0,0,0,0,3896508416,3896508416,3896508416,4849664,0,0,0,-398458880,8,234881024,234881024,-285212672,3,0,0,1677721600,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,180,180,20,20,14,14,0,0,0,0,"",-16843010,-16843010,132416360,[],"",0,0,1073741824,2280,50331648,0,""
4981,"MapConsecratedGround2MapWorlds",375012456,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-394264576,8,655360,655360,393216,393216,262144,262144,15728640,15728640,0,0,3901751296,4849664,0,0,0,-393216000,8,0,0,3901751296,-393216000,8,4849664,0,0,0,-393216000,8,0,0,-393216000,8,1572864,1572864,65863680,0,0,0,0,0,3901751296,3901751296,3901751296,4849664,0,0,0,-393216000,8,268435456,268435456,-285212672,3,0,0,1677721600,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,240,240,24,24,16,16,0,0,0,0,"",-16843010,-16843010,-581115596,[],"",0,0,-1879048192,2280,50331648,0,""
4982,"MapConsecratedGround3MapWorlds__",375058959,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-388759552,8,655360,655360,393216,393216,262144,262144,19660800,19660800,0,0,3907256320,4849664,0,0,0,-387710976,8,0,0,3907256320,-387710976,8,4849664,0,0,0,-387710976,8,0,0,-387710976,8,1835008,1835008,65863680,0,0,0,0,0,3907256320,3907256320,3907256320,4849664,0,0,0,-387710976,8,301989888,301989888,-285212672,3,0,0,1677721600,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,300,300,28,28,18,18,0,0,0,0,"",-16843010,-16843010,-1998816557,[],"",0,0,-469762048,2280,50331648,0,""
4983,"MapConsecratedGround3MapWorldsMaven",375018230,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-382861312,8,655360,655360,393216,393216,0,0,19660800,19660800,0,0,3913154560,4849664,0,0,0,-381812736,8,0,0,3913154560,-381812736,8,4849664,0,0,0,-381812736,8,0,0,-381812736,8,1835008,1835008,65863680,0,0,0,0,0,3913154560,3913154560,3913154560,4849664,0,0,0,-381812736,8,301989888,301989888,-285212672,3,0,0,1677721600,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,300,300,28,28,18,18,0,0,0,0,"",-16843010,-16843010,-1263933857,[],"",0,0,1040187392,2281,50331648,0,""
4984,"MapConsecratedGroundMapWorldsExpedition",375001619,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-376438784,8,655360,655360,393216,393216,262144,262144,7864320,7864320,0,0,3919577088,4849664,0,0,0,-375390208,8,0,0,3919577088,-375390208,8,4849664,0,0,0,-375390208,8,0,0,-375390208,8,1048576,1048576,65863680,0,0,0,0,0,3919577088,3919577088,3919577088,4849664,0,0,0,-375390208,8,201326592,201326592,-285212672,3,0,0,1124073472,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,120,120,16,16,12,12,0,0,0,0,"",-16843010,-16843010,-1669296493,[],"",0,0,-1610612736,2281,50331648,0,""
4985,"MapConsecratedGround1MapWorldsExpedition_",375034681,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-369754112,8,655360,655360,393216,393216,262144,262144,11796480,11796480,0,0,3926261760,4849664,0,0,0,-368705536,8,0,0,3926261760,-368705536,8,4849664,0,0,0,-368705536,8,0,0,-368705536,8,1310720,1310720,65863680,0,0,0,0,0,3926261760,3926261760,3926261760,4849664,0,0,0,-368705536,8,234881024,234881024,-285212672,3,0,0,1207959552,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,180,180,20,20,14,14,0,0,0,0,"",-16843010,-16843010,-1980818730,[],"",0,0,100663296,2282,50331648,0,""
4986,"MapConsecratedGround2MapWorldsExpedition_______",375051694,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-362283008,8,655360,655360,393216,393216,262144,262144,15728640,15728640,0,0,3933732864,4849664,0,0,0,-361234432,8,0,0,3933732864,-361234432,8,4849664,0,0,0,-361234432,8,0,0,-361234432,8,1572864,1572864,65863680,0,0,0,0,0,3933732864,3933732864,3933732864,4849664,0,0,0,-361234432,8,268435456,268435456,-285212672,3,0,0,1291845632,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,240,240,24,24,16,16,0,0,0,0,"",-16843010,-16843010,-583792486,[],"",0,0,2013265920,2282,50331648,0,""
4987,"MapConsecratedGround3MapWorldsExpedition",375053201,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,971505664,0,0,0,393216,-401735680,8,196608,65536,0,-355729408,8,655360,655360,393216,393216,262144,262144,19660800,19660800,0,0,3940286464,4849664,0,0,0,-354680832,8,0,0,3940286464,-354680832,8,4849664,0,0,0,-354680832,8,0,0,-354680832,8,1835008,1835008,65863680,0,0,0,0,0,3940286464,3940286464,3940286464,4849664,0,0,0,-354680832,8,301989888,301989888,-285212672,3,0,0,1677721600,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,300,300,28,28,18,18,0,0,0,0,"",-16843010,-16843010,1524531535,[],"",0,0,-603979776,2282,50331648,0,""
4988,"MapPlayersLessCooldownRecoveryMapWorlds",375067455,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-349306880,8,851968,851968,524288,524288,327680,327680,-1310720,-1245185,65535,0,3946708992,4849664,0,0,0,-348258304,8,0,0,3946708992,-348258304,8,4849664,0,0,0,-348258304,8,0,0,-348258304,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3946708992,3946708992,3946708992,4849664,0,0,0,-348258304,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-20,-20,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1433421392,[],"",0,0,1040187392,2283,50331648,0,""
4989,"MapPlayersLessCooldownRecovery2MapWorlds",375095769,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-342753280,8,851968,851968,524288,524288,327680,327680,-1966080,-1900545,65535,0,3953262592,4849664,0,0,0,-341704704,8,0,0,3953262592,-341704704,8,4849664,0,0,0,-341704704,8,0,0,-341704704,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3953262592,3953262592,3953262592,4849664,0,0,0,-341704704,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-30,-30,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1465308815,[],"",0,0,-1577058304,2283,50331648,0,""
4990,"MapPlayersLessCooldownRecovery3MapWorlds",375081963,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-336199680,8,851968,851968,524288,524288,327680,327680,-2621440,-2555905,65535,0,3959816192,4849664,0,0,0,-335151104,8,0,0,3959816192,-335151104,8,4849664,0,0,0,-335151104,8,0,0,-335151104,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3959816192,3959816192,3959816192,4849664,0,0,0,-335151104,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-40,-40,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-828996227,[],"",0,0,100663296,2284,50331648,0,""
4991,"MapPlayersLessCooldownRecovery3MapWorldsMaven",375114664,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-328990720,8,851968,851968,524288,524288,0,0,-2621440,-2555905,65535,0,3967025152,4849664,0,0,0,-327942144,8,0,0,3967025152,-327942144,8,4849664,0,0,0,-327942144,8,0,0,-327942144,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3967025152,3967025152,3967025152,4849664,0,0,0,-327942144,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-40,-40,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-760866546,[],"",0,0,1946157056,2284,50331648,0,""
4992,"MapPlayersLessCooldownRecoveryMapWorldsExpedition__",375082649,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-320995328,8,851968,851968,524288,524288,327680,327680,-983040,-917505,65535,0,3975020544,4849664,0,0,0,-319946752,8,0,0,3975020544,-319946752,8,4849664,0,0,0,-319946752,8,0,0,-319946752,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3975020544,3975020544,3975020544,4849664,0,0,0,-319946752,8,0,0,-33554432,-16843010,-16843010,-16843010,1140784894,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-15,-15,0,0,0,0,0,0,0,0,"",-16843010,-16843010,837779318,[],"",0,0,-301989888,2284,50331648,0,""
4993,"MapPlayersLessCooldownRecovery1MapWorldsExpedition_",375113834,4456448,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-312999936,8,851968,851968,524288,524288,327680,327680,-1310720,-1245185,65535,0,3983015936,4849664,0,0,0,-311951360,8,0,0,3983015936,-311951360,8,4849664,0,0,0,-311951360,8,0,0,-311951360,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3983015936,3983015936,3983015936,4849664,0,0,0,-311951360,8,0,0,-33554432,-16843010,-16843010,-16843010,1224670974,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-20,-20,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-812054541,[],"",0,0,1744830464,2285,50331648,0,""
4994,"MapPlayersLessCooldownRecovery2MapWorldsExpedition",375125205,4784128,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-305135616,8,851968,851968,524288,524288,327680,327680,-1966080,-1900545,65535,0,3990880256,4849664,0,0,0,-304087040,8,0,0,3990880256,-304087040,8,4849664,0,0,0,-304087040,8,0,0,-304087040,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3990880256,3990880256,3990880256,4849664,0,0,0,-304087040,8,0,0,-33554432,-16843010,-16843010,-16843010,1308557054,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-30,-30,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1205646089,[],"",0,0,-536870912,2285,50331648,0,""
4995,"MapPlayersLessCooldownRecovery3MapWorldsExpedition_",375088604,5111808,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,969998336,0,0,0,393216,1480982528,6,196608,65536,0,-297140224,8,851968,851968,524288,524288,327680,327680,-2621440,-2555905,65535,0,3998875648,4849664,0,0,0,-296091648,8,0,0,3998875648,-296091648,8,4849664,0,0,0,-296091648,8,0,0,-296091648,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3998875648,3998875648,3998875648,4849664,0,0,0,-296091648,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,5,5,0,0,0,0,-40,-40,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-368472107,[],"",0,0,1509949440,2286,50331648,0,""
4996,"MapPlayersBuffsExpireFasterMapWorlds",375168409,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-289144832,8,655360,655360,393216,393216,262144,262144,1966080,1966080,0,0,4006871040,4849664,0,0,0,-288096256,8,0,0,4006871040,-288096256,8,4849664,0,0,0,-288096256,8,0,0,-288096256,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4006871040,4006871040,4006871040,4849664,0,0,0,-288096256,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,30,30,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-767733852,[],"",0,0,-738197504,2286,50331648,0,""
4997,"MapPlayersBuffsExpireFaster2MapWorlds___",375138209,65536,65798144,0,0,0,78774272,0,0,0,64815104,0,0,0,970063872,0,0,0,393216,-291110912,8,196608,65536,0,-282591232,8,655360,655360,393216,393216,262144,262144,3276800,3276800,0,0,4013424640,4849664,0,0,0,-281542656,8,0,0,4013424640,-281542656,8,4849664,0,0,0,-281542656,8,0,0,-281542656,8,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,4013424640,4013424640,4013424640,4849664,0,0,0,-281542656,8,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],1,4,4,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1007819699,[],"",0,0,939524096,2287,50331648,0,""
