"rownum","Id","DGRFile","i32","i32","i32","[i32]","[i32]"
401,"G2_13_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/level3.dgr",100,50,100,[],[0]
402,"G2_13_3_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_1.dgr",100,50,100,[],[0]
403,"G2_13_3_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_2.dgr",100,50,100,[],[0]
404,"G2_13_3_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_3.dgr",100,50,100,[],[0]
405,"G2_13_4","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/level4.dgr",100,50,100,[],[0]
406,"G2_13_4_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_1.dgr",100,50,100,[],[0]
407,"G2_13_4_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_2.dgr",100,50,100,[],[0]
408,"G2_13_4_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_3.dgr",100,50,100,[],[0]
409,"G3Town","Metadata/Terrain/Gallows/Act3/3_town/Graphs/town_1.dgr",100,50,100,[],[0]
410,"G3_1_E1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_E_1.dgr",115,50,37,[1],[8]
411,"G3_1_E2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_E_2.dgr",115,50,37,[1],[8]
412,"G3_1_N1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_N_1.dgr",115,50,37,[2],[8]
413,"G3_1_N2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_N_2.dgr",115,50,37,[2],[8]
414,"G3_1_S1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_S_1.dgr",115,50,37,[0],[8]
415,"G3_1_S2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_S_2.dgr",115,50,37,[0],[8]
416,"G3_1_W1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_W_1.dgr",115,50,37,[3],[8]
417,"G3_1_W2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_W_2.dgr",115,50,37,[3],[8]
418,"G3_2_1_SNEW_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SNE_1.dgr",75,40,50,"[0,2,1,3]",[8]
419,"G3_2_1_SNEW_2","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SNE_2.dgr",75,40,50,"[0,2,1,3]",[8]
420,"G3_2_1_SNEW_3","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SNE_3.dgr",75,40,50,"[0,2,1,3]",[8]
421,"G3_2_1_SWEN_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWE_1.dgr",75,40,50,"[0,3,1,2]",[8]
422,"G3_2_1_SWEN_2","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWE_2.dgr",75,40,50,"[0,3,1,2]",[8]
423,"G3_2_1_SWEN_3","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWE_3.dgr",75,40,50,"[0,3,1,2]",[8]
424,"G3_2_1_WNES_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_WNE_1.dgr",75,40,50,"[3,2,1,0]",[8]
425,"G3_2_1_WNES_2","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_WNE_2.dgr",75,40,50,"[3,2,1,0]",[8]
426,"G3_2_1_WNES_3","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_WNE_3.dgr",75,40,50,"[3,2,1,0]",[8]
427,"G3_2_2_WE1","Metadata/Terrain/Gallows/Act3/3_2_2/Graphs/Waterways_WE_01.dgr",50,40,60,[],[0]
428,"G3_3_SE1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_E_1.tgr",100,50,50,"[0,1,8]",[8]
429,"G3_3_SE2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_E_2.tgr",100,50,50,"[0,1,8]",[8]
430,"G3_3_SE3","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_E_3.tgr",100,50,50,"[0,1,8]",[8]
431,"G3_3_SN1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_N_1.tgr",100,50,50,"[0,2,8]",[8]
432,"G3_3_SN2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_N_2.tgr",100,50,50,"[0,2,8]",[8]
433,"G3_3_SN3","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_N_3.tgr",100,50,50,"[0,2,8]",[8]
434,"G3_3_SN4","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_N_4.tgr",100,50,50,"[0,2,8]",[8]
435,"G3_3_SN5","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_N_5.tgr",100,50,50,"[0,2,8]",[8]
436,"G3_3_SW1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_W_1.tgr",100,50,50,"[0,3,8]",[8]
437,"G3_3_SW2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_W_2.tgr",100,50,50,"[0,3,8]",[8]
438,"G3_3_SW3","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleDepths_S_W_3.tgr",100,50,50,"[0,3,8]",[8]
439,"G3_4_1","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_01.dgr",100,50,50,[8],[8]
440,"G3_4_2","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_02.dgr",100,50,50,[8],[8]
441,"G3_4_3","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_03.dgr",100,50,50,[8],[8]
442,"G3_4_4","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_04.dgr",100,50,50,[8],[8]
443,"G3_5_ENW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_01.dgr",100,50,50,"[1,2,3]",[0]
444,"G3_5_ENW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_02.dgr",100,50,50,"[1,2,3]",[0]
445,"G3_5_ENW_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_03.dgr",100,50,50,"[1,2,3]",[0]
446,"G3_5_ENW_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_04.dgr",100,50,50,"[1,2,3]",[0]
447,"G3_5_EWN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_01.dgr",100,50,50,"[1,3,2]",[0]
448,"G3_5_EWN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_02.dgr",100,50,50,"[1,3,2]",[0]
449,"G3_5_EWN_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_03.dgr",100,50,50,"[1,3,2]",[0]
450,"G3_5_EWN_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_04.dgr",100,50,50,"[1,3,2]",[0]
451,"G3_5_SEN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_01.dgr",100,50,50,"[0,1,2]",[0]
452,"G3_5_SEN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_02.dgr",100,50,50,"[0,1,2]",[0]
453,"G3_5_SEN_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_03.dgr",100,50,50,"[0,1,2]",[0]
454,"G3_5_SEN_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_04.dgr",100,50,50,"[0,1,2]",[0]
455,"G3_5_SEW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_01.dgr",100,50,50,"[0,1,3]",[0]
456,"G3_5_SEW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_02.dgr",100,50,50,"[0,1,3]",[0]
457,"G3_5_SEW_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_03.dgr",100,50,50,"[0,1,3]",[0]
458,"G3_5_SEW_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_04.dgr",100,50,50,"[0,1,3]",[0]
459,"G3_5_SNE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_01.dgr",100,50,50,"[0,2,1]",[0]
460,"G3_5_SNE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_02.dgr",100,50,50,"[0,2,1]",[0]
461,"G3_5_SNE_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_03.dgr",100,50,50,"[0,2,1]",[0]
462,"G3_5_SNE_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNE_04.dgr",100,50,50,"[0,2,1]",[0]
463,"G3_5_SNW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_01.dgr",100,50,50,"[0,2,3]",[0]
464,"G3_5_SNW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_02.dgr",100,50,50,"[0,2,3]",[0]
465,"G3_5_SNW_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_03.dgr",100,50,50,"[0,2,3]",[0]
466,"G3_5_SNW_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SNW_04.dgr",100,50,50,"[0,2,3]",[0]
467,"G3_5_SWE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_01.dgr",100,50,50,"[0,3,1]",[0]
468,"G3_5_SWE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_02.dgr",100,50,50,"[0,3,1]",[0]
469,"G3_5_SWE_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_03.dgr",100,50,50,"[0,3,1]",[0]
470,"G3_5_SWE_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWE_04.dgr",100,50,50,"[0,3,1]",[0]
471,"G3_5_SWN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_01.dgr",100,50,50,"[0,3,2]",[0]
472,"G3_5_SWN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_02.dgr",100,50,50,"[0,3,2]",[0]
473,"G3_5_SWN_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_03.dgr",100,50,50,"[0,3,2]",[0]
474,"G3_5_SWN_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SWN_04.dgr",100,50,50,"[0,3,2]",[0]
475,"G3_5_WEN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_01.dgr",100,50,50,"[3,1,2]",[0]
476,"G3_5_WEN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_02.dgr",100,50,50,"[3,1,2]",[0]
477,"G3_5_WEN_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_03.dgr",100,50,50,"[3,1,2]",[0]
478,"G3_5_WEN_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WEN_04.dgr",100,50,50,"[3,1,2]",[0]
479,"G3_5_WNE_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_01.dgr",100,50,50,"[3,2,1]",[0]
480,"G3_5_WNE_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_02.dgr",100,50,50,"[3,2,1]",[0]
481,"G3_5_WNE_3","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_03.dgr",100,50,50,"[3,2,1]",[0]
482,"G3_5_WNE_4","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_WNE_04.dgr",100,50,50,"[3,2,1]",[0]
483,"G3_6_1_EE_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_1.dgr",100,50,50,"[8,1]","[5,3]"
484,"G3_6_1_EE_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_2.dgr",100,50,50,"[8,1]","[5,3]"
485,"G3_6_1_EE_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EE_3.dgr",100,50,50,"[8,1]","[5,3]"
486,"G3_6_1_EN_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_1.dgr",100,50,50,"[8,2]","[5,3]"
487,"G3_6_1_EN_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_2.dgr",100,50,50,"[8,2]","[5,3]"
488,"G3_6_1_EN_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EN_3.dgr",100,50,50,"[8,2]","[5,3]"
489,"G3_6_1_ES_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_1.dgr",100,50,50,"[8,0]","[5,3]"
490,"G3_6_1_ES_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_2.dgr",100,50,50,"[8,0]","[5,3]"
491,"G3_6_1_ES_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_ES_3.dgr",100,50,50,"[8,0]","[5,3]"
492,"G3_6_1_EW_1","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_1.dgr",100,50,50,"[8,3]","[5,3]"
493,"G3_6_1_EW_2","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_2.dgr",100,50,50,"[8,3]","[5,3]"
494,"G3_6_1_EW_3","Metadata/Terrain/Gallows/Act3/3_6_1/Graphs/UpperMachinarium_EW_3.dgr",100,50,50,"[8,3]","[5,3]"
495,"G3_6_2_1","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_1.dgr",100,50,40,[1],"[0,4,3,7]"
496,"G3_6_2_2","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_2.dgr",100,50,40,[1],"[0,4,3,7]"
497,"G3_6_2_3","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_3.dgr",100,50,40,[1],"[0,4,3,7]"
498,"G3_6_2_4","Metadata/Terrain/Gallows/Act3/3_6_2/Graphs/LowerMachinarium_4.dgr",100,50,40,[1],"[0,4,3,7]"
499,"G3_7_E","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_E.dgr",100,50,50,[1],[8]
500,"G3_7_N","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_N.dgr",100,50,50,[2],[8]
501,"G3_7_S","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_S.dgr",100,50,50,[0],[8]
502,"G3_7_W","Metadata/Terrain/Gallows/Act3/3_7/Graphs/carver_bog_W.dgr",100,50,50,[3],[8]
503,"G3_8_1","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_1.dgr",100,50,40,[],[0]
504,"G3_8_2","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_2.dgr",100,50,40,[],[0]
505,"G3_8_3","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_3.dgr",100,50,40,[],[0]
506,"G3_8_4","Metadata/Terrain/Gallows/Act3/3_8/Graphs/UtzaalPresent_4.dgr",100,50,40,[],[0]
507,"G3_9","Metadata/Terrain/Gallows/Act3/3_9/Graphs/TreasureVault_01.dgr",100,50,50,[],[0]
508,"G3_10_Airlock","Metadata/Terrain/Gallows/Act3/3_10/Graphs/ChaosTemple_Airlock.dgr",100,50,100,[8],[0]
509,"G3_10","Metadata/Terrain/Gallows/Act3/3_10/Graphs/ChaosTemple_10Room_1.dgr",100,50,50,[],[0]
510,"G3_11_SE","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SE_1.dgr",100,50,50,[0],[0]
511,"G3_11_SN1","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SN_1.dgr",100,50,50,[0],[0]
512,"G3_11_SN2","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_SN_2.dgr",100,50,50,[0],[0]
513,"G3_11_WE1","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WE_1.dgr",100,50,50,[3],[0]
514,"G3_11_WE2","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WE_2.dgr",100,50,50,[3],[0]
515,"G3_11_WN","Metadata/Terrain/Gallows/Act3/3_11/Graphs/AggoratPresent_WN_1.dgr",100,50,50,[3],[0]
516,"G3_12_1","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_01.dgr",100,50,40,[],[0]
517,"G3_12_2","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_02.dgr",100,50,40,[],[0]
518,"G3_12_3","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_03.dgr",100,50,40,[],[0]
519,"G3_12_4","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_1_04.dgr",100,50,40,[],[0]
520,"G3_12_5","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_01.dgr",100,50,40,[],[0]
521,"G3_12_6","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_02.dgr",100,50,40,[],[0]
522,"G3_12_7","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_03.dgr",100,50,40,[],[0]
523,"G3_12_8","Metadata/Terrain/Gallows/Act3/3_12/Graphs/ziggurat_2_04.dgr",100,50,40,[],[0]
524,"G3_14_1","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_1.dgr",125,60,35,[],[0]
525,"G3_14_2","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_2.dgr",125,60,35,[],[0]
526,"G3_14_3","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_3.dgr",125,60,35,[],[0]
527,"G3_14_4","Metadata/Terrain/Gallows/Act3/3_14/Graphs/utzaal_past_4.dgr",125,60,35,[],[0]
528,"G3_15","Metadata/Terrain/Gallows/Act3/3_15/Graphs/TreasureVault_01.dgr",100,50,50,[],[0]
529,"G3_16_SE","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SE_1.dgr",100,50,40,"[0,1]",[0]
530,"G3_16_SN1","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SN_1.dgr",100,50,40,"[0,2]",[0]
531,"G3_16_SN2","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SN_2.dgr",100,50,40,"[0,2]",[0]
532,"G3_16_WE1","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WE_1.dgr",100,50,40,"[3,1]",[0]
533,"G3_16_WE2","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WE_2.dgr",100,50,40,"[3,1]",[0]
534,"G3_16_WN","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_WN_1.dgr",100,50,40,"[3,2]",[0]
535,"G3_17","Metadata/Terrain/Gallows/Act3/3_17/Graphs/Doryanis_1.dgr",100,50,55,[0],"[0,3]"
536,"CitadelTest","Metadata/Terrain/TestAreas/CitadelTest/Graphs/citadel_test.dgr",100,50,100,[],[0]
537,"KaruiShowcase_T","Metadata/Terrain/TestAreas/KaruiShowcase/Graphs/111.dgr",100,50,100,[],[0]
538,"VisibilityTest","Metadata/Terrain/TestAreas/SpherePlaneVisibilityCulling/Graphs/programming.dgr",100,50,100,[],[0]
539,"WarriorShowcase","Metadata/Terrain/TestAreas/WarriorShowcase/Graphs/111.dgr",100,50,100,[],[0]
540,"AggoratAtziriTrailer","Metadata/Terrain/Gallows/Act3/3_16/Graphs/AggoratPast_SE_1.dgr",100,50,40,[],[0]
541,"MapCoven_01","Metadata/Terrain/Maps/Coven/Graphs/Coven_01.dgr",100,50,50,[],[0]
542,"MapFrigidDepths_01","Metadata/Terrain/Maps/FrigidDepths/Graphs/FrigidDepths.dgr",100,50,50,[],[0]
543,"PrototypeProcession","Metadata/Terrain/Maps/ProcessionGates/Graphs/procession_01.dgr",100,50,100,[],[0]
544,"ZigguratTown","Metadata/Terrain/Hideouts/Ziggurat/Graphs/ziggurat_town.dgr",100,50,100,[],[0]
545,"MapSpiderJungle_01","Metadata/Terrain/Maps/SpiderJungle/Graphs/SpiderJungle.dgr",100,50,50,[],[8]
546,"MapRustbowl_01","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_01.dgr",100,50,50,[],[8]
547,"MapRustbowl_02","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_02.dgr",100,50,50,[],[8]
548,"MapRustbowl_03","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_03.dgr",100,50,50,[],[8]
549,"MapRustbowl_04","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_04.dgr",100,50,50,[],[8]
550,"MapRustbowl_01_NoBoss","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_01_NoBoss.dgr",100,50,50,[],[8]
551,"MapRustbowl_02_NoBoss","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_02_NoBoss.dgr",100,50,50,[],[8]
552,"MapRustbowl_03_NoBoss","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_03_NoBoss.dgr",100,50,50,[],[8]
553,"MapRustbowl_04_NoBoss","Metadata/Terrain/Maps/Rustbowl/Graphs/Rustbowl_04_NoBoss.dgr",100,50,50,[],[8]
554,"MapSmoulder_01","Metadata/Terrain/Maps/Smoulder/Graphs/Smoulder_01.dgr",100,50,50,[],[0]
555,"MapRefuge_01","Metadata/Terrain/Maps/Refuge/Graphs/refuge_01.dgr",100,50,50,[],[8]
556,"MapRefuge_01_NoBoss","Metadata/Terrain/Maps/Refuge/Graphs/refuge_01_NoBoss.dgr",100,50,50,[],[8]
557,"MapLuminousLush_01","Metadata/Terrain/Maps/LuminousLush/Graphs/LuminousLush.dgr",100,50,50,[],[0]
558,"MapBackwash_01","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_01.tgr",100,50,50,[],[8]
559,"MapBackwash_02","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_02.tgr",100,50,50,[],[8]
560,"MapBackwash_03","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_03.tgr",100,50,50,[],[8]
561,"MapBackwash_04","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_04.tgr",100,50,50,[],[8]
562,"MapBackwash_05","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_05.tgr",100,50,50,[],[8]
563,"MapBackwash_06","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_06.tgr",100,50,50,[],[8]
564,"MapBackwash_07","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_07.tgr",100,50,50,[],[8]
565,"MapBackwash_08","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_08.tgr",100,50,50,[],[8]
566,"MapBackwash_01_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_01_NoBoss.tgr",100,50,50,[],[8]
567,"MapBackwash_02_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_02_NoBoss.tgr",100,50,50,[],[8]
568,"MapBackwash_03_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_03_NoBoss.tgr",100,50,50,[],[8]
569,"MapBackwash_04_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_04_NoBoss.tgr",100,50,50,[],[8]
570,"MapBackwash_05_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_05_NoBoss.tgr",100,50,50,[],[8]
571,"MapBackwash_06_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_06_NoBoss.tgr",100,50,50,[],[8]
572,"MapBackwash_07_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_07_NoBoss.tgr",100,50,50,[],[8]
573,"MapBackwash_08_NoBoss","Metadata/Terrain/Maps/Backwash/Graphs/Backwash_08_NoBoss.tgr",100,50,50,[],[8]
574,"MapBurialBog_01","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_1.dgr",100,50,50,[],[8]
575,"MapBurialBog_02","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_2.dgr",100,50,50,[],[8]
576,"MapBurialBog_03","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_3.dgr",100,50,50,[],[8]
577,"MapBurialBog_01_NoBoss","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_1_NoBoss.dgr",100,50,50,[],[8]
578,"MapBurialBog_02_NoBoss","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_2_NoBoss.dgr",100,50,50,[],[8]
579,"MapBurialBog_03_NoBoss","Metadata/Terrain/Maps/BurialBog/Graphs/BurialBog_3_NoBoss.dgr",100,50,50,[],[8]
580,"MapInferno_01","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_01.tgr",100,50,50,[],[8]
581,"MapInferno_02","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_02.tgr",100,50,50,[],[8]
582,"MapInferno_03","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_03.tgr",100,50,50,[],[8]
583,"MapInferno_04","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_04.tgr",100,50,50,[],[8]
584,"MapInferno_01_NoBoss","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_01_NoBoss.tgr",100,50,50,[],[8]
585,"MapInferno_02_NoBoss","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_02_NoBoss.tgr",100,50,50,[],[8]
586,"MapInferno_03_NoBoss","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_03_NoBoss.tgr",100,50,50,[],[8]
587,"MapInferno_04_NoBoss","Metadata/Terrain/Maps/Inferno/Graphs/Inferno_04_NoBoss.tgr",100,50,50,[],[8]
588,"MapBloomingField_01","Metadata/Terrain/Maps/BloomingField/Graphs/BloomingField_01.dgr",100,50,50,[],"[0,1,2,3]"
589,"MapBloomingField_02","Metadata/Terrain/Maps/BloomingField/Graphs/BloomingField_02.dgr",100,50,50,[],"[0,1,2,3]"
590,"MapBloomingField_03","Metadata/Terrain/Maps/BloomingField/Graphs/BloomingField_03.dgr",100,50,50,[],"[0,1,2,3]"
591,"MapBloomingField_04","Metadata/Terrain/Maps/BloomingField/Graphs/BloomingField_04.dgr",100,50,50,[],"[0,1,2,3]"
592,"MapBloomingField_01_NoBoss","Metadata/Terrain/Maps/BloomingField/Graphs/BloomingField_01_NoBoss.dgr",100,50,50,[],[8]
