"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
3255,"EAABaronWolfBloodBallDash","",[],"",[],[],"",0,"",2,1000,333,"","",[],23,"",1,[],"","",0,0,0,"",3134,[],"",[],1,[],-1
3256,"EAABaronWolfBloodTeleSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],111,"","",[],"","",0,0,0,"",3135,[],"",[],1,[],-1
3257,"EASBaronWolfWerewolfSummon","",[],"",[],[],"",0,"",2,1000,296,"","",[],143,"",1,[],"","",0,0,0,"",3136,[],"",[],1,[],-1
3258,"EASExectionerReturnTo1h","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3137,[],"",[],1,[],-1
3259,"EASAsalaGateCrankPush","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3138,[],"",[],1,[],-1
3260,"EASWifeSummon90","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3261,"EAAExecutionerLeapSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],14,"","",[],"","",0,0,0,"",3139,[],"",[],1,[],-1
3262,"EAACountsGuardRangedBarrage","",[],"",[],[],"",0,"",2,1000,333,"","",[],21,"","",[],"","",0,0,0,"",3140,[],"",[],1,[],-1
3263,"EAABaronHumanLacerateSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","",[],"","",0,0,0,"",3141,[],"",[],1,[],-1
3264,"EASCountEnforcerPullFail","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3142,[],"",[],1,[],-1
3265,"EASTitanBossMultiStabRight","",[],"",[],[],"",0,"",2,4500,338,"","",[],69,"","",[],"","",0,0,0,"",3143,[],"",[],1,[],-1
3266,"EASTitanBossHammerFistLeft","",[],"",[],[],"",0,"",2,4500,338,"","",[],253,"","",[],"","",0,0,0,"",3144,[],"",[],1,[],-1
3267,"EASTitanBossHammerFistMid","",[],"",[],[],"",0,"",2,4500,338,"","",[],8,"","",[],"","",0,0,0,"",3145,[],"",[],1,[],-1
3268,"EASTitanBossHammerFistRight","",[],"",[],[],"",0,"",2,4500,338,"","",[],13,"","",[],"","",0,0,0,"",3146,[],"",[],1,[],-1
3269,"EASTitanSweepEndToIdle","",[],"",[],[],"",0,"",2,4500,42,"","",[],46,"","",[],"","",0,0,0,"",3147,[],"",[],1,[],-1
3270,"EASTitanSweepEndToSlam","",[],"",[],[],"",0,"",2,4500,42,"","",[],53,"","",[],"","",0,0,0,"",3148,[],"",[],1,[],-1
3271,"EAABaronCorruptWolfBloodTeleSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],111,"","",[],"","",0,0,0,"",3149,[],"",[],1,[],-1
3272,"EASBaronCorruptWolfMoonbeams","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3150,[],"",[],1,[],-1
3273,"EASBaronCorruptWolfMoonbeamsRed","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3151,[],"",[],1,[],-1
3274,"EASDrudgeMinerCartJump","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","",[],"","",0,0,0,"",3153,[],"",[],1,[],-1
3275,"EASMarakethMatriarchMurderMove","",[],"",[],[],"",0,"",2,1000,296,"","",[],61,"","",[],"","",0,0,0,"",3154,[],"",[],1,[],-1
3276,"EASForgeMasterReset","",[],"",[],[],"",0,"",2,1000,296,"","",[],45,"","",[],"","",0,0,0,"",3155,[],"",[],1,[],-1
3277,"EASSunWorshipperSummonSuns","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3278,"EASSunWorshipperSummonSunWall","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3279,"EASForgeBossBrandExplosion","",[],"",[],[],"",0,"",2,1000,390,"","",[],24,"","",[],"","",1067,0,0,"",3156,[],"",[],1,[],-1
3280,"EAAVolcanicFissure","",[],"",[],[],"",0,"",2,1000,333,"","",[],475,"","",[],"","",1,0,0,"",3157,[],"",[],1,[],-1
3281,"EASDoryaniHumanBossUberFlameblast","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3158,[],"",[],1,[],-1
3282,"EASDoryaniHumanBossMultiLightningZap","",[],"",[],[],"",0,"",2,1000,296,"","",[],494,"","",[],"","",0,0,0,"",3159,[],"",[],1,[],-1
3283,"EASGiantSnakeBossFlameBreathStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3160,[],"",[],1,[],-1
3284,"EASGiantSnakeBossFlameBreathLeftStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],26,"","",[],"","",0,0,0,"",3161,[],"",[],1,[],-1
3285,"EASGiantSnakeBossFlameBreathRightStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],27,"","",[],"","",0,0,0,"",3162,[],"",[],1,[],-1
3286,"EASGiantSnakeBossFlameBreathLeftEnd180","",[],"",[],[],"",0,"",2,1000,296,"","",[],69,"","",[],"","",0,0,0,"",3163,[],"",[],1,[],-1
3287,"EASGiantSnakeBossFlameBreathLeftEnd270","",[],"",[],[],"",0,"",2,1000,296,"","",[],8,"","",[],"","",0,0,0,"",3164,[],"",[],1,[],-1
3288,"EASGiantSnakeBossFlameBreathLeftEnd360","",[],"",[],[],"",0,"",2,1000,296,"","",[],46,"","",[],"","",0,0,0,"",3165,[],"",[],1,[],-1
3289,"EASGiantSnakeBossFlameBreathRightEnd180","",[],"",[],[],"",0,"",2,1000,296,"","",[],30,"","",[],"","",0,0,0,"",3166,[],"",[],1,[],-1
3290,"EASGiantSnakeBossFlameBreathRightEnd270","",[],"",[],[],"",0,"",2,1000,296,"","",[],31,"","",[],"","",0,0,0,"",3167,[],"",[],1,[],-1
3291,"EASGiantSnakeBossFlameBreathRightEnd360","",[],"",[],[],"",0,"",2,1000,296,"","",[],32,"","",[],"","",0,0,0,"",3168,[],"",[],1,[],-1
3292,"EASViperNapuatziCrissCrossCascade","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3169,[],"",[],1,[],-1
3293,"EASGiantSnakeBossVomit","",[],"",[],[],"",0,"",2,1000,296,"","",[],48,"","",[],"","",0,0,0,"",3170,[],"",[],1,[],-1
3294,"EASAlvaMachinariumLeaveThroughPortal","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3171,[],"",[],1,[],-1
3295,"EASAzmeriCarnivorousPlantScreechVines","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","",[],"","",0,0,0,"",3173,[],"",[],1,[],-1
3296,"EASGiantSnakeBossBasicSlamFront","",[],"",[],[],"",0,"",2,1000,333,"","",[],16,"","",[],"","",0,0,0,"",3174,[],"",[],1,[],-1
3297,"EASGiantSnakeBossBasicSlamLeft90","",[],"",[],[],"",0,"",2,1000,333,"","",[],159,"","",[],"","",0,0,0,"",3175,[],"",[],1,[],-1
3298,"EASGiantSnakeBossBasicSlamRight90","",[],"",[],[],"",0,"",2,1000,333,"","",[],158,"","",[],"","",0,0,0,"",3176,[],"",[],1,[],-1
3299,"EAAViperNapuatziDashForward","",[],"",[],[],"",0,"",2,1000,333,"","",[],100,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3300,"EAAViperNapuatziDashBackward","",[],"",[],[],"",0,"",2,1000,333,"","",[],101,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3301,"EAAViperNapuatziDashLeft","",[],"",[],[],"",0,"",2,1000,333,"","",[],98,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3302,"EAAViperNapuatziDashRight","",[],"",[],[],"",0,"",2,1000,333,"","",[],99,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3303,"EAAPerennialKingGlassSwordFence","",[],"",[],[],"",0,"",2,1000,333,"","",[],52,"","",[],"","",0,0,0,"",3177,[],"",[],1,[],-1
3304,"EASGiantSnakeBossFlameBlastTrap","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3179,[],"",[],1,[],-1
3305,"EASWitchHutBansheeScaryNoises","",[],"",[],[],"",0,"",2,1000,296,"","",[],51,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3306,"EASViperNapuatziCommandSoliders","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"",1,[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3307,"EASFungusBehemothTeleport","",[],"",[],[],"",0,"",2,1000,296,"","",[],28,"","",[],"","",0,0,0,"",3180,[],"",[],1,[],-1
3308,"EASViperNapuatziProjectileBarrage","",[],"",[],[],"",0,"",2,1000,296,"","",[],26,"","",[],"","",0,0,0,"",3181,[],"",[],1,[],-1
3309,"EASViperNapuatziSnakeRelease","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","",[],"","",0,0,0,"",3182,[],"",[],1,[],-1
3310,"EAAGiantSnakeBossMultiSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],29,"","",[],"","",0,0,0,"",3183,[],"",[],1,[],-1
3311,"EASCarnivorousPlantBossHammerSlam","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3184,[],"",[],1,[],-1
3312,"EASTitanBossLaserTargetBackRight","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3185,[],"",[],1,[],-1
3313,"EASTitanBossLaserTargetBackLeft","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3186,[],"",[],1,[],-1
3314,"EASVoodooKingSummonEffigy","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3315,"EASVoodooKingHexNoMovementAllowed","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3316,"EASVoodooKingHexNoStandingAllowed","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3317,"VoodooKingDashForward","",[],"",[],[],"",0,"",2,1000,296,"","",[],100,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3318,"VoodooKingDashBackward","",[],"",[],[],"",0,"",2,1000,296,"","",[],101,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3319,"VoodooKingDashLeft","",[],"",[],[],"",0,"",2,1000,296,"","",[],98,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3320,"VoodooKingDashRight","",[],"",[],[],"",0,"",2,1000,296,"","",[],99,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3321,"EASVoodooKingBecomeATree","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3322,"EASVoodooKingReturnFromEdge","",[],"",[],[],"",0,"",2,1000,296,"","",[],111,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3323,"EASVoodooKingSummonDeathAuraEffigy","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3324,"EASVoodooKingCritterSacrifice","",[],"",[],[],"",0,"",2,1000,296,"","",[],24,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3325,"EASOldForestPlantVolatiles","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3187,[],"",[],1,[],-1
3326,"EASGiantSnakeBossBasicSlamLeft90Near","",[],"",[],[],"",0,"",2,1000,333,"","",[],9,"","",[],"","",0,0,0,"",3188,[],"",[],1,[],-1
3327,"EASGiantSnakeBossBasicSlamRight90Near","",[],"",[],[],"",0,"",2,1000,333,"","",[],17,"","",[],"","",0,0,0,"",3189,[],"",[],1,[],-1
3328,"EASGiantSnakeBossBasicSlamFrontNear","",[],"",[],[],"",0,"",2,1000,333,"","",[],13,"","",[],"","",0,0,0,"",3190,[],"",[],1,[],-1
3329,"EASRudjaRoar","",[],"",[],[],"",0,"",2,1000,296,"","",[],320,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3330,"EASSummonScarabs","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3191,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[],1,[],-1
3331,"EAABalbalaDaggerSummonMultiThrow","",[],"",[],[],"",0,"",2,1000,333,"","",[],163,"","",[],"","",0,0,0,"",3192,[],"",[],1,[],-1
3332,"EAABalbalaCombo","",[],"",[],[],"",0,"",2,1000,333,"","",[],261,"","",[],"","",0,0,0,"",3193,[],"",[],1,[],-1
3333,"EASPerennialKingOrbitTornado","",[],"",[],[],"",0,"",2,1000,296,"","",[],44,"","",[],"","",0,0,0,"",3194,[],"",[],1,[],-1
3334,"EAARudjaEnragedAttacks","",[],"",[],[],"",0,"",2,1000,333,"","",[],47,"","",[],"","",0,0,0,"",3195,[],"",[],1,[],-1
3335,"EAABalbalaMultiStab","",[],"",[],[],"",0,"",2,1000,333,"","",[],17,"","",[],"","",0,0,0,"",3196,[],"",[],1,[],-1
3336,"EASVaalHumanoidSkitterMine","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3197,[],"",[],1,[],-1
3337,"EASChimeraWetlandsBossDragonBreath","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3198,[],"",[],1,[],-1
3338,"EASChimeraUltimatumBossDragonBreath","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3198,[],"",[],1,[],-1
3339,"EAAChaosGodOwlBossDashLeftShort","",[],"",[],[],"",0,"",2,1000,333,"","",[],98,"","",[],"","",0,0,0,"",3199,[],"",[],1,[],-1
3340,"EAAChaosGodOwlBossDashLeftMid","",[],"",[],[],"",0,"",2,1000,333,"","",[],99,"","",[],"","",0,0,0,"",3200,[],"",[],1,[],-1
3341,"EAAChaosGodOwlBossDashLeftLong","",[],"",[],[],"",0,"",2,1000,333,"","",[],100,"","",[],"","",0,0,0,"",3201,[],"",[],1,[],-1
3342,"EAAChaosGodOwlBossDashRightShort","",[],"",[],[],"",0,"",2,1000,333,"","",[],29,"","",[],"","",0,0,0,"",3199,[],"",[],1,[],-1
3343,"EAAChaosGodOwlBossDashRightMid","",[],"",[],[],"",0,"",2,1000,333,"","",[],30,"","",[],"","",0,0,0,"",3200,[],"",[],1,[],-1
3344,"EAAChaosGodOwlBossDashRightLong","",[],"",[],[],"",0,"",2,1000,333,"","",[],31,"","",[],"","",0,0,0,"",3201,[],"",[],1,[],-1
3345,"EAAChaosGodOwlBossDiveBomb","",[],"",[],[],"",0,"",2,1000,333,"","",[],101,"","",[],"","",0,0,0,"",3202,[],"",[],1,[],-1
3346,"EASTwilightOverlordBoulderSummon","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","",[],"","",0,0,0,"",3203,[],"",[],1,[],-1
3347,"EASSunWorshipperSummonNeutronStar","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"","",[],"","",0,0,0,"",3204,[],"",[],1,[],-1
3348,"EASSunWorshipperSummonOrbitSun","",[],"",[],[],"",0,"",2,1000,296,"","",[],33,"","",[],"","",0,0,0,"",3205,[],"",[],1,[],-1
3349,"EASSunWorshipperDodgeForwards","",[],"",[],[],"",0,"",2,1000,296,"","",[],100,"","",[],"","",0,0,0,"",3206,[],"",[],1,[],-1
3350,"EASSunWorshipperDodgeForwardsShort","",[],"",[],[],"",0,"",2,1000,296,"","",[],261,"","",[],"","",0,0,0,"",3206,[],"",[],1,[],-1
3351,"EASSunWorshipperDodgeBackwards","",[],"",[],[],"",0,"",2,1000,296,"","",[],101,"","",[],"","",0,0,0,"",3207,[],"",[],1,[],-1
3352,"EASSunWorshipperDodgeLeft","",[],"",[],[],"",0,"",2,1000,296,"","",[],98,"","",[],"","",0,0,0,"",3208,[],"",[],1,[],-1
3353,"EASSunWorshipperDodgeRight","",[],"",[],[],"",0,"",2,1000,296,"","",[],99,"","",[],"","",0,0,0,"",3209,[],"",[],1,[],-1
3354,"EASDoryaniExplodeCrab","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3210,[],"",[],1,[],-1
3355,"EASDoryaniCrabExplode","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3211,[],"",[],1,[],-1
3356,"EASDoryaniCrabLightningCage","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3212,[],"",[],1,[],-1
3357,"EASDoryaniCrabLightningCageCorrupt","",[],"",[],[],"",0,"",2,1000,296,"","",[],27,"","",[],"","",0,0,0,"",3213,[],"",[],1,[],-1
3358,"EASDoryaniCrabPlatformAttach","",[],"",[],[],"",0,"",2,1000,296,"","",[],36,"",1,[],"","",0,0,0,"",3214,[],"",[],1,[],-1
3359,"EASDoryaniCrabPlatformDetach","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"",1,[],"","",0,0,0,"",3215,[],"",[],1,[],-1
3360,"EAADoryaniCrabLegToss","",[],"",[],[],"",0,"",2,1000,333,"","",[],28,"","",[],"","",0,0,0,"",3216,[],"",[],1,[],-1
3361,"EASChaosGodTriheadBatSonicBlast","",[],"",[],[],"",0,"",2,2500,296,"","",[],21,"","",[],"","",0,0,0,"",3217,[],"",[],1,[],-1
3362,"EAAMarakethSentinelUnarmedBossFootSlam","",[],"",[],[],"",0,"",2,2000,333,"","",[],13,"","",[],"","",0,0,0,"",3218,[],"",[],1,[],-1
3363,"EAAMarakethSentinelMaceBossMarkerSlam","",[],"",[],[],"",0,"",2,4833,333,"","",[],20,"","",[],"","",0,0,0,"",5063,[],"",[],1,[],-1
3364,"EASSilentSpiresApparitionBeamPhaseStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",5028,[],"",[],1,[],-1
3365,"EAAViperNapuatziSoldierShove","",[],"",[],[],"",0,"",2,1000,333,"","",[],3,"","",[],"","",0,0,0,"",3219,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_MonsterBluntSG",[],1,[],-1
3366,"EASSilentSpiresApparitionTeleport","",[],"",[],[],"",0,"",2,1000,296,"","",[],111,"","",[],"","",0,0,0,"",3220,[],"",[],1,[],-1
3367,"EASSilentSpiresApparitionTeleportCentre","",[],"",[],[],"",0,"",2,1000,296,"","",[],111,"","",[],"","",0,0,0,"",3221,[],"",[],1,[],-1
3368,"EASSilentSpiresApparitionInvertProjectiles","",[],"",[],[],"",0,"",2,1000,296,"","",[],192,"","",[],"","",0,0,0,"",3222,[],"",[],1,[],-1
3369,"EAAChaosGodOwlBossNighttimeDaytime","",[],"",[],[],"",0,"",2,1000,333,"","",[],23,"","",[],"","",0,0,0,"",3223,[],"",[],1,[],-1
3370,"EAAChaosGodOwlBossDashKick","",[],"",[],[],"",0,"",2,1000,333,"","",[],61,"","",[],"","",0,0,0,"",3224,[],"",[],1,[],-1
3371,"EASDoryaniHumanBossActivateMechanism","",[],"",[],[],"",0,"",2,1000,296,"","",[],600,"","",[],"","",0,0,0,"",3225,[],"",[],1,[],-1
3372,"EASViperNapuatziDashForward","",[],"",[],[],"",0,"",2,1000,296,"","",[],100,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3373,"EASViperNapuatziDashBackward","",[],"",[],[],"",0,"",2,1000,296,"","",[],101,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3374,"EASViperNapuatziDashLeft","",[],"",[],[],"",0,"",2,1000,296,"","",[],98,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3375,"EASViperNapuatziDashRight","",[],"",[],[],"",0,"",2,1000,296,"","",[],99,"","",[],"","",0,0,0,"",3293,[],"",[],1,[],-1
3376,"EASTheTrialMasterElementalProjectiles","",[],"",[],[],"",0,"",2,1000,296,"","",[],29,"","",[],"","",0,0,0,"",2623,[],"",[],1,[],-1
3377,"EAAViperLegionaireShieldFlinch","",[],"",[],[],"",0,"",2,1000,333,"","",[],56,"","",[],"","",0,0,0,"",3226,[],"",[],1,[],-1
3378,"EAAMarakethSentinelMaceBossEnrage","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3227,[],"",[],1,[],-1
3379,"EAAMarakethSentinelUnarmedBossEnrage","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3228,[],"",[],1,[],-1
3380,"EASVaalForgeMasterTooCool","",[],"",[],[],"",0,"",2,1000,296,"","",[],102,"","",[],"","",0,0,0,"",3229,[],"",[],1,[],-1
3381,"EASTheTrialMasterSummonSpear","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3230,[],"",[],1,[],-1
3382,"EAADoryaniCrabComboSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],21,"","",[],"","",0,0,0,"",3231,[],"",[],1,[],-1
3383,"EASBreachFodderHellscapePaleDogmanChargeUp","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3232,[],"",[],1,[],-1
3384,"EAAViperNapuatziCycloneEndNoTurn","",[],"",[],[],"",0,"",2,1000,333,"","",[],566,"","",[],"","",0,0,0,"",3233,[],"",[],1,[],-1
3385,"EAAViperNapuatziCycloneEndTurn","",[],"",[],[],"",0,"",2,1000,333,"","",[],563,"","",[],"","",0,0,0,"",3234,[],"",[],1,[],-1
3386,"EASDoryaniHumanBossHoverDeath","",[],"",[],[],"",0,"",2,1000,296,"","",[],100,"","",[],"","",0,0,0,"",3235,[],"",[],1,[],-1
3387,"EASDoryaniHumanBossGroundDeath","",[],"",[],[],"",0,"",2,1000,296,"","",[],100,"","",[],"","",0,0,0,"",3235,[],"",[],1,[],-1
3388,"EAAVaalForgemasterHammerSlam","",[],"",[],[],"",0,"",2,1000,333,"","",[],61,"","",[],"","",0,0,0,"",3236,[],"",[],1,[],-1
3389,"EASSilentSpiresApparitionRewindPlayerSequence","",[],"",[],[],"",0,"",2,1000,296,"","",[],25,"","",[],"","",0,0,0,"",3237,[],"",[],1,[],-1
3390,"EAAMarakethSentinelMaceBossMultiSlam","",[],"",[],[],"",0,"",2,8900,333,"","",[],244,"","",[],"","",0,0,0,"",3238,[],"",[],1,[],-1
3391,"EASSilentSpiresApparitionTimeTrialStart","",[],"",[],[],"",0,"",2,1000,296,"","",[],95,"","",[],"","",0,0,0,"",5058,[],"",[],1,[],-1
3392,"EASSilentSpiresApparitionTimeTrialEndSuccess","",[],"",[],[],"",0,"",2,1000,296,"","",[],51,"","",[],"","",0,0,0,"",5059,[],"",[],1,[],-1
3393,"EASSilentSpiresApparitionTimeTrialEndFail","",[],"",[],[],"",0,"",2,1000,296,"","",[],194,"","",[],"","",0,0,0,"",5060,[],"",[],1,[],-1
3394,"EAABreachEliteHellscapeStabbyStab","",[],"",[],[],"",0,"",2,1666,333,"","",[],9,"","",[],"","",0,0,0,"",3239,[],"",[],1,[],-1
3395,"EASDoryaniHumanBossFloatingDeathActivate","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3240,[],"",[],1,[],-1
3396,"EASDoryaniHumanBossGroundDeathActivate","",[],"",[],[],"",0,"",2,1000,296,"","",[],21,"","",[],"","",0,0,0,"",3241,[],"",[],1,[],-1
3397,"EASBreachBossHandSlam","",[],"",[],[],"",0,"",2,1000,296,"","",[],23,"","",[],"","",0,0,0,"",3278,[],"",[],1,[],-1
3398,"EASDemonClawBossFlameSeedSpawn","",[],"",[],[],"",0,"",2,1000,296,"","",[],34,"","",[],"","",0,0,0,"",3242,[],"",[],1,[],-1
3399,"EASDemonClawBossFlameSeedMultiSpawn","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3243,[],"",[],1,[],-1
3400,"EASDemonClawBossTeleport","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","",[],"","",0,0,0,"",3244,[],"",[],1,[],-1
3401,"EASDemonClawBossTeleportTransform","",[],"",[],[],"",0,"",2,1000,296,"","",[],42,"","",[],"","",0,0,0,"",3244,[],"",[],1,[],-1
3402,"EASDemonClawBossBulletHell","",[],"",[],[],"",0,"",2,1000,296,"","",[],43,"","",[],"","",0,0,0,"",3245,[],"",[],1,[],-1
3403,"EASBreachBossSummonEsh","",[],"",[],[],"",0,"",2,1000,296,"","",[],35,"","",[],"","",0,0,0,"",3275,[],"",[],1,[],-1
3404,"EASBreachBossSummonTul","",[],"",[],[],"",0,"",2,1000,296,"","",[],26,"","",[],"","",0,0,0,"",3276,[],"",[],1,[],-1
3405,"EASFungusMushroomSporeThrower","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","",[],"","",0,0,0,"",3246,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[],1,[],-1
3406,"EAADemonClawBossDashSlashLeft","",[],"",[],[],"",0,"",2,1000,333,"","",[],35,"","",[],"","",0,0,0,"",3247,[],"",[],1,[],-1
3407,"EAADemonClawBossDashSlashRight","",[],"",[],[],"",0,"",2,1000,333,"","",[],36,"","",[],"","",0,0,0,"",3248,[],"",[],1,[],-1
3408,"EAADemonClawBossDashSlashForward","",[],"",[],[],"",0,"",2,1000,333,"","",[],34,"","",[],"","",0,0,0,"",3249,[],"",[],1,[],-1
3409,"EAADemonClawBossFlyOffscreen","",[],"",[],[],"",0,"",2,1000,333,"","",[],26,"","",[],"","",0,0,0,"",3250,[],"",[],1,[],-1
3410,"EAADemonClawBossChasmShenanigans","",[],"",[],[],"",0,"",2,1000,333,"","",[],33,"","",[],"","",0,0,0,"",3251,[],"",[],1,[],-1
3411,"EASChaosGodTriheadBatPoisonBlast","",[],"",[],[],"",0,"",2,2500,296,"","",[],28,"","",[],"","",0,0,0,"",3252,[],"",[],1,[],-1
3412,"EASTrialMasterTimeStopCaster","",[],"",[],[],"",0,"",2,1000,296,"","",[],22,"","",[],"","",0,0,0,"",3253,[],"",[],1,[],-1
3413,"EAAChimeraBossForwardDash180","",[],"",[],[],"",0,"",2,1000,333,"","",[],26,"","",[],"","",0,0,0,"",3254,[],"",[],1,[],-1
3414,"EAAChimeraBossWindBlast180","",[],"",[],[],"",0,"",2,1000,333,"","",[],27,"","",[],"","",0,0,0,"",3255,[],"",[],1,[],-1
3415,"EAAChimeraBossDodgeBackwards","",[],"",[],[],"",0,"",2,1000,333,"","",[],28,"","",[],"","",0,0,0,"",3256,[],"",[],1,[],-1
3416,"EASTrialMasterTimeStartMelee","",[],"",[],[],"",0,"",2,1000,296,"","",[],27,"","",[],"","",0,0,0,"",3257,[],"",[],1,[],-1
3417,"EASTrialMasterTimeStartCaster","",[],"",[],[],"",0,"",2,1000,296,"","",[],30,"","",[],"","",0,0,0,"",3258,[],"",[],1,[],-1
3418,"EASTrialMasterTimeStopMelee","",[],"",[],[],"",0,"",2,1000,296,"","",[],31,"","",[],"","",0,0,0,"",3259,[],"",[],1,[],-1
