"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","f32","[rid]","bool"
2729,"GABreachBossTitanHandSlam","","[603,19140,19136]",[10173],[20],1,0.055,0,[],""
2730,"GSCorpseBallCircleSplat","","[603,11885,488]",[],[],1,0.055,0,[],""
2731,"GSVolatileScarabExplode","","[603,11885]",[],[],1,0.055,0,[],""
2732,"GAMarakethSentinelMaceBossMultiSlam","",[603],"[1066,17546,2877]","[40,20,50]",1,0.1,0.0175,[],""
2733,"GASerpentCasterBossTailSwipeDamage","","[603,11885,18658]",[],[],1,0.055,0,[],""
2734,"GAPerennialKingSwordSlamCascade","","[603,11885,18672]",[2615],[75],22,0.1,0.0175,[],""
2735,"GARathbreakerLacerate","","[603,18671,18658]",[],[],1,0.055,0,[],""
2736,"GARathbreakerSlam","",[603],[],[],1,0.055,0,[],""
2737,"GSMonsterModBurningGroundNova","",[603],"[3451,5553,349]","[1022,0,6000]",4.25,0.1,0.0175,[],""
2738,"GSMonsterModShockedGroundNova","",[603],"[6105,9655,349,5553]","[30,1007,6000,0]",4.25,0.1,0.0175,[],""
2739,"GSMonsterModChillGroundNova","",[603],"[4653,16719,5553,349]","[1011,200,0,6000]",3.8,0.1,0.0175,[],""
2740,"GSShrineFire","","[603,11885]",[],[],10,0.1,0.0175,[],""
2741,"GSShrineFirePlayer","","[603,11885]",[18694],[1000],20,0.1,0.04,[],""
2742,"GSShrineLightning","","[603,11885]",[],[],6.5,0.1,0.0175,[],""
2743,"GSShrineLightningPlayer","","[603,11885]",[18693],[1000],10,0.1,0.04,[],""
2744,"GSMonsterModVolatileRockExplode","",[603],"[645,2615]","[-90,50]",6,0.1,0.0175,[],""
2745,"GAAncestralLeagueKaruiHulkCharge","",[603],[],[],1,0.055,0,[],""
2746,"GSAncestralJadePrison","","[11885,2876]",[],[],1,0.055,0,[],""
2747,"GSDemonClawBossBlackflameSeedBlanket","","[603,11885]","[3451,349]","[1024,1000000000]",1,0.055,0,[],""
2748,"GSDemonClawBossChillSeedBlanket","","[603,11885]","[5873,16719,349]","[1009,200,1000000000]",1,0.055,0,[],""
2749,"GSDemonClawBossPulsingBallExplosion","","[603,11885,488]",[],[],1,0.055,0,[],""
2750,"GSBreachBossPistolFlickSonicWave","",[603],"[645,10173]","[-60,30]",24,0.1,0.0175,[],""
2751,"GSRustKingLightningNova","",[603],[18258],[100],6.75,0.1,0.0175,[],""
2752,"GSMonsterLightningArrow","","[603,488]",[18258],[100],3.1,0.1,0.0175,[],""
2753,"GACrowbellLeapSlamImpact","","[603,11885]",[],[],1,0.055,0,[],""
2754,"GACrowbellLeapSlamImpactEnraged","","[603,11885]",[5553],[50],1,0.055,0,[],""
2755,"GSRitualCaveDwellerSuperProjectile","","[603,189]",[],[],6.25,0.1,0.0175,[],""
2756,"GSBreachBossHandClapBlast","",[603],[],[],24,0.1,0.0175,[],""
2757,"GWBloowaveDamage","","[603,11885]",[],[],1.5,0.1,0.0175,[],""
2758,"GSOrbitingInsectImpact","",[603],[],[],3.8,0.1,0.0175,[],""
2759,"GSRitualRatTornado","","[603,11885]",[19792],[400],0.8,0.1,0.0175,[],""
2760,"GARitualRatTornadoRatMortarImpact","","[603,11885,488]",[1068],[50],17.5,0.1,0.0175,[],""
2761,"GSIgnagdukStaffSlam","",[603],[],[],9,0.1,0.0175,[],""
2762,"GSPurplePustuleExplode","",[603],[],[],4,0.1,0.0175,[],""
2763,"GSRitualCaveDwellerExplodeBlood","","[603,11885]",[6427],[100],7,0.1,0.0175,[],""
2764,"GSBugbotRockySanctumTrialDetonate","","[603,11885]",[],[],1,0.055,0,[],""
2765,"GABreachBatSpineImpact","","[603,488]",[],[],1,0.055,0,[],""
2766,"GAChaosGodGorillaSlam","","[603,11885]","[1068,2877]","[80,150]",1,0.055,0,[],""
2767,"GARitualBurrowerEmergeImpact","","[603,11885]",[],[],1,0.055,0,[],""
2768,"GSRitualBurrowerVacuume","","[603,11885]","[6427,19688]","[100,-50]",1,0.055,0,[],""
2769,"GSRitualPrimordialBatScreech","","[603,11885]",[645],[-75],1.5,0.1,0.0175,[],""
2770,"GSSanctumFlamethrowerTurret","","[603,11885,18658,18671,189]","[196,9613]","[50,300]",0.7,0.1,0.0175,[],""
2771,"GARitualCrimsonWolfFogDash","","[603,11885,18658,18671]",[],[],1,0.055,0,[],""
2772,"GSUltimatumTurretFireballDirectImpactExplosion","","[603,11885,488]",[],[],12,0.1,0.0175,[],""
2773,"GSRitualToadBelch","","[603,11885]","[645,3246]","[-75,70]",4.5,0.1,0.0175,[],""
2774,"GSRitualCorpseFissureExplosion","","[603,11885]",[],[],3,0.1,0.0175,[],""
2775,"GARitualStagTentacles","","[603,11885]","[17546,3246]","[15,50]",1,0.055,0,[],""
2776,"GADemonClawBossJumpSlamCombo1","","[603,11885]",[],[],1,0.055,0,[],""
2777,"GADemonClawBossJumpSlamCombo2","","[603,11885]",[],[],1,0.055,0,[],""
2778,"GADemonClawBossJumpSlamCombo3","","[603,11885]",[],[],1,0.055,0,[],""
2779,"GSDeliriumDemonProjectileLightningImpact","","[603,11885,488,18658,18671]",[],[],1,0.055,0,[],""
2780,"GSDeliriumBossFireFlurry","","[603,11885]",[],[],1,0.055,0,[],""
2781,"GSDeliriumBossLightningFlurry","","[603,11885]",[],[],1,0.055,0,[],""
2782,"GSDruidicFungusZombieTreeHollowProjectileImpact","","[603,11885,488]",[],[],4.5,0.1,0.0175,[],""
2783,"GABreachBossTitanHandSlamMega","","[603,19140,19136]",[],[],1,0.055,0,[],""
2784,"GAMutewindManDualSwordGrimLeapslamImpact","","[603,11885]",[],[],1,0.055,0,[],""
2785,"GSFireEssenceSolarOrbPulse","","[603,11885]",[],[],10,0.1,0.0175,[],""
2786,"GAPhysicalEssenceAnchorSlam","","[603,11885]",[2877],[30],1,0.055,0,[],""
2787,"GAChaosEssencePlantSlam","","[603,11885]","[1068,2877,2615]","[40,50,80]",1,0.055,0,[],""
2788,"GADemonClawBossMeleeSlamSeedsFwdBlast","","[603,11885]",[1065],[40],1,0.055,0,[],""
2789,"GADemonClawBossMeleeSlamSeedsSwordCleave","","[603,11885,18658]",[1065],[40],1,0.055,0,[],""
2790,"GADemonClawBossMeleeSlamSeedsStabSeed","","[603,11885]",[1065],[30],1,0.055,0,[],""
2791,"GADemonClawBossMeleeSlamSeedsGroundSlam","","[603,11885]",[10173],[20],1,0.055,0,[],""
2792,"GALightningEssenceDonutSlam","","[603,11885]",[644],[100],12,0.1,0.0175,[],""
2793,"GSManaEssenceManaBlastTrap","","[603,11885]","[2497,644]","[33,50]",7,0.1,0.0175,[],""
2794,"GSLifeEssenceBloodBeam","","[603,11885]",[],[],8,0.1,0.0175,[],""
2795,"GSChimeraBossLightningOrbExplosion","","[603,11885]",[644],[20],8,0.1,0.0175,[],""
2796,"GSChimeraBossLightningOrbArc","","[603,11885,18671,18658]",[644],[200],2.5,0.1,0.0175,[],""
2797,"GATrialmasterAbyssSlamImpact","","[603,11885]",[10173],[30],1,0.1,0.0175,[],""
2798,"GSAlwaysFreezeNoDamage","","[603,192]",[],[],1,0,0,[],""
2799,"GSSanctumShellMonsterVolcanoImpact","","[603,488]",[],[],2.5,0.1,0.0175,[],""
2800,"GASanctumShellMonsterFissureDamage","",[603],[1065],[60],1,0.055,0,[],""
2801,"GASanctumShellMonsterEarthquakeSmallImpact","",[603],[],[],1,0.055,0,[],""
2802,"GASaltGolemFallingRock","","[603,11885]",[1065],[40],1,0.055,0,[],""
2803,"GSOmnitectTurretProjImpact","","[488,603,11885,18671,18658]",[],[],5,0.1,0.0175,[],""
2804,"GSOmnitectTurretProjImpactGround","","[488,603,11885,18671,18658]",[],[],5,0.1,0.0175,[],""
2805,"GAHellscapeFleshBossSlamNearby","","[603,1078]",[],[],1,0.055,0,[],""
2806,"GAHellscapeFleshBossSlam","",[603],[],[],1,0.055,0,[],""
2807,"GAHellscapeFleshBossRangedMelee2","",[11885],[1193],[28],1,0.055,0,[],""
2808,"GAHellscapeFleshBossRangedMelee1","","[11885,20331]",[1193],[38],1,0.055,0,[],""
2809,"GAHellscapePaleBossCleave","","[603,11885]","[1193,349]","[13,8000]",1,0.055,0,[],""
2810,"GAHellscapePaleBossLeapImpact","",[603],[],[],1,0.055,0,[],""
2811,"GAHellscapePaleBossAxeTossImpact","",[603],[],[],1,0.055,0,[],""
2812,"GAHellscapePaleBossSnipeImpact","",[603],[],[],1,0.055,0,[],""
2813,"GAHellscapePaleBossLeapDelayedImpact","",[603],[],[],1,0.055,0,[],""
2814,"GSHellscapepaleBossLeapLightningNova","","[603,1886]",[],[],3,0.055,0,[],""
2815,"GAHellscapePaleBossDashStab","",[603],[],[],1,0.055,0,[],""
2816,"GAHellscapePaleBossAxeSlamSmall","",[603],[],[],1,0.055,0,[],""
2817,"GAHellscapePaleBossAxeSlamBig","","[603,11885,12824]",[1193],[15],1,0.055,0,[],""
2818,"GSRagingFireSpiritsVolatileSanctum","","[603,11885]",[645],[-92],3,0.1,0.0175,[],""
2819,"GARisenArbalestSanctumRoA","","[603,11885]","[349,15226,20169]","[9000,2001,-20]",1,0.055,0,[],""
2820,"GSOlrothRelicFireballImpact","","[603,488,18658,18671]",[2019],[25],8,0.1,0.0175,[],""
2821,"GSRagingTimeSpiritsVolatileSanctum","","[603,11885]",[645],[-92],3,0.1,0.0175,[],""
2822,"GSOlrothSwordGrabExplosion","","[603,11885]",[2019],[200],8,0.1,0.0175,[],""
2823,"GADemonClawBossBigOlChasmSlash","","[603,11885]",[10173],[15],1,0.055,0,[],""
2824,"GSIceStrongboxIceSpikeExplode","",[603],"[1066,2019]","[60,50]",6,0.1,0.0175,[],""
2825,"GSStrongboxVolatileRockExplode","",[603],"[645,2615]","[-90,50]",6,0.1,0.0175,[],""
2826,"GSSpeedEssenceTimeTrap","",[603],[],[],4.5,0.1,0.0175,[],""
2827,"GSqwe_GAqwe_NEW_ENTRIES_GO_ABOVE_ME","","[603,11885]",[],[],1,0.055,0,[],""
2828,"SSqwe_UseAnimLength","",[11885],[],[],1,0.055,0,[],""
2829,"SSqwe_AnimLength_NoFace","","[11885,12824]",[],[],1,0.055,0,[],""
2830,"GraveyardSpookyGhostExplode","",[603],[2019],[100],7,0.1,0.0175,[],""
2831,"GASaltGolemMelee","",[603],[],[],1,0.055,0,[],""
2832,"GARattleCageMelee","","[603,18658,18671]",[],[],0,0.1,0.0175,[],""
2833,"GASaltGolemEarthquakeSmallImpact","",[603],[],[],1,0.055,0,[],""
2834,"GARattleCageEarthquakeSmallImpact","","[603,18658,18671]",[],[],0,0.1,0.0175,[],""
2835,"GASaltGolemEarthquakeLargeImpact","",[603],[2615],[-40],1,0.055,0,[],""
2836,"GARattleCageEarthquakeLargeImpact","","[603,18658,18671]",[],[],0,0.1,0.0175,[],""
2837,"GAMutewindWomanSpearStab1","",[603],[],[],1,0.055,0,[],""
2838,"GAMutewindWomanSpearStab2","",[603],[],[],1,0.055,0,[],""
2839,"GSPrimordialFungusReleaseFirefliesPoEM","",[11885],[],[],1,0.055,0,[],""
2840,"DelayedLightningSpark","",[],"[349,645,5553,169]","[500,-40,-75,25]",1.5,0.1,0.0175,[],""
2841,"DelayedLightningSparkTriggerCascade","",[5977],"[349,645,5553,169]","[2000,-40,-75,25]",2.55,0.1,0.0175,[],""
2842,"SummonedSparkDaemonLightning","","[2386,854]","[5787,850,2096,4596,169]","[100,340,1,-90,25]",1,0.055,0,[],""
2843,"SummonedSparkDaemonLightningEpic","","[2386,854]","[5787,850,2096,4596,169]","[100,356,1,-90,25]",1,0.055,0,[],""
2844,"LightningIncursionSpark","",[1738],"[349,167,169]","[500,3,25]",2.25,0.1,0.0175,[],""
2845,"DelveDwellerSpark","","[4415,1886,1738]","[349,167,169]","[1500,2,25]",2.25,0.1,0.0175,[],""
2846,"LightningIncursionSparkEpic","",[1738],"[349,167,169]","[500,5,25]",2.25,0.1,0.0175,[],""
2847,"EASSanctumPurifierSwordStorm","","[6896,6897,11885]",[],[],1,0.1,0,[],""
2848,"EmptyActionSpellVaalArchitect2","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2849,"EmptyActionIncursionWeaponStorm","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2850,"EmptyActionTriggerTriggerCascade","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2851,"EmptyActionAttackArchitectCombo","","[6895,6896,6897]",[316],[10],1,0.055,0,[],""
2852,"EmptyActionSpellArchitectCombo","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2853,"EmptyActionDemonSacrificialHeal","",[],[1878],[-25],1,0.055,0,[],""
2854,"EmptyActionIncursionProjectileRuckus","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2855,"EmptyActionQiongqiSpiked","","[6895,6896,6897]",[1193],[50],1,0.055,0,[],""
2856,"EmptyActionAttackArbalestMultiShot","","[6896,6897]",[1878],[-25],1,0.055,0,[],""
2857,"EmptyActionDashWraith","",[],[],[],1,0.055,0,[],""
2858,"EmptyActionDashWraith2","",[],[],[],1,0.055,0,[],""
2859,"EmptyActionArmourFirestorm","",[],[],[],1,0.055,0,[],""
2860,"EmptyActionSonicPulse","",[],[],[],1,0.055,0,[],""
2861,"EmptyActionDelveDweller","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2862,"EmptyActionBetrayalSkeletonCannonBombard","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2863,"EmptyActionAttackOssuaryWitchLance","",[],[17546],[20],1,0.055,0,[],""
2864,"EmptyActionLegionKaruiSnipeRain","","[6896,6897]",[],[],1,0.055,0,[],""
2865,"EmptyActionLegionHyrrisFishRocketJump","","[6896,6897]",[],[],1,0.055,0,[],""
2866,"EmptyActionSanctumLioneyeAttackLeft","",[],[1878],[-25],1,0.1,0,[],""
2867,"EmptyActionSanctumLioneyeAttackRight","",[],[1878],[-25],1,0.1,0,[],""
2868,"EmptyActionSanctumLioneyeAttackBack","",[],[1878],[-25],1,0.1,0,[],""
2869,"EmptyActionSanctumLioneyeFlareStorm","",[],[1878],[-25],1,0.1,0,[],""
2870,"EmptyActionAttackBrutusMultiSlam","",[],[],[],1,0.055,0,[],""
2871,"EmptyActionAttackDeliriumPhysBossSweepCleave","",[11885],[1193],[40],1,0.1,0.0175,[],""
2872,"EmptyActionAttackDeliriumPhysBossMultiSlam","",[11885],[1193],[30],1,0.1,0.0175,[],""
2873,"EmptyActionAttackDeliriumPhysBossGroundSlam","",[11885],[1193],[30],1,0.1,0.0175,[],""
2874,"EmptyActionSpellDeliriumDemonColdGroundSpear","",[],[],[],1,0.1,0.0175,[],""
2875,"EmptyActionSpellDeliriumDemonColdSpearToss","",[],[],[],1,0.1,0.0175,[],""
2876,"EmptyActionSpellDeliriumSkillDaemon","",[],[],[],1,0.1,0.0175,[],""
2877,"EmptyActionSpellDeliriumSkillDaemonFire","",[],[],[],1,0.1,0.0175,[],""
2878,"EmptyActionSpellDeliriumSkillDaemonCold","",[],[],[],1,0.1,0.0175,[],""
2879,"EmptyActionSpellDeliriumSkillDaemonLightning","",[],[],[],1,0.1,0.0175,[],""
2880,"EmptyActionSpellDeliriumDemonPhysWeaponToss","",[],[],[],1,0.1,0.0175,[],""
2881,"EmptyActionAttackDeliriumMinionTripleSlam","",[11885],[],[],1,0.1,0.0175,[],""
2882,"EASDeliriumLightningModDemon","",[],[],[],1,0.1,0.0175,[],""
2883,"EmptyActionSpellGigaBall","",[],[],[],1,0.1,0.0175,[],""
2884,"EASDeliriumSoulMortarDaemon","",[],[],[],1,0.1,0.0175,[],""
2885,"EASDeliriumCascadeDaemon","",[],[],[],1,0.055,0,[],""
2886,"EASDeliriumLightningBallBombard","",[],[],[],1,0.1,0.0175,[],""
2887,"EASDeliriumSlamma","",[],[],[],1,0.1,0.0175,[],""
2888,"EASDeliriumNoodleBeams","",[11885],[],[],1,0.1,0.0175,[],""
2889,"EAAHarvestSpiderLacerate","",[],[1193],[15],1,0.055,0,[],""
2890,"EASHarvestChieftainVolatileSpawnToss","",[],[],[],1,0.055,0,[],""
2891,"EASHarvestHulkEnrage","",[],[],[],1,0.055,0,[],""
2892,"EASHarvestEmerge","",[],[],[],1,0.055,0,[],""
2893,"EASHarvestHoundFlamethrower","",[],[],[],1,0.055,0,[],""
2894,"EAAHarvestRhexDashSlash","",[],[1193],[50],1,0.055,0,[],""
2895,"EASHarvestRhexScreech","",[],[],[],1,0.055,0,[],""
2896,"EASHarvestSquidNoodleBeams","",[],[],[],1,0.055,0,[],""
2897,"EASHarvestBeastMegaSlam","",[],[],[],1,0.055,0,[],""
2898,"EASHeistMilitaryCasterBallLightning","",[],[645],[-50],1,0.1,0.0175,[],""
2899,"EASHeistMilitaryMinibossFireCloneWall","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2900,"EASHeistMilitaryMinibossProjCleave","",[],[],[],1,0.055,0,[],""
2901,"EASHeistThugTorchBreath","",[],[],[],1,0.055,0,[],""
2902,"EAAHeistRoboDogSlam","",[],[1193],[40],1,0.055,0,[],""
2903,"EAAHeistThugMelee3Lacerate","",[],[],[],1,0.055,0,[],""
2904,"EAAHeistThugRangedExplosiveArrowBarrage","",[],[],[],1,0.055,0,[],""
2905,"EAAHeistThugRangedExplosiveArrowBarrageChokepoint","",[],[],[],1,0.055,0,[],""
2906,"EASHeistThugTrapperDetonateBomb","",[],[],[],1,0.055,0,[],""
2907,"EASHeistScienceUnarmedGasTime","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2908,"EAAHeistRobotStormcallerSlam","",[1078],[],[],1,0.055,0,[],""
2909,"EASHeistScienceRedCanisterCarpetBomb","",[],[],[],1,0.055,0,[],""
2910,"EASHeistRobotDroneDashBack","","[6896,6897]",[],[],1,0.055,0,[],""
2911,"EASHeistRobotDroneDashLeft","","[6896,6897]",[],[],1,0.055,0,[],""
2912,"EASHeistRobotDroneDashRight","","[6896,6897]",[],[],1,0.055,0,[],""
2913,"EASHeistRobotPyreBeamSweep","","[6896,6897]",[],[],1,0.055,0,[],""
2914,"EASHeistRobotAutomatonTripleShot","",[],[645],[-50],1,0.055,0,[],""
2915,"EASHeistRobotSkitterbotEmerge","",[],[],[],1,0.055,0,[],""
2916,"EASHeistUndeadAtFormationMarker","",[],[],[],1,0.055,0,[],""
2917,"EASSwampBehemothBarrage","",[],[],[],1,0.055,0,[],""
2918,"EASSwampBehemothBackup","","[6896,6897]",[],[],1,0.055,0,[],""
2919,"EASFungusBehemothBackup","",[],[],[],1,0.055,0,[],""
2920,"EASSwampBehemothTreeThrow","","[6896,6897]",[],[],1,0.055,0,[],""
2921,"EASTrialMasterBossElementalMortar","",[],[],[],1,0.055,0,[],""
2922,"EAATrialMasterSummonSpear","",[11885],[1193],[50],1,0.055,0,[],""
2923,"EAAExpeditionVoranaCyclone","","[6896,6897,1078]",[1193],[40],1,0.055,0,[],""
2924,"EAAExpeditionVoranaDualStrike","",[1078],[1193],[50],1,0.055,0,[],""
2925,"EAAExpeditionMedvedComboAttack","","[11885,6896,6897]",[1193],[20],1,0.055,0,[],""
2926,"EAAExpeditionMedvedSpiderGeyser","","[11885,6896,6897]",[1193],[50],1,0.055,0,[],""
2927,"EAAVoranaComboAttack","","[6896,6897,1078]",[1193],[3],1,0.055,0,[],""
2928,"EASVoranaTeleport","","[6895,6896,6897]",[],[],1,0.055,0,[],""
2929,"EASVoranaTeleportFast","","[6895,6896,6897]",[645],[1000],1,0.055,0,[],""
2930,"EASVoranaStormSubmerge","",[],[645],[1000],1,0.055,0,[],""
2931,"EASVoranaStormEmerge","",[],[645],[1000],1,0.055,0,[],""
2932,"EAAHellscapeStabbyStab","",[11885],[],[],1,0.055,0,[],""
2933,"PaleHulkTentacleGrab","","[11885,6895,6896,6897]",[],[],1,0.055,0,[],""
2934,"EASArchnemesisCreateClones","",[],[],[],1,0.055,0,[],""
2935,"EASArchnemesisObeliskCast","",[11885],[],[],1,0.055,0,[],""
2936,"EASArchnemesisHexPoleSpawnCurseZones","",[],[],[],1,0.055,0,[],""
2937,"EASArchnemesisHexPoleSpawnTeleport","",[11885],[],[],1,0.055,0,[],""
2938,"EASArchnemesisVoodooPoleCreateDoll","",[11885],[],[],1,0.055,0,[],""
2939,"EASArchnemesisChargeGeneration","",[],[],[],1,0.055,0,[],""
2940,"EASArchnemesisChargeGenerationMagic","",[],[],[],1,0.055,0,[],""
2941,"EASArchnemesisRejuvenatingChargeUp","",[],[],[],1,0.055,0,[],""
2942,"EASArchnemesisVoodooPoleTeleport","",[11885],[],[],1,0.055,0,[],""
2943,"EASArchnemesisHexPoleSpawnerCurseZone","",[],[],[],1,0.055,0,[],""
2944,"EAASanctumRinSnipe","","[6896,6897]",[1878],[-25],1,0.1,0,[],""
2945,"EAASanctumDanaiSweep","",[],[],[],1,0.1,0,[],""
2946,"EAASanctumSpinningSlam","","[6896,6897,11885]","[1878,1193]","[-25,15]",1,0.1,0,[],""
2947,"EASSanctumGargoyleFlameBreath","","[6896,6897,11885]",[645],[-40],1,0.1,0,[],""
2948,"EASManorGargoyleFlameBreath","","[6896,6897,11885]",[645],[-40],1,0.055,0,[],""
2949,"EASAncestralBoarCorpseFeed","",[11885],[645],[-95],1,0.055,0,[],""
2950,"EASAncestralBattlehornAllyRevive","",[11885],[645],[-90],1,0.055,0,[],""
2951,"EAAAncestralHulkSlam","",[11885],[645],[-40],1,0.055,0,[],""
2952,"EASJungleMonkeyTaunt","",[11885],[],[],1,0.055,0,[],""
2953,"EASCannibalThrowSpear","",[11885],[],[],1,0.055,0,[],""
2954,"EASSwarmHostDroneSpawn","","[11885,12824]",[],[],1,0.055,0,[],""
2955,"EAAQuadrillaThrow","",[11885],[],[],1,0.055,0,[],""
2956,"EASSavageWeaponFire","",[11885],[645],[-85],1,0.055,0,[],""
2957,"EAABlackJawTripleSlam","","[11885,6895,6896,6897]",[17546],[30],1,0.055,0,[],""
2958,"EASBlackJawFireBreathLacerate","","[11885,6897,6896,16878,16879]",[17546],[50],1,0.055,0,[],""
2959,"EASBlackJawFireBreathSpin","",[11885],[17546],[20],1,0.055,0,[],""
2960,"EASBlackJawFireBreathR","",[11885],[645],[-50],1,0.055,0,[],""
2961,"EASBlackJawFireBreathL","",[11885],[645],[-50],1,0.055,0,[],""
2962,"EAAQuadrillaBossCleaveLeft","","[603,18671,18658]","[17546,2615]","[4,150]",1,0.055,0,[],""
2963,"EAAQuadrillaBossCleaveRight","","[603,18671,18658]","[17546,2615]","[4,150]",1,0.055,0,[],""
2964,"EAAQuadrillaBossSpin","","[603,18671,18658]","[17546,2615]","[16,150]",1,0.055,0,[],""
2965,"EAAQuadrillaBossSlam","","[603,18671,18658]","[17546,2615]","[8,150]",1,0.055,0,[],""
2966,"EASTigerChimeralDodgeLeft","",[11885],[],[],1,0.055,0,[],""
2967,"EASTigerChimeralDodgeRight","",[11885],[],[],1,0.055,0,[],""
2968,"EASProwlingShadeNova","",[11885],[],[],1,0.055,0,[],""
2969,"EASUndeadVaalGuardRoar","",[11885],[],[],1,0.055,0,[],""
2970,"EASPatrolEndTurn","","[11885,1886,945]",[],[],1,0.055,0,[],""
2971,"EASSkitterbotTurnAround","","[11885,12824,18194,1886,945]",[],[],1,0.055,0,[],""
2972,"EASSnakeLadyChargedBreath","",[11885],[],[],1,0.055,0,[],""
2973,"EASSnakeLadyChargedBite","",[11885],[],[],1,0.055,0,[],""
2974,"EASSnakeLadyLifeEqualiser","",[11885],[],[],1,0.055,0,[],""
2975,"EASSnakeSuitUp","",[11885],[],[],1,0.055,0,[],""
2976,"EASSnakeRetreat","",[11885],[],[],1,0.055,0,[],""
2977,"EASSpiderMonkeyEmerge1","",[11885],[210],[-20],1,0.055,0,[],""
2978,"EASSpiderMonkeyEmerge2","",[11885],[210],[-20],1,0.055,0,[],""
2979,"EASSpiderMonkeyEmerge3","",[11885],[210],[-20],1,0.055,0,[],""
2980,"EASSpiderMonkeyEmerge4","",[11885],[210],[-20],1,0.055,0,[],""
2981,"EASSpiderMonkeyEmerge5","",[11885],[210],[-20],1,0.055,0,[],""
2982,"EASIgnagdukFirewall","",[11885],[],[],1,0.055,0,[],""
2983,"EAAVaalGuardClawRollLeft","","[2876,1078]",[1193],[70],1,0.055,0,[],""
2984,"EAAVaalGuardClawRollRight","","[2876,1078]",[1193],[70],1,0.055,0,[],""
2985,"EAAVaalGoliathLivingDestabiliser","",[],[],[],1,0.055,0,[],""
2986,"EAAViperSkill1","",[11885],[1193],[70],1,0.055,0,[],""
2987,"EAAViperSkill2","",[11885],[1193],[70],1,0.055,0,[],""
2988,"EASViperSkill5","",[11885],[1193],[70],1,0.055,0,[],""
2989,"EASViperLegionnaireTeleport","",[11885],[645],[-30],1,0.055,0,[],""
2990,"EASViperLegionnaireShieldTurnLeft","",[],[],[],1,0.055,0,[],""
2991,"EASViperLegionnaireShieldTurnRight","",[],[],[],1,0.055,0,[],""
2992,"EASSavageBeastMasterMark","",[],[],[],1,0.055,0,[],""
2993,"EASFishJump","",[11885],[],[],1,0.055,0,[],""
2994,"EASBloodBatherFlameEnrage","",[],[],[],1,0.055,0,[],""
2995,"EASVaalShapeshifterShapeshift","",[11885],[],[],1,0.055,0,[],""
2996,"EASArchitectofTimeGeneric","",[11885],[645],[-35],1,0.055,0,[],""
2997,"EASVaalBloodPriestBodySwap","","[682,945,6895,11885]",[],[],1,0.055,0,[],""
2998,"EAABloodPriestessBloodSlash","",[11885],[1193],[30],1,0.055,0,[],""
2999,"EAABloodPriestessCloneStrike","","[682,945,6895,11885]",[],[],1,0.055,0,[],""
3000,"EASVaalBloodPriestessBodySwap","","[682,945,6895,11885]",[],[],1,0.055,0,[],""
3001,"EASVaalBloodPriestLifeDrain","",[11885],[],[],1,0.055,0,[],""
3002,"EASCauldronCroneVomit","",[11885],[645],[-85],1,0.055,0,[],""
3003,"EASBootyBlasterSoulRelease","",[11885],[645],[-55],1,0.055,0,[],""
3004,"EASCaptainRothSoulMortar","",[11885],[645],[-30],1,0.055,0,[],""
3005,"EASCaptainRothCannonBarrage","",[11885],[645],[-30],1,0.055,0,[],""
3006,"EASDoryaniHumanBossCrystalTraps","","[11885,18622]","[18615,18676]","[-100,-100]",1,0.055,0,[],""
3007,"EASMutantBird180Left","","[11885,12824,1886,945]",[],[],1,0.055,0,[],""
3008,"EASMutantBird180Right","","[11885,12824,1886,945]",[],[],1,0.055,0,[],""
3009,"EASMutantBird90Left","","[11885,12824,1886,945]",[],[],1,0.055,0,[],""
3010,"EASMutantBird90Right","","[11885,12824,1886,945]",[],[],1,0.055,0,[],""
3011,"EASMutantBirdSummonDog","","[11885,1886,945]",[],[],1,0.055,0,[],""
3012,"EASMutantBirdSummonDogFirst","","[11885,1886,945]",[],[],1,0.055,0,[],""
3013,"EASRhinoElephantTurn","","[11885,12824,1886,945]",[],[],1,0.055,0,[],""
3014,"EASGreatWhiteOneDive","",[12824],[],[],1,0.055,0,[],""
3015,"EASHunkerSpikes","",[11885],[645],[-78],1,0.055,0,[],""
3016,"EASGoblinGiantBossMultiSlam","",[11885],[645],[-70],1,0.055,0,[],""
3017,"EASGoblinGiantBossMultiStomp","",[11885],[645],[-80],1,0.055,0,[],""
3018,"EASGoblinGiantBossEatSulphite","",[11885],[645],[-80],1,0.055,0,[],""
3019,"EASGoblinGiantBossSulphiteVomit","",[11885],[645],[-60],1,0.055,0,[],""
3020,"EASNecromancerRevive","",[11885],[645],[-40],1,0.055,0,[],""
3021,"EASLeftTurn90","","[11885,12824]",[],[],1,0.055,0,[],""
3022,"EASLeftTurn180","","[11885,12824]",[],[],1,0.055,0,[],""
3023,"EASRightTurn90","","[11885,12824]",[],[],1,0.055,0,[],""
