"rownum","HeistAreasKey","Id","ARMFile","HeistJobsKey1","HeistJobsKey2","i32","i32","i32","string","f32","bool","bool"
383,8,6,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
384,8,7,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
385,8,8,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
386,8,9,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
387,8,10,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
388,8,11,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
389,8,12,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
390,8,13,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/Entrance1_flip.arm","","",0,2,2,"",2,"",""
391,8,14,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
392,8,15,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
393,8,16,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalBruteForce.arm",1,"",1,2,2,"",2,"",""
394,8,17,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalTrapDisarmament.arm",5,"",1,2,2,"",2,"",""
395,8,18,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/VaulDemolition.arm",3,"",1,2,2,"",2,"",""
396,8,19,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalLockpicking.arm",0,"",1,2,2,"",2,"",""
397,8,20,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalAgility.arm",6,"",1,2,2,"",2,"",""
398,8,21,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalPerception.arm",2,"",1,2,2,"",2,"",""
399,8,22,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalDeception.arm",7,"",1,2,2,"",2,"",""
400,8,23,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/NPC/Aglility/agility_In1.arm",6,"",2,2,2,"",2,"",""
401,8,24,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/NPC/Aglility/agility_Out1.arm","",6,2,2,2,"",2,"",""
402,8,25,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/NPC/BruteForce/strength1.arm",1,"",2,2,2,"",2,"",""
403,8,26,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
404,8,27,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/EscapeRoom1_flip.arm","","",5,1,1,"",1,"",""
405,8,28,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
406,8,29,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
407,8,30,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/FaustusFleetOrders.arm","","",1,1,1,"",1,"",1
408,8,31,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/FaustusMansionPaperwork.arm","","",1,1,1,"",1,"",1
409,8,32,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/GiannaTemplarUniforms.arm","","",1,1,1,"",1,"",1
410,8,33,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/KarstVialPoison.arm","","",1,1,1,"",1,"",1
411,8,34,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/KuraiDeadCat.arm","","",1,1,1,"",1,"",1
412,8,35,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/KuraiPoetryBook.arm","","",1,1,1,"",1,"",1
413,8,36,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/NPC/NPC_perception_1.arm",2,"",2,2,2,"",2,"",""
414,8,37,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Quest/KuraiQuest2.arm","","",1,1,1,"",1,"",1
415,8,38,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Goals/GoalTwinsBossEntry.arm",0,"",1,2,2,"",1,"",1
416,8,39,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/EntranceKurai.arm","","",0,2,2,"",2,"",1
417,8,40,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/Entrances/EntranceKurai_flip.arm","","",0,2,2,"",2,"",1
