"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid"
1831,2560,"",5654,[],"[9,10,15]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1832,2561,"",5655,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1833,2562,"","","[346,9313,2673]",[],[6204],"","[1,1,4]",[37],"",[],"",[],[],[],[],"","",0
1834,1869,"","",[318],[4],[],"",[93],[14],"",[],"",[],[],[],[],"","",""
1835,1870,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-34,37]",[37],"",[],"",[],[],[],[],"","",0
1836,2563,"","","[1220,18979]",[],"[6277,6554,6558,6416]","","[12,-1]",[37],"",[],"",[],[],[],[],"","",1
1837,2565,149,"",[1366],[23],[],"",[67],[13],"",[],"",[],[],[],[],"","",""
1838,2566,"",5656,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1839,2567,"",5657,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1840,2568,"",5658,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1841,2569,"",5659,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1842,2570,"",5660,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1843,2571,"",5661,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1844,2572,"",5662,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1845,2573,"",5663,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1846,2574,"",5664,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1847,2575,"",5665,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1848,2576,150,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
1849,2579,"",5666,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1850,2580,"",5667,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1851,2581,"",5668,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1852,2582,"",5669,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1853,2584,"",5670,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1854,2585,151,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
1855,2587,"",5671,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1856,2588,"",5672,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1857,2589,"",5673,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1858,2590,"",5674,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1859,2592,"",5675,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1860,2593,"",5676,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1861,2594,"",5677,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1862,2595,"",5678,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
1863,2596,"",5679,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1864,2597,"",5680,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1865,2598,"",5681,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1866,2599,"",5682,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1867,2600,"",5683,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1868,2601,"",5684,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1869,2602,"",5685,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1870,2603,"",5686,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1871,2604,"",5687,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1872,2605,"",5688,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1873,2606,"",5689,[],"[6,7,56,8,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1874,2607,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-38],[37],"",[],"",[],[],[],[],"","",0
1875,2608,"","",[346],[],[6148],"",[5],[37],"",[],"",[],[],[],[],"","",0
1876,2609,152,"",[1366],[23],[],"",[68],[13],"",[],"",[],[],[],[],"","",""
1877,2610,"",5690,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1878,2611,153,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1879,2613,"","","[346,1300,12031]",[],[6430],"","[6,4,50]",[37],"",[],"",[],[],[],[],"","",0
1880,2614,"","",[346],[],[6428],"",[6],[37],"",[],"",[],[],[],[],"","",0
1881,2615,"","","[346,1300]",[],"[6429,6485]","","[4,4]",[37],"",[],"",[],[],[],[],"","",0
1882,2616,"","","[346,1300]",[],[6427],"","[5,4]",[37],"",[],"",[],[],[],[],"","",0
1883,2617,"","","[346,1300]",[],[6508],"","[3,4]",[37],"",[],"",[],[],[],[],"","",0
1884,2618,"",5691,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1885,2619,"",5692,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1886,2620,"",5693,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1887,2621,"",5694,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1888,2622,"",5695,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1889,2623,"",5696,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1890,2624,"",5697,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1891,2625,"",5698,[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1892,2626,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-37,32]",[37],"",[],"",[],[],[],[],"","",0
1893,2627,"","","[346,1300,2673,3592]",[],[6402],"","[9,9,1,9]",[37],"",[],"",[],[],[],[],"","",0
1894,2628,154,"",[1366],[23],[],"",[69],[13],"",[],"",[],[],[],[],"","",""
1895,2629,"",5699,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1896,2630,155,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1897,2632,"","","[346,1300,12031]",[],[6430],"","[5,3,51]",[37],"",[],"",[],[],[],[],"","",0
1898,2633,"","",[346],[],[6428],"",[4],[37],"",[],"",[],[],[],[],"","",0
1899,2634,"","","[346,1300]",[],"[6429,6485]","","[3,8]",[37],"",[],"",[],[],[],[],"","",0
1900,2635,"","","[346,1300]",[],[6427],"","[4,9]",[37],"",[],"",[],[],[],[],"","",0
1901,2636,"","","[346,1300]",[],[6508],"","[2,7]",[37],"",[],"",[],[],[],[],"","",0
1902,2637,"",5701,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1903,2638,"",5700,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1904,2639,"",5702,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1905,2640,"",5703,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1906,2641,"",5704,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1907,2642,"",5705,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1908,2643,"",5706,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1909,2644,"",5707,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
1910,2645,156,"",[1366],[23],[],"",[70],[13],"",[],"",[],[],[],[],"","",""
1911,2647,"",5708,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
1912,2648,"","",[346],[],[6601],"",[1],[37],"",[],"",[],[],[],[],"","",0
1913,2649,"",5709,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1914,2650,"",5710,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1915,2651,"",5711,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1916,2652,"",5712,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1917,2653,"",5713,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1918,2654,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-35],[37],"",[],"",[],[],[],[],"","",0
1919,2656,"","","[346,1300]",[],[6602],"","[2,2]",[37],"",[],"",[],[],[],[],"","",0
1920,2657,"","",[346],[],[6415],"",[5],[37],"",[],"",[],[],[],[],"","",0
1921,2658,"","",[346],[],[6271],"",[5],[37],"",[],"",[],[],[],[],"","",0
1922,2659,"","","[346,1300]",[],[6602],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
1923,2660,"","",[346],[],[6415],"",[6],[37],"",[],"",[],[],[],[],"","",0
1924,2661,"","","[346,9182]",[],"[6418,6420]","","[6,48]",[37],"",[],"",[],[],[],[],"","",0
1925,2662,"","",[346],[],[6271],"",[4],[37],"",[],"",[],[],[],[],"","",0
1926,2663,"","",[346],[],"[6314,6847]","",[1],[37],"",[],"",[],[],[],[],"","",0
1927,2664,"","",[346],[],"[6237,6345]","",[1],[37],"",[],"",[],[],[],[],"","",0
1928,2665,"",5714,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1929,2666,"",5715,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1930,2667,"",5716,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1931,2668,"",5717,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1932,2669,"",5718,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1933,2670,"",5719,[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1934,2671,"",5720,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1935,2673,"","",[346],[],"[6426,6484]","",[10],[37],"",[],"",[],[],[],[],"","",0
1936,2674,"","",[346],[],[6436],"",[1],[37],"",[],"",[],[],[],[],"","",0
1937,2675,"",5722,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1938,2676,"",5723,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1939,2677,"",5724,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1940,2678,"",5725,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1941,2679,"",5726,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1942,2680,"",5727,[],"[9,10,11,12,14,57,15,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1943,2681,159,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1944,2682,"",5728,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1945,2684,"","",[346],[],[6509],"",[1],[37],"",[],"",[],[],[],[],"","",0
1946,2686,"",5721,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
1947,2687,"",5729,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1948,2688,"",5730,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1949,2689,"",5731,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1950,2690,"",5732,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1951,2691,"",5733,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1952,2692,"",5734,[],"[9,10,11,12,15,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
1953,2693,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-36],[37],"",[],"",[],[],[],[],"","",0
1954,2694,157,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1955,2695,"","",[346],[],"[6362,6838]","",[5],[37],"",[],"",[],[],[],[],"","",0
1956,2696,"","",[346],[],[6469],"",[3],[37],"",[],"",[],[],[],[],"","",0
1957,2698,"",5735,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1958,2699,"",5736,[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]",1,[],"",[],[],[],[],"","",""
1959,2701,"",5743,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1960,2702,"",5744,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1961,2703,"",5745,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1962,2704,"",5746,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1963,2705,160,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
1964,2707,"",5741,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1965,2708,"",5742,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1966,2710,"",5737,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1967,2711,"",5738,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1968,2712,"",5739,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1969,2713,"",5740,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1970,2714,161,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
1971,2715,"",5747,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1972,2716,"",5748,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1973,2717,"",5749,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1974,2718,"",5750,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1975,2719,"",5751,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1976,2720,"",5752,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1977,2721,"",5753,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1978,2722,"",5754,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
1979,2723,"",5755,[],[20],[],"",[],[4],"",[],"",[],[],[],[],"","",""
1980,2724,"",5756,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
1981,2725,"",5757,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1982,2726,162,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1983,2727,163,"",[1366],[23],[],"",[71],[13],"",[],"",[],[],[],[],"","",""
1984,2729,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-39,35]",[37],"",[],"",[],[],[],[],"","",0
1985,2730,"","",[346],[],"[6143,6344]","",[3],[37],"",[],"",[],[],[],[],"","",0
1986,2731,"",5758,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1987,2732,"",5759,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
1988,2733,"",5760,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
1989,2734,"",5761,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
1990,2735,"",5762,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
1991,2736,"",5763,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1992,2737,"",5764,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
1993,2738,"",5765,[],"[14,57,16,17]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
1994,2739,"",5766,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
1995,2740,"",5767,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
1996,2741,164,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
1997,2742,165,"",[1366],[23],[],"",[72],[13],"",[],"",[],[],[],[],"","",""
1998,2744,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-40,36]",[37],"",[],"",[],[],[],[],"","",0
1999,2745,"","","[346,1300,3592,2673]",[],[6402],"","[10,10,10,12]",[37],"",[],"",[],[],[],[],"","",0
2000,2746,"",5768,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2001,2747,"",5769,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2002,2748,"",5770,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2003,2749,"",5771,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2004,2750,"",5772,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2005,2751,"",5773,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2006,2752,"",5774,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2007,2753,166,"",[1366],[23],[],"",[73],[13],"",[],"",[],[],[],[],"","",""
2008,2755,"",5775,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2009,2756,"",5776,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2010,2757,167,"",[1366],[23],[],"",[74],[13],"",[],"",[],[],[],[],"","",""
2011,2758,"",5777,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2012,2760,"",5778,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2013,2761,"",5779,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2014,2762,"",5780,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2015,2763,"",5781,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2016,2764,"",5782,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2017,2765,"",5783,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2018,2766,"",5784,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2019,2767,"",5785,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2020,2768,"",5786,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2021,2769,"",5787,[],"[6,7,56,8]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2022,2770,"",5788,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2023,2771,"","",[346],[],"[6377,6378,6379,6381,6380]","",[18],[37],"",[],"",[],[],[],[],"","",0
2024,2772,"","",[346],[],"[6398,6399,6615,6610,6611,6400,6139,6646]","",[3],[37],"",[],"",[],[],[],[],"","",0
2025,2773,"","",[346],[],[6397],"",[1],[37],"",[],"",[],[],[],[],"","",0
2026,2774,"",5789,[],"[6,7,56,8,9,10,11,12,13,15,16,17,32,14,57]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2027,2775,"",5790,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2028,2776,158,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2029,2779,"",5791,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2030,2780,"",5792,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
2031,2781,"",5793,[],[20],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2032,2782,"",5794,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2033,2787,"",5795,[],"[9,10,11,14,57,15]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2034,2790,"",5796,[12340],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","",""
2035,2791,"",5797,[12340],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","",""
2036,2792,"",5798,[12340],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","",""
2037,2793,"",5799,[12340],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
2038,2794,"",5800,[12340],[24],[],"",[1],[9],"",[],"",[],[],[],[],"","",""
2039,2795,"",5801,[12340],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","",""
2040,2796,"",5802,[12340],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","",""
2041,2797,"",5803,[12341],"[6,7,56,8,9,10,15,14,57,11,12,32]",[],"",[1],"[1,4]",1,[],"",[],[],[],[],"","",""
2042,2798,169,"",[12342],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]",1,[],"",[],[],[],[],"","",""
2043,2799,"",5804,[12340],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","",""
2044,2800,170,"","[1366,12340]",[23],[],"","[75,1]",[13],"",[],"",[],[],[],[],"","",""
2045,2802,"","","[318,12340]",[4],[],"","[165,1]",[14],"",[],"",[],[],[],[],"","",""
2046,2803,"",5805,[12340],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","",""
2047,2804,"",5806,[12340],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","",""
2048,2805,"",5807,[12340],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
2049,2806,"",5808,[12340],[24],[],"",[1],[9],"",[],"",[],[],[],[],"","",""
2050,2807,"",5809,[12341],"[6,7,56,8,9,10,15,14,57,11,12,32]",[],"",[1],"[1,4]",1,[],"",[],[],[],[],"","",""
2051,2808,183,"",[12342],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]",1,[],"",[],[],[],[],"","",""
2052,2809,"",5810,[12340],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","",""
2053,2810,184,"","[1366,12340]",[23],[],"","[80,1]",[13],"",[],"",[],[],[],[],"","",""
2054,2811,"",5811,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2055,2821,"",5812,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2056,2812,"",5813,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2057,2813,"",5814,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2058,2814,"",5815,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2059,2815,"",5816,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2060,2816,"","",[346],[],"[6314,6847]","",[2],[37],"",[],"",[],[],[],[],"","",0
2061,2817,"","","[346,9313]",[],"[6314,6847]","","[3,-1]",[37],"",[],"",[],[],[],[],"","",0
2062,2818,"","",[346],[],"[6314,6847]","",[4],[37],"",[],"",[],[],[],[],"","",0
2063,2819,"","","[346,2183,9182]",[],[6332],"","[3,3,38]",[37],"",[],"",[],[],[],[],"","",0
2064,2820,"","",[346],[],"[6290,6346]","",[10],[37],"",[],"",[],[],[],[],"","",0
2065,2828,"",5817,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2066,2829,"",5818,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2067,2830,"",5819,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2068,2831,"",5820,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2069,2832,"","","[346,9182]",[],"[6130,6347]","","[1,48]",[37],"",[],"",[],[],[],[],"","",0
2070,2833,"","",[346],[],"[6130,6347]","",[2],[37],"",[],"",[],[],[],[],"","",0
2071,2834,"",5821,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2072,2835,"",5822,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2073,2836,168,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2074,2837,"",5823,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2075,2838,"","",[318],[4],[],"",[164],[14],"",[],"",[],[],[],[],"","",""
2076,2839,"",5824,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2077,2840,"",5825,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2078,2841,"",5826,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2079,2842,"",5827,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2080,2843,"",5828,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2081,2844,"",5829,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2082,2845,"","",[318],[4],[],"",[170],[14],"",[],"",[],[],[],[],"","",""
2083,2848,"",5832,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
2084,2849,"",5833,[],[20],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2085,2846,"",5830,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2086,2847,"",5831,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
2087,2850,229,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2088,2851,"",5834,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2089,2852,230,"",[1366],[23],[],"",[96],[13],"",[],"",[],[],[],[],"","",""
2090,3133,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-41,64]",[37],"",[],"",[],[],[],[],"","",0
2091,2854,"","",[346],[],"[6221,6850]","",[1],[37],"",[],"",[],[],[],[],"","",0
2092,2855,"","","[346,12344]",[],"[6398,6399,6615,6610,6611,6400,6139,6646]","","[2,1]",[37],"",[],"",[],[],[],[],"","",0
2093,2857,"","",[12109],[],[6608],"",[1],[37],"",[],"",[],[],[],[],"","",0
2094,2856,"","",[12109],[],[6608],"",[2],[37],"",[],"",[],[],[],[],"","",0
2095,2858,"",5835,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2096,2860,"",5836,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2097,2861,"",5837,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
