"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
518,"HealOnNearbyPlayerDeath",2007,[0],120,"[3,12]",[],"",0,1,[16286],1,0,"","",""
519,"SanctumLessResolveDamageNonOwner",2051,[-30],0,[],[],"",0,1,[],1,0,"","",""
520,"UniqueEnemyLifeReserved",2058,[0],30,"[3,4]",[],"",0,1,[1067],1,0,"","",""
521,"UniqueRecoverMaximumLifeOnAlternatingCondition",2074,"[2,5]",0,[],[],"",0,1,[],1,0,"","",""
522,"NoFireResistanceToDotWhileStationaryAura",2079,[],60,"[3,4]",[],"",0,1,[],1,0,"","",""
523,"NearbyEnemiesHaveReducedCooldownRecovery",2082,[-10],60,[3],[],"",0,1,[],1,0,"","",""
524,"GuardianAlternatingBlockChance",2096,"[50,50]",0,[],[],"",0,1,[],1,0,"","",""
525,"ChampionNearbyEnemiesTaunted",1408,[],20,[3],[19],"",0,1,[],1,0,"","",""
526,"CoverInAshNearbyEnemies",1408,[],30,[3],[20],"",0,1,[],1,0,"","",""
527,"AncestrialTrialDestroyTotem",2121,[6000],0,[],[],"",0,1,[],1,0,"","",""
528,"CasterOffhandCoveredInAsh",728,"[-20,20]",60,[3],[],"",0,1,[],1,0,"","",""
529,"TrenchHagDrowningOrb",1408,[],8,"[10,3,11,6]","[0,17,50,2500]",2025,0,1,[],1,0,"","",""
530,"VaalShapeshifterShapeshifted",2149,"[-15,122]",0,[],[],"",0,1,[],1,0,"","",""
531,"LabyrinthTrapMaim",505,"[-30,-15]",0,[],[10],541,4,"",[],1,0,"","",""
532,"ChieftainWhileStationaryNearbyEnemiesNoFireDotResistance",2265,[],0,[],[],"",0,1,[],1,0,"","",""
533,"SirenBossPetrify",824,"[4,5,3500,0]",0,[],"[1,0,120,200,182,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
534,"SirenMirrorPetrify",824,"[4,5,3500,0]",0,[],"[1,0,120,100,4,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
535,"UltimatumStatuePetrify",824,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,300,4000,0,0,1]","",0,1,[],1,0,"","",""
536,"UltimatumStatuePetrify2",824,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,200,6000,0,0,1]","",0,1,[],1,0,"","",""
537,"AncestralJadeEncaseEnemy",2212,"[1,0]",0,[],[3],2253,4,"",[],1,0,"","",""
538,"SirenBossDrowningOrb",1408,[],8,"[10,3,11,6]","[0,17,50,2500]","",0,1,[],1,0,"","",""
539,"FallenGodBuff1",2250,[100],0,[],[],"",0,1,[],1,0,"","",""
540,"FallenGodBuff2",2251,[-50],0,[],[],"",0,1,[],1,0,"","",""
541,"FallenGodBuff3",2252,[-80],0,[],[],"",0,1,[],1,0,"","",""
542,"FallenGodBuff4",2253,[10000],15,"[3,14]",[],"",0,1,[],1,0,"","",""
543,"FallenGodBuff5",2254,"[1,1,1]",0,[],[],"",0,1,[],1,0,"","",""
544,"FountainStatueBossGoopTendrils",897,[],20,[3],"[1000,8]","",0,1,[],1,0,"","",""
545,"QueenOfFilthLifeCurse",2324,[],20,"[3,5]","[100,0,15000,0]","",0,1,[],1,0,"","",""
546,"QueenOfFilthManaCurse",2325,[],20,"[3,5]","[0,100,15000,0]","",0,1,[],1,0,"","",""
547,"QueenOfFilthLifeCurseDetonation",2324,[],0,[],"[100,0,0,0]","",3,"",[],1,0,"","",""
548,"QueenOfFilthManaCurseDetonation",2325,[],0,[],"[0,100,0,0]","",3,"",[],1,0,"","",""
549,"RockSliderLostRock",2338,"[-30,-30]",0,[],[],"",0,1,[],1,0,"","",""
550,"SanctumChronomancer",2402,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
551,"SanctumChronomancer15s",2402,[],0,[],"[60,250,1]","",0,1,[],1,0,"","",""
552,"SanctumChronomancer9s",2402,[],0,[],"[36,250,1]","",0,1,[],1,0,"","",""
553,"SanctumChronomancer3s",2402,[],0,[],"[12,250,1]","",0,1,[],1,0,"","",""
554,"AscendancyBuffHornOnslaught",2560,"[10,20]",0,[],[],"",8,"",[],1,0,"","",""
555,"AscendancyTortoisePauaAura",2559,"[80,40]",40,"[10,2]",[],"",0,1,[],1,0,"","",""
556,"RitualWispBuff",2572,[50],0,[],[],"",0,1,[],1,0,"","",""
557,"BreachWakingNightmare",2575,"[-10,10]",0,[],[],"",10,"",[],1,0,"","",""
558,"BreachWithered",2584,[5],25,"[3,14,10]",[],"",0,1,[],1,0,"","",""
559,"InstabilityBuff",2633,[1],0,[],[],"",10,"",[],1,0,"","",""
560,"TimerotStack",2625,"[-5,-5]",0,[],[],"",0,1,[],1,0,"","",""
561,"ReparationStack",2626,"[5,5]",0,[],[],"",0,1,[],1,0,"","",""
562,"AzmeriDustVisualWarden",389,[],0,[],[],2308,0,1,[],1,0,"","",""
563,"AzmeriDustVisualVoodoo",389,[],0,[],[],2309,0,1,[],1,0,"","",""
564,"AzmeriDustVisualPrimal",389,[],0,[],[],2310,0,1,[],1,0,"","",""
565,"TempestCorruptedPlayer",2686,[25],0,[],[],"",10,"",[],1,0,"","",""
566,"TempestCorruptedMonster",2687,[400],0,[],[],"",10,"",[],1,0,"","",""
567,"TempestRadiantPlayer",2688,"[100,50,30]",0,[],[],"",10,"",[],1,0,"","",""
568,"TempestRadiantMonster",2689,"[10000,30,50]",0,[],[],"",10,"",[],1,0,"","",""
569,"MtxApplyCrystalHitEffect",2699,[],0,[],[0],"",0,1,[],1,0,"","",""
570,"MtxApplyJadeHitEffect",2714,[],0,[],[1],"",0,1,[],1,0,"","",""
571,"MtxApplyObsidianlHitEffect",2715,[],0,[],[2],"",0,1,[],1,0,"","",""
572,"TormentedSpiritPowerPrimal",2717,[0],0,[],[],2344,0,1,[22307],1,0,"","",""
573,"TormentedSpiritPowerWild",2717,[0],0,[],[],2345,0,1,[22307],1,0,"","",""
574,"TormentedSpiritPowerVivid",2717,[0],0,[],[],2346,0,1,[22307],1,0,"","",""
575,"TormentedSpiritPowerSacred",2717,[0],0,[],[],2347,0,1,[22307],1,0,"","",""
576,"SpiritHauntDamageTakenLerp",841,"[-60,-99,2000]",0,[],[],"",2,"",[],1,0,"","",""
