"rownum","Id","bool","bool","i32","i32","i32","i32","bool","rid","i32","i32","bool","i32","i32","[i32]","bool","i32","bool"
428,"FixedRunLayerNoTwistFrontal",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
429,"ElectrocutingArrow","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
430,"PerfectStrike",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",431,0,[432],"",6,""
431,"PerfectStrikeEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
432,"PerfectStrikePerfectEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
433,"SolarOrb","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
434,"GreaterFireball","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
435,"Shatter","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
436,"LightningWarp","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
437,"ChannelFlameblast",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,1,438,0,"[459,0,458]","",6,""
438,"ChannelFlameblastEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
439,"Flamewall","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
440,"FrozenOrb","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
441,"OrbOfStorms","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
442,"ShockingRemnants","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
443,"LightningConduit","","",236,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
444,"LightningConduitStationary","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[443],"",6,""
445,"Boneshatter","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[465],"",6,""
446,"ActiveBlockChannel",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,1,-16843010,-16843010,[447],"",6,""
447,"ActiveBlockEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[449],"",6,""
448,"ActiveBlockChannelMoving",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,1,-16843010,-16843010,[],"",6,""
449,"ActiveBlockEndMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
450,"GreaterFrostbolt","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
451,"PlagueNova","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
452,"ShieldDrum",1,"",446,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[446],"",6,""
453,"ShieldDrumEnd","","",447,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
454,"BaronSwordImpaledStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
455,"BaronSwordImpaledLoop",1,"",-16843010,-16843010,-16843010,-16843010,"","",454,0,"",456,0,[],"",6,""
456,"BaronSwordImpaledEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
457,"PlaceTotemStomp","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
458,"FlameblastOrbStart","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
459,"FlameblastOrb",1,"",-16843010,-16843010,-16843010,-16843010,1,"",458,0,1,460,0,[],"",6,""
460,"FlameblastOrbEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
461,"VineArrow","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[469],"",6,""
462,"SnipeChannelEndPerfect","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
463,"FreezingShards","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
464,"VineRain","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
465,"BoneshatterMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
466,"PowerSiphon","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
467,"IdleLayerBaseSwitched",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
468,"IdleLayerBaseStaticSwitched",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
469,"VineArrowStationary","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
470,"Mount","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
471,"Dismount","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
472,"MountedLayerIdleSync",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
473,"MountedLayerRunSync",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
474,"FixedIdle",1,"",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,1
475,"FixedIdleLayerBase",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,1
476,"VolcanicFissure","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
477,"AssassinsMark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
478,"EssenceDrainAdditive","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
479,"BoneRing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
480,"DetonateDead","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
481,"SummonRagingSpirit","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
482,"Vulnerability","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
483,"Enfeeble","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
484,"Despair","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
485,"InteractUseHornOfTheVastiri","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
486,"KnockdownStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
487,"KnockdownLoop",1,"",-16843010,-16843010,-16843010,-16843010,"","",486,0,"",488,0,[],"",6,""
488,"KnockdownEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
489,"CorpseCloud","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
490,"CommandMinionPoint","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
491,"FlickerStrikeFirstMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
492,"DoryaniHumanBossCrystalTossLeft","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
493,"DoryaniHumanBossCrystalTossRight","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
494,"DoryaniHumanBossFlamethrower","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
495,"DoryaniHumanBossLightningTendrils","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
496,"Spearstorm","","",1,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
497,"DoryaniHumanBossLightningZap","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
498,"RaiseZombieAdditive","","",251,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
499,"RemoteSpearMine","","",392,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
500,"DoryaniHumanBossDodgeLeft","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
501,"DoryaniHumanBossDodgeRight","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
502,"DoryaniHumanBossFireball","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[25],"",6,""
503,"DoryaniHumanBossFlameblastSelf","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
504,"DoryaniHumanBossFlameblastTargeted","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
505,"DoryaniHumanBossSolarOrb","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
506,"DoryaniHumanBossSoulCoresArena","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
507,"DoryaniHumanBossSoulCoresLeft","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
508,"DoryaniHumanBossSoulCoresRight","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
509,"SuperchargedSlam",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,1,510,0,[],"",6,""
510,"SuperchargedSlamEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
511,"FloatIdle",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
512,"FixedFloat",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,1,-16843010,-16843010,[],"",3,1
513,"FloatRun",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,1,-16843010,-16843010,[],"",3,""
514,"SpearLightningWarp","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[515],"",6,""
515,"SpearLightningWarpNear","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
516,"SpearWindVortex","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[693],"",6,""
517,"Earthquake","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
518,"RitualOfPower","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
519,"SpellProjectileAimUp","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
520,"SpellProjectileAimDown","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
521,"CartIdle","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
522,"CartJump","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
523,"CommandSkeletalReavers","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
524,"CommandSkeletalSniper","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
525,"CommandSkeletalFrostMage","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
526,"CommandSkeletalStormMage","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
527,"CommandSkeletalArsonist","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
528,"PlaceTotemSummon","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
529,"WarcryAdditive","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
530,"Flammability","","",330,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
531,"Frostbite","","",330,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
532,"Conductivity","","",330,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
533,"TeleportForward","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[534,0,535]","",6,""
534,"TeleportBackward","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
535,"TeleportLeft","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
536,"TeleportRight","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
537,"BoneBlast","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
538,"ManaDrain","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
539,"VolatileDead","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
540,"GalvanicField","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
541,"Exsanguinate","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
542,"ArcticBurst","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
543,"EmpowerWand","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
544,"Wither",1,"",-16843010,-16843010,-16843010,-16843010,1,"",545,0,1,546,0,[],"",6,""
545,"WitherStart","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
546,"WitherEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
547,"Spellslinger","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
548,"LivingBomb","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
549,"SigilOfPower","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
550,"Soulrend","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
551,"Reap","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
552,"IceStorm","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
553,"ShockNova","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
554,"ConsecratedGround","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
555,"DarkPact","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[556],"",6,""
556,"DarkPactSelf","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
557,"SpinningInferno","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[558],"",6,""
558,"SpinningInfernoMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
559,"MoltenBlast","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
560,"AncestralCry","","",529,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
561,"ShieldingCry","","",529,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
562,"HammerOfTheGods","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
563,"ShieldBarricade","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
564,"StampedeStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
565,"StampedeStartMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
566,"Stampede","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[564,0,565]","",6,""
567,"StampedeEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
568,"BallLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
569,"IncinerateStart","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
570,"Incinerate",1,"",-16843010,-16843010,-16843010,-16843010,1,"",569,0,1,571,0,[],"",6,""
571,"IncinerateEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
572,"EyeOfWinter","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
573,"SeismicCry","","",529,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
574,"InfernalCry","","",529,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
575,"InteractPlaceTempleDoorKey","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
576,"ArmourBreaker","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[577,0]","",6,""
577,"ArmourBreakerMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
578,"ArmourBreakerShort","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
579,"InteractWaterwaysFinalLever","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
580,"InteractSacrificialHeartPlacement","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
581,"InteractSacrificialHeartDestroy","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
582,"MoltenSlam","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
583,"FreezingMark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[584],"",6,""
584,"FreezingMarkFlipped","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
585,"ToxicDomain","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
586,"TornadoShot","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
587,"LightningWall","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
588,"IceShot","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
589,"TrickShot","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
590,"MagneticSalvo","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
591,"FreezingSalvo","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
592,"ChangeAmmoAfterFireDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
593,"ChangeAmmoAfterFireDefaultMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
594,"ChangeAmmoAfterFirePiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
595,"ChangeAmmoAfterFireFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
596,"ChangeAmmoAfterFireLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
597,"ChangeAmmoAfterFireIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
598,"ChangeAmmoAfterFirePiercingMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
599,"ChangeAmmoAfterFireFireMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
600,"ChangeAmmoAfterFireLightningMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
601,"ChangeAmmoAfterFireIceMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
602,"DoryaniHumanBossActivateMechanism","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
603,"DoryaniHumanBossBeamBlast","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
604,"BlazingCluster","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
605,"VaultingImpact","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[606,0,607]","",6,""
606,"VaultingImpactMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
607,"VaultingImpactShort","","",605,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
608,"VaultingImpactMovingShort","","",606,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
609,"StormWave","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
610,"MantraOfDestruction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
611,"DodgeRollMoveCancel","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
612,"DodgeRollBackMoveCancel","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
613,"WarBanner","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
614,"BreakingWave","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
615,"FreezingWord","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
616,"IceSpikes","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
617,"ThrowFlask","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
618,"VoltaicMark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[619],"",6,""
619,"VoltaicMarkFlipped","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
620,"HandOfChayula","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
621,"DefianceBanner","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
622,"TemporalChains","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
623,"PlayerBedIdle",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
624,"PlayerBedGetup","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
625,"TimeSnap","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
626,"SpellAreaOfEffectMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
627,"DreadBanner","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
628,"PowerShotLightningCharge","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
629,"ShapeshiftHumanToDemon","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[630],"",6,""
630,"ShapeshiftDemonToHuman","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
