"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","[rid]","bool","[rid]","[i32]","bool"
364,"KillMapBossWhileUnderShrine",[0],[9150],"",[20],[7],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],""
365,"KillBeyondBossWhileAffectedByShrine","[8772,8773,8786,8797]","[9155,9654]","",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
366,"KillBeyondBossWhileDelirious","[8772,8773,8786,8797]",[9156],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
367,"KillRareGodTouchedMonsterInTier16Map",[0],[9263],"",[],"[55,2]",[],1,1,"","",[10007],[],[],[],"",0,[],"",[],[16],""
368,"PureFlawlessBreachstoneBreachlord","[5105,5108,5111]",[9160],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
369,"PureFlawlessPhysicalBreachlord",[5114],[9160],"",[],[],[],82,82,"","",[],[],[],[],"",0,[],"",[],[],""
370,"PureFlawlessChaosBreachlord",[5117],[9160],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
371,"KillDelveBoss83","[5955,6635,6636]",[9219],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
372,"KillSearingExarchWithSearingRune",[8966],"[9257,9725]","",[65],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[],[],""
373,"KillSirusWithDesolationoftheAwakener",[7860],[9255],"",[66],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
374,"KillUberElderwithVortexGroudandEldritchDecay",[5968],[9253],"",[67],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
375,"KillDeliriumBoss","[7935,7936,7937,7938]","[9166,9588]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
376,"KillEaterOfWorldsAfter5Dooms",[8967],"[9256,9724]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[115],[],""
377,"KillCortexWithoutBeingHitByWormHoleSlam",[7132],[9254],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[116],[],""
378,"KillAzureAssassinlevel81",[9115],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
379,"KillCrimsonArchmagelevel81",[9112],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
380,"KillDeadlyBladedancerlevel81",[9110],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
381,"KillDeathlyArchmagelevel81",[9106],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
382,"KillEntombingWardenlevel81",[9108],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
383,"KillInfernalSentinellevel81",[9113],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
384,"KillMaskedCombatantlevel81",[9114],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
385,"KillObsidianSentinellevel81",[9107],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
386,"KillTemplarMarksmanlevel81",[9111],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
387,"KillUndyingArchmagelevel81",[9109],[9644],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
388,"KillCrimsonArchbishoplevel81",[9149],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
389,"KillGreaterWraithlevel81",[9151],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
390,"KillHolyGuardianlevel81",[9153],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
391,"KillColossalLithomancerlevel81",[9154],[9643],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
392,"KillSanctumBossVarakathWithoutBeingHitByFlamethrower",[9142],[9284],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[117],[],""
393,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50Percent",[9144],[],"",[],[],[],83,83,"","",[],[],[],[],191,1,[11],"",[],[],""
394,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50PercentCheck",[9143],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[120],[],""
395,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50Percent",[9143],[],"",[],[],[],83,83,"","",[],[],[],[],192,1,[12],"",[],[],""
396,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50PercentCheck",[9144],[9285],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[121],[],""
397,"KillSanctumBossXenatharWithoutBeingHitByLasers",[9145],[9286],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[118],[],""
398,"KillSanctumBossUnholyHereticWithoutBeingAffectedByTheirGroundDegen",[9146],[9287],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[119],[],""
399,"KillMetamorphComprisedOf5UniqueBodyPartsLevel83",[7718],[9412],"",[],[51],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
400,"KillHeistBossLevel83","[8270,8260,8263,8265,8273,8274]",[9413],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
401,"KillExpeditionBosslevel83","[8655,8704,8656,8709]",[9414],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
402,"StygianSpireWithShrine","[6036,6037,6038,6039]",[9422],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
403,"MetamorphInBreach",[7718],[9424],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
404,"DefeatStygianSpireAbyss","[6036,6037,6038,6039]",[9348],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
405,"KillAnyEssenceX6",[0],[9351],"",[],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
406,"KillMetamorphFullPowerMaps",[7718],[9358],"",[],[58],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],""
407,"KillMetamorphFullPowerTanesLab",[7718],[9360],"",[],[58],[458],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
408,"KillMetamorph",[7718],[9666],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
409,"KillCrucibleRareinT16",[0],[9463],"",[],"[57,2]",[],83,83,"",1,[],[],[],[],"",0,[],"",[],[],""
410,"KillCrucibleRare",[0],[9470],"",[],"[57,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
411,"KillCrucibleRareShrinebuffX4",[0],[9508],"",[69],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
412,"KillCrucibleRareDelirious",[0],[9509],"",[],"[57,35,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
413,"KillCrucibleRareBreached",[0],[9510],"",[68],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
414,"KillCrucibleRare4Affix",[0],[9515],"",[],"[57,2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
415,"KillCrucibleRareEndgameEncounter",[0],[9516],"",[],"[57,2]","[1849,1848]",1,1,"","",[],[],[],[],"",0,[],"",[],[],""
416,"KillCrucibleUniqueEndgameEncounter",[0],[9517],"",[],"[57,3]","[1849,1848]",1,1,"","",[],[],[],[],"",0,[],"",[],[],""
417,"KillRareGodTouchedMonster",[0],[9523],"",[],[55],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
418,"Kill3CrucibleUniquesSingleArea",[0],[],"",[],"[57,3]",[1849],1,1,"","",[],[],[],[],193,1,[],1,[],[],""
419,"Kill10CrucibleRaresSingleArea",[0],[],"",[],"[57,2]",[1849],1,1,"","",[],[],[],[],194,1,[],1,[],[],""
420,"KillCrucibleRare4AltarDownsides",[0],[9511],"",[],"[57,2]",[],83,83,"","",[18451],[],[],[],"",0,[],"",[],[4],""
421,"KillCrucibleRare100QuantityMap",[0],[9512],"",[],"[57,2]",[],83,83,"","",[1037],[],[],[],"",0,[],"",[],[100],""
422,"KillCrucibleRare8ModMap",[0],[9513],"",[],"[57,2]",[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
423,"KillCrucibleRareWithin10SecondsKillingMetamorph",[0],[9514],"",[70],"[57,2]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
424,"KillIzaroWithoutBeingHitByCascade","[4528,4529,4530]",[9451],"",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[124],[],""
425,"KillChayulaAfter3BreachesActivated",[5117],[9452],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[125],[],""
426,"Kill10Tier3HarvestMonstersSingleArea",[0],[],"",[],[59],[],1,1,"","",[],[],[],[],197,1,[],1,[],[],""
427,"CrucibleUniqueBoss1",[9171],[9492],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
428,"CrucibleUniqueBoss2",[9181],[9494],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
429,"CrucibleUniqueBoss3",[9191],[9496],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
430,"CrucibleUniqueBoss4",[9201],[9498],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
431,"CrucibleUniqueBoss5",[9211],[9500],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
432,"CrucibleUniqueBoss6",[9221],[9502],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
433,"6EssenceMobWhileShrine",[0],[9568],"",[20],[56],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
434,"BreachlordWhileShrine","[5105,5108,5111,5114,5117,5104,5107,5110,5113,5116]",[9569],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
435,"HarbingerBossWhileShrine",[5517],[9570],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
436,"LegionGeneralWhileShrine","[7228,7242,7267,7289,7315]",[9571],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
437,"DeliriumUniqueBossWhileShrine","[7935,7936,7937,7938]",[9572],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
438,"RareHarbingerMonster",[0],[9579],"",[],"[4,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
439,"LegionGeneralinDOTC","[7228,7242,7267,7289,7315]",[9585],"",[],[],"[1298,1299,1300,1301]",1,1,"","",[],[],[],[],"",0,[],"",[],[],""
440,"BreachlordWhileDelirious","[5105,5108,5111,5114,5117,5104,5107,5110,5113,5116]",[9653],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
441,"LegionGeneralInBreach","[7228,7242,7267,7289,7315]",[9652],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
442,"EssenceWhileTempest",[0],[9656],"",[25],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
443,"BestiaryBossWithAspect","[6133,6088,6168,6141,6134,6089,6170,6142]",[9659],"",[71],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
444,"DefeatLyciaBoss83",[9147],[9701],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
445,"DefeatNassarWithoutStormcallHit",[5167],[9665],"",[],[],[],83,83,"","",[1037],[],[],[],"",0,[],"",[127],[80],""
446,"DefeatArmalaWithoutLaserBarrageHit",[5398],[9661],"",[],[],[],83,83,"","",[1037],[],[],[],"",0,[],"",[128],[80],""
447,"DefeatSolarisLunarisWithoutHits","[5331,5307]",[9664],"",[],[],[],83,83,"","",[1037],[],[],[],"",0,[],"",[129],[80],""
448,"DefeatAmalgamWithoutStormcallHit",[5814],[9663],"",[],[],[],83,83,"","",[1037],[],[],[],"",0,[],"",[130],[80],""
449,"DefeatMapKitavaWithoutBreathHit",[5411],[9662],"",[],[],[],83,83,"","",[1037],[],[],[],"",0,[],"",[131],[80],""
450,"KillMavenWithoutBeingAffectedByMavenPunishment",[8467],[9707],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"","[132,136]",[],""
451,"KillEaterOfWorldsWithoutBeingHitByTentacles",[8967],[9712],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[133],[],""
452,"DefeatMastermind83NoSculpturehit",[6913],[9660],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[134],[],""
453,"KillAulAfterDestroyingAllCocoons83",[6636],[9657],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[135],[],""
454,"CruelCustodianCruciblePhoenix",[4878],[9678],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
455,"CruelCustodianCrucibleHydra",[4883],[9679],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
456,"CruelCustodianCrucibleMinotaur",[4887],[9680],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
457,"CruelCustodianCrucibleChimera",[4890],[9681],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
458,"CruelCustodianCrucibleConstrictor",[5960],[9682],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
459,"CruelCustodianCrucibleEnslaver",[5956],[9683],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
460,"CruelCustodianCrucibleEradicator",[5958],[9684],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
461,"CruelCustodianCruciblePurifier",[5963],[9685],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
462,"CruelCustodianCrucibleAlHezmin",[7769],[9686],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
463,"CruelCustodianCrucibleBaran",[7722],[9687],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
464,"CruelCustodianCrucibleDrox",[7797],[9688],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
465,"CruelCustodianCrucibleVeritania",[7747],[9689],"",[],[39],[],83,83,"","","[11500,5827,18818,1037]",[],[],[],"",0,[],"",[],"[100,4,4,100]",""
