"rownum","BaseItemTypesKey","GrantedEffectsKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","MtxSlotTypes"
406,6412,9183,60,40,0,"[9,25,4,12,14,41]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
407,6413,9184,40,60,0,"[13,33,10,16]","","","Supports attack skills.",13835,"","","",1,"","","",1,1,"","","","",2,9,[0]
408,6414,9185,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
409,6415,9186,100,0,0,"[9,25,4,14,12,33]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
410,6416,9215,100,0,0,"[14,9,16,7,13]","","","Supports melee attack skills.",13836,"","","",1,"","","",1,1,"","","","",1,9,[0]
411,6417,9250,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.",13837,"","","",1,"","","",1,1,"","","","",1,6,[0]
412,6418,9291,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
413,6419,9293,0,0,100,"[11,25,33,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
414,6420,9296,0,60,40,"[10,25,35,14,3,22,37,4,15]","","","","","","","","","","","",1,1,"","","","",2,3,[0]
415,6421,9297,0,100,0,"[10,25,4,3,14]","","","","","","","","","","","",1,1,"","","","",2,7,[0]
416,6422,9299,0,0,100,"[11,16,8,15]","","","Supports skills which create Minions.",13840,"","","",1,"","","",1,1,"","","","",3,9,[0]
417,6423,9300,0,0,100,"[11,16,8,25,4,15]","","","Supports skills which create Minions.",13842,9301,"","",1,"","","",1,1,"","","","",3,6,[0]
418,6424,9302,0,60,40,"[10,25,13,7,36,22]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
419,6425,9304,0,60,40,"[13,47,10,16]","","","Supports attack skills. Cannot support skills which create minions.",13843,"","","",1,"","","",1,1,"","","","",2,6,[0]
420,6426,9305,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13841,"","","",1,"","","",1,1,"","","","",3,9,[0]
421,6483,9306,0,60,40,"[10,25,13,22,5]","","","","","","","","","","","",1,1,"","","","",2,12,[0]
422,6427,9308,0,40,60,"[21,11,25,4,14,2,12,38]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
423,6428,9310,0,40,60,"[20,21,11,25,4,8,1,2,14,12]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
424,6429,9327,0,40,60,"[21,11,16,14,12]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13732,"","","",1,"","","",1,1,"","","","",3,9,[0]
425,6476,9328,40,0,60,"[0,14,11,16,8]","","","Supports skills which create Minions.",13844,"","","",1,"","","",1,1,"","","","",3,2,[0]
426,6430,9330,0,60,40,"[10,25,13,7,36,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
427,6431,9331,0,60,40,"[10,25,13,5,3,15]",6722,"","","","","","","","","","",1,1,"","","","",2,4,[0]
428,6432,9335,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13845,"","","",1,"","","",1,1,"","","","",2,1,[0]
429,6433,9344,0,100,0,"[10,25,13,5,19,33,6]","","","","","","","","","","","",1,1,"","","","",2,1,[1]
430,6434,9345,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13807,"","","",1,"","","",1,1,446,"","","",2,2,[0]
431,6435,9347,0,100,0,"[6,13,10,16,5]","","","Supports projectile attack skills that use bows or wands. Cannot support triggered skills, channelled skills, or skills that create Minions.",13806,"","","",1,"","","",1,1,"","","","",2,11,[0]
432,6436,9348,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
433,6437,9355,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2,8,"[0,1]"
434,6039,8687,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13823,"","","",1,"","","",1,1,"","","","",2,11,[0]
435,6438,9357,100,0,0,"[0,33,51,9,16]","","","Supports any skill that hits enemies.",13847,"","","",1,"","","",1,1,"",33,"","",1,16,[0]
436,6439,9358,100,0,0,"[51,9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.",13848,"","","",1,"","","",1,1,"",347,"","",1,17,[0]
437,6440,9359,100,0,0,"[33,51,9,16]","","","Supports any skill that deals damage.",13849,"","","",1,"","","",1,1,"",335,"","",1,18,[0]
438,6441,9360,60,0,40,"[0,51,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13850,"","","",1,"","","",1,1,"",193,"","",1,19,[0]
439,6442,9361,60,0,40,"[13,51,9,16]","","","Supports attack skills.",13851,"","","",1,"","","",1,1,"",113,"","",1,20,[0]
440,6443,9362,100,0,0,"[0,51,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13852,"","","",1,"","","",1,1,"",173,"","",1,21,[0]
441,6444,9363,60,0,40,"[51,9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13853,"","","",1,"","","",1,1,"",246,"","",1,19,[0]
442,6445,9364,100,0,0,"[7,33,51,9,16,13]","","","Supports melee attack skills.",13854,"","","",1,"","","",1,1,"",83,"","",1,21,[0]
443,6446,9365,100,0,0,"[51,9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13855,"","","",1,"","","",1,1,"",190,"","",1,22,[0]
444,6447,9366,60,40,0,"[13,7,51,9,16]","","","Supports melee attack skills, making them repeat three times when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13856,"","","",1,"","","",1,1,"",188,"","",1,18,[0]
445,6448,9367,0,100,0,"[1,51,10,16]","","","Supports any skill that hits enemies.",13857,"","","",1,"","","",1,1,"",38,"","",2,22,[0]
446,6449,9368,0,100,0,"[6,13,51,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13858,"","","",1,"","","",1,1,"",430,"","",2,16,[0]
447,6450,9369,0,60,40,"[47,51,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13859,9370,"","",1,"","","",1,1,"",198,"","",2,18,[0]
448,6451,9371,0,100,0,"[51,10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13860,"","","",1,"","","",1,1,"",177,"","",2,18,[0]
449,6452,9372,0,100,0,"[1,51,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13861,"","","",1,"","","",1,1,"",174,"","",2,19,[0]
450,6453,9373,0,60,40,"[51,10,16]","","","Supports any skill that hits enemies.",13862,"","","",1,"","","",1,1,"",327,"","",2,21,[0]
451,6454,9374,0,100,0,"[51,10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first two times they hit an enemy and don't pierce it.",13863,"","","",1,"","","",1,1,"",179,"","",2,19,[0]
452,6455,9375,0,100,0,"[51,10,16,5]","","","Supports projectile skills.",13864,"","","",1,"","","",1,1,"",35,"","",2,18,[0]
453,6456,9376,0,100,0,"[51,10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13865,"","","",1,"","","",1,1,"",307,"","",2,19,[0]
454,6457,9377,0,60,40,"[3,51,10,16]","","","Supports any skill that deals damage.",13866,"","","",1,"","","",1,1,"",305,"","",2,22,[0]
455,6458,9378,0,100,0,"[5,13,33,3,51,10,16]","","","Supports projectile attack skills.",13867,"","","",1,"","","",1,1,"",231,"","",2,21,[0]
456,6459,9379,0,0,100,"[3,51,11,16]","","","Supports any skill that hits enemies.",13868,"","","",1,"","","",1,1,"",61,"","",3,19,[0]
457,6460,9380,0,0,100,"[2,51,11,16]","","","Supports any skill that hits enemies.",13869,"","","",1,"","","",1,1,"",41,"","",3,22,[0]
458,6461,9381,0,0,100,"[51,11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13870,"","","",1,"","","",1,1,"",271,"","",3,19,[0]
459,6462,9382,0,40,60,"[51,11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13871,9383,"","",1,"","","",1,1,"",321,"","",3,18,[0]
460,6463,9384,0,0,100,"[4,47,51,11,16]","","","Supports attack skills, or spell skills that deal damage.",13872,"","","",1,"","","",1,1,"",306,"","",3,21,[0]
461,6464,9385,0,0,100,"[51,11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13873,9386,"","",1,"","","",1,1,"",195,"","",3,18,[0]
462,6465,9387,0,0,100,"[51,11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13874,"","","",1,"","","",1,1,"",315,"","",3,21,[0]
463,6466,9388,0,0,100,"[51,11,16,14]","","","Supports any skill with an area of effect.",13875,"","","",1,"","","",1,1,"",40,"","",3,18,[0]
464,6467,9389,0,0,100,"[2,51,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13876,"","","",1,"","","",1,1,"",175,"","",3,19,[0]
465,6468,9390,0,0,100,"[51,11,16,8]","","","Supports skills which create Minions.",13877,"","","",1,"","","",1,1,"",107,"","",3,22,[0]
466,6469,9391,0,0,100,"[14,4,51,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13878,"","","",1,"","","",1,1,"",346,"","",3,17,[0]
467,6470,9392,0,0,100,"[4,51,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13879,"","","",1,"","","",1,1,"",189,"","",3,18,[0]
468,6471,9393,0,40,60,"[51,11,16]","","","Supports any skill that hits enemies or inflicts ailments",13880,"","","",1,"","","",1,1,"",334,"","",3,22,[0]
469,6472,9394,0,0,100,"[4,51,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13881,"","","",1,"","","",1,1,"",390,"","",3,18,[0]
470,6473,2437,100,0,0,"[29,48,51,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13882,"","","",1,"","","",1,1,"",201,"","",1,23,[0]
471,6474,2899,0,0,100,"[29,48,51,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13883,"","","",1,"","","",1,1,"",234,"","",3,23,[0]
472,6475,2690,0,100,0,"[29,48,51,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13884,"","","",1,"","","",1,1,"",216,"","",2,23,[0]
473,6479,9606,0,0,100,"[11,25,4,15,34,2,46]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
474,6477,9607,0,100,0,"[10,25,4,15]","","","","","","","","","","","",1,1,"","","","",2,12,[0]
475,6388,9608,0,0,100,"[11,25,4,14,30,2,15,46]","","","","",9609,"","","","","","",1,1,"","","","",3,8,[0]
476,6480,9610,0,0,100,"[11,25,13,5]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
477,6481,9611,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
478,6482,9613,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,12,[0]
479,6478,9615,0,0,100,"[26,11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9614,"","Spellslinger Support","","","","",1,1,"","","","",3,7,[0]
480,6485,9616,0,0,100,"[2,46,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support arcane skills, Vaal skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.",13886,"","","",1,"","","",1,1,"","","","",3,9,[0]
481,6486,9756,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.",13885,"","","",1,"","","",1,1,"","","","",2,9,[0]
482,6488,9828,0,0,100,"[26,11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9827,"","Arcanist Brand Support","","","","",1,"","","","","",3,11,[0]
483,6489,8170,100,0,0,"[27,9,25,14,15,33]","","","","","","","","","","","",1,1,"","","","",1,3,[0]
484,6279,9830,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
485,6490,9831,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
486,6491,9833,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
487,6492,9834,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
488,6493,9835,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
489,6494,9836,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9837,"","General's Cry Support","","","","",1,"","","","","",1,7,[0]
490,6487,9842,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.",13888,"","","",1,"","","",1,1,"","","","",1,11,[0]
491,6495,9848,0,0,100,"[32,11,16]","","","Supports skills which create brands.",13889,"","","",1,"","","",1,1,"","","","",3,9,[0]
492,6496,9857,100,0,0,"[27,9,16]","","","Supports warcry skills.",13887,"","","",1,"","","",1,1,"","","","",1,9,[0]
493,6497,9990,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
494,6498,9994,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
495,6499,9997,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
496,6500,9999,0,40,60,"[47,11,25,4,14,15,1]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
497,6501,10001,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
498,6502,10002,0,0,100,"[11,25,4,14,15,2,46]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
499,6503,10003,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
500,6504,10012,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.",13891,10014,"","",1,"","","","",1,"","","","",3,9,[0]
501,6505,10025,0,0,100,"[11,25,4,14,3,42]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
502,6506,10026,0,40,60,"[11,16,5,4]","","","Supports projectile spells you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",23673,"","","",1,"","","",1,1,"","","","",3,9,[0]
503,6507,10196,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
504,6508,10197,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
505,6509,10200,0,40,60,"[11,16]","","","Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",23818,"","","",1,"","","",1,1,"","","","",3,6,[0]
506,6510,6021,0,0,0,"[25,4,14,12,3,26]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
507,6511,5671,0,0,100,"[11,25,4,14,12,3]","","","","","","","","","","","",1,1,"","","","",3,12,[0]
508,6512,4433,0,0,0,"[25,4,14,15,24,12]","",1,"","","","","","","","","",1,1,"","","","",4,12,[0]
509,6513,8234,0,0,0,"[25,4,14,12,26]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
510,6514,10319,60,0,40,"[9,25,4,18,33,15]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
511,6515,10325,100,0,0,"[9,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
512,6516,10330,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support triggered skills, skills which create minions, or skills used by totems, traps or mines.",13892,"","","",1,"","","",1,1,"","","","",1,9,[0]
513,6517,10344,60,0,40,"[9,25,4,33,14,15]",6725,"","","","","","","","","","",1,1,"","","","",1,8,[0]
514,6518,10382,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
515,6519,10383,60,0,40,"[9,16,15]","","","Supports any skill that hits enemies. Minions cannot gain Cruelty.",13893,"","","",1,"","","",1,1,"","","","",1,6,[0]
516,6520,10399,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.",13894,"","","",1,"","","",1,1,"","","","",1,2,[0]
517,6558,5195,0,60,40,"[10,25,13,14,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
518,6559,2240,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
519,6560,271,40,60,0,"[47,10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
520,6561,5243,40,60,0,"[10,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
521,6562,9144,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
522,6563,9151,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
523,6564,4840,100,0,0,"[9,25,13,14,15,40,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
524,6565,4912,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1,25,[1]
525,6566,5240,100,0,0,"[9,25,13,19,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
526,6567,9838,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9839,"","General's Cry Support","","","","",1,"","","","","",1,25,[0]
527,6568,100,100,0,0,"[9,25,13,14,22,35,40,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
528,6569,189,100,0,0,"[9,25,13,14,22,35,33,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
529,6570,8258,0,100,0,"[10,25,22,14,30,13,2,7]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
530,6571,864,100,0,0,"[9,25,13,7,36,1]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
531,6572,4247,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
532,6573,3321,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
533,6574,8371,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
534,6575,5553,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
535,6576,2547,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
536,6577,9332,0,60,40,"[10,25,13,5,3,15]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
537,6578,283,0,60,40,"[10,25,13,22,35,7]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
538,6579,1711,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
539,6580,8272,0,100,0,"[10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
540,6581,8495,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
541,6582,8502,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
542,6583,4076,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
543,6584,9349,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
544,6585,4673,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
545,6586,253,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
546,6587,9612,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
547,6588,4714,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
548,6589,4702,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
549,6590,10345,60,0,40,"[9,25,4,33,14,15]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
550,6591,9995,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
551,6592,9037,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
552,6593,1182,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
553,6594,5114,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
554,6595,60,0,0,100,"[11,25,4,14,1,38]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
555,6596,3754,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
556,6597,8976,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
557,6598,4517,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
558,6599,2701,0,0,100,"[11,25,4,14,15,2]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
559,6600,7641,0,60,40,"[10,25,4,14,0,15,5,44]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
560,6601,4736,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
561,6602,10199,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
562,6603,9031,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
563,6604,5172,0,0,100,"[11,25,4,3,14,30,15]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
564,6605,4882,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
565,6606,2011,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
566,6607,5141,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
567,6608,2072,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1,25,[1]
568,6609,9356,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2,24,"[0,1]"
569,6610,4573,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2,25,[1]
570,6611,1860,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
571,6612,4585,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
572,6613,2452,0,40,60,"[20,47,11,25,4,5,2]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
573,6614,8246,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
574,6615,8240,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
575,6616,8243,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
576,6617,9116,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
577,6618,1747,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
578,6619,1807,0,0,75,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
579,6620,9146,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
580,6621,9136,0,50,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
581,6622,2907,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
582,6623,4664,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
583,6624,3556,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
584,6625,1037,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
585,6626,1012,60,40,0,"[9,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
586,6627,1002,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
587,6628,1050,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
588,6629,8121,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
589,6630,235,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
590,6631,1840,100,0,0,"[19,12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,25,[1]
591,6632,1081,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
592,6633,4403,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
593,6634,9162,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
594,6635,2495,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
