"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
4413,3921,1,1,"grant_micro","","","Changes the appearance of your equipped ring to the Ring of the Exorcist. Critical Hits from Spells will exorcise the ghosts of your enemies.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",562,"","",""
4414,3922,1,1,"grant_micro","","","Adds the Belt of the Hive Queen skin to your character. Flasks you use cause blood-sucking insects to appear on you.",[],"","Belt Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],562,"","",""
4415,3923,1,1,"grant_micro","","","Attaches the Shavronne's Tome hip attachment to any equipped belt. Identifying items will cause exploding books to appear nearby.",[],"","Hip Attachment","",[],[],0,"",0,"",2,[],[],[],29,[33],562,"","",""
4416,3924,1,1,"grant_micro","","","Adds the Cloak of Elements back attachment to any equipped body armour, which indicates the strength of your Fire, Cold, and Lightning Resistances.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],562,"","",""
4417,3925,1,1,"grant_micro","","","Adds the Soulstunning Weapon Effect to any equipped weapon. Enemies stunned from attacks will have an out-of-body experience.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",562,"","",""
4418,3926,1,1,"grant_micro","","","Your Ice Spear becomes a Void Emperor effect.",[],"","Ice Spear Skin","",[],[],0,"",0,"","",[],[],[],17,[36],484,"","",""
4419,3927,1,1,"grant_micro","","","Your Fire Trap becomes an Oblivion Effect.",[],"","Fire Trap Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],527,"","",""
4420,3928,1,1,"grant_micro","","","Attaches the Corrupted Character Effect to your belt. This effect scales with the amount of corrupted items that you currently have equipped.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],433,"","",""
4421,3948,1,1,"grant_micro","","","Attaches the Bloodsoaked Character Effect to your belt. The more monsters you kill, the more bloodsoaked you become. Type /kills to see the number of monsters you have killed.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],603,"","",""
4422,3929,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Rogue Stalker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4423,3930,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Rogue Stalker Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],586,"","",""
4424,3931,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Rogue Stalker Gloves. Critical strikes cause blades to appear and slice at your enemies.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4425,3932,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Rogue Stalker Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],586,"","",""
4426,3933,1,1,"grant_micro","","","Adds Corpsebloom Footprints to any equipped pair of boots. Flowers spring up from the corpses of nearby slain enemies. ",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],586,"","",""
4427,3934,1,1,"modify_portal_variation","","","This character's portals use the Tentacle Apparition Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],"","","",""
4428,3935,1,1,"grant_micro","","","Adds the Undertaker's Amulet to your character. Replaces the corpses of slain enemies with gravestones.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],586,"","",""
4429,3936,1,1,"grant_micro","","","Your Mana Flask releases a burst of aetheric mana upon activation, then draws in energy from the environment as your mana refills.",[],"","Mana Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",586,"","",""
4430,3937,1,1,"grant_micro","","","Adds the Unstable Explosives Back Attachment to any equipped body armour. Becomes increasingly unstable the lower your life gets and explodes when you die.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4431,3938,1,1,"grant_micro","","","Adds the Tencent Unstable Explosives Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],352,"","",""
4432,3939,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Collector Serpent Shield. Whenever you pick up an item, the serpent darts out to grab it.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],586,"","",""
4433,3940,1,1,"grant_micro","","","Adds the Rogue Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4434,3941,1,1,"grant_micro","","","Adds the Rogue Stalker Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4435,3942,1,1,"grant_micro","","","Adds the Rogue Overseer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4436,3943,1,1,"grant_micro","","","Adds the Knight Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4437,3944,1,1,"grant_micro","","","Adds the Knightmaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4438,3945,1,1,"grant_micro","","","Adds the Knightlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],586,"","",""
4439,3946,1,1,"grant_micro","","","Your Darkness Enthroned becomes a mass of twisting fingers that summons eyes to watch you. Summoned eyes match the Abyss Jewels socketed in it.",[],"","Darkness Enthroned Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],559,"","",""
4440,3947,1,1,"grant_micro","","","Your Farrul's Fur is draped with the bones of a panther, which assume new life when Aspect of the Cat is active and cause your power, frenzy and endurance charges to take on a bestial appearance.",[],"","Farrul's Fur Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],559,"","",""
4441,3949,1,1,"grant_micro","","","Your Cospri's Malice transforms into a twin blade of pure ice that bristles with icicles whenever it triggers a spell, and glows with power if you trigger a spell while channelling.",[],"","Cospri's Malice Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",559,"","",""
4442,3950,1,1,"grant_micro","","","Your Cold Iron Point becomes a rough-hewn dagger of quicksilver, splashing liquid metal onto enemies you hit.",[],"","Cold Iron Point Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",559,"","",""
4443,3951,1,1,"grant_micro","","","Aukuna, the Black Sekhema takes command of your Brutal Restraint Jewel, reaving enemies when you deal a critical strike.",[],"","Brutal Restraint Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],559,"","",""
4444,3952,1,1,"grant_micro","","","Viper Napuatzi takes command of your Glorious Vanity Jewel, helping you draw in power when you recover from being on low life.",[],"","Glorious Vanity Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],559,"","",""
4445,3953,1,1,"grant_micro","","","Queen Hyrri Ngamaku takes command of your Lethal Pride Jewel, dazzling enemies when you stun them.",[],"","Lethal Pride Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],559,"","",""
4446,3954,1,1,"grant_micro","","","Cardinal Sanctus Vox takes command of your Militant Faith Jewel, providing cover when you block.",[],"","Militant Faith Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],559,"","",""
4447,3955,1,1,"grant_micro","","","General Marceus Lioneye takes command of your Elegant Hubris Jewel, firing barrages of arrows when you're on a killing spree.",[],"","Elegant Hubris Skin","",[],[],0,"",0,"",2,[],[],[],27,[35],559,"","",""
4448,3956,1,1,"grant_micro","","","Your Legacy of Fury takes on the appearance of The Black Star's armour, and burns enemies with nebulous flames.",[],"","Legacy Of Fury Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],559,"","",""
4449,3957,1,1,"grant_micro","","","Your Gravebind is imbued with necromantic energy, summoning disembodied hands to ensnare the souls of enemies you kill.",[],"","Gravebind Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],559,"","",""
4450,3958,1,1,"grant_micro","","","Your Magna Eclipsis becomes a votive icon to the sun and moon, and its Elemental Aegis is shrouded by a solar eclipse.",[],"","Magna Eclipsis Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],559,"","",""
4451,3894,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],379,"","",""
4452,3895,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],"","","",""
4453,3896,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],"","","",""
4454,3897,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],"","","",""
4455,3898,1,1,"grant_micro","","","[DNT]",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],"","","",""
4456,3899,1,1,"grant_micro","","","Your Molten Shell becomes a Magmatic Effect.",[],"","Molten Shell Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],379,"","",""
4457,3900,1,1,"grant_micro","","","Your Earthshatter becomes a Molten Effect.",[],"","Earthshatter Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],566,"","",""
4458,3959,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Primal Oshabi's Headdress. Summons a Primal Harvest Apparition when you use an intelligence skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4459,3960,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vivid Oshabi's Headdress. Summons a Vivid Harvest Apparition when you use a dexterity skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4460,3961,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Wild Oshabi's Headdress. Summons a Wild Harvest Apparition when you use a strength skill.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4461,3962,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Gold-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious gold.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],586,"","",""
4462,3963,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Silver-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious silver.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],586,"","",""
4463,3964,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Bronze-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious bronze.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],586,"","",""
4464,3965,1,1,"grant_micro","","","Changes the appearance of your equipped Amulet to the Bismuth-Plated Summoner's Amulet, and turns your minions into living (or dead) constructs made of precious bismuth.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],586,"","",""
4465,3966,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gold Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],602,"","",""
4466,3967,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Silver Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],602,"","",""
4467,3968,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bronze Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],602,"","",""
4468,3969,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Bismuth Treasure Hunter Helmet. Its appearance becomes more impressive based on your item rarity bonus.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],602,"","",""
4469,3970,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Madcap Enchanter's Ring. Imbues your Arcane Surge buff with a madcap effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",586,"","",""
4470,3971,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Void Emperor Enchanter's Ring. Imbues your Onslaught buff with a void emperor effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",586,"","",""
4471,3972,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Sunprism Enchanter's Ring. Imbues your Phasing buff with a sunprism effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",586,"","",""
4472,3973,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Myrmidon Enchanter's Ring. Imbues your Fortification buff with a myrmidon effect.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",586,"","",""
4473,3974,1,1,"grant_micro","","","Adds the Blood-crazed Pyromaniac Weapon Effect to any equipped weapon. A Blood-crazed Pyromaniac spirit possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4474,3975,1,1,"grant_micro","","","Adds the Aberrant-crazed Pyromaniac Weapon Effect to any equipped weapon. An Aberrant Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4475,3976,1,1,"grant_micro","","","Adds the Pyromaniac Weapon Effect to any equipped weapon. A Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4476,3977,1,1,"grant_micro","","","Adds the Zealous Pyromaniac Weapon Effect to any equipped weapon. A Zealous Pyromaniac spirit  possesses your weapon, offering commentary and advice based on your actions.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",586,"","",""
4477,3978,1,1,"grant_micro","","","Your Boneshatter becomes a Celestial Effect.",[],"","Boneshatter Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],363,"","",""
4478,3979,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Poisonous Torturer's Gloves. Poisons you inflict cover enemies in black tar.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4479,3980,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Burning Torturer's Gloves. Ignites you inflict take on a demonic appearance.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4480,3981,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Freezing Torturer's Gloves. Chills and Freezes you inflict encase enemies in crystals.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4481,3982,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Shocking Torturer's Gloves. Shocks you inflict are applied by orbiting void spirits.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4482,3983,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Bloodsoaked Torturer's Gloves. Bleeds you inflict run enemies through with bloodsoaked spikes.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],586,"","",""
4483,3984,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Topaz Crystalarium Boots. Topaz crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],451,"","",""
4484,3985,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Quartz Crystalarium Boots. Quartz crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],451,"","",""
4485,3986,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ruby Crystalarium Boots. Ruby crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],451,"","",""
4486,3987,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Amethyst Crystalarium Boots.  Amethyst crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],451,"","",""
4487,3988,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sapphire Crystalarium Boots. Sapphire crystals slowly encase you when you are stationary.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],451,"","",""
4488,3989,1,1,"grant_micro","","","Adds the Demonic Fireworks Back Attachment to any equipped body armour. Launches demonic fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4489,3990,1,1,"grant_micro","","","Adds the Divine Fireworks Back Attachment to any equipped body armour. Launches divine fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4490,3991,1,1,"grant_micro","","","Adds the Harlequin Fireworks Back Attachment to any equipped body armour. Launches harlequin fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4491,3992,1,1,"grant_micro","","","Adds the Celestial Fireworks Back Attachment to any equipped body armour. Launches celestial fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4492,3993,1,1,"grant_micro","","","Adds the Sunprism Fireworks Back Attachment to any equipped body armour. Launches sunprism fireworks into the air when you slay a unique enemy, and when you are killed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4493,3994,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Gold-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4494,3995,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Violet-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4495,3996,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Emerald-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4496,3997,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Azure-plumed Glorious Helmet. This helmet glows more brightly as your kill streak lengthens, culminating in a ray of light from the heavens.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],586,"","",""
4497,3998,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",586,"","",""
4498,3999,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Bloodcaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a bloodcaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",586,"","",""
4499,4000,1,1,"grant_micro","","","Changes the appearance of any equipped life flask to the Verdant Raincaller Life Flask, which visually improves the higher the level of flask you have equipped. Adds a verdant raincaller effect to your character when recovering life from the equipped life flask.",[],"","Life Flask Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",586,"","",""
4500,4001,1,1,"grant_micro","","","Adds the Gold-plated Dovecaller Wings to any equipped body armour, causing you to discover gold doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4501,4002,1,1,"grant_micro","","","Adds the Silver-plated Dovecaller Wings to any equipped body armour, causing you to discover silver doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4502,4003,1,1,"grant_micro","","","Adds the Bronze-plated Dovecaller Wings to any equipped body armour, causing you to discover bronze doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4503,4004,1,1,"grant_micro","","","Adds the Bismuth-plated Dovecaller Wings to any equipped body armour, causing you to discover bismuth doves inside chest and barrels.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],586,"","",""
4504,4005,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Defiled Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",586,"","",""
4505,4006,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Eternal Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",586,"","",""
4506,4007,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Cleansed Revelation Blade",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",586,"","",""
4507,4008,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Mist Helmet. Mist spirits spawn around you and are absorbed into your helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],567,"","",""
4508,4009,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Mist Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],567,"","",""
4509,4010,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Mist Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],567,"","",""
4510,4011,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Mist Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],567,"","",""
4511,4012,1,1,"grant_micro","","","Adds the Mist Wings back attachment to any equipped body armour. The wings leave trails of mist that are longer the higher your movement speed.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],567,"","",""
4512,4013,1,1,"grant_micro","","","Adds the Mist Weapon Effect to any equipped weapon. Mist bursts out of rare enemies you kill.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",567,"","",""
4513,4014,1,1,"grant_micro","","","Adds the Mist Weapon Effect II to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",567,"","",""
4514,4015,1,1,"grant_micro","","","Adds the Mist Weapon Effect III to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",3,[],[],[],2,"[2,5]",567,"","",""
4515,4016,1,1,"grant_micro","","","Attaches the Mist Character Effect to your belt. Mist spurts from you when you are hit.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],567,"","",""
4516,4017,1,1,"grant_micro","","","Adds Mist Footprints to any equipped pair of boots. Leave pools of mist in your wake that disperse when an enemy steps on them.",[],"","Boots Modifier","",[],[],0,"",0,"",2,[],[],[],10,[13],567,"","",""
4517,4018,1,1,"grant_micro","","","This character's portals use the Mist Portal Effect. It has different effects depending on whether the portal leads to an outdoor or indoor area, or a town or hideout.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],567,"","",""
4518,4019,1,1,"grant_micro","","","Adds the Tencent Streamer Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],379,"","",""
4519,4020,1,1,"grant_micro","","","Adds the Botanist's Enduring back attachment to any equipped body armour. Endurance Charges attach to a tree that just so happens to be growing out of your back.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],451,"","",""
4520,4021,1,1,"grant_micro","","","Adds the Botanist's Frenzied back attachment to any equipped body armour. Frenzy Charges attach to a tree that just so happens to be growing out of your back.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],451,"","",""
4521,4022,1,1,"grant_micro","","","Adds the Botanist's Powerful back attachment to any equipped body armour. Power Charges attach to a tree that just so happens to be growing out of your back.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],451,"","",""
4522,4023,1,1,"grant_micro","","","[DNT]",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],425,"","",""
4523,4024,1,1,"grant_micro","","","[DNT]",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],425,"","",""
4524,4025,1,1,"grant_micro","","","[DNT]",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],425,"","",""
4525,4026,1,1,"grant_micro","","","[DNT]",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],425,"","",""
4526,4028,1,1,"grant_micro","","","Your Galvanic Field becomes a Celestial Effect.",[],"","Galvanic Field Skin","",[],[],0,"",0,"","",[],[],[],17,[36],363,"","",""
4527,4029,1,1,"grant_micro","","","Your Lightning Conduit becomes a Celestial Effect.",[],"","Lightning Conduit Skin","",[],[],0,"",0,"","",[],[],[],17,[36],363,"","",""
4528,4030,1,1,"grant_micro","","","Your Alchemist's Mark becomes a Sunprism Effect.",[],"","Alchemist's Mark Skin","",[],[],0,"",0,"","",[],[],[],17,[36],471,"","",""
4529,4031,1,1,"grant_micro","","","Your Lightning Conduit becomes an Automaton Effect.",[],"","Lightning Conduit Skin","",[],[],0,"",0,"","",[],[],[],17,[36],411,"","",""
4530,4032,1,1,"grant_micro","","","Your Lightning Tendrils becomes an Automaton Effect.",[],"","Lightning Tendrils Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],411,"","",""
4531,4033,1,1,"grant_micro","","","Your Galvanic Field becomes an Automaton Effect.",[],"","Galvanic Field Skin","",[],[],0,"",0,"","",[],[],[],17,[36],411,"","",""
4532,4034,1,1,"grant_micro","","","Your Cobra Lash becomes an Illusionist Effect.",[],"","Cobra Lash Skin","",[],[],0,"",0,"","",[],[],[],17,[36],478,"","",""
4533,4035,1,1,"grant_micro","","","Your Whirling Blades becomes an Illusionist Effect.",[],"","Whirling Blades Skin","",[],[],0,"",0,"","",[],[],[],17,[36],478,"","",""
4534,4036,1,1,"grant_micro","","","Your Caustic Arrow becomes an Oblivion Effect.",[],"","Caustic Arrow Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],527,"","",""
4535,4037,1,1,"grant_micro","","","Your Kinetic Blast becomes a Heritage Effect.",[],"","Kinetic Blast Skin","",[],[],0,"",0,"","",[],[],[],17,[36],550,"","",""
4536,4038,1,1,"grant_micro","","","Your Venom Gyre becomes an Illusionist Effect.",[],"","Venom Gyre Skin","",[],[],0,"",0,"","",[],[],[],17,[36],478,"","",""
4537,4039,1,1,"grant_micro","","","Your Righteous Fire becomes a Transcendence Effect, which changes based on your percentage of current life.",[],"","Righteous Fire Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"","",""
4538,4041,1,1,"grant_micro","","","Your Volley or Greater Volley becomes a Cannonade Effect.",[],"","Volley Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],427,"","",""
4539,4040,1,1,"grant_micro","","","Your Spell or Ballista totem becomes a Ghastly Mariner's totem.",[],"","Totem Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],427,"","",""
