"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
6035,"Metadata/Items/Gems/SkillGemBloodRage",18,1,1,"Blood Rage","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8358,815075007,[8659],"","","",[],[],"","","","","","","",[]
6036,"Metadata/Items/Gems/SkillGemIcefire",18,1,1,"Icefire","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],34,0,8359,-1509277672,[8659],"","","",[],[],"","","","","","","",[]
6037,"Metadata/Items/Gems/SkillGemIgnite",18,1,1,"Ignite","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],34,0,8359,1757033866,[8659],"","","",[],[],"","","","","","","",[]
6038,"Metadata/Items/Gems/SkillGemRighteousFire",18,1,1,"Righteous Fire","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8360,1102292013,[8659],"","","",[],[],"","","","","","","",[]
6039,"Metadata/Items/Gems/SkillGemFireWeapon",18,1,1,"Fire Weapon","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],34,0,8361,405624599,[8659],"","","",[],[],"","","","","","","",[]
6040,"Metadata/Items/Gems/SkillGemDischarge",18,1,1,"Discharge","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8362,-1817624335,[8659],"","","",[],[],"","","","","","","",[]
6041,"Metadata/Items/Gems/SkillGemPortal",18,1,1,"Portal","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[167],34,1,8363,1278406382,[8659],"","","",[],[],"","","","","","","",[]
6042,"Metadata/Items/Gems/SupportGemReducedMana",19,1,1,"Inspiration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8364,282207976,[],"","","",[],[],"","","","","","","",[]
6043,"Metadata/Items/Gems/SupportGemIncreasedCriticalStrikes",19,1,1,"Increased Critical Strikes Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8365,-896806134,[],"","","",[],[],"","","","","","","",[]
6044,"Metadata/Items/Gems/SupportGemIncreasedCriticalDamage",19,1,1,"Increased Critical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8366,191534163,[],"","","",[],[],"","","","","","","",[]
6045,"Metadata/Items/Gems/SupportGemKnockback",19,1,1,"Knockback Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8367,2003102433,[],"","","",[],[],"","","","","","","",[]
6046,"Metadata/Items/Gems/SupportGemLifeLeech",19,1,1,"Life Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8368,-1483752359,[],"","","",[],[],"","","","","","","",[]
6047,"Metadata/Items/Gems/SupportGemManaLeech",19,1,1,"Mana Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8369,1236685577,[],"","","",[],[],"","","","","","","",[]
6048,"Metadata/Items/Gems/SupportGemAddedChaosDamage",19,1,1,"Added Chaos Damage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8370,1826945816,[],"","","",[],[],"","","","","","","",[]
6049,"Metadata/Items/Gems/SkillGemRiptide",18,1,1,"Riptide","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,0,8374,-658046603,[8659],"","","",[],[],"","","","","","","",[]
6050,"Metadata/Items/Gems/SkillGemBackstab",18,1,1,"Backstab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],34,0,8371,266269525,[8659],"","","",[],[],"","","","","","","",[]
6051,"Metadata/Items/Gems/SkillGemFlickerStrike",18,1,1,"Flicker Strike","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8372,773581517,[8659],"","","",[],[],"","","","","","","",[]
6052,"Metadata/Items/Gems/SkillGemSpark",18,1,1,"Spark","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8374,-1878194376,[8659],"","","",[],[],"","","","","","","",[]
6053,"Metadata/Items/Gems/SupportGemStun",19,1,1,"Stun Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8375,-916567998,[],"","","",[],[],"","","","","","","",[]
6054,"Metadata/Items/Gems/SkillGemIceSpear",18,1,1,"Ice Spear","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8376,879023255,[8659],"","","",[],[],"","","","","","","",[]
6055,"Metadata/Items/Gems/SupportGemPierce",19,1,1,"Pierce Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"","[300,301]",34,1,8377,-278410088,[],"","","",[],[],"","","","","","","",[]
6056,"Metadata/Items/Gems/SupportGemTrap",19,1,1,"Trap Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8378,865602902,[],"","","",[],[],"","","","","","","",[]
6057,"Metadata/Items/Gems/SkillGemRaiseSpectre",18,1,1,"Raise Spectre","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8379,-1652774927,[8659],"","","",[],[],"","","","","","","",[]
6058,"Metadata/Items/Gems/SkillGemInfernalBlow",18,1,1,"Infernal Blow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"","[300,301]",34,1,8380,-1010631190,[8659],"","","",[],[],"","","","","","","",[]
6059,"Metadata/Items/Gems/SkillGemGlacialHammer",18,1,1,"Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8381,617845424,[8659],"","","",[],[],"","","","","","","",[]
6060,"Metadata/Items/Gems/SkillGemFrostWall",18,1,1,"Frost Wall","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8382,-1166507702,[8659],"","","",[],[],"","","","","","","",[]
6061,"Metadata/Items/Gems/SkillGemFreezingPulse",18,1,1,"Freezing Pulse","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8383,-1558174754,[8659],"","","",[],[],"","","","","","","",[]
6062,"Metadata/Items/Gems/SkillGemShockNova",18,1,1,"Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8384,868566376,[8659],"","","",[],[],"","","","","","","",[]
6063,"Metadata/Items/Gems/SkillGemNewShockNova",18,1,1,"New Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,0,8384,1294723236,[8659],"","","",[],[],"","","","","","","",[]
6064,"Metadata/Items/Gems/SkillGemViperStrike",18,1,1,"Viper Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8385,-781791514,[8659],"","","",[],[],"","","","","","","",[]
6065,"Metadata/Items/Gems/SkillGemNewPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,0,8386,584783701,[8659],"","","",[],[],"","","","","","","",[]
6066,"Metadata/Items/Gems/SkillGemPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],34,1,8386,211761901,[8659],"","","",[],[],"","","","","","","",[]
6067,"Metadata/Items/Gems/SupportGemMeleePhysicalDamage",19,1,1,"Melee Physical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8387,-668720944,[],"","","",[],[],"","","","","","","",[]
6068,"Metadata/Items/Gems/SupportGemItemQuantity",19,1,1,"Item Quantity Support","Metadata/Items/Gems/SupportSkillGem",24,"",[],1,"",[],34,0,8388,-701546538,[],"","","",[],[],"","","","","","","",[]
6069,"Metadata/Items/Gems/SupportGemItemRarity",19,1,1,"Item Rarity Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8389,1787283513,[],"","","",[],[],"","","","","","","",[]
6070,"Metadata/Items/Gems/SupportGemFasterCast",19,1,1,"Faster Casting Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8390,1255849548,[],"","","",[],[],"","","","","","","",[]
6071,"Metadata/Items/Gems/SkillGemExplosiveArrow",18,1,1,"Explosive Arrow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8391,1108527989,[8659],"","","",[],[],"","","","","","","",[]
6072,"Metadata/Items/Gems/SkillGemTemporalChains",18,1,1,"Temporal Chains","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8392,505190680,[8659],"","","",[],[],"","","","","","","",[]
6073,"Metadata/Items/Gems/SkillGemElementalWeakness",18,1,1,"Elemental Weakness","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8393,-1906058393,[8659],"","","",[],[],"","","","","","","",[]
6074,"Metadata/Items/Gems/SkillGemWarlordsMark",18,1,1,"Warlord's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8394,-2104144072,[8659],"","","",[],[],"","","","","","","",[]
6075,"Metadata/Items/Gems/SkillGemPunishment",18,1,1,"Punishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8395,317574570,[8659],"","","",[],[],"","","","","","","",[]
6076,"Metadata/Items/Gems/SkillGemNewPunishment",18,1,1,"NewPunishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,0,8395,1403451098,[8659],"","","",[],[],"","","","","","","",[]
6077,"Metadata/Items/Gems/SkillGemEnfeeble",18,1,1,"Enfeeble","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8396,-1068814846,[8659],"","","",[],[],"","","","","","","",[]
6078,"Metadata/Items/Gems/SkillGemCriticalWeakness",18,1,1,"Assassin's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8397,958476920,[8659],"","","",[],[],"","","","","","","",[]
6079,"Metadata/Items/Gems/SkillGemProjectileWeakness",18,1,1,"Sniper's Mark","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],34,1,8398,507775891,[8659],"","","",[],[],"","","","","","","",[]
6080,"Metadata/Items/Gems/SkillGemVulnerability",18,1,1,"Despair","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8948,-1076010191,[8659],"","","",[],[],"","","","","","","",[]
6081,"Metadata/Items/Gems/SkillGemLightningWarp",18,1,1,"Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8400,-1787957580,[8659],"","","",[],[],"","","","","","","",[]
6082,"Metadata/Items/Gems/SkillGemSummonSkeletons",18,1,1,"Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8401,1231862070,[8659],"","","",[],[],"","","","","","","",[]
6083,"Metadata/Items/Gems/SkillGemSummonSkeletonsChannelled",18,1,1,"Summon Skeletons Channelled","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,0,8401,-1286386821,[8659],"","","",[],[],"","","","","","","",[]
6084,"Metadata/Items/Gems/SkillGemRiposte",18,1,1,"Riposte","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8561,-1083900797,[8659],"","","",[],[],"","","","","","","",[]
6085,"Metadata/Items/Gems/SkillGemVengeance",18,1,1,"Vengeance","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8563,-759882649,[8659],"","","",[],[],"","","","","","","",[]
6086,"Metadata/Items/Gems/SkillGemReckoning",18,1,1,"Reckoning","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8562,1284388492,[8659],"","","",[],[],"","","","","","","",[]
6087,"Metadata/Items/Gems/SkillGemHeavyStrike",18,1,1,"Heavy Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8402,-1936054028,[8659],"","","",[],[],"","","","","","","",[]
6088,"Metadata/Items/Gems/SkillGemDominatingBlow",18,1,1,"Dominating Blow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8403,2062977537,[8659],"","","",[],[],"","","","","","","",[]
6089,"Metadata/Items/Gems/SkillGemRainOfArrows",18,1,1,"Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8405,-625760918,[8659],"","","",[],[],"","","","","","","",[]
6090,"Metadata/Items/Gems/SupportGemConcentratedEffect",19,1,1,"Concentrated Effect Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8406,-1723087139,[],"","","",[],[],"","","","","","","",[]
6091,"Metadata/Items/Gems/SupportGemMinionDamage",19,1,1,"Minion Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8407,344293939,[],"","","",[],[],"","","","","","","",[]
6092,"Metadata/Items/Gems/SupportGemIncreasedDuration",19,1,1,"Increased Duration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8408,48249346,[],"","","",[],[],"","","","","","","",[]
6093,"Metadata/Items/Gems/SupportGemColdToFire",19,1,1,"Cold to Fire Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8409,-304953383,[],"","","",[],[],"","","","","","","",[]
6094,"Metadata/Items/Gems/SupportGemChanceToIgnite",19,1,1,"Combustion Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8410,-806118763,[],"","","",[],[],"","","","","","","",[]
6095,"Metadata/Items/Gems/SupportGemMinionSpeed",19,1,1,"Minion Speed Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8411,695144847,[],"","","",[],[],"","","","","","","",[]
6096,"Metadata/Items/Gems/SupportGemMinionLife",19,1,1,"Minion Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8412,1181489488,[],"","","",[],[],"","","","","","","",[]
6097,"Metadata/Items/Gems/SupportGemWeaponElementalDamage",19,1,1,"Elemental Damage with Attacks Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8413,638399684,[],"","","",[],[],"","","","","","","",[]
6098,"Metadata/Items/Gems/SupportGemBloodlust",19,1,1,"Bloodlust Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8572,2069099215,[],"","","",[],[],"","","","","","","",[]
6099,"Metadata/Items/Gems/SupportGemLifeGainOnHit",19,1,1,"Life Gain on Hit Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8414,763543857,[],"","","",[],[],"","","","","","","",[]
6100,"Metadata/Items/Gems/SkillGemFirestorm",18,1,1,"Firestorm","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8415,1881441534,[8659],"","","",[],[],"","","","","","","",[]
6101,"Metadata/Items/Gems/SkillGemLightningStrike",18,1,1,"Lightning Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8417,-452350841,[8659],"","","",[],[],"","","","","","","",[]
6102,"Metadata/Items/Gems/SkillGemTempestShield",18,1,1,"Tempest Shield","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8418,2009865380,[8659],"","","",[],[],"","","","","","","",[]
6103,"Metadata/Items/Gems/SkillGemMoltenShell",18,1,1,"Molten Shell","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8419,-476892377,[8659],"","","",[],[],"","","","","","","",[]
6104,"Metadata/Items/Gems/SkillGemPowerSiphon",18,1,1,"Power Siphon","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8420,1433614362,[8659],"","","",[],[],"","","","","","","",[]
6105,"Metadata/Items/Gems/SkillGemPuncture",18,1,1,"Puncture","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8421,225483396,[8659],"","","",[],[],"","","","","","","",[]
6106,"Metadata/Items/Gems/SkillGemLightningArrow",18,1,1,"Lightning Arrow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8422,409249884,[8659],"","","",[],[],"","","","","","","",[]
6107,"Metadata/Items/Gems/SkillGemArc",18,1,1,"Arc","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8424,145505486,[8659],"","","",[],[],"","","","","","","",[]
6108,"Metadata/Items/Gems/SkillGemHaste",18,1,1,"Haste","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8425,135101181,[8659],"","","",[],[],"","","","","","","",[]
6109,"Metadata/Items/Gems/SkillGemPurity",18,1,1,"Purity of Elements","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8426,-41339104,[8659],"","","",[],[],"","","","","","","",[]
6110,"Metadata/Items/Gems/SkillGemVitality",18,1,1,"Vitality","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8427,465890946,[8659],"","","",[],[],"","","","","","","",[]
6111,"Metadata/Items/Gems/SkillGemDiscipline",18,1,1,"Discipline","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8428,808462386,[8659],"","","",[],[],"","","","","","","",[]
6112,"Metadata/Items/Gems/SkillGemGrace",18,1,1,"Grace","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8429,1213024779,[8659],"","","",[],[],"","","","","","","",[]
6113,"Metadata/Items/Gems/SkillGemDetermination",18,1,1,"Determination","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8430,-309896541,[8659],"","","",[],[],"","","","","","","",[]
6114,"Metadata/Items/Gems/SkillGemAnger",18,1,1,"Anger","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8431,-620170849,[8659],"","","",[],[],"","","","","","","",[]
6115,"Metadata/Items/Gems/SkillGemHatred",18,1,1,"Hatred","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8432,877526456,[8659],"","","",[],[],"","","","","","","",[]
6116,"Metadata/Items/Gems/SkillGemWrath",18,1,1,"Wrath","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8433,1850991442,[8659],"","","",[],[],"","","","","","","",[]
6117,"Metadata/Items/Gems/SkillGemBurningArrow",18,1,1,"Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8434,400559371,[8659],"","","",[],[],"","","","","","","",[]
6118,"Metadata/Items/Gems/SupportGemElementalProliferation",19,1,1,"Elemental Proliferation Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"","[300,301]",34,1,8435,1666671509,[],"","","",[],[],"","","","","","","",[]
6119,"Metadata/Items/Gems/SupportGemBloodMagic",19,1,1,"Arrogance Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8436,-265123344,[],"","","",[],[],"","","","","","","",[]
6120,"Metadata/Items/Gems/SkillGemClarity",18,1,1,"Clarity","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],34,1,8437,-810692912,[8659],"","","",[],[],"","","","","","","",[]
6121,"Metadata/Items/Gems/SupportGemCastLinkedCursesOnCurse",19,1,1,"WIP Support","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],34,0,8435,54803656,[],"","","",[],[],"","","","","","","",[]
6122,"Metadata/Items/Gems/SupportGemCullingStrike",19,1,1,"Culling Strike Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8439,-948099958,[],"","","",[],[],"","","","","","","",[]
6123,"Metadata/Items/Gems/SupportGemPointBlank",19,1,1,"Point Blank Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8440,910857224,[],"","","",[],[],"","","","","","","",[]
6124,"Metadata/Items/Gems/SupportGemIronGrip",19,1,1,"Iron Grip Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8441,1332031472,[],"","","",[],[],"","","","","","","",[]
6125,"Metadata/Items/Gems/SupportGemIronWill",19,1,1,"Iron Will Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8442,-921112832,[],"","","",[],[],"","","","","","","",[]
6126,"Metadata/Items/Gems/SupportGemMeleeDamageOnFullLife",19,1,1,"Damage on Full Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],34,1,8443,-1573741506,[],"","","",[],[],"","","","","","","",[]
6127,"Metadata/Items/Gems/SupportGemSpellTotem",19,1,1,"Spell Totem Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8444,1342846117,[],"","","",[],[],"","","","","","","",[]
6128,"Metadata/Items/Gems/SupportGemRemoteMine",19,1,1,"Blastchain Mine Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8445,1874477201,[],"","","",[],[],"","","","","","","",[]
6129,"Metadata/Items/Gems/SkillGemShockwaveTotem",18,1,1,"Shockwave Totem","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8447,1169161186,[8659],"","","",[],[],"","","","","","","",[]
6130,"Metadata/Items/Gems/SkillGemRejuvenationTotem",18,1,1,"Rejuvenation Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8448,134836667,[8659],"","","",[],[],"","","","","","","",[]
6131,"Metadata/Items/Gems/SkillGemFreezeMine",18,1,1,"Icicle Mine","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8668,72254407,[8659],"","","",[],[],"","","","","","","",[]
6132,"Metadata/Items/Gems/SkillGemConversionTrap",18,1,1,"Conversion Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8451,-1092642129,[8659],"","","",[],[],"","","","","","","",[]
6133,"Metadata/Items/Gems/SkillGemBearTrap",18,1,1,"Bear Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8452,-472636035,[8659],"","","",[],[],"","","","","","","",[]
6134,"Metadata/Items/Gems/SupportGemChanceToFlee",19,1,1,"Chance to Flee Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[],34,1,8453,-1662185157,[],"","","",[],[],"","","","","","","",[]
6135,"Metadata/Items/Gems/SkillGemFireTrap",18,1,1,"Fire Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8454,-1416750831,[8659],"","","",[],[],"","","","","","","",[]
6136,"Metadata/Items/Gems/SkillGemDecoyTotem",18,1,1,"Decoy Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8455,-41584700,[8659],"","","",[],[],"","","","","","","",[]
6137,"Metadata/Items/Gems/SkillGemDevouringTotem",18,1,1,"Devouring Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8456,-1571637849,[8659],"","","",[],[],"","","","","","","",[]
6138,"Metadata/Items/Gems/SkillGemEtherealKnives",18,1,1,"Ethereal Knives","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",34,1,8457,470354415,[8659],"","","",[],[],"","","","","","","",[]
6139,"Metadata/Items/Gems/SkillGemNewArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,0,8458,-860214424,[8659],"","","",[],[],"","","","","","","",[]
6140,"Metadata/Items/Gems/SkillGemArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],34,1,8458,-539797454,[8659],"","","",[],[],"","","","","","","",[]
6141,"Metadata/Items/Gems/SkillGemVaalArcticArmour",18,1,1,"Vaal Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],34,1,8459,2062609148,[],"","","",[],[],"","","","","","","",[]
6142,"Metadata/Items/Gems/SkillGemFlameTotem",18,1,1,"Holy Flame Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],34,1,8460,872588206,[8659],"","","",[],[],"","","","","","","",[]
6143,"Metadata/Items/Gems/SupportGemBlind",19,1,1,"Blind Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8461,1221753837,[],"","","",[],[],"","","","","","","",[]
6144,"Metadata/Items/Gems/SupportGemRangedAttackTotem",19,1,1,"Ballista Totem Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],34,1,8462,379055421,[],"","","",[],[],"","","","","","","",[]
6145,"Metadata/Items/Gems/SupportGemFirePenetration",19,1,1,"Fire Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8463,-918570335,[],"","","",[],[],"","","","","","","",[]
6146,"Metadata/Items/Gems/SupportGemColdPenetration",19,1,1,"Cold Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8464,1660360583,[],"","","",[],[],"","","","","","","",[]
6147,"Metadata/Items/Gems/SupportGemLightningPenetration",19,1,1,"Lightning Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8465,-1046210064,[],"","","",[],[],"","","","","","","",[]
6148,"Metadata/Items/Gems/SupportGemElementalPenetration",19,1,1,"Elemental Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[33],34,1,8466,-32425039,[],"","","",[],[],"","","","","","","",[]
6149,"Metadata/Items/Gems/SupportGemChain",19,1,1,"Chain Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8467,-1994874918,[],"","","",[],[],"","","","","","","",[]
6150,"Metadata/Items/Gems/SupportGemSplit",19,1,1,"Split Projectiles Support","Metadata/Items/Gems/SupportSkillGem",24,"",[],1,"",[],34,0,8468,1504032062,[],"","","",[],[],"","","","","","","",[]
6151,"Metadata/Items/Gems/SupportGemFork",19,1,1,"Fork Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],34,1,8469,1584251003,[],"","","",[],[],"","","","","","","",[]
6152,"Metadata/Items/Gems/SupportGemReturningProjectiles",19,1,1,"Returning Projectiles Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8470,-1952312432,[],"","","",[],[],"","","","","","","",[]
6153,"Metadata/Items/Gems/SkillGemFlammability",18,1,1,"Flammability","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8471,-639552884,[8659],"","","",[],[],"","","","","","","",[]
6154,"Metadata/Items/Gems/SkillGemFrostbite",18,1,1,"Frostbite","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8472,676928133,[8659],"","","",[],[],"","","","","","","",[]
6155,"Metadata/Items/Gems/SkillGemConductivity",18,1,1,"Conductivity","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],34,1,8478,-860740219,[8659],"","","",[],[],"","","","","","","",[]
6156,"Metadata/Items/Gems/SkillGemIncinerate",18,1,1,"Incinerate","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],34,1,8920,613395827,[8659],"","","",[],[],"","","","","","","",[]
6157,"Metadata/Items/Gems/SkillGemCyclone",18,1,1,"Cyclone","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],34,1,8921,1105605971,[8659],"","","",[],[],"","","","","","","",[]
6158,"Metadata/Items/Gems/SupportGemMultistrike",19,1,1,"Multistrike Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],34,1,8473,646275157,[],"","","",[],[],"","","","","","","",[]
