"rownum","Id","ARMFiles","Script","[rid]","Stats","StatsValues","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Type","WorldArea","Icon","i32","MinLevel","rid","bool","ExtraStats","ExtraStatsValues","ReminderText (English)","ReminderText (French)","ReminderText (German)","ReminderText (Japanese)","ReminderText (Korean)","ReminderText (Portuguese)","ReminderText (Russian)","ReminderText (Spanish)","ReminderText (Thai)","ReminderText (Traditional Chinese)","TextAudio","rid","bool"
78,"Expedition2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_expedition.arm""]","",[],[],[],"Contains foes from the Black Scythe Mercenaries","Contient des adversaires appartenant aux Mercenaires de la Faux noire","Enthält Gegner von den Söldnern der Schwarzen Sense","黒い鎌の傭兵団が遣わした敵が出現する","검은 낫 용병단에 속한 적 등장","Contém inimigos dos Mercenários da Foice Negra","Содержит врагов из наёмников Чёрной косы","Contiene enemigos de los mercenarios de la Guadaña negra","มีศัตรูจาก กลุ่มทหารรับจ้างเคียวดำ","含有來自黑鐮傭兵的敵人","Reflection of the Black Scythe","Reflet de la Faux noire","Spiegelung der Schwarzen Sense","黒い鎌の鏡像","검은 낫의 투영","Reflexo da Foice Negra","Отражение Чёрной косы","Reflejo de la guadaña negra","ภาพสะท้อนแห่งเคียวดำ","黑暗血鐮映像",3,1809,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconExpedition",2,68,21,"",[14618],[25],"(Difficulty scales quantity of Artifacts dropped by Monsters)","(La difficulté amplifie la quantité d'Artéfacts cédés par les monstres)","(Die Schwierigkeit skaliert die Menge fallen gelassener Artefakte von Monstern)","(難易度はモンスターがドロップするアーティファクトの数量をスケールする)","(난이도에 따라 몬스터가 떨어뜨리는 유물의 수량 증감)","(A dificuldade escalona a quantidade de Artefatos derrubados por Monstros)","(Сложность повышает количество выпадающих из монстров артефактов)","(La dificultad aumenta la cantidad de artefactos que arrojan los monstruos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ โบราณวัตถุ ที่​ดรอป​จาก​มอนสเตอร์)","( 難度調整怪物掉落的文物數量 )",13801,13800,1
79,"Expedition3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_expedition.arm""]","",[],[],[],"Contains foes from the Order of the Chalice","Contient des adversaires appartenant à l'Ordre du Calice","Enthält Gegner vom Orden des Kelches","杯の教団が遣わした敵が出現する","성배단에 속한 적 등장","Contém inimigos da Ordem do Cálice","Содержит врагов из Ордена Чаши","Contiene enemigos de la Orden del cáliz","มีศัตรูจาก ภาคีแห่งถ้วยจอก","含有來自聖杯之序的敵人","Reflection of the Chalice","Reflet du Calice","Spiegelung des Kelches","杯の鏡像","성배의 투영","Reflexo do Cálice","Отражение Чаши","Reflejo del cáliz","ภาพสะท้อนแห่งถ้วยจอก","聖杯映像",3,1810,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconExpedition",2,68,21,"",[14618],[25],"(Difficulty scales quantity of Artifacts dropped by Monsters)","(La difficulté amplifie la quantité d'Artéfacts cédés par les monstres)","(Die Schwierigkeit skaliert die Menge fallen gelassener Artefakte von Monstern)","(難易度はモンスターがドロップするアーティファクトの数量をスケールする)","(난이도에 따라 몬스터가 떨어뜨리는 유물의 수량 증감)","(A dificuldade escalona a quantidade de Artefatos derrubados por Monstros)","(Сложность повышает количество выпадающих из монстров артефактов)","(La dificultad aumenta la cantidad de artefactos que arrojan los monstruos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ โบราณวัตถุ ที่​ดรอป​จาก​มอนสเตอร์)","( 難度調整怪物掉落的文物數量 )",13801,13800,1
80,"Expedition4","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_expedition.arm""]","",[],[],[],"Contains foes from the Knights of the Sun","Contient des adversaires appartenant aux Chevaliers du Soleil","Enthält Gegner von den Rittern der Sonne","太陽の騎士団が遣わした敵が出現する","태양의 기사단에 속한 적 등장","Contém inimigos dos Cavaleiros do Sol","Содержит врагов из Рыцарей Солнца","Contiene enemigos de los Caballeros del sol","มีศัตรูจาก กองอัศวินแห่งดวงตะวัน","含有來自豔陽騎士的敵人","Reflection of the Sun","Reflet du Soleil","Spiegelung der Sonne","太陽の鏡像","태양의 투영","Reflexo do Sol","Отражение Солнца","Reflejo del sol","ภาพสะท้อนแห่งดวงตะวัน","豔陽映像",3,1811,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconExpedition",3,68,21,"",[14618],[25],"(Difficulty scales quantity of Artifacts dropped by Monsters)","(La difficulté amplifie la quantité d'Artéfacts cédés par les monstres)","(Die Schwierigkeit skaliert die Menge fallen gelassener Artefakte von Monstern)","(難易度はモンスターがドロップするアーティファクトの数量をスケールする)","(난이도에 따라 몬스터가 떨어뜨리는 유물의 수량 증감)","(A dificuldade escalona a quantidade de Artefatos derrubados por Monstros)","(Сложность повышает количество выпадающих из монстров артефактов)","(La dificultad aumenta la cantidad de artefactos que arrojan los monstruos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ โบราณวัตถุ ที่​ดรอป​จาก​มอนสเตอร์)","( 難度調整怪物掉落的文物數量 )",13801,13800,1
81,"Legion1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_legion.arm""]","",[],[13508],[100],"Contains an additional Legion Encounter\r\nLegion Encounter has 100% increased Duration","Contient une rencontre de Légions supplémentaire\r\nLa rencontre de Légions a 100% d'Augmentation de durée","Enthält eine zusätzliche Legion-Begegnung\r\nLegion-Begegnung hat 100% verlängerte Dauer","リージョンエンカウンターが1個追加される\r\nリージョンエンカウンターの持続時間が100%増加する","군단 인카운터 1개 추가 등장\r\n군단 인카운터의 지속시간 100% 증가","Contém um Encontro Legion adicional\r\nEncontros Legion têm Duração aumentada em 100%","Содержит дополнительную схватку Легионов\r\n100% увеличение длительности схватки с Легионом","Contiene un encuentro de Legion adicional\r\nEl encuentro de Legion tiene su duración aumentada un 100%","มี การเผชิญหน้ากองพัน เพิ่มเติม 1 แห่ง\r\nการเผชิญหน้ากองพัน มีระยะเวลา เพิ่มขึ้น 100%","含有 1 個額外戰亂事件\r\n戰亂事件增加 100% 持續時間","Reflection of Legion","Reflet d'une Légion","Spiegelung der Legion","リージョンの鏡像","군단의 투영","Reflexo da Legião","Отражение Легиона","Reflejo de legión","ภาพสะท้อนแห่งกองพัน","戰亂映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconLegion",1,68,22,"",[15898],[15],"(Difficulty scales quantity of Splinters found from Legion Encounters)","(La difficulté amplifie la quantité d'Esquilles trouvées lors des rencontres de Légion)","(Die Schwierigkeit skaliert die Menge gefundener Splitter in Legion-Begegnungen)","(難易度はリージョンエンカウンターから得られる破片の数量をスケールする)","(난이도에 따라 군단 인카운터에서 발견하는 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos encontrados em Encontros Legion)","(Сложность повышает количество осколков, найденных в битвах Легионов)","(La dificultad aumenta la cantidad de fragmentos que arrojan las legiones)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน ที่​พบ​จาก การ​เผชิญหน้า​กองพัน)","( 難度調整戰亂事件掉落的獵片數量 )",13787,13788,1
82,"Legion2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_legion.arm""]","",[],"[13733,13734,13508]","[5,40,100]","Contains an additional Legion Encounter\r\nLegion Encounter has 100% increased Duration\r\nLegion Encounter contain 5 additional Sergeants\r\nLegion Sergeants have 40% additional chance to have Rewards","Contient une rencontre de Légions supplémentaire\r\nLa rencontre de Légions a 100% d'Augmentation de durée\r\nLa rencontre de Légions contient 5 Sergents supplémentaires\r\nLes Sergents de Légion ont 40% de chances supplémentaires de céder une récompense","Enthält eine zusätzliche Legion-Begegnung\r\nLegion-Begegnung hat 100% verlängerte Dauer\r\nLegion-Begegnungen enthalten 5 zusätzliche Unteroffiziere\r\nLegion-Unteroffiziere haben 40% zusätzliche Chance, Belohnungen zu haben","リージョンエンカウンターが1個追加される\r\nリージョンエンカウンターの持続時間が100%増加する\r\nリージョンエンカウンターに追加で5体の下士官が出現する\r\nリージョンの下士官は報酬を持っている確率が40%上がる","군단 인카운터 1개 추가 등장\r\n군단 인카운터의 지속시간 100% 증가\r\n군단 인카운터에 병장 5마리 추가 등장\r\n군단 병장이 보상을 가지고 있을 확률 40% 추가","Contém um Encontro Legion adicional\r\nEncontros Legion têm Duração aumentada em 100%\r\nEncontros Legion contém 5 Sargentos adicionais\r\nSargentos Legion têm 40% de chance adicional de terem Recompensas","Содержит дополнительную схватку Легионов\r\n100% увеличение длительности схватки с Легионом\r\nВ схватках Легионов участвуют 5 дополнительных сержантов\r\nСержанты Легионов с увеличенным на 40% шансом могут иметь награды","Contiene un encuentro de Legion adicional\r\nEl encuentro de Legion tiene su duración aumentada un 100%\r\nEl encuentro de Legion tiene 5 sargentos adicionales\r\nLos sargentos de Legion tienen un 40% de probabilidad adicional de otorgar recompensas","มี การเผชิญหน้ากองพัน เพิ่มเติม 1 แห่ง\r\nการเผชิญหน้ากองพัน มีระยะเวลา เพิ่มขึ้น 100%\r\nการเผชิญหน้ากองพันมี หัวหน้า เพิ่มเติม 5 คน\r\nหัวหน้ากองพัน มีโอกาสมี ของรางวัล เพิ่มเติม 40%","含有 1 個額外戰亂事件\r\n戰亂事件增加 100% 持續時間\r\n戰亂事件含有 5 個中士\r\n戰亂中士有 40% 額外機率有獎勵","Reflection of Stasis","Reflet d'une Stase","Spiegelung der Stase","静止の鏡像","정체의 투영","Reflexo do Estase","Отражение Стазиса","Reflejo de estasis","ภาพสะท้อนแห่งความแน่นิ่ง","靜止映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconLegion",2,68,22,"",[15898],[15],"(Difficulty scales quantity of Splinters found from Legion Encounters)","(La difficulté amplifie la quantité d'Esquilles trouvées lors des rencontres de Légion)","(Die Schwierigkeit skaliert die Menge gefundener Splitter in Legion-Begegnungen)","(難易度はリージョンエンカウンターから得られる破片の数量をスケールする)","(난이도에 따라 군단 인카운터에서 발견하는 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos encontrados em Encontros Legion)","(Сложность повышает количество осколков, найденных в битвах Легионов)","(La dificultad aumenta la cantidad de fragmentos que arrojan las legiones)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน ที่​พบ​จาก การ​เผชิญหน้า​กองพัน)","( 難度調整戰亂事件掉落的獵片數量 )",13787,13788,1
83,"Legion3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_legion.arm""]","",[],"[10286,10285,13508]","[1,1,100]","Contains an additional Legion Encounter\r\nLegion Encounter has 100% increased Duration\r\nEach Legion is accompanied by a General\r\nEach Legion contains a War Hoard","Contient une rencontre de Légions supplémentaire\r\nLa rencontre de Légions a 100% d'Augmentation de durée\r\nChaque Légion est accompagnée d'un Général\r\nChaque Légion détient une Réserve de guerre","Enthält eine zusätzliche Legion-Begegnung\r\nLegion-Begegnung hat 100% verlängerte Dauer\r\nJede Legion wird von einem General begleitet\r\nJede Legion enthält einen Kriegshort","リージョンエンカウンターが1つ追加される\r\nリージョンエンカウンターの持続時間が100%増加する\r\nそれぞれのリージョンには将軍がついている\r\nそれぞれのリージョンにはウォーホードがある","군단 인카운터 1개 추가 등장\r\n군단 인카운터의 지속시간 100% 증가\r\n각 군단이 장군 1마리를 동반\r\n각 군단에 전쟁비축물 1개 등장","Contém um Encontro Legion adicional\r\nEncontros Legion têm Duração aumentada em 100%\r\nCada Legião é acompanhada por um General\r\nCada Legião contém um Espólio de Guerra","Содержит дополнительную схватку Легионов\r\n100% увеличение длительности схватки с Легионом\r\nКаждый Легион сопровождает генерал\r\nКаждый Легион содержит военные запасы","Contiene un encuentro de Legion adicional\r\nEl encuentro de Legion tiene su duración aumentada un 100%\r\nCada legión está acompañada por un general\r\nCada legión contiene una reserva de guerra","มี การเผชิญหน้ากองพัน เพิ่มเติม 1 แห่ง\r\nการเผชิญหน้ากองพัน มีระยะเวลา เพิ่มขึ้น 100%\r\nกองพัน แต่ละกองมาพร้อมกับ นายพล 1 คน\r\nกองพัน แต่ละกองมี คลังสงคราม 1 ใบ","含有 1 個額外戰亂事件\r\n戰亂事件增加 100% 持續時間\r\n每個戰亂伴隨 1 個將軍\r\n每個戰亂含有 1 個征戰儲物箱","Reflection of the Monolith","Reflet d'un Monolithe","Spiegelung des Monolithen","石柱の鏡像","기둥의 투영","Reflexo do Monólito","Отражение Монолита","Reflejo del monolito","ภาพสะท้อนแห่งเสาหิน","石陣映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconLegion",3,68,22,"",[15898],[15],"(Difficulty scales quantity of Splinters found from Legion Encounters)","(La difficulté amplifie la quantité d'Esquilles trouvées lors des rencontres de Légion)","(Die Schwierigkeit skaliert die Menge gefundener Splitter in Legion-Begegnungen)","(難易度はリージョンエンカウンターから得られる破片の数量をスケールする)","(난이도에 따라 군단 인카운터에서 발견하는 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos encontrados em Encontros Legion)","(Сложность повышает количество осколков, найденных в битвах Легионов)","(La dificultad aumenta la cantidad de fragmentos que arrojan las legiones)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน ที่​พบ​จาก การ​เผชิญหน้า​กองพัน)","( 難度調整戰亂事件掉落的獵片數量 )",13787,13788,1
84,"Scourge1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_scourge.arm""]","",[],"[2339,16503,16502]","[1,40,200]","Slaying Enemies close together will attract monsters from Beyond this realm","Tuer des Ennemis proches les uns des autres a des chances d'attirer des monstres d'Ailleurs","Das Töten von dicht beieinander stehenden Gegnern lockt Monster aus dem Jenseits hervor","このレルムでは敵同士を近い距離で倒すことによりビヨンドからモンスターを呼び寄せます。","서로 가까이 있는 적을 처치하면 이계 몬스터를 불러옴","Matar Inimigos próximos atrairá monstros de Além deste reino","Убитые близко друг к другу враги привлекают монстров из другого мира","Matar enemigos en rápida sucesión atraerá a monstruos de Más allá de este reino","การสังหารศัตรูที่อยู่ใกล้กัน จะดึงดูด มอนสเตอร์ต่างมิติ","擊殺靠近的敵人會吸引來自此領域的超越怪物","Reflection of Scourge","Reflet de la Souillure","Spiegelung der Scourge","スカージの鏡像","스컬지의 투영","Reflexo do Castigo","Отражение Нашествия","Reflejo de calamidad","ภาพสะท้อนแห่งมิติอสูร","災魘映像",3,1807,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconScourge",1,68,23,"",[16808],[40],"(Difficulty scales quantity of Tainted Currency dropped by Beyond Demons)","(La difficulté amplifie la quantité d'Objets monétaires souillés cédés par les Démons d'Ailleurs)","(Die Schwierigkeit skaliert die Menge fallen gelassener Korrosiver Währung von Jenseits-Monstern)","(難易度はビヨンドデーモンがドロップする汚染されたカレンシーの数量をスケールする)","(난이도에 따라 이계 악마가 떨어뜨리는 더럽혀진 화폐의 수량 증감)","(A dificuldade escalona a quantidade de Moedas Corroídas derrubadas por Demônios do Além)","(Сложность повышает количество порочной валюты, выпадающей из демонов Иномирья)","(La dificultad aumenta la cantidad de objetos monetarios contaminados que arrojan los demonios del Más allá)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ เงินตรา​ที่​แปดเปื้อน ที่​ดรอป​จาก ปีศาจ​ต่างมิติ)","( 難度調整超越惡魔掉落的玷汙通貨數量 )",13803,13802,1
85,"Scourge2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_scourge.arm""]","",[],"[2339,16503,16502]","[1,85,200]","Slaying Enemies close together will attract monsters from Beyond this realm\r\nSlaying Enemies always spawns a Beyond Portal","Tuer des Ennemis proches les uns des autres a des chances d'attirer des monstres d'Ailleurs\r\nLes Ennemis tués génèrent toujours un portail d'Ailleurs","Das Töten von dicht beieinander stehenden Gegnern lockt Monster aus dem Jenseits hervor\r\nDas Töten von Gegnern erzeugt immer ein Jenseits-Portal","このレルムでは敵同士を近い距離で倒すことによりビヨンドからモンスターを呼び寄せます。\r\n倒した敵は常にビヨンドポータルをスポーンさせる","서로 가까이 있는 적을 처치하면 이계 몬스터를 불러옴\r\n적을 처치하면 항상 이계 포탈 생성","Matar Inimigos próximos atrairá monstros de Além deste reino\r\nMatar Monstros sempre cria um Portal do Além","Убитые близко друг к другу враги могут привлечь монстров из другого мира\r\nУбитые враги всегда порождают портал Иномирья","Matar enemigos en rápida sucesión atraerá a monstruos de Más allá de este reino\r\nMatar enemigos siempre genera un portal del Más allá","การสังหารศัตรูที่อยู่ใกล้กัน จะดึงดูด มอนสเตอร์ต่างมิติ\r\nการสังหารศัตรูจะ เรียก ประตูต่างมิติ 1 แห่ง เสมอ","擊殺靠近的敵人會吸引來自此領域的超越怪物\r\n擊殺怪物必定產生超越傳送門","Reflection of Demonfire","Reflet d'un Feu démoniaque","Spiegelung des Dämonenfeuers","デーモンファイヤーの鏡像","악마불의 투영","Reflexo do Fogo Demoníaco","Отражение Демонического пламени","Reflejo de fuego demoníaco","ภาพสะท้อนแห่งเพลิงปีศาจ","業火映像",3,1807,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconScourge",2,68,23,"",[16808],[40],"(Difficulty scales quantity of Tainted Currency dropped by Beyond Demons)","(La difficulté amplifie la quantité d'Objets monétaires souillés cédés par les Démons d'Ailleurs)","(Die Schwierigkeit skaliert die Menge fallen gelassener Korrosiver Währung von Jenseits-Monstern)","(難易度はビヨンドデーモンがドロップする汚染されたカレンシーの数量をスケールする)","(난이도에 따라 이계 악마가 떨어뜨리는 더럽혀진 화폐의 수량 증감)","(A dificuldade escalona a quantidade de Moedas Corroídas derrubadas por Demônios do Além)","(Сложность повышает количество порочной валюты, выпадающей из демонов Иномирья)","(La dificultad aumenta la cantidad de objetos monetarios contaminados que arrojan los demonios del Más allá)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ เงินตรา​ที่​แปดเปื้อน ที่​ดรอป​จาก ปีศาจ​ต่างมิติ)","( 難度調整超越惡魔掉落的玷汙通貨數量 )",13803,13802,1
86,"Scourge3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_scourge.arm""]","",[],"[2339,16503,16808,16502]","[1,85,100,200]","Slaying Enemies close together will attract monsters from Beyond this realm\r\nSlaying Enemies always spawns a Beyond Portal\r\n100% increased Quantity of Tainted Currency dropped by Beyond Demons","Tuer des Ennemis proches les uns des autres a des chances d'attirer des monstres d'Ailleurs\r\nLes Ennemis tués génèrent toujours un portail d'Ailleurs\r\n100% d'Augmentation de Quantité des Objets monétaires souillés cédés par les Monstres d'Ailleurs","Das Töten von dicht beieinander stehenden Gegnern lockt Monster aus dem Jenseits hervor\r\nDas Töten von Gegnern erzeugt immer ein Jenseits-Portal\r\n100% erhöhte Menge fallen gelassener korrosiver Währung von Jenseits-Dämonen","このレルムでは敵同士を近い距離で倒すことによりビヨンドからモンスターを呼び寄せます。\r\n倒した敵は常にビヨンドポータルをスポーンさせる\r\nビヨンドデーモンがドロップする汚染されたカレンシーの数量が100%増加する","서로 가까이 있는 적을 처치하면 이계 몬스터를 불러옴\r\n적을 처치하면 항상 이계 포탈 생성\r\n이계 악마가 떨어뜨리는 더럽혀진 화폐 수량 100% 증가","Matar Inimigos próximos atrairá monstros de Além deste reino\r\nMatar Monstros sempre cria um Portal do Além\r\n100% de aumento da Quantidade de Moedas Corroídas derrubadas por Demônios do Além","Убитые близко друг к другу враги могут привлечь монстров из другого мира\r\nУбитые враги всегда порождают портал Иномирья\r\n100% увеличение количества порочной валюты, выпадающей из демонов Иномирья","Matar enemigos en rápida sucesión atraerá a monstruos de Más allá de este reino\r\nMatar enemigos siempre genera un portal del Más allá\r\nCantidad de objetos monetarios contaminados arrojados por los demonios del Más allá aumentada un 100%","การสังหารศัตรูที่อยู่ใกล้กัน จะดึงดูด มอนสเตอร์ต่างมิติ\r\nการสังหารศัตรูจะ เรียก ประตูต่างมิติ 1 แห่ง เสมอ\r\nเพิ่มจำนวนของ เงินตราที่แปดเปื้อน 100% จาก ปีศาจต่างมิติ","擊殺靠近的敵人會吸引來自此領域的超越怪物\r\n擊殺怪物必定產生超越傳送門\r\n增加 100% 超越惡魔掉落玷汙通貨的數量","Reflection of the Nightmare","Reflet du Cauchemar","Spiegelung des Albtraums","悪夢の鏡像","악몽의 투영","Reflexo do Pesadelo","Отражение Кошмара","Reflejo de la pesadilla","ภาพสะท้อนแห่งฝันร้าย","噩夢映像",3,1807,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconScourge",3,68,23,"",[16808],[40],"(Difficulty scales quantity of Tainted Currency dropped by Beyond Demons)","(La difficulté amplifie la quantité d'Objets monétaires souillés cédés par les Démons d'Ailleurs)","(Die Schwierigkeit skaliert die Menge fallen gelassener Korrosiver Währung von Jenseits-Monstern)","(難易度はビヨンドデーモンがドロップする汚染されたカレンシーの数量をスケールする)","(난이도에 따라 이계 악마가 떨어뜨리는 더럽혀진 화폐의 수량 증감)","(A dificuldade escalona a quantidade de Moedas Corroídas derrubadas por Demônios do Além)","(Сложность повышает количество порочной валюты, выпадающей из демонов Иномирья)","(La dificultad aumenta la cantidad de objetos monetarios contaminados que arrojan los demonios del Más allá)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ เงินตรา​ที่​แปดเปื้อน ที่​ดรอป​จาก ปีศาจ​ต่างมิติ)","( 難度調整超越惡魔掉落的玷汙通貨數量 )",13803,13802,1
87,"Torment1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_torment.arm""]","",[],[],[],"Contains Tormented Spirits\r\nAll monster packs are Rare","Contient des Esprits tourmentés\r\nTous les Groupes de monstres sont Rares","Enthält Gequälte Seelen\r\nAlle Monstergruppen sind selten","拷問された幽霊が出現する\r\nすべてのモンスターパックはレアとなる","고통받는 혼백 등장\r\n모든 몬스터 무리가 희귀 등급","Contém Espíritos Atormentados\r\nTodos os grupos de monstros são Raros","Содержит страдающих духов\r\nВсе группы монстров являются редкими","Contiene espíritus atormentados\r\nTodos los grupos de monstruos son raros","มี ผีตายโหง\r\nกองมอนสเตอร์ ทุกกองเป็น มอนสเตอร์แรร์","含有罪魂\r\n全部怪物群為稀有","Reflection of Torment","Reflet du Tourment","Spiegelung der Qual","トーメントの鏡像","고통의 투영","Reflexo da Tormenta","Отражение Мучений","Reflejo de tormento","ภาพสะท้อนแห่งความทรมาน","磨難映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconTormentedSpirits",1,14,24,"",[13515],[100],"(Difficulty scales quantity of Items dropped by Possessed or Touched Monsters)","(La difficulté amplifie la quantité d'Objets cédés par les monstres Possédés ou Touchés)","(Die Schwierigkeit skaliert die Menge fallen gelassener Gegenstände von besessenen oder berührten Monstern)","(難易度は憑依されたまたは触れられたモンスターがドロップするアイテムの数量をスケールする)","(난이도에 따라 사로잡힌 몬스터 또는 손길에 닿은 몬스터가 떨어뜨리는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de Itens derrubados por Monstros Possuídos ou Tocados)","(Сложность повышает количество предметов, выпадающих из одержимых или тронутых монстров)","(La dificultad aumenta la cantidad de objetos que arrojan los monstruos poseídos o tocados)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​ที่​ดรอป​จาก มอนสเตอร์​ที่​ถูก​เข้า​สิง​หรือ​ถูก​ผ่าน​ร่าง)","( 難度調整附身或觸碰怪物掉落的物品數量 )",13804,13805,1
88,"Torment2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_torment.arm""]","",[],"[13514,13513]","[100,5]","All monster packs are Rare\r\nRare Monsters are Possessed and their Minions are Touched","Tous les Groupes de monstres sont Rares\r\nLes Monstres rares sont Possédés et leurs Serviteurs sont Touchés par des Esprits tourmentés","Alle Monstergruppen sind selten\r\nSeltene Monster sind besessen und ihre Kreaturen berührt","すべてのモンスターパックはレアとなる\r\nレアモンスターは憑り付かれており、そのミニオンは触れられている","모든 몬스터 무리가 희귀 등급\r\n희귀 몬스터가 사로잡히고 그 소환수들은 손길에 닿음","Todos os grupos de monstros são Raros\r\nMonstros Raros são Possuídos e seus Lacaios são Tocados","Все группы монстров являются редкими\r\nРедкие монстры одержимы, а их приспешники наделены Касанием","Todos los grupos de monstruos son raros\r\nLos monstruos raros están poseídos y sus esbirros están tocados","กองมอนสเตอร์ ทุกกองเป็น มอนสเตอร์แรร์\r\nมอนสเตอร์แรร์ ถูกเข้าสิง และ มิเนียน ของมัน ถูกผ่านร่าง","全部怪物群為稀有\r\n稀有怪物被罪魂附身且它們的召喚物被觸碰","Reflection of Possession","Reflet d'une Possession","Spiegelung der Besessenheit","憑依の鏡像","빙의의 투영","Reflexo da Possessão","Отражение Одержимости","Reflejo de posesión","ภาพสะท้อนแห่งการเข้าสิง","附身映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconTormentedSpirits",2,46,24,"",[13515],[100],"(Difficulty scales quantity of Items dropped by Possessed or Touched Monsters)","(La difficulté amplifie la quantité d'Objets cédés par les monstres Possédés ou Touchés)","(Die Schwierigkeit skaliert die Menge fallen gelassener Gegenstände von besessenen oder berührten Monstern)","(難易度は憑依されたまたは触れられたモンスターがドロップするアイテムの数量をスケールする)","(난이도에 따라 사로잡힌 몬스터 또는 손길에 닿은 몬스터가 떨어뜨리는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de Itens derrubados por Monstros Possuídos ou Tocados)","(Сложность повышает количество предметов, выпадающих из одержимых или тронутых монстров)","(La dificultad aumenta la cantidad de objetos que arrojan los monstruos poseídos o tocados)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​ที่​ดรอป​จาก มอนสเตอร์​ที่​ถูก​เข้า​สิง​หรือ​ถูก​ผ่าน​ร่าง)","( 難度調整附身或觸碰怪物掉落的物品數量 )",13804,13805,1
