"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
2217,"warcry_empowered2712","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds","[3478,12068]",15,15,0,0,36200,"Warcry Speed and Exerted Attack Damage","Vitesse des Cris de guerre et Dégâts des attaques stimulées","Kriegsschrei-Geschwindigkeit und potenzierter Angriffsschaden","ウォークライスピードおよび奮起アタックダメージ","함성 속도 및 전력 공격 피해","Velocidade de Clamores e Dano de Ataques Impelidos","Боевой клич: скорость использования и урон улучшенных атак","Velocidad de gritos de guerra y daño de ataques optimizados","คำราม - การฟื้นฟูคูลดาวน์ และ ความเสียหายโจมตีที่ฮึกเหิม","戰吼速度和竭盡攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2218,"warcry_empowered_notable2713","Art/2DArt/SkillIcons/passives/MeasuredFuryNotable.dds",[14311],1,0,0,0,34973,"Measured Fury","Furie modérée","Gemessene Wut","慎重な怒り","계획적인 광분","Fúria Medida","Взвешенная ярость","Furia comedida","Measured Fury","縝密狂怒",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2219,"warcry_damage2715","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3575],15,0,0,0,224,"Warcry Cooldown Recovery","Vitesse de recharge des Cris de guerre","Kriegsschrei-Abklingzeit","ウォークライクールダウン短縮","함성 재사용 대기시간 회복","Recuperação da Recarga de Clamores","Боевой клич: скорость перезарядки","Recuperación del tiempo de recarga de gritos de guerra","คำราม - การฟื้นฟูคูลดาวน์","戰吼冷卻時間恢復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2220,"warcry_damage2716","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3575],15,0,0,0,43833,"Warcry Cooldown Recovery","Vitesse de recharge des Cris de guerre","Kriegsschrei-Abklingzeit","ウォークライクールダウン短縮","함성 재사용 대기시간 회복","Recuperação da Recarga de Clamores","Боевой клич: скорость перезарядки","Recuperación del tiempo de recarga de gritos de guerra","คำราม - การฟื้นฟูคูลดาวน์","戰吼冷卻時間恢復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2221,"warcry_damage2717","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3478,12068]",15,15,0,0,58004,"Warcry Speed and Exerted Attack Damage","Vitesse des Cris de guerre et Dégâts des attaques stimulées","Kriegsschrei-Geschwindigkeit und potenzierter Angriffsschaden","ウォークライスピードおよび奮起アタックダメージ","함성 속도 및 전력 공격 피해","Velocidade de Clamores e Dano de Ataques Impelidos","Боевой клич: скорость использования и урон улучшенных атак","Velocidad de gritos de guerra y daño de ataques optimizados","คำราม - ความเร็ว และ ความเสียหายโจมตีที่ฮึกเหิม","戰吼速度和竭盡攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2222,"warcry_damage2718","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3478,12068]",15,15,0,0,1308,"Warcry Speed and Exerted Attack Damage","Vitesse des Cris de guerre et Dégâts des attaques stimulées","Kriegsschrei-Geschwindigkeit und potenzierter Angriffsschaden","ウォークライスピードおよび奮起アタックダメージ","함성 속도 및 전력 공격 피해","Velocidade de Clamores e Dano de Ataques Impelidos","Боевой клич: скорость использования и урон улучшенных атак","Velocidad de gritos de guerra y daño de ataques optimizados","คำราม - ความเร็ว และ ความเสียหายโจมตีที่ฮึกเหิม","戰吼速度和竭盡攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2223,"warcry_damage_notable2719","Art/2DArt/SkillIcons/passives/Unfaltering.dds","[3461,17890]",50,10,0,0,14001,"Unfaltering","Increvable","Unbeugsam","揺るがぬ者","단호함","Invencível","Незыблемый","Resuelto","Unfaltering","堅定不移",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2224,"herald_damage2721","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[11008],10,0,0,0,31383,"Damage while you have a Herald","Dégâts tant que vous avez un Héraut","Schaden unter Wirkung eines Herolds","ヘラルド使用時ダメージ","전령이 있는 동안 피해","Dano enquanto possuir um Arauto","Урон под действием Вестника","Daño mientras tienes un heraldo","ความเสียหายขณะที่คุณมีสาส์น","你有捷光環時的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2225,"herald_reservation2722","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14902],10,0,0,0,51213,"Reservation Efficiency of Heralds","Efficacité de Réservation des Hérauts","Reservierungseffizienz von Herolden","ヘラルドリザーブ効率","전령의 점유 효율","Eficácia de Reserva de Arautos","Эффективность удержания Вестниками","Eficiencia de la reserva de los heraldos","ประสิทธิภาพการสำรองของสาส์น","捷光環保留效用",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2226,"herald_reservation2723","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14902],10,0,0,0,36107,"Reservation Efficiency of Heralds","Efficacité de Réservation des Hérauts","Reservierungseffizienz von Herolden","ヘラルドリザーブ効率","전령의 점유 효율","Eficácia de Reserva de Arautos","Эффективность удержания Вестниками","Eficiencia de la reserva de los heraldos","ประสิทธิภาพการสำรองของสาส์น","捷光環保留效用",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2227,"herald_effect2724","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7465],10,0,0,0,60989,"Herald Buff Effect","Effets bénéfiques des Hérauts","Herold-Stärkungswirkung","ヘラルドバフ効果","전령 버프 효과","Efeito de Buff de Arautos","Эффект Вестника","Efecto de bonificación de los heraldos","สาส์น - ผลของบัฟ","捷光環增益效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2228,"herald_effect2725","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7465],10,0,0,0,63039,"Herald Buff Effect","Effets bénéfiques des Hérauts","Herold-Stärkungswirkung","ヘラルドバフ効果","전령 버프 효과","Efeito de Buff de Arautos","Эффект Вестника","Efecto de bonificación de los heraldos","สาส์น - ผลของบัฟ","捷光環增益效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2229,"herald_notable2726","Art/2DArt/SkillIcons/passives/HeraldDamageNotable.dds","[11012,7465]",15,20,0,0,35233,"Discord Artisan","Artisan de la discorde","Zwietrachtsäher","不調和の職人","불화의 장인","Artesão da Discórdia","Шумный ремесленник","Artesano de la discordia","Discord Artisan","不諧匠師",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2230,"unleash2728","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11639],10,0,0,0,23511,"Seal Generation Speed","Vitesse de génération des Sceaux","Siegel-Generierungsgeschwindigkeit","シール生成速度","봉인 생성 속도","Velocidade de Geração de Selos","Скорость закрытия чар печатью","Velocidad de generación de sellos","ความเร็วการสร้าง Seal","封印產生速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2231,"unleash2729_","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11639],10,0,0,0,59778,"Seal Generation Speed","Vitesse de génération des Sceaux","Siegel-Generierungsgeschwindigkeit","シール生成速度","봉인 생성 속도","Velocidade de Geração de Selos","Скорость закрытия чар печатью","Velocidad de generación de sellos","ความเร็วการสร้าง Seal","封印產生速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2232,"strikes_damage2731_","Art/2DArt/SkillIcons/passives/damagemelee.dds",[1360],12,0,0,0,29797,"Melee Damage","Dégâts de mêlée","Nahkampfschaden","近接ダメージ","근접 피해","Dano Corpo a Corpo","Урон в ближнем бою","Daño cuerpo a cuerpo","ความเสียหายประชิด","近戰傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2233,"strikes_range2732","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1360,1230]",10,1,0,0,18009,"Melee Damage and Strike Range","Dégâts de mêlée et Allonge des Frappes","Nahkampfschaden und Schlagreichweite","近接ダメージおよびストライク範囲","근접 피해 및 타격 범위","Dano Corpo a Corpo e Alcance de Golpes","Урон в ближнем бою и дальность ударов","Daño cuerpo a cuerpo y alcance de golpes","ความเสียหายประชิด และ ระยะฟาด","近戰傷害和打擊範圍",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2234,"strikes_range2733","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1360,1230]",10,1,0,0,2092,"Melee Damage and Strike Range","Dégâts de mêlée et Allonge des Frappes","Nahkampfschaden und Schlagreichweite","近接ダメージおよびストライク範囲","근접 피해 및 타격 범위","Dano Corpo a Corpo e Alcance de Golpes","Урон в ближнем бою и дальность ударов","Daño cuerpo a cuerpo y alcance de golpes","ความเสียหายประชิด และ ระยะฟาด","近戰傷害和打擊範圍",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2235,"strikes_speed2734","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1360,12031]",10,15,0,0,25175,"Melee Damage and Splash Area of Effect","Dégâts de mêlée et Zone d'effet collatérale","Nahkampfschaden und Streu-Wirkungsbereich","近接ダメージ・スプラッシュ効果範囲","근접 피해 및 범위 피해 효과 범위","Dano Corpo a Corpo e Área de Efeito da Propagação","Урон в ближнем бою и область урона врагам вокруг","Daño y área de daño colateral cuerpo a cuerpo","ความเสียหายประชิด และ พื้นที่ส่งผลความเสียหายกระจาย","近戰傷害和擴散範圍效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2236,"strikes_speed2735","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1360,12031]",10,15,0,0,53791,"Melee Damage and Splash Area of Effect","Dégâts de mêlée et Zone d'effet collatérale","Nahkampfschaden und Streu-Wirkungsbereich","近接ダメージ・スプラッシュ効果範囲","근접 피해 및 범위 피해 효과 범위","Dano Corpo a Corpo e Área de Efeito da Propagação","Урон в ближнем бою и область урона врагам вокруг","Daño y área de daño colateral cuerpo a cuerpo","ความเสียหายประชิด และ พื้นที่ส่งผลความเสียหายกระจาย","近戰傷害和擴散範圍效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2237,"reduced_proj_speed2738","Art/2DArt/SkillIcons/passives/ProjectilesNode2.dds","[175,498]",-10,10,0,0,52288,"Projectile Damage and Speed","Dégâts et Vitesse des projectiles","Projektilschaden und -geschwindigkeit","投射物ダメージ・スピード","투사체 피해 및 속도","Dano e Velocidade de Projéteis","Урон и скорость снарядов","Daño y velocidad de proyectiles","ความเสียหายและความเร็วกระสุน","投射物和速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2238,"reduced_proj_speed_notable2739","Art/2DArt/SkillIcons/passives/ReducedProjectileSpeedNotable.dds","[175,12001]",-10,40,0,0,31513,"Adjacent Animosity","Animosité contiguë","Tödliche Nähe","隣接の敵意","근처의 적개심","Animosidade Adjacente","Соседская вражда","Hostilidad adyacente","Adjacent Animosity","相鄰憎恨",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2239,"reduced_duration2740","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,52099,"Reduced Skill Duration","Réduction de Durée des aptitudes","Verringerte Fertigkeitsdauer","スキル持続時間減少","스킬 지속시간 감소","Duração de Habilidades Reduzida","Уменьшение длительности умений","Duración de habilidades reducida","ลดระยะเวลาของสกิล","減少技能持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2240,"reduced_duration2741","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,14090,"Reduced Skill Duration","Réduction de Durée des aptitudes","Verringerte Fertigkeitsdauer","スキル持続時間減少","스킬 지속시간 감소","Duração de Habilidades Reduzida","Уменьшение длительности умений","Duración de habilidades reducida","ลดระยะเวลาของสกิล","減少技能持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2241,"reduced_duration_notable2742","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds","[215,6332]",-15,15,0,0,4207,"Window of Opportunity","Fenêtre d'opportunité","Günstige Gelegenheit","絶好の機会","기회의 창","Janela de Oportunidade","Окно возможностей","Ventana de oportunidad","Window of Opportunity","機會之窗",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2242,"corpses_damage2744","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4752],14,0,0,0,37175,"Damage if Consumed a Corpse","Dégâts si un cadavre a été Consommé","Schaden bei Verbrauch einer Leiche","死体消費時のダメージ","시신 소모 시 피해","Dano se Consumiu um Cadáver","Урон при поглощении трупа","Daño si has consumido un cadáver","ความเสียหายหากกลืนกินศพ","若消耗屍體的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2243,"corpses_life2745","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9938],5,0,0,0,36371,"Corpse Life","Vie des cadavres","Leichenleben","死体のライフ","시신의 삶","Vida do Cadáver","Здоровье трупа","Vida de cadáveres","พลังชีวิตศพ","屍體生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2244,"corpses_life2746","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9938],5,0,0,0,11200,"Corpse Life","Vie des cadavres","Leichenleben","死体のライフ","시신의 삶","Vida do Cadáver","Здоровье трупа","Vida de cadáveres","พลังชีวิตศพ","屍體生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2245,"corpses_speed2747_","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4752],16,0,0,0,16970,"Damage if Consumed a Corpse","Dégâts si un cadavre a été Consommé","Schaden bei Verbrauch einer Leiche","死体消費時のダメージ","시신 소모 시 피해","Dano se Consumiu um Cadáver","Урон при поглощении трупа","Daño si has consumido un cadáver","ความเสียหายหากกลืนกินศพ","若消耗屍體的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2246,"corpses_notable2748","Art/2DArt/SkillIcons/passives/CorpsesNotable.dds","[4752,12039,6786]",30,120,2,0,25439,"Undertaker","Croque-mort","Leichenbestatter","葬儀屋","장의사","Coveiro","Гробовщик","Enterrador","Undertaker","送葬者",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2247,"banners2750","Art/2DArt/SkillIcons/passives/auraareaofeffect.dds",[844],12,0,0,0,41082,"Aura Area of Effect","Effet de zone des Auras","Aura-Wirkungsbereich","オーラ効果範囲","오라 효과 범위","Área de Efeito de Auras","Область действия аур","Área de efecto de auras","ออร่า - พื้นที่ส่งผล","光環範圍效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2248,"banner_notable2751","Art/2DArt/SkillIcons/passives/BannersNotable.dds","[11455,12062]",15,30,0,0,63033,"Bannerman","Porte-étendard","Bannerträger","旗手","기수","Porta Estandarte","Знаменосец","Portador de estandarte","Bannerman","掌旗手",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2249,"elusive2753","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14755,138]",5,10,0,0,9769,"Spell Suppression and Energy Shield Recharge Rate","Répression des sorts et Taux de Recharge du Bouclier d'énergie","Unterdrücken von Zaubern und Energieschildwiederaufladungs-Rate","スペル抑制およびエナジーシールドリチャージレート","주문 억제 및 에너지 보호막 재충전 속도","Supressão Mágica e Recarga do Escudo de Energia","Подавление чар и скорость перезарядки энергетического щита","Atenuación de hechizos y velocidad de recarga del escudo de energía","การยับยั้งเวท และ อัตราการรีชาร์จโล่พลังงาน","法術壓抑和能量護盾充能率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2250,"elusive2754","Art/2DArt/SkillIcons/passives/SpellSuppressionEnergyShield.dds","[14755,138]",5,10,0,0,49515,"Spell Suppression and Energy Shield Recharge Rate","Répression des sorts et Taux de Recharge du Bouclier d'énergie","Unterdrücken von Zaubern und Energieschildwiederaufladungs-Rate","スペル抑制およびエナジーシールドリチャージレート","주문 억제 및 에너지 보호막 재충전 속도","Supressão Mágica e Recarga do Escudo de Energia","Подавление чар и скорость перезарядки энергетического щита","Atenuación de hechizos y velocidad de recarga del escudo de energía","การยับยั้งเวท และ อัตราการรีชาร์จโล่พลังงาน","法術壓抑和能量護盾充能率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2251,"elusive_notable2755","Art/2DArt/SkillIcons/passives/SpellSupressionAndEnergyShieldNotable.dds","[14755,15199]",12,50,0,0,24067,"Instinct","Instinct","Instinkt","本能","본능","Instinto","Инстинкт","Instinto","Instinct","本能",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2252,"stances2756","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1360,1230]",10,1,0,0,38772,"Melee Damage and Strike Range","Allonge de Frappe et Dégâts de mêlée","Nahkampfschaden und Schlagreichweite","近接ダメージおよびストライク範囲","근접 피해 및 타격 범위","Dano Corpo a Corpo e Alcance de Golpes","Урон в ближнем бою и дальность ударов","Daño y alcance de golpes cuerpo a cuerpo","ความเสียหายประชิด และ ระยะฟาด","近戰傷害和打擊範圍",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2253,"stances2757","Art/2DArt/SkillIcons/passives/StancesNode.dds","[1360,1230]",10,1,0,0,32053,"Melee Damage and Strike Range","Allonge de Frappe et Dégâts de mêlée","Nahkampfschaden und Schlagreichweite","近接ダメージおよびストライク範囲","근접 피해 및 타격 범위","Dano Corpo a Corpo e Alcance de Golpes","Урон в ближнем бою и дальность ударов","Daño y alcance de golpes cuerpo a cuerpo","ความเสียหายประชิด และ ระยะฟาด","近戰傷害和打擊範圍",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2254,"stances_notable2758_","Art/2DArt/SkillIcons/passives/MeleeRange2.dds","[1360,15196]",24,4,0,0,19730,"Assured Strike","Frappe assurée","Sicherer Schlag","確実な一撃","확실한 타격","Golpe Certeiro","Уверенный удар","Golpe asegurado","Assured Strike","珍重打擊",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2255,"ailmentres2759","Art/2DArt/SkillIcons/passives/crystalskin.dds","[621,13406]",10,-10,0,0,651,"Elemental Resistances","Résistances élémentaires","Elementarwiderstände","元素耐性","원소 저항","Resistências Elementais","Сопротивление стихиям","Resistencias elementales","ค่าต้านทานธาตุ","元素抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2256,"ailmentres_fire2760","Art/2DArt/SkillIcons/passives/avoidburning.dds",[207],20,0,0,0,43057,"Ignite Resistance","Résistance à l'Embrasement","Widerstand gegen Entzünden","発火耐性","점화 저항","Resistência à Incêndio","Сопротивление поджогу","Resistencia a la quemadura","ต้านทานลุกไหม้","點燃抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2257,"ailmentres_cold2761","Art/2DArt/SkillIcons/passives/avoidchilling.dds","[2589,206]",-20,20,0,0,9149,"Chill and Freeze Resistance","Résistance à la Frigorification et au Gel","Widerstand gegen Unterkühlen und Einfrieren","冷却および凍結耐性","냉각 및 동결 저항","Resistência a Resfriamento e Congelamento","Сопротивление охлаждению и заморозке","Resistencia al escarchamiento y al congelamiento","ต้านทานหนาวเย็นและแช่แข็ง","冰緩和冰凍抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2258,"ailmentres_lightning2762","Art/2DArt/SkillIcons/passives/lightningdex.dds",[3587],-20,0,0,0,3398,"Shock Resistance","Résistance à l'Électrocution","Widerstand gegen Schock","感電耐性","감전 저항","Resistência a Eletrização","Сопротивление шоку","Resistencia a la electrocución","ต้านทานช็อค","感電抗性",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2259,"ailmentres_notable2763","Art/2DArt/SkillIcons/passives/ElementalAilmentResistance.dds","[947,621,13406]",1,20,-20,0,11820,"Anointed Flesh","Chair consacrée","Gesalbtes Fleisch","聖別されし肉体","기름 부은 살","Carne Ungida","Окропленная плоть","Carne ungida","Anointed Flesh","聖油鮮肉",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2260,"impale_twohand2764","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[11993],10,0,0,0,864,"Impale Effect with Two Handed Weapons","Effet de l'Empalement avec les armes à deux mains","Wirkung von Aufspießen mit Zweihandwaffen","両手武器串刺し効果","양손 무기 사용 시 꿰뚫기 효과","Efeito de Empalamento com Armas de Duas Mãos","Эффект Прокола с двуручным оружием","Efecto de empalar con armas a dos manos","ผลของทิ่มแทงด้วยอาวุธสองมือ","雙手武器穿刺效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2261,"impale_twohand2765","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[11992],10,0,0,0,61388,"Impale Chance with Two Handed Weapons","Chances d'Empaler avec les armes à deux mains","Chance auf Aufspießen mit Zweihandwaffen","両手武器串刺し確率","양손 무기 사용 시 꿰뚫기 확률","Chance de Empalamentos com Armas de Duas Mãos","Шанс Прокола с двуручным оружием","Duración y probabilidad de empalar con armas a dos manos","โอกาสทิ่มแทงด้วยอาวุธสองมือ","雙手武器穿刺機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2262,"impale_twohand_notable2766","Art/2DArt/SkillIcons/passives/TwoHandedweaponImpalesNotable.dds","[11994,11992,12011]",30,20,50,0,24858,"Harpooner","Harponneur","Harpunier","銛を打つ者","작살꾼","Lançador de Arpão","Гарпунщик","Arponero","Harpooner","魚叉手",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2263,"poisonspells_chance2767","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11504],10,0,0,0,5018,"Chance to Poison with Spells","Chances d'Empoisonner avec les sorts","Chance auf Vergiften mit Zaubern","スペル毒付与確率","주문의 중독 확률","Chance de Envenenar com Magias","Шанс отравить чарами","Probabilidad de envenenar con hechizos","โอกาสพิษด้วยเวท","法術中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
2264,"poisonspells_damage2768","Art/2DArt/SkillIcons/passives/PoisonSpellsNode.dds",[11504],15,0,0,0,11984,"Chance to Poison with Spells","Chances d'Empoisonner avec les sorts","Chance auf Vergiften mit Zaubern","スペル毒付与確率","주문의 중독 확률","Chance de Envenenar com Magias","Шанс отравить чарами","Probabilidad de envenenar con hechizos","โอกาสพิษด้วยเวท","法術中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
