"rownum","Id","Types","ExtraMods","TypesFiltered","DaemonSpawningData","PreviousTiers","bool","Bosses","Radius","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Icon","HASH16","TypesExtra","MonsterTypesApplyingRuin","MiscAnimated","BuffTemplates","Tier","i32","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","MonsterSpawners","bool","Achievements","TextAudio","UniqueMapMod"
36,"MonstersApplyRuinLow1","[2,26]",[],[],"",[],"",[],0,"Ruin","Ruine","Verderben","崩壊","유적","Ruína","Гибель","Ruina","ย่อยยับ ระดับ 1","毀滅","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",33715,[10],1,"",[],1,1,"A Monster type will apply Ruin with its special ability\r\nFail on reaching 7 Ruin","Un type de monstre peut vous infliger 1 de Ruine grâce à sa compétence spéciale.\r\nSi vous atteignez 7 de Ruine, vous échouez l'Ultimatum.","Ein Monstertyp verursacht mit seiner besonderen Fähigkeit Verderben\r\nIhr scheitert beim Erreichen von 7 Verderben","1種類のモンスタータイプが特殊なアビリティにより崩壊を付与する\r\n崩壊が7に達するとウルティメイタムに失敗する","1개의 몬스터 유형이 특수 능력으로 파탄을 유발합니다.\r\n파탄이 7중첩 시 실패합니다.","Um tipo de Monstro aplicará Ruína com sua habilidade especial\r\nFalha ao atingir 7 de Ruína","Один вид монстров будет накладывать Гибель особой способностью\r\nПоражение при достижении 7 эффектов Гибели","Un tipo de monstruo aplicará Ruina con su habilidad especial\r\nFallas si alcanzas 7 de Ruina","มอนสเตอร์ 1 ชนิดจะทำให้คุณได้รับสถานะ ย่อยยับ ด้วยความสามารถพิเศษของมัน\r\nล้มเหลวเมื่อมีสถานะ ย่อยยับ 7 ระดับ","一種怪物種類會用他的特殊能力造成毀滅\r\n到達 7 毀滅時失效",[],"",[7936],11133,""
37,"MonstersApplyRuinLow2","[2,26]",[],[],"",[33],"",[],0,"Ruin II","Ruine II","Verderben II","崩壊 II","파탄 II","Ruína II","Гибель II","Ruina II","ย่อยยับ ระดับ 2","毀滅 II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",33906,[10],1,"",[],2,2,"A Monster type will apply double Ruin with its special ability\r\nFail on reaching 7 Ruin","Un type de monstre peut vous infliger 2 de Ruine grâce à sa compétence spéciale.\r\nSi vous atteignez 7 de Ruine, vous échouez l'Ultimatum.","Ein Monstertyp verursacht mit seiner besonderen Fähigkeit doppeltes Verderben\r\nIhr scheitert beim Erreichen von 7 Verderben","1種類のモンスタータイプが特殊なアビリティにより崩壊を2倍付与する\r\n崩壊が7に達するとウルティメイタムに失敗する","1개의 몬스터 유형이 특수 능력으로 파탄을 2배 유발합니다.\r\n파탄이 7중첩 시 실패합니다.","Um tipo de Monstro aplicará Ruína dobrada com sua habilidade especial\r\nFalha ao atingir 7 de Ruína","Один вид монстров будет накладывать двойной эффект Гибели особой способностью\r\nПоражение при достижении 7 эффектов Гибели","Un tipo de monstruo aplicará el doble de Ruina con su habilidad especial\r\nFallas si alcanzas 7 de ruina","มอนสเตอร์ 1 ชนิดจะทำให้คุณได้รับสถานะ ย่อยยับ 2 ระดับ ด้วยความสามารถพิเศษของมัน\r\nล้มเหลวเมื่อมีสถานะ ย่อยยับ 7 ระดับ","一種怪物種類會用他的特殊能力造成雙倍毀滅\r\n到達 7 毀滅時失效",[],"",[7936],11139,""
38,"MonstersApplyRuinLow3","[2,26]",[],[],"",[34],"",[],0,"Ruin III","Ruine III","Verderben III","崩壊 III","파탄 III","Ruína III","Гибель III","Ruina III","ย่อยยับ ระดับ 3","毀滅 III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/MonsterAppliesRuin",57734,[10],2,"",[],3,2,"Two Monster types will apply double Ruin with their special abilities\r\nFail on reaching 7 Ruin","Deux types de monstres peuvent vous infliger 2 de Ruine grâce à leur compétence spéciale.\r\nSi vous atteignez 7 de Ruine, vous échouez l'Ultimatum.","Zwei Monstertypen verursachen mit ihrer besonderen Fähigkeit doppeltes Verderben\r\nIhr scheitert beim Erreichen von 7 Verderben","2種類のモンスタータイプが特殊なアビリティにより崩壊を2倍付与する\r\n崩壊が7に達するとウルティメイタムに失敗する","2개의 몬스터 유형이 특수 능력으로 파탄을 2배 유발합니다.\r\n파탄이 7중첩 시 실패합니다.","Dois tipos de Monstros aplicará Ruína dobrada com sua habilidade especial\r\nFalha ao atingir 7 de Ruína","Два вида монстров будут накладывать двойной эффект Гибели особыми способностями\r\nПоражение при достижении 7 эффектов Гибели","Dos tipos de monstruos aplicarán el doble de Ruina con sus habilidades especiales\r\nFallas si alcanzas 7 de ruina","มอนสเตอร์ 2 ชนิดจะทำให้คุณได้รับสถานะ ย่อยยับ 2 ระดับ ด้วยความสามารถพิเศษของมัน\r\nล้มเหลวเมื่อมีสถานะ ย่อยยับ 7 ระดับ","兩種怪物種類會用他的特殊能力造成雙倍毀滅\r\n到達 7 毀滅時失效",[],"","[7901,7936]",11145,""
39,"PlayerDebuffRecoveryReduction1","[8,24]",[],[24],"",[],"",[],0,"Reduced Recovery","Récupération réduite","Verringerte Wiederherstellung","回復低下","회복 감소","Recuperação Reduzida","Уменьшенное восстановление","Recuperación reducida","ลดการเติม ระดับ 1","減少回復","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedRecovery",5772,[],0,"",[0],1,0,"30% Reduced Life, Mana, and Energy Shield Recovery Rate","30% de Réduction du Taux de Récupération de Vie, de Mana et de Bouclier d'énergie.","30% verringerte Wiederherstellungsrate von Leben, Mana und Energieschild","ライフ、マナおよびエナジーシールドの回復レートが30%減少する","생명력, 마나, 에너지 보호막 회복 속도가 30% 감소합니다.","Recuperação de Vida, Mana e Escudo de Energia Reduzidas em 30%","30% снижение скорости восстановления здоровья, маны и энергетического щита","Velocidades de recuperación de vida, maná y escudo de energía reducidas un 30%","ลดอัตราการ เติม พลังชีวิต, มานา, โล่พลังงาน 30%","減少生命、魔力和能量護盾回復率",[],"",[7834],11352,31494
40,"PlayerDebuffRecoveryReduction2","[8,24]",[],[],"",[39],"",[],0,"Reduced Recovery II","Récupération réduite II","Verringerte Wiederherstellung II","回復低下 II","회복 감소 II","Recuperação Reduzida II","Уменьшенное восстановление II","Recuperación reducida II","ลดการเติม ระดับ 2","減少回復 II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedRecovery",37639,[],0,"",[47],2,0,"60% Reduced Life, Mana, and Energy Shield Recovery Rate","60% de Réduction du Taux de Récupération de Vie, de Mana et de Bouclier d'énergie.","60% verringerte Wiederherstellungsrate von Leben, Mana und Energieschild","ライフ、マナおよびエナジーシールドの回復レートが60%減少する","생명력, 마나, 에너지 보호막 회복 속도가 60% 감소합니다.","Recuperação de Vida, Mana e Escudo de Energia Reduzidas em 60%","60% снижение скорости восстановления здоровья, маны и энергетического щита","Velocidades de recuperación de vida, maná y escudo de energía reducidas un 60%","ลดอัตราการ เติม พลังชีวิต, มานา, โล่พลังงาน 60%","減少 60% 生命、魔力和能量護盾回復率",[],"",[7834],11355,""
41,"PlayerDebuffAreaAndProjectileSpeed","[8,20,24]",[],"[20,24]","",[],"",[],0,"Lessened Reach","Portée écourtée","Verringerte Reichweite","影響範囲減少","거리 감폭","Alcance Reduzido","Уменьшение досягаемости","Alcance disminuido","ด้อยระยะ","縮小範圍","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LessenedReach",50320,[],0,"",[1],1,0,"Players have 50% less Area of Effect and Projectile Speed","Les joueurs ont 50% de Perte de Zone d'effet et de Vitesse des projectiles.","Spieler haben 50% weniger Wirkungsbereich und Projektilgeschwindigkeit","プレイヤーの効果範囲および投射物速度が50%低下する","플레이어의 효과 범위와 투사체 속도가 50% 감폭됩니다.","Jogadores têm 50% menos Área de Efeito e Velocidade de Projétil","Область действия и скорость снарядов игроков уменьшены на 50%","Los jugadores tienen un 50% menos de área de efecto y velocidad de proyectiles","ลด พื้นที่ส่งผลและความเร็วกระสุน ของผู้เล่น 50%","玩家有 50% 更少範圍效果和投射物速度",[],"",[7835],11376,31495
42,"PlayerDebuffBuffsExpireFaster","[8,24]",[],[24],"",[],"",[],0,"Buffs Expire Faster","Effets bénéfiques éphémères","Stärkungen laufen schneller aus","バフの消失が速まる","버프 만료 속도 가속","Buffs Expiram mais Rápido","Быстрое истечение положительных эффектов","Las bonificaciones expiran más rápido","บัฟหมดเวลาเร็วขึ้น","增益效果失效加速","Art/2DArt/UIImages/InGame/Ultimatum/Icons/BuffsExpireFaster",29421,[],0,"",[2],1,0,"Buffs expire three times faster on players","Les Effets bénéfiques qui affectent les joueurs expirent trois fois plus rapidement.","Stärkungen laufen auf Spielern dreimal schneller aus","プレイヤーが持つバフが3倍速く消える","플레이어에게 적용되는 버프가 3배 빨리 만료됩니다.","Buffs expiram três vezes mais rápido nos jogadores","Положительные эффекты на игроках истекают в три раза быстрее","Las bonificaciones expiran tres veces más rápido en los jugadores","สถานะบัฟบนตัวผู้เล่นหมดเวลาเร็วขึ้น สามเท่า","玩家身上的增益效果失效加快 3 倍",[],"",[7836],11154,31496
43,"PlayerDebuffCooldownSpeed","[8,25]",[],[25],"",[],"",[],0,"Less Cooldown recovery","Recharge prolongée","Langsamere Abklingzeit-Erholungsdauer","クールダウン短縮減少","재사용 대기시간 회복 속도 감폭","Menos recuperação da Recarga","Замедление перезарядки","Menos recuperación de tiempo de recarga","ลดการฟื้นฟูคูลดาวน์","降低冷卻時間恢復","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LessCooldownRecovery",39295,[],0,"",[3],1,0,"Cooldowns take five times longer to recharge","Vos Temps de recharge sont cinq fois plus longs.","Abklingzeiten erfordern eine fünfmal längere Erholungsdauer","クールダウンの回復時間が5倍となる","재사용 대기시간이 끝나기까지 5배 오래 걸립니다.","Tempos de Recarga demoram cinco vezes mais para recarregar","Перезарядка умений занимает в 5 раз больше времени","Los tiempos de recarga duran cinco veces más","คูลดาวน์ของผู้เล่นใช้เวลานานขึ้น ห้าเท่า","冷卻時間要 5 倍的時間恢復",[],"",[7837],11199,31497
44,"PlayerDebuffIncreasingVulnerability","[8,24]",[],[24],"",[],"",[],0,"Escalating Damage Taken","Dégâts subis aggravants","Zunehmender erlittener Schaden","増加していく被ダメージ","받는 피해 점증","Escalonamento do Dano Sofrido","Постоянное повышение получаемого урона","El daño recibido escala","ยกระดับความเสียหายที่ได้รับ","增加承受傷害","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingDamageTaken",57621,[],0,"",[4],1,0,"For the remainder of the encounter, damage taken will slowly increase by 1% per second, up to 50%","Chaque seconde qui s'écoule vous inflige 1% d'Augmentation des Dégâts subis (cumulable jusqu'à 50%).\r\nLe cumul de cet effet persiste d'une Épreuve à l'autre.","Der erlittene Schaden wird für die verbleibende Zeit der Begegnung um 1% pro Sekunde langsam erhöht, bis zu 50%","エンカウンターの残りの時間、受けるダメージが毎秒1%ずつ、最大で50%まで増加する。","인카운터가 끝날 때까지 받는 피해가 1초마다 1% 증가하여, 최대 50%까지 증가합니다.","Pelo resto do encontro, dano sofrido aumentará lentamente em 1% por segundo, até 50%","До окончания схватки получаемый урон будет увеличиваться на 1% в секунду, вплоть до максимума в 50%","Durante el resto del encuentro, el daño recibido irá aumentando lentamente un 1% por segundo, hasta un 50%","ค่อยๆ เพิ่มความเสียหายที่ได้รับทีละ 1% ต่อวินาทีตลอดการเผชิญหน้า สูงสุดไม่เกิน 50%","在剩下的事件中，每秒慢慢增加 1% 承受的，最多 50%",[],"",[7838],11163,31498
45,"MonsterBuffAcceleratingSpeed","[8,25]",[24840],[25],"",[],"",[],0,"Escalating Monster Speed","Vitesse des monstres aggravante","Zunehmende Monstergeschwindigkeit","増加していく移動スピード","몬스터 속도 점증","Escalonamento da Velocidade dos Monstros","Постоянное повышение скорости монстров","La velocidad de los monstruos escala","ยกระดับความเร็วมอนสเตอร์","增加怪物速度","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingMonsterSpeed",7961,[],0,"",[],1,0,"All Monsters gain 2.5% increased attack, cast, and movement speed per second they are alive, up to 50%","Chaque seconde qui s'écoule octroie aux monstres 2,5% d'Augmentation de Vitesse d'attaque, d'incantation et de déplacement (cumulables jusqu'à 50%).","Alle Monster erhalten 2.5% erhöhte Angriffs-, Zauber- und Bewegungsgeschwindigkeit pro Sekunde, die sie am Leben sind, bis zu 50%","すべてのモンスターは生存している間アタック、キャストおよび移動スピードが毎秒2.5%ずつ、最大50%増加する","모든 몬스터가 살아있는 동안 공격, 시전, 이동 속도가 1초마다 2.5% 증가하여, 최대 50%까지 증가합니다.","Todos os Monstros anham ataque, conjuração e velocidade de movimento aumentados em 2.5% por segundo que estiverem vivos, até 50%","Все монстры получают 2.5% повышение скорости атаки, сотворения чар и передвижения в секунду пока они живы, вплоть до 50%","Todos los monstruos ganan velocidades de ataque, lanzamiento de hechizos y movimiento aumentadas un 2.5% por cada segundo que permanezcan vivos, hasta un 50%","มอนสเตอร์ทุกตัว มีความเร็วในการโจมตี, ร่าย, เคลื่อนที่ เพิ่มขึ้น 2.5% ต่อวินาทีที่มันมีชีวิต สูงสุด 50%","全部怪物每活 1 秒增加 2.5% 攻擊、施放和移動速度，最多 50%",[],"",[7839],11181,31499
46,"MonsterBuffNonChaosDamageToAddAsChaosDamage","[8,25]",[24863],[25],"",[],"",[],0,"Bonus Chaos Damage","Dégâts de chaos bonus","Zusätzlicher Chaosschaden","追加の混沌ダメージ","보너스 카오스 피해","Bônus de Dano de Caos","Дополнительный урон хаосом","Daño de caos extra","โบนัสความเสียหายเคออส","混沌傷害加成","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ChaoticTouch",18354,[],0,"",[],1,0,"Monsters deal 30% of Physical Damage Added as Chaos Damage","Les monstres rajoutent 30% des Dégâts physiques qu'ils infligent sous forme de Dégâts de chaos.","Monster verursachen 30% des physischen Schadens als zusätzlichen Chaosschaden","モンスターは物理ダメージの30%を追加の混沌ダメージとして与える","몬스터가 물리 피해의 30%를 추가 카오스 피해로 줍니다.","Monstros causam 30% do Dano Físico adicionado como Dano de Caos","Монстры наносят 30% физического урона в виде дополнительного урона хаосом","Los monstruos infligen el 30% del daño físico agregado como daño de caos","30% ของความเสียหาย กายภาพ ของมอนสเตอร์ ถูกเสริมเป็น เคออส","怪物造成 30% 物理傷害的附加混沌傷害",[],"",[7840],11307,31500
47,"PlayerDebuffExtraCriticalRolls","[8,25]",[],[25],"",[],"",[],0,"Unlucky Criticals","Critiques défavorables","Ungünstige kritische Treffer","不幸なクリティカル","불운의 치명타","Críticos Azarados","Неудачливые критические удары","Críticos desafortunados","คริติคอลอับโชค","不幸運暴擊","Art/2DArt/UIImages/InGame/Ultimatum/Icons/UnluckyCrits",40124,[],0,"",[8],1,0,"Your Critical Strike Chance is Unlucky","Vos Chances de coup critique vous sont Défavorables.","Eure kritische Trefferchance ist ungünstig","クリティカル率が不幸になる","치명타 확률에 불운이 적용됩니다.","Sua Chance de Golpes Críticos é Azarada","Ваш щанс критического удара неудачлив","Tu probabilidad de golpe crítico es desafortunada","คุณ โชคร้าย ในการคำนวณโอกาสคริติคอล","你的暴擊率很不幸",[],"",[7841],11379,31501
48,"PlayerDebuffHinderedMsOnFlaskUse","[8,21,24]",[],"[21,24]","",[],"",[],0,"Hindering Flasks","Flacons entravants","Lähmende Fläschchen","阻害されるフラスコ","방해하는 플라스크","Frascos Retardantes","Сковывающие флаконы","Frascos entumecedores","ขวดยาที่ขัดขวาง","阻礙藥劑","Art/2DArt/UIImages/InGame/Ultimatum/Icons/HinderingFlasks",27491,[],0,"",[9],1,0,"Using a Flask Hinders you by 50% for 4 seconds","Chaque Flacon que vous buvez vous Entrave de 50% pendant 4 secondes.","Das Benutzen eines Fläschchens lähmt Euch für 4 Sekunden um 50%","フラスコの使用により4秒間50%阻害される","플라스크 사용 시 4초 동안 이동 방해를 50% 받습니다.","Usar um Frasco te Retarda em 50% por 4 segundos","Использование флакона сковывает вас на 50% на 4 секунды","Usar un frasco te entumece en un 50% durante 4 segundos","การใช้ ขวดยา ทำให้คุณติดสถานะ ขัดขวาง 50% 4 วินาที","使用藥劑使你被阻礙 50% 4 秒",[],"",[7842],11358,31502
49,"PlayerDebuffCancelFlaskEffectOnFlaskUse","[8,21]",[],[21],"",[],"",[],0,"Limited Flasks","Flacons égoïstes","Begrenzte Fläschchen","制限されたフラスコ","제한적인 플라스크","Frascos Limitados","Ограничивающие флаконы","Frascos limitados","ขวดยาที่ถูกจำกัด","受限藥劑","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",15668,[],0,"",[10],1,0,"Using a Flask removes any existing Flask effects","Chaque Flacon que vous buvez retire les effets en cours de vos autres Flacons.","Das Benutzen eines Fläschchens entfernt bestehende Fläschchenwirkungen","フラスコの使用により既存のフラスコ効果が取り除かれる","플라스크를 사용하면 기존의 플라스크 효과를 제거합니다.","Usar um Frasco remove qualquer efeito de Frasco existente","Флаконы удаляют все действующие эффекты флаконов","Usar un frasco elimina cualquier efecto de frasco existente","การใช้ ขวดยาจะกำจัดผลของ ขวดยา อื่นๆ ที่มีอยู่","使用藥劑移除現有的藥劑效果",[],"",[7843],11373,31503
50,"PlayerDebuffCursesandNonDamagingAilmentsReflectedToSelf","[8,25]",[],[25],"",[],"",[],0,"Ailment and Curse Reflection","Altérations & Malédictions renvoyées","Reflektierte Beeinträchtigungen und Flüche","状態異常および呪い反射","상태 이상 및 저주 반사","Reflexo de Maldições e Afecções","Отражение состояний и проклятий","Reflejo de estados alterados y maldiciones","สะท้อนสถานะ เจ็บป่วยและคำสาป","異常狀態和詛咒反射","Art/2DArt/UIImages/InGame/Ultimatum/Icons/CurseAilmentReflection",11872,[],0,"",[11],1,0,"Curses and Non-damaging Ailments you apply are Reflected","Les Malédictions que vous infligez vous sont Renvoyées.\r\nLes Altérations n'infligeant pas de Dégâts que vous infligez vous sont Renvoyées.","Von Euch angewendete Flüche und nicht schädigende Beeinträchtigungen werden reflektiert","プレイヤーが付与する呪いおよび非ダメージ性状態異常は反射される","당신이 유발하는 저주와 비-피해 상태 이상이 반사됩니다.","Maldições e Afecções Não Nocivas aplicadas por você são Refletidas","Накладываемые вами проклятия и не наносящие урон состояния и отражаются обратно на вас","Las maldiciones y los estados alterados no dañinos que aplicas se reflejan","คำสาปและสถานะ เจ็บป่วยไร้ความเสียหาย ที่คุณสร้างจะถูกสะท้อน","你造成的詛咒和非傷害型異常狀態被反射",[],"",[7844],11358,31504
51,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostLow","[8,25]",[],[25],"",[],"",[],0,"Lightning Damage from Mana Costs","Mana foudroyant","Blitzschaden von Manakosten","マナコストから雷ダメージ","마나 소모로 번개 피해","Dano de Raio dos Custos de Mana","Урон от молнии при расходе маны","Daño de rayo por costo de maná","ความเสียหายสายฟ้าจากค่าใช้งานมานา","魔力消耗的閃電傷害","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LightningDamageFromMana",28778,[],0,"",[49],1,0,"Take 50% of Mana costs as Lightning Damage","50% des Coûts en Mana dépensés vous sont infligés sous forme de Dégâts de foudre.","Erleidet 50% der Manakosten als Blitzschaden","マナコストの50%を雷ダメージとして受ける","마나 소모의 50%를 번개 피해로 받습니다.","Sofra 50% do custo de Mana como Dano de Raio","Наносит урон от молнии, равный 50% от израсходованной маны","Recibes el 50% de los costos de maná como daño de rayo","รับความเสียหาย สายฟ้า เท่ากับ 50% ของ ค่าใช้งาน มานา","承受 50% 魔力消耗的閃電傷害",[],"",[7845],11364,""
52,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostMid","[8,25]",[],[],"",[],"",[],0,"Lightning Damage from Mana Costs","Mana foudroyant","Blitzschaden von Manakosten","マナコストから雷ダメージ","마나 소모로 번개 피해","Dano de Raio dos Custos de Mana","Урон от молнии при расходе маны","Daño de rayo por costo de maná","ความเสียหายสายฟ้าจากค่าใช้งานมานา","魔力消耗的閃電傷害","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LightningDamageFromMana",2238,[],0,"",[50],1,0,"Take 200% of Mana costs as Lightning Damage","200% des Coûts en Mana dépensés vous sont infligés sous forme de Dégâts de foudre.","Erleidet 200% der Manakosten als Blitzschaden","マナコストの200%を雷ダメージとして受ける","마나 소모의 200%를 번개 피해로 받습니다.","Sofra 200% do custo de Mana como Dano de Raio","Наносит урон от молнии, равный 200% от израсходованной маны","Recibes el 200% de los costos de maná como daño de rayo","รับความเสียหาย สายฟ้า เท่ากับ 200% ของ ค่าใช้งาน มานา","承受 200% 魔力消耗的閃電傷害",[],"",[7845],11364,""
53,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostHigh","[8,25]",[],[],"",[],"",[],0,"Lightning Damage from Mana Costs","Mana foudroyant","Blitzschaden von Manakosten","マナコストから雷ダメージ","마나 소모로 번개 피해","Dano de Raio dos Custos de Mana","Урон от молнии при расходе маны","Daño de rayo por costo de maná","ความเสียหายสายฟ้าจากค่าใช้งานมานา","魔力消耗的閃電傷害","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LightningDamageFromMana",58901,[],0,"",[12],1,0,"Take 1000% of Mana costs as Lightning Damage","1000% des Coûts en Mana dépensés vous sont infligés sous forme de Dégâts de foudre.","Erleidet 1000% der Manakosten als Blitzschaden","マナコストの1000%を雷ダメージとして受ける","마나 소모의 1000%를 번개 피해로 받습니다.","Sofra 1000% do custo de Mana como Dano de Raio","Наносит урон от молнии, равный 1000% от израсходованной маны","Recibes el 1000% de los costos de maná como daño de rayo","รับความเสียหาย สายฟ้า เท่ากับ 1000% ของ ค่าใช้งาน มานา","承受 1000% 魔力消耗的閃電傷害",[],"",[7845],11364,""
54,"PlayerDebuffRandomProjectileDirection","[8,20,25]",[6054],"[20,25]","",[],"",[],0,"Random Projectiles","Projectiles aléatoires","Zufällige Projektile","無秩序な投射物","무작위 투사체","Projéteis Aleatórios","Случайные снаряды","Proyectiles aleatorios","สุ่มกระสุน","隨機投射物","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ScatteredProjectiles",46286,[],0,"",[13],1,0,"Your Projectiles fly in random directions\r\nMonsters fire additional Projectiles","Vos Projectiles partent dans des directions aléatoires.\r\nLes monstres tirent des Projectiles supplémentaires.","Eure Projektile werden in zufällige Richtungen abgefeuert\r\nMonster feuern zusätzliche Projektile","放つ投射物がランダムな方向に飛ぶ\r\nモンスターは追加の投射物を放つ","당신의 투사체가 임의의 방향으로 날아갑니다.\r\n몬스터가 투사체를 추가로 발사합니다.","Seus projéteis voam em direções aleatórias\r\nMonstros disparam Projéteis adicionais","Ваши снаряды летят в случайных направлениях\r\nМонстры выпускают дополнительные снаряды","Tus proyectiles vuelan en direcciones aleatorias\r\nLos monstruos disparan proyectiles adicionales","กระสุน ของคุณสุ่มทิศทาง\r\nมอนสเตอร์ยิง กระสุน เพิ่มอีก","你的投射物以隨機方向發射\r\n怪物發射額外投射物",[],"",[7846],11382,""
55,"PlayerDebuffAurasAffectAllies","[8,24]",[],[24],"",[],"",[],0,"Treacherous Auras","Auras traîtresses","Tückische Auren","裏切りのオーラ","오라의 배신","Auras Perigosas","Предательские ауры","Auras traicioneras","ออร่าทรยศ","奸詐光環","Art/2DArt/UIImages/InGame/Ultimatum/Icons/SharedAuras",12730,[],0,"",[15],1,0,"Your Auras that affect Allies also affect Enemies","Vos Auras qui affectent vos alliés affectent également vos ennemis.","Eure Auren, die auf Verbündete wirken, wirken auch auf Gegner","味方に影響するプレイヤーのオーラは敵にも影響する","아군에게 영향을 주는 오라가 적에게도 영향을 줍니다.","Suas Auras que afetam Aliados também afetam Inimigos","Ваши ауры, действующие на союзников, действуют также и на врагов","Tus auras que afectan a los aliados también afectan a los enemigos","ออร่า ของคุณที่ส่งผลกับ เพื่อน จะส่งผลกับ ศัตรู ด้วย","你影響友方的光環同時影響敵人",[],"",[7847],11385,31505
56,"PlayerDebuffUltimatumDealNoDamageFor2SecondEvery8Seconds","[8,25]",[],[25],"",[],"",[],0,"Occasional Impotence","Impuissance épisodique","Gelegentliche Schwäche","偶発する無気力","간헐적 무기력","Impotência Ocasional","Случайное бессилие","Impotencia ocasional","หมดกำลังชั่วครู่","暫時失效","Art/2DArt/UIImages/InGame/Ultimatum/Icons/OccasionalImpotence",65051,[],0,"",[44],1,0,"You and your Minions deal no damage for 2 seconds every 8 seconds","Toutes les 8 secondes, vous et vos Créatures devenez incapables d'infliger des dégâts pendant 2 secondes.","Ihr und Eure Kreaturen verursachen alle 8 Sekunden für 2 Sekunden keinen Schaden","プレイヤーとそのミニオンは8秒ごとに2秒間ダメージを与えることが出来ない","당신과 소환수가 8초마다 2초 동안 아무 피해를 주지 않습니다.","Você e seus Lacaios não causam dano por 2 segundos a cada 8 segundos","Раз в 8 секунд вы и ваши приспешники не наносите урона в течение 2 секунд","Tú y tus esbirros no infligen nada de daño durante 2 segundos cada 8 segundos","คุณและมิเนียนของคุณ ไม่สร้างความเสียหายใดๆ 2 วินาที ทุก 8 วินาที","每 8 秒你和你的召喚物有 2 秒不會造成傷害",[],"",[7848],11208,31506
57,"PlayerDebuffUltimatumLoseChargesEverySecond","[8,25]","[4739,4740,4741]",[25],"",[],"",[],0,"Siphoned Charges","Charges dérobées","Schwindende Ladungen","サイフォンドチャージ","충전 흡수","Cargas Sugadas","Исчезающие заряды","Cargas ","ดูดกลืนชาร์จ","虹吸球","Art/2DArt/UIImages/InGame/Ultimatum/Icons/SiphonedCharges",21966,[],0,"",[45],1,0,"Lose a Power, Frenzy, and Endurance Charge every second\r\nMonsters gain Power, Frenzy, and Endurance Charges on hit","Chaque seconde qui s'écoule vous fait perdre une Charge d'endurance, de frénésie et de pouvoir.\r\nLes monstres gagnent une Charge d'endurance, de frénésie et de pouvoir quand ils touchent.","Verliert jede Sekunde eine Energie-, Raserei- und Widerstands-Ladung\r\nMonster erhalten bei Treffer Energie-, Raserei- und Widerstands-Ladungen","毎秒、パワーチャージ、フレンジーチャージおよびエンデュランスチャージを1個失う。\r\nモンスターはヒット時にパワーチャージ、フレンジーチャージおよびエンデュランスチャージを得る","1초마다 권능, 격분, 인내 충전을 1개 상실합니다.\r\n몬스터가 명중 시 권능, 격분, 인내 충전을 획득합니다.","Perca uma Carga de Poder, Frenesi e Tolerância a cada segundo\r\nMonstros ganham uma Carga de Poder, Frenesi e Tolerância ao acertarem","Вы теряете заряд ярости, энергии и выносливости каждую секунду\r\nМонстры получают заряды ярости, энергии и выносливости при нанесении удара","Pierdes una carga de poder, una de frenesí y una de aguante por segundo\r\nLos monstruos ganan cargas de poder, frenesí y aguante con cada golpe","สูญเสีย Power, Frenzy, Endurance Charge ทุกวินาที\r\nมอนสเตอร์จะได้รับ Power, Frenzy, Endurance Charge เมื่อปะทะ","每秒失去 1 顆暴擊、狂怒和耐力球\r\n怪物擊中時獲得暴擊、狂怒和耐力球",[],"",[7849],11160,31507
58,"GolemCrawlerSpawner",[3],[],[],"",[],"",[],0,"","","","","","","","","","","",51637,[],0,"",[],1,0,"","","","","","","","","","","[""Metadata/Monsters/LeagueUltimatum/Spawners/CrawlerSpawner""]","",[],"",""
59,"UltimatumWave2MonsterDamageLife",[23],"[24879,24887]",[],"",[],"",[],0,"","","","","","","","","","","",43137,[],0,"",[],1,0,"","","","","","","","","","",[],"",[],"",""
