"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName (English)","SupportSkillName (French)","SupportSkillName (German)","SupportSkillName (Japanese)","SupportSkillName (Korean)","SupportSkillName (Portuguese)","SupportSkillName (Russian)","SupportSkillName (Spanish)","SupportSkillName (Thai)","SupportSkillName (Traditional Chinese)","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","[rid]"
465,6468,9390,0,0,100,"[51,11,16,8]","","","Supports skills which create Minions.","Modifie les aptitudes qui génèrent des créatures.","Unterstützt Fertigkeiten, die Kreaturen erzeugen.","ミニオンを作り出すスキルをサポートする。","소환수 생성 스킬에 적용됩니다.","Suporta habilidades que criam Lacaios.","Усиливает умения, создающие приспешников.","Asiste habilidades que crean esbirros.","ใช้เสริมสกิลที่สร้าง มิเนียน","輔助製造召喚物的技能。",13872,"","","","","","","","","","","","",1,"","","",1,1,"",107,"","",3,22,[0]
466,6469,9391,0,0,100,"[14,4,51,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.","Modifie les aptitudes qui sont des sorts et qui ont un effet s'appliquant dans une zone autour de l'emplacement ciblé. Ne peut modifier les aptitudes vaal, les aptitudes de Créatures ou les aptitudes utilisées par les totems, pièges et mines.","Unterstützt Zauberfertigkeiten, die einen Effekt auf einen Bereich um einen Zielort anwenden. Kann keine Vaal-, Totem-, Fallen- oder Minenfertigkeiten unterstützen. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","対象となる地点に効果範囲を生成するスペルスキルをサポートする。ヴァールスキルまたはトーテム、トラップ、マインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","대상 지점 주변의 범위 내에 영향을 주는 주문 스킬에 적용됩니다. 바알 스킬 또는 토템, 덫, 지뢰 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬에도 적용되지 않습니다.","Suporta habilidades mágicas que aplicam um efeito à uma área ao redor do local alvo. Não suporta Habilidades Vaal ou habilidades usadas por totens, armadilhas ou minas. Não pode modificar habilidades de lacaios.","Усиливает умения чар, которые накладывают эффект на область вокруг указанного места. Не может усиливать умения ваал и умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades de hechizo que aplican un efecto en un área alrededor de la ubicación objetivo. No puede asistir habilidades vaal ni habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริม สกิลเวท ที่สร้างผลในพื้นที่รอบๆ ตำแหน่งเป้าหมาย ไม่สามารถเสริม สกิลวาล์ หรือสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助能對目標附近區域的法術技能。不能輔助瓦爾、召喚物、圖騰、陷阱或地雷技能。無法調整召喚物的技能。",13873,"","","","","","","","","","","","",1,"","","",1,1,"",346,"","",3,17,[0]
467,6470,9392,0,0,100,"[4,51,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.","Modifie les sorts et les répète lors de l'incantation. Ne fonctionne pas avec les aptitudes vaal, les aptitudes de totem, les aptitudes canalisées, les aptitudes à déclenchement, les aptitudes instantanées et les aptitudes qui réservent du mana.","Unterstützt Zauberfertigkeiten, die sich beim Zaubern wiederholen. Kann keine Vaal-, Totem-, Kanalisierungs-, auslösbare oder sofort gewirkte Fertigkeiten oder Fertigkeiten mit Reservierungskosten unterstützen.","スペルスキルをサポートし、キャストした際にスキルが繰り返される。ヴァ―ルスキル、トーテムスキル、チャネリングスキル、トリガーされるスキル、即時発動スキル、リザーブするスキルはサポートされない。","주문 스킬에 적용되며, 시전 시 스킬이 반복됩니다. 바알 스킬, 토템 스킬, 집중 유지 스킬, 발동형 스킬, 즉시 시전 스킬, 점유가 있는 스킬에는 적용되지 않습니다","Suporta habilidades mágicas, fazendo com que se repitam quando conjuradas. Não pode suportar habilidades Vaal, habilidades de totens, habilidades canalizadas, ativadas, instantâneas ou habilidades com reserva.","Усиливает чары. При сотворении чары повторяются несколько раз. Нельзя усилить умения ваал, умения тотемов, поддерживаемые умения, срабатывающие умения, мгновенные умения и умения с удержанием.","Asiste habilidades de hechizo, lo que hace que se repitan al ser lanzadas. No puede asistir habilidades vaal, de tótem, de canalización, de activación, instantáneas ni las que posean una reserva.","ใช้เสริม สกิลเวท ทำให้เกิดซ้ำเมื่อร่าย ไม่สามารถเสริม สกิลวาล์, สกิลโทเทม, สกิลแชนเนล, สกิลที่ถูกทริกเกอร์, สกิลที่ส่งผลทันที หรือ สกิลที่มีค่าสำรอง ได้","輔助法術技能，使施放使用時重複。不能輔助瓦爾、圖騰、引導施放、觸發、立即和保留技能。",13874,"","","","","","","","","","","","",1,"","","",1,1,"",189,"","",3,18,[0]
468,6471,9393,0,40,60,"[51,11,16]","","","Supports any skill that hits enemies or inflicts ailments","Modifie toutes les aptitudes qui touchent les ennemis ou infligent des altérations.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットするスキルまたは元素状態異常を引き起こすスキルをサポートする。","적을 명중하거나 상태 이상을 유발하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos ou inflija afecções.","Усиливает любое умение, наносящее удары по врагам или накладывающее состояния.","Asiste cualquier habilidad que golpee enemigos o aplique estados alterados.","ใช้เสริมสกิลที่ปะทะศัตรู หรือสกิลที่สามารถสร้างสถานะ เจ็บป่วย ได้","輔助任何可擊中敵人或造成異常狀態的技能。",13875,"","","","","","","","","","","","",1,"","","",1,1,"",334,"","",3,22,[0]
469,6472,9394,0,0,100,"[4,51,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","Modifie les aptitudes qui sont des sorts. Lorsque vous les lancez, cette gemme de soutien reproduit leurs effets. Ne fonctionne pas avec les aptitudes qui ont un temps de recharge, les aptitudes déclenchées, les aptitudes de Symbole, les aptitudes vaal, les aptitudes canalisées, les aptitudes à réservation, ni les aptitudes utilisées par les créatures, les totems, les pièges et les mines. Ne peut pas modifier les aptitudes utilisées par les Créatures.","Unterstützt Zauberfertigkeiten und bewirkt, dass die Zaubereffekte erneut auftreten, wenn sie gewirkt werden. Kann keine Vaal-, Zeichen-, Totem-, Fallen-, Minen-, Kanalisierungs-, auslösbare oder Fertigkeiten mit Reservierungskosten unterstützen oder Fertigkeiten, die über eine Abklingzeit verfügen. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","スペルスキルをサポートし、キャスト時にその効果を再び起こす。クールダウンを持つスキル、トリガーされるスキル、ブランドスキル、ヴァールスキル、チャネリングスキル、リザーブするスキルまたはトーテム、トラップ、マインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","주문 스킬에 적용됩니다. 시전 시 스킬 효과가 반복됩니다. 재사용 대기시간이 있는 스킬, 발동형 스킬, 낙인 스킬, 바알 스킬, 집중 유지 스킬, 점유가 있는 스킬에는 적용되지 않습니다. 또한 토템, 덫, 지뢰 스킬이나 소환수가 사용하는 스킬에도 적용되지 않습니다.","Suporta habilidades mágicas, fazendo com que seu efeito  aconteça novamente quando conjurada. Não pode suportar habilidades de recarga, ativadas, de Runas, Vaal, canalizadoras, com reserva ou habilidades usadas por totens, armadilhas ou minas. Não pode modificar habilidades de lacaios.","Усиливает чары, заставляя их эффект повторяться при сотворении. Не усиливает умения со временем восстановления, срабатывающие умения, клейма, умения ваал, поддерживаемые умения, умения с удержанием или умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades de hechizo para que su efecto vuelva a ocurrir cuando se lanza. No puede asistir habilidades que tengan tiempo de recarga, habilidades activables, vaal, de canalización o de marcas, habilidades que tengan una reserva o habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริม สกิลเวท ทำให้ผลของมันเกิดขึ้นซ้ำเมื่อร่าย ไม่สามารถเสริมสกิลที่มีคูลดาวน์, สกิลที่ถูกทริกเกอร์, สกิลตราเวท, สกิลวาล์, สกิลแชนเนล, สกิลที่มีค่าสำรอง หรือสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助法術技能，當施放時使它們的效果再次觸發。無法輔助有冷卻時間的技能、觸發型技能、瓦爾技能、鬥旗技能、引導施放技能、有保留的技能或被圖騰、陷阱或地雷使用的技能。調整召喚物的技能。",13876,"","","","","","","","","","","","",1,"","","",1,1,"",390,"","",3,18,[0]
470,6473,2437,100,0,0,"[29,48,51,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.","Modifie toutes les gemmes d'aptitudes. Lorsque cette gemme atteint le niveau 2 ou le dépasse, elle augmente le niveau des gemmes qu'elle modifie. Ne peut pas modifier une aptitude qui ne provient pas d'une gemme.","Unterstützt alle Fertigkeiten. Sobald diese Gemme Stufe 2 oder höher erreicht, erhöht sie die Stufe der unterstützten Gemmen. Kann keine Fertigkeiten unterstützen, die nicht von Gemmen stammen.","スキルジェムをサポートする。このジェムがレベル2以上になると、サポートされたジェムのレベルを上げる。ジェム由来ではないスキルはサポートされない。","모든 스킬 젬에 적용됩니다. 이 젬이 2레벨 이상이면 보조 대상 스킬 젬의 레벨을 올려줍니다. 젬과 관련되지 않은 스킬에는 적용되지 않습니다.","Suporta qualquer gema de habilidade. Uma vez que a gema atinja o nível 2 ou acima, ela erguerá o nível das gemas de suporte. Não pode suportar habilidades que não venham de gemas.","Усиливает любой камень умения. Начиная со 2 уровня будет увеличивать уровень усиленных камней. Не может усиливать умения, полученные не от камней.","Asiste cualquier gema de habilidad. Cuando esta gema alcanza el nivel 2 o más, aumenta el nivel de las gemas asistidas. No puede asistir habilidades que no provengan de gemas.","ใช้เสริมหินสกิลทุกชนิด เมื่อหินนี้ถึงเลเวล 2 ขึ้นไป มันจะเพิ่มเลเวลของหินที่เสริม ไม่สามารถเสริมสกิลที่ไม่ได้มาจากหินได้","輔助任何技能寶石。當此寶石到達等級 2 時，將會提升輔助寶石的等級。不能輔助非來自寶石的技能。",13877,"","","","","","","","","","","","",1,"","","",1,1,"",201,"","",1,23,[0]
471,6474,2899,0,0,100,"[29,48,51,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.","Modifie toutes les gemmes d'aptitudes. Lorsque cette gemme atteint le niveau 2 ou le dépasse, elle applique un multiplicateur de coût et de réservation aux gemmes qu'elle modifie. Ne peut modifier une aptitude qui ne provient pas d'une gemme.","Unterstützt alle Fertigkeitengemmen. Sobald diese Gemme Stufe 2 oder höher erreicht, wird auf unterstützte Gemmen ein Manamultiplikator angewendet. Kann keine Fertigkeiten unterstützen, die nicht von Gemmen stammen.","スキルジェムをサポートする。このジェムがレベル2以上になると、サポートされたスキルにコストおよびリザーブの乗数が適用される。ジェム由来ではないスキルはサポートされない。","모든 스킬 젬에 적용됩니다. 이 젬이 2레벨 이상이면 보조 대상 스킬 젬에 소모 및 점유 배율이 적용됩니다. 젬과 관련되지 않은 스킬은 적용되지 않습니다.","Suporta qualquer gema de habilidade. Uma vez que que essa gema atinja o nível 2 ou acima, ela aplicará um custo & multiplicador de reserva às gemas de suporte. Não pode suportar habilidades que não venham de gemas.","Усиливает любой камень умения. Начиная со 2 уровня добавляет усиленным умениям коэффициент расхода и удержания маны. Не может усиливать умения, полученные не от камней.","Asiste cualquier gema de habilidad. Cuando esta gema alcanza el nivel 2 o más, aplica un multiplicador de costo y reserva a las habilidades asistidas. No puede asistir habilidades que no provengan de gemas.","ใช้เสริมหินสกิลทุกชนิด เมื่อหินนี้ถึงเลเวล 2 ขึ้นไป มันจะมีตัวคูณค่าใช้งานและค่าสำรองให้กับหินที่เสริม ไม่สามารถเสริมสกิลที่ไม่ได้มาจากหินได้","輔助任何技能寶石。當此寶石到達等級 2 時，將會套用消耗和保留加成至輔助寶石。不能輔助非來自寶石的技能。",13878,"","","","","","","","","","","","",1,"","","",1,1,"",234,"","",3,23,[0]
472,6475,2690,0,100,0,"[29,48,51,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.","Modifie toutes les gemmes d'aptitudes. Lorsque cette gemme atteint le niveau 2 ou le dépasse, elle augmente la qualité des gemmes qu'elle modifie. Ne peut modifier une aptitude qui ne provient pas d'une gemme.","Unterstützt alle Fertigkeitengemmen. Sobald diese Gemme Stufe 2 oder höher erreicht, erhöht sie die Qualität der unterstützten Gemmen. Kann keine Fertigkeiten unterstützen, die nicht von Gemmen stammen.","スキルジェムをサポートする。このジェムがレベル2以上になると、サポートされたジェムの品質を上げる。ジェム由来ではないスキルはサポートされない。","모든 스킬 젬에 적용됩니다. 이 젬이 2레벨 이상이면 보조 대상 스킬 젬의 퀄리티를 올려줍니다. 젬과 관련되지 않은 스킬에는 적용되지 않습니다.","Suporta qualquer gema de habilidade. Uma vez que a gema atinja o nível 2 ou acima, ela erguerá a qualidade das gemas de suporte. Não pode suportar habilidades que não venham de gemas.","Усиливает любой камень умения. Начиная со 2 уровня будет увеличивать качество усиленных камней. Не может усиливать умения, полученные не от камней.","Asiste cualquier gema de habilidad. Cuando esta gema alcanza el nivel 2 o más, aumenta la calidad de las gemas asistidas. No puede asistir habilidades que no provengan de gemas.","ใช้เสริมหินสกิลทุกชนิด เมื่อหินนี้ถึงเลเวล 2 ขึ้นไป มันจะเพิ่มค่าคุณภาพของหินที่เสริม ไม่สามารถเสริมสกิลที่ไม่ได้มาจากหินได้","輔助任何技能寶石。當此寶石到達等級 2 時，將會提升輔助寶石的品質。不能輔助非來自寶石的技能。",13879,"","","","","","","","","","","","",1,"","","",1,1,"",216,"","",2,23,[0]
473,6479,9606,0,0,100,"[11,25,4,15,34,2,46]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,5,[0]
474,6477,9607,0,100,0,"[10,25,4,15]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,12,[0]
475,6388,9608,0,0,100,"[11,25,4,14,30,2,15,46]","","","","","","","","","","","","","",9609,"","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
476,6480,9610,0,0,100,"[11,25,13,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,0,[0]
477,6481,9611,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,5,[0]
478,6482,9613,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,12,[0]
479,6478,9615,0,0,100,"[26,11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","Modifie les sorts qui n'ont pas de réservation. Ne peut pas modifier les aptitudes déclenchées ou les aptitudes utilisées par les créatures, totems, pièges ou mines.","Unterstützt Zauberfertigkeiten, die kein Mana reservieren. Kann keine Totem-, Fallen- oder Minenfertigkeiten unterstützen. Kann die Fertigkeiten von Kreaturen nicht verändern.","リザーブを持たないスペルスキルをサポートする。トーテム、トラップおよびマインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","점유가 없는 주문 스킬에 적용됩니다. 토템, 덫, 지뢰 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬도 적용되지 않습니다.","Suporta habilidades mágicas sem reserva. Não pode suportar habilidades usadas por totens, armadilhas ou minas. Não pode modificar as habilidades de lacaios.","Усиливает умения чар, не удерживающие ресурсы. Не усиливает умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades de hechizo que no tengan una reserva. No puede asistir habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริมสกิลเวทที่ไม่มีค่าสำรอง ไม่สามารถเสริมสกิลที่ใช้งานจาก โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助沒有保留的法術技能。不能輔助被圖騰、陷阱或地雷使用的技能。不能調整召喚物技能。","",9614,"","Spellslinger Support","Soutien : Projection de sortilèges","Unterstützung: Zauberschwinger","スペルスリンガーサポート","주문투척 보조","Suporte: Feiticeiro","Чароплёт","Asistencia de Lanzahechizos","หินเสริม Spellslinger","法術回音輔助","","","","",1,1,"","","","",3,7,[0]
480,6485,9616,0,0,100,"[2,46,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support arcane skills, Vaal skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.","Modifie les sorts qui infligent des dégâts au toucher et qui n'ont pas de réservation. Ne peut pas modifier les aptitudes déclenchées, les aptitudes vaal, ou les aptitudes utilisées par les créatures, totems, pièges ou mines.","Unterstützt Zauberfertigkeiten, die Schaden mit Treffern verursachen und keine Reservierung haben. Kann keine Vaal-, auslösbaren, Totem-, Fallen- oder Minenfertigkeiten unterstützen. Kann die Fertigkeiten von Kreaturen nicht verändern. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","敵にヒットしリザーブを持たないスペルスキルをサポートする。アーケインスキル、ヴァールスキルおよびトーテム、トラップ、マインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","명중 시 피해를 주고 점유가 없는 주문 스킬에 적용됩니다. 비전 스킬 및 바알 스킬이나 토템, 덫, 지뢰 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬에도 적용되지 않습니다.","Suporta habilidades mágicas que causam dano com acertos e sem reserva. Não pode suportar habilidades arcanas, habilidades Vaal, ou habilidades usadas por totens, armadilhas ou minas. Não pode modificar as habilidades de lacaios.","Усиливает умения чар, наносящие урон от ударов и не удерживающие ресурсы. Не усиливает колдовские умения, умения ваал или умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades de hechizo que infligen daño con golpes y no tienen reserva. No puede asistir habilidades arcanas, habilidades vaal ni habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริม สกิลเวท ที่สร้างความเสียหายด้วยการปะทะและไม่มีค่าสำรอง ไม่สามารถเสริม สกิลอาคม, สกิลวาล์ หรือสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助會造成擊中傷害和沒有保留的法術技能。不能輔助秘能技能、瓦爾技能，或被圖騰、陷阱或地雷使用的技能。無法調整召喚物的技能。",13881,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,9,[0]
481,6486,9756,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.","Modifie les aptitudes qui ont un Temps de recharge.\nNe peut pas modifier les aptitudes déclenchées.","Unterstützt Fertigkeiten mit Abklingzeiten.\nKann keine auslösbaren Fertigkeiten unterstützen.","クールダウンを持つスキルをサポートする。\nトリガーされるスキルはサポートできない。","재사용 대기시간을 가진 스킬에 적용됩니다.\n발동형 스킬에는 적용되지 않습니다.","Suporta habilidades com recarga.\nNão pode suportar habilidades ativadas.","Усиливает умения со временем восстановления.\nНельзя усилить срабатывающие умения.","Asiste hechizos con tiempos de recarga.\nNo puede asistir habilidades de activación.","ใช้เสริมสกิลที่มีคูลดาวน์\nไม่สามารถเสริมสกิลที่ถูกทริกเกอร์ได้","輔助有冷卻時間的技能。\n不能輔助觸發型技能。",13880,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,9,[0]
482,6488,9828,0,0,100,"[26,11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","Modifie les aptitudes qui sont des sorts et qui n'ont pas de réservation. Ne peut pas modifier les aptitudes utilisées par les totems, les pièges ou les mines. Ne peut pas modifier les aptitudes des créatures.","Unterstützt Zauberfertigkeiten, die kein Mana reservieren. Kann keine Totem-, Fallen- oder Minenfertigkeiten unterstützen. Kann die Fertigkeiten von Kreaturen nicht verändern.","リザーブを持たないスペルスキルをサポートする。トーテム、トラップおよびマインで使用されるスキルはサポートできない。ミニオンのスキルには影響しない。","점유가 없는 주문 스킬에 적용됩니다. 토템, 덫, 지뢰 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬도 적용되지 않습니다.","Suporta habilidades mágicas sem reserva. Não pode suportar habilidades usadas por totens, armadilhas ou minas. Não pode modificar as habilidades de lacaios.","Усиливает умения чар, не удерживающие ресурсы. Не усиливает умения, используемые тотемами, ловушками и минами. Не усиливает умения приспешников.","Asiste habilidades de hechizos que no tengan reserva. No puede asistir habilidades usadas por tótems, trampas o minas. No puede modificar las habilidades de los esbirros.","ใช้เสริมสกิลเวทที่ไม่มีค่าสำรอง ไม่สามารถเสริมสกิลที่ใช้งานจาก โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助沒有保留的法術技能。不能輔助被圖騰、陷阱或地雷使用的技能。不能調整召喚物技能。","",9827,"","Arcanist Brand Support","Soutien : Symbole de l'Arcaniste","Unterstützung: Zeichen des Arkanisten","アルカニストブランドサポート","신비학자 낙인 보조","Suporte: Runa Arcanista","Клеймо чаротворца","Asistencia de Marca del arcanista","หินเสริม Arcanist Brand","奧術烙印輔助","","","","",1,"","","","","",3,11,[0]
483,6489,8170,100,0,0,"[27,9,25,14,15,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,3,[0]
484,6279,9830,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,5,[0]
485,6490,9831,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,5,[0]
486,6491,9833,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
487,6492,9834,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
488,6493,9835,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,4,[0]
489,6494,9836,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","Modifie les aptitudes d'attaque de mêlée. Ces aptitudes seront alors utilisées par les Guerriers mirages invoqués par Cri du Général. Ces aptitudes ne peuvent pas être modifiées par Multifrappe.","Unterstützt Nahkampf-Angriffsfertigkeiten. Diese Fertigkeiten werden von Illusionskriegern benutzt, die durch Schrei des Generals beschwört werden. Unterstützte Fertigkeiten können nicht durch Mehrfachschlag unterstützt werden.","近接アタックスキルをサポートする。サポートされたスキルはジェネラルズクライにより召喚されたミラージュウォーリアーにより使用される。サポートされたスキルはマルチストライクでサポートできない。","근접 공격 스킬을 보조합니다. 해당 스킬은 장군의 함성으로 소환된 신기루 전사가 사용합니다. 보조 대상 스킬이 연속타격의 보조는 받을 수 없습니다.","Suporta habilidades de ataque corpo a corpo. Tais habilidades serão usadas por Guerreiros Ilusórios convocados pelo Clamor do General. Habilidades suportadas não podem ser suportadas por Ataques Múltiplos.","Усиливает умения атак ближнего боя. Эти умения используются призрачными воинами, поднятыми Кличем полководца. Усиливаемые умения нельзя усилить Градом ударов.","Asiste habilidades de ataques cuerpo a cuerpo. Estas habilidades las usarán los Guerreros ilusorios invocados por Grito del general. Las habilidades asistidas no pueden estar asistidas por Golpes múltiples.","ใช้เสริม สกิลโจมตีประชิด ทำให้สกิลเหล่านี้ถูกใช้งานโดยนักรบเงาที่อัญเชิญจาก คำรามแม่ทัพ (General's Cry) สกิลที่เสริม ไม่สามารถถูกเสริมด้วย Multistrike ได้","輔助近戰攻擊技能。這些技能會被將軍戰吼召喚的幻影戰士使用。被輔助技能不能被多重打擊輔助。","",9837,"","General's Cry Support","Soutien : Cri du Général","Unterstützung: Schrei des Generals","ジェネラルズクライサポート","장군의 함성 보조","Suporte: Clamor do General","Клич полководца","Asistencia de Grito del general","หินเสริม General's Cry","將軍戰吼輔助","","","","",1,"","","","","",1,7,[0]
490,6487,9842,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.","Modifie les aptitudes de fracas en leur donnant un effet puissant lors de leur utilisation. Cet effet disparaît ensuite pendant quelques temps avant d'être à nouveau disponible. Ne peut pas modifier les aptitudes vaal ou déclenchées. Ne peut pas modifier les aptitudes des créatures. Seules les aptitudes que vous utilisez vous-même peuvent recevoir cet effet.","Unterstützt Hieb-Fertigkeiten und gewährt bei deren Nutzung eine Verstärkung. Nach einer Verzögerung können diese erneut verstärkt werden. Kann keine Vaal- oder auslösbare Fertigkeiten unterstützen. Kann die Fertigkeiten von Kreaturen nicht modifizieren. Die Verstärkung erhalten nur Fertigkeiten, die Ihr selbst nutzt. ","スラムスキルをサポートし、スキル使用時に強力なブーストを行うが再度ブーストできるようになるまでに遅延が発生する。ヴァールスキルおよびトリガーされるスキルはサポートできない。ミニオンのスキルには影響しない。自身が使用したスキルのみブーストを得られる。","강타 스킬에 적용됩니다. 강타 스킬을 사용할 때 위력을 증폭하며, 다시 증폭되기 전에 지연시간이 있습니다. 바알 스킬 또는 발동형 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬도 적용되지 않습니다. 직접 사용하는 스킬만 증폭을 받습니다.","Suporta habilidades de impacto, concedendo uma poderosa Maximização quando são usadas, com um delay antes que possam ser maximizadas novamente. Não pode suportar habilidades Vaal ou habilidades ativadas. Não pode modificar as habilidades de lacaios. Apenas habilidades que você mesmo use podem receber esta maximização.","Усиливает умения мощных ударов, периодически резко увеличивая эффект от их использования. Не усиливает умения ваал и срабатывающие умения. Не усиливает умения приспешников. Усиливающий эффект действует только на умения, используемые вами самостоятельно.","Asiste habilidades de embate y las potencia de forma poderosa cuando las usas. Tras usarlas, hay un tiempo de demora antes de que puedan ser potenciadas de nuevo. No puede asistir habilidades vaal ni habilidades de activación. No puede modificar las habilidades de los esbirros. Solo las habilidades que tú usas pueden recibir la potenciación.","ใช้เสริม สกิลทุบ เพื่อเพิ่มพลังให้กับมันอย่างมากเมื่อใช้งาน และมีระยะเวลาสั้นๆ ก่อนที่จะเพิ่มพลังได้อีกครั้ง ไม่สามารถเสริม สกิลวาล์หรือสกิลที่ถูกทริกเกอร์ ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้ มีเพียงสกิลที่คุณใช้งานด้วยตนเองเท่านั้นที่จะได้รับการเพิ่มพลัง","輔助重擊技能，當使用時給予強大的加成，可再次加成前會有冷卻時間。不能輔助瓦爾技能或觸發型技能。不能調整召喚物的技能。只有你自己使用的技能可以獲得加成。",13883,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,11,[0]
