"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool_65","bool_66","Awakened","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","[rid]_187"
329,3062,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[331],"","","",0,3,"",0,"",[4]
330,3063,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[332],"","","",0,3,"",0,"",[4]
331,3001,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[333],"","","",0,1,"",0,"",[1]
332,3000,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[334],"","","",0,2,"",0,"",[1]
333,3103,0,0,100,"","","",0,1,1,"",3,11,0,[7],[0],"",[335],"","","",0,4,"",2,"",[]
334,3044,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[336],"","","",0,1,"",0,"",[4]
335,2994,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[337],"","","",0,1,"",0,"",[1]
336,3053,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[338],"","","",0,3,"",0,"","[4,2,3]"
337,3065,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[339],"","","",0,3,"",0,"","[6,4]"
338,3055,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[340],"","","",0,1,1,0,"",[4]
339,3059,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[341],"","","",0,2,"",0,"","[4,2,3]"
340,3115,0,100,0,"","","",0,1,1,"",2,1,0,[8],[0],"",[342],"","Art/Videos/SkillTutorials/Twisters.bk2","",0,1,"",2,"",[]
341,3116,0,100,0,"","","",0,1,1,"",2,1,17,[],[0],"",[343],"","","",0,0,"",0,"",[]
342,3117,0,100,0,"","","",0,1,1,"",2,1,0,[8],[0],"",[344],"","Art/Videos/SkillTutorials/ExplosiveSpear.bk2","",0,1,"",2,"",[]
343,3118,0,100,0,"","","",0,1,1,"",2,32,0,[],[0],"",[345],"","","",0,0,"",2,"",[]
344,3119,0,100,0,"","","",0,1,1,"",2,7,0,[],[0],"",[346],"","","",0,0,"",2,"",[]
345,3120,0,100,0,"","","",0,1,1,"",2,32,0,[8],[0],"",[347],"","Art/Videos/SkillTutorials/ThunderousLeap.bk2","",0,9,"",2,"",[]
346,3121,0,100,0,"","","",0,1,1,"",2,11,0,"[2,8]",[0],"",[348],"","","",0,4,"",2,"",[]
347,3012,0,100,0,"","","",1,1,1,"",2,1,17,[10],[0],"",[349],"","","",0,3,"",0,"",[1]
348,3014,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[350],"","","",0,0,"",0,"","[1,2,3]"
349,3066,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[351],"","","",0,2,"",0,"",[4]
350,3015,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[352],"","","",0,1,"",0,"","[1,2,3]"
351,2948,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[353],"","","",0,1,"",0,"","[0,2,3]"
352,3002,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[354],"","","",0,3,"",0,"",[1]
353,3005,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[355],"","","",0,1,"",0,"",[1]
354,3052,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[356],"","","",0,1,"",0,"",[4]
355,3122,0,0,100,"","","",0,1,1,"",3,23,0,[1],[0],"",[357],"","Art/Videos/SkillTutorials/ProfaneRitual.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageProfaneRitual.dds",0,7,"",2,"",[]
356,3123,0,0,100,"","","",0,1,1,"",3,53,0,[1],[0],"",[358],"","Art/Videos/SkillTutorials/SoulOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePowerOffering.dds",1,13,"",2,"",[]
357,3124,0,0,100,"","","",0,1,1,"",3,32,0,[1],[0],"",[359],"","Art/Videos/SkillTutorials/DarkEffigy.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDarkEffigy.dds",2,9,"",2,"",[]
358,3017,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[360],"","","",0,3,"",0,"",[1]
359,3018,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[361],"","","",0,3,"",0,"",[1]
360,3125,0,0,100,"","",9633,0,1,1,"",3,1,0,[],[0],"",[87],"","Art/Videos/SkillTutorials/SkeletalWarrior.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSkeletalWarrior.dds",0,0,"",2,"",[]
361,3071,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[362],"","","",0,1,"",0,"",[4]
362,2969,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[363],"","","",0,1,"",0,"",[0]
363,3075,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[364],"","","",0,1,"",0,"","[4,2,3]"
364,3076,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[365],"","","",0,2,"",0,"",[4]
365,3079,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[366],"","","",0,1,"",0,"","[4,2,3]"
366,3080,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[367],"","","",0,2,"",0,"","[4,2,3]"
367,3081,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[368],"","","",0,2,"",0,"",[4]
368,3082,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[369],"","","",0,1,"",0,"",[4]
369,3083,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[370],"","","",0,1,"",0,"",[4]
370,3021,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[371],"","","",0,1,"",0,"",[1]
371,3022,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[372],"","","",0,3,"",0,"",[1]
372,3127,0,0,100,"","","",0,1,1,"",3,11,0,[],[0],"",[373],"","","",0,0,"",2,"",[]
373,3025,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[374],"","","",0,1,"",0,"",[1]
374,3128,0,0,100,"","","",2,1,1,"",3,27,0,[1],[0],"",[375],"","","",0,8,"",2,"",[]
375,3027,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[376],"","","",0,1,"",0,"",[1]
376,3026,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[377],"","","",0,1,"",0,"","[1,2,3]"
377,2975,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[378],"","","",0,1,"",0,"","[0,2,3]"
378,3028,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[379],"","","",0,1,"",0,"","[1,2,3]"
379,3129,100,0,0,"","","",0,1,1,"",1,11,0,[6],[0],"",[380],"","","",0,4,"",2,"",[]
380,3130,100,0,0,"","","",0,1,1,"",1,32,0,[],[0],"",[381],"","","",0,0,"",2,"",[]
381,3131,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[382],"","","",0,0,"",2,"",[]
382,3132,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[383],"","","",0,0,"",2,"",[]
383,3133,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[384],"","","",1,14,"",2,"",[]
384,3134,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[385],"","Art/Videos/SkillTutorials/MoltenBlast.bk2","",1,5,"",2,"",[]
385,3135,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[386],"","","",0,0,"",2,"",[]
386,3136,0,0,100,"","","",2,1,1,"",3,27,38,[],[0],"",[387],"","","",0,0,"",2,"",[]
387,3137,100,0,0,"","","",0,1,1,"",1,53,0,[6],[0],"",[388],"","Art/Videos/SkillTutorials/HammerOfTheGods.bk2","",0,13,"",2,"",[]
388,3138,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[389],"","","",0,0,"",2,"",[]
389,3139,100,0,0,"","","",0,1,1,"",1,42,0,[6],[0],"",[390],"","Art/Videos/SkillTutorials/Stampede.bk2","",0,11,"",2,"",[]
390,3140,100,0,0,"","","",0,1,1,"",1,23,0,[6],[0],"",[391],"","Art/Videos/SkillTutorials/ShieldWall.bk2","",0,7,"",2,"",[]
391,3141,100,0,0,"","","",0,1,1,"",1,15,0,[],[0],"",[392],"","","",0,0,"",2,"",[]
392,3142,0,0,100,"","","",0,1,1,"",3,7,0,[7],[0],"",[393],"","Art/Videos/SkillTutorials/EmberFusillade.bk2","",0,3,"",2,"",[]
393,3143,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[394],"","Art/Videos/SkillTutorials/HighVelocityRounds.bk2","",0,3,"",2,"",[]
394,3144,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[395],"","Art/Videos/SkillTutorials/FragmentationRounds.bk2","",0,1,"",2,"",[]
395,3145,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[396],"","Art/Videos/SkillTutorials/SiegeCascade.bk2","",0,13,"",2,"",[]
396,3146,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[397],"","Art/Videos/SkillTutorials/ArmourPiercingRounds.bk2","",0,1,"",2,"",[]
397,3147,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[398],"","Art/Videos/SkillTutorials/ExplosiveShot.bk2","",0,7,"",2,"",[]
398,3148,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[399],"","Art/Videos/SkillTutorials/IncendiaryShot.bk2","",0,3,"",2,"",[]
399,3149,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[400],"","Art/Videos/SkillTutorials/RapidShot.bk2","",0,5,"",2,"",[]
400,3150,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[401],"","Art/Videos/SkillTutorials/GlacialBolt.bk2","",0,7,"",2,"",[]
401,3151,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[402],"","Art/Videos/SkillTutorials/PermafrostBolts.bk2","",0,1,"",2,"",[]
402,3152,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[403],"","Art/Videos/SkillTutorials/HailstormRounds.bk2","",0,11,"",2,"",[]
403,3153,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[404],"","Art/Videos/SkillTutorials/IceShards.bk2","",0,5,"",2,"",[]
404,3154,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[405],"","Art/Videos/SkillTutorials/PlasmaBlast.bk2","",0,13,"",2,"",[]
405,3155,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[406],"","Art/Videos/SkillTutorials/GalvanicShards.bk2","",0,5,"",2,"",[]
406,3156,50,50,0,"","","",0,1,1,"",4,32,0,[9],[0],"",[407],"","Art/Videos/SkillTutorials/StormblastBolts.bk2","",0,9,"",2,"",[]
407,3157,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[408],"","Art/Videos/SkillTutorials/ShockburstRounds.bk2","",0,11,"",2,"",[]
408,2976,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[409],"","","",0,2,"",0,"",[0]
409,2977,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[410],"","","",0,2,"",0,"",[0]
410,2978,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[411],"","","",0,3,"",0,"",[0]
411,3158,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[412],"","","",0,0,"",0,"",[]
412,3159,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[413],"","","",0,0,"",0,"",[]
413,3160,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[414],"","","",0,0,"",0,"",[]
414,3161,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[415],"","","",0,0,"",0,"",[]
415,3162,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[416],"","","",0,0,"",0,"",[]
416,3163,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[417],"","","",0,0,"",0,"",[]
417,3164,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[418],"","","",0,0,"",0,"",[]
418,3165,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[419],"","","",0,0,"",0,"",[]
419,3166,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[420],"","","",0,0,"",0,"",[]
420,3167,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[421],"","","",0,0,"",0,"",[]
421,3168,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[422],"","","",0,0,"",0,"",[]
422,3169,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[423],"","","",0,0,"",0,"",[]
423,3170,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[424],"","","",0,0,"",0,"",[]
424,3171,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[425],"","","",0,0,"",0,"",[]
425,3172,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[426],"","","",0,0,"",0,"",[]
426,3173,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[427],"","","",0,0,"",0,"",[]
427,3174,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[428],"","","",0,0,"",0,"",[]
428,3175,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[429],"","","",0,0,"",0,"",[]
429,3176,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[430],"","","",0,0,"",0,"",[]
430,3177,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[431],"","","",0,0,"",0,"",[]
431,3178,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[432],"","","",0,0,"",0,"",[]
432,3179,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[433],"","","",0,0,"",0,"",[]
433,3180,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[434],"","","",0,0,"",0,"",[]
434,3181,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[435],"","","",0,0,"",0,"",[]
435,3186,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[436],"","","",0,0,"",0,"",[]
436,3187,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[437],"","","",0,0,"",0,"",[]
437,3188,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[438],"","","",0,0,"",0,"",[]
438,3189,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[439],"","","",0,0,"",0,"",[]
439,3190,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[440],"","","",0,0,"",0,"",[]
440,3191,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[441],"","","",0,0,"",0,"",[]
441,3192,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[442],"","","",0,0,"",0,"",[]
442,3193,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[443],"","","",0,0,"",0,"",[]
443,3194,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[497],"","","",0,0,"",0,"",[]
444,3195,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[500],"","","",0,0,"",0,"",[]
445,3216,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[502],"","","",0,0,"",0,"",[]
446,3196,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[503],"","","",0,0,"",0,"",[]
447,3197,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[504],"","","",0,0,"",0,"",[]
448,3198,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[501],"","","",0,0,"",0,"",[]
449,3217,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[505],"","","",0,0,"",0,"",[]
450,3199,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[506],"","","",0,0,"",0,"",[]
451,3227,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[511],"","","",0,0,"",0,"",[]
452,3228,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[512],"","","",0,0,"",0,"",[]
453,3200,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[513],"","","",0,0,"",0,"",[]
454,3201,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[710],"","","",0,0,"",0,"",[]
455,3472,0,0,0,"","","",2,1,1,"",4,1,0,[],[0],"",[735],"","","",0,0,"",0,"",[]
456,3473,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[736],"","","",0,0,"",0,"",[]
457,3475,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[738],"","","",0,0,"",0,"",[]
458,3474,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[737],"","","",0,0,"",0,"",[]
459,3476,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[741],"","","",0,0,"",0,"",[]
460,2979,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[444],"","","",0,2,"",0,"",[0]
461,2980,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[445],"","","",0,1,"",0,"",[0]
462,3030,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[446],"","","",0,1,"",0,"",[1]
463,2960,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[447],"","","",0,3,"",0,"",[0]
464,3008,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[448],"","","",0,3,"",0,"",[1]
465,3058,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[449],"","","",0,3,"",0,"",[4]
466,3031,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[450],"","","",0,3,"",0,"",[1]
467,2982,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[451],"","","",0,3,"",0,"",[0]
468,2981,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[452],"","","",0,1,"",0,"",[0]
469,3032,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[453],"","","",0,1,"",0,"",[1]
470,3089,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[454],"","","",0,3,"",0,"",[4]
471,3090,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[455],"","","",0,3,"",0,"",[4]
472,3091,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[456],"","","",0,3,"",0,"",[4]
473,3092,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[457],"","","",0,3,"",0,"",[4]
474,3093,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[458],"","","",0,3,"",0,"",[4]
475,3094,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[459],"","","",0,3,"",0,"",[4]
476,3182,0,100,0,"","","",0,1,1,"",2,42,0,[2],[0],"",[460],"","Art/Videos/SkillTutorials/ShockchainArrow.bk2","",1,11,"",2,"",[]
477,3183,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[461],"","Art/Videos/SkillTutorials/VaultingImpact.bk2","",0,3,"",2,"",[]
478,3184,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[462],"","Art/Videos/SkillTutorials/StormWave.bk2","",2,7,"",2,"",[]
479,3185,0,50,50,"","","",0,1,1,"",4,32,0,[10],[0],"",[463],"","Art/Videos/SkillTutorials/MantraOfDestruction.bk2","",0,9,"",2,"",[]
480,3033,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[464],"","","",0,1,"",0,"",[1]
481,3096,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[465],"","","",0,2,"",0,"",[4]
482,3097,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[466],"","","",0,3,"",0,"",[4]
483,3095,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[467],"","","",0,3,"",0,"",[4]
484,3098,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[468],"","","",0,2,"",0,"","[4,5]"
485,3034,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[469],"","","",0,0,"",0,"",[1]
486,3035,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[470],"","","",0,1,"",0,"",[1]
487,3036,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[471],"","","",0,1,"",0,"",[1]
488,3042,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[472],"","","",0,1,"",0,"","[1,7]"
489,3102,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[473],"","","",0,1,"",0,"","[4,7]"
490,2987,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[474],"","","",0,1,"",0,"","[0,7]"
491,2988,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[475],"","","",0,2,"",0,"","[0,7]"
492,2989,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[476],"","","",0,3,"",0,"","[0,7]"
493,3208,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[477],"","","",0,0,"",0,"",[]
494,3100,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[478],"","","",0,0,"",0,"",[4]
495,2984,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[479],"","","",0,3,"",0,"",[0]
496,3038,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[480],"","","",0,3,"",0,"",[1]
497,3099,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[481],"","","",0,1,"",0,"",[4]
498,2983,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[482],"","","",0,2,"",0,"",[0]
499,3037,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[483],"","","",0,2,"",0,"","[1,2,3]"
500,3039,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[484],"","","",0,3,"",0,"",[1]
501,3040,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[485],"","","",0,2,"",0,"",[1]
502,2985,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[486],"","","",0,3,"",0,"","[0,2,3]"
503,3101,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[487],"","","",0,3,"",0,"",[4]
504,2986,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[488],"","","",0,2,"",0,"","[0,2,3]"
505,3041,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[489],"","","",0,2,"",0,"","[1,2,3]"
506,3209,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[490],"","","",0,0,"",0,"",[]
507,3210,0,100,0,"","","",0,1,1,"",2,32,0,[2],[0],"",[491],"","Art/Videos/SkillTutorials/IceShot.bk2","",0,9,"",2,"",[]
508,3211,50,50,0,"","","",0,1,1,"",4,11,0,[9],[0],"",[492],"","","",2,4,"",2,"",[]
509,3212,50,50,0,"","","",0,1,1,"",4,27,0,[9],[0],"",[493],"","","",2,8,"",2,"",[]
510,3234,50,50,0,"","","",0,1,1,"",4,59,0,"[9,6]",[0],"",[494],"","","",2,14,"",2,"",[]
511,3213,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[495],"","Art/Videos/SkillTutorials/FreezingMark.bk2","",0,7,"",2,"",[]
512,3214,0,100,0,"","","",0,1,1,"",2,23,0,[2],[0],"",[496],"","Art/Videos/SkillTutorials/VoltaicMark.bk2","",0,7,"",2,"",[]
513,3215,0,50,50,"","","",2,1,1,"",4,32,0,[10],[0],"",[498],"","Art/Videos/SkillTutorials/HandOfChayula.bk2","",0,9,"",2,"",[]
514,3218,100,0,0,"","","",0,1,1,"",1,37,0,[6],[0],"",[507],"","","",0,8,"",2,"",[]
515,3219,0,50,50,"","","",2,1,1,"",4,27,0,[10],[0],"",[508],"","","",0,8,"",2,"",[]
516,3225,50,50,0,"","","",0,1,1,"",4,59,0,"[9,2,8]",[0],"",[509],"","","",0,14,"",2,"",[]
517,3226,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[510],"","","",3,14,"",2,"",[]
518,3229,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[514],"","Art/Videos/SkillTutorials/EmergencyReload.bk2","",0,11,"",2,"",[]
519,3230,100,0,0,"","","",1,1,1,"",1,1,17,[7],[0],"",[515],"","","",0,2,"",0,"",[0]
520,3231,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[516],"","","",0,2,"",0,"",[4]
521,3232,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[517],"","","",0,3,"",0,"",[0]
522,2990,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[518],"","","",0,2,"",0,"",[0]
523,3233,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[519],"","Art/Videos/SkillTutorials/ClusterGrenade.bk2","",3,13,"",2,"",[]
524,3235,0,100,0,"","","",0,1,1,"",2,42,0,[2],[0],"",[521],"","Art/Videos/SkillTutorials/TornadoShot.bk2","",0,11,"",2,"",[]
525,3257,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[522],"","","",0,0,"",0,"",[]
526,3258,0,50,50,"","","",0,1,1,"",4,59,0,[10],[0],"",[523],"","","",0,14,"",2,"",[]
527,3259,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[524],"","","",0,2,"",0,"",[0]
528,3260,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[525],"","","",0,3,"",0,"",[4]
529,3261,50,50,0,"","","",0,1,1,"",4,27,0,[9],[0],"",[526],"","","",0,8,"",2,"",[]
530,3262,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[527],"","","",0,1,"",0,"","[0,8]"
531,3263,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[528],"","","",0,2,"",0,"",[0]
532,3264,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[529],"","","",0,1,"",0,"",[1]
533,3265,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[530],"","","",0,3,"",0,"","[1,8]"
534,3266,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[531],"","","",0,2,"",0,"","[0,8]"
535,3267,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[532],"","","",0,1,"",0,"","[4,9,10,11,12]"
536,3268,100,0,0,"","","",0,1,1,"",1,27,0,"[6,9]",[0],"",[533],"","","",0,8,"",2,"",[]
537,3269,0,100,0,"","","",0,1,1,"",2,59,0,[2],[0],"",[534],"","","",0,14,"",2,"",[]
538,3270,0,50,50,"","","",2,1,1,"",4,59,0,[10],[0],"",[535],"","","",0,14,"",2,"",[]
539,3271,0,0,100,"","","",0,1,1,"",3,59,0,[1],[0],"",[536],"","","",0,14,"",2,"",[]
540,3272,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[537],"","","",2,14,"",2,"",[]
541,3273,0,100,0,"","","",0,1,1,"",2,53,0,[2],[0],"",[538],"","Art/Videos/SkillTutorials/MagneticSalvo.bk2","",3,13,"",2,"",[]
542,3274,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[539],"","Art/Videos/SkillTutorials/FreezingSalvo.bk2","",3,5,"",2,"",[]
543,3275,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[540],"","","",0,0,"",0,"",[]
544,3276,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[541],"","","",0,0,"",0,"",[]
