"rownum","rid","i32","i32","[i32]","BetrayalTargetsKey","i32","rid","[rid]","BetrayalUpgradesKey","bool","[i32]","[rid]","bool","[i32]","NPCTextAudioKey","[i32]"
739,7,0,8,[6],"",300,"",[],"","",[],[],"",[],3125,[]
740,7,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3126,[]
741,7,0,10,[],"",100,"",[],36,"",[],[],"",[],3127,[]
742,7,0,11,[],"",100,"",[],37,"",[],[],"",[],3128,[]
743,7,0,12,[],"",100,"",[],38,"",[],[],"",[],3129,[]
744,7,0,13,[],"",100,"",[],39,"",[],[],"",[],3130,[]
745,7,0,14,[],"",100,"",[],40,"",[],[],"",[],3131,[]
746,7,13,0,[],"",100,"",[],"","",[],[],1,[],3132,[]
747,7,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],3133,[]
748,7,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],3134,[]
749,7,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],3135,[]
750,7,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],3136,[]
751,7,1,4,[],"",100,"","[1,2]","","",[],[],"",[],3137,[]
752,7,1,5,[],"",100,"","[1,2]","","",[7],[],"",[],3138,[]
753,7,1,6,[],5,1000,"","[1,2]","","",[],[],1,[],3139,[]
754,7,1,7,[],5,1000,"","[1,2]","","",[],[],1,[],3140,[]
755,7,1,8,[],8,1000,"","[1,2]","","",[],[],1,[],3141,[]
756,7,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],3142,[]
757,7,1,10,[],15,1000,"","[1,2]","","",[],[],1,[],3143,[]
758,7,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3144,[]
759,7,1,12,[],"",100,1,[0],"","",[],[],"",[],3145,[]
760,7,1,13,[],"",100,2,[0],"","",[],[],"",[],3146,[]
761,7,1,14,[],"",100,4,[0],"","",[],[],"",[],3147,[]
762,7,1,15,[],"",100,3,[0],"","",[],[],"",[],3148,[]
763,7,1,16,[],3,1000,"",[0],"","",[],[],1,[],3149,[]
764,7,1,17,[],4,1000,"",[0],"","",[],[],1,[],3150,[]
765,7,1,18,[],5,1000,"",[0],"","",[],[],1,[],3151,[]
766,7,1,19,[],9,1000,"",[0],"","",[],[],1,[],3152,[]
767,7,1,20,[],6,1000,"",[0],"","",[],[],1,[],3153,[]
768,7,1,21,[],"",100,"",[0],"","",[],[],"",[],3154,[]
769,7,2,0,[],"",100,1,[0],"","",[],[],"",[],3155,[]
770,7,2,1,[],"",100,2,[0],"","",[],[],"",[],3156,[]
771,7,2,2,[],"",100,4,[0],"","",[],[],"",[],3157,[]
772,7,2,3,[],"",100,3,[0],"","",[],[],"",[],3158,[]
773,7,2,4,[],5,1000,"",[0],"","",[],[],1,[],3159,[]
774,7,2,5,[],10,1000,"",[0],"","",[],[],1,[],3160,[]
775,7,2,6,[],15,1000,"",[0],"","",[],[],1,[],3161,[]
776,7,2,7,[],16,1000,"",[0],"","",[],[],1,[],3162,[]
777,7,2,8,[],"",100,"",[0],"","",[],[],"",[],3163,[]
778,7,1,22,[7],"",100,1,[],"","",[],[],"",[],3164,[]
779,7,1,23,[7],"",100,2,[],"","",[],[],"",[],3165,[]
780,7,1,24,[7],"",100,4,[],"","",[],[],"",[],3166,[]
781,7,1,25,[7],"",100,3,[],"","",[],[],"",[],3167,[]
782,7,1,26,[7],1,100,"",[],"","",[],[],"",[],3168,[]
783,7,1,27,[7],2,100,"",[],"","",[],[],"",[],3169,[]
784,7,1,28,[7],4,100,"",[],"","",[],[],"",[],3170,[]
785,7,1,29,[7],8,100,"",[],"","",[],[],"",[],3171,[]
786,7,1,30,[7],6,100,"",[],"","",[],[],"",[],3172,[]
787,7,1,31,[7],"",100,"",[],"","",[],[],"",[],3173,[]
788,7,3,0,[],"",100,1,[],"","",[],[],"",[],3174,[]
789,7,3,1,[],"",100,2,[],"","",[],[],"",[],3175,[]
790,7,3,2,[],"",100,4,[],"","",[],[],"",[],3176,[]
791,7,3,3,[],"",100,3,[],"","",[],[],"",[],3177,[]
792,7,4,0,[],"",100,"",[0],"","",[],[],"",[],3178,[]
793,7,4,1,[],"",100,2,[],"","",[],[],"",[],3179,[]
794,7,4,2,[],"",100,4,[],"","",[],[],"",[],3180,[]
795,7,5,0,[],"",100,1,[],"","",[],[],"",[],3181,[]
796,7,5,1,[],"",100,2,[],"","",[],[],"",[],3182,[]
797,7,5,2,[],"",100,4,[],"","",[],[],"",[],3183,[]
798,7,5,3,[],"",100,3,[],"","",[],[],"",[],3184,[]
799,7,5,4,[1],"",300,"",[],"","",[],[],"",[],3185,[]
800,7,5,5,[3],"",300,"",[],"","",[],[],"",[],3186,[]
801,7,5,6,[5],"",300,"",[],"","",[],[],"",[],3187,[]
802,7,5,7,[6],"",300,"",[],"","",[],[],"",[],3188,[]
803,7,5,8,[2],"",300,"",[],"","",[],[],"",[],3189,[]
804,7,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3190,[]
805,7,5,10,[],"",100,"",[0],"","",[],[],"",[],3191,[]
806,7,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3192,[]
807,7,8,1,[],"",300,"",[],"","",[],[3],"",[],3193,[]
808,7,8,2,[],"",300,"",[],"","",[],[7],"",[],3194,[]
809,7,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],3195,[]
810,7,8,4,[],"",300,"",[],"","",[],[10],"",[],3196,[]
811,7,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3197,[]
812,7,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3198,[]
813,7,9,0,[],"",100,"",[],"","",[],[3],"",[],3199,[]
814,7,9,1,[],"",100,"",[],"","",[],[7],"",[],3200,[]
815,7,9,2,[],"",100,"",[],"","",[],[4],"",[],3201,[]
816,7,9,3,[],"",100,"",[],"","",[],[10],"",[],3202,[]
817,7,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],3203,[]
818,7,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3204,[]
819,7,6,0,[],"",300,"",[],"","",[],[5],"",[],3205,[]
820,7,6,1,[],"",300,"",[],"","",[],[11],"",[],3206,[]
821,7,6,2,[],"",300,"",[],"","",[],[6],"",[],3207,[]
822,7,6,3,[],"",300,"",[],"","",[],[12],"",[],3208,[]
823,7,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3209,[]
824,7,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3210,[]
825,7,6,6,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3211,[]
826,7,6,7,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3212,[]
827,7,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3213,[]
828,7,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3214,[]
829,7,10,0,[],"",100,"",[],"","",[],[2],"",[],3215,[]
830,7,10,1,[],"",100,"",[],"","",[7],[2],"",[],3216,[]
831,7,10,2,[],"",100,"",[2],"","",[],[2],"",[],3217,[]
832,7,10,3,[1],"",300,"",[],"","",[],[2],"",[],3218,[]
833,7,7,0,[],"",100,"",[],"","",[],[],"",[],3219,[]
834,7,7,1,[],4,1000,"",[],"","",[],[],1,[],3220,[]
835,7,7,2,[],9,1000,"",[],"","",[],[],1,[],3221,[]
836,7,7,3,[],13,1000,"",[],"","",[],[],1,[],3222,[]
837,7,7,4,[],15,1000,"",[],"","",[],[],1,[],3223,[]
838,7,7,5,[],16,1000,"",[],"","",[],[],1,[],3224,[]
839,7,7,6,[],"",100,"",[],"","",[],[],"",[],3225,[]
840,7,11,0,[],"",100,"",[],"","",[],[],"",[],3226,[]
841,7,11,1,[1],"",300,"",[],"","",[],[],"",[],3227,[]
842,7,11,2,[3],"",300,"",[],"","",[],[],"",[],3228,[]
843,7,12,0,[],"",100,"","[2,1]","","",[],[],"",[],3230,[]
844,7,12,1,[],"",100,"",[0],"","",[],[],"",[],3231,[]
845,7,14,0,[7],"",100,"",[],"","",[],[],"",[],3232,[]
846,7,0,18,[1],"",300,"",[],"",1,[],[],"",[],3233,[]
847,7,4,3,[],"",100,"",[],"",1,[],[],"",[],3235,[]
848,7,5,11,[7],"",100,"",[],"",1,[],[],"",[],3234,[]
849,7,11,3,[],"",100,"",[],"",1,[],[],"",[],3236,[]
850,7,5,12,[],"",100,"",[],"",1,[],[],"",[],3237,[]
851,2,0,0,[],"",100,"",[],"","",[],[],1,[9],3244,[]
852,2,0,1,[],"",100,1,[],"","",[],[],"",[],3245,[]
853,2,0,2,[],"",100,2,[],"","",[],[],"",[],3246,[]
854,2,0,3,[],"",100,4,[],"","",[],[],"",[],3247,[]
855,2,0,4,[],"",100,3,[],"","",[],[],"",[],3248,[]
856,2,0,5,[1],"",300,"",[],"","",[],[],"",[],3249,[]
857,2,0,6,[3],"",300,"",[],"","",[],[],"",[],3250,[]
858,2,0,7,[5],"",300,"",[],"","",[],[],"",[],3251,[]
859,2,0,8,[6],"",300,"",[],"","",[],[],"",[],3252,[]
860,2,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3253,[]
861,2,0,10,[],"",100,"",[],24,"",[],[],"",[],3254,[]
862,2,0,11,[],"",100,"",[],14,"",[],[],"",[],3255,[]
863,2,0,12,[],"",100,"",[],3,"",[],[],"",[],3256,[]
864,2,0,13,[],"",100,"",[],1,"",[],[],"",[],3257,[]
865,2,0,14,[],"",100,"",[],21,"",[],[],"",[],3258,[]
866,2,13,0,[],"",100,"",[],"","",[],[],1,[],3259,[]
867,2,1,0,[],"",100,1,[],"","",[],[],"",[],3260,[]
868,2,1,1,[],"",100,2,[],"","",[],[],"",[],3261,[]
869,2,1,2,[],"",100,4,[],"","",[],[],"",[],3262,[]
870,2,1,3,[],"",100,3,[],"","",[],[],"",[],3263,[]
871,2,1,4,[],"",100,"",[],"","",[],[],"",[],3264,[]
872,2,1,5,[],"",100,"",[],"","",[7],[],"",[],3265,[]
873,2,1,6,[],4,1000,"","[1,2]","","",[],[],1,[],3266,[]
874,2,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],3267,[]
875,2,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],3268,[]
876,2,1,9,[],6,1000,"","[1,2]","","",[],[],1,[],3269,[]
877,2,1,10,[],11,1000,"","[1,2]","","",[],[],1,[],3270,[]
878,2,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3271,[]
879,2,1,12,[],"",100,1,[0],"","",[],[],"",[],3272,[]
880,2,1,13,[],"",100,2,[0],"","",[],[],"",[],3273,[]
881,2,1,14,[],"",100,4,[0],"","",[],[],"",[],3274,[]
882,2,1,15,[],"",100,3,[0],"","",[],[],"",[],3275,[]
883,2,1,16,[],1,1000,"",[0],"","",[],[],1,[],3276,[]
884,2,1,17,[],5,1000,"",[0],"","",[],[],1,[],3277,[]
885,2,1,18,[],10,1000,"",[0],"","",[],[],1,[],3278,[]
886,2,1,19,[],11,1000,"",[0],"","",[],[],1,[],3279,[]
887,2,1,20,[],17,1000,"",[0],"","",[],[],1,[],3280,[]
888,2,1,21,[],"",100,"",[0],"","",[],[],"",[],3281,[]
889,2,2,0,[],"",100,1,[0],"","",[],[],"",[],3282,[]
890,2,2,1,[],"",100,2,[0],"","",[],[],"",[],3283,[]
891,2,2,2,[],"",100,4,[0],"","",[],[],"",[],3284,[]
892,2,2,3,[],"",100,3,[0],"","",[],[],"",[],3285,[]
893,2,2,4,[],1,1000,"",[0],"","",[],[],1,[],3286,[]
894,2,2,5,[],5,1000,"",[0],"","",[],[],1,[],3287,[]
895,2,2,6,[],9,1000,"",[0],"","",[],[],1,[],3288,[]
896,2,2,7,[],11,1000,"",[0],"","",[],[],1,[],3289,[]
897,2,2,8,[],17,1000,"",[0],"","",[],[],1,[],3290,[]
898,2,2,9,[],"",100,"",[0],"","",[],[],"",[],3291,[]
899,2,1,22,[7],"",100,1,[],"","",[],[],"",[],3292,[]
900,2,1,23,[7],"",100,2,[],"","",[],[],"",[],3293,[]
901,2,1,24,[7],"",100,4,[],"","",[],[],"",[],3294,[]
902,2,1,25,[7],"",100,3,[],"","",[],[],"",[],3295,[]
903,2,1,26,[7],1,1000,"",[],"","",[],[],1,[],3296,[]
904,2,1,27,[7],5,1000,"",[],"","",[],[],1,[],3297,[]
905,2,1,28,[7],9,1000,"",[],"","",[],[],1,[],3298,[]
906,2,1,29,[7],6,1000,"",[],"","",[],[],1,[],3299,[]
907,2,1,30,[7],17,1000,"",[],"","",[],[],1,[],3300,[]
908,2,1,31,[7],"",100,"",[],"","",[],[],"",[],3301,[]
909,2,3,0,[],"",100,1,[],"","",[],[],"",[],3302,[]
910,2,3,1,[],"",100,2,[],"","",[],[],"",[],3303,[]
911,2,3,2,[],"",100,4,[],"","",[],[],"",[],3304,[]
912,2,3,3,[],"",100,3,[],"","",[],[],"",[],3305,[]
913,2,4,0,[],"",100,"",[0],"","",[],[],"",[],3306,[]
914,2,4,1,[],"",100,2,[],"","",[],[],"",[],3307,[]
915,2,4,2,[],"",100,4,[],"","",[],[],"",[],3308,[]
916,2,5,0,[],"",100,1,[],"","",[],[],"",[],3309,[]
917,2,5,1,[],"",100,2,[],"","",[],[],"",[],3310,[]
918,2,5,2,[],"",100,4,[],"","",[],[],"",[],3311,[]
919,2,5,3,[],"",100,3,[],"","",[],[],"",[],3312,[]
920,2,5,4,[1],"",300,"",[],"","",[],[],"",[],3313,[]
921,2,5,5,[3],"",300,"",[],"","",[],[],"",[],3314,[]
922,2,5,6,[5],"",300,"",[],"","",[],[],"",[],3315,[]
923,2,5,7,[6],"",300,"",[],"","",[],[],"",[],3316,[]
924,2,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3317,[]
925,2,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3318,[]
926,2,5,10,[],"",100,"",[0],"","",[],[],"",[],3319,[]
927,2,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3320,[]
928,2,8,1,[],"",300,"",[],"","",[],[3],"",[],3321,[]
929,2,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],3322,[]
930,2,8,3,[],"",300,"",[],"","",[],[4],"",[],3323,[]
931,2,8,4,[],"",300,"",[],"","",[],[10],"",[],3324,[]
932,2,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3325,[]
933,2,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3326,[]
934,2,9,0,[],"",100,"",[],"","",[],[3],"",[],3327,[]
935,2,9,1,[],"",100,"",[],"","",[],[7],"",[],3328,[]
936,2,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],3329,[]
937,2,9,3,[],"",100,"",[],"","",[],[10],"",[],3330,[]
938,2,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3331,[]
939,2,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3332,[]
940,2,6,0,[],"",300,"",[],"","",[],[5],"",[],3333,[]
941,2,6,1,[],"",300,"",[],"","",[],[11],"",[],3334,[]
942,2,6,2,[],"",300,"",[],"","",[],[6],"",[],3335,[]
943,2,6,3,[],"",300,"",[],"","",[],[12],"",[],3336,[]
944,2,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3337,[]
945,2,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3338,[]
946,2,6,6,[],10,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3339,[]
947,2,6,7,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3340,[]
948,2,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3341,[]
949,2,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3342,[]
950,2,10,0,[],"",100,"",[],"","",[],[2],"",[],3343,[]
951,2,10,1,[],"",100,"",[],"","",[7],[2],"",[],3344,[]
952,2,10,2,[],"",100,"",[2],"","",[],[2],"",[],3345,[]
953,2,10,3,[1],"",300,"",[],"","",[],[2],"",[],3346,[]
954,2,7,0,[],"",100,"",[],"","",[],[],"",[],3347,[]
955,2,7,1,[],1,1000,"",[],"","",[],[],1,[],3348,[]
956,2,7,2,[],5,1000,"",[],"","",[],[],1,[],3349,[]
957,2,7,3,[],10,1000,"",[],"","",[],[],1,[],3350,[]
958,2,7,4,[],11,1000,"",[],"","",[],[],1,[],3351,[]
959,2,7,5,[],15,1000,"",[],"","",[],[],1,[],3352,[]
960,2,7,6,[],"",100,"",[],"","",[],[],"",[],3353,[]
961,2,11,0,[],"",100,"",[],"","",[],[],"",[],3354,[]
962,2,11,1,[1],"",300,"",[],"","",[],[],"",[],3355,[]
963,2,11,2,[3],"",300,"",[],"","",[],[],"",[],3356,[]
964,2,12,0,[],"",100,"",[1],"","",[],[],"",[],3357,[]
965,2,12,1,[],"",100,"",[2],"","",[],[],"",[],3358,[]
966,2,12,2,[],"",100,"",[0],"","",[],[],"",[],3359,[]
967,2,14,0,[],"",100,"",[],"","",[],[],"",[],3360,[]
968,2,0,15,[9],"",100,"",[],"",1,[],[],"",[],3361,[]
969,2,4,3,[],"",100,"",[],"",1,[],[],"",[],3362,[]
970,2,5,11,[],"",100,"",[],"",1,[],[],"",[],3363,[]
971,2,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3364,[]
972,2,11,3,[],"",100,"",[],"",1,[],[],"",[],3365,[]
973,3,0,0,[],"",100,"",[],"","",[],[],1,[9],3371,[]
974,3,0,1,[],"",100,1,[],"","",[],[],"",[],3372,[]
975,3,0,2,[],"",100,2,[],"","",[],[],"",[],3373,[]
976,3,0,3,[],"",100,4,[],"","",[],[],"",[],3374,[]
977,3,0,4,[],"",100,3,[],"","",[],[],"",[],3375,[]
978,3,0,5,[1],"",300,"",[],"","",[],[],"",[],3376,[]
979,3,0,6,[3],"",300,"",[],"","",[],[],"",[],3377,[]
980,3,0,7,[5],"",300,"",[],"","",[],[],"",[],3378,[]
981,3,0,8,[6],"",300,"",[],"","",[],[],"",[],3379,[]
982,3,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3380,[]
983,3,0,10,[],"",100,"",[],13,"",[],[],"",[],3381,[]
984,3,0,11,[],"",100,"",[],28,"",[],[],"",[],3382,[]
985,3,0,12,[],"",100,"",[],19,"",[],[],"",[],3383,[]
986,3,0,13,[],"",100,"",[],34,"",[],[],"",[],3384,[]
987,3,0,14,[],"",100,"",[],1,"",[],[],"",[],3385,[]
988,3,13,0,[],"",100,"",[],"","",[],[],1,[],3386,[]
989,3,1,0,[],"",100,1,[],"","",[],[],"",[],3387,[]
990,3,1,1,[],"",100,2,[],"","",[],[],"",[],3388,[]
991,3,1,2,[],"",100,4,[],"","",[],[],"",[],3389,[]
992,3,1,3,[],"",100,3,[],"","",[],[],"",[],3390,[]
993,3,1,4,[],"",100,"",[],"","",[],[],"",[],3391,[]
994,3,1,5,[],"",100,"",[],"","",[7],[],"",[],3392,[]
995,3,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],3393,[]
996,3,1,7,[],4,1000,"","[1,2]","","",[],[],1,[],3394,[]
997,3,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],3395,[]
998,3,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],3396,[]
999,3,1,10,[],17,1000,"","[1,2]","","",[],[],1,[],3397,[]
1000,3,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3398,[]
1001,3,1,12,[],"",100,1,[0],"","",[],[],"",[],3399,[]
1002,3,1,13,[],"",100,2,[0],"","",[],[],"",[],3400,[]
1003,3,1,14,[],"",100,4,[0],"","",[],[],"",[],3401,[]
1004,3,1,15,[],"",100,3,[0],"","",[],[],"",[],3402,[]
1005,3,1,16,[],4,1000,"",[0],"","",[],[],1,[],3403,[]
1006,3,1,17,[],5,1000,"",[0],"","",[],[],1,[],3404,[]
1007,3,1,18,[],10,1000,"",[0],"","",[],[],1,[],3405,[]
1008,3,1,19,[],15,1000,"",[0],"","",[],[],1,[],3406,[]
1009,3,1,20,[],17,1000,"",[0],"","",[],[],1,[],3407,[]
1010,3,1,21,[],"",100,"",[0],"","",[],[],"",[],3408,[]
1011,3,2,0,[],"",100,1,[0],"","",[],[],"",[],3409,[]
1012,3,2,1,[],"",100,2,[0],"","",[],[],"",[],3410,[]
1013,3,2,2,[],"",100,4,[0],"","",[],[],"",[],3411,[]
1014,3,2,3,[],"",100,3,[0],"","",[],[],"",[],3412,[]
1015,3,2,4,[],1,1000,"",[0],"","",[],[],1,[],3413,[]
1016,3,2,5,[],7,1000,"",[0],"","",[],[],1,[],3414,[]
1017,3,2,6,[],4,1000,"",[0],"","",[],[],1,[],3415,[]
1018,3,2,7,[],8,1000,"",[0],"","",[],[],1,[],3416,[]
1019,3,2,8,[],6,1000,"",[0],"","",[],[],1,[],3417,[]
1020,3,2,9,[],11,1000,"",[0],"","",[],[],1,[],3418,[]
1021,3,2,10,[],17,1000,"",[0],"","",[],[],1,[],3419,[]
1022,3,2,11,[],"",100,"",[0],"","",[],[],"",[],3420,[]
1023,3,1,22,[7],"",100,1,[],"","",[],[],"",[],3421,[]
1024,3,1,23,[7],"",100,2,[],"","",[],[],"",[],3422,[]
1025,3,1,24,[7],"",100,4,[],"","",[],[],"",[],3423,[]
1026,3,1,25,[7],"",100,3,[],"","",[],[],"",[],3424,[]
1027,3,1,26,[7],7,1000,"",[],"","",[],[],1,[],3425,[]
1028,3,1,27,[7],4,1000,"",[],"","",[],[],1,[],3426,[]
1029,3,1,28,[7],10,1000,"",[],"","",[],[],1,[],3427,[]
1030,3,1,29,[7],12,1000,"",[],"","",[],[],1,[],3428,[]
1031,3,1,30,[7],17,1000,"",[],"","",[],[],1,[],3429,[]
1032,3,1,31,[7],"",100,"",[],"","",[],[],"",[],3430,[]
1033,3,3,0,[],"",100,1,[],"","",[],[],"",[],3431,[]
1034,3,3,1,[],"",100,2,[],"","",[],[],"",[],3432,[]
1035,3,3,2,[],"",100,4,[],"","",[],[],"",[],3433,[]
1036,3,3,3,[],"",100,3,[],"","",[],[],"",[],3434,[]
1037,3,4,0,[],"",100,"",[0],"","",[],[],"",[],3435,[]
1038,3,4,1,[],"",100,2,[],"","",[],[],"",[],3436,[]
1039,3,4,2,[],"",100,4,[],"","",[],[],"",[],3437,[]
1040,3,5,0,[],"",100,1,[],"","",[],[],"",[],3438,[]
1041,3,5,1,[],"",100,2,[],"","",[],[],"",[],3439,[]
1042,3,5,2,[],"",100,4,[],"","",[],[],"",[],3440,[]
1043,3,5,3,[],"",100,3,[],"","",[],[],"",[],3441,[]
1044,3,5,4,[1],"",300,"",[],"","",[],[],"",[],3442,[]
1045,3,5,5,[3],"",300,"",[],"","",[],[],"",[],3443,[]
1046,3,5,6,[5],"",300,"",[],"","",[],[],"",[],3444,[]
1047,3,5,7,[6],"",300,"",[],"","",[],[],"",[],3445,[]
1048,3,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3446,[]
1049,3,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3447,[]
1050,3,5,10,[],"",100,"",[0],"","",[],[],"",[],3448,[]
1051,3,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3449,[]
1052,3,8,1,[],"",300,"",[],"","",[],[3],"",[],3450,[]
1053,3,8,2,[],"",300,"",[],"","",[],[7],"",[],3451,[]
1054,3,8,3,[],"",300,"",[],"","",[],[4],"",[],3452,[]
1055,3,8,4,[],"",300,"",[],"","",[],[10],"",[],3453,[]
1056,3,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3454,[]
1057,3,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],3455,[]
1058,3,9,0,[],"",100,"",[],"","",[],[3],"",[],3456,[]
1059,3,9,1,[],"",100,"",[],"","",[],[7],"",[],3457,[]
1060,3,9,2,[],"",100,"",[],"","",[],[4],"",[],3458,[]
1061,3,9,3,[],"",100,"",[],"","",[],[10],"",[],3459,[]
1062,3,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],3460,[]
1063,3,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3461,[]
1064,3,6,0,[],"",300,"",[],"","",[],[5],"",[],3462,[]
1065,3,6,1,[],"",300,"",[],"","",[],[11],"",[],3463,[]
1066,3,6,2,[],"",300,"",[],"","",[],[6],"",[],3464,[]
1067,3,6,3,[],"",300,"",[],"","",[],[12],"",[],3465,[]
1068,3,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3466,[]
1069,3,6,5,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3467,[]
1070,3,6,6,[],5,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3468,[]
1071,3,6,7,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3469,[]
1072,3,6,8,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3470,[]
1073,3,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3471,[]
1074,3,10,0,[],"",100,"",[],"","",[],[2],"",[],3472,[]
1075,3,10,1,[],"",100,"",[],"","",[7],[2],"",[],3473,[]
1076,3,10,2,[],"",100,"",[2],"","",[],[2],"",[],3474,[]
1077,3,10,3,[1],"",300,"",[],"","",[],[2],"",[],3475,[]
1078,3,7,0,[],"",100,"",[],"","",[],[],"",[],3476,[]
1079,3,7,1,[],1,1000,"",[],"","",[],[],1,[],3477,[]
1080,3,7,2,[],8,1000,"",[],"","",[],[],1,[],3478,[]
1081,3,7,3,[],12,1000,"",[],"","",[],[],1,[],3479,[]
1082,3,7,4,[],15,1000,"",[],"","",[],[],1,[],3480,[]
1083,3,7,5,[],16,1000,"",[],"","",[],[],1,[],3481,[]
1084,3,7,6,[],"",100,"",[],"","",[],[],"",[],3482,[]
1085,3,11,0,[],"",100,"",[],"","",[],[],"",[],3483,[]
1086,3,11,1,[1],"",300,"",[],"","",[],[],"",[],3484,[]
1087,3,11,2,[3],"",300,"",[],"","",[],[],"",[],3485,[]
1088,3,12,0,[],"",100,"",[1],"","",[],[],"",[],3486,[]
1089,3,12,1,[],"",100,"",[2],"","",[],[],"",[],3487,[]
1090,3,12,2,[],"",100,"",[0],"","",[],[],"",[],3488,[]
1091,3,14,0,[],"",100,"",[],"","",[],[],"",[],3489,[]
1092,3,0,15,[9],"",100,"",[],"",1,[],[],"",[],3490,[]
1093,3,4,3,[],"",100,"",[],"",1,[],[],"",[],3491,[]
1094,3,5,11,[],"",100,"",[],"",1,[],[],"",[],3492,[]
1095,3,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3493,[]
1096,3,11,3,[],"",100,"",[],"",1,[],[],"",[],3494,[]
1097,5,0,0,[],"",100,"",[],"","",[],[],1,[9],3500,[]
1098,5,0,1,[],"",100,1,[],"","",[],[],"",[],3501,[]
1099,5,0,2,[],"",100,2,[],"","",[],[],"",[],3502,[]
1100,5,0,3,[],"",100,4,[],"","",[],[],"",[],3503,[]
1101,5,0,4,[],"",100,3,[],"","",[],[],"",[],3504,[]
1102,5,0,5,[1],"",300,"",[],"","",[],[],"",[],3505,[]
1103,5,0,6,[3],"",300,"",[],"","",[],[],"",[],3506,[]
1104,5,0,7,[5],"",300,"",[],"","",[],[],"",[],3507,[]
1105,5,0,8,[6],"",300,"",[],"","",[],[],"",[],3508,[]
