"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool","[i32]","Grounds","Tags","MinLevel","MaxLevel","[rid]","Formation","i32","bool","[string]","bool","bool","string","bool","bool","AdditionalMonsters","AdditionalCounts"
362,"G1-explodingpigs",[0],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
363,"G1-villageroadendmercs","[97,174]",2,4,15,1,[325],"","[2,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[325],[1]
364,"G1-canopystaff","[95,172]",2,3,100,1,[976],"","[2,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,2,4]"
365,"G1-canopybow","[95,172]",2,3,30,1,[974],"","[2,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,4,2]"
366,"G1-canopymelee","[95,172]",2,3,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,2,2]"
367,"G1-canopyelite","[95,172]",1,2,0,0,[],"","[1,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[3,1,1]"
368,"G1-canopyfabrications","[95,172]",3,5,100,1,[983],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,1,1]"
369,"G1-hengeritual",[0],0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1317],[1]
370,"chaos-quillcrab-red",[155],4,10,100,1,[232],"",[1],[],"[1070,1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[232],[1]
371,"chaos-lumberingdrowned",[155],4,8,0,0,[],"",[1],[],"[1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
372,"chaos-urchinshag",[155],4,7,100,1,[263],"",[1],[],"[1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[263],[1]
373,"chaos-rottenwolf",[155],4,7,0,0,[],"",[1],[],"[1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
374,"chaos-retchskeleton",[155],3,5,100,1,[1240],"",[1],[],"[1066,1068,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1240],[1]
375,"chaos-mudgolem",[155],4,6,100,1,[210],"",[1],[],"[1067,1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[210],[1]
376,"chaos-werewolfpack",[155],4,5,100,1,[291],"",[1],[],"[1067,1068,1066]",0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
377,"chaos-funguszombie",[155],3,5,100,1,[208],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"","[208,388]","[2,1]"
378,"chaos-snakeflowermen1",[155],4,7,0,0,[],"",[1],[],"[1068,1069,1067]",0,100,[],"",0,1,[],1,"","",1,"",[425],[1]
379,"chaos-rustedsoldier",[155],4,6,100,1,[451],"",[1],[],"[1066,1068,1070]",0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
380,"chaos-palefrog",[0],3,8,0,0,[],"",[1],[],[56],0,100,[],"",0,1,[],1,"","",1,"",[394],[1]
381,"chaos-fungalmancerskeletongroup",[155],3,6,100,1,[388],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"","[208,388]","[1,2]"
382,"chaos-fungalwolf",[155],4,7,0,0,[],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"","[208,388]","[1,1]"
383,"chaos-graveskeletonwraithcold",[155],4,5,100,1,[183],"",[1],[],"[1068,1069,1065]",0,100,[],"",0,1,[],1,"","",1,"",[183],[1]
384,"chaos-statuewretch",[155],4,5,100,1,[393],"",[1],[],"[1068,1066,1067]",0,100,[],"",0,1,[],1,"","",1,"",[393],[1]
385,"chaos-deathknightgrave",[155],3,4,100,1,[312],"",[1],[],"[1068,1066,1067]",0,100,[],"",0,1,[],1,"","",1,"",[312],[1]
386,"chaos-graveskeletonmixed",[155],4,6,100,1,[730],"",[1],[],"[1068,1066,1067]",0,100,[],"",0,1,[],1,"","",1,"",[730],[1]
387,"chaos-graveskeletoncasterfire",[155],4,8,0,0,[],"",[1],[],"[1068,1069,1070]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
388,"chaos-graveskeletoncasterlightning",[155],4,5,100,1,[187],"",[1],[],"[1068,1069,1066]",0,100,[],"",0,1,[],1,"","",1,"",[187],[1]
389,"chaos-bloodcretincourtesan",[155],3,6,100,1,[301],"",[1],[],"[1068,1069,1071]",0,100,[],"",0,1,[],1,"","",1,"",[301],[1]
390,"chaos-skeletalknight",[155],3,4,100,1,[1480],"",[1],[],"[1068,1066]",0,100,[],"",0,1,[],1,"","",1,"",[1480],[1]
391,"chaos-skeletalreaper",[155],3,4,100,1,[1484],"",[1],[],"[1068,1066]",0,100,[],"",0,1,[],1,"","",1,"",[1484],[1]
392,"chaos-coffinwretch",[155],4,6,100,1,[389],"",[1],[],"[1068,1069,1066]",0,100,[],"",0,1,[],1,"","",1,"",[389],[1]
393,"chaos-graveskeletontombstalker",[155],4,5,100,1,[396],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[396],[1]
394,"chaos-quillcrabpoison",[155],5,8,100,1,[235],"",[1],[],"[1069,1068,1067,1065]",0,100,[],"",0,1,[],1,"","",1,"",[235],[1]
395,"chaos-bramblemonkey",[155],4,8,100,1,[333],"",[1],[],"[1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[333],[1]
396,"chaos-sapling",[155],3,5,50,1,[1319],"",[1],[],"[1068,1067,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1319],[1]
397,"chaos-infectedmercernary",[155],4,7,50,1,[324],"",[1],[],"[1066,1068,1067,1071]",0,100,[],"",0,1,[],1,"","",1,"","[324,193]","[3,1]"
398,"chaos-gargoylegolemred",[155],2,4,0,0,[],"",[1],[],"[1068,1069,1071]",0,100,[],"",0,1,[],1,"","",1,"",[315],[1]
399,"chaos-bloodpack",[155],3,6,60,1,[301],"",[1],[],"[1068,1069,1071]",0,100,[],"",0,1,[],1,"","",1,"",[301],[1]
400,"chaos-tendrilprowler",[155],3,6,100,1,[293],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[293],[1]
401,"chaos-tendrilsentinel",[155],3,6,0,0,[],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[398],[1]
402,"chaos-brambleburrower",[155],3,5,100,1,[25],"",[1],[],"[1068,1067,1069]",0,100,[],"",0,1,[],"","","",1,"",[25],[1]
403,"chaos-bramblerhoa",[155],3,6,0,0,[],"",[1],[],"[1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[29],[1]
404,"chaos-courtmagecorrupt-merc",[155],3,5,100,1,[192],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[192],[1]
405,"chaos-courtmagecorrupt",[155],3,5,100,1,[192],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[192],[1]
406,"chaos-corruptedeliteranged",[155],2,4,100,2,[195],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[195],[1]
407,"chaos-corruptedelitebloater",[0],1,3,0,0,[],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[197],[1]
408,"chaos-corruptedelitetoothy-merc",[155],3,6,100,1,[197],"",[1],[],[1071],0,100,[],"",0,1,[],1,"","",1,"",[193],[1]
409,"chaos-burnedlumberjack",[155],5,8,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[436],[1]
410,"chaos-villageroad-infectedmercenarycrossbow",[155],4,6,0,0,[],"",[1],[],"[1066,1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[324],[1]
411,"chaos-infectedmercenarycrossbow-fire",[155],4,6,0,0,[],"",[1],[],"[1066,1068,1070,1071]",0,100,[],"",0,1,[],1,"","",1,"",[325],[1]
412,"chaos-villageroad-carrioncrow",[155],4,8,100,1,[1350],"",[1],[],"[1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[1350],[1]
413,"chaos-villageroad-farmers",[155],4,8,0,0,[],"",[1],[],"[1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[1350],[1]
414,"chaos-villageroad-feraldogs",[155],4,7,0,0,[],"",[1],[],"[1068,1067,1066]",0,100,[],"",0,1,[],1,"","",1,"",[1429],[1]
415,"chaos-canopystaff",[155],3,5,100,1,[976],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[976],[1]
416,"chaos-canopybow",[155],3,7,0,0,[],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[974],[1]
417,"chaos-canopymelee",[155],3,7,0,0,[],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,1,1]"
418,"chaos-canopyelite",[155],3,6,0,0,[],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"","[981,974,976]","[1,1,1]"
419,"chaos-farudincrawlerfoundry",[155],3,7,0,0,[],"",[1],[],[1068],0,100,[],"",0,1,[],1,"","",1,"",[1460],[1]
420,"chaos-farudincrawler",[155],3,7,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[1459],[1]
421,"chaos-hyenapack",[155],4,6,0,0,[],"",[1],[],"[398,1066]",0,100,[],"",0,1,[],1,"","",1,"",[704],[1]
422,"chaos-crabpack",[155],3,6,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[708],[1]
423,"chaos-crabpacknosand",[155],3,6,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[708],[1]
424,"chaos-desertleaper",[155],8,13,0,0,[],"",[1],[],"[1070,1066,1065]",0,100,[],"",0,1,[],1,"","",1,"",[728],[1]
425,"chaos-maggothusk",[155],3,4,100,1,[681],"",[1],[],"[1070,1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[681],[1]
426,"chaos-marakethskeleton",[155],5,9,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
427,"chaos-dropspider",[155],4,9,0,0,[],"",[1],[],"[1068,1067,1069]",0,100,[],"",0,1,[],1,"","",1,"",[656],[1]
428,"chaos-bugbotrocky",[155],4,8,100,1,[691],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[691],[1]
429,"chaos-cavedweller",[155],3,7,100,1,[815],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[815],[1]
430,"chaos-rocksliders",[155],5,8,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[742],[1]
431,"chaos-etchedbeetle",[155],4,8,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[670],[1]
432,"chaos-serpentclancaster",[155],2,4,100,1,[783],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[783],[1]
433,"chaos-marakethskeletonemerge",[155],5,7,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"","[799,800]","[1,1]"
434,"chaos-marakethskeletonmagi",[155],3,6,100,1,[720],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[720],[1]
435,"chaos-marakethskeletonmelee",[155],4,9,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[451],[1]
436,"chaos-mutewindmale",[155],3,8,0,0,[],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"","[465,467]","[1,1]"
437,"chaos-mutewindfemale",[155],4,8,0,0,[],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"","[469,472]","[1,1]"
438,"chaos-mutewindmalecorrupted",[155],3,8,0,0,[],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"","[504,505,506]","[1,1,1]"
439,"chaos-mutewindfemalecorrupted",[155],3,8,0,0,[],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"","[508,511,509]","[1,1,1]"
440,"chaos-tuskbeetle",[155],4,7,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[668],[1]
441,"chaos-acolytemagi",[155],3,5,1,100,[738],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[738],[1]
442,"chaos-skeletonarbelest",[155],3,7,100,1,[451],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"","[738,451]","[1,3]"
443,"chaos-sandgolem",[155],3,4,100,1,[732],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[213],[1]
444,"chaos-minebatdesert",[0],3,6,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[818],[1]
445,"chaos-bonezealot",[155],3,6,100,1,[746],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[746],[1]
446,"chaos-bonezealot-fire",[155],3,6,100,1,[748],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[748],[1]
447,"chaos-bonenecromancer",[155],4,8,100,1,[778],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[778],[1]
448,"chaos-boneshield",[155],3,6,100,1,[750],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[750],[1]
449,"chaos-spidersabre",[155],4,7,0,0,[],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[656],[1]
450,"chaos-bonebeast",[155],3,3,0,0,[],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[777],[1]
451,"chaos-titanwalker-golemancer",[155],2,2,100,1,[735],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"","[735,1477]","[3,1]"
452,"chaos-bugbotmaster",[155],5,9,100,1,[697],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[697],[1]
453,"chaos-dunelurker",[155],3,4,100,1,[851],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[851],[1]
454,"chaos-skeletontitan",[155],4,6,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[808],[1]
455,"chaos-grottowisp",[0],5,10,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
456,"chaos-blackstrider",[155],3,5,100,1,[656],"",[1],[],"[1070,1066,1069,1068]",0,100,[],"",0,1,[],1,"","",1,"",[656],[1]
457,"chaos-wingedcreature",[155],3,6,100,1,[853],"",[1],[],"[1070,1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[853],[1]
458,"chaos-twoheadedtitan",[155],1,4,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[1487],[1]
459,"chaos-terracotakamikaze",[155],3,7,0,0,[],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
460,"chaos-procupineant",[155],3,6,0,0,[],"",[1],[],"[1070,1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[813],[1]
461,"chaos-marakethzombie",[155],4,10,100,1,[1500],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1500],[1]
462,"chaos-vulturedemon",[155],3,4,100,1,[829],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[829],[1]
463,"chaos-spiker3",[155],3,5,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"",[9],[1]
464,"chaos-wingedfiend",[155],5,8,0,0,[],"",[1],[],"[1070,1066,1069,1068]",0,100,[],"",0,1,[],1,"","",1,"",[740],[1]
465,"chaos-plaguemorph",[155],3,9,0,0,[],"",[1],[],"[1070,1069,1068,1072]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
466,"chaos-plaguenymph",[155],3,6,0,0,[],"",[1],[],"[1070,1066,1069,1068,1072]",0,100,[],"",0,1,[],1,"","",1,"",[840],[1]
467,"chaos-plagueswarm",[155],5,8,100,1,[464],"",[1],[],"[1070,1069,1068,1072]",0,100,[],"",0,1,[],1,"","",1,"",[464],[1]
468,"chaos-plagueharvester",[155],3,4,100,1,[842],"",[1],[],"[1070,1069,1068,1072]",0,100,[],"",0,1,[],1,"","",1,"","[842,843]","[2,1]"
469,"chaos-mutewindbanditexecutioner",[155],3,4,100,1,[514],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"",[514],[1]
470,"chaos-faridunlizard",[155],4,6,0,0,[],"",[1],[],"[1070,1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[502],[1]
471,"chaos-faridunlizard_armoured",[155],4,6,0,0,[],"",[1],[],[1072],0,100,[],"",0,1,[],1,"","",1,"",[503],[1]
472,"chaos-ramgiant",[155],3,5,33,1,[676],"",[1],[],"[1069,1066,1068]",0,100,[],"",0,1,[],1,"","",1,"",[676],[1]
473,"chaos-drudgeminers",[155],3,8,0,0,[],"",[1],[],"[1070,1066,1072]",0,100,[],"",0,1,[],1,"","",1,"",[1462],[1]
474,"chaos-crawler",[155],4,8,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"","[1375,1374,1376]","[3,1,1]"
475,"chaos-stalker",[155],4,6,0,0,[],"",[1],[],"[1070,1066,1069]",0,100,[],"",0,1,[],1,"","",1,"","[1375,1374,1376]","[1,3,1]"
476,"chaos-hooks",[155],4,6,0,0,[],"",[1],[],"[1070,1066]",0,100,[],"",0,1,[],1,"","",1,"","[1375,1374,1376]","[1,1,3]"
477,"chaos-snakehulk",[155],3,5,0,0,[],"",[1],[],"[1069,1068,1067]",0,100,[],"",0,1,[],"","","",1,"",[944],[1]
478,"chaos-gutviper",[155],4,8,0,0,[],"",[1],[],"[1069,1068,1067]",0,100,[],"",0,1,[],1,"","",1,"","[950,948]","[4,1]"
479,"chaos-livingsnake",[155],4,6,0,0,[],"",[1],[],"[1069,1068,1067]",0,100,[],"",0,1,[],1,"","",1,"","[950,948]","[1,4]"
480,"chaos-ratmonsterpoison",[155],3,10,0,0,[],"",[1],[],"[1069,1068,1067]",0,100,[],"",0,1,[],1,"","",1,"",[],[]
481,"chaos-spidermonkey",[155],3,10,0,0,[],"",[1],[],"[1069,1068,1067,1066]",0,100,[],"",0,1,[],1,"","",1,"",[938],[1]
482,"chaos-livingvaalguardsmelee",[155],3,5,50,1,[1092],"",[1],[],"[1066,398]",0,100,[],"",0,1,[],1,"","",1,"",[1092],[1]
483,"chaos-livingvaalguardsranged",[155],3,6,0,0,[],"",[1],[],"[1066,398]",0,100,[],"",0,1,[],1,"","",1,"","[1088,1091]","[1,1]"
484,"chaos-livingvaalguardseagleknight",[155],3,4,0,0,[],"",[1],[],"[1066,398]",0,100,[],"",0,1,[],1,"","",1,"",[1107],[1]
485,"chaos-goldenones1",[155],3,4,100,1,[1149],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1149],[1]
486,"chaos-processionmelee",[155],3,5,100,1,[1133],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1130],[1]
487,"chaos-processionranged",[155],3,4,100,1,[1132],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1132],[1]
488,"chaos-goldensentinel",[155],4,5,100,1,[1001],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1001],[1]
489,"chaos-anchoritefodder",[155],4,8,0,0,[],"",[1],[],"[1066,1070,1069]",0,100,[],"",0,1,[],1,"","",1,"","[1027,1025]","[1,1]"
490,"chaos-anchoritefodder2",[155],4,8,0,0,[],"",[1],[],"[1066,1070,1069]",0,100,[],"",0,1,[],1,"","",1,"","[1027,1026]","[1,1]"
491,"chaos-parasiticfishland",[155],5,13,0,0,[],"",[1],[],"[1069,1065]",0,100,[],"",0,1,[],1,"","",1,"",[991],[1]
492,"chaos-taniwhasunken",[155],3,5,0,0,[],"",[1],[],"[1069,1065]",0,100,[],"",0,1,[],1,"","",1,"",[991],[1]
493,"chaos-drownedcrew",[155],3,5,100,1,[268],"",[1],[],"[1069,1065]",0,100,[],"",0,1,[],1,"","",1,"",[268],[1]
494,"chaos-cenobitebloater",[155],3,4,100,1,[1027],"",[1],[],"[1066,1070,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1027],[1]
495,"chaos-drownedcrawlerTEMP",[155],3,5,0,0,[],"",[1],[],"[1069,1065]",0,100,[],"",0,1,[],1,"","",1,"",[1151],[1]
496,"chaos-viperlegionnaireSword",[155],3,5,0,0,[],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"",[1034],[1]
497,"chaos-viperlegionnaireBows",[155],3,5,0,0,[],"",[1],[],"[1066,398,1073]",0,100,[],"",0,1,[],1,"","",1,"",[1032],[1]
498,"chaos-VaalGoliathLiving",[155],1,3,0,0,[],"",[1],[],"[1066,398]",0,100,[],"",0,1,[],1,"","",1,"",[1094],[1]
499,"chaos-VaalZealotsAtziriMelee",[155],3,5,100,1,[1105],"",[1],[],"[1068,1074]",0,100,[],"",0,1,[],1,"","",1,"","[1105,1104]","[2,1]"
500,"chaos-VaalZealotsAtziriCaster",[155],3,5,100,1,[1104],"",[1],[],[1068],0,100,[],"",0,1,[],1,"","",1,"","[1105,1104]","[1,2]"
501,"chaos-VaalZealotsLightningMelee",[155],3,5,100,1,[1099],"",[1],[],[1066],0,100,[],"",0,1,[],1,"","",1,"",[1099],[1]
502,"chaos-VaalZealotsLightningCaster",[155],3,5,100,1,[1099],"",[1],[],[1066],0,100,[],"",0,1,[],1,"","",1,"",[1099],[1]
503,"chaos-VaalZealotsSerpentMelee",[155],4,6,0,0,[],"",[1],[],"[1067,1073]",0,100,[],"",0,1,[],1,"","",1,"","[1041,1058,1071,1041]","[1,1,3,3]"
504,"chaos-VaalZealotsSerpentCaster",[155],4,6,0,0,[],"",[1],[],"[1067,1073,1074]",0,100,[],"",0,1,[],1,"","",1,"","[1041,1058,1071,1041]","[3,3,1,1]"
505,"chaos-VaalZealotsMonkeyMelee",[155],3,5,100,1,[1016],"",[1],[],"[1065,1073,1074]",0,100,[],"",0,1,[],1,"","",1,"",[1016],[1]
506,"chaos-VaalZealotsMonkeyCaster",[155],3,5,100,1,[1016],"",[1],[],"[1065,1073,1074]",0,100,[],"",0,1,[],1,"","",1,"",[1016],[1]
507,"chaos-VaalZealotsSunMelee",[155],3,5,100,1,[1176],"",[1],[],[1070],0,100,[],"",0,1,[],1,"","",1,"",[1176],[1]
508,"chaos-VaalZealotsSunCaster",[155],3,5,100,1,[1176],"",[1],[],[1070],0,100,[],"",0,1,[],1,"","",1,"",[1176],[1]
509,"chaos-savagebeastmaster",[0],0,0,0,0,[],"",[1],[],[322],0,100,[],22,25,1,[],1,"","",1,"",[],[]
510,"chaos-bloodbatherswordshield",[155],3,5,100,1,"[1177,1176]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1177],[1]
511,"chaos-bloodbatherdualwieldflail",[155],3,5,100,1,"[1177,1176]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1177],[1]
512,"chaos-bloodbatherspearsmace",[155],3,5,100,1,"[1177,1176]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1177],[1]
513,"chaos-bladestalkerred",[155],3,4,0,0,[],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[901],[1]
514,"chaos-vaalaxethrowermeat",[155],3,5,50,1,[1097],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"",[1097],[1]
515,"chaos-vaalshadowpriest",[155],3,5,0,0,[],"",[1],[],"[1066,1070]",0,100,[],"",0,1,[],1,"","",1,"","[1100,163]","[1,1]"
516,"chaos-cenobitehighbornpack",[155],4,5,100,1,"[1021,1196]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"","[1027,1025,1026,1021,1023,1024,1196]","[1,1,1,10,1,1,1]"
517,"chaos-anchoritemotherpack",[155],4,7,100,1,"[904,1196]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"","[904,1027,1025,1026,1021,1023,1024,1196]","[10,1,1,1,2,1,1,2]"
518,"chaos-cauldronecrone",[155],3,6,80,1,[1196],"",[1],[],"[1068,1069]",0,100,[],"",0,1,[],1,"","",1,"",[1196],[1]
519,"chaos-cenobiteleashpack",[155],3,6,100,1,"[1023,1196]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"","[904,1027,1025,1026,1021,1023,1024,1196]","[2,1,1,1,2,10,1,1]"
520,"chaos-cenobiteslampack",[155],3,4,100,1,"[1024,1196]","",[1],[],"[1066,1069]",0,100,[],"",0,1,[],1,"","",1,"","[904,1027,1025,1026,1021,1023,1024,1196]","[1,2,1,1,2,1,10,1]"
521,"chaos-vaalhumanoidpyracannons",[155],2,3,100,1,[1213],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1213,1099,1210,1220,1221]","[6,2,1,1,1]"
522,"chaos-vaalhumanoidbowcaster",[155],2,4,100,1,[1099],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[5,3,1,1,1]"
523,"chaos-vaalhumanoidbladehandcaster",[155],2,4,100,1,[1099],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[5,1,3,1,1]"
524,"chaos-vaalhumanoidstalker",[155],3,6,0,0,[],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[3,1,1,5,1]"
525,"chaos-vaalhumanoidmeleerocketfist",[155],3,4,1,50,[1212],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1215,1212]","[1,5]"
526,"chaos-vaalhumanoidcannonshield",[155],3,5,0,0,[],"",[1],[],[1073],0,100,[],"",0,1,[],1,"","",1,"","[1215,1212]","[1,5]"
527,"chaos-banesapling",[0],1,3,0,0,[],"",[1],[],"[1067,1068]",0,100,[],"",0,1,[],1,"","",1,"",[905],[1]
528,"chaos-dredgefiend",[155],3,6,50,1,[870],"",[1],[],"[1069,1067]",0,100,[],"",0,1,[],1,"","",1,"",[870],[1]
529,"chaos-swarmhost",[155],8,13,0,0,[899],"",[1],[],"[1069,1067]",0,100,[],"",0,1,[],1,"","",1,"",[899],[1]
530,"chaos-marshbruiser",[155],3,4,100,1,[681],"",[1],[],"[1069,1067]",0,100,[],"",0,1,[],1,"","",1,"",[864],[1]
531,"chaos-cannibal",[155],3,5,100,1,[877],"",[1],[],"[1069,1067]",0,100,[],"",0,1,[],1,"","",1,"","[877,874,875,876]","[5,1,1,1]"
532,"chaos-quadrilla",[155],3,4,100,1,[938],"",[1],[],"[1067,1068,1066]",0,100,[],"",0,1,[],1,"","",1,"",[938],[1]
533,"chaos-bloodape",[155],4,8,66,2,[5],"",[1],[],"[1067,1068]",0,100,[],"",0,1,[],1,"","",1,"",[5],[1]
534,"chaos-snakehusk",[155],3,6,0,0,[],"",[1],[],"[1068,1067,1069]",0,100,[],"",0,1,[],1,"","",1,"","[949,950]","[1,1]"
535,"chaos-armadillo",[155],2,4,0,0,[],"",[1],[],"[1068,1067,1066]",0,100,[],"",0,1,[],1,"","",1,"",[907],[1]
536,"chaos- taniwha",[155],3,5,0,0,[],"",[1],[],"[1069,1065,1067]",0,100,[],"",0,1,[],1,"","",1,"",[987],[1]
