"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect","i32","i32","i32","bool"
3675,"BansheeScreechGeometrySpell","",[],3.75,0.02,"",4,[],[],"",0,[],"",2,1500,987,"","",[],22,"","",[],"",398,0,0,""
3676,"BansheeScreechMapBoss","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1200,368,"","",[],"","","",[],"",0,0,0,""
3677,"BansheeScreechMapBossGeometrySpell","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1200,987,"","",[],22,"","",[],"",398,0,0,""
3678,"WraithScreechChaos","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,1500,368,"","",[],"","","",[],"",0,1,0,""
3679,"WraithScreechChaosGeometrySpell","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,1500,987,"","",[],22,"","",[],"",400,1,0,""
3680,"DelveWraithScreechChaos","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,1500,368,"","",[],"","","",[],"",0,1,0,""
3681,"DelveWraithScreechChaosGeometrySpell","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,1500,987,"","",[],22,"","",[],"",400,1,0,""
3682,"AbyssLichSlashConeTriggered","",[],4,0.03,"",4,[],[],"",0,[],"",2,1000,368,"","",[],"","","",[],"",0,3,0,""
3683,"AbyssLichSlashConeTriggeredGeometrySpell","",[],4,0.03,"",4,[],[],"",0,[],"",2,1000,987,"","",[],22,"","",[],"",399,3,0,""
3684,"DjinnWaterPulse","",[],3,0.04,"",4,[],[],"",0,[],"",2,1383,327,"","",[],25,"","",[],"",0,0,0,""
3685,"Sandstorm","",[],1,0,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3686,"SandstormBossDexMission","",[],9.75,0.0155,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3687,"SandstormDeshretsStorm","",[],9.75,0.0155,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3688,"SandstormDesertCageSpider","",[],9.75,0.0155,"",4,[],[],"",0,[],"",2,50,369,"","",[],"","","",[],"",0,0,0,""
3689,"MineBatMapSandstorm","",[],9.75,0.025,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3690,"ProphecySandstormDaemon","",[],9.75,0.025,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3691,"SandstormStrMissionDaemon","",[],14.25,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3692,"SandstormMapBossDaemon","",[],18.525,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3693,"TempestDaemonSandstorm","",[],13.5,0.0333,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3694,"BloodlinesMudElementalSandstorm","",[],14.25,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3695,"SandstormChaosElementalSummoned","",[],11,0.043,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3696,"SandstormChaosElemental","",[],6.6667,0.0155,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3697,"SandstormChaosElementalMonster","",[],5.3333,0.0155,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3698,"SandstormChaosElementalMapBoss","",[],12.6667,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3699,"SandstormChaosElementalMapBossDaemon","",[],16.84,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3700,"SandstormWaterMapBoss","",[],16.84,0.0165,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,3,0,""
3701,"WbSandstormChaosElemental","",[],5.3333,0.0155,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3702,"WbSandstormChaosAnimatedWeapon","",[],6,0.02,"",4,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,""
3703,"DropBearRain","",[],1,0,"",4,[],[],"",0,[],"",2,750,370,"","",[],"","","",[],"",0,0,0,""
3704,"DropBearRainMapBoss","",[],1,0,"",4,[],[],"",0,[],"",2,750,370,"","",[],"","","",[],"",0,0,0,""
3705,"DropBearEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,1000,371,"","",[],"","","",[],"",0,0,0,""
3706,"LightningChannel","",[],0.375,0.0335,"",3,[],[],"",1698091486,[],"",2,250,372,"","",[],"","","",[],"",0,0,0,""
3707,"VollCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,0,0,""
3708,"CorpseWheelCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,8,"","",[],"","","",[],"",2,0,0,""
3709,"CorpseWheelChargeBoss","",[],1,0,"",4,[],[],"",0,[],"",2,2750,8,"","",[],"","","",[],"",2,0,0,""
3710,"DoomBossDrillCharge","",[],1,0,"",4,[],[],"",0,[],"",2,1500,8,"","",[],"","","",[],"",1,0,0,""
3711,"PitBullBossCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,375,"","",[],"","","",[],"",0,0,0,""
3712,"BullCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,373,"","",[],"","","",[],"",0,0,0,""
3713,"BullChargeBoulderdashEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,1,0,""
3714,"BullChargeBoulderdash","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,1,0,""
3715,"BestiaryBullCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,1,0,""
3716,"BlightBullCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,1,0,""
3717,"VinktarBossCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,375,"","",[],"","","",[],"",0,0,0,""
3718,"LieutenantBullCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,373,"","",[],"","","",[],"",0,0,0,""
3719,"LabyrinthCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,374,"","",[],"","","",[],"",0,0,0,""
3720,"DropBearBossCharge","",[],1,0,"",4,[],[],"",0,[],"",2,2750,373,"","",[],"","","",[],"",0,0,0,""
3721,"GreustCharge","",[],1,0,"",4,[],[],"",0,[],"",2,1800,373,"","",[],"","","",[],"",0,5,0,""
3722,"BrineKingCharge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,864,"","",[],"","","",[],"",0,6,0,""
3723,"ReaperWraithChargeMarker","",[],1,0,"",4,[],[],"",0,[],"",2,1000,864,"","",[],"","","",[],"",0,8,0,""
3724,"BloodlinesBearerFireBeacon","",[],2.7778,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3725,"BloodlinesBearerColdBeacon","",[],2.2727,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3726,"HarbingerColdBeacon","",[],2.2727,0.037,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3727,"LionWolfColdBossColdBeacon","",[],2.2727,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3728,"BloodlinesBearerLightningBeacon","",[],3.125,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3729,"GuardianBossFireBeacon","",[],2.4444,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3730,"GuardianBossLightningBeacon","",[],2.75,0.0545,"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,""
3731,"MinerThrowFire","",[],2.0556,0.048,"",4,[],[],"",0,[],"",2,1000,376,"","",[],"","","",[],"",0,0,0,""
3732,"MinerThrowFireMapBoss","",[],2.0556,0.048,"",4,[],[],"",0,[],"",2,1000,376,"","",[],"","","",[],"",0,0,0,""
3733,"MinerThrowFireSpectre","",[],1.2778,0.04,"",4,[],[],"",0,[],"",2,1000,376,"","",[],"","","",[],"",0,0,0,""
3734,"MinerThrowFireBlight","",[],3,0.048,"",4,[],[],"",0,[],"",2,1000,376,"","",[],"","","",[],"",0,0,0,""
3735,"TaniwhaSpike","",[],0.75,0,"",4,[],[],"",0,[],"",2,1500,62,"","",[],"","","",[],"",0,0,0,""
3736,"TaniwhaSpikeBlue","",[],0.75,0,"",4,[],[],"",0,[],"",2,1500,62,"","",[],"","","",[],"",0,0,0,""
3737,"VollSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,377,"","",[],"","","",[],"",0,0,0,""
3738,"GeofriSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,377,"","",[],"","","",[],"",0,3,0,""
3739,"TreasureGolemSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,377,"","",[],"","","",[],"",0,4,0,""
3740,"IzaroSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,377,"","",[],"","","",[],"",0,0,0,""
3741,"WaterVortex","",[],0.2727,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,0,0,""
3742,"WaterVortexSewer","",[],0.2727,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,2,0,""
3743,"WaterVortexBlood","",[],0.2727,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,3,0,""
3744,"WbWaterVortex","",[],0.2727,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,0,0,""
3745,"WaterVortexBossSideArea","",[],0.4545,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,0,0,""
3746,"WaterVortexNovaBossSideArea","",[],0.7273,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,0,0,""
3747,"ProphecyWaterVortex","",[],0.4545,0.045,"",4,[],[],"",0,[],"",2,1400,378,"","",[],"","","",[],"",0,0,0,""
3748,"EssenceWaterVortex","",[],0.7273,0.045,"",4,[],[],"",0,[],"",2,100,378,"","",[],"","","",[],"",0,0,0,""
3749,"IncursionMapDeviceWaterVortex","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1250,378,"","",[],"","","",[],"",0,4,0,""
3750,"DaressoDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3751,"DaressoDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3752,"DaressoDodgeBack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3753,"LunarisDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3754,"LunarisDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3755,"LunarisDodgeBack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3756,"SandLeaperDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3757,"SandLeaperDodgeLeftNoCost","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3758,"SandLeaperDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3759,"SandLeaperDodgeRightNoCost","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3760,"SandLeaperDodgeBack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3761,"HarvestSandLeaperDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],"",0,0,0,""
3762,"HarvestSandLeaperDodgeLeftFar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],"",0,0,0,""
3763,"HarvestSandLeaperDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],"",0,0,0,""
3764,"HarvestSandLeaperDodgeRightFar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],"",0,0,0,""
3765,"ElderGuardianDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1330,383,"","",[],"","","",[],"",0,0,0,""
3766,"ElderGuardianDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1330,383,"","",[],"","","",[],"",0,0,0,""
3767,"ElderGuardianDodgeBack","",[],1,0,"",4,[],[],"",0,[],"",2,1330,383,"","",[],"","","",[],"",0,0,0,""
3768,"ElderGuardianChaosDodgeLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3769,"ElderGuardianChaosDodgeRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,383,"","",[],"","","",[],"",0,0,0,""
3770,"ElderGuardianChaosDodgeBack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,384,"","",[],"","","",[],"",0,0,0,""
3771,"VollReviveUndead","",[],1,0,"",4,[],[],"",0,[],"",2,2700,385,"","",[],"","","",[],"",0,0,0,""
3772,"VollReviveUndeadWithMinions","",[],1,0,"",4,[],[],"",0,[],"",2,2700,385,"","",[],"","","",[],"",0,0,0,""
3773,"SummonTaniwhaTail","",[],1,0,"",4,[],[],"",0,[],"",2,1000,386,"","",[],"","","",[],"",0,0,0,""
3774,"SummonTaniwhaBossTail","",[],1,0,"",4,[],[],"",0,[],"",2,1000,386,"","",[],"","","",[],"",0,0,0,""
3775,"SummonTaniwhaMapBossTail","",[],1,0,"",4,[],[],"",0,[],"",2,1000,386,"","",[],"","","",[],"",0,0,0,""
3776,"MoltenMortarProjectile","",[],2.8889,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3777,"MoltenMortarProjectileMapBoss","",[],3.6111,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3778,"MoltenMortarProjectileMapBossLavaGround","",[],3.6111,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",171,0,0,""
3779,"MoltenMortarProjectileChimera","",[],2.8889,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3780,"MoltenMortarBlightHellion","",[],2.8889,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3781,"MoltenMortarProjectilePuiTotemMinion","",[],1.0833,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3782,"MoltenMortarProjectilePuiTotemMapBoss","",[],0.5778,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3783,"MoltenMortarProjectileFireElemental","",[],2.8889,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3784,"BlightMoltenMortarProjectileFireElemental","",[],2.8889,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3785,"BlightMoltenMortarSummonVolatile","",[],3,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",96,0,0,""
3786,"MoltenMortarProjectileProphecy","",[],2.4444,0.044,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",0,0,0,""
3787,"MoltenMortarProjectileFireElementalTalismanT2","",[],2.1667,0.046,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",6,0,0,""
3788,"ArakaaliMortarProjectile","",[],1.5,0.043,"",4,[],[],"",0,[],"",2,1200,387,"","",[],"","","",[],"",10,0,0,""
3789,"ArakaaliMortarProjectileMap","",[],0.9,0.043,"",4,[],[],"",0,[],"",2,1200,387,"","",[],"","","",[],"",10,0,0,""
3790,"WeaverWebProjectile","",[],3.724,0.053,"",4,[],[],"",0,[],"",2,1500,473,"","",[],"","","",[],"",0,0,0,""
3791,"WeaverWebProjectileMap","",[],2.1667,0.034,"",4,[],[],"",0,[],"",2,1500,473,"","",[],"","","",[],"",0,0,0,""
3792,"BestiaryRhoaMortarProjectile","",[],2.8889,0.035,"",4,[],[],"",0,[],"",2,770,387,"","",[],"","","",[],"",9,0,0,""
3793,"BestiaryGemFrogMortarProjectile","",[],2.8889,0.04,"",4,[],[],"",0,[],"",2,770,387,"","",[],"","","",[],"",1,0,0,""
3794,"BestiarySnake1MortarProjectile","",[],3.3333,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",33,33,0,""
3795,"BestiarySnake1MortarProjectileEpic","",[],1.4444,0.04,"",4,[],[],"",0,[],"",2,2830,387,"","",[],24,"","",[],"",33,33,0,""
3796,"BetrayalHakuMortar","",[],1.75,0.04,"",4,[],[],"",0,[],"",2,1500,387,"","",[],"","","",[],"",33,33,0,""
3797,"VaalincursionMortar","",[],1.955,0.035,"",4,[],[],"",0,[],"",2,1200,387,"","",[],"","","",[],"",34,34,0,""
3798,"VaalIncursionMortarDelve","",[],2.5,0.03,"",4,[],[],"",0,[],"",2,1200,387,"","",[],"","","",[],"",34,34,0,""
3799,"BestiarySpiderBossSpitMortar","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,2000,387,"","",[],"","","",[],"",30,0,0,""
3800,"BestiarySpiderBossSpitMortarLong","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,2000,387,"","",[],"","","",[],"",30,0,0,""
3801,"IncursionGrenadeMortar","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,1330,387,"","",[],"","","",[],"",37,0,0,""
3802,"IncursionGrenadeMortarSecondary","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",38,0,0,""
3803,"DelveAbyssGrenadeMortar","",[],2.7,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",48,0,0,""
3804,"DelveMonkeyAzuriteMortar","",[],2,0.04,"",4,[],[],"",0,[],"",2,1100,387,"","",[],"","","",[],"",49,0,0,""
3805,"BetrayalCatarinaSoulMortar","",[],2,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],20,"","",[],"",68,0,0,""
3806,"BetrayalCatarinaSoulMortar2","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1330,387,"","",[],24,"","",[],"",68,0,0,""
3807,"SynthesisGuardianMortar1","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1816,387,"","",[],24,"",1,[],"",70,0,0,""
3808,"SynthesisGuardianMortar2","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,3500,387,"","",[],25,"",1,[],"",70,0,0,""
3809,"SynthesisGuardianMortar3","",[],1.33,0.045,"",4,[],[],"",0,[],"",2,2664,387,"","",[],26,"",1,[],"",70,0,0,""
3810,"SynthesisFinalBossMortar1","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,2170,387,"","",[],51,"","",[],"",71,0,0,""
3811,"SynthesisDroneDiveBomb","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,387,"","",[],25,"","",[],"",72,0,0,""
3812,"SynthesisPhysicalTripleMortar","",[],0,0,"",4,[],[],"",0,[],"",2,3670,387,"","",[],24,"","",[],"",73,0,0,""
3813,"SynthesisRibbonMortar","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,3300,387,"","",[],24,"","",[],"",74,0,0,""
3814,"SynthesisRibbonMassMortar","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,3300,387,"","",[],"","","",[],"",75,0,0,""
3815,"SynthesisWyvernMortar","",[],3,0.045,"",4,[],[],"",0,[],"",2,2500,387,"","",[],24,"","",[],"",77,0,0,""
3816,"BlightStatueOnDeathMortar","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",90,0,0,""
3817,"BlightZombieBossDaemonMortar","",[],1.75,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",93,0,0,""
3818,"AtlasExilesOrionCarpet","",[],1.75,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",99,0,0,""
3819,"AxisGeneralMortar","",[],1.4,0.04,"",4,[],[],"",0,[],"",2,1500,387,"","",[],24,"","",[],"",100,100,0,""
3820,"HeraldOfAgonyMinionMortar","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",45,0,0,""
3821,"HeraldOfAgonyMinionMortarBloodGuard","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",53,0,0,""
3822,"HeraldOfAgonyMinionMortarFaithGuard","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",54,0,0,""
3823,"HeraldOfAgonyMinionMortarDemonic","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",78,0,0,""
3824,"HeraldOfAgonyMinionMortarEmpyrean","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",89,0,0,""
3825,"HeraldOfAgonyMinionMortarPolarisWhite","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",97,0,0,""
3826,"HeraldOfAgonyMinionMortarDragonHunter","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",121,0,0,""
3827,"HeraldOfAgonyMinionMortarStygian","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"",1,[],"","","",[],"",122,0,0,""
3828,"LegionKaruiAxeMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",82,0,0,""
3829,"LegionVaalWeaponThrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],24,"","",[],"",84,0,0,""
3830,"BlightPyromaniacFireElementalMortar","",[],1,0,"",4,[],[],"",0,[],"",2,930,388,"","",[],24,"","",[],"",94,0,0,""
3831,"BlightSnakeBossPoisonBombMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],45,"","",[],"",95,0,0,""
3832,"AtlasExileWarlordGladiatorMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],95,"","",[],"",112,0,0,""
3833,"AfflictionDemonPhysWeaponToss","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],45,"","",[],"",113,0,0,""
3834,"AfflictionDemonPhysWeaponTossUnique","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],45,"","",[],"",113,0,0,""
3835,"BlightFireModOnDeathMortar","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,50,387,"","",[],"","","",[],"",91,0,0,""
3836,"BlightColdModOnDeathMortar","",[],1,0,"",4,[],[],"",0,[],"",2,50,387,"","",[],"","","",[],"",92,0,0,""
3837,"AtlasCrusaderSisterMortar","",[],1.8,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],28,"","",[],"",101,0,0,""
3838,"AtlasCrusaderSisterMortarSpectre","",[],1.3,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],28,"","",[],"",101,0,0,""
3839,"MerveilMortar","",[],4.4,0.0342,"",4,[],[],"",0,[],"",2,1333,387,"","",[],"","","",[],"",102,0,0,""
3840,"MerveilMortarMap","",[],4.4,0.0342,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",102,0,0,""
3841,"AtlasEyrieArcherMortar","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,2330,387,"","",[],20,"","",[],"",109,0,0,""
3842,"AtlasEyrieKiwethMortar","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1670,387,"","",[],20,"","",[],"",110,0,0,""
3843,"AtlasEyrieKiwethMortarSpectre","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1670,387,"","",[],20,"","",[],"",110,0,0,""
3844,"AfflictionBossPhysMortarSpray","",[],0.3,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",115,0,0,""
3845,"AfflictionMinionVomitMortar","",[],1.2,0.04,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",117,0,0,""
3846,"AfflictionLightningBallBombard","",[],1.6,0.045,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",118,0,0,""
3847,"AfflictionLightningBallBombardTriggered","",[],1.6,0.045,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",118,0,0,""
3848,"AfflictionLightningBallBombardUnique","",[],1.6,0.045,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",118,0,0,""
3849,"AfflictionLightningBallBombardTriggeredUnique","",[],1.6,0.045,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",118,0,0,""
3850,"AfflictionCorpseMortar","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,2500,387,"","",[],45,"","",[],"",119,0,0,""
3851,"AfflictionSpikerDeathSpike","",[],2,0.032,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",120,0,0,""
3852,"HarvestRegurgitatorOnDeathMortar","",[],2,0.038,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",124,0,0,""
3853,"HarvestGrubProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,2000,388,"","",[],"","","",[],"",125,0,0,""
3854,"HarvestSpiderWebProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",126,0,0,""
3855,"HarvestBlackStriderMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",127,0,0,""
3856,"HarvestBlackStriderMassMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",128,0,0,""
3857,"HarvestChieftainVolatileMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",133,0,0,""
3858,"HarvestMonkeyBomb","",[],2,0.04,"",4,[],[],"",0,[],"",2,1100,387,"","",[],40,"","",[],"",130,0,0,""
3859,"MMAHarvestSandspitterMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],20,"","",[],"",134,0,0,""
3860,"MMSHarvestShieldcrabWaterMortar","",[],2.5,0.042,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],"",135,0,0,""
3861,"MMSHarvestInsectSpawnerSporeBarrageMortar","",[],1.8,0.045,"",4,[],[],"",0,[],"",2,3000,387,"","",[],22,"","",[],"",136,0,0,""
3862,"MMAHarvestChieftainMoltenStrike","",[],1,0,"",4,[],[],"",0,[],"",2,1000,388,"","",[],"","","",[],"",137,0,0,""
3863,"MMSHeistThugTNTThrow","",[],2,0.04,"",4,[],[],"",0,[],"",2,1200,387,"","",[],40,"","",[],"",146,0,0,""
3864,"MMSHeistThugTNTThrowSpectre","",[],1,0.04,"",4,[],[],"",0,[],"",2,1200,387,"","",[],40,"","",[],"",146,0,0,""
