"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
5849,"Metadata/Items/Gems/SupportGemAddedLightningDamagePlus",19,1,1,"Awakened Added Lightning Damage Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11591,1060614573,[],"","","",[],[],"",1,"","","",""
5850,"Metadata/Items/Gems/SupportGemBlasphemyPlus",19,1,1,"Awakened Blasphemy Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11592,-1552611015,[],"","","",[],[],"",1,"","","",""
5851,"Metadata/Items/Gems/SupportGemCastWhileChannellingPlus",19,1,1,"Awakened Cast While Channelling Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11593,376806447,[],"","","",[],[],"",1,"","","",""
5852,"Metadata/Items/Gems/SupportGemControlledDestructionPlus",19,1,1,"Awakened Controlled Destruction Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11594,-641687050,[],"","","",[],[],"",1,"","","",""
5853,"Metadata/Items/Gems/SupportGemCurseOnHitPlus",19,1,1,"Awakened Hextouch Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11595,1856611537,[],"","","",[],[],"",1,"","","",""
5854,"Metadata/Items/Gems/SupportGemElementalFocusPlus",19,1,1,"Awakened Elemental Focus Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11596,1231465802,[],"","","",[],[],"",1,"","","",""
5855,"Metadata/Items/Gems/SupportGemIncreasedAreaOfEffectPlus",19,1,1,"Awakened Increased Area of Effect Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11597,1962415947,[],"","","",[],[],"",1,"","","",""
5856,"Metadata/Items/Gems/SupportGemLightningPenetrationPlus",19,1,1,"Awakened Lightning Penetration Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11598,726012435,[],"","","",[],[],"",1,"","","",""
5857,"Metadata/Items/Gems/SupportGemMinionDamagePlus",19,1,1,"Awakened Minion Damage Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11599,675798910,[],"","","",[],[],"",1,"","","",""
5858,"Metadata/Items/Gems/SupportGemSpellCascadePlus",19,1,1,"Awakened Spell Cascade Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11600,1596360100,[],"","","",[],[],"",1,"","","",""
5859,"Metadata/Items/Gems/SupportGemSpellEchoPlus",19,1,1,"Awakened Spell Echo Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11601,497515681,[],"","","",[],[],"",1,"","","",""
5860,"Metadata/Items/Gems/SupportGemUnboundAilmentsPlus",19,1,1,"Awakened Unbound Ailments Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11602,1721109792,[],"","","",[],[],"",1,"","","",""
5861,"Metadata/Items/Gems/SupportGemUnleashPlus",19,1,1,"Awakened Unleash Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[],31,1,11603,1387619219,[],"","","",[],[],"",1,"","","",""
5862,"Metadata/Items/Gems/SupportGemEmpowerPlus",19,1,1,"Awakened Empower Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[167],31,1,11604,-1578494889,[],"","","",[],[],"",1,"","","",""
5863,"Metadata/Items/Gems/SupportGemEnlightenPlus",19,1,1,"Awakened Enlighten Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[167],31,1,11606,-1517770313,[],"","","",[],[],"",1,"","","",""
5864,"Metadata/Items/Gems/SupportGemEnhancePlus",19,1,1,"Awakened Enhance Support","Metadata/Items/Gems/SupportSkillGem",72,"",[],1,"",[167],31,1,11605,-1639496250,[],"","","",[],[],"",1,"","","",""
5865,"Metadata/Items/Gems/SupportGemInfernalLegion",19,1,1,"Infernal Legion Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[],31,1,7729,-135045525,[],"","","",[],[],"","","","","",""
5866,"Metadata/Items/Gems/SkillGemProjectilePortal",18,1,1,"[UNUSED] Projectile Portal","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7443,-1379962335,[8659],"","","",[],[],"","","","","",""
5867,"Metadata/Items/Gems/SkillGemSpellslinger",18,1,1,"Spellslinger","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],31,1,7738,-641069136,[8659],"","","",[],[],"","","","","",""
5868,"Metadata/Items/Gems/SkillGemArcaneCloak",18,1,1,"Arcane Cloak","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7736,-1166898726,[8659],"","","",[],[],"","","","","",""
5869,"Metadata/Items/Gems/SkillGemKineticBolt",18,1,1,"Kinetic Bolt","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",31,1,7737,-1433275608,[8659],"","","",[],[],"","","","","",""
5870,"Metadata/Items/Gems/SkillGemBladeBlast",18,1,1,"Blade Blast","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7740,1697834814,[8659],"","","",[],[],"","","","","",""
5871,"Metadata/Items/Gems/SkillGemBloodWhirl",18,1,1,"[UNUSED] Blood Whirl","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,0,7933,-2117062024,[8659],"","","",[],[],"","","","","",""
5872,"Metadata/Items/Gems/SkillGemCoilingAssault",18,1,1,"[UNUSED] Coiling Assault","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],31,0,7386,-24140591,[8659],"","","",[],[],"","","","","",""
5873,"Metadata/Items/Gems/SkillGemElementalProjectiles",18,1,1,"Elemental Projectiles","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7384,-1291972291,[8659],"","","",[],[],"","","","","",""
5874,"Metadata/Items/Gems/SupportGemArchmage",19,1,1,"Archmage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7739,1887128856,[],"","","",[],[],"","","","","",""
5875,"Metadata/Items/Gems/SupportGemSecondWind",19,1,1,"Second Wind Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7741,-1068757124,[],"","","",[],[],"","","","","",""
5876,"Metadata/Items/Gems/SupportGemFistOfWar",19,1,1,"Fist of War Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],31,1,7749,172023623,[],"","","",[],[],"","","","","",""
5877,"Metadata/Items/Gems/SkillGemArcanistBrand",18,1,1,"Arcanist Brand","Metadata/Items/Gems/ActiveSkillGem",38,"",[],1,"",[],31,1,7750,1115357259,[8659],"","","",[],[],"","","","","",""
5878,"Metadata/Items/Gems/SkillGemIntimidatingCry",18,1,1,"Intimidating Cry","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],31,1,7743,1893070060,[8659],"","","",[],[],"","","","","",""
5879,"Metadata/Items/Gems/SkillGemAncestralCry",18,1,1,"Ancestral Cry","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7744,1459196576,[8659],"","","",[],[],"","","","","",""
5880,"Metadata/Items/Gems/SkillGemPenanceBrand",18,1,1,"Penance Brand","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7751,-1187120501,[8659],"","","",[],[],"","","","","",""
5881,"Metadata/Items/Gems/SkillGemWintertideBrand",18,1,1,"Wintertide Brand","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7752,883626586,[8659],"","","",[],[],"","","","","",""
5882,"Metadata/Items/Gems/SkillGemEarthshatter",18,1,1,"Earthshatter","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7753,-697574596,[8659],"","","",[],[],"","","","","",""
5883,"Metadata/Items/Gems/SkillGemGeneralsCry",18,1,1,"General's Cry","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],31,1,7745,-878185948,[8659],"","","",[],[],"","","","","",""
5884,"Metadata/Items/Gems/SupportGemSwiftbrand",19,1,1,"Swiftbrand Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7747,1597853541,[],"","","",[],[],"","","","","",""
5885,"Metadata/Items/Gems/SupportGemUrgentOrders",19,1,1,"Urgent Orders Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7748,-1006107164,[],"","","",[],[],"","","","","",""
5886,"Metadata/Items/Gems/SkillGemBlazingSalvo",18,1,1,"Blazing Salvo","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7755,1483500362,[8659],"","","",[],[],"","","","","",""
5887,"Metadata/Items/Gems/SkillGemVoidSphere",18,1,1,"Void Sphere","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7756,-1741131858,[8659],"","","",[],[],"","","","","",""
5888,"Metadata/Items/Gems/SkillGemCracklingLance",18,1,1,"Crackling Lance","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7757,-129699978,[8659],"","","",[],[],"","","","","",""
5889,"Metadata/Items/Gems/SkillGemFrostShield",18,1,1,"Frost Shield","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7758,1825214085,[8659],"","","",[],[],"","","","","",""
5890,"Metadata/Items/Gems/SkillGemSplittingSteel",18,1,1,"Splitting Steel","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[],31,1,7731,-1743781821,[8659],"","","",[],[],"","","","","",""
5891,"Metadata/Items/Gems/SkillGemSigilOfPower",18,1,1,"Sigil of Power","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7760,1231365832,[8659],"","","",[],[],"","","","","",""
5892,"Metadata/Items/Gems/SkillGemFlameWall",18,1,1,"Flame Wall","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[],31,1,7754,-239857183,[8659],"","","",[],[],"","","","","",""
5893,"Metadata/Items/Gems/SupportGemImpendingDoom",19,1,1,"Impending Doom Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7761,-1916784320,[],"","","",[],[],"","","","","",""
5894,"Metadata/Items/Gems/SkillGemHexblast",18,1,1,"Hexblast","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7759,1931224021,[8659],"","","",[],[],"","","","","",""
5895,"Metadata/Items/Gems/SupportGemPinpoint",19,1,1,"Pinpoint Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7762,734543851,[],"","","",[],[],"","","","","",""
5896,"Metadata/Items/Gems/SkillGemFlammableShot",18,1,1,"Flammable Shot","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,0,7763,-848856014,[8659],"","","",[],[],"","","","","",""
5897,"Metadata/Items/Gems/SkillGemHydrosphere",18,1,1,"Hydrosphere","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7764,358865907,[8659],"","","",[],[],"","","","","",""
5898,"Metadata/Items/Gems/SupportGemTrinity",19,1,1,"Trinity Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],31,1,7765,1826317887,[],"","","",[],[],"","","","","",""
5899,"Metadata/Items/Gems/SkillGemDeathAura",18,1,1,"Death Aura","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7769,1825268835,[8659],"","","",[],[],"","","","","",""
5900,"Metadata/Items/Gems/SkillGemEnvy",18,1,1,"Envy","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7770,926725699,[8659],"","","",[],[],"","","","","",""
5901,"Metadata/Items/Gems/SkillGemGluttonyOfElements",18,1,1,"Gluttony of Elements","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7771,1542929742,[8659],"","","",[],[],"","","","","",""
5902,"Metadata/Items/Gems/SkillGemBlindingAura",18,1,1,"Blinding Aura","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7772,433375371,[8659],"","","",[],[],"","","","","",""
5903,"Metadata/Items/Gems/SkillGemExsanguinate",18,1,1,"Exsanguinate","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7773,2105729007,[8659],"","","",[],[],"","","","","",""
5904,"Metadata/Items/Gems/SkillGemCorruptingFever",18,1,1,"Corrupting Fever","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7776,-1984221036,[8659],"","","",[],[],"","","","","",""
5905,"Metadata/Items/Gems/SupportGemBloodthirst",19,1,1,"Bloodthirst Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7766,-1004606718,[],"","","",[],[],"","","","","",""
5906,"Metadata/Items/Gems/SkillGemBloodreap",18,1,1,"Reap","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7774,604922404,[8659],"","","",[],[],"","","","","",""
5907,"Metadata/Items/Gems/SkillGemPetrifiedBlood",18,1,1,"Petrified Blood","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],31,1,7775,-1061134533,[8659],"","","",[],[],"","","","","",""
5908,"Metadata/Items/Gems/SupportGemCruelty",19,1,1,"Cruelty Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],31,1,7767,1246588902,[],"","","",[],[],"","","","","",""
5909,"Metadata/Items/Gems/SupportGemLifetap",19,1,1,"Lifetap Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[],31,1,7768,-376900109,[],"","","",[],[],"","","","","",""
5910,"Metadata/Items/Gems/SkillGemDefianceBanner",18,1,1,"Defiance Banner","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7684,138386562,[8659],"","","",[],[],"","","","","",""
5911,"Metadata/Items/Gems/SkillGemVoltaxicBurst",18,1,1,"Voltaxic Burst","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7787,235176460,[8659],"","","",[],[],"","","","","",""
5912,"Metadata/Items/Gems/SkillGemRageVortex",18,1,1,"Rage Vortex","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7794,-884504373,[8659],"","","",[],[],"","","","","",""
5913,"Metadata/Items/Gems/SkillGemSpectralHelix",18,1,1,"Spectral Helix","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7788,-670504153,[8659],"","","",[],[],"","","","","",""
5914,"Metadata/Items/Gems/SkillGemBattlemagesCry",18,1,1,"Battlemage's Cry","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],31,1,7778,1559647696,[8659],"","","",[],[],"","","","","",""
5915,"Metadata/Items/Gems/SupportGemEarthbreaker",19,1,1,"Earthbreaker Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],31,1,7784,-1208478295,[],"","","",[],[],"","","","","",""
5916,"Metadata/Items/Gems/SkillGemAbsolution",18,1,1,"Absolution","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7779,880200173,[8659],"","","",[],[],"","","","","",""
5917,"Metadata/Items/Gems/SkillGemAmbush",18,1,1,"Ambush","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7789,-1886856358,[8659],"","","",[],[],"","","","","",""
5918,"Metadata/Items/Gems/SkillGemForbiddenRite",18,1,1,"Forbidden Rite","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],31,1,7780,-952351684,[8659],"","","",[],[],"","","","","",""
5919,"Metadata/Items/Gems/SkillGemManabond",18,1,1,"Manabond","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7781,1989300770,[8659],"","","",[],[],"","","","","",""
5920,"Metadata/Items/Gems/SkillGemBladeTrap",18,1,1,"Blade Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7793,249078373,[8659],"","","",[],[],"","","","","",""
5921,"Metadata/Items/Gems/SkillGemStormRain",18,1,1,"Storm Rain","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7785,-1879483932,[8659],"","","",[],[],"","","","","",""
5922,"Metadata/Items/Gems/SkillGemShieldCrush",18,1,1,"Shield Crush","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",31,1,7795,2069510570,[8659],"","","",[],[],"","","","","",""
5923,"Metadata/Items/Gems/SupportGemFocusedBallista",19,1,1,"Focused Ballista Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7783,-1039929651,[],"","","",[],[],"","","","","",""
5924,"Metadata/Items/Gems/SupportGemBehead",19,1,1,"Behead Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],31,1,7782,-823449028,[],"","","",[],[],"","","","","",""
5925,"Metadata/Items/Gems/SkillGemBloodOffering",18,1,1,"Blood Offering","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7777,-2083435743,[8659],"","","",[],[],"","","","","",""
5926,"Metadata/Items/Gems/SkillGemBoneshatter",18,1,1,"Boneshatter","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7792,1445469227,[8659],"","","",[],[],"","","","","",""
5927,"Metadata/Items/Gems/SkillGemSummonReaper",18,1,1,"Summon Reaper","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7791,892723062,[8659],"","","",[],[],"","","","","",""
5928,"Metadata/Items/Gems/SkillGemExplosiveConcoction",18,1,1,"Explosive Concoction","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7786,-1361733298,[8659],"","","",[],[],"","","","","",""
5929,"Metadata/Items/Gems/SkillGemEyeOfWinter",18,1,1,"Eye of Winter","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,1,7790,-1233198586,[8659],"","","",[],[],"","","","","",""
5930,"Metadata/Items/Gems/SkillGemPoisonousConcoction",18,1,1,"Poisonous Concoction","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],31,1,7796,1439496930,[8659],"","","",[],[],"","","","","",""
5931,"Metadata/Items/Gems/SkillGemCallOfTheWild",18,1,1,"[DNT] Call of the Wild","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],31,0,7431,294822361,[8659],"","","",[],[],"","","","","",""
5932,"Metadata/Items/Gems/SkillGemTemporalRift",18,1,1,"Temporal Rift","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7799,-1814569503,[8659],"","","",[],[],"","","","","",""
5933,"Metadata/Items/Gems/SkillGemTornado",18,1,1,"Tornado","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7800,542936049,[8659],"","","",[],[],"","","","","",""
5934,"Metadata/Items/Gems/SkillGemEnergyBlade",18,1,1,"Energy Blade","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],31,1,7797,-1552607301,[8659],"","","",[],[],"","","","","",""
5935,"Metadata/Items/Gems/SkillGemSoulLink",18,1,1,"Soul Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7798,-1263852690,[8659],"","","",[],[],"","","","","",""
5936,"Metadata/Items/Gems/SkillGemFlameLink",18,1,1,"Flame Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7801,-1552083410,[8659],"","","",[],[],"","","","","",""
5937,"Metadata/Items/Gems/SkillGemVampiricLink",18,1,1,"Vampiric Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7802,-1976524334,[8659],"","","",[],[],"","","","","",""
5938,"Metadata/Items/Gems/SkillGemProtectiveLink",18,1,1,"Protective Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7803,-1156863891,[8659],"","","",[],[],"","","","","",""
5939,"Metadata/Items/Gems/SkillGemIntuitiveLink",18,1,1,"Intuitive Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7804,-965284910,[8659],"","","",[],[],"","","","","",""
5940,"Metadata/Items/Gems/SkillGemDestructiveLink",18,1,1,"Destructive Link","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],31,1,7805,439826866,[8659],"","","",[],[],"","","","","",""
5941,"Metadata/Items/Gems/SupportGemDivineBlessing",19,1,1,"Divine Blessing Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],31,1,7806,-484146290,[],"","","",[],[],"","","","","",""
5942,"Metadata/Items/Gems/SupportGemMarkOnHit",19,1,1,"Mark On Hit Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],31,1,7807,-575917435,[],"","","",[],[],"","","","","",""
5943,"Metadata/Items/Gems/SupportGemEternalBlessing",19,1,1,"Eternal Blessing Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[],31,1,7808,1371874082,[],"","","",[],[],"","","","","",""
5944,"Metadata/Items/Gems/SkillGemChargedAttackRoyale",18,1,1,"Blade Flurry","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7373,-215572417,[],"","","",[],[],"","","","","",""
5945,"Metadata/Items/Gems/SkillGemCycloneRoyale",18,1,1,"Cyclone","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7933,-754954400,[],"","","",[],[],"","","","","",""
5946,"Metadata/Items/Gems/SkillGemDualStrikeRoyale",18,1,1,"Dual Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7385,-824830244,[],"","","",[],[],"","","","","",""
5947,"Metadata/Items/Gems/SkillGemLacerateRoyale",18,1,1,"Lacerate","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7382,2064733372,[],"","","",[],[],"","","","","",""
5948,"Metadata/Items/Gems/SkillGemBladestormRoyale",18,1,1,"Bladestorm","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7701,1714011790,[],"","","",[],[],"","","","","",""
5949,"Metadata/Items/Gems/SkillGemChainHookRoyale",18,1,1,"Chain Hook","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7705,-482788447,[],"","","",[],[],"","","","","",""
5950,"Metadata/Items/Gems/SkillGemEarthquakeRoyale",18,1,1,"Earthquake","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7647,-1104674304,[],"","","",[],[],"","","","","",""
5951,"Metadata/Items/Gems/SkillGemMeleeTotemRoyale",18,1,1,"Ancestral Protector","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7655,-726732201,[],"","","",[],[],"","","","","",""
5952,"Metadata/Items/Gems/SkillGemAncestralWarchiefRoyale",18,1,1,"Ancestral Warchief","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7657,435448566,[],"","","",[],[],"","","","","",""
5953,"Metadata/Items/Gems/SkillGemGeneralsCryRoyale",18,1,1,"General's Cry","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7745,838158612,[],"","","",[],[],"","","","","",""
5954,"Metadata/Items/Gems/SkillGemLeapSlamRoyale",18,1,1,"Leap Slam","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7372,1952155782,[],"","","",[],[],"","","","","",""
5955,"Metadata/Items/Gems/SkillGemShieldChargeRoyale",18,1,1,"Shield Charge","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7377,-1581080870,[],"","","",[],[],"","","","","",""
5956,"Metadata/Items/Gems/SkillGemChargedDashRoyale",18,1,1,"Charged Dash","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7663,-119937095,[],"","","",[],[],"","","","","",""
5957,"Metadata/Items/Gems/SkillGemGlacialHammerRoyale",18,1,1,"Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7433,-394020579,[],"","","",[],[],"","","","","",""
5958,"Metadata/Items/Gems/SkillGemIceCrashRoyale",18,1,1,"Ice Crash","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7615,1091022358,[],"","","",[],[],"","","","","",""
5959,"Metadata/Items/Gems/SkillGemMoltenStrikeRoyale",18,1,1,"Molten Strike","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7590,-1435846916,[],"","","",[],[],"","","","","",""
5960,"Metadata/Items/Gems/SkillGemSmiteRoyale",18,1,1,"Smite","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7671,-171787209,[],"","","",[],[],"","","","","",""
5961,"Metadata/Items/Gems/SkillGemThrownShieldProjectileRoyale",18,1,1,"Spectral Shield Throw","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7961,1396792253,[],"","","",[],[],"","","","","",""
5962,"Metadata/Items/Gems/SkillGemThrownWeaponRoyale",18,1,1,"Spectral Throw","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7541,133003436,[],"","","",[],[],"","","","","",""
5963,"Metadata/Items/Gems/SkillGemVenomGyreRoyale",18,1,1,"Venom Gyre","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7727,1852564531,[],"","","",[],[],"","","","","",""
5964,"Metadata/Items/Gems/SkillGemWhirlingBladesRoyale",18,1,1,"Whirling Blades","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7386,-1824641348,[],"","","",[],[],"","","","","",""
5965,"Metadata/Items/Gems/SkillGemPunctureRoyale",18,1,1,"Puncture","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7471,101196119,[],"","","",[],[],"","","","","",""
5966,"Metadata/Items/Gems/SkillGemRainOfArrowsRoyale",18,1,1,"Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7456,906348893,[],"","","",[],[],"","","","","",""
5967,"Metadata/Items/Gems/SkillGemScourgeArrowRoyale",18,1,1,"Scourge Arrow","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7673,1117225942,[],"","","",[],[],"","","","","",""
5968,"Metadata/Items/Gems/SkillGemToxicRainRoyale",18,1,1,"Toxic Rain","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7672,941634761,[],"","","",[],[],"","","","","",""
5969,"Metadata/Items/Gems/SkillGemBlinkArrowRoyale",18,1,1,"Blink Arrow","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7611,-1159842549,[],"","","",[],[],"","","","","",""
5970,"Metadata/Items/Gems/SkillGemEnsnaringArrowRoyale",18,1,1,"Ensnaring Arrow","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],31,0,7734,-328876468,[],"","","",[],[],"","","","","",""
5971,"Metadata/Items/Gems/SkillGemBlastRainRoyale",18,1,1,"Blast Rain","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7633,-920919295,[],"","","",[],[],"","","","","",""
5972,"Metadata/Items/Gems/SkillGemElementalHitRoyale",18,1,1,"Elemental Hit","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],31,0,7383,1251719619,[],"","","",[],[],"","","","","",""
