"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]"
1085,"cold_snap_degen","You are taking cold damage over time from a Cold Snap","","","Cold Snap",[4937],1,3,"","","","",22,887,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","",[],"",[],[],[4937],[7972],"","","","","","",[]
1086,"vaal_cold_snap_degen","You are taking cold damage over time from a Vaal Cold Snap","","","Vaal Cold Snap",[4937],"",3,"","","","",22,887,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","",[],"",[],[],[4937],[7972],"","","","","","",[]
1087,"disable_vaal_souls","",1,"","",[3131],"",3,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[3131],[],"","","","","","",[]
1088,"ice_siphon_trap_debuff","You are taking Cold Damage over Time from a Siphoning Trap","","","Siphoning Trap","[4937,4937,1979,3892]",1,3,"","","","",22,854,1,"",2,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","",[],"",[],[],"[4937,4937,1979,3892]",[],"","","","","","",[]
1089,"ice_siphon_trap_regen_buff","You are regenerating Life and Mana from a Siphoning Trap","","","Siphoning Trap","[4937,4937,125,477,131,1410]",1,1,"","","","",22,855,1,"",1,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","",[],"",[],[],"[4937,4937,125,477,131,1410]",[],"","","","","","",[]
1090,"soul_regeneration","","","","",[],"",1,1,"","","",22,848,1,1,16,"",1,1,"",4,1,"SoulRegeneration","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1091,"charged_dash_damage","Your Charged Dash has more Damage when released.","","","Charged Dash",[7761],"",1,1,"","","",22,849,1,1,1,"",1,1,"",15,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[7761],[],"","","","","","",[]
1092,"ignore_enemy_fire_resistance","Hits ignore your Fire Resistance","","","Impurity of Fire",[7766],"",3,"","","","",22,864,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7766],[],"","","","","","",[]
1093,"ignore_enemy_cold_resistance","Hits ignore your Cold Resistance","","","Impurity of Ice",[7767],"",3,"","","","",22,865,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7767],[],"","","","","","",[]
1094,"ignore_enemy_lightning_resistance","Hits ignore your Lightning Resistance","","","Impurity of Lightning",[7768],"",3,"","","","",22,866,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7768],[],"","","","","","",[]
1095,"physical_projectile_retaliation_large","","","","Physical Projectile Retaliation",[],1,2,"","","","",22,850,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1096,"infernal_blow_new_debuff","You will explode if killed, dealing fire damage based on your maximum life. If this debuff has charges, it will deal attack damage in an area around you when it expires or has 6 charges.","","","Infernal Blow",[1999],1,4,"","","","",22,871,1,"",2,"",1,1,"",6,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1999],[],"","","","","","",[]
1097,"infernal_blow_debuff_visual2","",1,"","",[],1,3,"","","","",22,872,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1098,"infernal_blow_debuff_visual3","",1,"","",[],1,3,"","","","",22,873,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1099,"life_regen_aura_from_corpse_consumption","",1,"","",[451],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1100,"vaal_lightning_strike_debuff","",1,"","",[1896],"",9,"","","","",22,856,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1896],[],"","","","","","",[]
1101,"cannot_gain_souls","",1,"","",[8707],1,3,"","","","",22,0,1,"",2,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8707],[],"","","","","","",[]
1102,"cannot_gain_vaal_souls_at_life_thresholds","",1,"","",[7804],1,9,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7804],[],"","","","","","",[]
1103,"fire_resistance_from_ignite","",1,"","",[144],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[]
1104,"unique_flask_no_recovery_and_soul_gain","",1,"","","[7811,2646]","",3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[7811,2646]",[],"","","","","","",[]
1105,"number_of_enemies_killed_recently","",1,"","",[],"",3,"","","",1,22,0,1,"",16,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1106,"have_used_a_vaal_skill_recently","",1,"","",[7846],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[7846],[],"","","","","","",[]
1107,"ground_vaal_cold_snap","WIP","","","WIP","[1979,7972]",1,3,"","","","",22,600,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1979,7972]",[],"","","","","","",[]
1108,"architect_healing_totem_buff","",1,"","",[451],"",1,"","","","",22,863,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1109,"number_of_frostbolts_destroyed_recently","",1,"","",[],1,1,"","","","",22,0,1,"",16,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1110,"elemental_hit_last_damage_type","",1,"","",[],"",2,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1111,"wild_strike_last_damage_type","",1,"","",[],"",2,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1112,"prismatic_rain_last_damage_type","",1,"","",[],"",2,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1113,"architect_ground_blood","You are taking Physical Damage over time","","","Boiling Blood",[354],1,3,"","","","",22,867,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
1114,"vaal_righteous_fire_duration_aura","You are taking burning damage from being near an enemy using Vaal Righteous Fire","","","Vaal Righteous Fire","[1977,4937]","",3,"","","","",22,19,"","",2,"",1,1,"",0,"","VaalRighteousFireDurationBuff",1,"","","","",4,1,"",0,[],"","",[],"",[],[],"[1977,4937]",[],"","","","","","",[]
1115,"vaal_novasoul_immune","",1,"","","[398,140]","",3,"","","","",22,869,1,"",1,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[15892],"[398,140]",[],"","","","","","",[]
1116,"burning_damage_per_shocked_enemy","",1,"","",[],"",3,"","","",1,22,0,1,"",16,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1117,"incursion_demon_sacrifice_buff","",1,"","",[],1,3,"","","","",22,870,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1118,"arc_enhanced_behaviour","Your Arc Damage is Lucky","","","Lucky Arc",[7978],1,2,"","","","",22,885,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7978],[],"","","","","","",[]
1119,"incursion_construct_enrage","",1,"","",[],1,3,"","","","",22,874,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1120,"cold_snap_expanding_chilled_ground","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8413],1,3,"","","","",1,1609,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","",[],"",[],[],[8413],"[3239,14562]","","",1,1,"","",[]
1121,"vaal_earthquake_display_buff","With each step, the earth trembles","","","Vaal Earthquake",[],1,3,1,"","","",22,875,1,"",16,"",1,"","",0,"","VaalEarthquakeDisplayBuff","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1122,"vaal_earthquake_stationary","",1,"","",[],1,3,"","","","",22,876,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1123,"master_buff_alva","You have increased Quantity and Rarity of Items found","",1,"Alva's Gift","[151,153]",1,3,"","","","",22,792,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[151,153]",[],"","","","","","",[]
1124,"unique_flask_soul_catcher","",1,"","Soul Catcher","[2928,6156,8006,2944]",1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2928,6156,8006,2944]",[],"","","","","","",[]
1125,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8024,8007,8010]",1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8024,8007,8010]",[],"","","","","","",[]
1126,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8014,25,14133]",1,2,"","","",1,22,15,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8014,25,14133]",[],"","","","","","",[]
1127,"cannot_recover_life","",1,"","",[1892],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1892],[],"","","","","","",[]
1128,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8021],1,2,1,"","","",22,888,1,"",2,"",1,1,"",100,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8021],[],"","","","","","",[]
1129,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[56,42]",[],"","","","","","",[]
1130,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Omnitect's Paralysis","[6873,3630]",1,1,"","","","",22,889,1,"",2,"",1,1,"",4,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[6873,3630]",[],"","","","","","",[]
1131,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4937,4937]","",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","","",4,"","",0,[],"","",[],"",[],[],"[4937,4937]",[],"","","","","","",[]
1132,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8050],"",3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","",[],"",[],[],[8050],[],"","","","","","",[]
1133,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8339,8340,8751]","",4,1,8320,8319,"",22,894,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","","",2,"","",0,[],"","",[],"",[],[],"[8339,8340,8751]",[],"","","","","","",[]
1134,"essence_stats","",1,"","",[],1,1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1135,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",22,0,"","",1,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","",1,"","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1136,"delve_monster_light_weakness_buff","",1,"","",[8076],"",1,"","","","",22,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8076],[],"","","","","","",[]
1137,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[659,57,58,1905,1035,24,1905,451]",1,3,"","","","",22,899,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[659,57,58,1905,1035,24,1905,451]",[],"","","","","","",[]
1138,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",22,911,1,"",6,"",1,1,"",3,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1139,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity",[12044],1,3,"","","",1,22,920,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[8408],[12044],[],"","","","","","",[]
1140,"herald_of_purity_summoning_effects","",1,"","","[8153,8154]",1,3,"","","",1,22,0,1,"",16,"","","","",0,"","","",1,"","","",4,"","",0,[],"","",[],"",[],[],"[8153,8154]",[],"","","","","","",[]
1141,"unique_nearby_allies_are_lucky","You are Lucky when Damaging Enemies.","","","Perquil's Toe",[],1,3,"","","","",22,910,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[8129],[],[8129],[],"","","","","","",[]
1142,"delve_antilight","",1,"","Darkness",[8127],"",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","DelveAntiLightAura","","","","","",4,"","",0,[],"","",[],"",[],[],[8127],[],"","","","","","",[]
1143,"herald_of_agony","You have additional chance to Poison and deal More Poison Damage.","",1,"Herald Of Agony","[3370,8133,8134]",1,3,"","","","",22,913,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[8407],"[3370,8133,8134]",[],"","","","","","",[]
1144,"herald_of_agony_stack","Your Agony Crawler minion gains bonuses based on your Virulence. Virulence is lost over time.","","","Virulence","[8135,8136,8137,8138]",1,3,1,"","","",22,919,1,1,6,"",1,1,"",0,"","HeraldOfAgonyStack","","","","","",4,"","",0,[],"","",[],"",[],[],"[8135,8136,8137,8138]",[],"","","","","","",[]
1145,"rain_of_spores_vines_aura","You're slowed and are taking Chaos Damage over time.","","","Toxic Rain Spore Pod","[8155,453]",1,1,1,"","","",22,766,"","",2,"",1,1,"",0,"","RainOfSporesAura",1,"","","","",2,"","",0,[],"","",[],"",[],[],"[8155,453]",[],"","","","","","",[]
1146,"virulent_arrow_counter","You're charging an arrow with verdant energy.","","","Scourge Arrow",[8301],1,4,1,"","",1,22,926,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8301],[],"","","","","","",[]
1147,"holy_relic_life_regen","You're regenerating life.","","","Holy Relic's Boon",[125],1,3,"","","","",22,912,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[125],[],"","","","","","",[]
1148,"unique_added_fire_damage_from_red_sockets","",1,"","","[43,44]",1,3,"","","","",22,933,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44]",[],"","","","","","",[]
1149,"unique_added_cold_damage_from_green_sockets","",1,"","","[50,51]",1,3,"","","","",22,933,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[50,51]",[],"","","","","","",[]
1150,"unique_added_lightning_damage_from_blue_sockets","",1,"","","[57,58]",1,3,"","","","",22,933,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[57,58]",[],"","","","","","",[]
1151,"unique_added_chaos_damage_from_white_sockets","",1,"","","[64,65]",1,3,"","","","",22,933,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[64,65]",[],"","","","","","",[]
1152,"machinarium_fire_beam_damage","You are taking fire damage over time.","","","Doryani's Conflagration",[1977],1,3,"","","",1,22,663,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1977],[],"","","","","","",[]
1153,"machinarium_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Doryani's Conflagration",[],1,1,"","","",1,22,662,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1154,"reduced_enemy_fire_resistance_from_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[]
1155,"reduced_enemy_cold_resistance_from_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[]
1156,"reduced_enemy_lightning_resistance_from_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[]
1157,"reduced_enemy_chaos_resistance_from_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[]
1158,"increased_enemy_physical_damage_taken_from_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1159,"reduced_enemy_fire_resistance_from_hellscape_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[]
1160,"reduced_enemy_cold_resistance_from_hellscape_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[]
1161,"reduced_enemy_lightning_resistance_from_hellscape_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[]
1162,"reduced_enemy_chaos_resistance_from_hellscape_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[]
1163,"increased_enemy_physical_damage_taken_from_hellscape_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",22,931,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1164,"unique_nearby_enemies_reduced_stun_recovery","You recover slower from being stunned.","","","Aul's Uprising",[221],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[221],[],"","","","","","",[]
1165,"unique_nearby_enemies_increased_flask_charges","You provide extra flask charges when killed.","","","Aul's Uprising",[459],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[459],[],"","","","","","",[]
1166,"unique_nearby_enemies_new_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9051],1,3,"","","","",9,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[9051],[],"","","","","","",[]
1167,"unique_nearby_enemies_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9055],1,3,"","","","",9,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[9055],[],"","","","","","",[]
1168,"unique_reduced_enemy_all_resistance","You have reduced Resistances.","","","Crown of the Tyrant",[7645],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7645],[],"","","","","","",[]
1169,"have_your_skills_crit_recently","",1,"","",[8284],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8284],[],"","","","","","",[]
1170,"rain_of_spores_vines_aura_cap","",1,"","",[8302],1,3,"","","",1,22,0,"","",2,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8302],[],"","","","","","",[]
1171,"number_of_nearby_allies","",1,"","",[],1,3,"","","",1,22,0,"","",16,"",1,1,"",0,"","TrackNearbyTargets","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1172,"azurite_debuff","You are taking Cold Damage over time and have reduced Movement Speed.","","","Coated in Azurite","[1979,177]",1,4,1,8324,8323,1,22,930,1,"",2,"",1,1,"",0,"","AzuriteDebuff","","","","","",2,"","",0,[],"","",[],"",[],[],"[1979,177]",[],"","","","","","",[]
1173,"delve_beast_buff","",1,"","","[10,11,477,177,24]",1,1,"","","","",22,607,"","",1,"",1,1,"",75,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[10,11,477,177,24]",[],"","","","","","",[]
1174,"gain_spirit_charges","",1,"","",[4937],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","GainSpiritCharges","","","","","",4,"","",0,[],"","",[],"",[],[],[4937],[],"","","","","","",[]
1175,"delve_blackhole_aura","",1,"","Darkness",[8127],"",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8127],[],"","","","","","",[]
1176,"life_regen_aura_from_ascendancy","",1,"","",[451],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1177,"delve_monster_no_darkness_immune","",1,"","",[8326],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8326],[],"","","","","","",[]
1178,"boss_life_multiplier","",1,"","",[8396],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8396],[],"","","","","","",[]
1179,"lich_boss_obelisk_no_damage","",1,"","",[2975],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2975],[],"","","","","","",[]
1180,"einhar_life_aura","Einhar is granting you life regeneration, life leech and life on kill.","","","Boon of the First Ones","[451,105,3313]",1,3,"","","","",22,937,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,105,3313]",[],"","","","","","",[]
1181,"bonechill","",1,"","","[8721,8411]",1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8721,8411]",[],"","","","","","",[]
1182,"frost_fury_stage","Your Winter Orb has built up stages, letting you pelt nearby enemies with projectiles faster.","","","Winter Orb",[8416],1,3,1,"",8417,1,22,942,1,"",6,"",1,1,"",0,"","FrostFuryStage","","","","","",4,"","",0,[],"","",[],"",[],[],[8416],[],"","","","","","",[]
1183,"impaled_debuff","You're impaled by a hit, and will take a portion of that reflected hit damage when you are hit again","","","Impaled",[8420],"",1,1,"","",1,22,935,1,1,2,"",1,1,"",0,"","ImpaledDebuff","","","","","",3,"","",0,[],"","",[],"",[],[8692],[8420],[],"","","","","","",[]
1184,"conduit_sigil","You are Branded, firing beams which deal damage to you and those around you","","","Storm Brand",[477],1,1,1,"","",1,22,950,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1185,"zana_player_bubble","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,398]",1,3,"","","",1,22,936,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,398]",[],"","","","","","",[]
1186,"focus","You are focused. Item modifiers may provide bonuses based on this.","","","Focused",[8464],1,2,"","","",1,22,938,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8464],[14573],"","","","","","",[]
1187,"bloodstained_banner_buff_aura","You have increased accuracy.","","","War Banner","[84,2607,1035,24,1905,451]",1,3,"","","","",22,943,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,2607,1035,24,1905,451]",[],"","","","","","",[]
1188,"bloodstained_banner_debuff_aura","Physical damage you take is increased.","","","War Banner",[545],1,3,"","","","",22,944,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1189,"bloodstained_banner_stage","Your Banner is gaining stages while you carry it.","","","War Banner Stage",[],1,4,1,"",11800,1,22,949,1,"",16,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1190,"puresteel_banner_stage_cooldown","",1,"","",[],1,1,"","","",1,22,0,1,"",16,"","","","",5,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1191,"banner_add_stage_on_kill","",1,"","",[8472],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","",[],"",[],[],[8472],[],"","","","","","",[]
1192,"puresteel_banner_buff_aura","Your attacks have a chance to impale enemies.","","","Dread Banner","[8422,8444,2607,1035,24,1905,451]",1,3,"","","","",22,945,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","",[],"",[],[],"[8422,8444,2607,1035,24,1905,451]",[],"","","","","","",[]
1193,"puresteel_banner_debuff_aura","You are less accurate.","","","Dread Banner","[8484,12969]",1,3,"","","","",22,946,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8484,12969]",[],"","","","","","",[]
1194,"puresteel_banner_stage","Your Banner is gaining stages while you carry it.","","","Dread Banner Stage",[],1,4,1,"",11801,1,22,949,1,"",16,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1195,"banner_add_stage_on_impale","",1,"","",[8473],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","",[],"",[],[],[8473],[],"","","","","","",[]
1196,"arctic_breath_cold_damage_over_time","You are taking cold damage over time from Creeping Frost's chilling area","","","Creeping Frost","[1979,10888]",1,3,"","","","",22,968,"","",2,"",1,1,"",0,"","ArcticBreathDebuff","","","","","",4,"","",0,[],"","",[],"",[],[],"[1979,10888]",[],"","","","","","",[]
1197,"shapers_presence","Effects on you and nearby allies expire slower.","",1,"Shaper's Presence",[8617],"",3,"","","","",22,954,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8617],[],"","","","","","",[]
1198,"have_used_a_shield_skill_recently","",1,"","",[8493],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8493],[],"","","","","","",[]
1199,"trigger_skills_granted_by_item","",1,"","",[4937],"",1,"","","","",22,0,1,"",1,"",1,1,"",0,"","TriggerSkillsGrantedByItem","","","","","",4,"","",0,[],"","",[],"",[],[],[4937],[],"","","","","","",[]
