"rownum","Mod","TiersWhitelist","TransformAchievement","CorrectGroups"
900,25554,[1],"",[]
901,25555,[2],"",[]
902,25556,[3],"",[]
903,25557,[4],"",[]
904,25558,[1],"",[]
905,25559,[2],"",[]
906,25560,[3],"",[]
907,25561,[4],"",[]
908,25562,[1],"",[]
909,25563,[2],"",[]
910,25564,[3],"",[]
911,25565,[4],"",[]
912,25571,[1],"",[]
913,25572,[1],"",[]
914,25573,[1],"",[]
915,25574,[1],"",[]
916,25575,[1],"",[]
917,25576,[1],"",[]
918,25577,[1],"",[]
919,25578,[1],"",[]
920,25579,[1],"",[]
921,25580,[1],"",[]
922,25581,[1],"",[]
923,25582,[1],"",[]
924,25583,[1],"",[]
925,25584,[1],"",[]
926,25585,[1],"",[]
927,25586,[1],"",[]
928,25587,[1],"",[]
929,25588,[1],"",[]
930,25589,[1],"",[]
931,25590,[1],"",[]
932,25591,[1],"",[]
933,25592,[1],"",[]
934,25593,[1],"",[]
935,25594,[1],"",[]
936,25595,[1],"",[]
937,25596,[1],"",[]
938,25597,[1],"",[]
939,25598,[0],"",[]
940,25599,[1],"",[]
941,25600,[2],"",[]
942,25601,[3],"",[]
943,25602,[0],"",[]
944,25603,[1],"",[]
945,25604,[2],"",[]
946,25605,[3],"",[]
947,25606,[0],"",[]
948,25607,[1],"",[]
949,25608,[2],"",[]
950,25609,[3],"",[]
951,25610,"[2,3]","",[]
952,25611,"[2,3]","",[]
953,25612,"[2,3]","",[]
954,25613,[0],8328,[]
955,25614,[1],8328,[]
956,25615,[2],8328,[]
957,25616,[3],8328,[]
958,25617,[0],8328,[]
959,25618,[1],8328,[]
960,25619,[2],8328,[]
961,25620,[3],8328,[]
962,25621,[0],8328,[]
963,25622,[1],8328,[]
964,25623,[2],8328,[]
965,25624,[3],8328,[]
966,25625,[0],8328,[]
967,25626,[1],8328,[]
968,25627,[2],8328,[]
969,25628,[3],8328,[]
970,25629,[0],8328,[]
971,25630,[1],8328,[]
972,25631,[2],8328,[]
973,25632,[3],8328,[]
974,25633,[0],"",[]
975,25634,[1],"",[]
976,25635,[2],"",[]
977,25636,[3],"",[]
978,25637,[0],"",[]
979,25638,[1],"",[]
980,25639,[2],"",[]
981,25640,[3],"",[]
982,25641,[0],8327,[]
983,25642,[1],8327,[]
984,25643,[2],8327,[]
985,25644,[3],8327,[]
986,25645,[3],"",[]
987,25646,[2],"",[]
988,25647,[3],"",[]
989,25648,[3],8331,[]
990,25649,[3],"",[]
991,25650,[3],"",[]
992,25651,[3],"",[]
993,25652,[0],8327,[]
994,25653,[1],8327,[]
995,25654,[2],8327,[]
996,25655,[3],8327,[]
997,25656,[3],8328,[]
998,25657,[3],8328,[]
999,25658,[2],8328,[]
1000,25659,[3],8328,[]
1001,25660,[2],8328,[]
1002,25661,[3],8328,[]
1003,25662,[2],"",[]
1004,25663,[3],"",[]
1005,25664,[2],"",[]
1006,25665,[3],"",[]
1007,25666,[2],"",[]
1008,25667,[3],"",[]
1009,25668,[2],"",[]
1010,25669,[3],"",[]
1011,25670,[2],"",[]
1012,25671,[3],"",[]
1013,25672,[2],"",[]
1014,25673,[3],"",[]
1015,25674,[2],"",[]
1016,25675,[3],"",[]
1017,25676,[2],"",[]
1018,25677,[3],"",[]
1019,25678,[0],"",[]
1020,25679,[1],"",[]
1021,25680,[1],"",[]
1022,25681,[2],"",[]
1023,25682,[2],"",[]
1024,25683,[3],"",[]
1025,25684,[0],"",[]
1026,25685,[1],"",[]
1027,25686,[1],"",[]
1028,25687,[2],"",[]
1029,25688,[2],"",[]
1030,25689,[3],"",[]
1031,25690,[0],"",[]
1032,25691,[1],"",[]
1033,25692,[1],"",[]
1034,25693,[2],"",[]
1035,25694,[2],"",[]
1036,25695,[3],"",[]
1037,25696,[0],"",[]
1038,25697,[1],"",[]
1039,25698,[1],"",[]
1040,25699,[2],"",[]
1041,25700,[2],"",[]
1042,25701,[3],"",[]
1043,25702,[0],"",[]
1044,25703,[1],"",[]
1045,25704,[1],"",[]
1046,25705,[2],"",[]
1047,25706,[2],"",[]
1048,25707,[3],"",[]
1049,25708,[0],"",[]
1050,25709,[1],"",[]
1051,25710,[1],"",[]
1052,25711,[2],"",[]
1053,25712,[2],"",[]
1054,25713,[3],"",[]
1055,25714,[0],"",[]
1056,25715,[1],"",[]
1057,25716,[1],"",[]
1058,25717,[2],"",[]
1059,25718,[2],"",[]
1060,25719,[3],"",[]
1061,25720,[0],"",[]
1062,25721,[1],"",[]
1063,25722,[1],"",[]
1064,25723,[2],"",[]
1065,25724,[2],"",[]
1066,25725,[3],"",[]
1067,25726,[0],"",[]
1068,25727,[1],"",[]
1069,25728,[1],"",[]
1070,25729,[2],"",[]
1071,25730,[2],"",[]
1072,25731,[3],"",[]
1073,25732,[0],"",[]
1074,25733,[1],"",[]
1075,25734,[1],"",[]
1076,25735,[2],"",[]
1077,25736,[2],"",[]
1078,25737,[3],"",[]
1079,25738,[0],"",[]
1080,25739,[1],"",[]
1081,25740,[1],"",[]
1082,25741,[2],"",[]
1083,25742,[2],"",[]
1084,25743,[3],"",[]
1085,25744,[0],"",[]
1086,25745,[1],"",[]
1087,25746,[1],"",[]
1088,25747,[2],"",[]
1089,25748,[2],"",[]
1090,25749,[3],"",[]
1091,25750,[0],"",[]
1092,25751,[1],"",[]
1093,25752,[1],"",[]
1094,25753,[2],"",[]
1095,25754,[2],"",[]
1096,25755,[3],"",[]
1097,25756,[0],"",[]
1098,25757,[1],"",[]
1099,25758,[1],"",[]
1100,25759,[2],"",[]
1101,25760,[2],"",[]
1102,25761,[3],"",[]
1103,25762,[0],"",[]
1104,25763,[1],"",[]
1105,25764,[2],"",[]
1106,25765,[3],"",[]
1107,25766,[0],"",[]
1108,25767,[1],"",[]
1109,25768,[2],"",[]
1110,25769,[3],"",[]
1111,25770,[2],"",[]
1112,25771,[3],"",[]
1113,25772,[2],"",[]
1114,25773,[3],"",[]
1115,25774,[2],"",[]
1116,25775,[3],"",[]
1117,25776,[2],"",[]
1118,25777,[3],"",[]
1119,25778,[2],"",[]
1120,25779,[3],"",[]
1121,25780,[0],8421,[]
1122,25781,[1],8421,[]
1123,25782,[2],8421,[]
1124,25783,[3],8421,[]
1125,25784,[0],8421,[]
1126,25785,[1],8421,[]
1127,25786,[2],8421,[]
1128,25787,[3],8421,[]
1129,25788,[2],8421,[]
1130,25789,[3],8421,[]
1131,25790,[3],"",[]
1132,25791,[3],"",[]
1133,25792,[3],"",[]
1134,25793,[2],"",[]
1135,25794,[3],"",[]
1136,25795,[3],8329,[]
1137,25796,[3],8329,[]
1138,25797,[3],8329,[]
1139,25798,"[2,3]","",[]
1140,25799,"[2,3]","",[]
1141,25800,[0],"",[]
1142,25801,[1],"",[]
1143,25802,[2],"",[]
1144,25803,[3],"",[]
1145,25804,[0],"",[]
1146,25805,[1],"",[]
1147,25806,[2],"",[]
1148,25807,[3],"",[]
1149,25808,[2],"",[]
1150,25809,[3],"",[]
1151,25810,[0],8421,[]
1152,25811,[1],8421,[]
1153,25812,[2],8421,[]
1154,25813,[3],8421,[]
1155,25814,[3],"",[]
1156,25815,[0],"",[]
1157,25816,[1],"",[]
1158,25817,[2],"",[]
1159,25818,[2],"",[]
1160,25819,[3],"",[]
1161,25820,[3],"",[]
1162,25821,[0],"",[]
1163,25822,[1],"",[]
1164,25823,[1],"",[]
1165,25824,[1],"",[]
1166,25825,[1],"",[]
1167,25826,[2],"",[]
1168,25827,[2],"",[]
1169,25828,[3],"",[]
1170,25829,[3],"",[]
1171,25830,[3],"",[]
1172,25831,[3],"",[]
1173,25832,[2],"",[]
1174,25833,[3],"",[]
1175,25834,[2],"",[]
1176,25835,[3],"",[]
1177,25836,[2],"",[]
1178,25837,[3],"",[]
1179,25838,[2],"",[]
1180,25839,[3],"",[]
1181,25840,[3],"",[]
1182,25841,[3],"",[]
1183,25842,[3],"",[]
1184,25843,[3],"",[]
1185,25844,[3],"",[]
1186,25845,[3],"",[]
1187,25846,[3],"",[]
1188,25847,[3],"",[]
1189,25848,[3],"",[]
1190,25849,[3],"",[]
1191,25850,[3],"",[]
1192,25851,[3],"",[]
1193,25852,[3],"",[]
1194,25853,[3],"",[]
1195,25854,[2],"",[]
1196,25855,[3],"",[]
1197,25856,[2],"",[]
1198,25857,[3],"",[]
1199,25858,[2],"",[]
1200,25859,[3],"",[]
1201,25860,[2],"",[]
1202,25861,[3],"",[]
1203,25862,[2],"",[]
1204,25863,[3],"",[]
1205,25864,[2],"",[]
1206,25865,[3],"",[]
1207,25866,[2],"",[]
1208,25867,[3],"",[]
1209,25868,[2],"",[]
1210,25869,[3],"",[]
1211,25870,"[2,3]","",[]
1212,25871,"[2,3]","",[]
1213,25872,"[2,3]","",[]
1214,25873,"[2,3]","",[]
1215,25874,[2],"",[]
1216,25875,[3],"",[]
1217,25876,[2],"",[]
1218,25877,[3],"",[]
1219,25878,[2],"",[]
1220,25879,[3],"",[]
1221,25880,[2],"",[]
1222,25881,[3],"",[]
1223,25882,"[2,3]","",[]
1224,25883,[2],"",[]
1225,25884,[3],"",[]
1226,25885,[2],"",[]
1227,25886,[3],"",[]
1228,25887,[2],"",[]
1229,25888,[3],"",[]
1230,25889,[2],"",[]
1231,25890,[3],"",[]
1232,25891,[2],"",[]
1233,25892,[3],"",[]
1234,25893,[2],"",[]
1235,25894,[3],"",[]
1236,25895,[2],"",[]
1237,25896,[3],"",[]
1238,25897,[2],"",[]
1239,25898,[3],"",[]
1240,25899,"[2,3]","",[]
1241,25900,"[2,3]","",[]
1242,25901,"[2,3]","",[]
1243,25902,"[2,3]","",[]
1244,25903,[2],"",[]
1245,25904,[3],"",[]
1246,25905,[3],"",[]
1247,25906,[3],"",[]
1248,25907,[3],"",[]
1249,25908,[3],"",[]
1250,25909,[3],"",[]
1251,25910,[2],"",[]
1252,25911,[3],"",[]
1253,25912,[2],"",[]
1254,25913,[3],"",[]
1255,25914,[3],"",[]
1256,25915,[3],"",[]
1257,25916,[3],"",[]
1258,25917,[3],"",[]
1259,25918,"[0,1,2,3]",8332,[]
1260,25919,"[0,1,2,3]",8332,[]
1261,25920,"[0,1,2,3]",8332,[]
1262,25921,"[0,1,2,3]",8332,[]
1263,25922,"[0,1,2,3]",8332,[]
1264,25923,[3],"",[]
1265,25924,"[2,3]","",[]
1266,25925,[2],"",[]
1267,25926,[3],"",[]
1268,25932,[1],"",[]
1269,25933,[1],"",[]
1270,25934,[1],"",[]
1271,25935,[1],"",[]
1272,25936,[1],"",[]
1273,25937,[1],"",[]
1274,25938,[1],"",[]
1275,25939,[1],"",[]
1276,25940,[1],"",[]
1277,25941,[1],"",[]
1278,25942,[1],"",[]
1279,25943,[1],"",[]
1280,25944,[1],"",[]
1281,25945,[1],"",[]
1282,25566,"[1,2,3,4]","",[]
1283,25567,"[2,3,4]","",[]
1284,25568,"[1,2,3,4]","",[]
1285,25569,"[1,2,3,4]","",[]
1286,25570,"[3,4]","",[]
1287,25927,"[0,1,2,3]","",[]
1288,25928,"[2,3]","",[]
1289,25929,"[0,1,2,3]","",[]
1290,25930,"[0,1,2,3]","",[]
1291,25931,[3],"",[]
