"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","rid","QuestKey","i32","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32"
1288,286,0,"The Beast",[],[1612],[1561],"",1561,5,"",72,[1754],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1289,286,1,"_take_ingredients_","[1559,1560]",[],"[1557,1558]","",1557,5,"",72,[1752],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1290,286,2,"_take_ingredient1_","[1559,1558]",[],[1557],"",1557,5,"",72,[1752],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1291,286,3,"_take_ingredient2_","[1560,1557]",[],[1558],"",1558,5,"",72,[1752],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1292,286,4,"_take_ingredient1_",[1559],[1557],[1557],"",1557,5,"",72,[1751],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1293,286,5,"_take_ingredient2_",[1560],[1558],[1558],"",1558,5,"",72,[1751],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1294,286,6,"The Beast","[1557,1558]",[],[1612],"ForEachOfType( Metadata/QuestObjects/Act9/BeastMembraneTransition, { DirtyTransition(); } ); ForEachOfType( Metadata/QuestObjects/Act9/BeastMembraneAnimated, { DirtyTransition(); } ); triggerer.FinishNPCChat();",1612,5,"",72,[1755],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1295,286,7,"The Dark Ember",[],[],[1614],"",2626,3,"",1614,[1757],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1296,286,8,"The Black Core","[1557,1558]",[],[1613],"",2626,3,"",1613,[1756],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1297,286,9,"Cataclysm","[1557,1558]",[],[1615],"",2626,3,"",1615,[1758],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1298,287,0,"Garukhan",[1567],[],[1617],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1617,5,"",1617,[1759],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1299,287,1,"Open Pantheon",[],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1300,287,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1409,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8530,"","","","","",45,[],45
1301,288,0,"Shakari",[1630],[],[1640],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1640,5,"",1640,[1761],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1302,288,1,"Open Pantheon",[],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1303,288,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8527,"","","","","",45,[],45
1304,289,0,"United Trio","[1551,1552,1553]",[59],[],"triggerer.SetSessionQuestFlag(BanditAfterFightTalk); triggerer.SetQuestFlag(a9q1minusBlackHeartOpen); ModifyState(dark_ember, 1); triggerer.FinishNPCChat();",59,5,"",72,[1765],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1305,289,1,"United Trio","[1551,1552,1553,59]",[56],[],"triggerer.FinishNPCChat();",72,5,"",72,[1765],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1306,289,2,"The Dark Ember",[],[1555],[],"triggerer.SetSessionQuestFlag(a9q1minusPortalsOpen); ModifyState(open_portals, 1); triggerer.FinishNPCChat();",1555,5,"",72,[1763],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1307,289,3,"Heart Portals",[1555],[1554],[],"triggerer.SetSessionQuestFlag(a9q1minusPortalsClue); triggerer.FinishNPCChat();",1554,5,"",1554,[1764],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1308,289,4,"Heart Portals","[1555,1554]",[59],[],"triggerer.FinishNPCChat();",72,5,"",72,[1764],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1309,291,0,"Rescue",[],[],[1644],"",1644,3,"",1644,[1768],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1310,291,1,"Lilly",[],[],[1645],"",2626,3,"",1645,[1769],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1311,290,0,"Rescue",[],[],[1642],"",1642,3,"",1642,[1771],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1312,290,1,"Oriath",[1550],[],[1643],"",1643,3,"",1643,[1772],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1313,290,2,"Sail to Oriath",[1550],[],[],"triggerer.AreaTransitionTo(2_10_town, 0, 0.5); triggerer.FinishNPCChat();",2626,5,"",72,[1773],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1314,292,0,"Greetings",[],[],[1688],"",1688,3,"",1688,[1783],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1315,292,1,"Bannon",[],[1649],[1652],"",1652,5,"",72,[1784],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1316,292,2,"Bannon",[1649],"[1646,1695]",[1695],"",1695,5,"",72,[1785],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1317,292,3,"Bannon","[1649,1695]",[1646],[1695],"",2626,5,"",72,[1785],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1318,292,4,"Bannon Reward","[1649,1695]",[1646],[1647],"",1647,6,65,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1319,292,5,"Vilenta",[],[1685],[1689],"",2626,3,"",1689,[1786],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1320,292,6,"Lilly",[],[],[1690],"",2626,3,"",1690,[1790],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1321,292,7,"Weylam",[],[],[1691],"",2626,3,"",1691,[1791],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1322,292,8,"Innocence",[1655],[1692],[1692],"",1692,3,"",1692,[1792],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1323,292,9,"Innocence","[1655,1692]",[],[1692],"",2626,3,"",1692,[1792],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1324,292,10,"Innocence Reward","[1655,1692]",[1653],[1654],"",1654,6,66,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1325,292,11,"Sin",[],[],[1693],"",2626,3,"",1693,[1793],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1326,292,12,"Kitava",[],[],[1694],"",2626,3,"",1694,[1794],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1327,292,13,"Kitava's Cultists",[],[],[1707],"",2626,3,"",1707,[1789],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1328,292,14,"Vilenta",[1649],[1683],[1685],"",1685,5,"",72,[1787],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1329,292,15,"Vilenta",[1683],"[1676,1675]",[1696],"",1696,5,"",72,[1788],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1330,292,16,"Vilenta Reward","[1683,1696]","[1676,1675]",[1682],"",1682,6,70,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1331,292,17,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1332,292,18,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1333,292,19,"Kitava",[60],"[1662,1661]",[1770],"",1770,5,"",72,[1837],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1334,292,20,"Kitava Reward","[60,1770]","[1662,1661]",[1663],"",1663,6,67,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1335,295,0,"Welcome",[],[],[1697],"",1697,3,"",1697,[1775],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1336,295,1,"Bannon",[],[1655],[1698],"",2626,3,"",1698,[1776],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1337,295,2,"Innocence",[1655],[],[1699],"",2626,3,"",1699,[1777],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1338,295,3,"Kitava",[],[60],[1700],"",2626,3,"",1700,[1778],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1339,295,4,"Map to Tsoatha",[1649],"[1679,1678]",[1680],"",1680,5,"",72,[1781],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1340,295,5,"Map to Tsoatha",[1679],[1678],[1678],"",1678,5,"",72,[1782],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1341,295,6,"Map to Tsoatha",[1678],[1681],[],"",2626,5,"",1678,[1782],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1342,295,7,"Tsoatha Reward",[1678],[1681],[1677],"",1677,6,69,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1343,295,8,"Tsoatha",[1680],[],[1701],"",2626,3,"",1701,[1780],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1344,295,9,"The Teardrop",[1680],[],[1702],"",2626,3,"",1702,[1779],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1345,295,10,"Virtue Gems",[1186],[],[385],"",385,3,"",385,[1774],"",1,"",[1163],[],1211,[],1211,"","","","","","","",45,[],45
1346,295,11,"Virtue Gems",[1677],[1186],[385],"",385,3,"",385,[1774],"",1,"",[1163],[],1211,[],1211,"","","","","","","",45,[],45
1347,295,12,"Purchase Items",[],[990],[],"",2626,23,"",72,[],"","","",[],[1163],1211,[],1211,"","",1,"","",1,"",45,[],45
1348,295,13,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[1163],1211,[],1211,"","","","","",0,"",45,[],45
1349,295,14,"Kitava",[60],[],[1764],"",1764,3,"",1764,"[12953,12954,12955,12956,12958,12959,12957]","","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1350,295,15,"Set Sail from Oriath",[60],[],[],"triggerer.SetQuestFlag( A10LillySailedAway ); triggerer.AreaTransitionTo(2_11_endgame_town, 0, 0.5); triggerer.FinishNPCChat();",2626,5,"",72,[],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1211,[],1211,"","","",1,"","","",45,[],45
1351,295,16,"Invite to Hideout",[],[],[],"",2626,37,"",72,[12961],"","","",[],"[200,1163]",1211,[],1211,"","","","","","","",45,[],45
1352,296,0,"Welcome",[],[],[1703],"",1703,3,"",1703,[1795],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1353,296,1,"Lani",[],[],[1704],"",2626,3,"",1704,[1796],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1354,296,2,"Bannon",[],[],[1705],"",2626,3,"",1705,[1797],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1355,296,3,"Lilly",[],[],[1706],"",2626,3,"",1706,[1798],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1356,296,4,"Trading",[],[],[1708],"",1708,3,"",1708,[1799],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1357,296,5,"Kitava",[60],[],[1765],"",1765,3,"",1765,[1836],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1358,296,6,"Elixir of Allure",[1649],"[1673,1672]",[1674],"",1674,5,"",72,[1800],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1359,296,7,"Elixir of Allure",[1673],[1672],[1672],"",1672,5,"",72,[1801],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1360,296,8,"Elixir of Allure",[1672],"[1670,1669]",[],"",2626,5,"",1672,[1801],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1361,296,9,"Elixir of Allure Reward",[1672],"[1670,1669]",[1671],"",1671,6,68,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1362,296,10,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1363,296,11,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1364,294,0,"Thank You",[1649],[1648],[1648],"triggerer.FinishNPCChat();",1648,5,"",72,[1802],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1365,294,1,"Thank You","[1649,1648]",[],[],"triggerer.FinishNPCChat();",72,5,"",72,[1802],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1366,293,0,"Welcome Back",[],[],[1709],"",1709,3,"",1709,[1803],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1367,293,1,"Kitava's Cultists",[],[],[1710],"",2626,3,"",1710,[1804],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1368,293,2,"Kitava",[],[],[1711],"",2626,3,"",1711,[1805],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1369,293,3,"Innocence",[],[],[1712],"",2626,3,"",1712,[1806],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1370,293,4,"Chamber of Innocence",[],[],[1713],"",2626,3,"",1713,[1807],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1371,293,5,"The Staff of Avarius",[1709],"[1657,1656]",[1660],"",1660,5,"",72,[1808],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1372,293,6,"The Staff of Avarius",[1657],[],[1656],"",1656,5,"",72,[1809],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1373,293,7,"The Staff of Avarius",[1656],[],[1655],"DirtyTransition(); innocence.DirtyTransition(); triggerer.FinishNPCChat();",1655,5,"",72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1374,293,8,"Kitava's Horns",[],[],[1769],"",2626,3,"",1769,[1810],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1375,298,0,"Introduction",[],[],[1763],"",1763,3,"",1763,[1812],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1376,298,1,"Sin",[60],[],[1766],"",1766,3,"",1766,[1824],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1377,298,2,"Exile",[60],[],[1767],"",2626,3,"",1767,[1825],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1378,298,3,"Kitava",[],[],[1668],"",1668,5,"",72,[1814],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1379,299,0,"Kitava",[1655],[1666],[1666],"DirtyTransition(); kitava_gate.DirtyTransition(); kitava_gate_transition.DirtyTransition(); triggerer.FinishNPCChat();",1666,5,"",1666,[1813],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1380,299,1,"Kitava","[1655,1666]",[],[],"triggerer.FinishNPCChat();",72,5,"",72,[1814],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1381,297,0,"Welcome Back",[],[],[1714],"",1714,3,"",1714,[1827],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1382,297,1,"The Dark Ember",[],[],[1715],"",2626,3,"",1715,[1830],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1383,297,2,"Lilly",[],[],[1716],"",2626,3,"",1716,[1826],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1384,297,3,"Kitava",[1660],[1655],[1717],"",1717,3,"",1717,[1829],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1385,297,4,"Bannon",[1660],[1655],[1718],"",1718,3,"",1718,[1828],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1386,297,5,"The Gods",[],[],[960],"",2626,3,"",960,[1835],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1387,297,6,"Innocence",[60],[],[1766],"",1766,3,"",1766,[1824],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1388,297,7,"Open Pantheon",[1176],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1389,297,8,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8512,"","","","","",45,[],45
1390,297,9,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8513,"","","","","",45,[],45
1391,297,10,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8514,"","","","","",45,[],45
1392,297,11,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8515,"","","","","",45,[],45
1393,297,12,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8516,"","","","","",45,[],45
1394,297,13,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8517,"","","","","",45,[],45
1395,297,14,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8518,"","","","","",45,[],45
1396,297,15,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8519,"","","","","",45,[],45
1397,297,16,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8520,"","","","","",45,[],45
1398,297,17,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8521,"","","","","",45,[],45
1399,297,18,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8522,"","","","","",45,[],45
1400,297,19,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8523,"","","","","",45,[],45
1401,297,20,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8524,"","","","","",45,[],45
1402,297,21,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8525,"","","","","",45,[],45
1403,297,22,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8526,"","","","","",45,[],45
1404,297,23,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8527,"","","","","",45,[],45
1405,297,24,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8528,"","","","","",45,[],45
1406,297,25,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8529,"","","","","",45,[],45
1407,297,26,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1409,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8530,"","","","","",45,[],45
1408,297,27,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8531,"","","","","",45,[],45
1409,300,0,"Kitava",[],[],[],"IncrementCounter(); triggerer.SetSessionQuestFlag(SinPreKitavaTalk); DirtyTransition(); prefight_innocence.DirtyTransition(); triggerer.FinishNPCChat();",1788,5,"",72,[1831],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1410,307,0,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1411,307,1,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1412,307,2,"Weylam",[],[],[1691],"",2626,3,"",1691,[1791],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1413,307,3,"Lilly",[],[],[1690],"",2626,3,"",1690,[1790],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1414,307,4,"Kitava",[60],"[1662,1661]",[1770],"",1770,5,"",72,[1837],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1415,307,5,"Kitava Reward","[60,1770]","[1662,1661]",[1663],"",1663,6,67,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1416,307,6,"Bannon Reward",[1649],[1646],[1647],"",1647,6,65,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1417,307,7,"Innocence Reward",[1655],[1653],[1654],"",1654,6,66,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1418,307,8,"Vilenta Reward",[1683],"[1676,1675]",[1682],"",1682,6,70,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1419,310,0,"Purchase Items",[],[990],[],"",2626,23,"",72,[],"","","",[],[1163],1211,[],1211,"","","","","",1,"",45,[],45
1420,310,1,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[1163],1211,[],1211,"","","","","",0,"",45,[],45
1421,310,2,"Karui Shores",[],[],[149],"",149,3,"",149,[12960],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1422,310,3,"Invite to Hideout",[],[],[],"",2626,37,"",72,[12961],"","","",[],"[200,1163]",1211,[],1211,"","","","","","","",45,[],45
1423,308,0,"Helena",[],[],[1328],"",2626,3,"",1328,[1538],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1424,308,1,"Lani",[],[],[1704],"",2626,3,"",1704,[1796],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1425,308,2,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1426,308,3,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1427,312,0,"Innocence",[],[],[1766],"",1766,3,"",1766,[1824],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1428,312,1,"Open Pantheon",[1176],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1429,312,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8512,"","","","","",45,[],45
1430,312,3,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8513,"","","","","",45,[],45
1431,312,4,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8514,"","","","","",45,[],45
1432,312,5,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8515,"","","","","",45,[],45
1433,312,6,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8516,"","","","","",45,[],45
1434,312,7,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8517,"","","","","",45,[],45
1435,312,8,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8518,"","","","","",45,[],45
1436,312,9,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8519,"","","","","",45,[],45
1437,312,10,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8520,"","","","","",45,[],45
1438,312,11,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8521,"","","","","",45,[],45
1439,312,12,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8522,"","","","","",45,[],45
1440,312,13,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8523,"","","","","",45,[],45
1441,312,14,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8524,"","","","","",45,[],45
