"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
583,"Metadata/Projectiles/BetrayalJanusProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Janus/golden_bullet.ao""]","[""projectile""]","[""impact""]",2800,"",2,"","","Metadata/Projectiles/Projectile",1,2544,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
584,"Metadata/Projectiles/BetrayalBreachProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_proj/breach_proj.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
585,"Metadata/Projectiles/BetrayalBreachProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_01.ao""]","[""projectile_01""]","[""projectile_01_impact""]",1500,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
586,"Metadata/Projectiles/BetrayalBreachProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_02.ao""]","[""projectile_02""]","[""projectile_02_impact""]",750,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
587,"Metadata/Projectiles/BetrayalBreachProjectile4","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_combo/breach_proj.ao""]","[""projectile""]","[""impact""]",1300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
588,"Metadata/Projectiles/BetrayalVoriciClone","[""Metadata/Monsters/LeagueBetrayal/BetrayalVoriciClone1.ao""]","[""vorici_clone_dash_01""]","[""attack_dagger_dagger_left_01""]",2000,"",4,"","","Metadata/Projectiles/Projectile",1,2611,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
589,"Metadata/Projectiles/BetrayalSkeletonSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/snipe/projectile/snipe_projectile.ao""]","[""projectile""]","[""impact""]",4000,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
590,"Metadata/Projectiles/BetrayalPhantasmProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/shadowbullet.ao""]","[""animate""]",[],920,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
591,"Metadata/Projectiles/BetrayalBlackguardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/main_projectile.ao""]","[""idle""]","[""buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
592,"Metadata/Projectiles/BetrayalBlackguardShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/mini_projectile.ao""]","[""idle""]","[""impact""]",800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
593,"Metadata/Projectiles/BetrayalCameriaIceShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_04.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_05.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_06.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_07.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_08.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_09.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_10.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_11.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_12.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_13.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_14.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_15.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_16.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_17.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_18.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_19.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_20.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_21.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_22.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_23.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_24.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_25.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_26.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",1,2576,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
594,"Metadata/Projectiles/BetrayalThaneCleaveShot","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/lizard_tail/cleave_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
595,"Metadata/Projectiles/BetrayalThaneMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/grizzly_fury/boulder_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
596,"Metadata/Projectiles/BetrayalSkeletonCannonMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SkeletonCannon/mortar_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
597,"Metadata/Projectiles/EinharSnipe","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",5000,"",3,"","","Metadata/Projectiles/Projectile",1,2475,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
598,"Metadata/Projectiles/BetrayalVaganCleaveProjectileLeft","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_right.ao""]","[""projectile_01""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",1,2600,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
599,"Metadata/Projectiles/BetrayalVaganCleaveProjectileRight","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_left.ao""]","[""projectile_02""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",1,2600,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
600,"Metadata/Projectiles/IceSpearNew","[""Metadata/Effects/Spells/IceSpear_02/projectile.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
601,"Metadata/Projectiles/BetrayalSkeletonProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/generic_projectile/projectile.ao""]","[""projectile""]","[""explode""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
602,"Metadata/Projectiles/BetrayalRikerMultiSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Barrage/projectile/projectile.ao""]","[""projectile""]","[""impact""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,2706,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
603,"Metadata/Projectiles/BetrayalRikerJumpArrow","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",3000,1,3,"","","Metadata/Projectiles/Projectile",1,2475,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
604,"Metadata/Projectiles/BetrayalRikerSmokeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Teleport_attack/mortar/rig.ao""]","[""projectile""]","[""impact""]",500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
605,"Metadata/Projectiles/BetrayalRikerClusterBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/bomb_arrow/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
606,"Metadata/Projectiles/BetrayalRikerClusterBombSecondary","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/secondary_bomb_explosion/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
607,"Metadata/Projectiles/BetrayalRinDeceleratingProjectile","[""Metadata/Effects/Spells/Masters/Rin/decelerating_projectile/decelerating_projectile.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
608,"Metadata/Projectiles/BetrayalKeemaMortar","[""Metadata/Effects/Spells/Masters/Keema/mortar/mortarToss.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
609,"Metadata/Projectiles/BetrayalFrostFuryProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/projectile.ao""]","[""projectile""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
610,"Metadata/Projectiles/CatarinaCarpetMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar04.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
611,"Metadata/Projectiles/BetrayalRinSnipe","[""Metadata/Effects/Spells/Masters/Rin/Snipe/snipe_projectile.ao""]","[""idle""]","[""impact""]",3500,"",2,"","","Metadata/Projectiles/Projectile",1,2640,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
612,"Metadata/Projectiles/BetrayalCatarinaSpark","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/phase_transition01/death_sparks/deathflame_spark.ao""]","[""projectile""]","[""impact""]",500,"",1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
613,"Metadata/Projectiles/ShieldThrowBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/projectile/shieldtoss.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
614,"Metadata/Projectiles/ShieldThrowSecondaryBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/secondary_projectile/secondary_projectile.ao""]","[""loop""]","[""explode""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,2680,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
615,"Metadata/Projectiles/BetrayalCatarinaUnearth","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/unearth_despair/unearth_mine.ao""]","[""projectile""]","[""projectile_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
616,"Metadata/Projectiles/BetrayalRikerArcBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Lightning_trap/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
617,"Metadata/Projectiles/PlayerGenericProjectileFire","[""Metadata/Effects/Spells/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
618,"Metadata/Projectiles/PlayerGenericProjectileCold","[""Metadata/Effects/Spells/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
619,"Metadata/Projectiles/PlayerGenericProjectileLightning","[""Metadata/Effects/Spells/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
620,"Metadata/Projectiles/PlayerGenericProjectilePhysical","[""Metadata/Effects/Spells/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
621,"Metadata/Projectiles/PlayerGenericProjectileBlood","[""Metadata/Effects/Spells/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
622,"Metadata/Projectiles/PlayerGenericProjectilePoison","[""Metadata/Effects/Spells/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
623,"Metadata/Projectiles/MonsterGenericProjectileFire","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
624,"Metadata/Projectiles/MonsterGenericProjectileCold","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
625,"Metadata/Projectiles/MonsterGenericProjectileLightning","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
626,"Metadata/Projectiles/MonsterGenericProjectilePhysical","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
627,"Metadata/Projectiles/MonsterGenericProjectileBlood","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
628,"Metadata/Projectiles/MonsterGenericProjectilePoison","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",1750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
629,"Metadata/Projectiles/MerveilFishSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
630,"Metadata/Projectiles/SynthesisRibbonProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Ribbon_Large/projectile/projectile.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
631,"Metadata/Projectiles/SynthesisDroneProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
632,"Metadata/Projectiles/SynthesisDroneProjectileDash","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
633,"Metadata/Projectiles/SynthesisDroneTurretProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian1/drone_mechanic/droneProjectile.ao""]","[""projectile""]","[""impact""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
634,"Metadata/Projectiles/SynthesisSoulstealerProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian1/projectile/rig.ao""]","[""idle""]","[""end""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
635,"Metadata/Projectiles/SynthesisSoulstealerProjectileFire","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_fire.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
636,"Metadata/Projectiles/SynthesisSoulstealerProjectileCold","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_ice.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
637,"Metadata/Projectiles/SynthesisSoulstealerProjectileLightning","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_lightning.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
638,"Metadata/Projectiles/SynthesisSoulstealerProjectileNeutral","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_physical.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
639,"Metadata/Projectiles/SynthesisSoulstealerProjectileTriple","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
640,"Metadata/Projectiles/Soulrend","[""Metadata/Effects/Spells/soulrend/rig.ao""]","[""projectile01""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
641,"Metadata/Projectiles/SynthesisGuardianProjectile1","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian2/projectile/rig.ao""]","[""projectile""]","[""impact""]",500,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
642,"Metadata/Projectiles/SynthesisGuardianProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_lightning.ao""]","[""projectile""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,2775,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
643,"Metadata/Projectiles/SynthesisGuardianMortar1","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/lightning_mortar.ao""]","[""mortarX5""]",[],1000,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
644,"Metadata/Projectiles/SynthesisGuardianMortar2","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/lightning_mortar.ao""]","[""mortarX3""]",[],1000,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
645,"Metadata/Projectiles/SynthesisGuardianMortar3","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/lightning_mortar.ao""]","[""mortarX1""]",[],1000,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
646,"Metadata/Projectiles/SynthesisBlackholeTeleportProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/cavas_soul/teleport_proj.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
647,"Metadata/Projectiles/SynthesisBlackholeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/cavas_soul/teleport_volatile_proj.ao""]","[""projectile""]","[""impact""]",500,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
648,"Metadata/Projectiles/SynthesisGolemVTurretProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian4/V_slam_proj/projectile/projectile.ao""]","[""projectile""]","[""impact""]",2200,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
649,"Metadata/Projectiles/SynthesisBallLightning","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/lightning_ball.ao""]","[""projectile""]","[""end""]",300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
650,"Metadata/Projectiles/SynthesisFinalBossMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/lightning_mortar.ao""]","[""mortarX1""]",[],1800,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
651,"Metadata/Projectiles/SynthesisFlameshardProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/fire/neuro_pizza_projectile.ao""]","[""projectile""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
652,"Metadata/Projectiles/SynthesisColdrend","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_soulrend_proj.ao""]","[""projectile01""]","[""impact""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
653,"Metadata/Projectiles/SynthesisIceSpear","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_iceSpear_proj.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",175,"",2,"","","Metadata/Projectiles/Projectile",1,2801,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
654,"Metadata/Projectiles/SynthesisDroneMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/phys/phys_SoulstealerMortar_01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/phys/phys_SoulstealerMortar_02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/phys/phys_SoulstealerMortar_03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/phys/phys_SoulstealerMortar_04.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
655,"Metadata/Projectiles/SynthesisPhysicalMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/phys/phys_mortarToss.ao""]","[""animate""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],318
656,"Metadata/Projectiles/SynthesisRibbonMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Ribbon_Large/mortarA/mortar/mortar.ao""]","[""once""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
657,"Metadata/Projectiles/SynthesisRibbonMassMortar","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Ribbon_Large/mortarB/mortar/mortar.ao""]","[""once""]",[],600,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
