"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
1283,285,33,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8915,"","","","","",47,[],47,""
1284,285,34,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8916,"","","","","",47,[],47,""
1285,285,35,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8917,"","","","","",47,[],47,""
1286,285,36,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8918,"","","","","",47,[],47,""
1287,286,0,"The Beast",[],[1611],[1560],"",1560,5,"",71,[1754],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1288,286,1,"_take_ingredients_","[1558,0]",[],"[1556,0]","",1556,5,"",71,[1752],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1289,286,2,"_take_ingredient1_","[1558,0]",[],[1556],"",1556,5,"",71,[1752],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1290,286,3,"_take_ingredient2_","[1559,0]",[],[1557],"",1557,5,"",71,[1752],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1291,286,4,"_take_ingredient1_",[1558],[1556],[1556],"",1556,5,"",71,[1751],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1292,286,5,"_take_ingredient2_",[1559],[1557],[1557],"",1557,5,"",71,[1751],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1293,286,6,"The Beast","[1556,0]",[],[1611],"ForEachOfType( Metadata/QuestObjects/Act9/BeastMembraneTransition, { DirtyTransition(); } ); ForEachOfType( Metadata/QuestObjects/Act9/BeastMembraneAnimated, { DirtyTransition(); } ); triggerer.FinishNPCChat();",1611,5,"",71,[1755],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1294,286,7,"The Dark Ember",[],[],[1613],"","",3,"",1613,[1757],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1295,286,8,"The Black Core","[1556,0]",[],[1612],"","",3,"",1612,[1756],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1296,286,9,"Cataclysm","[1556,0]",[],[1614],"","",3,"",1614,[1758],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1297,287,0,"Garukhan",[1566],[],[1616],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1616,5,"",1616,[1759],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1298,287,1,"Open Pantheon",[],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
1299,287,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8917,"","","","","",47,[],47,""
1300,288,0,"Shakari",[1629],[],[1639],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1639,5,"",1639,[1761],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1301,288,1,"Open Pantheon",[],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
1302,288,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8914,"","","","","",47,[],47,""
1303,289,0,"United Trio","[1550,0,0]",[58],[],"triggerer.SetSessionQuestFlag(BanditAfterFightTalk); triggerer.SetQuestFlag(\""a9q1-BlackHeartOpen\""); ModifyState(dark_ember, 1); triggerer.FinishNPCChat();",58,5,"",71,[1765],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1304,289,1,"United Trio","[1550,0,0,0]",[55],[],"triggerer.FinishNPCChat();",71,5,"",71,[1765],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1305,289,2,"The Dark Ember",[],[1554],[],"triggerer.SetSessionQuestFlag(\""a9q1-PortalsOpen\""); ModifyState(open_portals, 1); triggerer.FinishNPCChat();",1554,5,"",71,[1763],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1306,289,3,"Heart Portals",[1554],[1553],[],"triggerer.SetSessionQuestFlag(\""a9q1-PortalsClue\""); triggerer.FinishNPCChat();",1553,5,"",1553,[1764],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1307,289,4,"Heart Portals","[1554,0]",[58],[],"triggerer.FinishNPCChat();",71,5,"",71,[1764],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1308,291,0,"Rescue",[],[],[1643],"",1643,3,"",1643,[1768],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1309,291,1,"Lilly",[],[],[1644],"","",3,"",1644,[1769],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1310,290,0,"Rescue",[],[],[1641],"",1641,3,"",1641,[1771],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1311,290,1,"Oriath",[1549],[],[1642],"",1642,3,"",1642,[1772],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1312,290,2,"Sail to Oriath",[1549],[],[],"triggerer.AreaTransitionTo(2_10_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1773],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1313,292,0,"Greetings",[],[],[1687],"",1687,3,"",1687,[1783],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1314,292,1,"Bannon",[],[1648],[1651],"",1651,5,"",71,[1784],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1315,292,2,"Bannon",[1648],"[1645,0]",[1694],"",1694,5,"",71,[1785],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1316,292,3,"Bannon","[1648,0]",[1645],[1694],"","",5,"",71,[1785],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1317,292,4,"Bannon Reward","[1648,0]",[1645],[1646],"",1646,6,64,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1318,292,5,"Vilenta",[],[1684],[1688],"","",3,"",1688,[1786],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1319,292,6,"Lilly",[],[],[1689],"","",3,"",1689,[1790],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1320,292,7,"Weylam",[],[],[1690],"","",3,"",1690,[1791],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1321,292,8,"Innocence",[1654],[1691],[1691],"",1691,3,"",1691,[1792],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1322,292,9,"Innocence","[1654,0]",[],[1691],"","",3,"",1691,[1792],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1323,292,10,"Innocence Reward","[1654,0]",[1652],[1653],"",1653,6,65,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1324,292,11,"Sin",[],[],[1692],"","",3,"",1692,[1793],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1325,292,12,"Kitava",[],[],[1693],"","",3,"",1693,[1794],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1326,292,13,"Kitava's Cultists",[],[],[1706],"","",3,"",1706,[1789],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1327,292,14,"Vilenta",[1648],[1682],[1684],"",1684,5,"",71,[1787],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1328,292,15,"Vilenta",[1682],"[1675,0]",[1695],"",1695,5,"",71,[1788],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1329,292,16,"Vilenta Reward","[1682,0]","[1675,0]",[1681],"",1681,6,69,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1330,292,17,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
1331,292,18,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
1332,292,19,"Kitava",[59],"[1661,0]",[1769],"",1769,5,"",71,[1837],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1333,292,20,"Kitava Reward","[59,0]","[1661,0]",[1662],"",1662,6,66,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1334,295,0,"Welcome",[],[],[1696],"",1696,3,"",1696,[1775],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1335,295,1,"Bannon",[],[1654],[1697],"","",3,"",1697,[1776],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1336,295,2,"Innocence",[1654],[],[1698],"","",3,"",1698,[1777],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1337,295,3,"Kitava",[],[59],[1699],"","",3,"",1699,[1778],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1338,295,4,"Map to Tsoatha",[1648],"[1678,0]",[1679],"",1679,5,"",71,[1781],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1339,295,5,"Map to Tsoatha",[1678],[1677],[1677],"",1677,5,"",71,[1782],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1340,295,6,"Map to Tsoatha",[1677],[1680],[],"","",5,"",1677,[1782],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1341,295,7,"Tsoatha Reward",[1677],[1680],[1676],"",1676,6,68,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1342,295,8,"Tsoatha",[1679],[],[1700],"","",3,"",1700,[1780],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1343,295,9,"The Teardrop",[1679],[],[1701],"","",3,"",1701,[1779],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1344,295,10,"Virtue Gems",[1185],[],[384],"",384,3,"",384,[1774],"",1,"",[1163],[],1276,[],1276,"","","","","","","",47,[],47,""
1345,295,11,"Virtue Gems",[1676],[1185],[384],"",384,3,"",384,[1774],"",1,"",[1163],[],1276,[],1276,"","","","","","","",47,[],47,""
1346,295,12,"Purchase Items",[],[989],[],"","",23,"",71,[],"","","",[],[1163],1276,[],1276,"","",1,"","",1,"",47,[],47,""
1347,295,13,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[1163],1276,[],1276,"","","","","",0,"",47,[],47,""
1348,295,14,"Kitava",[59],[],[1763],"",1763,3,"",1763,"[12953,12954,12955,12956,12958,12959,12957]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1349,295,15,"Set Sail from Oriath",[59],[],[],"triggerer.SetQuestFlag( A10LillySailedAway ); triggerer.AreaTransitionTo(2_11_endgame_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1276,[],1276,"","","",1,"","","",47,[],47,""
1350,295,16,"Invite to Hideout",[],[],[],"","",38,"",71,[12961],"","","",[],"[200,1163]",1276,[],1276,"","","","","","","",47,[],47,""
1351,296,0,"Welcome",[],[],[1702],"",1702,3,"",1702,[1795],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1352,296,1,"Lani",[],[],[1703],"","",3,"",1703,[1796],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1353,296,2,"Bannon",[],[],[1704],"","",3,"",1704,[1797],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1354,296,3,"Lilly",[],[],[1705],"","",3,"",1705,[1798],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1355,296,4,"Trading",[],[],[1707],"",1707,3,"",1707,[1799],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1356,296,5,"Kitava",[59],[],[1764],"",1764,3,"",1764,[1836],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1357,296,6,"Elixir of Allure",[1648],"[1672,0]",[1673],"",1673,5,"",71,[1800],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1358,296,7,"Elixir of Allure",[1672],[1671],[1671],"",1671,5,"",71,[1801],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1359,296,8,"Elixir of Allure",[1671],"[1669,0]",[],"","",5,"",1671,[1801],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1360,296,9,"Elixir of Allure Reward",[1671],"[1669,0]",[1670],"",1670,6,67,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1361,296,10,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
1362,296,11,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
1363,294,0,"Thank You",[1648],[1647],[1647],"triggerer.FinishNPCChat();",1647,5,"",71,[1802],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1364,294,1,"Thank You","[1648,0]",[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1802],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1365,293,0,"Welcome Back",[],[],[1708],"",1708,3,"",1708,[1803],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1366,293,1,"Kitava's Cultists",[],[],[1709],"","",3,"",1709,[1804],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1367,293,2,"Kitava",[],[],[1710],"","",3,"",1710,[1805],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1368,293,3,"Innocence",[],[],[1711],"","",3,"",1711,[1806],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1369,293,4,"Chamber of Innocence",[],[],[1712],"","",3,"",1712,[1807],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1370,293,5,"The Staff of Avarius",[1708],"[1656,0]",[1659],"",1659,5,"",71,[1808],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1371,293,6,"The Staff of Avarius",[1656],[],[1655],"",1655,5,"",71,[1809],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1372,293,7,"The Staff of Avarius",[1655],[],[1654],"DirtyTransition(); innocence.DirtyTransition(); triggerer.FinishNPCChat();",1654,5,"",71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1373,293,8,"Kitava's Horns",[],[],[1768],"","",3,"",1768,[1810],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1374,298,0,"Introduction",[],[],[1762],"",1762,3,"",1762,[1812],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1375,298,1,"Sin",[59],[],[1765],"",1765,3,"",1765,[1824],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1376,298,2,"Exile",[59],[],[1766],"","",3,"",1766,[1825],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1377,298,3,"Kitava",[],[],[1667],"",1667,5,"",71,[1814],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1378,299,0,"Kitava",[1654],[1665],[1665],"DirtyTransition(); kitava_gate.DirtyTransition(); kitava_gate_transition.DirtyTransition(); triggerer.FinishNPCChat();",1665,5,"",1665,[1813],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1379,299,1,"Kitava","[1654,0]",[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1814],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1380,297,0,"Welcome Back",[],[],[1713],"",1713,3,"",1713,[1827],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1381,297,1,"The Dark Ember",[],[],[1714],"","",3,"",1714,[1830],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1382,297,2,"Lilly",[],[],[1715],"","",3,"",1715,[1826],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1383,297,3,"Kitava",[1659],[1654],[1716],"",1716,3,"",1716,[1829],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1384,297,4,"Bannon",[1659],[1654],[1717],"",1717,3,"",1717,[1828],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1385,297,5,"The Gods",[],[],[959],"","",3,"",959,[1835],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1386,297,6,"Innocence",[59],[],[1765],"",1765,3,"",1765,[1824],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1387,297,7,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
1388,297,8,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8899,"","","","","",47,[],47,""
1389,297,9,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8900,"","","","","",47,[],47,""
1390,297,10,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8901,"","","","","",47,[],47,""
1391,297,11,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8902,"","","","","",47,[],47,""
1392,297,12,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8903,"","","","","",47,[],47,""
1393,297,13,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8904,"","","","","",47,[],47,""
1394,297,14,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8905,"","","","","",47,[],47,""
1395,297,15,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8906,"","","","","",47,[],47,""
1396,297,16,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8907,"","","","","",47,[],47,""
1397,297,17,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8908,"","","","","",47,[],47,""
1398,297,18,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8909,"","","","","",47,[],47,""
1399,297,19,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8910,"","","","","",47,[],47,""
1400,297,20,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8911,"","","","","",47,[],47,""
1401,297,21,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8912,"","","","","",47,[],47,""
1402,297,22,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8913,"","","","","",47,[],47,""
1403,297,23,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8914,"","","","","",47,[],47,""
1404,297,24,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8915,"","","","","",47,[],47,""
1405,297,25,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8916,"","","","","",47,[],47,""
1406,297,26,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8917,"","","","","",47,[],47,""
1407,297,27,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8918,"","","","","",47,[],47,""
1408,300,0,"Kitava",[],[],[],"IncrementCounter(); triggerer.SetSessionQuestFlag(SinPreKitavaTalk); DirtyTransition(); prefight_innocence.DirtyTransition(); triggerer.FinishNPCChat();",1787,5,"",71,[1831],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1409,307,0,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
1410,307,1,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
1411,307,2,"Weylam",[],[],[1690],"","",3,"",1690,[1791],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1412,307,3,"Lilly",[],[],[1689],"","",3,"",1689,[1790],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1413,307,4,"Kitava",[59],"[1661,0]",[1769],"",1769,5,"",71,[1837],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1414,307,5,"Kitava Reward","[59,0]","[1661,0]",[1662],"",1662,6,66,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1415,307,6,"Bannon Reward",[1648],[1645],[1646],"",1646,6,64,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1416,307,7,"Innocence Reward",[1654],[1652],[1653],"",1653,6,65,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1417,307,8,"Vilenta Reward",[1682],"[1675,0]",[1681],"",1681,6,69,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1418,310,0,"Purchase Items",[],[989],[],"","",23,"",71,[],"","","",[],[1163],1276,[],1276,"","","","","",1,"",47,[],47,""
1419,310,1,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[1163],1276,[],1276,"","","","","",0,"",47,[],47,""
1420,310,2,"Karui Shores",[],[],[148],"",148,3,"",148,[12960],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1421,310,3,"Invite to Hideout",[],[],[],"","",38,"",71,[12961],"","","",[],"[200,1163]",1276,[],1276,"","","","","","","",47,[],47,""
1422,308,0,"Helena",[],[],[1327],"","",3,"",1327,[1538],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1423,308,1,"Lani",[],[],[1703],"","",3,"",1703,[1796],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1424,308,2,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
1425,308,3,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
1426,312,0,"Innocence",[],[],[1765],"",1765,3,"",1765,[1824],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
1427,312,1,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
1428,312,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8899,"","","","","",47,[],47,""
1429,312,3,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8900,"","","","","",47,[],47,""
1430,312,4,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8901,"","","","","",47,[],47,""
1431,312,5,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8902,"","","","","",47,[],47,""
1432,312,6,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8903,"","","","","",47,[],47,""
1433,312,7,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8904,"","","","","",47,[],47,""
1434,312,8,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8905,"","","","","",47,[],47,""
1435,312,9,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8906,"","","","","",47,[],47,""
