"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
980,"MapAtlasAshenWood","Ashen Wood",11,"","",[],74,12379,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1212,1213,1214,1215]",163,900,"","",[2382],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,349,362,373,879]","","","","","","","",[],"","",1230,"","Metadata/NPC/Shaper",6,500,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
981,"MapAtlasMudGeyser","Mud Geyser",11,"","",[],74,58286,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds",831,[59],6,"[1339,1340,1341,1342]",163,900,"","",[2644],[],[],[],1,[],"","",[],0,[],"",100,[66],8,"","",7000,2000,"[57,169,349,386,423,871]","","","","","","","",[],"","",1231,"","Metadata/NPC/Shaper",6,448,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
982,"MapAtlasArachnidNest","Arachnid Nest",11,"","",[],75,22337,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1240,1241,1242,1243]",163,900,"","",[2392],[],[],[],1,[],"","",[],0,[],"",100,"[64,65]",8,"","",7000,2000,"[61,57,349,884]","","","","","","","",[],"","",1232,"","Metadata/NPC/Shaper",6,483,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
983,"MapAtlasArena","Arena",11,"","",[],75,32143,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1422,1423,1424,1425]",163,900,"","","[4416,4419,4422]",[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,61,349,356,399,408,378]","","","","","","","",[],"","",1233,"","Metadata/NPC/Shaper",6,135,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
984,"MapAtlasBog","Bog",11,"","",[],75,56874,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1111,1112,1113,1114]",163,900,"","",[2426],[],[],[],1,[],"","",[],0,[],"",100,[66],8,"","",7000,2000,"[57,169,349,386,871]","","","","","","","",[],"","",1234,"","Metadata/NPC/Shaper",6,449,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
985,"MapAtlasCemetery","Cemetery",11,"","",[],75,27245,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1288,1289,1290,1291]",163,900,"","",[5667],[],[],[],1,[],"","",[],0,[],"",100,"[68,66]",8,"","",7000,2000,"[57,160,349,389,401,433,923,1006]","","","","","","","",[],"","",1235,"","Metadata/NPC/Shaper",6,496,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
986,"MapAtlasBarrows","Barrows",11,"","",[],75,32117,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1505,1506,1507,1508]",163,900,"","",[2312],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,169,162,349,384,390,433,1006]","","","","","","","",[],"","",1236,"","Metadata/NPC/Shaper",6,594,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
987,"MapAtlasAtoll","Atoll",11,"","",[],75,12664,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1099,1100,1101,1102]",163,900,"","",[1013],[],[],[],1,[],"","",[],0,[],"",100,[67],8,"","",7000,2000,"[57,169,349,467,839,852,889]","","","","","","","",[],"","",1237,"","Metadata/NPC/Shaper",6,445,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
988,"MapAtlasAtollUnique","Maelström of Chaos",11,"","",[],75,34830,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds",830,[59],6,[1324],163,900,"","","[2361,2370]",[],[],[],1,[],"","",[],0,[],"",100,[67],0,"","",7000,2000,"[153,57,164,169,467,839,846,848,849]","","","","","","","",[],1,"","","","",7,541,0,"",0,0,0,0,0,1,1,47,0,0,[],83,5,0,0
989,"MapAtlasPier","Pier",11,"","",[],75,28830,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1264,1265,1266,1267]",163,900,"","",[1899],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,169,349,366,467,839,847]","","","","","","","",[],"","",1238,"","Metadata/NPC/Shaper",6,532,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
990,"MapAtlasShore","Shore",11,"","",[],75,27412,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1200,1201,1202,1203]",163,900,"","",[2324],[],[],[],1,[],"","",[],0,[],"",100,[62],8,"","",7000,2000,"[57,169,349,364,412,467,839,987,990]","","","","","","","",[],"","",1239,"","Metadata/NPC/Shaper",6,492,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
991,"MapAtlasTropicalIsland","Tropical Island",11,"","",[],75,41806,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1091,1092,1093,1094]",163,900,"","",[2418],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,169,349,373,419,467,839,987]","","","","","","","",[],"","",1240,"","Metadata/NPC/Shaper",6,438,41000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
992,"MapAtlasTropicalIslandUnique","Untainted Paradise",11,"","",[],75,9088,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1464],163,900,"","","[359,448,421,1453,1466,2638]",[],[],[],1,[],"","","[6753,6380]",0,[],"",100,[65],0,"","",7000,2000,"[153,57,164,169,194,217,208,215,207,214,210,206,205,204,203,200,467]","","","","","","","",[],1,"","","","",7,561,0,"",0,0,0,0,0,1,1,47,0,0,[],96,5,0,0
993,"MapAtlasCoves","Coves",11,"","",[],76,29872,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1133,1134,1135,1136]",163,900,"","","[188,4484]",[],[],[],1,[],"","",[],0,[],"",100,"[62,66]",8,"","",7000,2000,"[57,169,349,382,392,467,839,850,990]","","","","","","","",[],"","",1241,"","Metadata/NPC/Shaper",6,460,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
994,"MapAtlasCrypt","Cursed Crypt",11,"","",[],76,64348,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1157,1158,1159]",163,900,"","",[2280],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[61,57,349,371]","","","","","","","",[],"","",1242,"","Metadata/NPC/Shaper",6,466,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
995,"MapAtlasCryptUnique","The Coward's Trial",11,"","",[],76,9284,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1338],163,900,"","",[2487],[],[],[],1,[],"","",[6753],0,[],"",100,[63],0,"","",7000,2000,"[61,153,57,164,193,194,197,217,208,207,214,210,206,205,204,203,200,371,876]","","","","","","","",[],1,"","","","",7,547,0,"",0,0,0,0,0,1,1,47,0,0,[],81,5,0,0
996,"MapAtlasMuseum","Museum",11,"","",[],76,59889,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1356,1358,1359,1360,1361]",163,900,"","",[4123],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[61,57,307,349,357,394,865,866]","","","","","","","",[],"","",1243,"","Metadata/NPC/Shaper",6,827,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
997,"MapAtlasOrchard","Orchard",11,"","",[],76,415,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1343,1344,1345,1346]",163,900,"","",[4526],[],[],[],1,[],"","",[],0,[],"",100,[65],8,"","",7000,2000,"[57,162,349,364,365,914]","","","","","","","",[],"","",1244,"","Metadata/NPC/Shaper",6,826,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
998,"MapAtlasOvergrownShrine","Overgrown Shrine",11,"","",[],76,18923,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1123,1124,1125,1126]",163,900,"","",[5787],[],[],[],1,[],"","",[],0,[],"",100,[68],8,"","",7000,2000,"[61,57,169,349,363,865,866,903]","","","","","","","",[],"","",1245,"","Metadata/NPC/Shaper",6,514,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
999,"MapAtlasOvergrownShrineUnique","Acton's Nightmare",11,"","",[],76,46377,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1325],163,900,"","","[2493,2494]",[],[],[],1,[],"","",[],0,[],"",100,[68],0,"","",6000,2000,"[61,153,57,164,169,876]","","","","","","","",[],1,"","","","",7,543,0,"",0,0,0,0,0,1,1,47,0,0,[],87,5,0,0
1000,"MapAtlasPromenade","Promenade",11,"","",[],76,36630,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1326,1327,1328,1329,1330,1331,1332,1333,1334,1335,1336]",163,900,"","","[2439,2442]",[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,307,349,370,374,396,401,842]","","","","","","","",[],"","",1246,"","Metadata/NPC/Shaper",6,545,47000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1001,"MapAtlasPromenadeUnique","The Hall of Grandmasters",11,"","",[],76,4671,0,0,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1385],163,900,"","",[],[],[],[],1,[],"","","[6753,21260]",0,[],"",100,[],0,"","",7000,2000,"[153,57,164,192,193,195,221]","","","","","","","",[],1,"","","","",7,845,0,"",0,0,0,0,0,1,1,47,0,0,[],0,5,0,0
1002,"MapAtlasReef","Reef",11,"","",[],76,56849,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1196,1197,1198,1199]",163,900,"","",[5156],[],[],[],1,[],"","",[],0,[],"",100,"[62,66]",8,"","",7000,2000,"[57,169,160,349,382,392,467,839,913,923]","","","","","","","",[],"","",1247,"","Metadata/NPC/Shaper",6,440,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1003,"MapAtlasReefUnique","Mao Kun",11,"","",[],76,15196,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1379,1380,1381,1382]",163,900,"","",[511],[],[],[],1,[],"","",[],0,[],"",100,"[62,66]",0,"","",7000,2000,"[153,57,169,412,467,839]","","","","","","","",[],1,"","","","",7,553,0,"",0,0,0,0,0,1,1,47,0,0,[],85,5,0,0
1004,"MapAtlasTemple","Temple",11,"","",[],76,22408,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1316,1317,1318,1319]",163,900,"","",[5334],[],[],[],1,[],"","",[],0,[],"",100,"[68,69]",8,"","",7000,2000,"[61,57,169,307,349,360,405,98]","","","","","","","",[],"","",1248,"","Metadata/NPC/Shaper",6,527,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1005,"MapAtlasTempleUnique","Poorjoy's Asylum",11,"","",[],76,9024,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1374],163,900,"","",[2495],[],[],[],1,[],"","",[],0,[],"",100,"[68,69]",0,"","",6000,2000,"[61,153,57,164,169,843,410]","","","","","","","",[],1,"","","","",7,551,0,"",0,0,0,0,0,1,1,47,0,0,[],88,5,0,0
1006,"MapAtlasColonnade","Colonnade",11,"","",[],77,2835,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1268,1269,1270,1274,1275,1276,1277,1278,1279,1282]",163,900,"","",[2466],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,349,370,374,401,842]","","","","","","","",[],"","",1229,"","Metadata/NPC/Shaper",6,491,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1007,"MapAtlasArsenal","Arsenal",11,"","",[],77,31788,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1296,1297,1298,1299]",163,900,"","",[2939],[],[],[],1,[],"","",[],0,[],"",100,"[69,63]",8,"","",7000,2000,"[57,349,353,374,842]","","","","","","","",[],"","",1250,"","Metadata/NPC/Shaper",6,518,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1008,"MapAtlasCourtyard","Courtyard",11,"","",[],77,26145,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1348,1349,1350,1351]",163,900,"","","[1261,1288,1291]",[],[],[],1,[],"","",[],0,[],"",100,"[65,66,69]",8,"","",7000,2000,"[57,349,365,400,408,401]","","","","","","","",[],"","",1251,"","Metadata/NPC/Shaper",6,840,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1009,"MapAtlasCourtyardUnique","The Vinktar Square",11,"","",[],77,62189,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1347],163,900,"","",[4057],[],[],[],1,[],"","",[],0,[],"",100,"[65,66,69]",0,"","",6000,2000,"[153,57,164,169,400,401]","","","","","","","",[],1,"","","","",7,841,0,"",0,0,0,0,0,1,1,47,0,0,[],100,5,0,0
1010,"MapAtlasMalformation","Malformation",11,"","",[],77,27663,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1431,1432,1433,1434]",163,900,"","",[1340],[],[],[],1,[],"","",[],0,[],"",100,[64],8,"","",7000,2000,"[61,57,349,359,468,844]","","","","","","","",[],"","",1252,"","Metadata/NPC/Shaper",6,534,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1011,"MapAtlasQuay","Port",11,"","",[],77,48981,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1586,1587,1588,1589]",163,900,"","","[3880,3882,3883,3884,3885]",[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,349,358,374,366,839,883]","","","","","","","",[],"","",1253,"","Metadata/NPC/Shaper",6,858,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1012,"MapAtlasTerrace","Gardens",11,"","",[],77,36233,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds",832,[59],6,"[1352,1353,1354,1355]",163,900,"","",[1468],[],[],[],1,[],"","",[],0,[],"",100,"[65,66]",8,"","",7000,2000,"[57,169,349,365]","","","","","","","",[],"","",1254,"","Metadata/NPC/Shaper",6,842,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1013,"MapAtlasUndergroundRiver","Underground River",11,"","",[],77,27202,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1172,1173,1174,1175,1176,1177,1178,1179]",163,900,"","",[3116],[],[],[],1,[],"","",[],0,[],"",100,[64],8,"","",7000,2000,"[61,57,349,397]","","","","","","","",[],"","",1255,"","Metadata/NPC/Shaper",6,493,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1014,"MapAtlasUndergroundRiverUnique","Caer Blaidd, Wolfpack's Den",11,"","",[],77,39810,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1466],163,900,"","","[301,302,300]",[],[],[],1,[],"","",[],0,[],"",100,[64],0,"","",6000,2000,"[61,57,153,397,390]","","","","","","","",[],1,"","","","",7,582,0,"",0,0,0,0,0,1,1,47,0,0,[],98,5,0,0
1015,"MapAtlasBazaar","Bazaar",11,"","",[],78,40100,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1312,1313,1314,1315]",163,900,"","",[1896],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,349,358,847,883,989]","","","","","","","",[],"","",1256,"","Metadata/NPC/Shaper",6,524,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1016,"MapAtlasChateau","Chateau",11,"","",[],78,46201,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1443,1444,1445]",163,900,"","",[2436],[],[],[],1,[],"","",[],0,[],"",100,"[69,63,68]",8,"","",7000,2000,"[57,169,61,349,405,887,914,989]","","","","","","","",[],"","",1257,"","Metadata/NPC/Shaper",6,372,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1017,"MapAtlasChateauUnique","Perandus Manor",11,"","",[],78,64734,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1446,1447,1448,1449,1450,1451]",163,900,"","",[],[],[],[],1,[],"","",[],0,[],"",100,"[69,63,68]",0,"","",7000,2000,"[61,57,194,153,214,210,205,204,203,200,405,989]","","","","","","","",[],1,"","","","",7,382,0,"",0,0,0,0,0,1,1,47,0,0,[],99,5,0,0
1018,"MapAtlasExcavation","Excavation",11,"","",[],78,13174,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1398,1399,1400,1401]",163,900,"","","[3893,3938]",[],[],[],1,[],"","",[],0,[],"",100,"[64,67]",8,"","",7000,2000,"[61,57,349,383,397]","","","","","","","",[],"","",1258,"","Metadata/NPC/Shaper",6,615,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1019,"MapAtlasPrecinct","Precinct",11,"","",[],78,25020,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1304,1305,1306,1307]",163,900,"","","[2527,2539,2558,2571,2585,2591,2550]",[],[],[],1,[],"","",[],0,[],"",100,"[69,66]",8,"","",7000,2000,"[57,349,374,379,883,901]","","","","","","","",[],"","",1259,"","Metadata/NPC/Shaper",6,521,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1020,"MapAtlasTortureChamber","Primordial Blocks",11,"","",[],78,56054,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1087,1088,1089,1090]",163,900,"","",[7047],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[57,160,349,900,921]","","","","","","","",[],"","",1260,"","Metadata/NPC/Shaper",6,508,70000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1021,"MapAtlasTortureChamberUnique","Oba's Cursed Trove",11,"","",[],78,40507,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1458],163,900,"","",[],[],[],[],1,[],"","",[6562],0,[],"",100,[63],0,"","",6000,2000,"[61,153,57,164,192,214,210,205,203,200]","","","","","","","",[],1,"","","","",7,557,0,"",0,0,0,0,0,1,1,47,0,0,[],91,5,0,0
1022,"MapAtlasUndergroundSea","Underground Sea",11,"","",[],78,53764,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1119,1120,1121]",163,900,"","",[2362],[],[],[],1,[],"","",[],0,[],"",100,[64],8,"","",7000,2000,"[61,57,169,349,385,397,846,848,849]","","","","","","","",[],"","",1261,"","Metadata/NPC/Shaper",6,454,63000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1023,"MapAtlasWasteland","Wasteland",11,"","",[],78,17240,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1390,1391,1392,1393,1394,1395]",163,900,"","",[3849],[],[],[],1,[],"","",[],0,[],"",100,"[64,67]",8,"","",7000,2000,"[57,349,421,862]","","","","","","","",[],"","",1262,"","Metadata/NPC/Shaper",6,848,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1024,"MapAtlasCrematorium","Lava Chamber",11,"","",[],79,22933,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1160,1161,1162,1163]",163,900,"","",[2292],[],[],[],1,[],"","",[],0,[],"",100,[63],8,"","",7000,2000,"[61,57,307,349,403,444,849]","","","","","","","",[],"","",1263,"","Metadata/NPC/Shaper",6,468,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1025,"MapAtlasEstuary","Estuary",11,"","",[],79,52178,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1484,1485,1486,1487]",163,900,"","",[73],[],[],[],1,[],"","",[],0,[],"",100,[62],8,"","",7000,2000,"[169,57,162,349,403,467,839,990]","","","","","","","",[],"","",1264,"","Metadata/NPC/Shaper",6,590,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1026,"MapAtlasNecropolis","Necropolis",11,"","",[],79,51454,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1220,1221,1222,1223]",163,900,"","",[3375],[],[],[],1,[],"","",[],0,[],"",100,"[63,68]",8,"","",7000,2000,"[61,57,349,387]","","","","","","","",[],"","",1265,"","Metadata/NPC/Shaper",6,513,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1027,"MapAtlasNecropolisUnique","Death and Taxes",11,"","",[],79,25877,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1383],163,900,"","",[3038],[],[],[],1,[],"","",[],0,[],"",100,[63],0,"","",6000,2000,"[61,153,57,164,193,194,221]","","","","","","","",[],1,"","","","",7,878,0,"",0,0,0,0,0,1,1,47,0,0,[],93,5,0,0
1028,"MapAtlasPlateau","Plateau",11,"","",[],79,6917,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1103,1104,1105,1106,1107,1108,1109,1110]",163,900,"","","[1017,1020]",[],[],[],1,[],"","",[],0,[],"",100,[67],8,"","",7000,2000,"[57,169,349,467,839,852,889]","","","","","","","",[],"","",1266,"","Metadata/NPC/Shaper",6,446,47000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1029,"MapAtlasIvoryTemple","Ivory Temple",11,"","",[],79,61247,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1517,1518,1519,1520,1521]",163,900,"","","[8390,8393]",[],[],[],1,[],"","",[],0,[],"",100,"[68,100]",8,"","",7000,2000,"[61,57,349,405,98]","","","","","","","",[],"","",1267,"","Metadata/NPC/Shaper",6,601,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1030,"MapAtlasResidence","Residence",11,"","",[],79,26788,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1372],163,900,"","",[1977],[],[],[],1,[],"","",[],0,[],"",100,"[63,68,69]",8,"","",7000,2000,"[61,57,162,307,349,393,405,388,847,989]","","","","","","","",[],"","",1268,"","Metadata/NPC/Shaper",6,839,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1031,"MapAtlasShipyard","Shipyard",11,"","",[],79,12495,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1260,1261,1262,1263]",163,900,"","","[4285,4288,4290]",[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,169,349,366,401,467,839]","","","","","","","",[],"","",1269,"","Metadata/NPC/Shaper",6,531,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1032,"MapAtlasVault","Vault",11,"","",[],79,13103,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1522,1523,1524,1525]",163,900,"","",[4481],[],[],[],1,[],"","",[],0,[],"",100,"[68,63]",8,"","",7000,2000,"[61,57,169,349,405,846,850,985]","","","","","","","",[],"","",1270,"","Metadata/NPC/Shaper",6,602,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1033,"MapAtlasLair","Lair",11,"","",[],80,10416,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1544,1545,1546,1547]",163,900,"","",[4612],[],[],[],1,[],"","",[],0,[],"",100,"[64,67]",8,"","",7000,2000,"[57,162,349,373,390,397,882]","","","","","","","",[],"","",1271,"","Metadata/NPC/Shaper",6,853,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1034,"MapAtlasBeacon","Lighthouse",11,"","",[],80,17653,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1570,1571,1572,1573]",163,900,"","","[4339,4342,4344,4346]",[],[],[],1,[],"","",[],0,[],"",100,[62],8,"","",7000,2000,"[57,169,349,409,467,839,852]","","","","","","","",[],"","",1272,"","Metadata/NPC/Shaper",6,603,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1035,"MapAtlasGorge","Glacier",11,"","",[],80,9885,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1145,1146,1147,1148]",163,900,"","",[250],[],[],[],1,[],"","",[],0,[],"",100,"[67,64]",8,"","",7000,2000,"[57,162,349,402,888,413]","","","","","","","",[],"","",1273,"","Metadata/NPC/Shaper",6,683,45000,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1036,"MapAtlasHighGardens","Terrace",11,"","",[],80,29548,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1472,1473,1474,1475]",163,900,"","",[5680],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,162,160,349,365,417,923]","","","","","","","",[],"","",1274,"","Metadata/NPC/Shaper",6,584,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1037,"MapAtlasPlaza","Plaza",11,"","",[],80,35330,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1452,1453,1454,1455]",163,900,"","",[4522],[],[],[],1,[],"","",[],0,[],"",100,"[65,68,66]",8,"","",7000,2000,"[57,162,349,914]","","","","","","","",[],"","",1275,"","Metadata/NPC/Shaper",6,383,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1038,"MapAtlasScriptorium","Scriptorium",11,"","",[],80,24498,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1480,1481,1482,1483]",163,900,"","",[4138],[],[],[],1,[],"","",[],0,[],"",100,[66],8,"","",7000,2000,"[61,57,307,349,357,864,866]","","","","","","","",[],"","",1276,"","Metadata/NPC/Shaper",6,588,0,"",50,50,50,50,0,1,1,47,0,0,[],105,5,0,0
1039,"MapAtlasSulphurWastes","Leyline",11,"","",[],80,20369,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,"[1492,1493,1494,1495,1496,1497,1498]",163,900,"","",[3826],[],[],[],1,[],"","",[],0,[],"",100,"[69,63]",8,"","",7000,2000,"[61,57,169,349,401,879]","","","","","","","",[],"","",1277,"","Metadata/NPC/Shaper",6,592,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
1040,"MapAtlasWaterways","Waterways",11,"","",[],80,54489,14,16,"Art/Textures/Interface/LoadingImages/Maps.dds","",[59],6,[1396],163,900,"","",[4160],[],[],[],1,[],"","",[],0,[],"",100,[69],8,"","",7000,2000,"[57,169,307,349,375,850,987]","","","","","","","",[],"","",1278,"","Metadata/NPC/Shaper",6,554,0,"",50,50,50,50,0,1,1,47,0,0,[],80,5,0,0
