"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
2837,2361,1,1,"modify_portal_variation","","","This character's portals use the Void Emperor Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],467,"",""
2838,2362,1,1,"grant_micro","","","Attaches the Void Emperor Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],467,"",""
2839,2363,1,1,"grant_micro","","","Your Aura becomes a Void Emperor Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2840,2364,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Havenwood Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],471,"",""
2841,2366,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Havenwood Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],471,"",""
2842,2367,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Havenwood Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],471,"",""
2843,2365,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Havenwood Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],471,"",""
2844,2368,1,1,"grant_micro","","","Adds the Havenwood Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],471,"",""
2845,2369,1,1,"grant_micro","","","Attaches the Havenwood Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],471,"",""
2846,2370,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Havenwood Bow.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,[1],471,"",""
2847,2371,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Havenwood Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"","",[],[],[],0,[4],471,"",""
2848,2372,1,1,"modify_portal_variation","","","This character's portals use the Havenwood Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],471,"",""
2849,2373,1,1,"grant_micro","","","Adds the Divine Arcane Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],334,"",""
2850,2374,1,1,"modify_portal_variation","","","This character's portals use the Divine Arcane Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],342,"",""
2851,2375,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Axe to the Arcane Infernal Axe.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,[1],334,"",""
2852,2376,1,1,"grant_micro","","","Your Leap Slam becomes a Celestial Effect.",[],"","Leap Slam Skin","",[],[],0,"",0,"","",[],[],[],17,[36],346,"",""
2853,2377,1,1,"grant_micro","","","Your Raised Spectre's Skins become Celestial.",[],"","Raise Spectre Skin","",[],[],0,"",0,"","",[],[],[],17,[36],346,"",""
2854,2378,1,1,"grant_micro","","","Your Raised Zombies become Celestial.",[],"","Raise Zombie Skin","",[],[],0,"",0,"","",[],[],[],17,[36],346,"",""
2855,2379,1,1,"grant_micro","","","Your Summoned Skeletons' Skins become Celestial.",[],"","Summon Skeletons Skin","",[],[],0,"",0,"","",[],[],[],17,[36],346,"",""
2856,2380,1,1,"grant_micro","","","The Chiyou Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],469,"",""
2857,2381,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Chiyou Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],469,"",""
2858,2382,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Chiyou Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],469,"",""
2859,2383,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Chiyou Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],469,"",""
2860,2384,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Chiyou Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],469,"",""
2861,2385,1,1,"grant_micro","","","Adds the Chiyou Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469,"",""
2862,2386,1,1,"grant_micro","","","Adds the Chiyou Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],469,"",""
2863,2387,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand, Claw, Axe, Mace, Sword, Staff or Bow to the Chiyou Weapon Skin.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",469,"",""
2864,2388,1,1,"grant_micro","","","Adds the Chiyou Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",469,"",""
2865,2389,1,1,"grant_micro","","","Adds Chiyou Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],469,"",""
2866,2390,1,1,"grant_micro","","","Attaches the Chiyou Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],469,"",""
2867,2391,1,1,"modify_portal_variation","","","This character's portals use the Chiyou Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],469,"",""
2868,2392,1,1,"grant_micro","","","Adds the Chiyou Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],469,"",""
2869,2393,1,1,"grant_micro","","","Your Raise Spectre becomes an Arcane Effect.",[],"","Raise Spectre Skin","",[],[],0,"",0,"","",[],[],[],17,[36],334,"",""
2870,2394,1,1,"grant_micro","","","Your Summon Raging Spirit's Skins become Celestial.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"","",[],[],[],17,[36],346,"",""
2871,2395,1,1,"grant_micro","","","Your Pyroclast Mine becomes a Void Emperor Effect.",[],"","Pyroclast Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2872,2396,1,1,"grant_micro","","","Your Icicle Mine becomes a Void Emperor Effect.",[],"","Icicle Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2873,2397,1,1,"grant_micro","","","Your Stormblast Mine becomes a Void Emperor Effect.",[],"","Stormblast Mine Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2874,2398,1,1,"grant_micro","","","Your Blastchain Mine Support or High-Impact Mine Support becomes a Void Emperor Effect.",[],"","Remote Mine Support Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2875,2399,1,1,"grant_micro","","","Your Summon Skitterbots' Skins becomes a Void Emperor Effect.",[],"","Summon Skitterbots Skin","",[],[],0,"",0,"","",[],[],[],17,[36],467,"",""
2876,2400,1,1,"modify_portal_variation","","","This character's portals use the Celestial Steam-powered Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],346,"",""
2877,2401,1,1,"grant_micro","","","Adds the Stygian Phoenix Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],385,"",""
2878,2402,1,1,"grant_micro","","","Adds the Eye in the Back to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],334,"",""
2879,2403,1,1,"modify_portal_variation","","","This character's portals use the Devourer Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],479,"",""
2880,2404,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Basilisk Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],473,"",""
2881,2405,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Basilisk Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],473,"",""
2882,2406,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Basilisk Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],473,"",""
2883,2407,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Basilisk Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],473,"",""
2884,2408,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Basilisk Helmet.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],6,[7],473,"",""
2885,2409,1,1,"grant_micro","","","Adds the Basilisk Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",473,"",""
2886,2410,1,1,"grant_micro","","","The Basilisk Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],473,"",""
2887,2411,1,1,"grant_micro","","","Adds the Basilisk Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],473,"",""
2888,2412,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crusader Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],474,"",""
2889,2413,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crusader Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],474,"",""
2890,2414,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Crusader Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],474,"",""
2891,2415,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Crusader Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],474,"",""
2892,2416,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crusader Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],474,"",""
2893,2417,1,1,"grant_micro","","","Adds the Crusader Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],474,"",""
2894,2418,1,1,"grant_micro","","","The Crusader Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],474,"",""
2895,2419,1,1,"grant_micro","","","Adds the Crusader Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",474,"",""
2896,2420,1,1,"modify_portal_variation","","","This character's portals use the Crusader Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],474,"",""
2897,2421,1,1,"grant_micro","","","Adds the Crusader Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],474,"",""
2898,2422,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eyrie Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],475,"",""
2899,2423,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eyrie Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],475,"",""
2900,2424,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Eyrie Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],475,"",""
2901,2425,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Eyrie Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],475,"",""
2902,2426,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Eyrie Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],475,"",""
2903,2427,1,1,"grant_micro","","","Adds the Eyrie Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",475,"",""
2904,2428,1,1,"grant_micro","","","The Eyrie Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],475,"",""
2905,2429,1,1,"grant_micro","","","Adds the Eyrie Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],475,"",""
2906,2430,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Judicator Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],476,"",""
2907,2431,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Judicator Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],476,"",""
2908,2432,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Judicator Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],476,"",""
2909,2433,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Judicator Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],476,"",""
2910,2434,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Judicator Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],476,"",""
2911,2435,1,1,"grant_micro","","","Adds the Judicator Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",476,"",""
2912,2436,1,1,"grant_micro","","","The Judicator Gauntlet Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],476,"",""
2913,2437,1,1,"grant_micro","","","The Judicator Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],476,"",""
2914,2438,1,1,"grant_micro","","","Adds the Judicator Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],476,"",""
2915,2439,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Orion Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],477,"",""
2916,2440,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Orion Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],477,"",""
2917,2441,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Orion Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],477,"",""
2918,2442,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Orion Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],477,"",""
2919,2443,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Orion Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],477,"",""
2920,2444,1,1,"grant_micro","","","Adds the Orion Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],477,"",""
2921,2445,1,1,"grant_micro","","","Adds the Orion Wings I back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],477,"",""
2922,2446,1,1,"grant_micro","","","Adds the Orion Wings II back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],477,"",""
2923,2447,1,1,"grant_micro","","","Adds the Orion Wings III back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],477,"",""
2924,2448,1,1,"grant_micro","","","Adds the Orion Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",477,"",""
2925,2449,1,1,"modify_portal_variation","","","This character's portals use the Orion Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],477,"",""
2926,2451,1,1,"grant_micro","","","The Orion Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],477,"",""
2927,2452,1,1,"grant_micro","","","Adds the Orion Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],477,"",""
2928,2453,1,1,"grant_micro","","","Adds the Damnation Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",478,"",""
2929,2454,1,1,"grant_micro","","","Attaches the Damnation Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],478,"",""
2930,2455,1,1,"grant_micro","","","Adds the Damnation Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],478,"",""
2931,2456,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eternal Damnation Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],478,"",""
2932,2457,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Eternal Damnation Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],478,"",""
2933,2458,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Eternal Damnation Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],478,"",""
2934,2459,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Eternal Damnation Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],478,"",""
2935,2460,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Eternal Damnation Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],478,"",""
2936,2461,1,1,"grant_micro","","","Adds the Eternal Damnation Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],478,"",""
2937,2462,1,1,"grant_micro","","","Adds the Sanctum Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",478,"",""
2938,2463,1,1,"grant_micro","","","Adds the Sanctum Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],478,"",""
2939,2464,1,1,"grant_micro","","","Adds the Sanctum Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],478,"",""
2940,2465,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Grand Sanctum Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],478,"",""
2941,2466,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Grand Sanctum Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],478,"",""
2942,2467,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Grand Sanctum Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],478,"",""
2943,2468,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Grand Sanctum Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],478,"",""
2944,2469,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Grand Sanctum Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],478,"",""
2945,2470,1,1,"grant_micro","","","Adds the Grand Sanctum Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],478,"",""
2946,2473,1,1,"grant_micro","","","Adds Metamorph Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],478,"",""
2947,2474,1,1,"grant_micro","","","Adds the Metamorph Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",478,"",""
2948,2475,1,1,"modify_portal_variation","","","This character's portals use the Metamorph Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],478,"",""
2949,2476,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Metamorph Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],478,"",""
2950,2477,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Tencent Metamorph Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],478,"",""
2951,2471,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Purple Smoking Hood.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],348,"",""
2952,2472,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Purple Eyes.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",348,"",""
2953,2478,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Black Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2954,2479,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Black Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2955,2480,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Black Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],472,"",""
2956,2481,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Black Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],472,"",""
2957,2482,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Black Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],472,"",""
2958,2483,1,1,"grant_micro","","","Adds the Black Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2959,2484,1,1,"grant_micro","","","Adds the Black Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2960,2485,1,1,"grant_micro","","","Your Flame Dash becomes a Black Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],472,"",""
2961,2486,1,1,"grant_micro","","","Your Aura becomes a Black Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],472,"",""
2962,2487,1,1,"grant_micro","","","This character's portals use the Black Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],472,"",""
2963,2488,1,1,"grant_micro","","","Adds Black Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],472,"",""
2964,2491,1,1,"grant_micro","","","Attaches the Black Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],472,"",""
2965,2489,1,1,"grant_micro","","","Adds the Black Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",472,"",""
2966,2490,1,1,"grant_micro","","","Changes the appearance of any equipped Sword to the Black Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",472,"",""
2967,2492,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the White Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2968,2493,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the White Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2969,2494,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the White Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],472,"",""
2970,2495,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the White Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],472,"",""
2971,2496,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the White Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],472,"",""
2972,2497,1,1,"grant_micro","","","Adds the White Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2973,2498,1,1,"grant_micro","","","Adds the White Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2974,2499,1,1,"grant_micro","","","Your Aura becomes a White Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],472,"",""
2975,2500,1,1,"grant_micro","","","Your Herald becomes a White Effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],472,"",""
2976,2501,1,1,"grant_micro","","","This character's portals use the White Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],472,"",""
2977,2502,1,1,"grant_micro","","","Adds White Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],472,"",""
2978,2504,1,1,"grant_micro","","","Adds the White Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",472,"",""
2979,2505,1,1,"grant_micro","","","Changes the appearance of any equipped Staff or Wand to the White Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",472,"",""
2980,2503,1,1,"grant_micro","","","Attaches the White Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],472,"",""
2981,2506,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Black and White Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2982,2507,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Black and White Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],472,"",""
2983,2508,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Black and White Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],472,"",""
2984,2509,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Black and White Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],472,"",""
2985,2510,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Black and White Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],472,"",""
2986,2511,1,1,"grant_micro","","","Adds the Black and White Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2987,2512,1,1,"grant_micro","","","Adds the Black and White Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],472,"",""
2988,2513,1,1,"grant_micro","","","Adds Black and White Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],472,"",""
2989,2514,1,1,"grant_micro","","","This character's portals use the Black and White Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],472,"",""
2990,2515,1,1,"grant_micro","","","Your Blood and Sand and Flesh and Stone becomes a Black and White Effect.",[],"","Blood and Sand Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],472,"",""
2991,2516,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Coldsnap Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],481,"",""
