"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32"
443,6094,9022,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat three times when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13619,"","","",1,"","","",1,1,"",187,"","",1
444,6095,9023,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13620,"","","",1,"","","",1,1,"",38,"","",2
445,6096,9024,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13621,"","","",1,"","","",1,1,"",429,"","",2
446,6097,9025,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13622,9026,"","",1,"","","",1,1,"",197,"","",2
447,6098,9027,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13623,"","","",1,"","","",1,1,"",176,"","",2
448,6099,9028,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13624,"","","",1,"","","",1,1,"",173,"","",2
449,6100,9029,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13625,"","","",1,"","","",1,1,"",326,"","",2
450,6101,9030,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first two times they hit an enemy and don't pierce it.",13626,"","","",1,"","","",1,1,"",178,"","",2
451,6102,9031,0,100,0,"[10,16,5]","","","Supports projectile skills.",13627,"","","",1,"","","",1,1,"",35,"","",2
452,6103,9032,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13628,"","","",1,"","","",1,1,"",306,"","",2
453,6104,9033,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13629,"","","",1,"","","",1,1,"",304,"","",2
454,6105,9034,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13630,"","","",1,"","","",1,1,"",230,"","",2
455,6106,9035,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13631,"","","",1,"","","",1,1,"",61,"","",3
456,6107,9036,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13632,"","","",1,"","","",1,1,"",41,"","",3
457,6108,9037,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13633,"","","",1,"","","",1,1,"",270,"","",3
458,6109,9038,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13634,9039,"","",1,"","","",1,1,"",320,"","",3
459,6110,9040,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13635,"","","",1,"","","",1,1,"",305,"","",3
460,6111,9041,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13636,9042,"","",1,"","","",1,1,"",194,"","",3
461,6112,9043,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13637,"","","",1,"","","",1,1,"",314,"","",3
462,6113,9044,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13638,"","","",1,"","","",1,1,"",40,"","",3
463,6114,9045,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13639,"","","",1,"","","",1,1,"",174,"","",3
464,6115,9046,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13640,"","","",1,"","","",1,1,"",107,"","",3
465,6116,9047,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13641,"","","",1,"","","",1,1,"",345,"","",3
466,6117,9048,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13642,"","","",1,"","","",1,1,"",188,"","",3
467,6118,9049,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13643,"","","",1,"","","",1,1,"",333,"","",3
468,6119,9050,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13644,"","","",1,"","","",1,1,"",389,"","",3
469,6120,2398,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13645,"","","",1,"","","",1,1,"",200,"","",1
470,6121,2857,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13646,"","","",1,"","","",1,1,"",233,"","",3
471,6122,2648,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13647,"","","",1,"","","",1,1,"",215,"","",2
472,6126,9259,0,0,100,"[11,25,4,15,34,2,46]","","","","","","","","","","","",1,1,"","","","",3
473,6124,9260,0,100,0,"[10,25,4,15]","","","","","","","","","","","",1,1,"","","","",2
474,6035,9261,0,0,100,"[11,25,4,14,30,2,15,46]","","","","",9262,"","","","","","",1,1,"","","","",3
475,6127,9263,0,0,100,"[11,25,13,5]","","","","","","","","","","","",1,1,"","","","",3
476,6128,9264,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2
477,6129,9266,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2
478,6125,9268,0,0,100,"[26,11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9267,"","Spellslinger Support","","","","",1,1,"","","","",3
479,6132,9269,0,0,100,"[2,46,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support arcane skills, Vaal skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.",13649,"","","",1,"","","",1,1,"","","","",3
480,6133,9409,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.",13648,"","","",1,"","","",1,1,"","","","",2
481,6135,9482,0,0,100,"[26,11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9481,"","Arcanist Brand Support","","","","",1,"","","","","",3
482,6136,7883,100,0,0,"[27,9,25,14,15,33]","","","","","","","","","","","",1,1,"","","","",1
483,5926,9484,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1
484,6137,9485,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1
485,6138,9487,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","","","","","",1,1,"","","","",3
486,6139,9488,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","","","","","",1,1,"","","","",3
487,6140,9489,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","","","","","",1,1,"","","","",1
488,6141,9490,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9491,"","General's Cry Support","","","","",1,"","","","","",1
489,6134,9496,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.",13651,"","","",1,"","","",1,1,"","","","",1
490,6142,9502,0,0,100,"[32,11,16]","","","Supports skills which create brands.",13652,"","","",1,"","","",1,1,"","","","",3
491,6143,9511,100,0,0,"[27,9,16]","","","Supports warcry skills.",13650,"","","",1,"","","",1,1,"","","","",1
492,6144,9644,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3
493,6145,9648,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3
494,6146,9650,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
495,6147,9652,0,40,60,"[47,11,25,4,14,15,1]","","","","","","","","","","","",1,1,"","","","",3
496,6148,9653,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2
497,6149,9654,0,0,100,"[11,25,4,14,15,2,46]","","","","","","","","","","","",1,1,"","","","",3
498,6150,9655,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3
499,6151,9664,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.",13654,9666,"","",1,"","","","",1,"","","","",3
500,6152,9677,0,0,100,"[11,25,4,14,3,42]","","","","","","","","","","","",1,1,"","","","",3
501,6153,9678,0,40,60,"[11,16,5,4]","","","Supports projectile spells you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",23398,"","","",1,"","","",1,1,"","","","",3
502,6154,9848,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2
503,6155,9849,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3
504,6156,9851,0,40,60,"[11,16]","","","Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",23543,"","","",1,"","","",1,1,"","","","",3
505,6157,5893,0,0,0,"[25,4,14,12,3,26]","","","","","","","","","","","",1,1,"","","","",4
506,6158,5545,0,0,100,"[11,25,4,14,12,3]","","","","","","","","","","","",1,1,"","","","",3
507,6159,4328,0,0,0,"[25,4,14,15,24,12]","",1,"","","","","","","","","",1,1,"","","","",4
508,6160,7947,0,0,0,"[25,4,14,12,26]","","","","","","","","","","","",1,1,"","","","",4
509,6161,9970,60,0,40,"[9,25,4,18,33,15]","","","","","","","","","","","",1,1,"","","","",1
510,6162,9976,100,0,0,"[9,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",1
511,6163,9981,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support triggered skills, skills which create minions, or skills used by totems, traps or mines.",13655,"","","",1,"","","",1,1,"","","","",1
512,6164,9995,60,0,40,"[9,25,4,33,14,15]","","","","","","","","","","","",1,1,"","","","",1
513,6165,10033,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1
514,6166,10034,60,0,40,"[9,16,15]","","","Supports any skill that hits enemies. Minions cannot gain Cruelty.",13656,"","","",1,"","","",1,1,"","","","",1
515,6167,10050,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.",13657,"","","",1,"","","",1,1,"","","","",1
516,6205,5071,0,60,40,"[10,25,13,14,30,33,7]","","","","","","","","","","","",1,1,"","","","",2
517,6206,2206,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2
518,6207,264,40,60,0,"[47,10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2
519,6208,5119,40,60,0,"[10,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",2
520,6209,8805,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1
521,6210,8812,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1
522,6211,4733,100,0,0,"[9,25,13,14,15,40,7]","","","","","","","","","","","",1,1,"","","","",1
523,6212,4803,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1
524,6213,5116,100,0,0,"[9,25,13,19,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
525,6214,9492,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9493,"","General's Cry Support","","","","",1,"","","","","",1
526,6215,98,100,0,0,"[9,25,13,14,22,35,40,7]","","","","","","","","","","","",1,1,"","","","",1
527,6216,187,100,0,0,"[9,25,13,14,22,35,33,7]","","","","","","","","","","","",1,1,"","","","",1
528,6217,7971,0,100,0,"[10,25,22,14,30,13,2,7]","","","","","","","","","","","",1,1,"","","","",2
529,6218,849,100,0,0,"[9,25,13,7,36,1]","","","","","","","","","","","",1,1,"","","","",1
530,6219,4142,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1
531,6220,3267,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","","","","","",1,1,"","","","",1
532,6221,8082,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","","","","","",1,1,"","","","",1
533,6222,5428,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2
534,6223,2505,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2
535,6224,8989,0,60,40,"[10,25,13,5,3,15]","","","","","","","","","","","",1,1,"","","","",2
536,6225,276,0,60,40,"[10,25,13,22,35,7]","","","","","","","","","","","",1,1,"","","","",2
537,6226,1682,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2
538,6227,7985,0,100,0,"[10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2
539,6228,8199,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2
540,6229,8206,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2
541,6230,3978,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2
542,6231,9006,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2
543,6232,4567,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2
544,6233,246,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","","","","","",1,1,"","","","",2
545,6234,9265,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2
546,6235,4607,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2
547,6236,4595,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2
548,6237,9996,60,0,40,"[9,25,4,33,14,15]","","","","","","","","","","","",1,1,"","","","",1
549,6238,9649,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3
550,6239,8705,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3
551,6240,1166,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3
552,6241,4990,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
553,6242,59,0,0,100,"[11,25,4,14,1,38]","","","","","","","","","","","",1,1,"","","","",3
554,6243,3667,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3
555,6244,8649,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3
556,6245,4412,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3
557,6246,2659,0,0,100,"[11,25,4,14,15,2]","","","","","","","","","","","",1,1,"","","","",3
558,6247,7357,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","","","","","",1,1,"","","","",2
559,6248,4629,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3
560,6249,9850,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3
561,6250,8699,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3
562,6251,5048,0,0,100,"[11,25,4,3,14,30,15]","","","","","","","","","","","",1,1,"","","","",3
563,6252,4773,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3
564,6253,1978,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3
565,6254,5017,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3
566,6255,2038,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1
567,6256,9012,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2
568,6257,4467,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2
569,6258,1827,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2
570,6259,4479,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2
571,6260,2413,0,40,60,"[20,47,11,25,4,5,2]","","","","","","","","","","","",1,1,"","","","",3
572,6261,7959,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3
573,6262,7953,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2
574,6263,7956,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3
575,6264,8777,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2
576,6265,1718,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1
577,6266,1776,0,0,75,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
578,6267,8807,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1
579,6268,8797,0,50,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","","","",2
580,6269,2865,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2
581,6270,4558,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2
582,6271,3469,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2
583,6272,1022,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",3
584,6273,997,60,40,0,"[9,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",1
585,6274,987,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3
586,6275,1035,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1
587,6276,7834,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","",1,1,"","","","",3
588,6277,228,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1
589,6278,1809,100,0,0,"[19,12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1
590,6279,1066,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","",1,1,"","","","",3
591,6280,4298,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","","","",3
592,6281,8823,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","","","",3
593,6282,2456,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","","","",2
594,6283,2257,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.","","","","",1,"","","",1,1,"","","","",1
595,6284,7565,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3
596,6285,8774,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3
597,6286,8407,60,0,40,"[19,9,16]","","","Supports skills which summon totems.","","","","",1,"","","",1,1,"","","","",1
598,6287,539,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2
599,6288,544,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3
600,6289,8908,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.","","","","",1,"","","",1,1,"","","","",1
601,6290,531,0,100,0,"[13,10,16]","","","Supports attack skills.","","","","",1,"","","",1,1,"","","","",2
602,6291,940,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.","","","","",1,"","","",1,1,"","","","",3
603,6292,2079,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.","","","","",1,"","","",1,1,"","","","",1
604,6293,1785,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","","","",1,"","","",1,1,"","","","",1
605,6294,839,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","","","",1,"","","",1,1,"","","","",2
606,6295,5059,0,100,0,"[20,10,16]","","","Supports skills which throw traps.","","","","",1,"","","",1,1,"","","","",2
607,6296,535,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2
608,6297,7563,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.","","","","",1,"","","",1,1,"","","","",2
609,6298,542,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.","","","","",1,"","","",1,1,"","","","",3
610,6299,1964,0,100,0,"[10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2
611,6300,10051,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.","","","","",1,"","","",1,1,"","","","",1
612,6301,1157,100,0,0,"[9,16,15]","","","Supports any skill with a duration.","","","","",1,"","","",1,1,"","","","",1
613,6302,2577,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.","","","","",1,"","","",1,1,"","","","",1
614,6303,5598,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.","",5600,"","",1,"","","",1,1,"","","","",3
615,6304,9665,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.","",9667,"","",1,"","","","",1,"","","","",3
616,6305,7567,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.","","","","",1,"","","",1,1,"","","","",1
617,6168,10110,60,40,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1
618,6169,10111,0,40,60,"[11,25,4,14,3,2,38,15]","","","","","","","","","","","",1,1,"","","","",3
619,6170,10112,100,0,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1
620,6171,10125,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2
621,6172,10113,60,0,40,"[27,47,26,9,25,14,15]","","","Supports spell skills, causing them to be triggered. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10114,"","Battlemage's Cry Support","","","","",1,"","","","","",1
622,6173,10115,100,0,0,"[13,7,40,14,9,16,19]","","","Supports slam skills, causing them to summon an ancestor totem that uses the skill for you while you're near it. Being near it grants you increased area of effect for melee skills.",13659,"","","",1,"","","",1,1,"","","","",1
623,6174,10116,60,0,40,"[9,25,4,8,15,14,33,2]","","","","","","","","","","","",1,1,"","","","",1
624,6306,9003,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.","","","","",1,"","","",1,1,"","","","",2
625,6307,4140,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.","","","","",1,"","","",1,1,"","","","",3
626,6308,2580,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","","","",1,"","","",1,1,"","","","",2
627,6309,9497,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.","","","","",1,"","","",1,1,"","","","",1
628,6310,4342,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.","","","","",1,"","","",1,1,"","","","",1
629,6311,9410,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.","","","","",1,"","","",1,1,"","","","",2
630,6312,2259,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.","","","","",1,"","","",1,1,"","","","",3
631,6313,7569,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","","","","",1,"","","",1,1,"","","","",3
632,6314,2265,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1
633,6315,1799,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1
634,6316,1763,0,100,0,"[10,25,13,5,0,6]","","","","","","","","","","","",1,1,"","","","",2
635,6317,577,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","","","","","",1,1,"","","","",2
636,6318,4586,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2
637,6319,1097,0,0,100,"[11,25,4,8,15]","","","","","",10247,"","","","","",1,1,"","","","",3
638,6320,2804,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3
639,6321,315,0,60,40,"[10,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",2
640,6322,1932,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2
641,6323,7316,0,60,40,"[10,25,4,5,14,33]","","","","","","","","","","","",1,1,"","","","",2
642,6324,2138,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3
643,6325,9645,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3
644,6326,7962,0,40,60,"[11,25,4,14,1,15]","","","","","","","","","","","",1,1,"","","","",3
645,6327,5128,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3
