"rownum","string","[rid]","[i32]","string","bool","i32","i32","i32","rid","i32","i32","i32","string","string","string","rid","rid","i32","i32","i32","bool","[rid]","[string]"
207,"DeferredRewardFloorCurrencyStackedDeck4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,4,5,0,"",[],[]
208,"DeferredRewardFloorCurrencyStackedDeck8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,8,5,0,"",[],[]
209,"DeferredRewardFloorCurrencyVeiledChaosOrb1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",3,22,1,5,0,"",[],[]
210,"DeferredRewardFloorCurrencyOrbofAnnulment1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",203,23,1,5,0,"",[],[]
211,"DeferredRewardFloorCurrencyDivineOrb1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",22,24,1,5,0,"",[],[]
212,"DeferredRewardFloorCurrencyExaltedOrb1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",13,25,1,5,0,"",[],[]
213,"DeferredRewardFloorCurrencyDivineVessel1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6925,26,1,5,0,"",[],[]
214,"DeferredRewardFloorCurrencySacredOrb1",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",24,27,1,5,0,"",[],[]
215,"DeferredRewardBossCurrencyOrbofAlteration8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,8,5,0,"",[],[]
216,"DeferredRewardBossCurrencyOrbofAlteration10",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,10,5,0,"",[],[]
217,"DeferredRewardBossCurrencyOrbofAlteration14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,14,5,0,"",[],[]
218,"DeferredRewardBossCurrencyOrbofAlteration18",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,18,5,0,"",[],[]
219,"DeferredRewardBossCurrencyOrbofAlteration30",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,30,5,0,"",[],[]
220,"DeferredRewardBossCurrencyOrbofChance8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,8,5,0,"",[],[]
221,"DeferredRewardBossCurrencyOrbofChance10",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,10,5,0,"",[],[]
222,"DeferredRewardBossCurrencyOrbofChance14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,14,5,0,"",[],[]
223,"DeferredRewardBossCurrencyOrbofChance18",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,18,5,0,"",[],[]
224,"DeferredRewardBossCurrencyOrbofChance30",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,30,5,0,"",[],[]
225,"DeferredRewardBossCurrencyGlassblowersBauble8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",17,2,8,5,0,"",[],[]
226,"DeferredRewardBossCurrencyGlassblowersBauble10",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",17,2,10,5,0,"",[],[]
227,"DeferredRewardBossCurrencyGlassblowersBauble14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",17,2,14,5,0,"",[],[]
228,"DeferredRewardBossCurrencyGlassblowersBauble18",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",17,2,18,5,0,"",[],[]
229,"DeferredRewardBossCurrencyGlassblowersBauble30",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",17,2,30,5,0,"",[],[]
230,"DeferredRewardBossCurrencyChromaticOrb8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,8,5,0,"",[],[]
231,"DeferredRewardBossCurrencyChromaticOrb10",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,10,5,0,"",[],[]
232,"DeferredRewardBossCurrencyChromaticOrb14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,14,5,0,"",[],[]
233,"DeferredRewardBossCurrencyChromaticOrb18",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,18,5,0,"",[],[]
234,"DeferredRewardBossCurrencyChromaticOrb30",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,30,5,0,"",[],[]
235,"DeferredRewardBossCurrencyJewellersOrb8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,8,5,0,"",[],[]
236,"DeferredRewardBossCurrencyJewellersOrb10",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,10,5,0,"",[],[]
237,"DeferredRewardBossCurrencyJewellersOrb14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,14,5,0,"",[],[]
238,"DeferredRewardBossCurrencyJewellersOrb18",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,18,5,0,"",[],[]
239,"DeferredRewardBossCurrencyJewellersOrb30",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,30,5,0,"",[],[]
240,"DeferredRewardBossCurrencyOrbofAlchemy5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,5,5,0,"",[],[]
241,"DeferredRewardBossCurrencyOrbofAlchemy7",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,7,5,0,"",[],[]
242,"DeferredRewardBossCurrencyOrbofAlchemy9",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,9,5,0,"",[],[]
243,"DeferredRewardBossCurrencyOrbofAlchemy12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,12,5,0,"",[],[]
244,"DeferredRewardBossCurrencyOrbofAlchemy20",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,20,5,0,"",[],[]
245,"DeferredRewardBossCurrencyOrbofFusing5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,5,5,0,"",[],[]
246,"DeferredRewardBossCurrencyOrbofFusing7",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,7,5,0,"",[],[]
247,"DeferredRewardBossCurrencyOrbofFusing9",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,9,5,0,"",[],[]
248,"DeferredRewardBossCurrencyOrbofFusing12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,12,5,0,"",[],[]
249,"DeferredRewardBossCurrencyOrbofFusing20",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,20,5,0,"",[],[]
250,"DeferredRewardBossCurrencyOrbofScouring4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,4,5,0,"",[],[]
251,"DeferredRewardBossCurrencyOrbofScouring5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,5,5,0,"",[],[]
252,"DeferredRewardBossCurrencyOrbofScouring6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,6,5,0,"",[],[]
253,"DeferredRewardBossCurrencyOrbofScouring8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,8,5,0,"",[],[]
254,"DeferredRewardBossCurrencyOrbofScouring14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,14,5,0,"",[],[]
255,"DeferredRewardBossCurrencyCartographersChisel6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",25,8,6,5,0,"",[],[]
256,"DeferredRewardBossCurrencyCartographersChisel8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",25,8,8,5,0,"",[],[]
257,"DeferredRewardBossCurrencyCartographersChisel14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",25,8,14,5,0,"",[],[]
258,"DeferredRewardBossCurrencyChaosOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,4,5,0,"",[],[]
259,"DeferredRewardBossCurrencyChaosOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,5,5,0,"",[],[]
260,"DeferredRewardBossCurrencyChaosOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,6,5,0,"",[],[]
261,"DeferredRewardBossCurrencyChaosOrb8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,8,5,0,"",[],[]
262,"DeferredRewardBossCurrencyChaosOrb14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,14,5,0,"",[],[]
263,"DeferredRewardBossCurrencyOrbofBinding4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",204,10,4,5,0,"",[],[]
264,"DeferredRewardBossCurrencyOrbofBinding5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",204,10,5,5,0,"",[],[]
265,"DeferredRewardBossCurrencyOrbofBinding6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",204,10,6,5,0,"",[],[]
266,"DeferredRewardBossCurrencyOrbofBinding8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",204,10,8,5,0,"",[],[]
267,"DeferredRewardBossCurrencyOrbofBinding14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",204,10,14,5,0,"",[],[]
268,"DeferredRewardBossCurrencyOrbofRegret4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,4,5,0,"",[],[]
269,"DeferredRewardBossCurrencyOrbofRegret5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,5,5,0,"",[],[]
270,"DeferredRewardBossCurrencyOrbofRegret6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,6,5,0,"",[],[]
271,"DeferredRewardBossCurrencyOrbofRegret8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,8,5,0,"",[],[]
272,"DeferredRewardBossCurrencyOrbofRegret14",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,14,5,0,"",[],[]
273,"DeferredRewardBossCurrencyGemcuttersPrism4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",18,12,4,5,0,"",[],[]
274,"DeferredRewardBossCurrencyGemcuttersPrism5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",18,12,5,5,0,"",[],[]
275,"DeferredRewardBossCurrencyGemcuttersPrism6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",18,12,6,5,0,"",[],[]
276,"DeferredRewardBossCurrencyGemcuttersPrism12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",18,12,12,5,0,"",[],[]
277,"DeferredRewardBossCurrencyBlessedOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",23,13,4,5,0,"",[],[]
278,"DeferredRewardBossCurrencyBlessedOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",23,13,5,5,0,"",[],[]
279,"DeferredRewardBossCurrencyBlessedOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",23,13,6,5,0,"",[],[]
280,"DeferredRewardBossCurrencyBlessedOrb12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",23,13,12,5,0,"",[],[]
281,"DeferredRewardBossCurrencyVaalOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",33,14,4,5,0,"",[],[]
282,"DeferredRewardBossCurrencyVaalOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",33,14,5,5,0,"",[],[]
283,"DeferredRewardBossCurrencyVaalOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",33,14,6,5,0,"",[],[]
284,"DeferredRewardBossCurrencyVaalOrb12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",33,14,12,5,0,"",[],[]
285,"DeferredRewardBossCurrencyOrbofHorizons6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",205,15,6,5,0,"",[],[]
286,"DeferredRewardBossCurrencyOrbofHorizons8",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",205,15,8,5,0,"",[],[]
287,"DeferredRewardBossCurrencyOrbofHorizons12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",205,15,12,5,0,"",[],[]
288,"DeferredRewardBossCurrencyInstillingOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,4,5,0,"",[],[]
289,"DeferredRewardBossCurrencyInstillingOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,5,5,0,"",[],[]
290,"DeferredRewardBossCurrencyInstillingOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,6,5,0,"",[],[]
291,"DeferredRewardBossCurrencyInstillingOrb12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,12,5,0,"",[],[]
292,"DeferredRewardBossCurrencyRegalOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",14,17,4,5,0,"",[],[]
293,"DeferredRewardBossCurrencyRegalOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",14,17,5,5,0,"",[],[]
294,"DeferredRewardBossCurrencyRegalOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",14,17,6,5,0,"",[],[]
295,"DeferredRewardBossCurrencyRegalOrb12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",14,17,12,5,0,"",[],[]
296,"DeferredRewardBossCurrencyEnkindlingOrb4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,4,5,0,"",[],[]
297,"DeferredRewardBossCurrencyEnkindlingOrb5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,5,5,0,"",[],[]
298,"DeferredRewardBossCurrencyEnkindlingOrb6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,6,5,0,"",[],[]
299,"DeferredRewardBossCurrencyEnkindlingOrb12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,12,5,0,"",[],[]
300,"DeferredRewardBossCurrencyOrbofUnmaking5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9,19,5,5,0,"",[],[]
301,"DeferredRewardBossCurrencyOrbofUnmaking6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9,19,6,5,0,"",[],[]
302,"DeferredRewardBossCurrencyOrbofUnmaking12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",9,19,12,5,0,"",[],[]
303,"DeferredRewardBossCurrencyAwakenedSextant16",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",181,20,16,5,0,"",[],[]
304,"DeferredRewardBossCurrencyStackedDeck4",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,4,5,0,"",[],[]
305,"DeferredRewardBossCurrencyStackedDeck5",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,5,5,0,"",[],[]
306,"DeferredRewardBossCurrencyStackedDeck6",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,6,5,0,"",[],[]
307,"DeferredRewardBossCurrencyStackedDeck12",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,12,5,0,"",[],[]
308,"DeferredRewardBossCurrencyVeiledChaosOrb2",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",3,22,2,5,0,"",[],[]
309,"DeferredRewardBossCurrencyOrbofAnnulment2",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",203,23,2,5,0,"",[],[]
310,"DeferredRewardBossCurrencyDivineOrb2",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",22,24,2,5,0,"",[],[]
311,"DeferredRewardBossCurrencyExaltedOrb2",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",13,25,2,5,0,"",[],[]
312,"DeferredRewardBossCurrencyDivineVessel3",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6925,26,3,5,0,"",[],[]
313,"DeferredRewardBossCurrencySacredOrb2",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",24,27,2,5,0,"",[],[]
314,"DeferredRewardBossCurrencyMirrorofKalandra1",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",5,28,1,5,0,"",[],[]
315,"HardModeDeferredRewardFloorCurrencyTransmutation",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",10,31,1,5,0,"",[],[]
316,"HardModeDeferredRewardFloorCurrencyAugmentation",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",15,32,1,5,0,"",[],[]
317,"HardModeDeferredRewardFloorCurrencyChance",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,1,5,0,"",[],[]
318,"HardModeDeferredRewardFloorCurrencyAlteration",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,1,5,0,"",[],[]
319,"HardModeDeferredRewardFloorCurrencyChromatic",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,1,5,0,"",[],[]
320,"HardModeDeferredRewardFloorCurrencyJeweller",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,1,5,0,"",[],[]
321,"HardModeDeferredRewardFloorCurrencyFusing",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,1,5,0,"",[],[]
322,"HardModeDeferredRewardFloorCurrencyAlchemy",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,1,5,0,"",[],[]
323,"HardModeDeferredRewardBossCurrencyTransmutation",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",10,31,2,5,0,"",[],[]
324,"HardModeDeferredRewardBossCurrencyAugmentation",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",15,32,2,5,0,"",[],[]
325,"HardModeDeferredRewardBossCurrencyChance",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",7,1,2,5,0,"",[],[]
326,"HardModeDeferredRewardBossCurrencyAlteration",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",11,0,2,5,0,"",[],[]
327,"HardModeDeferredRewardBossCurrencyChromatic",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",19,3,2,5,0,"",[],[]
328,"HardModeDeferredRewardBossCurrencyJeweller",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",21,4,2,5,0,"",[],[]
329,"HardModeDeferredRewardBossCurrencyFusing",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",20,6,2,5,0,"",[],[]
330,"HardModeDeferredRewardBossCurrencyAlchemy",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",6,5,2,5,0,"",[],[]
331,"HardModeDeferredRewardBossCurrencyChaos",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",2,9,1,5,0,"",[],[]
332,"HardModeDeferredRewardBossCurrencyScouring",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",12,7,1,5,0,"",[],[]
333,"HardModeDeferredRewardBossCurrencyRegret",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",8,11,1,5,0,"",[],[]
334,"HardModeDeferredRewardBossCurrencyVaal",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",33,14,1,5,0,"",[],[]
335,"HardModeDeferredRewardBossCurrencyBlessed",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",23,13,1,5,0,"",[],[]
336,"HardModeDeferredRewardBossCurrencyRegal",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",14,17,1,5,0,"",[],[]
337,"HardModeDeferredRewardBossCurrencyExalted",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",13,25,1,5,0,"",[],[]
338,"HardModeDeferredRewardBossCurrencyDivine",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",22,24,1,5,0,"",[],[]
339,"HardModeDeferredRewardBossCurrencyAnnulment",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",203,23,1,5,0,"",[],[]
340,"HardModeDeferredRewardBossCurrencySacred",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",24,27,1,5,0,"",[],[]
341,"HardModeDeferredRewardBossCurrencyMirror",[],[],"",1,335544320,242,184549376,16777216,0,-16843010,-16843010,"","","",5,28,1,5,0,"",[],[]
