"rownum","BaseItemTypesKey","ReqStr","ReqDex","ReqInt"
728,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow18",0,212,0
729,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow19",0,212,0
730,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow20",0,212,0
731,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow21",0,212,0
732,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow22",0,212,0
733,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowM3",0,222,0
734,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowE1",0,101,0
735,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowE2",0,161,0
736,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowE3",0,212,0
737,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow1Royale",0,14,0
738,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff1",12,0,12
739,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff2",20,0,20
740,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff3",35,0,35
741,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff4",27,0,27
742,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff5",43,0,43
743,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff6",51,0,51
744,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff7",59,0,59
745,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffM1",66,0,66
746,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff8",65,0,65
747,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff9",78,0,78
748,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff10",72,0,72
749,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff11",85,0,85
750,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff12",89,0,89
751,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff13",94,0,94
752,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffM2",101,0,101
753,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff14",99,0,99
754,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff15",113,0,113
755,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff16",113,0,113
756,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff17",113,0,113
757,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff18",113,0,113
758,"Metadata/Items/Weapons/TwoHandWeapons/Staves/Staff19",113,0,113
759,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffM3",117,0,117
760,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffE1",54,0,54
761,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffE2",86,0,86
762,"Metadata/Items/Weapons/TwoHandWeapons/Staves/StaffE3",117,0,117
763,"Metadata/Items/Weapons/TwoHandWeapons/Staves/WarstaffE1",54,0,54
764,"Metadata/Items/Weapons/TwoHandWeapons/Staves/WarstaffE2",86,0,86
765,"Metadata/Items/Weapons/TwoHandWeapons/Staves/WarstaffE3",117,0,117
766,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe1",17,8,0
767,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe2",31,9,0
768,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe3",36,17,0
769,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe4",44,25,0
770,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe5",62,27,0
771,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe6",64,37,0
772,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe7",80,37,0
773,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe8",100,29,0
774,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeM1",89,43,0
775,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe9",97,45,0
776,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe10",99,57,0
777,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe11",122,53,0
778,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe12",113,65,0
779,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe13",128,60,0
780,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeM2",140,67,0
781,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe14",151,43,0
782,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe15",149,76,0
783,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe16",140,86,0
784,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe17",158,76,0
785,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe18",140,86,0
786,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe19",149,76,0
787,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeM3",156,84,0
788,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeE1",73,34,0
789,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeE2",117,54,0
790,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxeE3",139,65,0
791,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword1",11,11,0
792,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword2",20,17,0
793,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword3",21,30,0
794,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword4",33,33,0
795,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword5",45,38,0
796,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword6",45,54,0
797,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword7",57,57,0
798,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordM1",62,73,0
799,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword8",69,58,0
800,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword9",57,83,0
801,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword10",77,77,0
802,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword11",91,76,0
803,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword12",80,96,0
804,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword13",93,93,0
805,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordM2",96,113,0
806,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword14",106,89,0
807,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword15",82,119,0
808,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword16",113,113,0
809,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword17",122,104,0
810,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword18",104,122,0
811,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword19",113,113,0
812,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordM3",119,131,0
813,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordE1",54,54,0
814,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordE2",86,86,0
815,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordE3",130,130,0
816,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace0",0,0,0
817,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace1",20,0,0
818,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace2",35,0,0
819,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace3",47,0,0
820,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace4",62,0,0
821,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace5",77,0,0
822,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace6",92,0,0
823,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace7",107,0,0
824,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceM1",118,0,0
825,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace8",119,0,0
826,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace9",131,0,0
827,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace10",143,0,0
828,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace11",155,0,0
829,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace12",164,0,0
830,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace13",173,0,0
831,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceM2",187,0,0
832,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace14",182,0,0
833,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace15",188,0,0
834,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace16",212,0,0
835,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace17",212,0,0
836,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace18",212,0,0
837,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace19",212,0,0
838,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceM3",220,0,0
839,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceE1",101,0,0
840,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceE2",161,0,0
841,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMaceE3",220,0,0
842,"Metadata/Items/Weapons/TwoHandWeapon/FishingRods/FishingRod1",8,8,0
843,"Metadata/Items/Weapons/OneHandWeapons/Daggers/EtherealBlade1",0,9,6
844,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/StormBladeOneHand",0,0,0
845,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/StormBladeTwoHand",0,0,0
846,"Metadata/Items/Weapons/OneHandWeapons/test/1hdaggereffect",2,0,0
847,"Metadata/Items/Weapons/OneHandWeapons/test/1haxeeffect",2,0,0
848,"Metadata/Items/Weapons/OneHandWeapons/test/1hswordeffect",2,0,0
849,"Metadata/Items/Weapons/OneHandWeapons/test/1hwandeffect",2,0,0
850,"Metadata/Items/Weapons/TwoHandWeapons/tests/2hmauleffect",2,0,0
851,"Metadata/Items/Weapons/TwoHandWeapons/tests/2hstaffeffect",2,0,0
852,"Metadata/Items/Weapons/TwoHandWeapons/tests/2hswordeffect",2,0,0
853,"Metadata/Items/Weapons/TwoHandWeapons/tests/2haxeeffect",2,0,0
854,"Metadata/Items/Weapons/TwoHandWeapons/tests/1hmaceeffect",2,0,0
855,"Metadata/Items/Weapons/TwoHandWeapons/tests/1hclaweffect",2,0,0
856,"Metadata/Items/Weapons/TwoHandWeapons/tests/2hboweffect",2,0,0
857,"Metadata/Items/Weapons/TwoHandWeapons/Bows/EtherealBow1",0,14,0
