"rownum","Id","Base_ENVFile","[string]","[string]","[rid]","[i32]","rid","rid","bool"
517,"EndGameRuinedTempleForest2_maligaro","Metadata/EnvironmentSettings/EndGameRuinedTempleForest_maligaro.env",[],[],[],[],"","",""
518,"EndGameRockyClimb2","Metadata/EnvironmentSettings/EndGameRockyClimb.env",[],[],[],[],"","",""
519,"EndGameWarehouses","Metadata/EnvironmentSettings/EndGameWarehouses.env",[],[],[],[],"","",""
520,"EndGameWarehousesBoss","Metadata/EnvironmentSettings/EndGameWarehousesBoss.env",[],[],[],[],"","",""
521,"EndGameMarketArcade","Metadata/EnvironmentSettings/EndGameMarketArcade.env",[],[],[],[],"","",""
522,"EndGameSlumPrecinct","Metadata/EnvironmentSettings/EndGameSlumsPrecinct.env",[],[],[],[],"","",""
523,"EndGameSlumPrecinct_synthesis","Metadata/EnvironmentSettings/EndGameSlumsPrecinct_synthesis.env",[],[],[],[],"","",""
524,"EndGameSlumGhetto","Metadata/EnvironmentSettings/EndGameSlumGhetto.env",[],[],[],[],"","",""
525,"EndGameMarketBazaar","Metadata/EnvironmentSettings/EndGameMarketBazaar.env",[],[],[],[],"","",""
526,"EndGameMarketBazaar_synthesis","Metadata/EnvironmentSettings/EndGameMarketBazaar_synthesis.env",[],[],[],[],"","",""
527,"EndGameMarketBazaarBoss","Metadata/EnvironmentSettings/EndGameMarketBazaarBoss.env",[],[],[],[],"","",""
528,"EndGameSolaris","Metadata/EnvironmentSettings/EndGameSolaris.env",[],[],[],[],"","",""
529,"EndGameSolaris_synthesis","Metadata/EnvironmentSettings/EndGameSolaris_synthesis.env",[],[],[],[],"","",""
530,"EndGameLunaris","Metadata/EnvironmentSettings/EndGameLunaris.env",[],[],[],[],"","",""
531,"EndGameLunaris_boss","Metadata/EnvironmentSettings/EndGameLunarisBoss.env",[],[],[],[],"","",""
532,"EndGameIndustrialDocks2","Metadata/EnvironmentSettings/EndGameIndustrialDocks2.env",[],[],[],[],"","",""
533,"EndGamePier","Metadata/EnvironmentSettings/EndGamePier.env",[],[],[],[],"","",""
534,"EndGamePier_synthesis","Metadata/EnvironmentSettings/EndGamePier_synthesis.env",[],[],[],[],"","",""
535,"EndGameMalformation","Metadata/EnvironmentSettings/EndGameMalformation.env",[],[],[],[],"","",""
536,"EndGamePhantasmagoria","Metadata/EnvironmentSettings/EndGamePhantasmagoria.env",[],[],[],[],"","",""
537,"EndGamePhantasmagoria_synthesis","Metadata/EnvironmentSettings/EndGamePhantasmagoria_synthesis.env",[],[],[],[],"","",""
538,"EndGameCore","Metadata/EnvironmentSettings/EndGameCore.env",[],[],[],[],"","",""
539,"EndGameCore_boss1","Metadata/EnvironmentSettings/EndGameCore_boss1.env",[],[],[],[],"","",""
540,"EndGameCore_boss2","Metadata/EnvironmentSettings/EndGameCore_boss2.env",[],[],[],[],"","",""
541,"EndGameHarvest","Metadata/EnvironmentSettings/EndGameHarvest.env",[],[],[],[],"","",""
542,"EndGameMaelstromOfChaos","Metadata/EnvironmentSettings/EndGameMaelstromOfChaos.env",[],[],[],[],"","",""
543,"EndGameMaelstromOfChaosInside","Metadata/EnvironmentSettings/EndGameMaelstromOfChaosInside.env",[],[],[],[],"","",""
544,"EndGameMusicBox","Metadata/EnvironmentSettings/EndGameMusicBox.env",[],[],[],[],"","",""
545,"EndGameMusicBox2","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
546,"EndGamePromenade","Metadata/EnvironmentSettings/EndGamePromenade.env",[],[],[],[],"","",""
547,"EndGameUndeadSiege","Metadata/EnvironmentSettings/EndGameUndeadSiege.env",[],[],[],[],"","",""
548,"EndGameCowardsTrial","Metadata/EnvironmentSettings/EndGameCowardsTrial.env",[],[],[],[],"","",""
549,"EndGameCowardsTrial_Abyssal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Abyssal.env",[],[],[],[],"","",""
550,"EndGameCowardsTrial_Crypt","Metadata/EnvironmentSettings/EndGameCowardsTrial_Crypt.env",[],[],[],[],"","",""
551,"EndGameCowardsTrial_Vaal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Vaal.env",[],[],[],[],"","",""
552,"EndGameAsylum","Metadata/EnvironmentSettings/EndGameAsylum.env",[],[],[],[],"","",""
553,"EndGameChurchFire","Metadata/EnvironmentSettings/EndGameChurchFire.env",[],[],[],[],"","",""
554,"EndGameTreasureIsland","Metadata/EnvironmentSettings/EndGameTreasureIsland.env",[],[],[],[],"","",""
555,"EndGameAqueduct","Metadata/EnvironmentSettings/EndGameAqueduct.env",[],[],[],[],"","",""
556,"EndGameChannel","Metadata/EnvironmentSettings/EndGameChannel.env",[],[],[],[],"","",""
557,"EndGamePantheon","Metadata/EnvironmentSettings/EndGamePantheon.env",[],[],[],[],"","",""
558,"EndGameOba1","Metadata/EnvironmentSettings/EndGameOba1.env",[],[],[],[],"","",""
559,"EndGameOba2","Metadata/EnvironmentSettings/EndGameOba2.env",[],[],[],[],"","",""
560,"EndGameOba3","Metadata/EnvironmentSettings/EndGameOba3.env",[],[],[],[],"","",""
561,"EndGameLegends","Metadata/EnvironmentSettings/EndGameIncaLegends.env",[],[],[],[],"","",""
562,"EndGameParadise","Metadata/EnvironmentSettings/EndGameParadise.env",[],[],[],[],"","",""
563,"EndGameParadiseInside","Metadata/EnvironmentSettings/EndGameParadiseInside.env",[],[],[],[],"","",""
564,"EndGameBlackguard","Metadata/EnvironmentSettings/EndGameBlackguard.env",[],[],[],[],"","",""
565,"EndGameKaomVolcano","Metadata/EnvironmentSettings/EndGameKaomVolcano.env",[],[],[],[],"","",""
566,"EndGameKaomAbyss_outside","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env",[],[],[],[],"","",""
567,"EndGameKaomAbyss_synthesis","Metadata/EnvironmentSettings/EndGameKaomAbyss_synthesis.env",[],[],[],[],"","",""
568,"EndGameKaomAbyss_boss","Metadata/EnvironmentSettings/EndGameKaomAbyss_boss.env",[],[],[],[],"","",""
569,"EndGameKaomAbyss_outside_silent","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env",[],[],[],[],"","",""
570,"EndGameKaomAbyss_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
571,"EndGameLavaFissure","Metadata/EnvironmentSettings/EndGameLavaFissure.env",[],[],[],[],"","",""
572,"EndGameLavaFissure_synthesis","Metadata/EnvironmentSettings/EndGameLavaFissure_synthesis.env",[],[],[],[],"","",""
573,"EndGamePit","Metadata/EnvironmentSettings/EndGamePit.env",[],[],[],[],"","",""
574,"EndGamePits_unique_outside","Metadata/EnvironmentSettings/EndGamePits_Unique_Outside.env",[],[],[],[],"","",""
575,"EndGamePits_unique_inside","Metadata/EnvironmentSettings/EndGamePits_Unique_Inside.env",[],[],[],[],"","",""
576,"EndGameColosseum_outside","Metadata/EnvironmentSettings/EndGameColosseum_Outside.env",[],[],[],[],"","",""
577,"EndGameColosseum_synthesis","Metadata/EnvironmentSettings/EndGameColosseum_synthesis.env",[],[],[],[],"","",""
578,"EndGameColosseum_outside_silent","Metadata/EnvironmentSettings/EndGameColosseum_OutsideSilent.env",[],[],[],[],"","",""
579,"EndGameColosseum_boss","Metadata/EnvironmentSettings/EndGameColosseum_Boss.env",[],[],[],[],"","",""
580,"EndGameColosseum_boss_silent","Metadata/EnvironmentSettings/boss_silent.env",[],[],[],[],"","",""
581,"EndGameColosseum_mumble","Metadata/EnvironmentSettings/EndGameColosseum_BossMumble.env",[],[],[],[],"","",""
582,"EndGameVillageRuins","Metadata/EnvironmentSettings/EndGameVillageRuins.env",[],[],[],[],"","",""
583,"EndGameWolf","Metadata/EnvironmentSettings/EndGameWolf.env",[],[],[],[],"","",""
584,"EndGameHallowedGrounds","Metadata/EnvironmentSettings/EndGameHallowedGrounds.env",[],[],[],[],"","",""
585,"EndGameHighGardens","Metadata/EnvironmentSettings/EndGameHighGardens.env",[],[],[],[],"","",""
586,"EndGameHighGardens_boss","Metadata/EnvironmentSettings/EndGameHighGardens_boss.env",[],[],[],[],"","",""
587,"EndGameHighGardens_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
588,"EndGameMineralPools","Metadata/EnvironmentSettings/EndGameMineralPools.env",[],[],[],[],"","",""
589,"EndGameScriptorium1","Metadata/EnvironmentSettings/EndGameScriptorium.env",[],[],[],[],"","",""
590,"EndGameScriptorium2","Metadata/EnvironmentSettings/EndGameScriptorium2.env",[],[],[],[],"","",""
591,"EndGameEstuary","Metadata/EnvironmentSettings/EndGameEstuary.env",[],[],[],[],"","",""
592,"EndGameArmory","Metadata/EnvironmentSettings/EndGameArmory.env",[],[],[],[],"","",""
593,"EndGameSulphurWastes","Metadata/EnvironmentSettings/EndGameSulphurWastes.env",[],[],[],[],"","",""
594,"EndGameMarshes","Metadata/EnvironmentSettings/EndGameMarshes.env",[],[],[],[],"","",""
595,"EndGameBarrows","Metadata/EnvironmentSettings/EndGameBarrows.env",[],[],[],[],"","",""
596,"EndGameBarrows2","Metadata/EnvironmentSettings/EndGameBarrows2.env",[],[],[],[],"","",""
597,"EndGameTower","Metadata/EnvironmentSettings/EndGameTower1.env",[],[],[],[],"","",""
598,"EndGameTower2","Metadata/EnvironmentSettings/EndGameTower2.env",[],[],[],[],"","",""
599,"EndGameBurialChambers1","Metadata/EnvironmentSettings/EndGameBurialChambers1.env",[],[],[],[],"","",""
600,"EndGameBurialChambers2","Metadata/EnvironmentSettings/EndGameBurialChambers2.env",[],[],[],[],"","",""
601,"EndGameBurialChambers2_boss","Metadata/EnvironmentSettings/EndGameBurialChambers2_boss.env",[],[],[],[],"","",""
602,"EndGameInnerTemple","Metadata/EnvironmentSettings/EndGameInnerTemple.env",[],[],[],[],"","",""
603,"EndGameVault","Metadata/EnvironmentSettings/EndGameVault.env",[],[],[],[],"","",""
604,"EndGameLighthouse","Metadata/EnvironmentSettings/EndGameLighthouse.env",[],[],[],[],"","",""
605,"EndGameMountainCity","Metadata/EnvironmentSettings/EndGameMountainCity.env",[],[],[],[],"","",""
606,"EndGameFactory","Metadata/EnvironmentSettings/EndGameFactory1.env",[],[],[],[],"","",""
607,"EndGameFactoryBoss","Metadata/EnvironmentSettings/EndGameFactoryBoss.env",[],[],[],[],"","",""
608,"EndGameArachnidTomb","Metadata/EnvironmentSettings/EndGameArachnidTomb.env",[],[],[],[],"","",""
609,"EndGameArachnidTombBasement","Metadata/EnvironmentSettings/EndGameArachnidTombBasement.env",[],[],[],[],"","",""
610,"EndGameRacecourse","Metadata/EnvironmentSettings/EndGameRacecourse.env",[],[],[],[],"","",""
611,"EndGameMesa","Metadata/EnvironmentSettings/EndGameMesa.env",[],[],[],[],"","",""
612,"EndGameMesa_synthesis","Metadata/EnvironmentSettings/EndGameMesa_synthesis.env",[],[],[],[],"","",""
613,"EndGameBeach","Metadata/EnvironmentSettings/EndGameBeach.env",[],[],[],[],"","",""
614,"EndGameBeach_synthesis","Metadata/EnvironmentSettings/EndGameBeach_synthesis.env",[],[],[],[],"","",""
615,"PetFlats","Metadata/EnvironmentSettings/PetFlats.env",[],[],[],[],"","",""
616,"EndGameMine1","Metadata/EnvironmentSettings/EndGameMineExcavation.env",[],[],[],[],"","",""
617,"EndGameMine1_synthesis","Metadata/EnvironmentSettings/EndGameMineExcavation_synthesis.env",[],[],[],[],"","",""
618,"EndGameMine2","Metadata/EnvironmentSettings/EndGameMineQuarry.env",[],[],[],[],"","",""
619,"EndGameMine2_indoor","Metadata/EnvironmentSettings/EndGameMineQuarry_Inside.env",[],[],[],[],"","",""
620,"EndGameRamparts","Metadata/EnvironmentSettings/EndGameRamparts.env",[],[],[],[],"","",""
621,"EndGameRamparts_Boss","Metadata/EnvironmentSettings/EndGameRamparts_Boss.env",[],[],[],[],"","",""
622,"EndGameBreachBossRoomPhysical","Metadata/EnvironmentSettings/EndGameBreachBoss1.env",[],[],[],[],"","",""
623,"EndGameBreachBossRoomChaos","Metadata/EnvironmentSettings/EndGameBreachBoss2.env",[],[],[],[],"","",""
624,"EndGameBreachBossRoomFire","Metadata/EnvironmentSettings/EndGameBreachBoss3.env",[],[],[],[],"","",""
625,"EndGameBreachBossRoomCold","Metadata/EnvironmentSettings/EndGameBreachBoss4.env",[],[],[],[],"","",""
626,"EndGameBreachBossRoomLightning","Metadata/EnvironmentSettings/EndGameBreachBoss5.env",[],[],[],[],"","",""
627,"EndGameBreachBossEvent","Metadata/EnvironmentSettings/EndGameBreachBossEventOverride.env",[],[],[],[],"","",""
628,"EndGameBreachBossPhysical","Metadata/EnvironmentSettings/EndGameBreachBossPhysical.env",[],[],[],[],"","",""
629,"EndGameBreachBossChaos","Metadata/EnvironmentSettings/EndGameBreachBossChaos.env",[],[],[],[],"","",""
630,"EndGameBreachBossFire","Metadata/EnvironmentSettings/EndGameBreachBossFire.env",[],[],[],[],"","",""
631,"EndGameBreachBossCold","Metadata/EnvironmentSettings/EndGameBreachBossCold.env",[],[],[],[],"","",""
632,"EndGameBreachBossLightning","Metadata/EnvironmentSettings/EndGameBreachBossLightning.env",[],[],[],[],"","",""
633,"EndGameHarbinger","Metadata/EnvironmentSettings/EndGameHarbinger.env",[],[],[],[],"","",""
634,"EndGameHarbingerBoss","Metadata/EnvironmentSettings/EndGameHarbingerBoss.env",[],[],[],[],"","",""
635,"EndGameCorpseTrench1","Metadata/EnvironmentSettings/EndgameCorpseTrench1.env",[],[],[],[],"","",""
636,"EndGameCorpseTrench2","Metadata/EnvironmentSettings/EndGameCorpseTrench_KitavaArena.env",[],[],[],[],"","",""
637,"EndGameSummit1","Metadata/EnvironmentSettings/EndGameSummit1.env",[],[],[],[],"","",""
638,"EndGameSummit_boss","Metadata/EnvironmentSettings/EndGameSummit1.env",[],[],[],[],"","",""
639,"EndGameSummit_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
640,"EndGameSunkenCity1","Metadata/EnvironmentSettings/EndGameSunkenCity1.env",[],[],[],[],"","",""
641,"EndGameSunkenCity_boss","Metadata/EnvironmentSettings/EndGameSunkenCity_boss.env",[],[],[],[],"","",""
642,"EndGameSunkenCity_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
643,"EndGameTribunal","Metadata/EnvironmentSettings/MapTribunal1.env",[],[],[],[],"","",""
644,"EndGameTribunalBoss","Metadata/EnvironmentSettings/MapTribunal2.env",[],[],[],[],"","",""
645,"EndGameSchism","Metadata/EnvironmentSettings/EndGameSchismSolaris.env","[""Metadata/EnvironmentSettings/EndGameSchismLunaris.env""]",[],[],[],0,"",""
646,"EndGameSchismLunaris","Metadata/EnvironmentSettings/EndGameSchismLunaris.env",[],[],[],[],"","",""
647,"EndGameSchismSolaris","Metadata/EnvironmentSettings/EndGameSchismSolaris.env",[],[],[],[],"","",""
648,"EndGameCarcass1","Metadata/EnvironmentSettings/EndGameCarcass_Zone1.env",[],[],[],[],"","",""
649,"EndGameCarcass2","Metadata/EnvironmentSettings/EndGameCarcass_Zone2.env",[],[],[],[],"","",""
650,"EndGameCarcass3","Metadata/EnvironmentSettings/EndGameCarcass_Zone3.env",[],[],[],[],"","",""
651,"EndGameCopse","Metadata/EnvironmentSettings/EndGameCopse.env",[],[],[],[],"","",""
652,"EndGameAlleyways","Metadata/EnvironmentSettings/EndGameAlleyways.env",[],[],[],[],"","",""
653,"EndGameCorrosion1","Metadata/EnvironmentSettings/EndGameCorrosion1.env",[],[],[],[],"","",""
654,"EndGamePen1","Metadata/EnvironmentSettings/EndGamePen1.env",[],[],[],[],"","",""
655,"EndGameBelfry","Metadata/EnvironmentSettings/EndGameBellfry.env",[],[],[],[],"","",""
656,"EndGameBelfry_boss","Metadata/EnvironmentSettings/EndGameBelfryBoss.env",[],[],[],[],"","",""
657,"EndGameMachinarium","Metadata/EnvironmentSettings/EndGameMachinarium.env",[],[],[],[],"","",""
658,"EndGamePillars","Metadata/EnvironmentSettings/EndGamePillars.env",[],[],[],[],"","",""
659,"EndGameBaths","Metadata/EnvironmentSettings/EndGameBaths.env",[],[],[],[],"","",""
660,"EndGameBaths_synthesis","Metadata/EnvironmentSettings/EndGameBaths_synthesis.env",[],[],[],[],"","",""
661,"EndGameBasilica","Metadata/EnvironmentSettings/EndGameBasilica.env",[],[],[],[],"","",""
662,"EndGameBasilica_boss","Metadata/EnvironmentSettings/EndGameBasilica_boss.env",[],[],[],[],"","",""
663,"EndGameCitySquare","Metadata/EnvironmentSettings/EndGameCitySquare.env",[],[],[],[],"","",""
664,"EndGameCourthouse","Metadata/EnvironmentSettings/EndGameCourthouse.env",[],[],[],[],"","",""
665,"EndGameDefiledCathedral","Metadata/EnvironmentSettings/EndGameDefiledCathedral.env",[],[],[],[],"","",""
666,"EndGameDefiledCathedral_boss","Metadata/EnvironmentSettings/EndGameDefiledCathedral_boss.env",[],[],[],[],"","",""
667,"EndGameDig","Metadata/EnvironmentSettings/EndGameDig.env",[],[],[],[],"","",""
668,"EndGameIceberg","Metadata/EnvironmentSettings/EndGameIceberg.env",[],[],[],[],"","",""
669,"EndGameIceberg_synthesis","Metadata/EnvironmentSettings/EndGameIceberg_synthesis.env",[],[],[],[],"","",""
670,"EndGameLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env",[],[],[],[],"","",""
671,"EndGameLookout","Metadata/EnvironmentSettings/EndGameLookout.env",[],[],[],[],"","",""
672,"EndGameSanctuary","Metadata/EnvironmentSettings/EndGameSanctuary.env",[],[],[],[],"","",""
673,"EndGameSanctuary_synthesis","Metadata/EnvironmentSettings/EndGameSanctuary_synthesis.env",[],[],[],[],"","",""
674,"EndGameSanctuaryBoss","Metadata/EnvironmentSettings/EndGameSanctuaryBoss.env",[],[],[],[],"","",""
675,"EndGameSepulchre","Metadata/EnvironmentSettings/EndGameSepulchre.env",[],[],[],[],"","",""
676,"EndGameSepulchre_synthesis","Metadata/EnvironmentSettings/EndGameSepulchre_synthesis.env",[],[],[],[],"","",""
677,"EndGameSepulchre_doedre","Metadata/EnvironmentSettings/EndGameSepluchre_doedre.env",[],[],[],[],"","",""
678,"EndGameHaunt","Metadata/EnvironmentSettings/EndGameHaunt.env",[],[],[],[],"","",""
679,"EndGameHaunt_synthesis","Metadata/EnvironmentSettings/EndGameHaunt_synthesis.env",[],[],[],[],"","",""
680,"EndGameHauntBoss","Metadata/EnvironmentSettings/EndGameHauntBoss.env",[],[],[],[],"","",""
681,"EndGameMausoleum","Metadata/EnvironmentSettings/EndGameMausoleum.env",[],[],[],[],"","",""
682,"EndGameGlacier_Cave","Metadata/EnvironmentSettings/EndGameGlacier_Cave.env",[],[],[],[],"","",""
683,"EndGameGlacier_Cave_synthesis","Metadata/EnvironmentSettings/EndGameGlacier_Cave_synthesis.env",[],[],[],[],"","",""
684,"EndGameGlacier_Mountain","Metadata/EnvironmentSettings/EndGameGlacier_Mountain.env",[],[],[],[],"","",""
685,"EndGameCage","Metadata/EnvironmentSettings/EndGameCage.env",[],[],[],[],"","",""
686,"EndGameCage_synthesis","Metadata/EnvironmentSettings/EndGameCage_synthesis.env",[],[],[],[],"","",""
687,"EndGamePark","Metadata/EnvironmentSettings/EndGamePark.env",[],[],[],[],"","",""
688,"EndGamePark_synthesis","Metadata/EnvironmentSettings/EndGamePark_synthesis.env",[],[],[],[],"","",""
689,"EndGameBoulevard","Metadata/EnvironmentSettings/EndGameBoulevard.env",[],[],[],[],"","",""
690,"EndGameBoulevard_synthesis","Metadata/EnvironmentSettings/EndGameBoulevard_synthesis.env",[],[],[],[],"","",""
691,"EndGameMoonTemple","Metadata/EnvironmentSettings/EndGameMoonTemple.env",[],[],[],[],"","",""
692,"EndGameMoonTemple_synthesis","Metadata/EnvironmentSettings/EndGameMoonTemple_synthesis.env",[],[],[],[],"","",""
693,"EndGameWrackandRuin","Metadata/EnvironmentSettings/EndGameWrackandRuin_1.env",[],[],[],[],"","",""
694,"EndGameDrySea","Metadata/EnvironmentSettings/EndGameDrySea.env",[],[],[],[],"","",""
695,"EndGameSteppes","Metadata/EnvironmentSettings/EndGameSteppes.env",[],[],[],[],"","",""
696,"EndGameBrambleFall1","Metadata/EnvironmentSettings/EndGameBrambleFall1.env",[],[],[],[],"","",""
697,"EndGameBrambleFall2","Metadata/EnvironmentSettings/EndGameBrambleFall2.env",[],[],[],[],"","",""
698,"EndGameBrambleFall3","Metadata/EnvironmentSettings/EndGameBrambleFall3.env",[],[],[],[],"","",""
699,"EndGameStagnation","Metadata/EnvironmentSettings/EndGameStagnation.env",[],[],[],[],"","",""
700,"EndGameStagnationBoss","Metadata/EnvironmentSettings/EndGameStagnationBoss.env",[],[],[],[],"","",""
701,"EndGameStagnationBoss_silent","Metadata/EnvironmentSettings/boss_stopmusic.env",[],[],[],[],"","",""
702,"EndGameFrozenCabins","Metadata/EnvironmentSettings/EndGameFrozenCabins.env",[],[],[],[],"","",""
703,"EndGameFrozenCabinsBossInactive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossInactive.env",[],[],[],[],"","",""
704,"EndGameFrozenCabinsBossActive","Metadata/EnvironmentSettings/EndGameFrozenCabinsBossActive.env",[],[],[],[],"","",""
705,"EndGameHarbingerPrison","Metadata/EnvironmentSettings/EndGameHarbingerPrison.env",[],[],[],[],"","",""
706,"EndGameBurn1","Metadata/EnvironmentSettings/EndGameBurn1.env",[],[],[],[],"","",""
707,"EndGameBurn1Boss","Metadata/EnvironmentSettings/EndGameBurn1Boss.env",[],[],[],[],"","",""
708,"EndGameCrimsonTownship","Metadata/EnvironmentSettings/EndGameCrimsonTownship.env",[],[],[],[],"","",""
709,"EndGameCrimsonTownshipBoss","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss.env",[],[],[],[],"","",""
710,"EndGameCrimsonTownshipBoss2","Metadata/EnvironmentSettings/EndGameCrimsonTownshipBoss2.env",[],[],[],[],"","",""
711,"EndGameForkingRiverLower","Metadata/EnvironmentSettings/EndGameForkingRiverLower.env",[],[],[],[],"","",""
712,"EndGameForkingRiverUpper","Metadata/EnvironmentSettings/EndGameForkingRiverUpper.env",[],[],[],[],"","",""
713,"EndGameForkingRiverArena","Metadata/EnvironmentSettings/EndGameForkingRiverArena.env",[],[],[],[],"","",""
714,"EndGameForkingRiverBossActive","Metadata/EnvironmentSettings/EndGameForkingRiverBossActive.env",[],[],[],[],"","",""
715,"EndGameThaumaturgy","Metadata/EnvironmentSettings/EndGameThaumatugy.env",[],[],[],[],"","",""
716,"EndGameThaumaturgyBoss","Metadata/EnvironmentSettings/EndGameThaumatugyBoss.env",[],[],[],[],"","",""
717,"EndGameColdRiver","Metadata/EnvironmentSettings/EndGameColdRiver.env",[],[],[],[],"","",""
718,"EndGameColdRiverDay","Metadata/EnvironmentSettings/EndGameColdRiverDay.env",[],[],[],[],"","",""
719,"EndGameColdRiverLunaris","Metadata/EnvironmentSettings/EndGameColdRiver_Lunaris.env",[],[],[],[],"","",""
720,"EndGameColdRiverSolaris","Metadata/EnvironmentSettings/EndGameColdRiver_Solaris.env",[],[],[],[],"","",""
721,"EndGameForbiddenWoods","Metadata/EnvironmentSettings/EndGameForbiddenWoods.env",[],[],[],[],"","",""
722,"EndGameForbiddenWoodsBoss","Metadata/EnvironmentSettings/EndGameForbiddenWoodsBoss.env",[],[],[],[],"","",""
723,"EndGameSilo","Metadata/EnvironmentSettings/EndGameSilo.env",[],[],[],[],"","",""
724,"EndGameSiloBoss","Metadata/EnvironmentSettings/EndGameSiloBoss.env",[],[],[],[],"","",""
725,"EndGameBeachLanding","Metadata/EnvironmentSettings/EndGameBeachLanding.env",[],[],[],[],"","",""
726,"EndGameElder_Desert","Metadata/EnvironmentSettings/EndGameElder_Desert.env",[],[],[],[],"","",""
727,"EndGameElder_Volcano","Metadata/EnvironmentSettings/EndGameElder_Volcano.env",[],[],[],[],"","",""
728,"EndGameElder_Sulphur","Metadata/EnvironmentSettings/EndGameElder_Sulphur.env",[],[],[],[],"","",""
729,"EndGameElder_Reliquary","Metadata/EnvironmentSettings/EndGameElder_Reliquary.env",[],[],[],[],"","",""
730,"EndGameElder_Temple","Metadata/EnvironmentSettings/EndGameElder_Temple.env",[],[],[],[],"","",""
731,"EndGameElder_Elegant","Metadata/EnvironmentSettings/EndGameElder_Elegant.env",[],[],[],[],"","",""
732,"EndGameElder_Sceptre","Metadata/EnvironmentSettings/EndGameElder_Sceptre.env",[],[],[],[],"","",""
733,"EndGameElder_Tower","Metadata/EnvironmentSettings/EndGameElder_Tower.env",[],[],[],[],"","",""
734,"EndGameElder_Refinery","Metadata/EnvironmentSettings/EndGameElder_Refinery.env",[],[],[],[],"","",""
735,"EndGameElder_Reef","Metadata/EnvironmentSettings/EndGameElder_Reef.env",[],[],[],[],"","",""
736,"EndGameElder_River","Metadata/EnvironmentSettings/EndGameElder_River.env",[],[],[],[],"","",""
737,"EndGameElder_Garden","Metadata/EnvironmentSettings/EndGameElder_Garden.env",[],[],[],[],"","",""
738,"EndGameElderArena","Metadata/EnvironmentSettings/EndGameElderArena.env",[],[],[],[],"","",""
739,"EndGameElderArenaEntrance","Metadata/EnvironmentSettings/EndGameElderArena_Entrance.env",[],[],[],[],"","",""
740,"EndGamePrimordialBoss1","Metadata/EnvironmentSettings/EndGamePrimordialBoss1.env",[],[],[],[],"","",""
741,"EndGamePrimordialBoss2","Metadata/EnvironmentSettings/EndGamePrimordialBoss2.env",[],[],[],[],"","",""
742,"EndGamePrimordialBoss3","Metadata/EnvironmentSettings/EndGamePrimordialBoss3.env",[],[],[],[],"","",""
743,"EndGamePrimordialBoss4","Metadata/EnvironmentSettings/EndGamePrimordialBoss4.env",[],[],[],[],"","",""
744,"ClassicLeagueTreasury","Metadata/EnvironmentSettings/ClassicLeagueTreasury.env",[],[],[],[],"","",""
745,"VaalTreasury","Metadata/EnvironmentSettings/SideInca1.env",[],[],[],[],"","",""
746,"ClassicLeagueReliquary_Cosmic","Metadata/EnvironmentSettings/ClassicLeagueReliquary_Cosmic.env",[],[],[],[],"","",""
747,"Menagerie_Hub","Metadata/EnvironmentSettings/MenagerieHub.env",[],[],[],[],"","",""
748,"Menagerie_Hub_Battle","Metadata/EnvironmentSettings/MenagerieHub.env",[],[],[],[],"","",""
749,"Menagerie_Mammals","Metadata/EnvironmentSettings/MenagerieMammals.env",[],[],[],[],"","",""
750,"Menagerie_BirdsReptiles","Metadata/EnvironmentSettings/MenagerieBirdsReptiles.env",[],[],[],[],"","",""
751,"Menagerie_InsectsArachnids","Metadata/EnvironmentSettings/MenagerieInsectsArachnids.env",[],[],[],[],"","",""
752,"Menagerie_WaterCreatures","Metadata/EnvironmentSettings/MenagerieWaterCreatures.env",[],[],[],[],"","",""
753,"IncursionTemplePast","Metadata/EnvironmentSettings/IncursionTemplePast.env",[],[],[],[],"","",""
754,"IncursionTemplePresent","Metadata/EnvironmentSettings/IncursionOutdoorPresent.env","[""Metadata/EnvironmentSettings/IncursionTemplePresent.env""]",[],[],[],0,"",""
755,"IncursionTempleBoss","Metadata/EnvironmentSettings/IncursionTempleBoss.env",[],[],[],[],"","",""
756,"IncursionTempleIndoors","Metadata/EnvironmentSettings/IncursionTemplePresent.env",[],[],[],[],"","",""
757,"DelveMine","Metadata/EnvironmentSettings/Delve_Mine.env",[],[],[],[],"","",""
758,"DelveHub","Metadata/EnvironmentSettings/Delve_Hub.env",[],[],[],[],"","",""
759,"DelveBossVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal.env",[],[],[],[],"","",""
760,"DelveBossVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal_Darkness.env",[],[],[],[],"","",""
761,"DelveBossLich","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich.env",[],[],[],[],"","",""
