"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType"
433,6301,9142,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2,8
434,5903,8503,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13748,"","","",1,"","","",1,1,"","","","",2,11
435,6302,9144,100,0,0,"[0,33,51,9,16]","","","Supports any skill that hits enemies.",13772,"","","",1,"","","",1,1,"",33,"","",1,16
436,6303,9145,100,0,0,"[51,9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.",13773,"","","",1,"","","",1,1,"",347,"","",1,17
437,6304,9146,100,0,0,"[33,51,9,16]","","","Supports any skill that deals damage.",13774,"","","",1,"","","",1,1,"",335,"","",1,18
438,6305,9147,60,0,40,"[0,51,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13775,"","","",1,"","","",1,1,"",193,"","",1,19
439,6306,9148,60,0,40,"[13,51,9,16]","","","Supports attack skills.",13776,"","","",1,"","","",1,1,"",113,"","",1,20
440,6307,9149,100,0,0,"[0,51,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13777,"","","",1,"","","",1,1,"",173,"","",1,21
441,6308,9150,60,0,40,"[51,9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13778,"","","",1,"","","",1,1,"",246,"","",1,19
442,6309,9151,100,0,0,"[7,33,51,9,16,13]","","","Supports melee attack skills.",13779,"","","",1,"","","",1,1,"",83,"","",1,21
443,6310,9152,100,0,0,"[51,9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13780,"","","",1,"","","",1,1,"",190,"","",1,22
444,6311,9153,60,40,0,"[13,7,51,9,16]","","","Supports melee attack skills, making them repeat three times when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13781,"","","",1,"","","",1,1,"",188,"","",1,18
445,6312,9154,0,100,0,"[1,51,10,16]","","","Supports any skill that hits enemies.",13782,"","","",1,"","","",1,1,"",38,"","",2,22
446,6313,9155,0,100,0,"[6,13,51,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13783,"","","",1,"","","",1,1,"",430,"","",2,16
447,6314,9156,0,60,40,"[47,51,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13784,9157,"","",1,"","","",1,1,"",198,"","",2,18
448,6315,9158,0,100,0,"[51,10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13785,"","","",1,"","","",1,1,"",177,"","",2,18
449,6316,9159,0,100,0,"[1,51,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13786,"","","",1,"","","",1,1,"",174,"","",2,19
450,6317,9160,0,60,40,"[51,10,16]","","","Supports any skill that hits enemies.",13787,"","","",1,"","","",1,1,"",327,"","",2,21
451,6318,9161,0,100,0,"[51,10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first two times they hit an enemy and don't pierce it.",13788,"","","",1,"","","",1,1,"",179,"","",2,19
452,6319,9162,0,100,0,"[51,10,16,5]","","","Supports projectile skills.",13789,"","","",1,"","","",1,1,"",35,"","",2,18
453,6320,9163,0,100,0,"[51,10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13790,"","","",1,"","","",1,1,"",307,"","",2,19
454,6321,9164,0,60,40,"[3,51,10,16]","","","Supports any skill that deals damage.",13791,"","","",1,"","","",1,1,"",305,"","",2,22
455,6322,9165,0,100,0,"[5,13,33,3,51,10,16]","","","Supports projectile attack skills.",13792,"","","",1,"","","",1,1,"",231,"","",2,21
456,6323,9166,0,0,100,"[3,51,11,16]","","","Supports any skill that hits enemies.",13793,"","","",1,"","","",1,1,"",61,"","",3,19
457,6324,9167,0,0,100,"[2,51,11,16]","","","Supports any skill that hits enemies.",13794,"","","",1,"","","",1,1,"",41,"","",3,22
458,6325,9168,0,0,100,"[51,11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13795,"","","",1,"","","",1,1,"",271,"","",3,19
459,6326,9169,0,40,60,"[51,11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13796,9170,"","",1,"","","",1,1,"",321,"","",3,18
460,6327,9171,0,0,100,"[4,47,51,11,16]","","","Supports attack skills, or spell skills that deal damage.",13797,"","","",1,"","","",1,1,"",306,"","",3,21
461,6328,9172,0,0,100,"[51,11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13798,9173,"","",1,"","","",1,1,"",195,"","",3,18
462,6329,9174,0,0,100,"[51,11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13799,"","","",1,"","","",1,1,"",315,"","",3,21
463,6330,9175,0,0,100,"[51,11,16,14]","","","Supports any skill with an area of effect.",13800,"","","",1,"","","",1,1,"",40,"","",3,18
464,6331,9176,0,0,100,"[2,51,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13801,"","","",1,"","","",1,1,"",175,"","",3,19
465,6332,9177,0,0,100,"[51,11,16,8]","","","Supports skills which create Minions.",13802,"","","",1,"","","",1,1,"",107,"","",3,22
466,6333,9178,0,0,100,"[14,4,51,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13803,"","","",1,"","","",1,1,"",346,"","",3,17
467,6334,9179,0,0,100,"[4,51,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13804,"","","",1,"","","",1,1,"",189,"","",3,18
468,6335,9180,0,40,60,"[51,11,16]","","","Supports any skill that hits enemies or inflicts ailments",13805,"","","",1,"","","",1,1,"",334,"","",3,22
469,6336,9181,0,0,100,"[4,51,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13806,"","","",1,"","","",1,1,"",390,"","",3,18
470,6337,2418,100,0,0,"[29,48,51,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13807,"","","",1,"","","",1,1,"",201,"","",1,23
471,6338,2877,0,0,100,"[29,48,51,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13808,"","","",1,"","","",1,1,"",234,"","",3,23
472,6339,2668,0,100,0,"[29,48,51,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13809,"","","",1,"","","",1,1,"",216,"","",2,23
473,6343,9390,0,0,100,"[11,25,4,15,34,2,46]","","","","","","","","","","","",1,1,"","","","",3,5
474,6341,9391,0,100,0,"[10,25,4,15]","","","","","","","","","","","",1,1,"","","","",2,12
475,6252,9392,0,0,100,"[11,25,4,14,30,2,15,46]","","","","",9393,"","","","","","",1,1,"","","","",3,8
476,6344,9394,0,0,100,"[11,25,13,5]","","","","","","","","","","","",1,1,"","","","",3,0
477,6345,9395,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2,5
478,6346,9397,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,12
479,6342,9399,0,0,100,"[26,11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9398,"","Spellslinger Support","","","","",1,1,"","","","",3,7
480,6349,9400,0,0,100,"[2,46,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support arcane skills, Vaal skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.",13811,"","","",1,"","","",1,1,"","","","",3,9
481,6350,9540,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.",13810,"","","",1,"","","",1,1,"","","","",2,9
482,6352,9612,0,0,100,"[26,11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9611,"","Arcanist Brand Support","","","","",1,"","","","","",3,11
483,6353,7994,100,0,0,"[27,9,25,14,15,33]","","","","","","","","","","","",1,1,"","","","",1,3
484,6143,9614,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,5
485,6354,9615,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,5
486,6355,9617,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","","","","","",1,1,"","","","",3,8
487,6356,9618,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","","","","","",1,1,"","","","",3,4
488,6357,9619,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","","","","","",1,1,"","","","",1,4
489,6358,9620,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9621,"","General's Cry Support","","","","",1,"","","","","",1,7
490,6351,9626,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.",13813,"","","",1,"","","",1,1,"","","","",1,11
491,6359,9632,0,0,100,"[32,11,16]","","","Supports skills which create brands.",13814,"","","",1,"","","",1,1,"","","","",3,9
492,6360,9641,100,0,0,"[27,9,16]","","","Supports warcry skills.",13812,"","","",1,"","","",1,1,"","","","",1,9
493,6361,9774,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3,4
494,6362,9778,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3,10
495,6363,9781,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,8
496,6364,9783,0,40,60,"[47,11,25,4,14,15,1]","","","","","","","","","","","",1,1,"","","","",3,10
497,6365,9784,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,0
498,6366,9785,0,0,100,"[11,25,4,14,15,2,46]","","","","","","","","","","","",1,1,"","","","",3,10
499,6367,9786,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3,1
500,6368,9795,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.",13816,9797,"","",1,"","","","",1,"","","","",3,9
501,6369,9808,0,0,100,"[11,25,4,14,3,42]","","","","","","","","","","","",1,1,"","","","",3,8
502,6370,9809,0,40,60,"[11,16,5,4]","","","Supports projectile spells you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",23581,"","","",1,"","","",1,1,"","","","",3,9
503,6371,9979,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2,4
504,6372,9980,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3,10
505,6373,9983,0,40,60,"[11,16]","","","Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",23726,"","","",1,"","","",1,1,"","","","",3,6
506,6374,5949,0,0,0,"[25,4,14,12,3,26]","","","","","","","","","","","",1,1,"","","","",4,12
507,6375,5600,0,0,100,"[11,25,4,14,12,3]","","","","","","","","","","","",1,1,"","","","",3,12
508,6376,4373,0,0,0,"[25,4,14,15,24,12]","",1,"","","","","","","","","",1,1,"","","","",4,12
509,6377,8058,0,0,0,"[25,4,14,12,26]","","","","","","","","","","","",1,1,"","","","",4,12
510,6378,10102,60,0,40,"[9,25,4,18,33,15]","","","","","","","","","","","",1,1,"","","","",1,4
511,6379,10108,100,0,0,"[9,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",1,5
512,6380,10113,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support triggered skills, skills which create minions, or skills used by totems, traps or mines.",13817,"","","",1,"","","",1,1,"","","","",1,9
513,6381,10127,60,0,40,"[9,25,4,33,14,15]",6589,"","","","","","","","","","",1,1,"","","","",1,8
514,6382,10165,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1,7
515,6383,10166,60,0,40,"[9,16,15]","","","Supports any skill that hits enemies. Minions cannot gain Cruelty.",13818,"","","",1,"","","",1,1,"","","","",1,6
516,6384,10182,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.",13819,"","","",1,"","","",1,1,"","","","",1,2
517,6422,5124,0,60,40,"[10,25,13,14,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,24
518,6423,2221,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","","","","","",1,1,"","","","",2,25
519,6424,265,40,60,0,"[47,10,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",2,24
520,6425,5172,40,60,0,"[10,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",2,25
521,6426,8935,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,24
522,6427,8942,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1,24
523,6428,4778,100,0,0,"[9,25,13,14,15,40,7]","","","","","","","","","","","",1,1,"","","","",1,25
524,6429,4849,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1,25
525,6430,5169,100,0,0,"[9,25,13,19,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,25
526,6431,9622,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9623,"","General's Cry Support","","","","",1,"","","","","",1,25
527,6432,99,100,0,0,"[9,25,13,14,22,35,40,7]","","","","","","","","","","","",1,1,"","","","",1,25
528,6433,188,100,0,0,"[9,25,13,14,22,35,33,7]","","","","","","","","","","","",1,1,"","","","",1,25
529,6434,8082,0,100,0,"[10,25,22,14,30,13,2,7]","","","","","","","","","","","",1,1,"","","","",2,24
530,6435,857,100,0,0,"[9,25,13,7,36,1]","","","","","","","","","","","",1,1,"","","","",1,25
531,6436,4187,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1,25
532,6437,3291,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","","","","","",1,1,"","","","",1,24
533,6438,8194,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","","","","","",1,1,"","","","",1,24
534,6439,5482,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,24
535,6440,2525,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2,24
536,6441,9120,0,60,40,"[10,25,13,5,3,15]","","","","","","","","","","","",1,1,"","","","",2,24
537,6442,277,0,60,40,"[10,25,13,22,35,7]","","","","","","","","","","","",1,1,"","","","",2,25
538,6443,1697,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2,25
539,6444,8096,0,100,0,"[10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,25
540,6445,8311,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2,25
541,6446,8318,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2,24
542,6447,4022,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2,25
543,6448,9137,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,25
544,6449,4612,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,24
545,6450,247,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","","","","","",1,1,"","","","",2,24
546,6451,9396,0,100,0,"[10,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",2,24
547,6452,4652,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2,24
548,6453,4640,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2,25
549,6454,10128,60,0,40,"[9,25,4,33,14,15]","","","","","","","","","","","",1,1,"","","","",1,25
550,6455,9779,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","","","","","",1,1,"","","","",3,25
551,6456,8833,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3,25
552,6457,1174,0,0,100,"[11,25,4,14,15,0]","","","","","","","","","","","",1,1,"","","","",3,25
553,6458,5043,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,24
554,6459,60,0,0,100,"[11,25,4,14,1,38]","","","","","","","","","","","",1,1,"","","","",3,25
555,6460,3701,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,24
556,6461,8775,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,25
557,6462,4457,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3,24
558,6463,2679,0,0,100,"[11,25,4,14,15,2]","","","","","","","","","","","",1,1,"","","","",3,24
559,6464,7466,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","","","","","",1,1,"","","","",2,25
560,6465,4674,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3,25
561,6466,9982,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","","","","","",1,1,"","","","",3,25
562,6467,8827,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,25
563,6468,5101,0,0,100,"[11,25,4,3,14,30,15]","","","","","","","","","","","",1,1,"","","","",3,24
564,6469,4819,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3,25
565,6470,1993,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,25
566,6471,5070,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3,24
567,6472,2053,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1,25
568,6473,9143,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2,24
569,6474,4512,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2,25
570,6475,1842,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,24
571,6476,4524,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,24
572,6477,2433,0,40,60,"[20,47,11,25,4,5,2]","","","","","","","","","","","",1,1,"","","","",3,24
573,6478,8070,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,25
574,6479,8064,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,25
575,6480,8067,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3,25
576,6481,8907,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2,24
577,6482,1733,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,24
578,6483,1791,0,0,75,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,24
579,6484,8937,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1,24
580,6485,8927,0,50,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","","","",2,25
581,6486,2885,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,25
582,6487,4603,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","","","","","",1,1,"","","","",2,25
583,6488,3503,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2,25
584,6489,1030,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",3,25
585,6490,1005,60,40,0,"[9,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",1,25
586,6491,995,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","",1,1,"","","","",3,25
587,6492,1043,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1,25
588,6493,7945,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","",1,1,"","","","",3,25
589,6494,229,100,0,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,25
590,6495,1824,100,0,0,"[19,12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,25
591,6496,1074,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","",1,1,"","","","",3,25
592,6497,4343,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","","","",3,25
593,6498,8953,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","","","",3,25
594,6499,2476,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","","","",2,24
595,6500,2274,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.","","","","",1,"","","",1,1,"","","","",1,25
596,6501,7676,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3,25
597,6502,8904,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3,25
598,6503,8520,60,0,40,"[19,9,16]","","","Supports skills which summon totems.","","","","",1,"","","",1,1,"","","","",1,25
599,6504,544,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2,25
600,6505,549,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3,25
601,6506,9039,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.","","","","",1,"","","",1,1,"","","","",1,25
602,6507,536,0,100,0,"[13,10,16]","","","Supports attack skills.","","","","",1,"","","",1,1,"","","","",2,25
603,6508,948,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.","","","","",1,"","","",1,1,"","","","",3,25
604,6509,2094,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.","","","","",1,"","","",1,1,"","","","",1,25
605,6510,1800,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","","","",1,"","","",1,1,"","","","",1,25
606,6511,847,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","","","",1,"","","",1,1,"","","","",2,25
607,6512,5112,0,100,0,"[20,10,16]","","","Supports skills which throw traps.","","","","",1,"","","",1,1,"","","","",2,25
608,6513,540,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25
609,6514,7674,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.","","","","",1,"","","",1,1,"","","","",2,25
610,6515,547,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.","","","","",1,"","","",1,1,"","","","",3,25
611,6516,1979,0,100,0,"[10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2,25
612,6517,10183,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.","","","","",1,"","","",1,1,"","","","",1,25
613,6518,1165,100,0,0,"[9,16,15]","","","Supports any skill with a duration.","","","","",1,"","","",1,1,"","","","",1,25
614,6519,2597,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.","","","","",1,"","","",1,1,"","","","",1,25
615,6520,5654,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.","",5656,"","",1,"","","",1,1,"","","","",3,25
616,6521,9796,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.","",9798,"","",1,"","","","",1,"","","","",3,25
617,6522,7678,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.","","","","",1,"","","",1,1,"","","","",1,25
618,6385,10242,60,40,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,5
619,6386,10243,0,40,60,"[11,25,4,14,3,2,38,15]","","","","","","","","","","","",1,1,"","","","",3,4
620,6387,10244,100,0,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,8
621,6388,10259,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2,4
622,6389,10245,60,0,40,"[27,47,26,9,25,14,15]","","","Supports spell skills, causing them to be triggered. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10246,"","Battlemage's Cry Support","","","","",1,"","","","","",1,7
623,6390,10247,100,0,0,"[13,7,40,14,9,16,19]","","","Supports slam skills, causing them to summon an ancestor totem that uses the skill for you while you're near it. Being near it grants you increased area of effect for melee skills.",13821,"","","",1,"","","",1,1,"","","","",1,2
624,6391,10248,60,0,40,"[9,25,4,8,15,33,2,14]",6592,"","","","","","","","","","",1,1,"","","","",1,4
625,6523,9134,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.","","","","",1,"","","",1,1,"","","","",2,25
