"rownum","Id","EPKFile","i32","i32","i32","PreloadGroups","bool","PlayerOnly_EPKFile","bool"
385,"CriticalLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Crit.epk",1000,0,4,[],1,"",""
386,"TornadoShotCelestial","Metadata/Effects/Microtransactions/Spells/tornado_shot_Celestial/trail_tornado.epk",0,0,4,[],"","",""
387,"ExpandingFireConeBlue","Metadata/Effects/Spells/Incinerate_Blue/handfx/handfx.epk",0,0,4,[],"","",""
388,"FlameSurgeCreateBurningGroundEffect","Metadata/Effects/Spells/flame_whip/Ignited.epk",1000,0,4,[],1,"",""
389,"DisintegrateOnHitCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/enemy_hit.epk",400,0,4,[],1,"",""
390,"DisintegrateFirstStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_01.epk",3200,0,4,[],"","",""
391,"DisintegrateSecondStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_02.epk",3200,0,4,[],"","",""
392,"DisintegrateThirdStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_03.epk",3200,0,4,[],"","",""
393,"DisintegrateFourthStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_04.epk",3200,0,4,[],"","",""
394,"OblivionSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/base.epk",0,0,4,[],"","",""
395,"OblivionSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/caster.epk",0,0,4,[],"","",""
396,"OblivionSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/boss.epk",0,0,4,[],"","",""
397,"OblivionSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/caster_boss.epk",0,0,4,[],"","",""
398,"OnyxOblivionSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/base.epk",0,0,4,[],"","",""
399,"OnyxOblivionSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/caster.epk",0,0,4,[],"","",""
400,"OnyxOblivionSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/boss.epk",0,0,4,[],"","",""
401,"OnyxOblivionSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/caster_boss.epk",0,0,4,[],"","",""
402,"TempestShieldShieldCelestial","Metadata/Effects/Microtransactions/Spells/electrical_repulse/sheildepk.epk",0,0,4,[],1,"",""
403,"VirulentArrowStygian","Metadata/Effects/Microtransactions/Spells/StygianScourgeArrow/charged_bow.epk",0,0,4,[],"","",""
404,"ArchnemesisSaplingHit","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/sapling_hit.epk",500,200,4,[],1,"",""
405,"TornadoFireTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_fire.epk",0,0,4,[],"","",""
406,"TornadoColdTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_cold.epk",0,0,4,[],"","",""
407,"TornadoLightningTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_lightn.epk",0,0,4,[],"","",""
408,"TornadoChaosTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_chaos.epk",0,0,4,[],"","",""
409,"ArchnemesisBreakOut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/statue/epks/break_out/breakout_monster.epk",2000,0,4,[60],"","",""
410,"ArchnemesisModPoisoner","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/toxic.epk",0,0,4,[],"","",""
411,"ArchnemesisModVoidTouched","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/void_touched.epk",0,0,4,[],"","",""
412,"ArchnemesisModRaider","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/raider.epk",0,0,4,[],"","",""
413,"ArchnemesisModArcaneGuarded","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/arcane_guarded.epk",0,0,4,[],"","",""
414,"ArchnemesisModEchoist","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/echoing.epk",0,0,4,[],"","",""
415,"ArchnemesisModBloodletter","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_bloodletter.epk",0,0,4,[],"","",""
416,"ArchnemesisModBloodletterMagic","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/bloodletter.epk",0,0,4,[],"","",""
417,"ArchnemesisModBerserker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/berserker.epk",0,0,4,[],"","",""
418,"ArchnemesisModVampiric","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/vampiric.epk",0,0,4,[],"","",""
419,"ArchnemesisModChargeGenerator","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/charge_generator.epk",0,0,4,[],"","",""
420,"ArchnemesisModWealthy","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/wealthy.epk",0,0,4,[],"","",""
421,"ArchnemesisModConsecration","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/consecrated.epk",0,0,4,[],"","",""
422,"ArchnemesisModRampage","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/power_burst.epk",0,0,4,[],"","",""
423,"ArchnemesisModAssassin","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/assassin.epk",0,0,4,[],"","",""
424,"ArchnemesisModTrickster","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/trickster.epk",0,0,4,[],"","",""
425,"ArchnemesisModGraspingVines","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/grasping_vines.epk",0,0,4,[],"","",""
426,"ArchnemesisModFrostWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_cold.epk",0,0,4,[],"","",""
427,"ArchnemesisModFlameWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_fire.epk",0,0,4,[],"","",""
428,"ArchnemesisModLightningWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_light.epk",0,0,4,[],"","",""
429,"ArchnemesisModCorrupter","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/corruptor.epk",0,0,4,[],"","",""
430,"ArchnemesisModTimeBubble","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/time_bubble.epk",0,0,4,[],"","",""
431,"ArchnemesisModFlaskDrain","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_dryflask.epk",0,0,4,[],"","",""
432,"ArchnemesisModExecutioner","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_executioner.epk",0,0,4,[],"","",""
433,"ArchnemesisModOppressor","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_oppressor.epk",0,0,4,[],"","",""
434,"ArchnemesisModManaDonut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_manadonut.epk",0,0,4,[],"","",""
435,"ArchnemesisModLivingCrystals","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/living_crystal.epk",0,0,4,[],"","",""
436,"ArchnemesisModDeadeye","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/deadeye.epk",0,0,4,[],"","",""
437,"LightningStrikeProjectileHitVulcan","Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/VulcanProjHit.epk",0,0,4,[],"","",""
438,"LightningStrikeVaalBladeVulcan","Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk",0,0,4,[],"","",""
439,"QuickDodgeDashDivergence","Metadata/Effects/Microtransactions/Spells/dash_divergence/divergence_fadeout_suck.epk",0,0,4,[],"","",""
440,"QuickDodgeDashDivergenceEnd","Metadata/Effects/Microtransactions/Spells/dash_divergence/divergence_fadein_suck.epk",1000,0,4,[],"","",""
441,"CleansingFireSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CleansingFire/epk/spawn_in.epk",1500,0,4,[],"","",""
442,"TangleSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheTangle/EPK/spawn_in.epk",1500,0,4,[],"","",""
443,"BlackstarSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/ao/spawn_effect/spawn_in.epk",1500,0,4,[],"","",""
444,"DoomSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/ao/spawn/spawn_in.epk",1500,0,4,[],"","",""
445,"TornadoShotMercurial","Metadata/Effects/Microtransactions/Spells/tornado_shot_Mercurial/trail_tornado.epk",0,0,4,[],"","",""
446,"InfluenceAltarSpawnTangle","Metadata/Terrain/EndGame/PrimordialArenas/PrimordialAltars/tg_altar_spawn.epk",1500,0,4,[],"","",""
447,"InfluenceAltarSpawnCleansingFire","Metadata/Terrain/EndGame/PrimordialArenas/PrimordialAltars/cf_altar_spawn.epk",1500,0,4,[],"","",""
448,"BlackStarLaserSpearSpearGlow","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/flame_strafe_spear_glow.epk",0,0,4,[],"","",""
449,"ArchnemesisFlameBubbleHit","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/flame_blood_hit.epk",500,100,4,[],"","",""
450,"ArchnemesisModNecromancer","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/necromancer.epk",0,0,4,[],"","",""
451,"BlackstarBossSunToMoon","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_sun2moon.epk",2000,0,4,[],"","",""
452,"BlackstarBossMoonToSun","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_moon2sun.epk",2000,0,4,[],"","",""
453,"BlackstarBossSun","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_sun.epk",0,0,4,[],"","",""
454,"BlackstarBossMoon","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_moon.epk",0,0,4,[],"","",""
455,"ArchnemesisModJuggernaut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/juggernaut.epk",0,0,4,[],"","",""
456,"VaalSideAreaUpgraded","Metadata/Effects/misc/upgraded_side_area/vaal_side_area_upgraded.epk",0,0,3,[],"","",""
457,"LabyrinthTrialUpgraded","Metadata/Effects/misc/upgraded_side_area/labyrinth_trial_upgraded.epk",0,0,3,[],"","",""
458,"BloodTendrilsEndMercurial","Metadata/Effects/Microtransactions/Spells/Mercurial_exsanguinate/fadeout_debuff.epk",1000,0,4,[],1,"",""
459,"HydrosphereRevertEpkHarmonious","Metadata/Effects/Microtransactions/Spells/HarmoniousHydrosphere/epk/water_transform.epk",500,0,4,[],1,"",""
460,"BlackStarMeleeCloneRebind","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/melee_rebind.epk",2000,0,4,[],1,"",""
461,"BlackStarCasterCloneRebind","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/caster_rebind.epk",2000,0,4,[],1,"",""
462,"ArchnemesisDyingSunLoopingArrow","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/arrow_loop.epk",0,0,4,[],"","",""
463,"ArchnemesisDyingSunOnceArrow","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/arrow_once.epk",0,0,4,[],"","",""
464,"ArchnemesisDyingSunLoopingSpell","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/spell_loop.epk",0,0,4,[],"","",""
465,"ArchnemesisDyingSunOnceSpell","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/spell_once.epk",0,0,4,[],"","",""
466,"ArchnemesisDyingSunMortarEPK","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_01.epk",0,0,4,[],"","",""
467,"ArchnemesisDyingSunMortarEPK2","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_02.epk",0,0,4,[],"","",""
468,"ArchnemesisDyingSunMortarEPK3","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_03.epk",0,0,4,[],"","",""
469,"ArchnemesisDyingSunMortarEPK4","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_04.epk",0,0,4,[],"","",""
470,"DemonicSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/base.epk",0,0,4,[],"","",""
471,"DemonicSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/caster.epk",0,0,4,[],"","",""
472,"DemonicSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/boss.epk",0,0,4,[],"","",""
473,"DemonicSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/caster_boss.epk",0,0,4,[],"","",""
474,"SoulfeastHandSurgeCats","Metadata/Effects/Microtransactions/Spells/soulfeast/cat/surge.epk",1000,0,4,[],1,"",""
475,"LifeFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Life/LifeFlask.epk",0,0,4,[],"","",""
476,"ManaFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana/ManaFlask.epk",0,0,4,[],"","",""
477,"HybridFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana-Life/Mana-LifeFlask.epk",0,0,4,[],"","",""
478,"UtilityFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Utility/UtilityFlask.epk",0,0,4,[],"","",""
479,"PoisonousConcoctionInHandDemonic","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/flask_held.epk",0,0,4,[],"","",""
480,"PoisonousConcoctionInHandScionDemonic","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/flask_held_scion.epk",0,0,4,[],"","",""
481,"BloodSurgeHeritageEnd","Metadata/Effects/Microtransactions/Spells/corrupting_fever/heritage/buff_fadeout.epk",2000,0,4,[],1,"",""
482,"BattlePass2HyrrisIreArrow","Metadata/Effects/Microtransactions/Misc/uniques/HyrrisIre/epk/ice_arrow.epk",0,0,4,[],"","",""
483,"MTXSoulStunEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/EPKs/SoulBurst.epk",0,0,4,[],1,"",""
484,"MTXSoulWeaponTrailFadeOut","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/EPKs/WeaponGhost.epk",0,0,4,[],1,"",""
485,"MTXFollowerBowArrowArcaneEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/arcane_arrow_main.epk",0,0,4,[],"","",""
486,"MTXFollowerBowArrowAutomatonEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/automaton_arrow_main.epk",0,0,4,[],"","",""
487,"MTXFollowerBowArrowBloodEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/blood_arrow_main.epk",0,0,4,[],"","",""
488,"MTXFollowerBowArrowShadowEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/shadow_arrow_main.epk",0,0,4,[],"","",""
489,"MTXFollowerBowArrowSpectralEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/spectral_arrow_main.epk",0,0,4,[],"","",""
490,"MTXCosprisMaliceBattlePass3BuildUp","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/buildup.epk",200,0,4,[],"","",""
491,"MTXCosprisMaliceBattlePass3CastFX","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/cast_fx.epk",400,0,4,[],"","",""
492,"MTXKnightmasterAnimationEffect","Metadata/Items/Armours/BodyArmours/KnightLord/epk/char_fx_in_out.epk",2000,2000,4,[],"","",""
493,"MTXUndyingGravebindOnMonsterDeathApparation","Metadata/Effects/Microtransactions/gloves/AtlasPass/Gravebind/GravebindOnDeath.epk",0,0,4,[],"","",""
494,"MTXUndyingGravebindOnRareOrUniqueMonsterDeathApparation","Metadata/Effects/Microtransactions/gloves/AtlasPass/Gravebind/GravebindOnDeathRareOrUnique.epk",0,0,4,[],"","",""
495,"MTXCosprisMaliceBattlePass3RotatingEffects","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/center_rotate.epk",0,0,4,[],"","",""
496,"MTXCosprisMaliceBattlePass3LightsabreStart","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/lightsabre_start.epk",0,0,4,[],"","",""
497,"MTXPredatoryFarrulsFurBattlePass3ActivateEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_armour_cat_show.epk",0,0,4,[],"","",""
498,"MTXPredatoryFarrulsFurBattlePass3DeactivateEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_armour_cat_hide.epk",0,0,4,[],"","",""
499,"MTXPredatoryFarrulsFurBattlePass3SmokeEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_player_puffsmoke.epk",0,0,4,[],"","",""
500,"MTXCelestialBoneshatterSoulBurst","Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/SoulBurst.epk",500,0,4,[],1,"",""
501,"MTXIllusionistCobraLashCrit","Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/enemy_crit_hit.epk",2500,0,4,[],1,"",""
502,"IllusionistSnappingAdderWhirlingBlades","Metadata/Effects/Microtransactions/Spells/snapping_adder/illusionist/empowered_whirling_blades.epk",1000,0,4,[],1,"",""
503,"IllusionistWhirlingBladesFadeOut","Metadata/Effects/Microtransactions/Spells/BladeFlurry/Illusionist/fade_out.epk",0,0,4,[],"","",""
504,"IllusionistWhirlingBladesFadeIn","Metadata/Effects/Microtransactions/Spells/BladeFlurry/Illusionist/fade_in.epk",500,0,4,[],"","",""
505,"LightningStrikeProjectileHitVoidEmperor","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/voidemperor_lightn_hit.epk",0,0,4,[],"","",""
506,"LightningStrikeVaalBladeVoidEmperor","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk",0,0,4,[],"","",""
507,"PoisonousConcoctionInHandAlchemist","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/flask_held.epk",0,0,4,[],"","",""
508,"PoisonousConcoctionInHandScionAlchemist","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/flask_held_scion.epk",0,0,4,[],"","",""
509,"StarfallRageSlashWeaponEffect","Metadata/Effects/Microtransactions/Spells/rage_slash/star_fall/weapon_rage.epk",0,0,4,[],1,"",""
510,"WandAttackPhysicalHeritage","Metadata/Effects/Microtransactions/Spells/kinetic_blast/heritage/wand.epk",0,0,4,[],1,"",""
511,"StarfallBloodScytheDebuffFadeOut","Metadata/Effects/Microtransactions/Spells/blood_scythe/star_fall/debuff_fadeout.epk",1500,0,4,[],1,"",""
512,"MTXVoidforgeGlowflashFire","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_fire.epk",1000,0,4,[],1,"",""
513,"MTXVoidforgeGlowflashIce","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_ice.epk",1000,0,4,[],1,"",""
514,"MTXVoidforgeGlowflashLightning","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_lit.epk",1000,0,4,[],1,"",""
515,"MTXVoidforgeGlowflashAllElements","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_all3.epk",1000,0,4,[],1,"",""
516,"CatPolymorphWandFlash","Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/rune_in.epk",2000,0,4,[],"","",""
517,"RhoaStampedeQuicksilverFadeIn","Metadata/Effects/Microtransactions/Flasks/rhoa_stampede_quicksilver/fadein.epk",1000,0,4,[],"","",""
518,"RhoaStampedeQuicksilverFadeOut","Metadata/Effects/Microtransactions/Flasks/rhoa_stampede_quicksilver/fadeout.epk",0,0,4,[],"","",""
519,"MTXBeeSwarmOnHit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/wp_hit_wasps.epk",2000,0,4,[],1,"",""
520,"MTXClockworkHeartDeathEPK","Metadata/Effects/Microtransactions/BodyArmours/ClockworkHeart/player_die.epk",0,0,4,[],"","",""
521,"MTXAmputeeGhostArmSTR","Metadata/Items/Armours/Gloves/Amputee/epk/Str_Arms_Flash.epk",1000,200,4,[],1,"",""
522,"MTXHighTemplarWeaponEffectUndeadHitEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/enm_hit.epk",1500,500,4,[],1,"",""
523,"MTXJellyfishSwarmBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash.epk",700,0,4,[],1,"",""
524,"MTXJellyfishSwarmChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged.epk",0,0,4,[],"","",""
525,"MTXJellyfishSwarmProjectBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_project.epk",0,0,4,[],"","",""
526,"MTXJellyfishSwarmProjectChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_project.epk",0,0,4,[],"","",""
527,"MTXJellyfishSwarmSirenBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_siren.epk",0,0,4,[],"","",""
528,"MTXJellyfishSwarmSirenChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_siren.epk",0,0,4,[],"","",""
529,"MTXJellyfishSwarmVoidEmperorBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_void.epk",0,0,4,[],"","",""
530,"MTXJellyfishSwarmVoidEmperorChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_void.epk",0,0,4,[],"","",""
531,"MTXSandChronomancerEffect","Metadata/Effects/Microtransactions/Character_FX/chronomancer/epks/AfterImage_Sand.epk",0,0,4,[],"","",""
532,"MTXBloodBoilEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/monster_boil.epk",3500,0,4,[],1,"",""
533,"RingOfIceStatueShatter","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/Crumbling.epk",0,0,4,[],"","",""
534,"RingOfIceWeaponShatter","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/WeaponCrumbling.epk",0,0,4,[],"","",""
535,"CutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound.epk",0,0,4,[],"","",""
536,"CutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound2.epk",0,0,4,[],"","",""
537,"CutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound3.epk",0,0,4,[],"","",""
538,"SanctumPortalEffect","Metadata/Effects/Microtransactions/Town_Portals/SanctumPortal/epk/affect_char.epk",0,0,4,[64],"","",""
539,"SanctumPortalTeleport","Metadata/Effects/Microtransactions/Town_Portals/SanctumPortal/epk/void_death.epk",0,0,4,[64],"","",""
540,"MTXGemcutterCraftingDeviceVaalBlast","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/vaal_blast.epk",1000,0,4,[],1,"",""
541,"MTXGemcutterCraftingDeviceLensBlast","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/lens_blast.epk",1000,0,4,[],1,"",""
542,"VaalSmiteWeaponEffect","Metadata/Effects/Spells/vaal_skills/smite/epk/weapon_holy_lightning.epk",0,0,4,[],1,"",""
543,"GemlingArtificerMtxOnSkillUseFlash","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/glowflash_gem.epk",350,0,4,[],"","",""
544,"AfflictionHideoutSplitFadeIn","Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadein.epk",0,0,4,[],"","",""
545,"AfflictionHideoutSplitFadeOut","Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadeout.epk",1000,0,4,[],"","",""
546,"MTXGemcutterCraftingDeviceGemcuttersLaser","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/gcp_zap.epk",200,0,4,[],1,"",""
547,"VaalSmiteValkrieWeaponEffect","Metadata/Effects/Spells/vaal_skills/smite/epk/weapon_holy_lightning_valk.epk",0,0,4,[],1,"",""
548,"VaporCutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/vapor/Cut_wound.epk",0,0,4,[],"","",""
549,"VaporCutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/vapor/Cut_wound2.epk",0,0,4,[],"","",""
550,"VaporCutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/vapor/Cut_wound3.epk",0,0,4,[],"","",""
551,"NecroCutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/necro/Cut_wound.epk",0,0,4,[],"","",""
552,"NecroCutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/necro/Cut_wound2.epk",0,0,4,[],"","",""
553,"NecroCutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/necro/Cut_wound3.epk",0,0,4,[],"","",""
554,"DemonicCutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/demonic/Cut_wound.epk",0,0,4,[],"","",""
555,"DemonicCutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/demonic/Cut_wound2.epk",0,0,4,[],"","",""
556,"DemonicCutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/demonic/Cut_wound3.epk",0,0,4,[],"","",""
557,"MTXAmputeeGhostArmDex","Metadata/Items/Armours/Gloves/Amputee/epk/Dex_Arms_Flash.epk",1000,200,4,[],1,"",""
558,"MTXAmputeeGhostArmInt","Metadata/Items/Armours/Gloves/Amputee/epk/Int_Arms_Flash.epk",1000,200,4,[],1,"",""
559,"MTXAmputeeGhostArmStrDex","Metadata/Items/Armours/Gloves/Amputee/epk/StrDex_Arms_Flash.epk",1000,200,4,[],1,"",""
560,"MTXAmputeeGhostArmStrInt","Metadata/Items/Armours/Gloves/Amputee/epk/StrInt_Arms_Flash.epk",1000,200,4,[],1,"",""
561,"MTXAmputeeGhostArmDexInt","Metadata/Items/Armours/Gloves/Amputee/epk/DexInt_Arms_Flash.epk",1000,200,4,[],1,"",""
562,"MTXAmputeeGhostArmStrDexInt","Metadata/Items/Armours/Gloves/Amputee/epk/StrDexInt_Arms_Flash.epk",1000,200,4,[],1,"",""
563,"MTXWormholeSuckIn","Metadata/Effects/Microtransactions/BodyArmours/Wings/Wormhole/epk/blackhole_suckin.epk",0,0,4,[],"","",""
564,"MTXWormholeSpitOut","Metadata/Effects/Microtransactions/BodyArmours/Wings/Wormhole/epk/blackhole_spitout.epk",1000,0,4,[],"","",""
