"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
888,"Metadata/Monsters/CrazedCannibalPicts/PictFemaleBow",156,46,2,6,65,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/PictFemaleBow.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/CrazedCannibalPicts_Female_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/CrazedCannibalPicts_Female_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/CrazedCannibalPicts_Female_3.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/PictFemaleBow",[],1,"","",100,2,6,6,1,0,"[723,724,1026,1047,718,224,755,71,48,1089,31,29,714,32,118]",130,[],105,105,700,500,0,"[749,5682,5683,5684,5685]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Bow/PictFemaleBow.ais",[],"",0,"Cultist Archer","Sectatrice archère","Kultisten-Bogenschützin","カルティストアーチャー","광신자 궁수","Cultista Arqueiro","Культистка-лучница","Arquera cultista","Cultist Archer","邪教射手",130,130,1500,[15640],[15644],15647,13,"","",0,[],[],[],1,1,6,135,0,0,135,47042,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,535618,536946,537414,531250,529938,536974,536024,537660,535078,528658,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,115,0.06,0,1,0,"",40,5
889,"Metadata/Monsters/CrazedCannibalPicts/PictFemaleDaggerDagger",157,46,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/PictFemaleDaggerDagger.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/CrazedCannibalPicts_Female_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/CrazedCannibalPicts_Female_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/CrazedCannibalPicts_Female_3.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/PictFemaleDaggerDagger",[],1,"","",100,2,6,4,1,0,"[1047,1024,224,755,71,48,713,31,29,714,118]",100,[],105,105,700,500,0,[751],"Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Dagger_Dagger/PictFemaleDaggerDagger.ais",[],"",0,"Cultist Daggerdancer","Sectatrice dansedague","Kultisten-Messertänzerin ","カルティストダガーダンサー","광신자 단검춤꾼","Cultista Dançarino da Adaga","Культистка-танцовщица с кинжалами","Bailarina de dagas cultista","Cultist Daggerdancer","邪教匕首舞者",100,100,1500,[15642],[15642],"",7,7,"",0,[],[],[],1,1,6,135,0,0,135,38450,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,537348,538678,539154,532966,531644,538718,537780,539404,536808,530360,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,100,0.08,0,1,0,"",40,5
890,"Metadata/Monsters/CrazedCannibalPicts/PictFemaleStaff",158,9,2,4,12,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/PictFemaleStaff.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/CrazedCannibalPicts_Female_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/CrazedCannibalPicts_Female_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/CrazedCannibalPicts_Female_3.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/PictFemaleStaff",[],1,"","",100,2,6,2,1,0,"[1022,723,724,1047,34,718,224,71,48,1089,30,29,32,118,752]",200,[],105,105,700,500,0,"[5686,5687,5688,5689]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/PictFemaleStaff.ais",[],"",0,"Cultist Witch","Sectatrice sorcière","Kultistenhexe ","カルティストウィッチ","광신자 마녀","Cultista Bruxa","Культистка-ведьма","Bruja cultista","Cultist Witch","邪教女巫",200,200,1500,[],[15646],"",14,"","",0,[],[],[],1,1,6,135,0,0,135,28838,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,539008,540350,540816,534620,533290,540380,539448,541066,538468,532002,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,150,0.05,0,1,0,"",40,5
891,"Metadata/Monsters/CrazedCannibalPicts/PictMaleAxe",159,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_2.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe",[],1,"","",100,2,6,10,1,0,"[1030,1047,224,71,48,713,714,118,752]",110,[],105,105,700,500,0,"[751,5690]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe.ais","[5927,13279]","",0,"Cultist Warrior","Sectateur guerrier","Kultistenkrieger","カルティストウォーリアー","광신자 전사","Cultista Guerreiro","Культист-воин","Guerrero cultista","Cultist Warrior","邪教戰士",110,110,1500,[],[15641],"",11,"","",0,[],[],[],1,1,6,135,0,0,135,8197,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,540280,541628,542090,535886,534544,541658,540716,542342,539740,533252,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
892,"Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeAxe",160,13,2,4,8,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/PictMaleAxeAxe.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_2.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/PictMaleAxeAxe",[],1,"","",100,2,6,10,1,0,"[1030,1047,718,224,71,48,713,714,118,752]",110,[],105,105,700,500,0,"[751,5691]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/PictMaleAxeAxe.ais","[5927,13279]","",0,"Cultist Warrior","Sectateur guerrier","Kultistenkrieger","カルティストウォーリアー","광신자 전사","Cultista Guerreiro","Культист-воин","Guerrero cultista","Cultist Warrior","邪教戰士",110,110,1500,[15641],[15641],"",11,11,"",0,[],[],[],1,1,6,135,0,0,135,18461,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,541614,542962,543424,537220,535878,542992,542050,543676,541074,534586,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
893,"Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeDagger",161,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/PictMaleAxeDagger.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_3.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_4.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/PictMaleAxeDagger",[],1,"","",100,2,6,10,1,0,"[1030,1047,718,224,71,48,713,714,118,752]",105,[],105,105,700,500,0,"[751,5691]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/PictMaleAxeDagger.ais","[5927,13279]","",0,"Cultist Warrior","Sectateur guerrier","Kultistenkrieger","カルティストウォーリアー","광신자 전사","Cultista Guerreiro","Культист-воин","Guerrero cultista","Cultist Warrior","邪教戰士",105,105,1500,[15642],[15641],"",7,11,"",0,[],[],[],1,1,6,135,0,0,135,37591,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,543220,544568,545030,538826,537484,544598,543656,545282,542680,536192,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,103,0.065,0,1,0,"",40,5
894,"Metadata/Monsters/CrazedCannibalPicts/PictMaleAxeShield",162,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/PictMaleAxeShield.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_3.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_4.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/PictMaleAxeShield",[],1,"","",100,2,6,10,1,0,"[1030,1047,718,224,71,48,713,1088,30,31,714,118,752]",100,[],105,105,700,500,0,"[751,5691]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/PictMaleAxeShield.ais","[5927,13279]","",0,"Cultist Warrior","Sectateur guerrier","Kultistenkrieger","カルティストウォーリアー","광신자 전사","Cultista Guerreiro","Культист-воин","Guerrero cultista","Cultist Warrior","邪教戰士",100,110,1500,[15643],[15641],"",26,11,"",0,[],[],[],1,1,6,135,0,0,135,35864,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,544874,546222,546684,540480,539138,546252,545310,546936,544334,537846,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
895,"Metadata/Monsters/CrazedCannibalPicts/PictBigMale",163,16,3,6,15,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_2.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale",[],1,"","",100,2,6,0,1,0,"[1020,1047,224,71,48,713,1090,30,31,714,118,752]",150,[],105,105,700,500,0,"[744,5692,5693]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale.ais","[5927,13280]","",0,"Cultist Brute","Sectateur brutal","Kultistenwüstling","カルティストブルート","광신자 냉혈한","Cultista Bruto","Ирод-культист","Bruto cultista","Cultist Brute","邪教暴徒",150,150,1500,[9406],[15645],"",16,"","",0,[],[],[],1,1,6,135,0,0,135,48488,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,546224,547578,548042,541824,540476,547604,546660,548288,545684,539178,0,0,0,"","",7,"",0,0,0,1,"","",1,1,"",[],54,5,125,0.05,0,1,0,"",50,5
896,"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01",164,28,2,3,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo01.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication00",[],1,"","",100,2,6,5,8,0,"[723,724,122,714,32,51,753,1025,73]",80,[],105,105,700,500,0,[5694],"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01.ais",[],"",4,"Skullslinger","Lancecrâne","Schädelschleuderer","スカルスリンガー","해골투척병","Lança-crânios","Черепометатель","Lanzacráneos","Skullslinger","骷髏射手",80,80,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,49015,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,547104,548458,548922,542704,541356,548484,547540,549168,546564,540058,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",3,80,0.05,0,1,0,"",25,3
897,"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02",165,19,2,4,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo02.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication00",[],1,"","",100,2,6,5,8,0,"[122,51,1025,73,752]",80,[],105,105,700,500,0,"[5698,5696,5697]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02.ais",[],"",4,"Ribrattle","Cliqueticôte","Rippenklapperer","リブラトル","덜그럭늑골","Arranca-costelas","Реброхруст","Rompecostillas","Ribrattle","肋骨震動者",80,80,1590,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,23150,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,0,1,0,0,0,0,0,0,0,0,547818,549172,549636,543418,542070,549198,548254,549882,547278,540772,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",4,80,0.05,0,1,0,"",40,3
898,"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03_",166,32,2,3,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo03.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01",[],1,"","",100,2,6,5,8,0,"[122,754,713,714,51,1025,73]",80,[],105,105,700,500,0,[744],"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03.ais",[],"",4,"Spinesnatcher","Happéchine","Wirbelsäulenschnapper","スパインスナッチャー","척추강탈꾼","Rouba-dorsal","Хребтохват","Arrancamédulas","Spinesnatcher","脊椎搶奪者",92,80,1590,[],[],"","","","",0,[],[7726],[],1,1,6,135,0,0,135,15159,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,548550,549904,550368,544150,542802,549930,548986,550614,548010,541504,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",3,80,0.05,0,1,0,"",25,3
899,"Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole",167,0,3,6,6,"[""Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/attachments/effigy_pole.ao""]","Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole",[6473],1,"","",100,2,6,"",12,0,"[74,765,163,742,781]",100,[],105,105,700,500,0,[],"Metadata/Monsters/CrazedCannibalPicts/VoodooPole/VoodooPole.ais",[],"",3,"Affliction Totem","Totem de l'Affliction","Befallenes Totem","アフリクショントーテム","고난 토템","Totem da Aflição","Тотем вуду","Tótem de aflicción","โทเทมโรคต้องสาป","禁咒圖騰",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,38397,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,549262,550626,551080,544852,543492,550642,549686,551330,548720,542192,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
900,"Metadata/Monsters/WereCat/TigerChimeral",409,81,2,4,15,"[""Metadata/Monsters/WereCat/TigerChimeral.act""]","[""Metadata/Monsters/WereCat/ProwlingChimeral.ao""]","Metadata/Monsters/WereCat/TigerChimeral",[],1,"","",100,2,6,14,1,0,"[72,1034,755,49,713,31,714,118,756]",165,[],105,105,700,500,0,"[744,812,3289,3290]","Metadata/Monsters/WereCat/TigerChimeral.ais","[5927,6094]","",0,"Prowling Chimeral","Chiméral rôdeur","Pirschende Chimerale","徘徊するキメラル","배회하는 키메랄","Quimera Espreitadora","Крадущийся химерид","Quimerina emboscadora","Prowling Chimeral","潛行龍蜥",132,165,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,64467,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,549912,551272,551736,545484,544124,551298,550338,551988,549370,542816,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],48,5,133,0.05,0,1,0,"",50,4
901,"Metadata/Monsters/Taniwha/RiverTaniwha",410,28,2,4,9,"[""Metadata/Monsters/Taniwha/RiverTaniwha.act""]","[""Metadata/Monsters/Taniwha/TaniwhaCoastal.ao""]","Metadata/Monsters/Taniwha/RiverTaniwha",[],1,"","",100,2,6,5,1,0,"[72,713,31,29,714,118,50,753,1025]",140,[],105,105,700,500,0,"[751,4633,5463,3316]","Metadata/Monsters/Taniwha/RiverTaniwha.ais","[5927,5927,5927,6036]","",0,"River Drake","Dragon des rivières","Flussdrache","川のドレイク","강 타니와","Dragão do Rio","Речной драконид","Draco de río","River Drake","河川飛龍",140,140,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,24283,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,550572,551948,552396,546134,544772,551962,551006,552650,550030,543462,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],51,4,120,0.05,0,1,0,"",40,4
902,"Metadata/Monsters/Taniwha/RiverTaniwhaEmerge",410,28,2,4,9,"[""Metadata/Monsters/Taniwha/RiverTaniwha.act""]","[""Metadata/Monsters/Taniwha/TaniwhaCoastal.ao""]","Metadata/Monsters/Taniwha/RiverTaniwha",[],1,"","",100,2,6,5,1,0,"[72,175,713,31,29,714,118,50,753,1025]",140,[],135,135,700,500,0,"[751,4633,5463,4724,4963]","Metadata/Monsters/Taniwha/RiverTaniwha.ais",[],"stance2",0,"River Drake","Dragon des rivières","Flussdrache","川のドレイク","강 타니와","Dragão do Rio","Речной драконид","Draco de río","River Drake","河川飛龍",140,140,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,61448,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,550920,552296,552744,546482,545120,552310,551354,552998,550378,543810,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],51,4,120,0.05,0,1,0,"",40,4
903,"Metadata/Monsters/Taniwha/RiverTaniwhaTropicalIsland_",410,28,2,4,9,"[""Metadata/Monsters/Taniwha/RiverTaniwha.act""]","[""Metadata/Monsters/Taniwha/TaniwhaCoastal.ao""]","Metadata/Monsters/Taniwha/RiverTaniwhaChameleon",[],1,"","",100,2,6,5,1,0,"[72,713,31,29,714,118,50,753,1025]",140,[],105,105,700,500,0,"[751,4633,5463]","Metadata/Monsters/Taniwha/RiverTaniwha.ais",[],"",0,"Coastal Drake","Dragon côtier","Küstendrache","海岸のドレイク","해안가 타니와","Dragão Costal","Прибрежный драконид","Draco costero","Coastal Drake","濱海飛龍",140,140,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45414,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,551366,552742,553188,546916,545554,552756,551812,553444,550824,544238,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],51,4,120,0.05,0,1,0,"",40,4
904,"Metadata/Monsters/Taniwha/RiverTaniwhaWaterways",410,28,2,4,9,"[""Metadata/Monsters/Taniwha/RiverTaniwha.act""]","[""Metadata/Monsters/Taniwha/TaniwhaCoastal.ao""]","Metadata/Monsters/Taniwha/RiverTaniwhaWaterways",[],1,"","",100,2,6,5,1,0,"[72,713,31,29,714,118,50,753,1025]",140,[],135,135,700,500,0,"[751,4633,5463,3316,4963]","Metadata/Monsters/Taniwha/RiverTaniwhaWaterways.ais",[],"",0,"River Drake","Dragon des rivières","Flussdrache","川のドレイク","강 타니와","Dragão do Rio","Речной драконид","Draco de río","River Drake","河川飛龍",140,140,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,58140,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,551810,553186,553632,547360,545998,553200,552256,553888,551268,544682,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],51,4,120,0.05,0,1,0,"",40,4
905,"Metadata/Monsters/Taniwha/RiverTaniwhaNoJank",410,28,2,4,9,"[""Metadata/Monsters/Taniwha/RiverTaniwha.act""]","[""Metadata/Monsters/Taniwha/TaniwhaCoastal.ao""]","Metadata/Monsters/Taniwha/RiverTaniwhaNoSwim",[],1,"","",100,2,6,5,1,0,"[72,713,31,29,714,118,50,753,1025]",140,[],105,105,700,500,0,"[751,4633,5463,3316]","Metadata/Monsters/Taniwha/RiverTaniwha.ais","[5927,5927,5927,6036]","",0,"River Drake","Dragon des rivières","Flussdrache","川のドレイク","강 타니와","Dragão do Rio","Речной драконид","Draco de río","River Drake","河川飛龍",140,140,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,12174,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,552282,553658,554104,547832,546470,553672,552728,554360,551740,545154,0,-5,5,"","",7,1,0,-5,5,0,"","",1,1,"",[],51,4,120,0.05,0,1,0,"",40,4
906,"Metadata/Monsters/WhipTongueChimeral/WhipTongueChimeral",411,32,2,4,28,"[""Metadata/Monsters/WhipTongueChimeral/WhipTongueChimeral.act""]","[""Metadata/Monsters/WhipTongueChimeral/WhipTongueChimeral.ao""]","Metadata/Monsters/WhipTongueChimeral/WhipTongueChimeral",[],1,"","",100,2,6,8,1,0,"[1028,72,754,31,29,118,50]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/WhipTongueChimeral/WhipTongueChimeral.ais",[],"",0,"Whiptongue Croaker","Croasseur fouette-langue","Peitschenzungen-Quaker","ウィップタン・クローカー","채찍혀 물렁이","Rã Língua-Chicote","Хлыстоязычный квакун","Croador lengualátigo","Whiptongue Croaker","笞舌蛙",100,140,1095,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9386,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,552944,554332,554774,548482,547110,554332,553394,555026,552402,545786,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"",0,120,0.05,0,1,0,"",20,4
