"rownum","Id","[rid]_8","[i32]_24","[i32]_40","[i32]_56","Variants","[rid]_88","[i32]_104","[rid]_120","rid_136","[i32]_152","[rid]_168","[i32]_184","[string]_200","i32_216","[rid]_220","[rid]_236"
250,"bladestorm",[2045],[],[],[33],"[""Default"",""Celestial""]",[],"[18079,27572]",[],339,[],[405],[],[],1000,[],[]
251,"shield_phalanx",[],[],[],[28],"[""Default""]",[],[18079],[],339,[],[676],[],[],1000,[],[]
252,"spinning_flail",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[567],[],[],1000,[],[]
253,"dominating_aura",[],[],[],[],"[""Default""]","[611,612,613]",[18079],[],339,[],[678],[],[],1000,[],[]
254,"explosive_grenade","[2054,2198]",[],[],[],"[""Default"",""ExpodingBaby"",""VaalGuard""]",[],"[18079,63272,34552]",[337],339,[],"[682,683]",[],[],1000,[],[]
255,"flash_grenade","[2057,2201]",[],[262],[],"[""Default""]",[],[18079],[340],339,[],[684],[],[],1000,[],[]
256,"toxic_grenade","[2058,2202,2062,2063]",[],[],[],"[""Default""]",[],[18079],[341],339,[],[685],[],[],1000,[],[]
257,"oil_grenade","[2059,2203]",[],[],[],"[""Default"",""VaalGuard""]",[],"[18079,34552]",[342],339,[],"[686,687]",[],[],1000,[],[]
258,"fire_grenade","[2061,2205]",[],[],[],"[""Default""]",[],[18079],[344],339,[],[688],[],[],1000,[],[]
259,"shock_grenade","[2547,2548]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[402],339,[],[689],[],[],1000,[],[]
260,"summon_skeletons",[],[],[],[],"[""Default""]",[],[18079],[],339,"[12,0,0,0,13,0,0,0]","[281,282,283,284,285,286,287,288]",[],[],1000,[],[]
261,"bone_offering",[2064],[],[266],[],"[""Default""]",[655],[18079],[],339,[26],[163],[],[],1000,[],[]
262,"pain_offering",[2065],[],[268],[],"[""Default""]",[657],[18079],[],339,[28],[691],[],[],1000,[],[]
263,"revive_minion",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[690],[],[],1000,[],[]
264,"rage",[],[],[],[],"[""Default""]",[614],[18079],[],18470,[],[],[],[],1000,[],[]
265,"broken_armour_debuff","[2068,2071]",[],[263],[],"[""Default""]",[617],[18079],[],18476,[],[],[],[],1000,[],[]
266,"armour_fully_broken_consumed",[2074],[],[],[],"[""Default""]",[],[18079],[],18480,[],[],[],[],1000,[],[]
267,"resonating_slam","[2077,2078]",[],[],[],"[""Default""]",[],[18079],[],339,[],[696],[],[],1000,[],[]
268,"sniper_gas_shot","[2318,2206,2319,2320]",[],[],[],"[""Default""]",[],[18079],[345],339,[],[698],[],[],1000,[],[]
269,"death_storm",[2079],[],[],[],"[""Default""]",[],[18079],[],339,[],[699],[],[],1000,[],[]
270,"bombadier_destructive_link",[2080],[],[319],[],"[""Default""]",[],[18079],[],339,[],[701],[],[],1000,[],[]
271,"ice_bind",[],[155],[],[],"[""Default""]",[],[18079],[],339,[],[700],[],[],1000,[],[]
272,"wind_palm","[2082,2083,2084]",[],[],[],"[""Default""]",[620],[18079],[],339,[],[703],[],[],1000,[],[]
273,"wind_palm_projectile",[2327],[],[],[],"[""Default""]",[],[18079],[350],339,[],"[704,705]",[],[],1000,[],[]
274,"command_minion",[2085],[],[],[],"[""Default""]",[],[18079],[],339,[],[695],[],[],1000,[],[]
275,"charged_staff",[2089],[],[],[],"[""Default""]",[],[18079],[],339,[],"[706,707]",[],[],1000,[],[]
276,"rolling_magma","[2090,2094]",[],[],[],"[""Default"",""Concoction"",""Harbinger""]",[],"[18079,15756,41619]",[346],339,[],[708],[],[],1000,[],[]
277,"charged_strike","[2098,2099,2100]",[],[272],[],"[""Default""]",[],[18079],[],339,[],[709],[],[],1000,[],[]
278,"tempest_bell","[2103,2105]",[160],[],[36],"[""Default"",""Breachlord""]","[621,623,625]","[18079,56473]",[],339,[],[710],[],[],1000,[],[]
279,"generic_minion_command",[2085],[],[],[],"[""Default""]",[],[18079],[],339,[],[711],[],[],1000,[],[]
280,"ice_ambush","[2107,2108,2109]",[],[],[38],"[""Default""]",[],[18079],[],339,[],"[712,713]",[],[],1000,[],[]
281,"bone_spike","[2334,2336]",[],[327],[],"[""Default""]",[],[18079],[351],339,[],[714],[],[],1000,[],[]
282,"ring_of_bone","[2737,2739,2741]",[],[],[],"[""Default""]",[649],[18079],[],339,[],[715],[],[],1000,[],[]
283,"contagion","[2110,2117]",[],"[296,0,0]",[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[627,633]","[18079,47901,27572,52008,64816,55295]",[],339,[],[229],[],[],1000,[],[]
284,"consume_corpse",[2125],[],[275],[],"[""Default""]",[],[18079],[],339,[],[716],[],[],1000,[],[]
285,"bone_cone",[2123],[],[273],[],"[""Default""]",[],[18079],[],339,[20],[717],[],[],1000,[],[]
286,"poison_burst_arrow",[2128],[],[],[],"[""Default""]",[],[18079],[353],339,[],[719],[],[],1000,[],[]
287,"power_siphon","[2126,2127]",[190],[276],[],"[""Default"",""UniqueWand""]",[],"[18079,21767]",[],22647,[],[92],[],[],1000,[],[]
288,"shocking_arrow","[2129,2130]",[],[],[57],"[""Default"",""Faridun""]",[],"[18079,7062]",[354],339,[],[721],[],[],1000,[],[]
289,"ripwire_arrow",[2154],[],[],[],"[""Default""]",[],[18079],[362],339,[],[722],[],[],1000,[],[]
290,"lightning_rod_rain","[2133,2134]",[],[],[39],"[""Default"",""Faridun""]",[],"[18079,7062]",[356],339,[],[723],[],[],1000,[],[]
291,"gas_cloud_arrow","[2058,2202,2062,2063]",[],[],[],"[""Default""]",[],[18079],[375],339,[],[724],[],[],1000,[],[]
292,"greater_fireball",[2146],[],[],[],"[""Default""]",[],[18079],"[358,359]",339,[],[727],[],[],1000,[],[]
293,"solar_orb","[2148,2149]",[],[],[47],"[""Default"",""DemonicFire""]",[647],"[18079,49438]",[],339,[],[726],[],[],1000,[],[]
294,"plague_bearer_nova",[2152],[],[295],[],"[""Default""]",[],[18079],[],339,[],[729],[],[],1000,[],[]
295,"channel_shield_charge","[2278,2279,2280,2281]",[],[293],[],"[""Default""]",[],[18079],[],339,[],[10],[],[],1000,[],[]
296,"electrocuting_arrow",[],[],[],[],"[""Default"",""Faridun""]",[664],"[18079,7062]",[364],339,[],[730],[],[],1000,[],[]
297,"shatter","[2153,2326]",[],[],[],"[""Default""]",[],[18079],[],339,[],[731],[],[],1000,[],[]
298,"rain_of_arrows_new","[1311,2188,1330]",[],[],[],"[""Default""]",[],[18079],[366],339,[],[725],[],[],1000,[],[]
299,"perfect_strike","[2270,2272,2273,2271]",[],[291],[],"[""Default""]",[],[18079],[],339,[],[732],[],[],1000,[],[]
300,"channelled_snipe",[2524],[],[388],[],"[""Default""]",[],[18079],[363],339,[],[434],[],[],1000,[],[]
301,"lightning_warp","[2155,2173,2161,2167,2190,2179]",[],[],[],"[""Default""]",[],[18079],[],339,[],[73],[],[],1000,[],[]
302,"empower_barrage","[2193,2194]",[],[],[],"[""Default""]","[641,642]",[18079],[],339,[],[157],[],[],1000,[],[]
303,"shield_block",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[733],[],[],1000,[],[]
304,"parry",[2633],[],[466],[],"[""Default""]",[716],[18079],[],22581,[],[900],[],[],1000,[],[4]
305,"detonating_arrow","[2185,2186]",[],[],[],"[""Default""]",[],[18079],[],339,[],[718],[],[],1000,[],[]
306,"shield_drum",[2187],[],[],[],"[""Default""]",[],[18079],[],339,[],[734],[],[],1000,[],[]
307,"mana_remnants",[2189],[159],[323],[],"[""Default""]",[643],[18079],[],339,[],[735],[],[],1000,[],[]
308,"poisonbloom_arrow",[2191],[],[],[41],[],[],[],[367],339,[],[720],[],[],1000,[],[]
309,"summon_meta_totem_slams","[2588,2587,2589]",[],[],[],"[""Default""]",[],[18079],[],339,[22],[469],[],[],1000,[],[]
310,"summon_meta_totem_axes","[2588,2587,2589]",[],[],[],"[""Default""]",[],[18079],[],339,[22],[470],[],[],1000,[],[]
311,"igneous_shield",[],[],[],[],"[""Default""]","[644,645,646]",[18079],[],339,[],[736],[],[],1000,[],[]
312,"igneous_shield_explosion",[2207],[],[],[],[],[],[],[],339,[],[737],[],[],1000,[],[]
313,"flameblast","[2208,2259,2209,2210,2211]",[],[278],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[],339,[],"[150,151,153,152,154,155,166,167]",[],[],1000,[],[]
314,"greater_frostbolt",[2261],[],[],[],"[""Default""]",[],[18079],[368],339,[],[240],[],[],1000,[],[]
315,"totem_shockwave","[2588,2587,2589]",[],[],[],"[""Default""]",[],[18079],[],339,[],[761],[],[],1000,[],[]
316,"totem_shockwave_quake","[2267,2268,2269]",[],[],[],"[""Default""]",[],[18079],[],339,[],[763],[],[],1000,[],[]
317,"freezing_shards",[],[],[],[],"[""Default""]",[],[18079],[373],339,[],[762],[],[],1000,[],[]
318,"poison_vine_arrow","[1311,2282,1330]",[158],[294],[42],"[""Default""]",[],[18079],[374],339,[],[764],[],[],1000,[],[]
319,"summon_rhoa_mount",[],[],[],[],"[""Default""]",[],[18079],[],339,[23],[765],[],[],1000,[],[]
320,"plague_burst",[2283],[],[],[],"[""Default""]",[],[18079],[],339,[],[766],[],[],1000,[],[]
321,"detonate_dead","[2287,2290,2284,2293]",[],[317],[],"[""Default""]",[],[18079],[],339,[],"[25,26]",[],[],1000,[],[]
322,"corpse_cloud","[2058,2202,2062,2063]",[],[318],[],"[""Default""]",[],[18079],[],339,[],[767],[],[],1000,[],[]
323,"raging_spirits",[],[],[],[],"[""Default""]",[],[18079],[],339,[1],[768],[],[],1000,[],[]
324,"skeleton_mage_minion_frostbolt","[2296,2297]",[],[],[],"[""Default""]",[],[18079],[308],339,[],[769],[],[],1000,[],[]
325,"triggered_elemental_discharge","[2298,2299,2300]",[],[],[],"[""Default""]",[],[18079],[],339,[],[770],[],[],1000,[],[]
326,"triggered_fiery_death",[2314],[],[324],[],"[""Default""]",[],[18079],[],339,[],[771],[],[],1000,[],[]
327,"spear_storm","[2301,2651,2652,2691,2692]",[],[],[44],"[""Default"",""Celestial"",""Brambleghast""]",[685],"[18079,27572,33359]",[423],339,[],[773],[],[],1000,[],[]
328,"raise_zombie",[],[],[320],[],"[""Default""]",[],[18079],[],339,[],[39],[],[],1000,[],[]
329,"hex_blast","[2307,2308]",[],[321],[],"[""Default""]",[],[18079],[],339,[],[458],[],[],1000,[],[]
330,"remote_spear_mine","[2311,2312,2313]",[],[],[60],"[""Default""]",[],[18079],[409],339,[],[774],[],[],1000,[],[]
331,"knockback_wave",[2315],[],[],[],"[""Default""]",[],[18079],[],339,[],[775],[],[],1000,[],[]
332,"lightning_bolt",[2316],[],[],[],"[""Default""]",[],[18079],[],339,[],"[647,275,648]",[],[],1000,[],[]
333,"spear_wind_vortex",[2328],[],[],[],"[""Default""]",[],[18079],[],339,[],[776],[],[],1000,[],[]
334,"spear_lightning_warp",[2321],[],[],[],"[""Default"",""Valkyrie"",""Dark Tempest""]",[],"[18079,14117,844]",[],339,[],[778],[],[],1000,[],[]
335,"pinned",[],[177],[],[],"[""Default"",""RingOfBones"",""RipWire"",""Jade"",""RingOfBonesSanguine""]",[649],"[18079,56326,3564,49578,48337]",[],19022,[],[],[],[],1000,[],[]
336,"wind_dancer",[2324],[],[],[],"[""Default""]",[],[18079],[],339,[],"[779,780]",[],[],1000,[],[]
337,"triggered_mana_flare",[2325],[],[],[],"[""Default""]",[],[18079],[],339,[],[781],[],[],1000,[],[]
338,"ritual_of_power",[2329],[162],[325],[],"[""Default""]",[654],[18079],[],339,[],[782],[],[],1000,[],[]
339,"oshabi_orb_projectile",[],[],[],[],"[""Default"",""CarnivorousPlant""]",[],"[18079,44924]","[376,378]",339,[],[448],[],[],1000,[],[]
340,"power_offering","[2330,2331]",[163],"[326,0]",[],"[""Default""]",[681],[18079],[],339,[30],[783],[],[],1000,[],[]
341,"dark_effigy_projectile","[2340,2341]",[],[332],[],"[""Default""]",[],[18079],"[380,381]",339,[],[785],[],[],1000,[],[]
342,"soul_offering",[2064],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[692],[],[],1000,[],[]
343,"dark_offering",[2064],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[693],[],[],1000,[],[]
344,"grave_offering",[2064],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[694],[],[],1000,[],[]
345,"ice_bomb","[2338,2339]",[],[],[],"[""Default""]",[],[18079],[],339,[],[787],[],[],1000,[],[]
346,"grim_feast","[2344,2345]",[],"[354,0,0]",[],"[""Default""]",[659],[18079],[],339,[],[788],[],[],1000,[],[]
347,"create_illusion",[],[],"[357,0]",[],"[""Default""]",[],[18079],[],339,[],[673],[],[],1000,[],[]
348,"cast_on_minion_death","[2346,2347]",[],[358],[],"[""Default""]",[],[18079],[],339,[],[790],[],[],1000,[],[]
349,"brutus_ground_slam","[2348,2354]",[],[],[],"[""Default"",""Molten"",""Lightning"",""Acolyte"",""Mastodon"",""BitterGuy""]",[],"[18079,19877,41050,31443,45872,30428]",[],339,[],[173],[],[],1000,[],[]
350,"scavenged_plate",[],[],[359],[],"[""Default""]","[660,661]",[18079],[],339,[],[791],[],[],1000,[],[]
351,"dash_attack_to_target",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[792],[],[],1000,[],[]
352,"mana_drain",[],[165],"[372,0]",[],"[""Default""]",[],[18079],[],339,[],[794],[],[],1000,[],[]
353,"bone_blast",[2360],[],[385],[],"[""Default""]",[],[18079],[],339,[],[795],[],[],1000,[],[]
354,"blink_reservation",[],[],[],[],"[""Default""]",[662],[18079],[],339,[],[796],[],[],1000,[],[]
355,"blink",[],[],"[384,0]",[],"[""Default""]",[],[18079],[],339,[],[797],[],[],1000,[],[]
356,"incinerate_player",[2362],[],[],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[],339,[],[798],[],[],1000,[],[]
357,"molten_blast","[2364,2365]",[],[],[],"[""Default""]",[],[18079],"[384,385]",339,[],[799],[],[],1000,[],[]
358,"cast_aura_crit_against_enemy","[2395,2396]",[],[],[],"[""Default""]",[],[18079],[],339,[],[800],[],[],1000,[],[]
359,"volatile_dead","[2368,2374]",[],[360],[],"[""Default"",""Monster"",""Stygian"",""Chaos"",""Void"",""Darkwood""]",[],"[18079,1567,39541,38322,9203,12926]",[],339,[32],"[306,307]",[],[],1000,[],[]
360,"hydra",[],[],[],[],"[""Default""]",[663],[18079],[],339,[38],[801],[],[],1000,[],[]
361,"hammer_of_the_gods","[2380,2381,2382,2486,2487]",[],[],[],"[""Default""]",[],[18079],[],339,[],[802],[],[],1000,[],[]
362,"living_bomb_player","[2383,2384,2385]",[],[],[],"[""Default""]",[],[18079],[],339,[],[803],[],[],1000,[],[]
363,"channel_stampede","[2386,2387,2485,2585]",[],[],[],"[""Default""]",[],[18079],[],339,[],[804],[],[],1000,[],[]
364,"shield_barricade","[2488,2489]",[],[],[46],"[""Default""]",[],[18079],[],339,[],[805],[],[],1000,[],[]
365,"shielding_cry","[2388,2389]",[],[374],[],"[""Default""]",[670],[18079],[],339,[],[806],[],[],1000,[],[]
366,"shielding_cry_shockwave",[2390],[],[],[],"[""Default""]",[],[18079],[],339,[],[807],[],[],1000,[],[]
367,"blazing_cluster",[2391],[],[434],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[388],339,[],"[808,809]",[],[],1000,[],[]
368,"discipline","[2393,2394]",[],[],[],"[""Default""]",[],[18079],[],339,[],[99],[],[],1000,[],[]
369,"purity","[2397,2398]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[141,142,143,97,377]",[],[],1000,[],[]
370,"impurity","[2397,2399]",[],[],[],"[""Default""]",[],[18079],[],339,[],[144],[],[],1000,[],[]
371,"ancestral_cry","[2473,2481,1958]",[166],[375],[],"[""Default"",""Celestial"",""CryWolf""]",[666],"[18079,27572,26782]",[311],339,[],"[443,444]",[],[],1000,[],[]
372,"power_shot",[],[],[],[],"[""Default""]",[],[18079],[318],339,[],"[538,757]",[],[],1000,[],[]
373,"burst_shot",[],[],[],[],"[""Default"",""Incendiary"",""ArmourPiercing"",""Freezing"",""Stormblast""]",[],"[18079,33755,4999,41369,51008]",[],339,[],[601],[],[],1000,[],[]
374,"siege_cascade",[2049],[],[],[],"[""Default""]",[],[18079],[324],339,[],[547],[],[],1000,[],[]
375,"rapid_shot",[],[],[],[],"[""Default""]",[],[18079],[330],339,[],[592],[],[],1000,[],[]
376,"power_shot_incendiary",[2490],[],[],[],"[""Default""]",[],[18079],[319],339,[],[539],[],[],1000,[],[]
377,"power_shot_piercing",[2491],[],[],[],"[""Default""]",[],[18079],[320],339,[],[541],[],[],1000,[],[]
378,"power_shot_permafrost","[2492,2493]",[],[],[35],"[""Default""]",[],[18079],[321],339,[],[543],[],[],1000,[],[]
379,"power_shot_stormblast","[2494,2495,2672]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[322],339,[],[545],[],[],1000,[],[]
380,"burst_shot_incendiary",[],[],[],[],"[""Default""]",[],"[18079,23384]",[391],339,[],[602],[],"[""IncendiaryMonster""]",1000,[],[]
381,"burst_shot_piercing",[2498],[],[],[],"[""Default""]",[],"[18079,21234]",[393],339,[],[604],[],"[""ArmourPiercingMonster""]",1000,[],[]
382,"burst_shot_permafrost",[],[],[],[],"[""Default""]",[],[18079],[395],339,[],[606],[],[],1000,[],[]
383,"burst_shot_stormblast",[2673],[152],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[396],339,[],[608],[],[],1000,[],[]
384,"siege_cascade_incendiary",[2499],[],[],[],"[""Default""]",[],[18079],[325],339,[],[548],[],[],1000,[],[]
385,"siege_cascade_piercing","[2505,2499,2503]",[],[],[],"[""Default""]",[],[18079],[325],339,[],"[550,429]",[],[],1000,[],[]
386,"siege_cascade_permafrost",[2501],[],[],[],"[""Default""]",[],[18079],[327],339,[],[552],[],[],1000,[],[]
387,"siege_cascade_stormblast","[2502,2509,2637]",[],[],[54],"[""Default"",""Doryani""]",[],"[18079,38415]",[328],339,[],[554],[],[],1000,[],[]
388,"rapid_shot_incendiary",[],[],[270],[],"[""Default""]",[],[18079],[331],339,[],[593],[],[],1000,[],[]
389,"rapid_shot_piercing",[],[],[],[],"[""Default""]",[],[18079],[333],339,[],[595],[],[],1000,[],[]
390,"rapid_shot_permafrost","[2047,2048]",[],[],[66],"[""Default""]",[],[18079],[334],339,[],[597],[],[],1000,[],[]
391,"rapid_shot_stormblast","[2507,2671]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[335],339,[],[599],[],[],1000,[],[]
392,"armour_explosion",[2514],[],[],[],"[""Default""]",[],[18079],[],339,[],[811],[],[],1000,[],[]
393,"ice_strike","[2516,2517]",[170],"[379,0,0,0,380]",[],"[""Default""]",[],[18079],[],339,[],[611],[],[],1000,[],[]
394,"stomping_ground_shockwave",[2518],[],[],[],"[""Default""]",[],[18079],[],339,[],[813],[],[],1000,[],[]
395,"life_remnants",[2521],[171],[387],[],"[""Default""]",[671],[18079],[],339,[],[814],[],[],1000,[],[]
396,"trick_shot",[2522],[173],[],[],"[""Default"",""Faridun""]",[],"[18079,7062]",[398],339,[],[815],[],[],1000,[],[]
397,"sigil_of_power",[],[],[],[49],"[""Default"",""Divine""]",[672],"[18079,29263]",[],339,[],[451],[],[],1000,[],[]
398,"summon_mercenary_companion",[],[],[],[],"[""Default""]",[],[18079],[],339,[39],[681],[],[],1000,[],[]
399,"summon_meta_demon_caster",[],[],[],[],"[""Default""]",[],[18079],[],339,[40],[534],[],[],1000,[],[]
400,"soulbreaker",[2525],[],[],[],"[""Default""]",[],[18079],[],339,[],[820],[],[],1000,[],[]
401,"vaulting_impact",[2526],[],[],[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[816],[],[],1000,[],[]
402,"storm_wave",[2528],[],[],[],[],[],[],[],339,[],[817],[],[],1000,[],[]
403,"viper_napuatzi_lightning_spear",[],[],[],[],[],[],[],"[400,401]",339,[],[827],[],[],1000,[],[]
404,"mantra_of_destruction",[2571],[175],"[389,0,0]",[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[818],[],[],1000,[],[]
405,"war_banner","[2538,2541]",[],[],[51],"[""Default""]",[],[18079],[],339,[],[828],[],[],1000,[],[]
406,"defiance_banner","[2539,2542]",[],[],[52],"[""Default""]",[],[18079],[],339,[],[829],[],[],1000,[],[]
407,"dread_banner","[2540,2543]",[],[],[53],"[""Default""]",[],[18079],[],339,[],[830],[],[],1000,[],[]
408,"snipers_mark",[],[],[],[],"[""Default""]",[674],[18079],[],339,[],[70],[],[],1000,[],[]
409,"freezing_mark",[2530],[],[],[],"[""Default""]",[675],[18079],[],339,[],"[831,832]",[],[],1000,[],[]
410,"thaumaturgist_mark",[2531],[],[],[],"[""Default"",""Faridun""]",[676],"[18079,7062]",[],339,[],"[833,834]",[],[],1000,[],[]
411,"dazed",[],[],[395],[],"[""Default""]",[678],[18079],[],19883,[],[],[],[],1000,[],[]
412,"hand_of_chayula","[2533,2534]",[],[],[],"[""Default""]",[],[18079],[],339,[],[836],[],[],1000,[],[]
413,"summon_infernal_familiar",[],[],[],[],"[""Default""]",[],[18079],[],339,[41],[537],[],[],1000,[],[]
414,"plague_bearer","[948,951,954,957]",[],[277],[],"[""Default"",""Stygian""]","[402,406,410,414]","[18079,39541]",[],339,[],[728],[],[],1000,[],[3]
415,"advancing_strike","[2536,2537]",[],[],[],"[""Default""]",[],[18079],[],339,[],[528],[],[],1000,[],[]
416,"war_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[842],[],[],1000,[],[]
417,"defiance_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[843],[],[],1000,[],[]
418,"dread_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[844],[],[],1000,[],[]
419,"time_of_need",[],[],"[397,0,0]",[],"[""Default""]",[],[18079],[],339,[],[845],[],[],1000,[],[]
420,"elemental_invocation","[2033,2034]",[],[257],[],"[""Default""]","[724,609]",[18079],[],339,[],[848],[],[],1000,[],[]
421,"attrition","[2558,2559]",[],[418],[],"[""Default""]",[],[18079],[],339,[],[850],[],[],1000,[],[]
422,"elemental_conflux","[2551,2552,2553]",[],[403],[],"[""Default""]",[],[18079],[],339,[],[851],[],[],1000,[],[]
423,"breach_walk","[2544,2545,2546,2573]","[188,0,0]","[400,0,0]",[],"[""Default""]",[],[18079],[],339,[],[849],[],[],1000,[],[]
424,"emergency_reload",[],[],"[416,0]",[],"[""Default""]",[],[18079],[],339,[],[852],[],[],1000,[],[]
425,"time_stop",[2554],[],[],[],"[""Default""]",[],[18079],[],339,[],[840],[],[],1000,[],[]
426,"cluster_grenade","[2555,2556,2557]",[],[],[],"[""Default""]",[],[18079],"[404,405]",339,[],"[853,854]",[],[],1000,[],[]
427,"charge_mastery",[],[],[405],[],"[""Default""]",[],[18079],[],339,[],[857],[],[],1000,[],[]
428,"shard_despoiler",[2570],[],"[411,0]",[],"[""Default""]",[],[18079],[],339,[],[858],[],[],1000,[],[]
429,"summon_totem_defender",[],[172],[433],[],"[""Default""]",[],[18079],[],339,[],[847],[],[],1000,[],[]
430,"affliction_split",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[859],[],[],1000,[],[]
431,"overwhelming_pressure",[],[],[412],[],"[""Default""]",[731],[18079],[],339,[],[862],[],[],1000,[],[]
432,"alchemist_boon",[],[],"[413,0,0]",[],"[""Default""]",[],[18079],[],339,[],"[863,864]",[],[],1000,[],[]
433,"melee_kill_invocation","[2035,2036]",[],[258],[],"[""Default""]","[725,610]",[18079],[],339,[],[865],[],[],1000,[],[]
434,"harvester",[],[],[419],[],"[""Default""]",[],[18079],[],339,[],[866],[],[],1000,[],[]
435,"archmage",[],[],[420],[],"[""Default""]",[],[18079],[],339,[],[867],[],[],1000,[],[]
436,"magnetic_salvo","[2574,2575]",[],[],[],"[""Default"",""Faridun""]",[],"[18079,7062]",[406],339,[],[869],[],[],1000,[],[]
437,"freezing_salvo",[2578],[],[],[],"[""Default""]",[],[18079],[408],339,[],[870],[],[],1000,[],[]
438,"triggered_gas_cloud","[2058,2202,2062,2063]",[],[],[],"[""Default""]",[],[18079],[],339,[],[871],[],[],1000,[],[]
439,"triggered_detonation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[872],[],[],1000,[],[]
440,"berserk",[],[],[427],[],"[""Default""]",[],[18079],[],339,[],[873],[],[],1000,[],[]
441,"herald_of_agony",[],[],[430],[],"[""Default""]",[342],[18079],[],339,[],[874],[],[],1000,[],[]
442,"herald_of_blood","[2644,2645]",[],"[428,0]",[],"[""Default""]",[687],[18079],[],339,[],[875],[],[],1000,[],[]
443,"withering_presence",[],[],[426],[],"[""Default""]",[],[18079],[],339,[],[876],[],[],1000,[],[]
444,"lingering_mirage",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
445,"create_mirage",[],[],"[496,0]",[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
446,"combat_frenzy",[],[],[423],[],"[""Default""]",[],[18079],[],339,[],[877],[],[],1000,[],[]
447,"cast_on_block","[2579,2580]",[],[424],[],"[""Default""]",[],[18079],[],339,[],[878],[],[],1000,[],[]
448,"gathering_storm","[2581,2582]",[],[425],[],"[""Default""]",[],[18079],[],339,[],[879],[],[],1000,[],[]
449,"ghost_dance",[],[],[431],[],"[""Default""]",[680],[18079],[],339,[],[674],[],[],1000,[],[]
450,"unique_delirium_flask",[2586],[],[432],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
451,"aegis","[2590,2597,2604]",[],[],[],"[""Fire"",""Cold"",""Elemental"",""Lightning"",""Physical"",""Primal"",""SorceryWard""]",[],"[45142,13381,47704,41050,5926,30792,48628]",[],339,[],[812],[],[],1000,[],[]
452,"rapid_assault","[2611,2612,2675,2696]",[],[],[],"[""Default""]",[],[18079],[],339,[],[526],[],[],1000,[],[]
453,"whriling_slash",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[531],[],[],1000,[],[]
454,"triggered_bone_shrapnel",[2616],[],[],[],"[""Default""]",[],[18079],[],339,[],[883],[],[],1000,[],[]
455,"infusing_strike","[2714,2664,2665,2666]",[],"[436,0,0]",[],"[""Default""]",[],[18079],[],339,[],[777],[],[],1000,[],[]
456,"ritual_sacrifice",[2617],[],"[459,0,0]",[],[],[],[],[],339,[],[881],[],[],1000,[],[]
457,"spear_discharge","[2619,2618,2620]",[],"[448,0,0]",[],"[""Default""]",[],[18079],[410],339,[],[891],[],[],1000,[],[]
458,"triggered_titanic_arrows",[2515],[],[],[],"[""Default""]",[],[18079],[],339,[],[889],[],[],1000,[],[]
459,"windstorm","[2613,2614,2649,2650,2687,2688,2689,2690]",[],[],[59],"[""Default""]",[683],[18079],[],339,[],[],[],[],1000,[],[]
460,"windstorm_lance",[2615],[],[],[],"[""Default""]",[],[18079],[411],339,[],[892],[],[],1000,[],[]
461,"serpent_spear","[2621,2646,2622]",[],[],[],"[""Default""]",[],[18079],[],339,[],[893],[],[],1000,[],[]
462,"blood_hunt",[2636],[],[],[],"[""Default""]",[],[18079],[],339,[],[894],[],[],1000,[],[]
463,"triggered_haemocrystals",[2625],[],[],[],"[""Default""]",[],[18079],[],339,[],[887],[],[],1000,[],[]
464,"overcharged_spear",[2720],[182],[],[61],"[""Default"",""Valkyrie"",""Dark Tempest""]",[],"[18079,14117,844]",[413],339,[],[899],[],[],1000,[],[]
465,"triggered_caltrops","[2655,2656]",[],[],[64],"[""Default""]",[],[18079],[419],339,[],[885],[],[],1000,[],[]
