"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool"
5125,"Metadata/Monsters/AtlasBosses/TheShaperBossProjectilesOnlyAmbushUber",1663,20,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheShaper/TheShaper.act""]","[""Metadata/Monsters/AtlasBosses/TheShaper/TheShaper2.ao""]","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperInfluenceAmbush","[3913,6544,22734]",1,"","",125,3,6,6,2,0,"[34,767,71,48,791,797,807,32,118,801]",400,[],135,135,700,500,0,[5719],"Metadata/Monsters/AtlasBosses/TheShaper/TheShaperFragment.ais",[],"",1,"The Shaper",200,2560,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,55914,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5126,"Metadata/Monsters/AtlasBosses/TheShaperBossMeleeOnly",1663,20,3,6,12,"[""Metadata/Monsters/AtlasBosses/TheShaper/TheShaper.act""]","[""Metadata/Monsters/AtlasBosses/TheShaper/TheShaper2.ao""]","Metadata/Monsters/AtlasBosses/TheShaper/TheShaperFragment","[3913,6544,22734]",1,"","",125,3,6,6,2,0,"[71,48,791,797,807,764,765,118,801]",400,[],135,135,75,50,200,[429],"Metadata/Monsters/AtlasBosses/TheShaper/TheShaperFragment.ais",[],"",1,"The Shaper",200,2560,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,13717,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,504,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5127,"Metadata/Monsters/LivingCrystal/EssenceLivingCrystal",1666,32,3,6,8,"[""Metadata/Monsters/LivingCrystal/LivingCrystal.act""]","[""Metadata/Monsters/LivingCrystal/LivingCrystal.ao""]","Metadata/Monsters/LivingCrystal/LivingCrystal",[],1,"","",95,1,6,3,6,0,"[821,34,74,791,768,796,803,811]",100,[],105,105,700,500,0,[2232],"Metadata/Monsters/LivingCrystal/LivingCrystal.ais",[],"",10,"Energy Locus",100,200,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1168,"","","",35,"","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,200,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5128,"Metadata/Monsters/AtlasBosses/Zana",1668,40,2,6,9,"[""Metadata/Monsters/AtlasBosses/Zana.act""]","[""Metadata/Monsters/AtlasBosses/Zana.ao""]","Metadata/Monsters/AtlasBosses/AtlasBossZana","[3913,6544,22733]",1,"","",100,3,6,4,2,0,"[34,804,774,778,71,48,807,796,764,765,822,32,118]",200,[],135,135,200,0,0,"[381,8181,5796,5853,5857,5858,6525,11242]","Metadata/Monsters/AtlasBosses/Zana.ais","[6105,8552]","",1,"Zana, Master Cartographer",2,12,1350,[9514],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,35582,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,12,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5129,"Metadata/Monsters/AtlasBosses/ZanaElder",1670,0,2,6,9,"[""Metadata/Monsters/AtlasBosses/Zana.act""]","[""Metadata/Monsters/AtlasBosses/Zana.ao""]","Metadata/Monsters/AtlasBosses/AtlasBossZanaElder","[3913,6544,22733]",1,"","",100,3,3,4,2,0,"[774,778,71,48,163,807,796,830,822,118]",200,[],135,135,200,0,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Zana, Master Cartographer",2,12,1350,[9514],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,60575,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,12,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5130,"Metadata/Monsters/AtlasBosses/ZanaUberElder",1670,0,2,6,9,"[""Metadata/Monsters/AtlasBosses/Zana.act""]","[""Metadata/Monsters/AtlasBosses/Zana.ao""]","Metadata/Monsters/AtlasBosses/AtlasBossZanaElderUber","[3913,6544,22733]",1,"","",100,3,3,4,2,0,"[774,778,71,48,163,807,796,830,822,118]",200,[],135,135,200,0,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Zana, Master Cartographer",2,12,1350,[9514],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,14628,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,12,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5131,"Metadata/Monsters/AtlasBosses/ZanaGauntlet",1669,40,2,6,9,"[""Metadata/Monsters/Masters/ZanaGauntlet.act""]","[""Metadata/Monsters/AtlasBosses/Zana.ao""]","Metadata/Monsters/Masters/ZanaGauntlet","[3913,6544,16660,22733]",1,"","",100,3,6,4,2,0,"[34,804,774,778,71,48,807,796,764,765,822,32,118]",200,[],135,135,200,0,0,"[381,8181,6525,8407,9067,9244,7394,1641,9068,6529]","Metadata/Monsters/Masters/ZanaGauntlet.ais",[],"",1,"Zana, Master Cartographer",200,400,1350,[9514],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,24955,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5132,"Metadata/Monsters/AtlasBosses/ZanaSynthesisTip",1669,32,2,6,9,"[""Metadata/Monsters/Masters/ZanaGauntlet.act""]","[""Metadata/Monsters/AtlasBosses/ZanaSynthesis.ao""]","Metadata/NPC/League/Synthesis/SynthesisZanaTip","[3913,6544,16660,22733]",1,"","",100,3,25,4,2,0,"[34,774,778,71,48,807,796,803,764,765,822,32,118]",200,[],135,135,200,0,0,"[381,8182,6525,8407,9067,9244,7394,1641,9068,6529]","Metadata/Monsters/Masters/ZanaGauntlet.ais",[],"stance2",1,"Zana, Master Cartographer",200,400,1350,[9514],[],"",10,"","",0,[],[],[],"",1,6,100,0,0,100,14991,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5133,"Metadata/Monsters/SummonedSkull/SpectralSummonedSkull",1671,45,2,6,8,"[""Metadata/Monsters/SummonedSkull/SpectralSummonedSkull.act""]","[""Metadata/Monsters/SummonedSkull/SpectralSummonedSkull.ao""]","Metadata/Monsters/SummonedSkull/SpectralSummonedSkull",[],1,"","",100,1,1,6,8,0,"[813,74,792,804,789,774,764,765,51,73]",150,[],80,100,700,500,0,"[437,214]","Metadata/Monsters/SummonedSkull/SummonedSpectralSkull.ais",[],"",10,"Essence Spirit",128,225,570,[],[],"","","","",0,[],[3809],[],"",1,6,100,0,0,100,30256,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,10,0,225,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5134,"Metadata/Monsters/KaomWarrior/KaomWarrior2ShaperMinion",1424,42,3,6,9,"[""Metadata/Monsters/KaomWarrior/KaomWarrior2/KaomWarrior2.act""]","[""Metadata/Monsters/KaomWarrior/KaomWarrior2/KaomWarrior2.ao""]","Metadata/Monsters/KaomWarrior/KaomWarrior2/KaomWarrior2Shaped",[6544],1,"","",100,3,6,2,6,0,"[56,752,804,766,775,780,774,48,139,796,764,30,31,765,32,118,820,811]",110,[],135,135,700,500,0,"[382,3530]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",1,"Shaped Kaom's Chosen",187,715,1755,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1090,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,715,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5135,"Metadata/Monsters/KaomWarrior/KaomWarrior3ShaperMinion",1428,42,3,6,8,"[""Metadata/Monsters/KaomWarrior/KaomWarrior3/KaomWarrior3.act""]","[""Metadata/Monsters/KaomWarrior/KaomWarrior3/KaomWarrior3.ao""]","Metadata/Monsters/KaomWarrior/KaomWarrior3/KaomWarrior3Shaped",[6544],1,"","",100,3,6,2,6,0,"[56,752,804,775,780,774,48,139,796,764,30,31,765,118,820,811]",110,[],135,135,700,500,0,"[382,166]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",1,"Shaped Kaom's Chosen",165,715,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,45801,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,715,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5136,"Metadata/Monsters/KaomWarrior/KaomArcherShaperMinion",1420,42,3,6,9,"[""Metadata/Monsters/KaomWarrior/KaomWarrior1/KaomWarrior1.act""]","[""Metadata/Monsters/KaomWarrior/KaomWarrior1/KaomWarrior1.ao""]","Metadata/Monsters/KaomWarrior/KaomWarrior1/KaomWarrior1Shaped",[6544],1,"","",100,3,6,2,6,0,"[56,752,804,777,774,48,139,768,796,764,31,29,765,32,118,820,811]",110,[],135,135,700,500,0,"[382,4466]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",1,"Shaped Hyrri's Sister",190,605,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,57793,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,605,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5137,"Metadata/Monsters/Cockerel/CockerelShaperMinion",1434,45,3,6,10,"[""Metadata/Monsters/Cockerel/Cockerel.act""]","[""Metadata/Monsters/Cockerel/Cockerel.ao""]","Metadata/Monsters/Cockerel/CockerelShaped","[6281,6544]",1,"","",100,3,6,4,1,0,"[755,72,769,56,752,804,806,138,787,774,796,764,31,29,765,822,118]",110,[],135,135,700,500,0,"[382,1357]","Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",1,"Shaped Rooster Demon",127,605,1200,[9514],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,22861,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,605,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5138,"Metadata/Monsters/Cockerel/CockerelBowShaperMinion",1436,45,3,6,35,"[""Metadata/Monsters/Cockerel/CockerelBow.act""]","[""Metadata/Monsters/Cockerel/Cockerel.ao""]","Metadata/Monsters/Cockerel/CockerelShaped",[6544],1,"","",100,3,6,4,1,0,"[755,72,56,752,804,806,138,786,796,31,29,765,822,118]",110,[],135,135,700,500,0,[382],"Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",1,"Shaped Rooster Demon",177,550,1605,[11080],[11074],"",13,"","",0,[],[],[],"",1,6,100,0,0,100,21632,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,550,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5139,"Metadata/Monsters/Pitbull/PitbullShaperMinion",1408,45,3,6,8,"[""Metadata/Monsters/Pitbull/Pitbull.act""]","[""Metadata/Monsters/Pitbull/Pitbull.ao""]","Metadata/Monsters/Pitbull/PitbullShaped",[6544],1,"","",68,2,6,2,1,0,"[72,756,56,752,804,806,138,775,784,774,764,31,765,118,820,794]",110,[],135,135,700,500,0,"[382,304]","Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",1,"Shaped Pitbull Demon",184,660,1755,[9512],[9509],"",11,11,"",0,[],[],[],"",1,6,100,0,0,100,20800,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,660,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5140,"Metadata/Monsters/Undying/CityStalkerMaleWorkerColdShaperMinion",553,56,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/Male1.ao""]","Metadata/Monsters/CityStalkers/CityStalkerShaped",[6544],1,"","",115,3,6,6,1,100,"[56,752,806,777,774,48,796,764,31,765,118,77,805]",100,[],135,135,700,500,0,[382],"Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",2,"Shaped Undying Worker",125,500,1245,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,50834,"","","","",36,"",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,500,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5141,"Metadata/Monsters/Undying/CityStalkerMaleFreezingPulse2ShaperMinion",553,56,3,6,8,"[""Metadata/Monsters/CityStalkers/Male/Male.act""]","[""Metadata/Monsters/CityStalkers/Male/MaleLibrary.ao""]","Metadata/Monsters/CityStalkers/CityStalkerShaped","[6495,6544]",1,"","",115,3,6,6,1,0,"[34,767,56,752,806,777,774,48,796,764,31,765,118,77,805]",100,[],135,135,700,500,0,"[382,973]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",2,"Shaped Undying Archivist",125,500,1245,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,52818,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,500,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5142,"Metadata/Monsters/Grappler/GrapplerShaperMinion",553,56,3,6,8,"[""Metadata/Monsters/Grappler/Grappler.act""]","[""Metadata/Monsters/Grappler/Grappler.ao""]","Metadata/Monsters/CityStalkers/CityStalkerShaped","[6506,6272,6507,6544]",1,"","",115,3,6,6,1,0,"[56,752,806,777,774,48,796,764,31,765,118,77,805]",100,[],135,135,700,500,0,"[382,1465,703]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",2,"Shaped Undying Grappler",125,500,1245,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,60529,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,500,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5143,"Metadata/Monsters/Spiders/SpiderThornShaperMinion",62,39,3,4,12,"[""Metadata/Monsters/Spiders/ThornSpider1/ThornSpider1.act""]","[""Metadata/Monsters/Spiders/ThornSpider1/ThornSpider1.ao""]","Metadata/Monsters/Spiders/SpiderShaped",[6544],1,"","",100,2,6,5,1,0,"[823,72,752,793,804,806,787,774,121,764,765,76]",100,[],135,135,700,500,0,[382],"Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",7,"Shaped Vaal Recluse",144,500,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,54288,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5144,"Metadata/Monsters/Spiders/SpiderThornViperStrikeShaperMinion",62,39,3,4,12,"[""Metadata/Monsters/Spiders/ThornSpider2/ThornSpider2.act""]","[""Metadata/Monsters/Spiders/ThornSpider2/ThornSpider2.ao""]","Metadata/Monsters/Spiders/SpiderShaped",[6544],1,"","",100,2,6,5,1,0,"[823,72,769,752,793,804,806,787,774,121,764,765,76]",100,[],135,135,700,500,0,"[382,1357]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",7,"Shaped Noxious Tarantula",144,500,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,55939,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5145,"Metadata/Monsters/Spiders/SpiderThornFlickerStrikeShaperMinion",62,39,3,4,12,"[""Metadata/Monsters/Spiders/ThornSpider3/ThornSpider3.act""]","[""Metadata/Monsters/Spiders/ThornSpider3/ThornSpider3.ao""]","Metadata/Monsters/Spiders/SpiderShaped",[6544],1,"","",100,2,6,5,1,0,"[823,72,752,793,804,806,787,774,121,764,765,76]",100,[],135,135,700,500,0,"[382,1465]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais",[],"",7,"Shaped Deadly Tarantula",144,500,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,59549,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5146,"Metadata/Monsters/Bandits/BanditMeleeMaulShaperMinion",262,29,3,6,11,"[""Metadata/Monsters/Bandits/BanditMaul.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditShaped",[6544],1,"","",100,3,6,3,1,0,"[750,821,752,806,781,776,71,48,796,803,764,30,31,765,118]",100,[],135,135,700,500,0,[382],"Metadata/Monsters/AtlasBosses/StandardAttackZana.ais",[],"",1,"Shaped Callow Thug",140,500,1350,"[7160,7161]",[],"",17,"","",0,[],[],[],"",1,6,100,0,0,100,34998,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5147,"Metadata/Monsters/Bandits/BanditMeleePunctureShaperMinion",247,29,3,6,7,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditShaped","[6544,20448]",1,"","",100,3,6,2,2,75,"[752,777,774,71,48,807,796,803,764,31,765,118,820]",100,[],135,135,700,500,0,"[382,1824]","Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais","[6105,6111]","",1,"Shaped Shadow Stalker",100,500,1350,"[7111,7091]","[7237,7238]","",9,26,"",0,[],[],[],"",1,6,100,0,0,100,28975,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5148,"Metadata/Monsters/Bandits/BanditMeleeSwordShaperMinion",247,29,3,6,7,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditShaped","[6544,20448]",1,"","",100,3,6,2,2,0,"[752,777,774,71,48,807,796,803,764,31,765,118,820]",100,[],135,135,700,500,0,[382],"Metadata/Monsters/AtlasBosses/SpecialAttackZana.ais","[6105,6111]","",1,"Shaped Highwayman",100,500,1350,[7091],"[7237,7238]","",9,26,"",0,[],[],[],"",1,6,100,0,0,100,5944,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,500,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5149,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesPure",1672,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlames.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlames.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlames",[9278],1,"","",100,3,6,2,2,0,"[34,225,766,71,48,791,807,796,764,30,29,765,118,820,802,223]",100,[],135,135,700,500,0,"[4794,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlames.ais",[],"",1,"Flame Mother",125,90,1800,[],[],"","","","",0,[],[],[],1,1,2,100,2,75,34,13424,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5150,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesPureMemoryLine",1672,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlames.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlames.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlames",[9278],1,"","",100,3,6,2,2,0,"[34,225,766,71,48,791,807,796,764,30,29,765,118,820,802,223]",100,[],135,135,700,500,0,"[4794,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlames.ais",[],"",1,"Flame Mother",125,90,1800,[],[],"","","","",0,[],[],[],1,1,2,100,2,75,34,17298,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,90,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5151,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss",1673,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss",[9278],1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",200,[],135,135,700,500,0,"[6252,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ais",[],"",1,"The Matriarch",134,400,1800,[],[],"","","","",0,[7995],[],[],"",1,6,100,0,0,100,5083,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5152,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMap",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMap","[9278,3913,22733]",1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,825,30,29,765,32,118,820,802,223]",200,[],135,135,700,500,0,"[6253,381,6254]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMap.ais",[],"",1,"Pileah, Corpse Burner",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,20011,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5153,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapStandalone",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapStandalone","[9278,3913,22733]",1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,826,223]",200,[],135,135,700,500,0,"[6253,381,6254]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMap.ais",[],"",1,"Pileah, Corpse Burner",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,21805,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5154,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapStandaloneAtlasUber",1676,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapStandaloneAtlasUber",[9278],1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,826,223]",300,[],135,135,700,500,0,"[6253,381,6254]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapAtlas.ais",[],"",1,"Flame Creator",141,390,1800,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,43247,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-10,10,0,390,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,""
5155,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossMapElder",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ao""]","Metadata/Monsters/ElderBosses/ElderBossCloneSpawnDead","[9278,3913,22733]",1,"","",130,3,3,2,2,0,"[827,71,48,791,807,796,830,30,29,118,820,802,223]",200,[],135,135,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"Pileah, Corpse Burner",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,55522,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5156,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombie",1673,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss",[],1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,30,29,765,32,118,820,802,223]",200,[],135,135,700,500,0,"[6257,381]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.ais",[],"",1,"The Risen Matriarch",134,400,1800,[],[],"","","","",0,[7995],[],[],"",1,6,100,0,0,100,45748,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
5157,"Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombieMap",1675,28,3,6,8,"[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesBoss.act""]","[""Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBoss.ao""]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesBossZombieMap","[3913,22733]",1,"","",130,3,6,2,2,0,"[34,766,71,48,791,807,796,764,825,30,29,765,32,118,820,802,223]",200,[],135,135,700,500,0,"[6257,381,7293]","Metadata/Monsters/MotherOfFlames/MotherOfFlamesZombieBossMap.ais",[],"",1,"Pileah, Burning Corpse",134,300,1800,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1418,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
