"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","CopiedStats","bool"
2445,"GSSkelemancerGhostflameImpact","","[603,11885,18659,488,18672,488]",[],[],3,0.1,0.0175,[],""
2446,"GSBalbalaRuneExplode","",[603],"[5553,2615]","[30,100]",13.5,0.1,0.0175,[],""
2447,"GSSkeletonSnakeBossFlameBlast","","[603,11885,12824,18002]","[17750,2615]","[9,150]",15.5,0.1,0.0175,[],""
2448,"GASkeletonSnakeBossHeadSlamBodyDamage","","[603,11885,12824,18002]","[1065,2615]","[50,100]",1,0.055,0,[],""
2449,"GASkeletonSnakeBossHeadSlam","","[603,11885,12824,104]","[1065,2877,392,2615]","[50,100,600,100]",1,0.055,0,[],""
2450,"GSSkeletonSnakeBossRibCageBarrageImpact","","[603,11885,12824]",[],[],4,0.1,0.0175,[],""
2451,"GABalbalaFlickerStrikeTriggeredAttack1","",[603],[2615],[100],1,0.055,0,[],""
2452,"GABalbalaFlickerStrikeTriggeredAttack2","",[603],[2615],[100],1,0.055,0,[],""
2453,"GSWifeMonsterDelayedBlast","","[603,11885]",[2615],[100],8,0.1,0.0175,[],""
2454,"GSWifeMonsterDelayedBlastLarge","","[603,11885]",[2615],[80],25,0.1,0.0175,[],""
2455,"GAFarudinCrawlerSpearSlam","","[603,11885]",[1067],[60],1,0.055,0,[],""
2456,"GSFarudinCrawlerDelayedStrike","","[603,11885]",[1067],[60],1,0.055,0,[],""
2457,"GARudjaEnrageAttack1","","[603,18659]",[2615],[200],1,0.055,0,[],""
2458,"GARudjaEnrageAttack2","","[603,18659]",[2615],[200],1,0.055,0,[],""
2459,"GSHusbandWifeRevive","","[2876,603]",[],[],1,0.055,0,[],""
2460,"GATitanBossRockFall","","[603,11885]",[2615],[150],1,0.055,0,[],""
2461,"GATitanBossRockFallLarge","","[603,11885]",[2615],[150],1,0.055,0,[],""
2462,"GSTitanBossMegaBlast","","[603,12824,11885]",[2615],[150],1.3,0.391,0.0127,[],""
2463,"GSCarrionCroneSpikeExplode","",[603],[2615],[100],4.5,0.1,0.0175,[],""
2464,"GSSanctumGroundSpikeExplode","",[603],[],[],6,0.1,0.0175,[],""
2465,"GSPerennialKingBasicLightningZap","","[603,11885,18672]","[645,2615]","[-85,200]",3.15,0.1,0.0175,[],""
2466,"GAPerennialKingGlassSwordSlam","","[603,11885,18673]","[17547,1067,2615]","[25,35,200]",1,0.055,0,[],""
2467,"GAPerennialKingAxeCleave","","[603,11885,18659,18673]","[17547,1067,2615]","[12,25,200]",1,0.055,0,[],""
2468,"GAPerennialKingObsidianStormImpact","","[603,11885]",[2615],[200],1,0.055,0,[],""
2469,"GSPerennialKingSandnadoPhysDamage","","[603,11885]",[2615],[200],6,0.1,0.0175,[],""
2470,"GSPerennialKingSandnadoLightningDamage","","[603,11885]",[2615],[200],6,0.1,0.0175,[],""
2471,"GAInfectedMercIncendiaryBoltImpact","","[603,11885,488,18672,18659,488]",[1065],[80],1,0.055,0,[],""
2472,"GSHusbandPurge","","[1939,603]",[],[],1,0.055,0,[],""
2473,"GATitanBossFissureDamage","",[603],[1065],[60],1,0.055,0,[],""
2474,"GATitanArmSlam","","[603,12824,11885]","[17547,2615]","[60,150]",1,0.055,0,[],""
2475,"GSPerennialKingBeaconSpray","","[603,11885,18672]","[18694,2615]","[25,200]",1.5,0.1,0.0175,[],""
2476,"GAManorGargoyleLacerate","","[603,18659]",[1065],[80],1,0.055,0,[],""
2477,"GSTitanBossLaserImpact","","[603,11885]",[2615],[150],0.6,0.391,0.0127,[],""
2478,"GATitanArmSlam2","","[603,12824,11885]","[17547,2615]","[60,150]",1,0.055,0,[],""
2479,"GATitanArmSlam3","","[603,12824,11885]","[17547,2615]","[60,150]",1,0.055,0,[],""
2480,"GASkeletalKnightShieldBash","","[603,11885]",[],[],1,0.055,0,[],""
2481,"GSWifeMonsterBoneCone","","[603,11885,18659]","[645,5553,2615]","[-45,50,100]",7,0.1,0.0175,[],""
2482,"GABaronWolfBloodTeleSlam","","[603,11885]",[2877],[75],1,0.055,0,[],""
2483,"GABaronWolfDashDangerRectangle","","[603,11885,104,18659,18672]","[392,10043]","[20,50]",1,0.055,0,[],""
2484,"GABaronWolfBloodBurst","","[603,11885,104]","[392,10043]","[20,50]",1,0.055,0,[],""
2485,"GSWifeMonsterBoneStorm","","[603,11885]",[2615],[30],8,0.1,0.0175,[],""
2486,"GSCarrionCroneWaveDamageShape","","[603,11885]",[],[],1,0.1,0.0175,[],""
2487,"GACountsGuardLeapAttack1","","[603,18672,18659]",[],[],1,0.055,0,[],""
2488,"GACountsGuardLeapAttack2","","[603,18672,18659]",[],[],1,0.055,0,[],""
2489,"GAMudBurrowerBloodProj","","[603,11885,488]",[2615],[50],1,0.055,0,[],""
2490,"GAExecutionerSlamAxeImpact","","[603,11885]",[2615],[60],1,0.055,0,[],""
2491,"GAExecutionerSlamAxeMelee","","[603,11885]",[2615],[60],1,0.055,0,[],""
2492,"GAMudBurrowerGoopSmallImpact","","[603,11885,2231,488]",[],[],1,0.055,0,[],""
2493,"GAMudBurrowerSpraySmallImpact","","[603,11885,2231,488]",[3243],[50],1,0.055,0,[],""
2494,"GSBaronWolfSummonDeathExplode","","[603,11885,18672,18659]",[],[],5,0.1,0.0175,[],""
2495,"GAExecutionerMegaSlam","","[603,11885]","[1065,2615]","[75,50]",1,0.055,0,[],""
2496,"GAHusbandCleaveDash","",[11885],[2615],[100],1,0.055,0,[],""
2497,"GAScarecrowBeastBlade","","[603,18672,18659]",[],[],1,0.055,0,[],""
2498,"GAMudBurrowerDivePush","","[603,11885,2876,18660,18673,666,104,8806]","[392,10043]","[20,50]",1,0.055,0,[],""
2499,"GABaronHumanEpicThrust","","[603,11885]","[17547,1066,2615]","[70,30,100]",1,0.055,0,[],""
2500,"GABaronHumanLacerateSlamLeft","","[603,11885]","[1066,2615]","[30,100]",1,0.055,0,[],""
2501,"GABaronHumanLacerateSlamRight","","[603,11885]","[1066,2615]","[30,100]",1,0.055,0,[],""
2502,"GABaronHumanLacerateSlamSlam","","[603,11885,18673]","[1066,2615]","[60,100]",1,0.055,0,[],""
2503,"GATitanBossChiselSlam","","[603,11885,12824]","[17547,2615]","[60,100]",1,0.055,0,[],""
2504,"GAFaridunLizardTailSlam","","[603,11885]",[2526],[100],1,0.055,0,[],""
2505,"GABaronBossCorruptWolfJumpSlash","","[603,11885]",[2615],[150],1,0.055,0,[],""
2506,"GSGolemancerTornado","",[],[2615],[-60],2,0.1,0.0175,[],""
2507,"GSForgottenCrawlerLightning","",[11885],"[10102,645,6458]","[200,-60,1]",4.5,0.1,0.0175,[],""
2508,"GSBaronBossColdBreathGround","","[603,11885,2876]","[5873,16720]","[1003,500]",3.75,0.1,0.0175,[],""
2509,"GABaronBossFogDash","","[603,11885,18659,18672]",[],[],1,0.055,0,[],""
2510,"GSDrudgeMinerExplode","","[603,11885]",[],[],10,0.1,0.0175,[],""
2511,"GABaronCorruptWolfBloodTeleSlam","","[603,11885]","[2877,2615]","[75,100]",1,0.055,0,[],""
2512,"GSBaronCorruptWolfMoonbeam","","[603,11885]",[2615],[50],16,0.1,0.0175,[],""
2513,"GSBaronCorruptWolfMoonbeamRed","","[603,11885]","[4784,4783,3731,2615]","[1,4000,700,50]",16,0.1,0.0175,[],""
2514,"GAHusbandDashTrigger","","[603,11885]",[],[],1,0.055,0,[],""
2515,"GAMutewindBanditExecutionerLeapCircularImpact","","[603,11885]",[],[],1,0.055,0,[],""
2516,"GAPerennialKingGlassSpearTossImpact","","[603,11885,488]","[1067,2615]","[25,200]",1,0.055,0,[],""
2517,"GAPerennialKingGlassSpearTossImpactMulti","","[603,11885,488]","[1067,2615]","[25,200]",1,0.055,0,[],""
2518,"GATitanWalkerStomp","","[603,11885]",[17547],[-8],1,0.055,0,[],""
2519,"GATitanWalkerSlam","","[603,11885]","[17547,2877]","[20,20]",1,0.055,0,[],""
2520,"GADrudgeMinerCartDamage","",[],[],[],1,0.055,0,[],""
2521,"GSWingedCreatureBallLightning","","[603,11885,488]",[18259],[20],0.75,0.391,0.0127,[],""
2522,"GAGiantSnakeBossAttackImpact","","[603,11885,12824]","[1065,2877]","[50,60]",1,0.055,0,[],""
2523,"GSPlagueNymphLaser","","[603,11885,488]",[],[],3.25,0.22,0.013,[],""
2524,"GAQueenOfFilthOverheadSlam","","[603,11885]","[17547,2877]","[12,30]",1,0.055,0,[],""
2525,"GSPerennialKingObsidianStormContactDamage","","[603,11885]",[1067],[70],0.93,0.1,0.0175,[],""
2526,"GATwoHeadedTitanSlam","","[603,11885]",[17547],[20],1,0.055,0,[],""
2527,"GATwoHeadedTitanStomp","","[603,11885]",[17547],[-8],1,0.055,0,[],""
2528,"GAVaalForgemasterSnake","","[603,11885]",[],[],1,0.055,0,[],""
2529,"GSSunWorshipperBossSunExplosionObject","","[603,488]",[],[],12.5,0.1,0.0175,[],""
2530,"GAForgemasterBossLeap","","[603,11885]",[],[],1,0.055,0,[],""
2531,"GSForgeBossBrandExplosion","","[603,11885]",[],[],1,0.055,0,[],""
2532,"GSDoryaniHumanBossBasicLightningZap","","[603,11885,18623,18659,18672]",[18259],[750],4,0.1,0.0175,[],""
2533,"GSDoryaniHumanBossMultiLightningZap","","[603,11885]",[],[],1,0.1,0.0175,[],""
2534,"GSDoryaniHumanBossLightningClap","","[603,11885,6897]",[2877],[50],11,0.1,0.0175,[],""
2535,"GSDoryaniHumanBossFireClap","","[603,11885]",[2877],[50],12,0.1,0.0175,[],""
2536,"GSDoryaniHumanBossSolarOrbPulse","","[603,11885]",[],[],13,0.1,0.0175,[],""
2537,"GSDoryaniHumanBossFlamethrower","","[11885,18623,18659,18672]",[18258],[500],1.5,0.1,0.0175,[],""
2538,"GSDoryaniHumanBossFireballDirectImpactExplosion","","[603,11885,488]",[],[],12,0.1,0.0175,[],""
2539,"GSGiantSnakeBossFlameBreath","","[603,11885,18659,18672]",[2615],[150],1.35,0.1,0.0175,[],""
2540,"GSViperNapuatziFireRain",41,[603],[],[],12.5,0.1,0.0175,[],""
2541,"GSViperNapuatziChaosRain",42,[603],[2877],[25],12.5,0.1,0.0175,[],""
2542,"GAVaalZealotKnifeStickChaosSlash","","[11885,18672,18659]","[17547,3246]","[12,100]",1,0.055,0,[],""
2543,"GAVaalZealotKnifeStickBloodSlash","","[11885,18672,18659]",[17547],[12],1,0.055,0,[],""
2544,"GACountsGuardBloaterTentacleHit","",[603],"[17919,333]","[1000,200]",1,0.055,0,[],""
2545,"GSIronGuardToothZone",43,"[603,18672,3667]","[645,2877]","[-71,25]",6,0.1,0.0175,[],""
2546,"GSPerennialKingGlassSwordFenceZap","","[603,11885,17747,18659]","[17973,349,2615]","[90,4000,200]",0.9,0.055,0.017,[],""
2547,"GSIronSniperLaserDamage","","[603,18672,18659,18672]",[],[],2,0.1,0.0175,[],""
2548,"GAFungusBehemothVineSlam","",[603],[],[],1,0.055,0,[],""
2549,"GAAzmeriCarnivorousPlantVineCascade","",[603],[],[],1,0.055,0,[],""
2550,"GSForgeMasterSunderDamage","",[603],[],[],1,0.055,0,[],""
2551,"GASkeletonSnakeBossHeadSlam180","","[603,11885,12824,104]","[1065,2877,392,2615]","[50,60,600,200]",1,0.055,0,[],""
2552,"GAVaalForgeBossSunder1","","[603,11885]",[],[],1,0.055,0,[],""
2553,"GAForgemasterBossLeapLava","","[603,11885]",[1065],[70],1,0.055,0,[],""
2554,"GSPerennialKingAsalaSandstormDefense","","[603,11885]",[],[],1,0.055,0,[],""
2555,"GSWitchHutBansheeScreech",45,"[603,11885]",[],[],0.8,0.1,0.0175,[],""
2556,"GAViperNapuatziSnakeWave","","[603,2231,18659,18673]",[],[],1,0.055,0,[],""
2557,"GAGiantSnakeBossForearmSlams","","[603,11885]","[1065,2615]","[50,200]",1,0.055,0,[],""
2558,"GAGiantSnakeBossHandSlams","","[603,11885]","[1065,2615]","[50,200]",1,0.055,0,[],""
2559,"GSGiantSnakeBossComboFlame","","[603,11885]",[2615],[150],1.35,0.1,0.0175,[],""
2560,"GACarnivorousPlantBossHammerSlam","","[603,11885]","[1068,2877,2615]","[40,50,80]",1,0.055,0,[],""
2561,"GSWifeBossSlow","","[603,11885]",[349],[5000],0.2,0.055,0,[],""
2562,"GSEGGiantSnakeBossDetonateRunes","",[],[],[],1,0.055,0,[],""
2563,"GAVoodooKingVineSlam","","[603,11885,18673,18660]","[1068,2877,2615,10173]","[30,100,100,30]",1,0.055,0,[],""
2564,"GSVoodooKingRitual","","[11885,6896,6897]",[],[],1,0.055,0,[],""
2565,"GAVoodooKingVineCascadeSmall","","[603,18672]","[1068,2877,2615]","[30,50,100]",1,0.055,0,[],""
2566,"GAVoodooKingVineCascadeBig","","[603,18672]","[1068,2877,2615,10173]","[40,50,300,30]",1,0.055,0,[],""
2567,"GSVoodooKingBugBombImpact","","[603,18673,18660,488]","[1068,2877,2615]","[60,20,100]",20,0.1,0.0175,[],""
2568,"GAVoodooKingDeathEffigyPulse","",[603],[],[],1,0.055,0,[],""
2569,"GSAzmeriSwampToadExplode","",[603],[],[],5,0.1,0.0175,[],""
2570,"GSPerennialKingCorpseFriendExplode","","[603,11885]",[1687],[1001],3.3,0.1,0.0175,[],""
2571,"GASummonScarabsAttack","","[603,11885]",[18274],[40],1,0.055,0,[],""
2572,"GSWarlockRaiseBugs","","[603,11885]",[],[],1,0.055,0,[],""
2573,"GAVaalHumanoidRocketFistImpactGround","","[603,11885,488]",[],[],1,0.055,0,[],""
2574,"GAVaalHumanoidRocketFistImpactWall","","[603,11885,488]",[],[],1,0.055,0,[],""
2575,"GSShieldLegsGenadeExplosion","","[603,488]",[],[],2,0.1,0.0175,[],""
2576,"GSFarudinLocustDDExplode","","[603,11885]",[645],[-40],4.8,0.1,0.0175,[],""
2577,"GSUndeadMarakethPriestMagmaOrbImpact","","[603,11885,488]",[],[],1,0.055,0,[],""
2578,"GSBitterGuyStormUp","",[603],"[349,1066]","[1000,40]",2.5,0.1,0.0175,[],""
2579,"GSBitterGuyStormDown","",[],[1066],[40],15.3,0.1,0.0175,[],""
2580,"CrowScarecrowCrows","",[],[],[],1,0.055,0,[],""
2581,"GAMudBurrowerHeadSlam","","[603,11885,2231]",[2615],[80],1,0.055,0,[],""
2582,"GAViperComboEndSlam","",[603],"[3246,2877]","[50,20]",1,0.055,0,[],""
2583,"GAQueenOfFilthRollImpact","","[603,11885]",[],[],1,0.055,0,[],""
2584,"GSDredgeMortarImpact","","[603,11885,488]",[],[],3.65,0.1,0.0175,[],""
2585,"GSChimeraWetlandsBossChaosSprayImpact","","[603,488,18672,18659]",[3246],[50],5,0.1,0.0175,[],""
2586,"GSChimeraWetlandsBossFrostBreath","","[603,11885,2876]","[349,5873,16720,2615]","[10000,1006,200,200]",1,0.1,0.0175,[],""
2587,"GSChimeraUltimatumBossFrostBreath","","[603,11885,2876,1879]","[5873,16720,2615,349]","[1006,200,200,1000000]",1,0.1,0.0175,[],""
2588,"GSChimeraWetlandsBossFrostBreathImpact","","[603,11885]","[349,5873,16720,2615]","[10000,1006,200,200]",0.8,0.1,0.0175,[],""
2589,"GSChimeraUltimatumBossFrostBreathImpact","","[603,11885,1879]","[5873,16720,2615]","[1006,200,200]",0.8,0.1,0.0175,[],""
2590,"GSChimeraWetlandsBossFireSpray","","[603,11885,18659,18672]",[596],[100],3,0.1,0.0175,[],""
2591,"GAChaosGodTriceratops180GroundSlam","","[603,11885,12824,19137]","[17547,1067]","[15,60]",1,0.055,0,[],""
2592,"GAChaosGodTriceratopsTailSlam","","[603,11885]","[17547,1067,2877]","[25,50,80]",1,0.055,0,[],""
2593,"GSChaosGodTriceratopsGigaBeam","","[603,11885]",[],[],1.5,0.1,0.0175,[],""
2594,"GABogSavageStalkerGroundSlamImpact2","","[603,11885]",[],[],1,0.055,0,[],""
2595,"GSParasiticFishMortar","","[603,11885,2231,488]",[],[],3.65,0.135,0.0078,[],""
2596,"GAVaalGoliathCrystalStomp","","[603,11885]",[],[],1,0.055,0,[],""
2597,"GSOverlordBossRaiseAndRazeRockUpwardDamage","","[603,11885]",[],[],1,0.055,0,[],""
2598,"GSOverlordBossRaiseAndRazeExplosionDamage","","[603,11885]",[],[],1,0.055,0,[],""
2599,"GSSunWorshipperSolarFlare","","[603,11885]",[],[],15,0.1,0.0175,[],""
2600,"GSSunWorshipperEnrageDashExplosion","","[603,11885]",[],[],11.5,0.1,0.0175,[],""
2601,"GADoryaniCrabBodySlam","","[603,11885]",[2877],[40],1,0.055,0,[],""
2602,"GADoryaniCrabExplode","","[603,11885]","[2877,18259]","[20,500]",5,0.1,0.0175,[],""
2603,"GADoryaniCrabExplodeSmash","","[603,11885]",[2877],[40],1,0.055,0,[],""
2604,"GSDoryaniCrabBrazierSlam","","[603,11885]","[18258,2877]","[100,40]",10,0.1,0.0175,[],""
2605,"GSDoryaniCrabDiscoLazer","","[603,11885,12824,19137]",[],[],1,0.1,0.0175,[],""
2606,"GSDoryaniCrabFlamethrower","","[603,11885,12824,19137,18659,18672]",[18258],[50],1.8,0.1,0.0175,[],""
2607,"GSDoryaniCrabFlamethrowerCorrupt","","[603,11885,12824,19137,18659,18672]","[18259,1444,18258]","[300,20,50]",2,0.1,0.0175,[],""
2608,"GSDoryaniCrabFrostLaser","","[603,11885,12824,19137,18659,18672]","[5553,349,5873,16720]","[0,7000,1007,350]",1,0.1,0.0175,[],""
2609,"GSDoryaniCrabFrostLaserCorrupt","","[603,11885,12824,19137,18659,18672]","[5553,349,5873,16720]","[0,7000,1007,350]",1,0.1,0.0175,[],""
2610,"GSSunWorshipperBossSunExplosionOtherSun","","[603,488]",[],[],16.5,0.1,0.0175,[],""
2611,"GSDoryaniCrabLegProjImpact","","[603,11885,488]","[18259,645]","[100,100]",13,0.1,0.0175,[],""
2612,"GADoryaniCrabLegProjImpactWall","","[603,11885]",[],[],1,0.055,0,[],""
2613,"GSRottingRamGiantVomitImpact","","[603,18672,18659,18672,488]",[3246],[100],3,0.1,0.0175,[],""
2614,"GAFissureSlamSpikeDamage","","[603,11885]",[],[],1,0.055,0,[],""
2615,"GSChaosGodTriheadBatSonicBlastSingle","","[603,11885]",[596],[200],1,0.1,0.0175,[],""
2616,"GSChaosGodTriheadBatPoisonBlastSingle","","[603,11885]",[3246],[50],0.8,0.1,0.0175,[],""
2617,"GAFissureWarcrySpikeDamage","","[603,11885]",[1065],[50],1,0.055,0,[],""
2618,"GAMarakethSentinelUnarmedBossFistSlam","","[603,104,11885]","[1193,1065]","[45,50]",1,0.1,0.0175,[],""
2619,"GAMarakethSentinelUnarmedBossFistSlamFrontalCone","","[603,104,11885]","[1193,1065]","[45,50]",1,0.1,0.0175,[],""
2620,"GASMarakethSentinelUnarmedBossFootSlamImpact","",[603],[],[],1,0.1,0.0175,[],""
2621,"GAMarakethSentinelUnarmedBossFootSlamWave","","[603,104]",[],[],1,0.1,0.0175,[],""
2622,"GAMarakethSentinelMaceBossBasicSlam","","[603,18672,18659]","[1066,17547,2877]","[40,20,50]",1,0.1,0.0175,[],""
2623,"GAMarakethMaceBossHeavySlam","",[603],"[1066,17547,2877]","[80,16,50]",1,0.1,0.0175,[],""
2624,"GSMarakethSentinalMaceBossIceSpikeExplode","",[603],[1066],[60],7.5,0.1,0.0175,[],""
2625,"GAMarakethSentinalMaceBossMarkerSlamImpact","","[603,104]",[],[],1,0.1,0.0175,[],""
2626,"EASTheTrialMasterElementalProjectiles","","[603,11885]",[645],[-60],1,0.055,0,[],""
2627,"GTSilentSpiresApparitionLightningTendrils","","[603,11885]",[],[],1,0.055,0,[],""
2628,"GSSilentSpiresApparitionTimeTrapExplode","",[603],[],[],4.5,0.1,0.0175,[],""
2629,"GSSanctumTimeTrapExplode","",[603],[],[],4.5,0.1,0.0175,[],""
2630,"GAViperNapuatziSoldierShove","",[603],[],[],1,0.055,0,[],""
2631,"GSBloodBatherFlailProj","","[603,18672,18659,488]",[],[],2.8,0.1,0.0175,[],""
2632,"GSSilentSpiresApparitionSummonElipticalOrbitImpact","","[603,488]",[],[],4.5,0.1,0.0175,[],""
2633,"GSDoryaniLightningStormBolt","","[603,11885,12824,19137]",[],[],4.5,0.1,0.0175,[],""
2634,"GSDoryaniLightningStormBoltConstant","","[603,11885,12824,19137]",[645],[100],4.5,0.1,0.0175,[],""
2635,"GSVoodooKingSporeExplode","",[603],[2615],[120],5,0.1,0.0175,[],""
2636,"GADeathKnightOverheadslam","","[603,11885]",[],[],1,0.055,0,[],""
2637,"GADeathKnightOverheadslamforward","","[603,11885]","[349,1878,17547]","[3000,-20,30]",1,0.055,0,[],""
2638,"GAVaalForgeMasterHammerImpact","","[603,11885]",[],[],1,0.055,0,[],""
2639,"GSChaosGodOwlBossLightningCascade","","[603,11885]",[18694],[100],11,0.1,0.0175,[],""
2640,"GSDoryaniHumanBossBeamBlast","","[603,11885]","[18616,18677,18259]","[-100,-100,100]",8.5,0.1,0.0175,[],""
2641,"GSDoryaniHumanBossMechanismBeam","","[603,11885]",[18259],[100],16,0.1,0.0175,[],""
2642,"GABreachEliteBleedTentacle","","[603,11885,3667]","[17547,3731,4783,4784]","[30,100,10000,1]",1,0.055,0,[],""
2643,"GSDoryaniHumanBossCrystalZap","","[603,11885]",[18259],[300],1.9,0.1,0.0175,[],""
2644,"GATheTrialMasterBossBloodSlam","","[603,11885]","[17547,10173]","[50,30]",1,0.055,0,[],""
2645,"GSMarakethSentinelUnarmedBossExplodeSelf","","[603,11885]",[3337],[-50],40,0.1,0.0175,[],""
2646,"GADoryaniCrabSlamCold","","[603,11885]","[1066,2877,5553,349,5873]","[70,50,0,4000,1007]",1,0.055,0,[],""
2647,"GADoryaniCrabSlamFire","","[603,11885]","[1065,2877]","[70,50]",1,0.055,0,[],""
2648,"GADoryaniCrabComboSlamBasic","","[603,11885]",[],[],1,0.055,0,[],""
2649,"GADoryaniCrabIceLaserSnap","","[603,11885]","[5553,349,5873]","[0,4000,1007]",12,0.1,0.0175,[],""
2650,"GSBreachFodderToothZone",43,[603],[645],[-72],4.25,0.1,0.0175,[],""
2651,"GAScorpionBossUprightDive","","[603,11885]",[],[],1,0.055,0,[],""
2652,"GAScorpionBossLeapDive","","[603,11885]",[],[],1,0.055,0,[],""
2653,"GSBreachFodderHellscapeDogmanChargeExplosion","","[603,11885]",[],[],4,0.1,0.0175,[],""
2654,"GABreachFodderHellscapePaleDogmanDashSwipe","","[603,11885,18659,18672]",[],[],1,0,0,[],""
2655,"GSDoryaniHumanBossConstantLightning","","[603,11885,12824,19137]",[],[],4.2,0.1,0.0175,[],""
2656,"GSBreachFodderHellscapeDemonElite2FlameThrower","","[603,11885,18659,18672]","[645,18258]","[-75,100]",1.2,0.1,0.0175,[],""
2657,"GSBreachFodderHellscapeDemonElite2FlameThrowerOffHand","","[603,11885,18659,18672]","[645,18258]","[-75,100]",1.2,0.1,0.0175,[],""
2658,"GSBreachFodderHellscapeDemonElite2FlameThrowerAlt","","[603,11885,18659,18672]","[645,18258]","[-75,100]",1.2,0.1,0.0175,[],""
2659,"GAChaosGodOwlBossDashKickLacerateLeft","","[603,11885]",[2877],[20],1,0.055,0,[],""
2660,"GAChaosGodOwlBossDashKickLacerateRight","","[603,11885]",[2877],[20],1,0.055,0,[],""
2661,"GAChaosGodOwlBossDiveBombImpact","","[603,11885]",[2877],[50],1,0.055,0,[],""
2662,"GSSilentSpiresApparitionRewindPlayerBlastMarker","","[603,11885]",[],[],1,0.1,0.0175,[],""
2663,"MPWMarakethSentinalMaceBossMultiSlamImpact","","[488,6698,4415,11885,18904,1738]","[167,762,1066]","[50,1142,60]",1,0.1,0.0175,[],""
2664,"GAChaosGodOwlBossBatDamage","","[603,11885,18659,18672]",[],[],1,0.055,0,[],""
2665,"GATheTrialMasterBossGroundSpearNova","",[603],"[2615,19793]","[-50,200]",1,0.1,0.0175,[],""
2666,"GATheTrialMasterBossGroundSpearImpact","","[603,488]",[],[],1,0.055,0,[],""
2667,"GABreachEliteHellscapeStabWeb","","[603,11885,18659]","[349,1067]","[4000,40]",1,0.055,0,[],""
2668,"GABreachEliteHellscapeStabWebNoSlow","","[603,11885,18659]",[1067],[40],1,0.055,0,[],""
2669,"GABreachEliteHellscapePaleEliteSkyStab","","[603,11885]",[1067],[60],1,0.055,0,[],""
2670,"GAMarakethSentinelUnarmedBossFootSlamWaveLeft","","[603,104]",[],[],1,0.1,0.0175,[],""
2671,"GAMarakethSentinelUnarmedBossFootSlamWaveRight","","[603,104]",[],[],1,0.1,0.0175,[],""
2672,"GSTrialmasterFireBoltImpact","","[603,11885,488,488,18672,18659]",[],[],4,0.1,0.0175,[],""
2673,"GSTrialmasterColdBoltImpact","","[603,11885,488,488,18672,18659]",[],[],4,0.1,0.0175,[],""
2674,"GSTrialmasterLightningBoltImpact","","[603,11885,488,488,18672,18659]",[],[],4,0.1,0.0175,[],""
2675,"GSDoryaniHumanBossMechanismBeamFlipped","","[603,11885]",[18259],[100],16,0.1,0.0175,[],""
2676,"GAMarakethSentinelMaceBossFootStepSlam","",[603],[],[],1,0.1,0.0175,[],""
2677,"GSDemonClawBossFireVortex","","[603,11885,2876]",[],[],1,0.1,0.0175,[],""
2678,"GADemonClawBossSwordSlam","","[603,11885]","[17547,10173]","[20,20]",1,0.055,0,[],""
2679,"GSDemonClawBossFlameSeedDonutNuke","","[603,11885]",[],[],200,0.1,0.0175,[],""
2680,"GACannibalGiantGroundSlam","","[603,11885]",[],[],1,0.055,0,[],""
2681,"GSBreachBossEshCorpseNova","","[603,11885]",[],[],8,0.1,0.0175,[],""
2682,"GSBreachBossMultiFlickImpact","","[603,488]",[10173],[30],15,0.1,0.0175,[],""
2683,"GAChaosGodGorillaLeapSlamImpact","","[603,11885]",[2877],[100],1,0.055,0,[],""
2684,"GSChaosGodTriHeadLizardChaosBeam","","[603,11885]",[],[],1,0.055,0,[],""
2685,"GATrialmasterLacerate","","[603,11885]",[],[],1,0.055,0,[],""
2686,"GASilentSpiresApparitionDeathTouch","","[603,11885,18673,18660,666]",[],[],1,0.055,0,[],""
2687,"GSDemonClawBossFireballImpact","","[603,11885,488,18659,18672]",[],[],4.5,0.1,0.0175,[],""
2688,"GSDemonClawBossBulletHell","","[603,11885]",[],[],1,0.055,0,[],""
2689,"GSDemonClawBossBulletHellDamageLow","","[603,11885]",[],[],1,0.055,0,[],""
2690,"GSDemonClawBossBulletHellDamageHigh","","[603,11885,18673]",[],[],200,0.1,0.0175,[],""
2691,"GSVaalSavageShamanMeteor","","[603,11885]",[1065],[80],10,0.1,0.0175,[],""
2692,"CGEGrimdropGrappleclawColdSlam","",[603],"[5553,5873,349]","[25,1004,5000]",1,0.055,0,[],""
2693,"CGEGrimdropGrappleclawLightningSlam","",[603],"[5553,349,9655]","[25,5000,1005]",1,0.055,0,[],""
2694,"GAGrimdropGrappleclawLeapCold","",[603],[],[],1,0.055,0,[],""
2695,"GAGrimdropGrappleclawLeapLightning","",[603],[],[],1,0.055,0,[],""
2696,"GSMushroomVolatileExplosion","","[603,11885]",[645],[-90],7,0.1,0.0175,[],""
2697,"GAFungusMushroomSlam","","[603,11885]",[],[],1,0.055,0,[],""
2698,"GSFungusMushroomSporeThrowerDamage","","[603,11885]",[],[],1.35,0.1,0.0175,[],""
2699,"GADemonClawBossDashSlashLeft","","[603,11885,18659]",[],[],1,0.055,0,[],""
2700,"GADemonClawBossDashSlashRight","","[603,11885,18659]",[],[],1,0.055,0,[],""
2701,"GADemonClawBossDashSlashForward","","[603,11885]",[],[],1,0.055,0,[],""
2702,"GADemonClawBossOffscreenSlam","","[603,11885]","[10173,1065]","[20,20]",1,0.055,0,[],""
