"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
514,"shrine_solaris_player",1993,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
515,"shrine_solaris_monster",1993,"[50,1,1,50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
516,"shrine_arakaali_player",1994,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
517,"shrine_arakaali_monster",1994,"[50,10,0,-50,1,1]",0,[],[],261,0,1,[],1,0,"","",""
518,"HealOnNearbyPlayerDeath",2015,[0],120,"[3,12]",[],"",0,1,[16306],1,0,"","",""
519,"SanctumLessResolveDamageNonOwner",2060,[-30],0,[],[],"",0,1,[],1,0,"","",""
520,"UniqueEnemyLifeReserved",2067,[0],30,"[3,4]",[],"",0,1,[1029],1,0,"","",""
521,"UniqueRecoverMaximumLifeOnAlternatingCondition",2083,"[2,5]",0,[],[],"",0,1,[],1,0,"","",""
522,"NoFireResistanceToDotWhileStationaryAura",2088,[],60,"[3,4]",[],"",0,1,[],1,0,"","",""
523,"NearbyEnemiesHaveReducedCooldownRecovery",2091,[-10],60,[3],[],"",0,1,[],1,0,"","",""
524,"GuardianAlternatingBlockChance",2105,"[50,50]",0,[],[],"",0,1,[],1,0,"","",""
525,"ChampionNearbyEnemiesTaunted",1411,[],20,[3],[19],"",0,1,[],1,0,"","",""
526,"CoverInAshNearbyEnemies",1411,[],30,[3],[20],"",0,1,[],1,0,"","",""
527,"AncestrialTrialDestroyTotem",2130,[6000],0,[],[],"",0,1,[],1,0,"","",""
528,"CasterOffhandCoveredInAsh",731,"[-20,20]",60,[3],[],"",0,1,[],1,0,"","",""
529,"TrenchHagDrowningOrb",1411,[],8,"[10,3,11,6]","[0,17,50,2500]",2024,0,1,[],1,0,"","",""
530,"VaalShapeshifterShapeshifted",2158,"[-35,122]",0,[],[],"",0,1,[],1,0,"","",""
531,"LabyrinthTrapMaim",508,"[-30,-15]",0,[],[10],542,4,"",[],1,0,"","",""
532,"ChieftainWhileStationaryNearbyEnemiesNoFireDotResistance",2275,[],0,[],[],"",0,1,[],1,0,"","",""
533,"SirenBossPetrify",827,"[4,5,3500,0]",0,[],"[1,0,120,200,182,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
534,"SirenMirrorPetrify",827,"[4,5,3500,0]",0,[],"[1,0,120,100,4,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
535,"UltimatumStatuePetrify",827,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,300,4000,0,0,1]","",0,1,[],1,0,"","",""
536,"UltimatumStatuePetrify2",827,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,200,6000,0,0,1]","",0,1,[],1,0,"","",""
537,"AncestralJadeEncaseEnemy",2221,[1],0,[],[3],2252,4,"",[],1,0,"","",""
538,"SirenBossDrowningOrb",1411,[],8,"[10,3,11,6]","[0,17,50,2500]","",0,1,[],1,0,"","",""
539,"FallenGodBuff1",2260,[100],0,[],[],"",0,1,[],1,0,"","",""
540,"FallenGodBuff2",2261,[-50],0,[],[],"",0,1,[],1,0,"","",""
541,"FallenGodBuff3",2262,[-80],0,[],[],"",0,1,[],1,0,"","",""
542,"FallenGodBuff4",2263,[10000],15,"[3,14]",[],"",0,1,[],1,0,"","",""
543,"FallenGodBuff5",2264,"[1,1,1]",0,[],[],"",0,1,[],1,0,"","",""
544,"FountainStatueBossGoopTendrils",900,[],20,[3],"[1000,8]","",0,1,[],1,0,"","",""
545,"QueenOfFilthLifeCurse",2335,[],20,"[3,5]","[100,0,15000,0]","",0,1,[],1,0,"","",""
546,"QueenOfFilthManaCurse",2336,[],20,"[3,5]","[0,100,15000,0]","",0,1,[],1,0,"","",""
547,"QueenOfFilthLifeCurseDetonation",2335,[],0,[],"[100,0,0,0]","",3,"",[],1,0,"","",""
548,"QueenOfFilthManaCurseDetonation",2336,[],0,[],"[0,100,0,0]","",3,"",[],1,0,"","",""
549,"RockSliderLostRock",2349,"[-30,-30]",0,[],[],"",0,1,[],1,0,"","",""
550,"SanctumChronomancer",2414,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
551,"SanctumChronomancer15s",2414,[],0,[],"[60,250,1]","",0,1,[],1,0,"","",""
552,"SanctumChronomancer9s",2414,[],0,[],"[36,250,1]","",0,1,[],1,0,"","",""
553,"SanctumChronomancer3s",2414,[],0,[],"[12,250,1]","",0,1,[],1,0,"","",""
554,"AscendancyBuffHornOnslaught",2571,"[5,10]",0,[],[],"",8,"",[],1,0,"","",""
555,"AscendancyTortoisePauaAura",2570,"[50,25]",40,"[10,2]",[],"",0,1,[],1,0,"","",""
556,"RitualWispBuff",2583,[50],0,[],[],"",0,1,[],1,0,"","",""
557,"BreachWakingNightmare",2586,"[-10,10]",0,[],[],"",10,"",[],1,0,"","",""
558,"BreachWithered",2595,[5],25,"[3,14,10]",[],"",0,1,[],1,0,"","",""
