"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid","rid"
2129,2903,"",5991,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2130,2904,"",5992,[],"[9,10,11,7,56,6,8,15]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2131,2905,"",5993,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2132,2906,173,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2133,2907,174,"",[1366],[23],[],"",[77],[13],"",[],"",[],[],[],[],"","","",""
2134,2909,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-43,45]",[37],"",[],"",[],[],[],[],"","",0,""
2135,2910,"","","[346,1300,2673,3593]",[],[6699],"","[11,12,13,12]",[37],"",[],"",[],[],[],[],"","",0,""
2136,2911,"",5994,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2137,2912,"",5995,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2138,2913,"",5996,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2139,2914,"",5997,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2140,2915,"",5998,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2141,2916,"",5999,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2142,2917,"",6000,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2143,2918,175,"",[1366],[23],[],"",[78],[13],"",[],"",[],[],[],[],"","","",""
2144,2920,"",6001,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2145,2921,"","",[346],[],[6500],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
2146,2922,"",6002,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2147,2923,"",6003,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2148,2924,"",6004,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2149,2925,"",6005,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2150,2926,"",6006,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2151,2927,"",6007,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2152,2928,"",6008,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2153,2929,"",6009,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2154,2930,"",6010,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2155,2931,"",6011,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2156,2932,"",6012,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2157,2933,"",6013,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2158,2934,"",6014,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2159,2935,"",6015,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2160,2936,"",6016,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2161,2937,"",6017,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2162,2938,"",6018,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2163,2939,"",6019,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2164,2940,"",6020,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2165,2941,"",6021,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2166,2942,"",6022,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2167,2943,"",6023,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2168,2944,"",6024,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2169,2945,176,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2170,2946,177,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2171,2947,178,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2172,2948,179,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2173,2949,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-45,56]",[37],"",[],"",[],[],[],[],"","",0,""
2174,2950,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-46,55]",[37],"",[],"",[],[],[],[],"","",0,""
2175,2951,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-47,57]",[37],"",[],"",[],[],[],[],"","",0,""
2176,2952,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-48,54]",[37],"",[],"",[],[],[],[],"","",0,""
2177,2953,"","","[346,9183]",[],[6632],"","[13,48]",[37],"",[],"",[],[],[],[],"","",0,""
2178,2954,"","","[346,9183]",[],[6446],"","[4,47]",[37],"",[],"",[],[],[],[],"","",0,""
2179,2955,"","","[346,9183]",[],"[6445,6646]","","[2,47]",[37],"",[],"",[],[],[],[],"","",0,""
2180,2956,"","","[346,2183,9183]",[],[6628],"","[4,4,47]",[37],"",[],"",[],[],[],[],"","",0,""
2181,2957,"","",[346],[],[6469],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
2182,2958,"","","[346,9183,1723,12032]",[],[6621],"","[10,49,3,14]",[37],"",[],"",[],[],[],[],"","",0,""
2183,2959,"","","[346,9183,1723,12032]",[],[6917],"","[1,49,3,14]",[37],"",[],"",[],[],[],[],"","",0,""
2184,2960,"","",[346],[],"[6715,6717]","",[7],[37],"",[],"",[],[],[],[],"","",0,""
2185,2961,"","","[346,2673,9183,3593]",[],"[6529,7149]","","[1,4,33,7]",[37],"",[],"",[],[],[],[],"","",0,""
2186,2962,"","","[346,9183,16066]",[],[6921],"","[1,33,1]",[37],"",[],"",[],[],[],[],"","",0,""
2187,2963,"",6025,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2188,2964,"",6026,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2189,2965,"",6027,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2190,2966,"",6028,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2191,2967,"",6029,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2192,2968,"",6030,[],"[9,11,10,15,17,16,14,57]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2193,2969,180,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2194,2970,"",6031,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2195,2972,"","",[346],[],[6795],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
2196,2973,"","",[346],[],[6799],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
2197,2974,"",6032,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2198,2975,"",6033,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2199,2976,"",6034,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2200,2977,"",6035,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2201,2978,"",6036,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2202,2979,"",6037,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2203,2980,"",6038,[],"[9,10,11,15,20,13,7,56,8,6,12,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2204,2981,181,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2205,2982,182,"",[1366],[23],[],"",[79],[13],"",[],"",[],[],[],[],"","","",""
2206,2984,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-44],[37],"",[],"",[],[],[],[],"","",0,""
2207,2985,"","","[346,2673]",[],"[6674,6675,6676,6678,6677]","","[19,5]",[37],"",[],"",[],[],[],[],"","",0,""
2208,2986,"","",[346],[],[6486],"",[7],[37],"",[],"",[],[],[],[],"","",0,""
2209,2987,"","",[346],[],[6837],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
2210,2988,"","","[346,9183]",[],[6446],"","[5,51]",[37],"",[],"",[],[],[],[],"","",0,""
2211,2989,"","",[346],[],[6763],"",[5],[37],"",[],"",[],[],[],[],"","",0,""
2212,2990,"","",[346],[],[6837],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
2213,2991,"","",[346],[],[6916],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
2214,2992,"",6039,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2215,2994,"","","[346,1300]",[],[6625],"","[7,6]",[37],"",[],"",[],[],[],[],"","",0,""
2216,2995,"","",[346],[],"[6797,6798,6939]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
2217,2996,"","","[346,1300]",[],"[6532,6639]","","[4,2]",[37],"",[],"",[],[],[],[],"","",0,""
2218,2997,"",6040,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2219,2998,"",6041,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2220,2999,"",6042,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2221,3002,"",6043,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2222,3003,"",6044,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2223,3004,"",6045,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2224,3005,"",6046,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2225,3006,"",6048,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2226,3007,"",6047,[],"[9,10,12,11,32,14,57,15,16,17,13,7,56,8,6]",[],"",[],"[1,4]",1,[],"",[],[],[],[],"","","",""
2227,3009,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-52,76]",[37],"",[],"",[],[],[],[],"","",0,""
2228,3011,"",6049,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2229,3012,"",6050,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2230,3013,"",6051,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2231,3014,"",6052,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2232,3015,"",6053,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2233,3016,"",6054,[],"[9,10,12,11,32,14,57,15,16,17,13,7,56,8,6]",[],"",[],"[1,4]",1,[],"",[],[],[],[],"","","",""
2234,3018,192,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2235,3020,"",6055,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2236,3021,"",6056,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2237,3022,"",6057,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2238,3023,"",6058,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2239,3024,"",6059,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2240,3026,191,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2241,3027,"",6060,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2242,3029,"",6061,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2243,3030,"",6062,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2244,3031,"",6063,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2245,3032,"",6064,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2246,3035,"",6069,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2247,3036,"",6070,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2248,3037,"",6071,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2249,3038,"",6072,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2250,3039,"",6073,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2251,3040,"",6074,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2252,3041,193,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2253,3044,"",6075,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2254,3045,"",6076,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2255,3046,"",6077,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2256,3047,"",6078,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2257,3048,"",6079,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2258,3049,194,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2259,3052,"",6080,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2260,3053,"",6081,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2261,3054,"",6082,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2262,3055,"",6083,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2263,3056,"",6084,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2264,3057,195,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2265,3060,"",6085,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2266,3061,"",6086,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2267,3062,"",6087,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2268,3063,"",6088,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2269,3064,"",6089,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2270,3065,"",6090,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2271,3066,196,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2272,3069,"",6091,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2273,3070,"",6092,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2274,3071,"",6093,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2275,3072,"",6094,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2276,3073,"",6095,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2277,3074,"",6096,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2278,3075,"",6097,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2279,3076,"",6098,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2280,3077,197,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2281,3083,"",6068,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2282,3082,"",6067,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2283,3081,"",6066,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2284,3080,"",6065,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2285,3084,"",6099,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2286,3085,185,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
2287,3086,"",6100,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2288,3087,"",6101,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2289,3088,"",6102,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2290,3089,"",6103,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2291,3090,"",6104,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2292,3091,"",6105,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2293,3092,"",6106,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2294,3093,"",6107,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2295,3094,"",6108,[],"[9,11,10,15,16,17,14,57,12,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2296,3095,188,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2297,3096,"",6109,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2298,3098,189,"",[1366],[23],[],"",[81],[13],"",[],"",[],[],[],[],"","","",""
2299,3099,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-51,59]",[37],"",[],"",[],[],[],[],"","",0,""
2300,3100,"","","[346,12032]",[],[6789],"","[3,13]",[37],"",[],"",[],[],[],[],"","",0,""
2301,3101,"","",[8794],[],[6772],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
2302,3102,"",6110,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2303,3103,"",6111,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2304,3104,"",6112,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2305,3105,"",6113,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2306,3106,"",6114,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2307,3107,"",6115,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2308,3108,"",6116,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2309,3109,"",6117,[],"[7,56,8,6,9,10,11,12,32,15,13,20]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2310,3110,186,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2311,3111,"",6118,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2312,3113,187,"",[1366],[23],[],"",[82],[13],"",[],"",[],[],[],[],"","","",""
2313,3114,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-50,60]",[37],"",[],"",[],[],[],[],"","",0,""
2314,3115,"","",[346],[],[6434],"",[4],[37],"",[],"",[],[],[],[],"","",0,""
2315,3116,"",6119,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2316,3117,"",6120,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2317,3118,"",6121,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2318,3119,"",6122,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2319,3120,"",6123,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2320,3121,"",6124,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2321,3122,"",6125,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2322,3123,"","",[346],[],"[6674,6675,6676,6678,6677]","",[20],[37],"",[],"",[],[],[],[],"","",0,""
2323,3125,190,"",[1366],[23],[],"",[83],[13],"",[],"",[],[],[],[],"","","",""
2324,3126,"",6126,[],"[7,56,6,8,14,57,11,16,12,17,9,10,15,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2325,3127,"","",[346],[],"[6432,6647]","",[7],[37],"",[],"",[],[],[],[],"","",0,""
2326,3128,"",6127,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2327,3129,"",6128,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2328,3130,"",6129,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2329,3131,"",6130,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2330,3132,"",6131,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2331,3133,"",6132,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2332,3135,"",6133,[9892],[24],[],"",[166],[10],"",[],"",[],[],[],[],"","","",""
2333,3134,"",6134,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2334,3136,"",6135,[],"[9,10,12,11,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2335,3138,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
2336,3139,"","","[346,12417]",[],[6789],"","[4,-1]",[37],"",[],"",[],[],[],[],"","",0,""
2337,3140,"","","[346,2673,9183,3593]",[],"[6529,7149]","","[2,16,71,23]",[37],"",[],"",[],[],[],[],"","",0,""
2338,3141,"",6136,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2339,3142,"",6137,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2340,3143,"",6138,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2341,3144,"",6139,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2342,3145,"",6140,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2343,3146,"",6141,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2344,3147,"",6142,[],"[7,56,8,6,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2345,3149,"",6143,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
2346,3150,"",6144,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2347,3151,"",6145,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
2348,3152,"",6146,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2349,3154,"",6147,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
2350,3155,"",6148,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2351,3156,"","",[346],[],[6911],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
2352,3157,"",6149,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2353,3158,"",6150,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2354,3160,"","","[346,2673,9183]",[],"[6425,6635]","","[22,4,33]",[37],"",[],"",[],[],[],[],"","",0,""
2355,3161,"","",[1220],[],"[6556,6573,6558,6559,6565,6571,6566,6591,6713,6855,6851,7150]","",[14],[37],"",[],"",[],[],[],[],"","",1,""
2356,3162,"","","[346,2673,8667]",[],[6786],"","[2,8,2]",[37],"",[],"",[],[],[],[],"","",0,""
2357,3163,"","",[12110],[],[6905],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
2358,3164,"","",[346],[],"[6787,7141]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
2359,3166,"",6151,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2360,3168,"",6152,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2361,3169,"",6153,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2362,3170,"",6154,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2363,3171,"",6155,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2364,3172,"",6156,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2365,3173,"",6157,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2366,3174,"",6158,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2367,3175,"",6159,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
2368,3176,"",6160,[],"[7,56,8,6,9,10,11,12,15,17,16,32,14,57]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
2369,3177,198,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
2370,3178,"",6161,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
2371,3179,199,"",[1366],[23],[],"",[84],[13],"",[],"",[],[],[],[],"","","",""
2372,3181,"","","[346,9183]",[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","","[-53,66]",[37],"",[],"",[],[],[],[],"","",0,""
2373,3182,"","","[346,1300]",[],"[6467,6666]","","[8,4]",[37],"",[],"",[],[],[],[],"","",0,""
2374,3183,"","",[346],[],"[6689,6691,6690,6692,6720]","",[-3],[37],"",[],"",[],[],[],[],"","",0,""
2375,3184,"",6162,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2376,3185,"",6163,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
2377,3186,"",6164,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
2378,3187,"",6165,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
2379,3188,"",6166,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
2380,3189,"",6167,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2381,3190,"",6168,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
2382,3191,"",6169,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
