"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool","bool","bool","i32","i32","rid","bool"
1327,"Metadata/Chests/BlightChestHardModeOil",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,35,-421789696,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-603979776,742,0,0,-335544320,742,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,742,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,"",[],"",0,0,"",4,"","","",[],"",[],"","","",1,3500,"",1
1328,"Metadata/Chests/BlightChestHardModeBase",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-414842880,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1174405120,743,0,0,1442840576,743,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,743,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,"",[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1329,"Metadata/Chests/BlightChestHardModeGeneric",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-407502848,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1241513984,743,0,0,-973078528,743,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-973078528,743,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,183,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1330,"Metadata/Chests/BlightChestHardModeArmour",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-400293888,2,-16908288,-16843010,-16843010,-16843010,16842494,0,603979776,744,0,0,872415232,744,503316480,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,744,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,174,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1331,"Metadata/Chests/BlightChestHardModeWeapon",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,60,-393084928,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1845493760,744,0,0,-1577058304,744,822083584,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,744,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,193,[],"",0,0,"",4,"","","",[],1,[],"","","",1,6000,"",1
1332,"Metadata/Chests/BlightChestHardModeTrinkets",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-385613824,2,-16908288,-16843010,-16843010,-16843010,16842494,0,67108864,745,0,0,335544320,745,788529152,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,745,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,191,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1333,"Metadata/Chests/BlightChestHardModeMaps",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-378667008,2,-16908288,-16843010,-16843010,-16843010,33619710,0,1845493760,745,0,0,-1912602624,745,721420288,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,745,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,186,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1334,"Metadata/Chests/BlightChestHardModeCurrency",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-370147328,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,745,0,0,0,746,553648128,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,746,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,177,[],"",0,0,"",4,"","","",[],1,[],"","","",1,3000,"",1
1335,"Metadata/Chests/BlightChestHardModeGems",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,25,-363200512,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,746,0,0,1778384896,746,637534208,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,746,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,182,[],"",0,0,"",4,"","","",[],1,[],"","","",1,2500,"",1
1336,"Metadata/Chests/BlightChestHardModeBlight",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,35,-355991552,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-939524096,746,0,0,-671088640,746,838860800,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,746,-33554432,-16843010,-16843010,-16843010,-788594946,680,0,198,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3500,"",1
1337,"Metadata/Terrain/Leagues/Harvest/Objects/HarvestFeatureChest",1,2,"Seed Cache","[""Metadata/MiscellaneousObjects/Harvest/SeedCache.ao""]",1,0,-337903616,2,-16908288,-16843010,-16843010,-16843010,65278,0,-603979776,747,0,0,-603979776,747,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,747,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1338,"Metadata/Chests/LeaguesHeist/HeistChestSafe","",4,"Safe","[""Metadata/Chests/LeagueHeist/HeistSafe/HeistSafe.ao""]",1,60,-323878912,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1308622848,748,0,0,-1040187392,748,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,748,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,1,"","","","",[],1,[],"","","",1,6000,"",1
1339,"Metadata/Chests/LeagueHellscape/HellscapeChest01",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest01.ao""]",1,10,-308805632,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1744830464,749,0,0,-1744830464,749,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1744830464,749,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1340,"Metadata/Chests/LeagueHellscape/HellscapeChest02",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest02.ao""]",1,10,-294780928,2,-16908288,-16843010,-16843010,-16843010,65278,0,1845493760,750,0,0,1845493760,750,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,750,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1341,"Metadata/Chests/LeagueHellscape/HellscapeChest03",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest03.ao""]",1,10,-280756224,2,-16908288,-16843010,-16843010,-16843010,65278,0,1140850688,751,0,0,1140850688,751,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,751,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1342,"Metadata/Chests/LeagueHellscape/HellscapeChest04",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest04.ao""]",1,10,-266731520,2,-16908288,-16843010,-16843010,-16843010,65278,0,436207616,752,0,0,436207616,752,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,436207616,752,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1343,"Metadata/Chests/LeagueHellscape/HellscapeChest05",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest05.ao""]",1,10,-252706816,2,-16908288,-16843010,-16843010,-16843010,65278,0,-268435456,752,0,0,-268435456,752,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-268435456,752,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1344,"Metadata/Chests/LeagueHellscape/HellscapeChest06",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest06.ao""]",1,10,-238682112,2,-16908288,-16843010,-16843010,-16843010,65278,0,-973078528,753,0,0,-973078528,753,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-973078528,753,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1345,"Metadata/Chests/LeagueHellscape/HellscapeChest07",1,3,"Chest","[""Metadata/Chests/LeagueHellscape/HellscapeChest07.ao""]",1,10,-224657408,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1677721600,754,0,0,-1677721600,754,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,754,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
1346,"Metadata/Chests/LeagueArchnemesis/WealthUrn",1,2,"Cursed Urn","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/mechanics/wealthyUrn.ao""]","",40,-205520896,2,-16908288,-16843010,-16843010,-16843010,33619710,0,-1073741824,755,0,0,-536870912,755,956301312,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,755,-33554432,-16843010,-16843010,-16843010,-1661010178,754,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4000,"",1
1347,"Metadata/Chests/LeagueArchnemesis/WealthUrnEmpty",1,2,"Cursed Urn","[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/mechanics/wealthyUrn.ao""]","",0,-196345856,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1275068416,756,0,0,1543503872,756,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1543503872,756,-33554432,-16843010,-16843010,-16843010,-1661010178,754,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1348,"Metadata/Chests/LeagueSentinel/SentinelCache",1,4,"Sentinel Cache","[""Metadata/Chests/LeagueSentinel/SentinelChest.ao""]",1,0,-180224000,2,-16908288,-16843010,-16843010,-16843010,65278,0,1107296256,757,0,0,1107296256,757,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,757,-33554432,-16843010,-16843010,-16843010,1560215294,756,0,595,[],"",0,0,1,6,7,"","",[],"",[],"","","",1,0,"",1
1349,"Metadata/Chests/LeagueSentinel/SentinelCacheQuest",1,4,"Sentinel Cache","[""Metadata/Chests/LeagueSentinel/SentinelChest.ao""]",1,0,-173015040,2,24903680,0,0,0,0,0,-1342177280,757,0,0,-1342177280,757,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1342177280,757,-33554432,-16843010,-16843010,-16843010,1124007678,757,0,595,[],"",0,0,1,6,7,"","",[],"",[],"","","",3,0,"",1
1350,"Metadata/Chests/LeagueLake/LakeRewardChest",1,4,"Submerged Chest","[""Metadata/Chests/LakeStash/LakeStash.ao""]",1,4,-159252480,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2113929216,758,0,0,-2113929216,758,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-2113929216,758,-33554432,-16843010,-16843010,-16843010,-1828782338,758,0,598,[],"",0,0,1,6,7,"","",[],"",[],"","","",1,400,"",1
1351,"Metadata/Chests/LeagueLake/FishingChest",1,2,"Tackle Box","[""Metadata/Chests/Chests/Chest26.ao""]","",0,-145227776,2,-16908288,-16843010,-16843010,-16843010,65278,0,1476395008,759,0,0,1476395008,759,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,759,-33554432,-16843010,-16843010,-16843010,1493106430,759,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1352,"Metadata/Chests/LeagueSanctum/SanctumMinorChest_01",1,2,"Templar Cache","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]",1,0,-121896960,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1140850688,760,0,0,-1140850688,760,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,760,-33554432,-16843010,-16843010,-16843010,-1124139266,760,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1353,"Metadata/Chests/LeagueSanctum/SanctumMinorChest_02",1,2,"Templar Cache","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]",1,0,-107610112,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,761,0,0,-1778384896,761,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,761,-33554432,-16843010,-16843010,-16843010,-1124139266,760,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1354,"Metadata/Chests/LeagueSanctum/SanctumMinorChest_03",1,2,"Templar Cache","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]",1,0,-100270080,2,-16908288,-16843010,-16843010,-16843010,65278,0,100663296,762,0,0,100663296,762,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,762,-33554432,-16843010,-16843010,-16843010,-1124139266,760,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
1355,"Metadata/Chests/LeagueSanctum/SanctumModerateChest_01",1,4,"Templar Cache","[""Metadata/Chests/LeagueSanctum/DeferralRewardChest_A.ao""]",1,0,-85196800,2,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,762,0,0,-335544320,762,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,762,-33554432,-16843010,-16843010,-16843010,-318832898,762,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1356,"Metadata/Chests/LeagueSanctum/SanctumMajorChest_01",1,4,"Templar Cache","[""Metadata/Chests/LeagueSanctum/DeferralRewardChest_A.ao""]",1,0,-70516736,2,-16908288,-16843010,-16843010,-16843010,65278,0,-872415232,763,0,0,-872415232,763,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,763,-33554432,-16843010,-16843010,-16843010,-855703810,763,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1357,"Metadata/Chests/LeagueSanctum/SanctumMajorChest_02",1,2,"Templar Cache","[""Metadata/Chests/LeagueHeist/MilitaryChests/MilitaryChestTier1.ao""]",1,0,-56229888,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1509949440,764,0,0,-1509949440,764,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,764,-33554432,-16843010,-16843010,-16843010,-855703810,763,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1358,"Metadata/Chests/LeagueSanctum/RewardChestPrototype",1,2,"Templar Hoard","[""Metadata/Chests/LeagueSentinel/SentinelChest.ao""]",1,32,-46923776,2,-16908288,-16843010,-16843010,-16843010,65278,0,872415232,765,0,0,872415232,765,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,765,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,3200,"",1
1359,"Metadata/Chests/LeagueSanctum/FloorFinalRewardChest",1,4,"Sanctum Offers","[""Metadata/Chests/LeagueSanctum/DeferralRewardChest_B.ao""]",1,0,-30015488,2,-16908288,-16843010,-16843010,-16843010,65278,0,905969664,766,0,0,905969664,766,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,905969664,766,-33554432,-16843010,-16843010,-16843010,889126654,765,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1360,"Metadata/Chests/LeagueSanctum/FloorFinalBonusChest",1,4,"Templar Hoard","[""Metadata/Chests/LeagueSanctum/DeferralRewardChest_A.ao""]",1,48,-22675456,2,-16908288,-16843010,-16843010,-16843010,134283006,0,-1509949440,766,0,0,637534208,767,973078528,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,767,-33554432,-16843010,-16843010,-16843010,922681086,766,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,4800,"",1
1361,"Metadata/Chests/SirenEggs/SirenEgg_02",1,2,"Egg","[""Metadata/Chests/SirenEggs/SirenEgg_02.ao""]","",6,-3145728,2,-16908288,-16843010,-16843010,-16843010,65278,0,-805306368,767,0,0,-805306368,767,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,767,-33554432,-16843010,-16843010,-16843010,-788594946,767,0,"",[],"",0,0,"","","","","",[],1,[],"","","",3,600,"",1
1362,"Metadata/Chests/GraveyardDungeonChest1",1,3,"Chest","[""Metadata/Chests/GraveyardDungeonChests/CryptChest01.ao""]",1,10,14811136,3,-16908288,-16843010,-16843010,-16843010,65278,0,-503316480,768,0,0,-503316480,768,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,768,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,1000,"",1
1363,"Metadata/Chests/CryptChest01_Sandy",1,3,"Chest","[""Metadata/Chests/Manor/CryptChest01_Sandy.ao""]",1,10,25952256,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1946157056,769,0,0,-1946157056,769,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,769,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,1000,"",1
1364,"Metadata/Chests/GraveyardDungeonSarcophagus1",1,7,"Coffin","[""Metadata/Chests/GraveyardDungeonChests/CryptTomb03.ao""]",1,10,40763392,3,-16908288,-16843010,-16843010,-16843010,65278,0,1845493760,770,0,0,1845493760,770,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,770,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,1000,"",1
1365,"Metadata/Chests/GraveyardDungeonUrn1",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptUrn01.ao""]","",1,54001664,3,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,771,0,0,939524096,771,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,771,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",1,100,"",1
1366,"Metadata/Chests/GraveyardDungeonUrn1Empty",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptUrn01.ao""]","",0,60162048,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,771,0,0,-1778384896,771,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,771,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1367,"Metadata/Chests/GraveyardDungeonUrn2",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptUrn02.ao""]","",1,72744960,3,-16908288,-16843010,-16843010,-16843010,65278,0,1442840576,772,0,0,1442840576,772,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,772,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",1,100,"",1
1368,"Metadata/Chests/GraveyardDungeonUrn2Empty",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptUrn02.ao""]","",0,78905344,3,-16908288,-16843010,-16843010,-16843010,65278,0,-1275068416,772,0,0,-1275068416,772,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1275068416,772,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1369,"Metadata/Chests/GraveyardDungeonJug1",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptJug01.ao""]","",1,91488256,3,-16908288,-16843010,-16843010,-16843010,65278,0,1946157056,773,0,0,1946157056,773,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1946157056,773,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",1,100,"",1
1370,"Metadata/Chests/GraveyardDungeonJug1Empty",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/CryptJug01.ao""]","",0,97648640,3,-16908288,-16843010,-16843010,-16843010,65278,0,-771751936,773,0,0,-771751936,773,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,773,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1371,"Metadata/Chests/GraveyardDungeonChests/FlameUrn01",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/FlameUrn01.ao""]","",0,111935488,3,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,774,0,0,-1140850688,774,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,774,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1372,"Metadata/Chests/GraveyardDungeonChests/FlameUrn02",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/FlameUrn02.ao""]","",0,127270912,3,-16908288,-16843010,-16843010,-16843010,16842494,0,-1778384896,775,0,0,-1509949440,775,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,775,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1373,"Metadata/Chests/GraveyardDungeonChests/NoFlameUrn01",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/NoFlameUrn01.ao""]","",1,143130624,3,-16908288,-16843010,-16843010,-16843010,65278,0,-2013265920,776,0,0,-2013265920,776,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2013265920,776,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",1,100,"",1
1374,"Metadata/Chests/GraveyardDungeonChests/NoFlameUrn01Empty",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/NoFlameUrn01.ao""]","",0,151257088,3,-16908288,-16843010,-16843010,-16843010,65278,0,67108864,777,0,0,67108864,777,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,67108864,777,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1375,"Metadata/Chests/GraveyardDungeonChests/NoFlameUrn02",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/NoFlameUrn02.ao""]","",1,166068224,3,-16908288,-16843010,-16843010,-16843010,65278,0,-436207616,777,0,0,-436207616,777,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,777,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",0,100,"",1
1376,"Metadata/Chests/GraveyardDungeonChests/NoFlameUrn02Empty",1,3,"Urn","[""Metadata/Chests/GraveyardDungeonChests/NoFlameUrn02.ao""]","",0,174194688,3,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,778,0,0,1644167168,778,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,778,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-180,180,"","","","","",[],"",[],1,"","",3,0,"",1
1377,"Metadata/Chests/GraveyardDungeonDungeonChests/TombWallChest_01","",7,"Coffin","[""Metadata/Chests/GraveyardDungeonChests/TombWallChest_01.ao""]",1,10,190971904,3,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,779,0,0,1644167168,779,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,779,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,2,1000,"",1
1378,"Metadata/Chests/GraveyardDungeonDungeonChests/TombWallChest_02","",7,"Coffin","[""Metadata/Chests/GraveyardDungeonChests/TombWallChest_02.ao""]",1,10,207749120,3,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,780,0,0,1644167168,780,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,780,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,2,1000,"",1
