"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool"
543,"UnearthBoneConstructLimit","",[19099],12,[],[],2,1,[],0,[],1,[],1
544,"RitualofPowerLimit","",[19104],12,[],[],2,1,[],0,[],1,[],1
545,"GrimFeastRecovery","",[19074],12,[],[],13,1,[],0,[],1,[],1
546,"GrimFeastChance","",[20862],12,[],[],13,1,[],0,[],1,[],1
547,"FlickerStrikeRepeatCount","",[18007],12,[],[],2,1,[],0,[],1,[],1
548,"ChargedStaffDuration","",[18585],12,[],[],4,1,[],0,[],1,[],1
549,"ChargedStaffDamage","","[18590,18591]",12,[],[],13,1,[],0,[],1,[],1
550,"ComboRequirement","",[19853],12,[],[],2,1,[],0,[],1,[],1
551,"TempestBellLimit","",[19085],12,[],[],2,1,[],0,[],1,[],1
552,"RainOfArrowsFrenzyProjectiles1","",[19874],12,[],[],3,1,[],0,[],1,[],1
553,"RainOfArrowsFrenzyProjectiles2","",[18648],12,[],[],3,1,[],0,[],1,[],1
554,"RainOfArrowsLimit","",[21052],12,[],[],2,1,[],0,[],1,[],1
555,"RainOfArrowsDelay","",[21053],12,[],[],1,1,[],0,[],1,[],1
556,"ToxicGrowthDamageFromPoison","",[18757],12,[],[],1,1,[],0,[],1,[],1
557,"ToxicGrowthRadiusFromPoison","",[18766],12,[],[],4,1,[],0,[],1,[],1
558,"WindDancerStages","",[18920],12,[],[],13,1,[],0,[],1,[],1
559,"WindDancerStageGain","",[18923],12,[],[],13,1,[],0,[],1,[],1
560,"WindDancerEvasion","",[18921],12,[],[],13,1,[],0,[],1,[],1
561,"HarvesterResummonSpeed","",[20361],12,[],[],13,1,[],0,[],1,[],1
562,"LightningRodLimit","",[18651],12,[],[],2,1,[],0,[],1,[],1
563,"LightningRodHitLimit","",[20454],12,[],[],2,1,[],0,[],1,[],1
564,"FreezingSalvoMaxSeals","",[20486],12,[],[],2,1,[],0,[],1,[],1
565,"FreezingSalvoSealGeneration","",[20488],12,[],[],2,1,[],0,[],1,[],1
566,"CombatFrenzyInterval","",[20481],12,[],[],13,1,[],0,[],1,[],1
567,"HeraldOfAgony","",[20484],12,[],[],13,1,[],0,[],1,[],1
568,"HeraldOfAgonyHinder","",[20485],12,[],[],13,1,[],0,[],1,[],1
569,"BerserkRageEffect","",[19585],12,[],[],13,1,[],0,[],1,[],1
570,"BerserkLifeLeech","",[20410],12,[],[],13,1,[],0,[],1,[],1
571,"BerserkLifeLoss","",[9153],12,[],[],13,1,[],0,[],1,[],1
572,"WitheringPresenceFrequency","",[20467],12,[],[],13,1,[],0,[],1,[],1
573,"ArchmageCost","",[20381],12,[],[],13,1,[],0,[],1,[],1
574,"ArchmageDamage","",[20370],12,[],[],13,1,[],0,[],1,[],1
575,"EarthquakeLimit","",[20575],12,[],[],2,1,[],0,[],1,[],1
576,"IncinerateExposure","","[19145,19144]",12,[],[],13,1,[],0,[],1,[],1
577,"IncinerateMaxStages","",[19146],12,[],[],2,1,[],0,[],1,[],1
578,"IncinerateDamagePerStage","",[20596],12,[],[],1,1,[],0,[],1,[],1
579,"MarkLimit","",[20671],12,[],[],2,1,[],0,[],1,[],1
580,"BonestormMaxProjectiles","",[20329],12,[],[],2,1,[],0,[],1,[],1
581,"GatheringStormMaxShockwaves","",[20815],12,[],[],2,1,[],0,[],1,[],1
582,"LifeRemnantsRecovery","",[19404],12,[],[],13,1,[],0,[],1,[],1
583,"LifeRemnantsChance","",[20872],12,[],[],13,1,[],0,[],1,[],1
584,"LifeRemnantsInterval","",[20873],12,[],[],13,1,[],0,[],1,[],1
585,"SpiralVolleyFrenzyDamage1","",[20295],12,[],[],1,1,[],0,[],1,[],1
586,"SpiralVolleyFrenzyDamage2","",[20294],12,[],[],1,1,[],0,[],1,[],1
587,"SpiralVolleyChains","",[20383],12,[],[],3,1,[],0,[],1,[],1
588,"SupportChanceForExtraProjectilesInCircle","",[20702],12,[],[],3,1,[],0,[],1,[],1
589,"ManaDrainLeech","",[19405],12,[],[],13,1,[],0,[],1,[],1
590,"AdditionalChargeChance","",[19111],12,[],[],13,1,[],0,[],1,[],1
591,"LivingBombSeedLimit","",[19160],12,[],[],2,1,[],0,[],1,[],1
592,"DisciplineESGranted","",[19147],12,[],[],13,1,[],0,[],1,[],1
593,"SigilOfPowerMaxStages","",[11716],12,[],[],13,1,[],0,[],1,[],1
594,"SigilOfPowerStageGain","",[11715],12,[],[],13,1,[],0,[],1,[],1
595,"SigilOfPowerBuff","",[11717],12,[],[],13,1,[],0,[],1,[],1
596,"TemporalRiftSnapshotInterval","",[20924],12,[],[],13,1,[],0,[],1,[],1
597,"TemporalRiftMaxSnapshots","",[20925],12,[],[],13,1,[],0,[],1,[],1
598,"AegisMaximumAmount","",[12572],12,[],[],13,1,[],0,[],1,[],1
599,"AegisRechargeDelay","",[12587],12,[],[],13,1,[],0,[],1,[],1
600,"ConcoctionChargeConsumption","",[13668],12,[],[],13,1,[],0,[],1,[],1
601,"ConcoctionFireExposure","",[19942],12,[],[],8,1,[],0,[],1,[],1
602,"ConcoctionColdExposure","",[19943],12,[],[],8,1,[],0,[],1,[],1
603,"ConcoctionLightningExposure","",[19944],12,[],[],8,1,[],0,[],1,[],1
604,"MeditateESRecharge","",[20572],12,[],[],13,1,[],0,[],1,[],1
605,"IntoTheBreachSpawnRate","",[20566],12,[],[],13,1,[],0,[],1,[],1
606,"EncaseInJadeAbsorption","",[20136],12,[],[],13,1,[],0,[],1,[],1
607,"TornadoHinder","",[14721],12,[],[],13,1,[],0,[],1,[],1
608,"TornadoHitInterval","",[14085],12,[],[],1,1,[],0,[],1,[],1
609,"DemonFormLifeLoss","",[20112],12,[],[],13,1,[],0,[],1,[],1
610,"DemonFormSpellDamage","",[20113],12,[],[],13,1,[],0,[],1,[],1
611,"DemonFormGemLevel","",[20366],12,[],[],13,1,[],0,[],1,[],1
612,"DemonFormCastSpeed","",[20367],12,[],[],13,1,[],0,[],1,[],1
613,"DemonFormMaxStacks","",[20114],12,[],[],13,1,[],0,[],1,[],1
614,"UnboundAvatarMaxCharges","",[19931],12,[],[],13,1,[],0,[],1,[],1
615,"UnboundAvatarChargeGainInterval","",[19930],12,[],[],13,1,[],0,[],1,[],1
616,"UnboundAvatarDamage","",[19935],12,[],[],13,1,[],0,[],1,[],1
617,"UnboundAvatarAilmentChance","",[20264],12,[],[],13,1,[],0,[],1,[],1
618,"UnboundAvatarAilmentBuildup","",[20265],12,[],[],13,1,[],0,[],1,[],1
619,"GrenadeDoubleExplodeChance","",[19965],12,[20157],[20733],1,1,[],0,[],1,[],1
620,"SupportBloodlustDamage","",[2605],12,[1438],[1161],1,1,[],0,[],1,[],1
621,"DamageGainedAsFireVsIgnited","",[19083],12,[],[1161],1,1,[],0,[],1,[],1
622,"SupportCloseCombatDamage","",[19413],12,[],[1161],1,1,[],0,[],1,[],1
623,"SupportBeheadModSteal","",[13609],12,[],[],9,1,[],0,[],1,[],1
624,"SupportRuthlessStun","","[5895,16280]",12,[],[1161],8,1,[],0,[],1,[],1
625,"SupportExecuteLowLifeDamage","",[13608],12,[],[1161],1,1,[],0,[],1,[],1
626,"SupportFistOfWarFrequency","",[11253],12,[],[],2,1,[],0,[],1,[],1
627,"SupportUnbreakableStunThreshold","",[16286],12,[],[],2,1,[],0,[],1,[],1
628,"SupportImpactShockwaveRadius","",[16290],12,[],[],4,1,[],0,[],1,[],1
629,"SupportExploitWeaknessDamage","",[18279],12,[],[],1,1,[],0,[],1,[],1
630,"SupportEnragedWarcryDamage","","[18344,18345]",12,[],[],13,1,[],0,[],1,[],1
631,"EnduranceChargeOnArmourBreakChance","",[19015],12,[],[19873],8,1,[],0,[],1,[],1
632,"SupportEmpoweredDamage","",[19113],12,[],[],13,1,[],0,[],1,[],1
633,"SupportEmpoweredCull","",[19114],12,[],[],13,1,[],0,[],1,[],1
634,"WarcryRagePerPower","",[19600],12,[],[],13,1,[],0,[],1,[],1
635,"SupportRuptureBleedAggravate","",[19791],12,[],[],8,1,[],0,[],1,[],1
636,"SupportRageforgedDamage","","[19193,19194]",12,[],[],1,1,[],0,[],1,[],1
637,"SupportArmourExplosionTrigger","",[19239],12,[],[],8,1,[],0,[],1,[],1
638,"SupportStompingGroundTrigger","",[19256],12,[],[],13,1,[],0,[],1,[],1
639,"SupportCorruptingCryDamage","",[19364],12,[],[],1,1,[],0,[],1,[],1
640,"SupportCorruptingCryDuration","",[19366],12,[],[],4,1,[],0,[],1,[],1
641,"SupportVitalityRegeneration","",[19740],12,[],[],13,1,[],0,[],1,[],1
642,"SupportHerbalismFlaskRecovery","",[19741],12,[],[],13,1,[],0,[],1,[],1
643,"SupportCannibalismLifeGain","",[19742],12,[],[],13,1,[],0,[],1,[],1
644,"SupportClarityRegeneration","",[19739],12,[],[],13,1,[],0,[],1,[],1
645,"SupportPrecisionAccuracy","",[19738],12,[],[],13,1,[],0,[],1,[],1
646,"SupportArmourBreakFromDamage","",[19793],12,[],[],8,1,[],0,[],1,[],1
647,"SupportDazeWarcryDuration","",[19832],12,[],[],8,1,[],0,[],1,[],1
648,"SupportLifeFont","","[20221,20222]",12,[],[],13,1,[],0,[],1,[],1
649,"SupportManaFont","","[20223,20224]",12,[],[],13,1,[],0,[],1,[],1
650,"SupportRageFont","","[20225,20226]",12,[],[],13,1,[],0,[],1,[],1
651,"SupportHolyDescentDuration","",[20592],12,[],[],4,1,[],0,[],1,[],1
652,"SupportFreshClipDamage","",[20319],12,[],[],1,1,[],0,[],1,[],1
653,"SupportSpellEchoCount","",[18188],12,[],[],2,1,[],0,[],1,[],1
654,"SupportSpellEchoArea","",[19789],12,[],[],4,1,[],0,[],1,[],1
655,"SupportIceBiteDamage","","[19070,19072]",12,[],[],7,1,[],0,[],1,[],1
656,"SupportInnervate","","[19079,5932]",12,[],[],9,1,[],0,[],1,[],1
657,"SupportArcaneSurge","","[5901,5899]",12,[],[],13,1,[],0,[],1,[],1
658,"SupportUnleashSealGain","",[11005],12,[],[],2,1,[],0,[],1,[],1
659,"SupportUnleashMaxSeals","",[8516],12,[],[],2,1,[],0,[],1,[],1
660,"SupportUnleashRepeatDamage","",[8581],12,[],[1161],1,1,[],0,[],1,[],1
661,"SupportImpendingDoomTrigger","",[11750],12,[],[],13,1,[],0,[],1,[],1
662,"CurseTransferOnDeath","",[2018],12,[],[],13,1,[],0,[],1,[],1
663,"SupportFrostNexusDuration","",[20595],12,[],[],4,1,[],0,[],1,[],1
664,"SupportShockSiphonESGain","",[17997],12,[],[],9,1,[],0,[],1,[],1
665,"SupportCoursingCurrent","","[18000,18265]",12,[],[],8,1,[],0,[],1,[],1
666,"SupportFortress","",[18834],12,[],[],4,1,[],0,[],1,[],1
667,"SupportBitingFrostDamage","",[20753],12,[],[],1,1,[],0,[],1,[],1
668,"SupportStormfire","",[18840],12,[],[10316],7,1,[],0,[],1,[],1
669,"SupportEnergyBarrier","",[18855],12,[],[],13,1,[],0,[],1,[],1
670,"SupportElementalDischargeTrigger","",[18867],12,[],[],8,1,[],0,[],1,[],1
671,"SupportFrostfireIgniteMagnitude","",[18837],12,[],[10315],7,1,[],0,[],1,[],1
672,"SupportFieryDeathTrigger","",[18875],12,[],[],9,1,[],0,[],1,[],1
673,"SupportManaFlareTrigger","",[18935],12,[],[2731],8,1,[],0,[],1,[],1
674,"ChanceToNotConsumeCorpse","",[19020],12,[],[],2,1,[],0,[],1,[],1
675,"SupportDecayingHexDamage","",[19051],12,[],[],1,1,[],0,[],1,[],1
676,"SupportMinionPact","","[19013,19014]",12,[],[],1,1,[],0,[],1,[],1
677,"SupportLastGaspDuration","",[19057],12,[],[],26,1,[],0,[],1,[],1
678,"SupportAmbushCritChance","",[18985],12,[],[],5,1,[],0,[],1,[],1
679,"SupportHinder","",[19648],12,[],[],13,1,[],0,[],1,[],1
680,"SupportIntenseAgonyDamage","",[19651],12,[],[],1,1,[],0,[],1,[],1
681,"SupportDrainAilmentsDamage","",[19672],12,[],[],1,1,[],0,[],1,[],1
682,"SupportChaoticFreeze","",[19649],12,[],[],7,1,[],0,[],1,[],1
683,"SupportSpellcascadeCount","",[6486],12,[],[],4,1,[],0,[],1,[],1
684,"SupportSpellCascadeArea","",[6487],12,[],[],4,1,[],0,[],1,[],1
685,"SupportDanseMacabre","",[20760],12,[],[],2,1,[],0,[],1,[],1
686,"SupportBurningRunes","",[20372],12,[],[],1,1,[],0,[],1,[],1
687,"SupportExposureEffect","",[20699],12,[],[],8,1,[],0,[],1,[],1
688,"SupportCrescendo","",[19332],12,[21013],[],2,1,[],0,[],1,[],1
689,"SupportRangedCombatDamage","",[19794],12,[],[],1,1,[],0,[],1,[],1
690,"SupportCullingStrike","",[19792],12,[],[],8,1,[],0,[],1,[],1
691,"SupportDazeBuildup","",[19825],12,[],[],8,1,[],0,[],1,[],1
692,"SupportBreakPostureDazeDuration","",[19824],12,[],[],8,1,[],0,[],1,[],1
693,"SupportFerocitySkillSpeed","",[20744],12,[],[],2,1,[],0,[],1,[],1
694,"SupportPotentialCritChance","",[20729],12,[],[],5,1,[],0,[],1,[],1
695,"SupportCulminationDamage","",[20723],12,[],[],1,1,[],0,[],1,[],1
696,"SupportPierceDamageAfterPierce","",[3800],12,[],[],1,1,[],0,[],1,[],1
697,"SupportForkDamageAfterFork","",[17918],12,[],[],1,1,[],0,[],1,[],1
698,"SupportMomentum","","[19197,19198]",12,[],[],1,1,[],0,[],1,[],1
699,"SupportBurstingPlague","","[18783,18785]",12,[],[18099],7,1,[],0,[],1,[],1
700,"SupportKnockbackWave","",[18905],12,[],[],13,1,[],0,[],1,[],1
701,"SupportLockdownPin","",[18944],12,[],[],8,1,[],0,[],1,[],1
702,"SupportManaFlaskCharges","",[19004],12,[],[],9,1,[],0,[],1,[],1
703,"SupportLifeFlaskCharges","",[19005],12,[],[],9,1,[],0,[],1,[],1
704,"FlameWallProjectileAddedFlatDamage","","[21062,21063]",12,[],[],1,1,[],0,[],1,[],1
705,"InfernalCryExplosionDamageFromPower","",[18156],12,[],[],1,1,[],0,[],1,[],1
706,"SkeletalReaverEnrageDecay","",[19027],12,[],[],13,1,[],0,[],1,[],1
707,"SkeletalArsonistCommandThreshold","",[18592],12,[],[],2,1,[],0,[],1,[],1
708,"SkeletalClericHeal","",[119],12,[21067],[],13,1,[],0,[],1,[],1
709,"PlagueBearerStorage","",[9409],12,[9410],[],13,1,[],0,[],1,[],1
710,"PlagueBearerNovaAoE","",[18669],12,[],[],4,1,[],0,[],1,[],1
711,"MagmaBarrierWindow","",[18780],12,[],[],2,1,[],0,[],1,[],1
712,"MagmaBarrierCooldown","",[18781],12,[],[],2,1,[],0,[],1,[],1
713,"SkillFireResistanceGranted","",[21104],12,[],[],13,1,[],0,[],1,[],1
714,"SkillColdResistanceGranted","",[21105],12,[],[],13,1,[],0,[],1,[],1
715,"SkillLightningResistanceGranted","",[21106],12,[],[],13,1,[],0,[],1,[],1
716,"SkillChaosResistanceGranted","",[21107],12,[],[],13,1,[],0,[],1,[],1
717,"SkillEnergyGainPenalty","",[21110],12,[],[],13,1,[],0,[],1,[],1
