"rownum","Id","Event","i32","i32","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool","[rid]","i32","i32","bool","[rid]","rid","i32","i32","i32","i32"
471,"Skill_FreezingMark","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
472,"Skill_FreezingSalvo","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
473,"Skill_GasArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
474,"Skill_GasArrowExplode","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
475,"Skill_IceShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
476,"Skill_LightningRod","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
477,"Skill_MagneticSalvo","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
478,"Skill_PlagueBearer","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
479,"Skill_PlagueBearerActivate","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
480,"Skill_PoisonBurstArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
481,"Skill_RhoaMountCombat","",0,20000,[],[],"",1,[0],482,0,"",[],"",-16843010,-16843010,1,100
482,"Skill_RhoaMountNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
483,"Skill_SpinShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
484,"Skill_StormcallArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
485,"Skill_TornadoShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
486,"Skill_ToxicDomain","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
487,"Skill_ToxicGrowth","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
488,"Skill_TrickShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
489,"Skill_VineArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
490,"Skill_WindDancer","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
491,"Skill_IceOrb","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
492,"Skill_IceOrbExplode","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
493,"Skill_TempestBell","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
494,"Skill_TempestBellReturn","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
495,"Skill_WindPalm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
496,"Skill_WindPalmSuccess","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
497,"Skill_ChargingStrikeSuccess","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
498,"Skill_ExplosiveGrenade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
499,"Skill_FlashGrenade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
500,"Skill_ArmourPiercingShotBurst","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
501,"Skill_ArmourPiercingShotRapid","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
502,"Skill_ArmourPiercingShotPower","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
503,"Skill_FreezeShotBurst","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
504,"Skill_FreezeShotRapid","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
505,"Skill_FreezeShotPower","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
506,"Skill_FireShotBurst","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
507,"Skill_FireShotRapid","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
508,"Skill_FireShotPower","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
509,"Skill_ReloadRapidFire","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
510,"Skill_SummonCompanion","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
511,"Skill_OilDetonate","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
512,"Skill_EmpoweredGrenade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
513,"Skill_PowerShotGeneric","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
514,"Skill_BurstShotGeneric","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
515,"Skill_RapidShotGeneric","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
516,"Skill_ArmourPiercing","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
517,"Skill_ArtilleryBallista","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
518,"Skill_ExplosiveShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
519,"Skill_FragmentationRounds","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
520,"Skill_FreezingCascade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
521,"Skill_GasGrenade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
522,"Skill_GlacialBolt","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
523,"Skill_GrenadeLauncher","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
524,"Skill_GrenadeExplode","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
525,"Skill_HighVelocityRounds","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
526,"Skill_IncendiaryCascade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
527,"Skill_OilGrenade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
528,"Skill_OilGrenadeIgnite","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
529,"Skill_Reload","",0,20000,[],[],"",1,[0],530,0,"",[],"",-16843010,-16843010,1,100
530,"Skill_ReloadNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
531,"Skill_RipwireBallista","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
532,"Skill_SeigeCascade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
533,"Skill_ShardDespoiler","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
534,"Skill_StormblastBurstShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
535,"Skill_StormblastCascade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
536,"Skill_StormblastPowerShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
537,"Skill_StormblastRapidShot","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
538,"Skill_StormchargeShot","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
539,"Skill_SuperheatedWeaponry","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
540,"Skill_IceShards","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
541,"WakeUpRiverbank",4669,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
542,"KillZombieRiverbank",2787,13000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
543,"PickUpSkillGem",4383,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
544,"SkillGemFirstUse",4384,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
545,"MillerSeenComment",2933,2200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
546,"MillerAttackComment","",0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
547,"MillerKillComment",2934,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
548,"EnterClearfellFirstTime",2890,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
549,"EnterClearfellSeeRenly",4635,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
550,"MudBurrowComment",2892,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
551,"DevourerTail","",0,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
552,"DevourerSeenComment",2932,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
553,"DevourerKilledComment",2931,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
554,"OldForestComment",2893,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
555,"SinTreeSeenComment",2942,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
556,"RedValeComment",2894,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
557,"RedValeSeeObeliskFirst",2950,1000,0,[],[],"","",[],-16843010,-16843010,"",[3455],"",-16843010,-16843010,1,100
558,"RedValeDefeatObeliskFirst","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
559,"RedValeAfterVoiceSecondObelisk","",4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
560,"RedValeSeeLastObelisk",2952,1000,0,[],[],"","",[],-16843010,-16843010,"",[3455],"",-16843010,-16843010,1,100
561,"RedValeBossSlainComment",2944,4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
562,"FindRenlysTools","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
563,"ForgeSpikesForTree",2949,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
564,"UseSpikesOnTree","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
565,"MetHoodedOneComment",3053,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
566,"GrimTangleComment","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
567,"GoToGraveyardQuestGive",4701,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
568,"GraveyardVisited","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
569,"AfterLachlannIntro",2964,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
570,"CryptVisited",2897,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
571,"TombVisited",2898,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
572,"CryptBodyFound",2974,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
573,"CryptSecondBodyFound",2969,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
574,"HusbandSlainComment",2977,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
575,"WifeSlainComment",2972,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
576,"BitterGuyKillComment",2980,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
577,"BitterGuyQuestComplete",3129,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
578,"HuntingGroundEnter",2900,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
579,"RitualHuntingGroundComment",4630,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
580,"CrowbellSeenComment",4631,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
581,"CrowbellRunningComment","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
582,"CrowbellEnragingComment","",800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
583,"CrowbellSlainComment",2985,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
584,"CanopyVisitedComment",2901,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
585,"CanopyAfterFirstRitualFight",4632,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
586,"CanopyEnterBossArena",4633,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
587,"CanopyKillRitualBoss",2991,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
588,"CanopyQuestComplete","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
589,"VillageRoadComment",3580,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
590,"EinharMet",4525,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
591,"BurningVillageSeenComment",2903,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
592,"RenlysForgeSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
593,"ExecutionerSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
594,"ExecutionorSummonMenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
595,"ExecutionerSlainComment",3148,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
596,"HangingPlaceSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
597,"CourtyardEnterComment",2904,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
598,"EnterManorComment",2905,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
599,"CandlemassSeenComment","",200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
600,"CandlemassSlainComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
601,"ManorSeenCountBelow",1972,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
602,"BeastEatsBodyComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
603,"IronCountRemoveHeadReply","",5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
604,"IronCountMoonlightSkill","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
605,"IronCountTransformComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
606,"IronCountKilledComment","",5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
607,"DenOfEvilComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
608,"DenOfEvilQuestComplete","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
609,"PickUpLuteNoQuest","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
610,"VillageQuestCompleteComment","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
611,"PickUpLute",2939,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
612,"LuteQuestCompleteComment",3123,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
613,"FinnPotionComment",2992,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
614,"MetRenlyComment",3051,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
615,"MetUnaComment",3052,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
616,"MetFinnComment",3050,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
617,"WitchHutFound",4725,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
618,"WitchBossKilled",4726,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
619,"BrambleBossSeen",4723,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
620,"BrambleBossKilled",4724,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
621,"GrimTangleRootsSeen",4719,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
622,"GrimTangleAfterUnaSings",4714,15800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
623,"FungusBehemothBossSeen",4722,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
624,"FungusBehemothBossKilled",4663,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
625,"AfterLachlanFamilyFound","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
626,"VastiriOutskirtsVisited",4381,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
627,"GetHyenaQuest","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
628,"SeeRathbreaker",4321,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
629,"HyenaPackCharges",4322,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
630,"RathbreakerAndHyenasSlain",4323,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
631,"RatherbreakerSlain","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
632,"BoardCartTownComment",2907,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
633,"QuarryVisited",2917,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
634,"FoundryVisited",2918,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
635,"FoundryReleaseRisuComment",3186,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
636,"AncientGatesLockedComment",3199,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
637,"GoToAsalaComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
638,"EnterTraitorsPassageComment","",21000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
639,"BalbalaDoorSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
640,"BalbalaDoorSeenKnowing","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
641,"BalbalaSeenComment","",2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
642,"BalbalaSeenNoQuest","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
643,"BalbalaSlainComment",3206,7000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
644,"BalbalaPickUpCoin",4327,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
645,"BalbalaUseCoin",4328,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
646,"TraitorsPassageAtWaypoint",4385,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
647,"TraitorsPassageFeatureStairs",4386,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
648,"SlayTheTraitorComment","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
649,"EnterTheAncientGatesComment",2909,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
650,"AncientGatesFirstMechanism",3697,5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
651,"AncientGatesLimSlain",4526,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
652,"PerennialKingSummonsTotems","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
653,"PerennialKingRunsAwayComment","",7000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
654,"SandstormSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
655,"CartTownAfterAncientGates",4388,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
656,"EnterKeth",3212,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
657,"KethKabalaBossSeen",4392,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
658,"KethKabalaBossSummonSnakeSkill",4393,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
659,"KethKabalaBossSlain",4394,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
660,"EnterKethLowerDistrict",3213,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
661,"KethLowerDistrictBossSeen",4390,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
662,"KethLowerDistrictBossSummonFirst","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
663,"KethLowerDistrictBossSlain",4634,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
664,"EnterKethSanctum",3586,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
665,"KethSanctumTerracottaRoomCenter",4395,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
666,"EnterHeartOfKeth","",1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
667,"KethSeeWaterGoddess",3216,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
668,"WaterGoddessDirectToFire","",500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
669,"WaterGoddessKilled",3217,12000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
670,"WaterGoddessEssencePickUp",4336,500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
671,"EnterMastodonBadlands",2911,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
672,"BadlandsSeeCultistRitual",4396,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
673,"BadlandsAfterSkeletonSummoned",4397,0,0,[],[],"","",[],674,0,"",[],"",-16843010,-16843010,1,100
674,"BadlandsAfterSkeletonSummonedNoCombat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
675,"EnterBonePits",2912,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
676,"BonePitsBossRitualSeen",4527,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
677,"BonePitsKillMastodonFirst","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
678,"BonePitsKillNecromancerFirst","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
679,"BonePitsBothBossesSlain",4401,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
680,"BonePitsMastodonTusksHeld",3187,500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
681,"EnterMarakethAscendancyArea",2921,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
682,"OpenDoorMarakethTrial","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
683,"AfterTalkingToBalbalaTrial",4539,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
684,"EnterFirstLevelMarakethAscendancy",4987,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
685,"RattlecageBossSeen",4988,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
686,"RattlecageBossKilled",4606,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
687,"BeforeAscending",4989,800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
688,"AscendancyChoiceResponse1","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
689,"AscendancyChoiceResponse2","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
690,"AscendancyChoiceResponse3","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
691,"AscendancyA2ShakariBossSeen",4990,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
692,"AscendancyA2ShakariBossDefeat",4991,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
693,"AscendancyA2SentinelBossFirstDefeat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
694,"AscendancyA2SentinelBossBothDefeat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
695,"AscendancyA2TimeDjinnBossSeen","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
696,"AscendancyA2TimeDjinnBossDefeat","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
697,"CompleteMarakethAscendancy","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
698,"EnterValleyOfTitans",2913,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
699,"EnterTitanGrotto",2914,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
