"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
2671,"affliction_bow_damage","Art/2DArt/SkillIcons/passives/NodeBowDamage.dds","[2867,8092]",12,12,0,0,18870,"Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2672,"affliction_wand_damage","Art/2DArt/SkillIcons/passives/NodeWandDamage.dds",[11580],12,0,0,0,41204,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2673,"affliction_damage_with_two_handed_melee_weapons","Art/2DArt/SkillIcons/passives/NodeTwoHandedMeleeDamage.dds",[3580],12,0,0,0,58031,"Damage with Two Handed Weapons",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2674,"affliction_attack_damage_while_dual_wielding_","Art/2DArt/SkillIcons/passives/NodeDualWieldingDamage.dds",[9587],12,0,0,0,16404,"Attack Damage while Dual Wielding",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2675,"affliction_attack_damage_while_holding_a_shield","Art/2DArt/SkillIcons/passives/NodeHoldingShieldDamage.dds",[9588],12,0,0,0,14303,"Attack Damage while holding a Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2676,"affliction_attack_damage_","Art/2DArt/SkillIcons/passives/IncreasedAttackDamageNode.dds",[2603],10,0,0,0,747,"Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2677,"affliction_spell_damage","Art/2DArt/SkillIcons/passives/IncreasedSpellDamageNode.dds",[25],10,0,0,0,21845,"Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2678,"affliction_elemental_damage","Art/2DArt/SkillIcons/passives/ElementalDamagenode.dds",[486],10,0,0,0,49465,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2679,"affliction_physical_damage","Art/2DArt/SkillIcons/passives/PhysicalDamagenode2.dds",[26],12,0,0,0,37171,"Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2680,"affliction_fire_damage","Art/2DArt/SkillIcons/passives/FireDamagenode.dds",[42],12,0,0,0,13146,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2681,"affliction_lightning_damage","Art/2DArt/SkillIcons/passives/LightningDamagenode.dds",[56],12,0,0,0,49817,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2682,"affliction_cold_damage","Art/2DArt/SkillIcons/passives/ColdDamagenode.dds",[49],12,0,0,0,41355,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2683,"affliction_chaos_damage","Art/2DArt/SkillIcons/passives/ChaosDamagenode.dds",[63],12,0,0,0,46248,"Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2684,"affliction_minion_damage","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNode.dds",[488],10,0,0,0,49331,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2685,"affliction_fire_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/FireDamageOverTimeNode.dds",[209],12,0,0,0,31549,"Fire Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2686,"affliction_chaos_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNode.dds",[13902],12,0,0,0,35020,"Chaos Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2687,"affliction_physical_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimeNode.dds",[2600],12,0,0,0,14036,"Physical Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2688,"affliction_cold_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNode.dds",[3007],12,0,0,0,39222,"Cold Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2689,"affliction_damage_over_time_multiplier","Art/2DArt/SkillIcons/passives/DamageOverTimeNode.dds",[1973],10,0,0,0,32169,"Damage over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2690,"affliction_effect_of_non-damaging_ailments","Art/2DArt/SkillIcons/passives/IncreasedNonDamageAilmentNode.dds",[6300],10,0,0,0,61851,"Effect of Non-Damaging Ailments",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2691,"affliction_aura_effect","Art/2DArt/SkillIcons/passives/AuraEffectNode.dds",[3835],3,0,0,0,6265,"Aura Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2692,"affliction_curse_effect","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1386],2,0,0,0,18530,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2693,"affliction_damage_while_you_have_a_herald","Art/2DArt/SkillIcons/passives/DmgHeraldSkillsNode.dds",[11008],10,0,0,0,17198,"Damage while you have a Herald",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2694,"affliction_minion_damage_while_you_have_a_herald","Art/2DArt/SkillIcons/passives/MinionDmgHeraldSkillsNode.dds",[11011],10,0,0,0,3367,"Minion Damage while you have a Herald",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2695,"affliction_warcry_buff_effect","Art/2DArt/SkillIcons/passives/IncreasedWarcryNode.dds",[12068],20,0,0,0,3870,"Exerted Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2696,"affliction_critical_chance","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNode.dds",[554],15,0,0,0,10695,"Critical Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2697,"affliction_minion_life","Art/2DArt/SkillIcons/passives/IncreaseMinionLifeNode.dds",[159],12,0,0,0,20492,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2698,"affliction_area_damage","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[619],10,0,0,0,44483,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2699,"affliction_projectile_damage","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[498],10,0,0,0,1371,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2700,"affliction_trap_and_mine_damage","Art/2DArt/SkillIcons/passives/TrapAndMineDmgNode.dds","[1786,1788]",12,12,0,0,48881,"Trap and Mine Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2701,"affliction_totem_damage","Art/2DArt/SkillIcons/passives/TotemDmgNode.dds",[1787],12,0,0,0,46909,"Totem Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2702,"affliction_brand_damage","Art/2DArt/SkillIcons/passives/BrandDmgNode.dds",[8578],12,0,0,0,21126,"Brand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2703,"affliction_channelling_skill_damage","Art/2DArt/SkillIcons/passives/DmgWhenChannelSkillsNode.dds",[6334],12,0,0,0,10493,"Channelling Skill Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2704,"affliction_flask_duration","Art/2DArt/SkillIcons/passives/FlaskDurationnode.dds",[739],6,0,0,0,27625,"Flask Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2705,"affliction_life_and_mana_recovery_from_flasks","Art/2DArt/SkillIcons/passives/LifeManaFlasksrecoverynode.dds","[399,400]",10,10,0,0,51042,"Life and Mana recovery from Flasks",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2706,"affliction_maximum_life","Art/2DArt/SkillIcons/passives/IncreasedMaximumLifeNode.dds",[124],4,0,0,0,47192,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2707,"affliction_maximum_energy_shield","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[134],6,0,0,0,38342,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2708,"affliction_maximum_mana","Art/2DArt/SkillIcons/passives/MaxManaNode.dds",[128],6,0,0,0,28321,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2709,"affliction_armour","Art/2DArt/SkillIcons/passives/ArmourNode.dds",[117],15,0,0,0,3879,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2710,"affliction_evasion","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[120],15,0,0,0,8073,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2711,"affliction_chance_to_block_attack_damage","Art/2DArt/SkillIcons/passives/BlockAttackDmgNode.dds",[1081],1,0,0,0,17271,"Chance to Block Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2712,"affliction_chance_to_block_spell_damage","Art/2DArt/SkillIcons/passives/BlockSpellDmgNode.dds",[2089],1,0,0,0,45180,"Chance to Block Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2713,"affliction_fire_resistance","Art/2DArt/SkillIcons/passives/FireResistNode.dds",[144],15,0,0,0,36551,"Fire Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2714,"affliction_cold_resistance","Art/2DArt/SkillIcons/passives/ColdResistNode.dds",[146],15,0,0,0,37926,"Cold Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2715,"affliction_lightning_resistance","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[148],15,0,0,0,65026,"Lightning Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2716,"affliction_chaos_resistance","Art/2DArt/SkillIcons/passives/ChaosResistNode.dds",[150],12,0,0,0,28987,"Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2717,"affliction_chance_to_dodge_attacks","Art/2DArt/SkillIcons/passives/DodgeAtksNode.dds",[14755],2,0,0,0,45284,"Chance to Suppress Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2718,"affliction_strength","Art/2DArt/SkillIcons/passives/plusstrength.dds",[573],10,0,0,0,65506,"Strength",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2719,"affliction_dexterity","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[579],10,0,0,0,52919,"Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2720,"affliction_intelligence","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[576],10,0,0,0,31472,"Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2721,"affliction_reservation_efficiency_small","Art/2DArt/SkillIcons/passives/AuraEffectNode.dds",[14720],6,0,0,0,21796,"Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2722,"affliction_curse_effect_small","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1386],2,0,0,0,23376,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2723,"affliction_keystone_disciple_of_kitava","Art/2DArt/SkillIcons/passives/DiscipleOfKitava.dds",[11460],1,0,0,0,12953,"Disciple of Kitava",[],1,"","All are invited to his feast, one way or another.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2724,"affliction_keystone_lone_messenger","Art/2DArt/SkillIcons/passives/LoneMessenger.dds",[11698],1,0,0,0,3354,"Lone Messenger",[],1,"","Some tasks are too important to entrust to others.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2725,"affliction_keystone_nature's_patience","Art/2DArt/SkillIcons/passives/NaturesPatience.dds",[11461],1,0,0,0,30847,"Nature's Patience",[],1,"","To win, all you must do is outlast.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2726,"affliction_keystone_secrets_of_suffering","Art/2DArt/SkillIcons/passives/SecretOfAgony.dds",[11462],1,0,0,0,57280,"Secrets of Suffering",[],1,"","Even within the realm of torture, there are subtle intricacies.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2727,"affliction_keystone_kineticism","Art/2DArt/SkillIcons/passives/Kineticism.dds",[10912],1,0,0,0,40561,"Kineticism",[],1,"","No force wasted, no time wasted.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2728,"affliction_keystone_veteran's_awareness","Art/2DArt/SkillIcons/passives/VeteransAwareness.dds",[11778],1,0,0,0,32118,"Veteran's Awareness",[],1,"","Know when you'll be hit, and you'll barely feel it.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2729,"affliction_keystone_dragon_style","Art/2DArt/SkillIcons/passives/DragonStyle.dds",[11459],1,0,0,0,60069,"Hollow Palm Technique",[],1,"","\""The mastodons of yore were each born with two weapons greater than any sword. So, too, were you.\"" - Maraketh Proverb","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2730,"affliction_keystone_pitfighter","Art/2DArt/SkillIcons/passives/Pitfighter.dds",[1736],1,0,0,0,37081,"Pitfighter",[],1,"","When winning is all that matters, you'll use everything at your disposal.","",7697,"","","",[],0,"","",0,[],"","",1,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2731,"affliction_notable_prodigious_defense","Art/2DArt/SkillIcons/passives/BlockAttackDmgNotable.dds","[1081,2089,9588]",3,3,30,0,44237,"Prodigious Defence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2732,"affliction_notable_advance_guard","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds","[11592,11069,702]",30,5,1,0,35790,"Advance Guard",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2733,"affliction_notable_gladiatorial_combat","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds","[11402,11403]",2,1,0,0,36455,"Gladiatorial Combat",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2734,"affliction_notable_strike_leader","Art/2DArt/SkillIcons/passives/BlockAttackDmgNotable.dds","[1081,11592,9839]",2,30,2,0,12806,"Strike Leader",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2735,"affliction_notable_powerful_ward","Art/2DArt/SkillIcons/passives/BlockSpellDmgNotable.dds","[4815,11079]",20,6,0,0,28384,"Powerful Ward",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2736,"affliction_notable_enduring_ward","Art/2DArt/SkillIcons/passives/BlockAttackDmgNotable.dds","[417,11080]",20,6,0,0,9042,"Enduring Ward",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2737,"affliction_notable_gladiator's_fortitude","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds","[11592,124]",25,5,0,0,36807,"Gladiator's Fortitude",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2738,"affliction_notable_precise_retaliation","Art/2DArt/SkillIcons/passives/BlockAttackDmgNotable.dds","[7058,11043]",30,60,0,0,28398,"Precise Retaliation",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2739,"affliction_notable_veteran_defender","Art/2DArt/SkillIcons/passives/BlockAttackDmgNotable.dds","[605,23,408]",15,60,15,0,23989,"Veteran Defender",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2740,"affliction_notable_iron_breaker","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds","[10758,26]",10,35,0,0,28015,"Iron Breaker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2741,"affliction_notable_deep_cuts","Art/2DArt/SkillIcons/passives/IncreasedAttackDamageNotable.dds","[8413,8414]",15,1,0,0,56760,"Deep Cuts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2742,"affliction_notable_master_the_fundamentals","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds","[26,486,141]",35,-35,10,0,2796,"Master the Fundamentals",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2743,"affliction_notable_force_multiplier","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds","[26,5807]",25,5,0,0,3805,"Force Multiplier",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2744,"affliction_notable_furious_assault","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds","[26,1903]",25,8,0,0,981,"Furious Assault",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2745,"affliction_notable_vicious_skewering","Art/2DArt/SkillIcons/passives/IncreasedAttackDamageNotable.dds","[10990,8413,3626]",15,10,10,0,28635,"Vicious Skewering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2746,"affliction_notable_grim_oath","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds",[450],10,0,0,0,23335,"Grim Oath",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2747,"affliction_notable_battle-hardened","Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.dds","[26,1074]",35,30,0,0,53318,"Battle-Hardened",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2748,"affliction_notable_replenishing_presence","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds",[11633],20,0,0,0,62634,"Replenishing Presence",[],"",1,"","",6954,"","","",[],0,"","",0,[41],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2749,"affliction_notable_master_of_command","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[14903,11455]",100,15,0,0,29540,"Master of Command",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2750,"affliction_notable_first_among_equals","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[14998,12420]",50,20,0,0,47393,"Spiteful Presence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2751,"affliction_notable_purposeful_harbinger","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds",[11446],8,0,0,0,51870,"Purposeful Harbinger",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2752,"affliction_notable_precise_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[15007,844]",50,12,0,0,58221,"Destructive Aspect",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2753,"affliction_notable_pure_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[15014,12421]",50,20,0,0,59350,"Electric Presence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2754,"affliction_notable_stalwart_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[14989,12570]",50,20,0,0,61616,"Volatile Presence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2755,"affliction_notable_vengeful_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[15015,9062]",50,10,0,0,28338,"Righteous Path",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2756,"affliction_notable_fiery_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[15004,150]",50,11,0,0,32259,"Mortifying Aspect",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2757,"affliction_notable_icy_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds","[14997,6332]",50,10,0,0,31333,"Frantic Aspect",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2758,"affliction_notable_shocking_commander","Art/2DArt/SkillIcons/passives/AuraEffectNotable.dds",[15065],10,0,0,0,907,"Introspection",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2759,"affliction_notable_skullbreaker","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[95,108]",15,8,0,0,63142,"Skullbreaker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2760,"affliction_notable_pressure_points","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[554,10992]",30,5,0,0,38633,"Pressure Points",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2761,"affliction_notable_overwhelming_malice","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds",[11506],10,0,0,0,2977,"Overwhelming Malice",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2762,"affliction_notable_magnifier","Art/2DArt/SkillIcons/passives/AreaDmgNotable.dds","[434,95]",10,10,0,0,60617,"Magnifier",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2763,"affliction_notable_savage_response","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[554,11044]",30,30,0,0,25966,"Savage Response",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2764,"affliction_notable_eye_of_the_storm","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[554,10283,12571]",40,10,20,0,51541,"Eye of the Storm",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2765,"affliction_notable_basics_of_pain_","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[24,554]",20,30,0,0,44544,"Basics of Pain",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2766,"affliction_notable_quick_getaway","Art/2DArt/SkillIcons/passives/IncreaseCritChanceNotable.dds","[1903,554,11045]",5,25,5,0,23238,"Quick Getaway",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2767,"affliction_notable_assert_dominance","Art/2DArt/SkillIcons/passives/AreaDmgNotable.dds",[11046],25,0,0,0,12149,"Assert Dominance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2768,"affliction_notable_vast_power","Art/2DArt/SkillIcons/passives/AreaDmgNotable.dds","[14129,619]",3,20,0,0,63969,"Vast Power",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
2769,"affliction_notable_powerful_assault","Art/2DArt/SkillIcons/passives/AreaDmgNotable.dds","[619,11387]",20,10,0,0,11661,"Powerful Assault",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,1,"",0,"","","","",0,0,0,0,0,"",[],0,[],""
